x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
0.103,-0.264,1.114,-3.658,-2.022,7.97,-2.409,0.256,-0.125,0.302,2.557,0.632,0.658,-2.587,0.097,0.07,-0.295,-2.227,-0.271,1.0,0.351
-0.07,-0.006,0.388,-3.808,-2.064,8.675,-2.095,-0.043,0.306,0.132,2.676,0.787,0.9,-2.575,-0.213,0.38,-0.536,-2.041,-0.418,1.0,-0.196
0.095,-0.231,0.391,-4.728,-2.084,9.14,-2.855,0.146,0.079,0.166,3.297,0.839,1.425,-2.94,-0.243,0.453,0.078,-2.039,-0.767,1.0,-0.02
0.078,-0.127,0.109,-4.168,-1.101,7.247,-2.351,-0.093,0.43,0.144,2.865,0.775,1.016,-2.974,-0.56,0.662,-0.338,-0.939,-0.144,1.0,-0.498
0.164,-0.226,0.316,-3.737,-1.916,8.119,-1.976,0.115,0.213,0.185,2.695,0.772,0.933,-2.49,-0.191,0.475,-0.489,-1.982,-0.241,1.0,-0.182
0.269,-0.099,0.989,-4.369,-2.412,8.761,-2.231,-0.047,0.675,0.093,3.129,0.658,0.955,-3.048,-0.488,0.872,-0.97,-1.986,-0.357,1.0,-0.815
0.069,0.243,-0.127,-4.031,-1.47,8.402,-2.408,0.108,0.507,-0.204,2.833,0.743,0.767,-3.031,-0.673,1.151,-0.874,-1.444,0.075,1.0,-0.686
-0.016,-0.002,0.62,-4.119,-1.458,7.765,-2.318,0.215,0.367,-0.078,2.817,0.59,0.765,-2.747,-0.378,0.743,-0.052,-1.247,-0.192,1.0,-0.457
0.034,-0.084,0.625,-3.715,-2.004,8.433,-2.073,0.025,0.538,-0.001,2.555,0.78,0.656,-2.833,-0.407,0.769,-0.876,-1.825,-0.181,1.0,-0.676
0.11,-0.185,0.863,-4.113,-1.891,7.71,-2.269,0.016,0.328,0.204,2.587,0.87,1.002,-2.871,-0.328,0.483,-0.195,-1.667,-0.358,1.0,-0.173
0.085,-0.155,0.495,-3.46,-2.898,9.064,-1.887,-0.004,0.413,0.166,2.509,0.804,0.772,-2.486,-0.333,0.599,-1.051,-2.772,-0.501,1.0,-0.436
0.15,0.084,0.325,-4.186,-1.456,7.62,-2.284,0.083,0.558,-0.198,3.042,0.65,1.042,-3.071,-0.74,1.098,-0.562,-0.883,-0.091,1.0,-0.663
0.104,0.169,0.665,-3.269,-2.484,8.011,-1.674,-0.079,0.456,0.03,2.411,0.592,0.664,-2.643,-0.551,0.699,-1.213,-2.074,-0.215,1.0,-0.457
-0.032,0.291,0.937,-4.007,-1.91,8.222,-2.411,-0.082,0.475,-0.129,2.767,0.42,0.847,-2.913,-0.51,0.858,-0.783,-1.785,-0.125,1.0,-0.466
0.27,0.034,0.294,-3.861,-1.68,7.438,-1.912,-0.1,0.377,0.044,2.651,0.804,0.879,-2.591,-0.326,0.694,-0.779,-1.622,-0.088,1.0,-0.344
-0.133,-0.352,0.907,-4.267,-2.326,8.771,-2.666,0.21,-0.148,0.436,2.949,0.905,1.31,-2.745,0.366,-0.074,0.261,-1.985,-0.748,1.0,0.089
-0.0,-0.003,0.727,-3.897,-1.866,8.024,-2.18,0.079,0.415,-0.079,2.705,0.649,0.738,-2.708,-0.345,0.918,-0.655,-1.59,-0.325,1.0,-0.339
0.213,0.035,0.468,-4.723,-2.09,9.115,-2.513,-0.039,0.468,0.106,3.04,0.845,1.185,-3.349,-0.495,0.451,-0.623,-1.992,-0.171,1.0,-0.405
0.05,-0.183,1.006,-3.567,-2.207,8.429,-2.0,-0.13,0.244,0.237,2.442,0.584,0.651,-2.646,-0.215,0.482,-0.692,-2.745,-0.32,1.0,-0.048
-0.017,-0.02,-0.395,-3.475,-2.328,8.545,-1.849,-0.168,0.278,0.094,2.32,0.738,0.77,-2.443,-0.055,0.343,-0.574,-2.284,-0.397,1.0,-0.304
0.459,0.451,1.154,-3.776,-2.126,7.799,-1.959,0.159,0.801,-0.089,2.645,0.74,1.047,-3.055,-0.808,1.146,-1.518,-1.539,0.097,1.0,-0.797
0.07,0.118,0.352,-3.51,-2.157,8.293,-1.979,-0.072,0.531,0.024,2.439,0.755,0.759,-2.694,-0.539,0.821,-1.056,-2.124,-0.164,1.0,-0.676
0.077,-0.119,0.775,-3.846,-2.052,8.213,-2.197,-0.014,0.129,0.059,2.629,0.742,0.786,-2.764,-0.418,0.413,-0.432,-2.402,-0.17,1.0,-0.152
0.006,-0.191,0.385,-4.528,-1.393,8.226,-2.699,-0.028,0.167,0.196,3.179,0.675,1.047,-2.797,-0.23,0.434,0.155,-1.579,-0.38,1.0,0.045
0.154,-0.179,-0.087,-3.762,-1.08,7.526,-2.311,0.185,0.242,-0.023,2.691,0.644,0.701,-2.789,-0.495,0.532,-0.489,-1.263,0.085,1.0,-0.276
0.01,-0.041,-0.284,-3.863,-2.328,8.307,-1.951,-0.289,0.416,0.064,2.396,0.934,0.986,-2.728,-0.452,0.699,-0.58,-1.924,-0.284,1.0,-0.583
0.095,-0.093,0.766,-3.757,-2.005,8.024,-2.189,0.032,0.408,-0.033,2.671,0.642,0.868,-2.691,-0.429,0.833,-0.719,-1.645,-0.419,1.0,-0.443
-0.175,-0.347,-0.391,-3.401,-2.2,8.028,-1.877,0.279,0.151,0.276,2.314,0.575,0.947,-2.268,0.102,0.08,-0.164,-1.882,-0.708,1.0,0.057
-0.023,-0.134,0.394,-4.127,-1.402,8.133,-2.603,0.088,0.25,0.068,2.951,0.677,1.035,-2.682,-0.199,0.405,-0.075,-1.566,-0.541,1.0,-0.262
-0.02,-0.17,0.931,-3.904,-2.162,8.656,-2.19,-0.105,-0.155,0.416,2.548,0.844,0.729,-2.45,0.143,0.107,-0.14,-2.463,-0.505,1.0,0.248
0.016,0.347,0.334,-3.499,-2.583,7.762,-1.601,-0.073,0.426,-0.058,2.304,0.909,0.75,-2.526,-0.444,0.752,-0.734,-1.64,-0.312,1.0,-0.608
0.02,-0.04,0.705,-3.728,-1.685,7.579,-2.192,-0.103,0.22,0.195,2.505,0.886,0.808,-2.63,-0.198,0.395,-0.277,-1.874,-0.191,1.0,-0.057
-0.034,-0.014,0.218,-3.914,-1.899,7.857,-2.106,-0.091,0.11,0.201,2.693,0.885,1.068,-2.484,-0.059,0.193,-0.127,-1.825,-0.201,1.0,-0.131
0.151,0.103,0.404,-3.872,-1.587,7.757,-2.006,-0.13,0.608,-0.101,2.662,0.74,0.696,-3.011,-0.656,0.987,-0.659,-1.309,-0.126,1.0,-0.784
0.054,0.003,0.323,-3.716,-2.368,8.434,-2.009,-0.139,0.278,0.295,2.582,0.838,0.894,-2.432,-0.123,0.215,-0.685,-2.396,-0.472,1.0,-0.225
0.043,-0.215,0.609,-3.771,-1.298,7.214,-2.084,0.056,0.157,0.344,2.547,0.679,0.624,-2.6,-0.114,0.179,-0.014,-1.529,-0.287,1.0,0.118
0.026,-0.045,0.592,-3.764,-2.189,8.645,-2.286,0.163,0.477,-0.136,2.619,0.745,0.873,-2.695,-0.591,0.76,-0.715,-2.073,-0.468,1.0,-0.263
0.224,-0.006,0.895,-3.653,-2.489,8.254,-2.189,0.242,0.209,-0.001,2.396,0.834,0.903,-2.854,-0.36,0.535,-1.008,-2.245,-0.169,1.0,-0.223
0.118,-0.277,0.725,-4.195,-2.154,8.686,-2.351,0.152,0.247,0.123,2.956,0.897,1.096,-2.746,-0.335,0.751,-0.468,-2.047,-0.583,1.0,-0.193
0.129,-0.087,0.832,-4.113,-1.477,8.01,-2.422,0.166,0.43,0.209,2.953,0.804,0.858,-2.978,-0.377,0.592,-0.631,-1.475,-0.173,1.0,-0.478
0.009,-0.262,0.658,-3.708,-2.296,7.949,-1.862,0.044,0.416,0.306,2.451,0.737,0.775,-2.675,-0.27,0.135,-0.629,-1.806,-0.537,1.0,-0.325
0.139,0.011,0.749,-3.752,-1.693,7.616,-2.096,-0.122,0.727,-0.032,2.66,0.692,0.824,-2.646,-0.443,0.805,-0.827,-1.558,-0.253,1.0,-0.676
0.053,0.228,0.488,-4.197,-0.9,7.143,-2.396,-0.118,0.027,-0.022,2.946,0.787,0.93,-2.915,-0.353,0.566,0.195,-0.944,0.04,1.0,-0.072
0.272,0.091,1.444,-3.75,-2.067,7.029,-1.955,0.159,0.594,-0.106,2.466,0.758,0.925,-2.867,-0.736,1.017,-0.838,-1.268,-0.03,1.0,-0.647
0.089,-0.227,0.088,-4.059,-1.505,8.167,-2.099,-0.165,0.451,0.289,2.981,0.511,0.798,-2.779,-0.183,0.459,-0.718,-1.626,-0.23,1.0,-0.376
0.188,0.085,0.783,-3.702,-2.523,8.517,-1.971,0.109,0.442,-0.04,2.578,0.766,1.014,-2.754,-0.633,0.797,-0.901,-2.151,-0.165,1.0,-0.463
0.156,-0.214,0.288,-3.296,-2.497,8.039,-1.599,-0.144,0.109,0.302,2.154,0.869,0.701,-2.441,-0.244,0.383,-0.865,-2.687,-0.265,1.0,0.006
-0.055,-0.111,0.757,-4.177,-0.824,7.514,-2.663,0.145,0.131,0.095,2.997,0.765,0.863,-2.806,-0.132,0.539,0.139,-0.933,-0.158,1.0,-0.26
0.111,-0.106,0.842,-4.159,-2.198,8.019,-2.101,-0.148,0.323,0.381,2.745,0.735,0.973,-2.792,-0.179,-0.097,-0.33,-1.89,-0.508,1.0,-0.157
-0.206,-0.116,1.541,-4.24,-1.922,8.679,-2.578,-0.379,-0.064,0.319,3.074,0.815,0.805,-2.68,-0.02,0.216,0.232,-2.766,-0.432,1.0,0.399
-0.101,-0.265,0.389,-4.424,-1.417,7.873,-2.48,0.01,0.35,0.173,3.005,0.836,1.048,-2.835,-0.265,0.622,0.141,-1.056,-0.258,1.0,-0.34
0.164,0.146,0.532,-3.769,-1.666,7.86,-2.215,-0.336,0.529,-0.075,2.749,0.686,0.733,-3.023,-0.624,0.932,-0.746,-1.418,-0.023,1.0,-0.863
0.108,-0.076,0.738,-4.936,-0.928,8.367,-2.804,-0.026,0.29,0.091,3.528,0.723,1.066,-3.316,-0.339,0.796,0.089,-1.169,-0.038,1.0,-0.202
0.067,-0.007,1.38,-4.025,-2.392,8.983,-2.344,0.067,0.391,0.101,2.903,0.707,0.946,-2.799,-0.373,0.689,-0.961,-2.344,-0.205,1.0,-0.234
0.357,0.298,0.973,-3.469,-2.663,8.34,-1.673,0.101,0.677,-0.248,2.352,0.549,0.696,-2.784,-0.973,1.086,-1.569,-2.016,-0.052,1.0,-0.952
-0.14,-0.29,0.019,-4.637,-1.043,8.297,-2.923,-0.042,0.022,0.37,3.242,0.823,1.234,-2.858,0.123,0.159,0.394,-1.473,-0.279,1.0,-0.052
0.195,0.105,0.63,-3.89,-1.866,7.709,-2.137,0.044,0.228,0.074,2.552,0.542,0.959,-2.722,-0.386,0.472,-0.581,-1.564,-0.344,1.0,-0.059
0.155,-0.212,-0.175,-3.664,-1.908,7.888,-1.955,0.484,0.704,-0.0,2.542,0.676,0.892,-2.765,-0.493,0.879,-0.849,-0.882,-0.468,1.0,-0.814
0.114,-0.164,0.417,-3.624,-1.959,8.583,-2.116,0.13,0.412,0.208,2.575,0.615,0.587,-2.934,-0.411,0.409,-1.11,-2.311,-0.08,1.0,-0.589
0.145,-0.205,0.849,-3.333,-3.234,7.88,-1.405,0.011,0.387,0.376,1.663,0.706,0.917,-2.474,-0.329,0.509,-1.057,-2.319,-0.669,0.0,-0.448
0.069,-0.275,0.971,-4.14,-3.053,8.169,-1.872,-0.126,0.14,0.317,2.304,0.773,1.329,-2.694,-0.16,0.34,-0.056,-2.124,-0.68,0.0,-0.057
0.127,-0.619,0.136,-4.672,-1.986,7.413,-2.084,-0.125,-0.09,0.542,2.526,0.859,1.435,-2.831,0.182,0.011,0.635,-1.635,-0.74,0.0,0.302
0.166,-0.477,0.987,-4.563,-2.306,7.918,-2.314,-0.007,0.15,0.594,2.592,0.899,1.52,-2.801,-0.111,-0.118,0.239,-1.992,-0.902,0.0,0.102
0.142,-0.567,1.33,-4.167,-2.592,8.291,-2.405,0.242,0.085,0.517,2.426,0.966,1.439,-2.839,-0.224,0.04,-0.471,-2.132,-0.995,0.0,-0.135
0.147,-0.578,0.114,-3.685,-2.782,8.061,-1.874,-0.18,0.045,0.567,1.968,0.731,1.213,-2.566,-0.137,0.062,-0.396,-2.412,-0.932,0.0,-0.012
-0.045,-0.556,0.078,-3.301,-3.264,8.108,-1.445,0.044,-0.18,0.598,1.545,0.828,1.086,-1.927,0.133,-0.337,-0.071,-2.856,-1.016,0.0,0.362
-0.102,-0.595,-0.212,-3.548,-3.219,8.437,-1.726,-0.175,-0.095,0.684,1.939,0.79,1.298,-1.93,0.28,-0.566,-0.003,-3.059,-1.16,0.0,0.408
-0.355,-0.624,0.653,-3.564,-2.388,7.529,-1.912,0.127,-0.328,0.701,2.034,0.688,0.866,-1.997,0.718,-0.592,0.694,-2.426,-1.083,0.0,0.647
0.076,-0.489,0.639,-4.169,-2.766,7.718,-1.815,-0.024,0.137,0.481,2.302,0.872,1.486,-2.612,-0.148,0.197,0.114,-1.79,-0.863,0.0,-0.067
0.024,-0.413,1.361,-3.746,-2.539,7.28,-1.632,0.009,0.312,0.396,2.101,0.759,1.24,-2.364,-0.086,0.438,-0.316,-1.88,-0.597,0.0,-0.028
0.02,-0.274,0.959,-3.769,-2.965,7.916,-2.094,0.112,0.223,0.454,1.942,0.709,1.334,-2.852,-0.22,0.075,-0.486,-2.071,-0.627,0.0,-0.325
-0.142,-0.834,0.093,-4.175,-3.338,9.64,-2.238,0.144,0.055,0.621,2.218,0.876,1.285,-2.661,0.093,-0.042,-0.331,-2.902,-1.067,0.0,-0.016
0.071,-0.356,1.018,-4.277,-3.145,8.245,-1.916,0.108,0.487,0.239,2.274,1.031,1.409,-2.781,-0.297,0.536,-0.65,-1.854,-0.767,0.0,-0.517
-0.023,-0.934,0.618,-3.366,-3.776,8.298,-1.625,0.104,-0.289,0.808,1.71,0.803,1.247,-2.132,0.309,-0.36,-0.169,-3.191,-1.146,0.0,0.506
0.126,-0.59,0.003,-4.075,-2.124,6.979,-1.919,-0.038,0.046,0.686,2.133,0.807,1.444,-2.486,0.108,-0.184,0.398,-1.3,-0.906,0.0,0.022
0.16,-0.65,0.276,-3.878,-3.289,8.487,-1.802,-0.082,0.139,0.584,2.028,0.952,1.295,-2.646,-0.199,0.036,-0.509,-2.917,-0.799,0.0,-0.014
0.224,-0.379,0.537,-4.035,-2.888,7.981,-1.806,0.011,0.479,0.271,2.117,0.74,1.325,-2.778,-0.354,0.426,-0.635,-1.842,-0.713,0.0,-0.563
-0.102,-0.609,1.165,-3.375,-3.606,7.933,-1.687,0.152,-0.04,0.526,1.707,0.848,1.278,-2.143,0.226,0.308,-0.164,-2.492,-1.382,0.0,-0.006
0.118,-0.384,0.631,-4.351,-2.086,7.733,-2.337,0.168,0.061,0.244,2.409,0.989,1.576,-2.838,-0.236,0.588,0.006,-1.602,-0.566,0.0,-0.102
0.105,-0.47,0.939,-3.932,-2.83,7.447,-1.877,-0.018,0.39,0.443,2.098,0.977,1.276,-2.956,-0.32,0.387,-0.404,-1.661,-0.614,0.0,-0.451
-0.048,-0.558,0.736,-4.62,-2.281,8.182,-2.386,0.235,-0.024,0.3,2.495,1.135,1.447,-2.712,-0.01,0.173,0.65,-1.763,-0.772,0.0,0.264
-0.065,-0.761,0.904,-3.972,-2.751,8.16,-1.915,0.057,-0.018,0.522,2.158,0.856,1.134,-2.682,0.041,0.01,-0.074,-2.471,-1.0,0.0,0.118
0.04,-0.644,0.482,-3.983,-3.073,8.695,-2.039,0.246,-0.005,0.518,2.171,0.88,1.245,-2.609,0.061,-0.08,-0.293,-2.719,-0.917,0.0,0.148
0.086,-0.596,0.776,-3.887,-3.502,8.075,-1.484,-0.001,0.067,0.605,1.91,0.942,1.287,-2.371,0.181,-0.043,-0.232,-2.578,-0.991,0.0,0.042
-0.006,-0.902,0.922,-3.444,-4.153,8.487,-1.494,0.144,-0.268,0.85,1.809,0.872,1.282,-1.986,0.493,-0.68,-0.053,-3.538,-1.491,0.0,0.759
0.027,-0.955,0.906,-4.299,-2.959,8.138,-2.025,0.119,-0.119,0.811,2.458,1.119,1.433,-2.73,0.3,-0.575,0.435,-2.268,-1.15,0.0,0.279
-0.121,-0.805,0.171,-3.252,-3.224,7.881,-1.503,0.27,-0.129,0.776,1.448,0.881,1.163,-2.129,0.177,-0.494,-0.358,-2.844,-1.233,0.0,0.48
0.098,-0.266,0.971,-4.105,-3.429,8.477,-1.703,0.131,0.165,0.484,2.089,0.959,1.325,-2.456,-0.015,0.21,-0.225,-2.418,-1.12,0.0,-0.086
0.12,-0.462,0.949,-4.165,-3.484,7.964,-1.708,-0.353,0.011,0.651,2.147,0.759,1.468,-2.462,-0.023,-0.092,0.24,-2.4,-1.322,0.0,-0.108
-0.1,-0.688,0.683,-4.095,-3.073,7.837,-1.723,0.155,-0.088,0.623,2.101,0.827,1.414,-2.155,0.414,-0.588,0.391,-1.964,-1.135,0.0,0.421
-0.151,-0.917,1.253,-3.566,-3.786,8.739,-1.62,-0.027,-0.316,0.77,1.706,0.823,1.049,-2.136,0.45,-0.321,-0.05,-3.765,-1.024,0.0,0.776
0.032,-0.738,0.57,-3.142,-3.461,7.793,-1.308,-0.142,-0.208,0.754,1.579,0.708,1.128,-2.182,0.164,-0.428,-0.262,-3.027,-1.108,0.0,0.355
-0.109,-0.73,0.708,-4.138,-3.238,8.425,-1.896,0.048,-0.157,0.818,2.131,0.862,1.465,-2.41,0.434,-0.6,0.246,-2.716,-1.24,0.0,0.358
-0.116,-1.339,0.459,-4.276,-2.706,8.337,-2.233,0.527,-0.306,0.945,2.412,1.021,1.286,-2.359,0.713,-0.781,0.655,-2.009,-1.452,0.0,0.515
0.133,-0.443,0.719,-3.925,-3.37,8.418,-1.765,-0.003,0.233,0.453,2.057,0.819,1.339,-2.918,-0.208,0.321,-0.963,-2.701,-0.842,0.0,-0.136
0.052,-0.367,0.892,-4.034,-3.146,8.528,-2.008,0.214,0.233,0.151,2.207,0.821,1.394,-2.704,-0.311,0.414,-0.502,-2.09,-0.766,0.0,-0.229
0.058,-0.639,-0.063,-4.039,-2.963,8.394,-1.816,-0.236,0.028,0.783,2.155,0.942,1.267,-2.398,0.18,-0.345,0.103,-2.872,-0.945,0.0,0.186
-0.093,-0.611,0.421,-4.087,-2.331,7.776,-2.224,0.027,0.349,0.305,2.311,0.894,1.317,-2.678,0.02,0.291,0.169,-1.793,-0.646,0.0,-0.181
0.063,-0.326,0.223,-3.618,-3.571,8.972,-1.764,0.24,0.069,0.365,1.935,0.93,1.033,-2.25,0.115,-0.049,-0.485,-2.939,-0.714,0.0,0.15
0.076,-0.501,0.356,-4.531,-3.095,8.611,-2.166,0.091,0.412,0.43,2.44,0.879,1.708,-2.918,-0.05,0.329,-0.522,-1.735,-0.906,0.0,-0.326
0.394,-0.188,0.615,-3.691,-3.241,8.538,-1.812,0.143,0.735,0.144,2.047,0.761,1.339,-2.96,-0.728,1.072,-1.724,-2.102,-0.498,0.0,-1.19
-0.015,-0.58,0.057,-3.55,-3.216,8.628,-1.708,-0.054,-0.538,0.799,1.993,0.87,1.2,-2.091,0.507,-0.773,0.157,-3.151,-1.174,0.0,0.988
0.082,-0.345,0.564,-4.665,-3.359,9.666,-2.281,0.011,0.428,0.318,2.637,1.046,1.387,-3.27,-0.386,0.614,-0.818,-2.77,-0.841,0.0,-0.566
0.015,-0.711,0.636,-4.166,-2.763,7.962,-2.02,0.147,0.12,0.583,2.346,1.108,1.526,-2.729,-0.086,-0.058,0.059,-1.969,-0.852,0.0,0.077
0.212,-0.527,0.636,-3.76,-3.204,7.866,-1.606,0.115,0.241,0.33,2.13,0.746,1.368,-2.491,-0.253,0.415,-0.511,-2.21,-0.793,0.0,-0.126
0.166,-0.469,0.166,-4.041,-2.112,7.038,-1.907,-0.346,0.369,0.576,2.192,0.859,1.324,-2.755,-0.072,0.128,-0.24,-1.48,-0.669,0.0,-0.255
-0.005,-0.323,0.729,-3.882,-3.18,8.312,-1.904,0.214,0.342,0.291,2.004,0.845,1.225,-2.864,-0.264,0.31,-0.76,-2.355,-0.588,0.0,0.005
0.042,-0.469,0.137,-3.709,-3.753,8.437,-1.564,-0.003,-0.09,0.495,1.983,0.983,1.436,-2.375,0.15,0.059,-0.193,-2.671,-1.045,0.0,0.107
0.023,-0.465,0.79,-4.027,-2.941,8.104,-2.033,0.181,0.277,0.327,2.196,0.688,1.292,-2.617,0.011,0.377,-0.261,-1.979,-0.71,0.0,-0.226
0.062,-0.625,0.416,-3.648,-3.63,8.833,-1.585,-0.079,0.005,0.468,1.822,0.922,1.314,-2.395,0.047,-0.015,-0.545,-3.291,-0.727,0.0,-0.008
-0.128,-0.393,0.691,-3.56,-2.354,7.256,-1.825,0.022,-0.092,0.595,1.93,1.012,1.006,-2.386,0.317,-0.147,0.227,-2.285,-0.811,0.0,0.403
0.211,-0.304,1.129,-3.003,-4.491,8.785,-1.004,-0.068,0.082,0.543,1.413,0.849,0.885,-2.067,-0.106,-0.105,-1.069,-4.063,-0.594,0.0,0.14
-0.177,-0.478,0.868,-3.247,-4.595,8.94,-1.306,0.39,0.152,0.222,1.426,0.762,1.184,-2.141,0.102,0.102,-0.559,-3.078,-1.071,0.0,-0.109
0.238,-0.75,0.531,-4.263,-2.697,7.896,-1.843,0.044,0.18,0.634,2.473,0.907,1.375,-2.455,-0.147,0.017,0.188,-2.023,-0.985,0.0,-0.08
-0.032,-0.443,0.171,-3.935,-2.561,7.59,-1.801,0.03,-0.083,0.555,2.131,1.086,1.275,-2.342,0.087,-0.174,0.393,-1.864,-0.836,0.0,0.098
-0.088,-0.782,0.347,-3.895,-2.512,7.833,-2.027,0.103,-0.098,0.729,2.137,0.837,1.36,-2.316,0.343,-0.257,0.094,-2.122,-0.919,0.0,0.403
0.087,-0.345,0.496,-3.456,-3.094,7.804,-1.757,0.041,0.308,0.468,1.691,0.814,1.221,-2.69,-0.402,0.254,-0.958,-2.1,-0.74,0.0,-0.445
0.07,-0.4,0.263,-3.467,-3.622,8.492,-1.676,-0.034,0.471,0.262,1.585,0.709,1.106,-2.46,-0.392,0.392,-0.969,-2.817,-0.857,0.0,-0.296
-0.124,-1.106,0.448,-4.528,-2.562,8.553,-2.422,0.147,-0.12,0.756,2.553,0.879,1.513,-2.665,0.295,-0.437,0.508,-2.623,-1.284,0.0,0.524
-0.102,-0.82,0.298,-4.609,-1.779,7.562,-2.454,0.223,-0.118,0.627,2.606,0.904,1.551,-2.563,0.225,-0.055,1.027,-1.119,-0.943,0.0,0.224
-0.118,-0.923,0.097,-4.426,-1.762,7.537,-2.579,0.057,-0.276,0.935,2.398,0.969,1.414,-2.841,0.377,-0.573,0.701,-1.375,-1.046,0.0,0.541
0.205,-0.521,0.477,-3.167,-4.378,8.544,-1.151,-0.165,0.195,0.403,1.468,1.079,1.306,-2.217,-0.221,0.068,-1.033,-3.359,-1.049,0.0,-0.185
-0.011,-0.728,1.77,-3.969,-3.031,7.779,-1.995,0.032,0.071,0.67,2.09,0.827,1.315,-2.561,0.03,-0.035,0.065,-2.472,-1.009,0.0,0.083
-0.14,-1.175,0.903,-3.756,-3.478,8.394,-1.93,0.057,-0.164,1.066,1.898,0.836,1.24,-2.272,0.46,-0.72,0.251,-3.175,-1.34,0.0,0.679
-0.158,-0.874,0.897,-3.936,-3.668,8.6,-1.924,0.477,-0.23,0.774,1.954,1.038,1.479,-2.234,0.517,-0.337,0.435,-2.468,-1.413,0.0,0.404
-0.146,-0.374,0.394,-4.06,-3.118,8.173,-1.988,0.089,-0.008,0.444,2.128,0.826,1.57,-2.475,0.089,-0.011,0.154,-2.217,-0.905,0.0,0.264
-0.134,-1.078,1.043,-3.509,-3.672,8.279,-1.605,0.21,0.101,0.705,1.684,1.093,1.202,-2.225,0.174,-0.258,-0.252,-3.125,-1.239,0.0,0.108
-0.044,-0.992,0.932,-4.035,-2.774,7.587,-1.957,-0.144,-0.135,0.822,2.246,1.053,1.314,-2.409,0.263,-0.544,0.337,-2.17,-1.054,0.0,0.4
-0.018,-0.478,0.031,-3.904,-2.986,8.422,-1.866,0.03,0.214,0.325,2.03,0.932,1.129,-2.449,-0.087,0.3,-0.287,-2.038,-0.847,0.0,-0.317
-0.017,-0.547,0.605,-3.605,-3.305,8.667,-1.786,0.013,0.077,0.569,1.817,0.844,1.114,-2.476,-0.021,-0.186,-0.702,-3.039,-0.853,0.0,0.114
0.215,-0.36,1.263,-4.24,-3.11,8.201,-2.11,0.092,0.214,0.475,2.226,0.972,1.63,-2.813,-0.161,0.315,-0.183,-2.274,-1.01,0.0,-0.203
-0.269,-0.472,1.092,-4.121,-3.614,8.608,-2.0,-0.028,-0.024,0.58,2.007,0.839,1.656,-2.516,0.345,-0.184,0.14,-2.72,-1.199,0.0,0.139
-0.193,-0.536,0.108,-3.409,-3.453,8.469,-1.597,0.063,-0.114,0.492,1.785,0.587,1.144,-2.019,0.156,-0.38,-0.122,-2.923,-1.145,0.0,0.519
-0.106,-0.723,1.067,-3.62,-3.422,7.581,-1.483,-0.093,-0.22,0.871,1.589,0.87,1.094,-2.008,0.526,-0.63,0.438,-2.75,-1.297,0.0,0.483
0.052,-0.729,0.976,-3.711,-3.633,8.231,-1.671,-0.117,-0.102,0.815,1.762,1.027,1.259,-2.416,0.302,-0.158,-0.455,-2.95,-1.251,0.0,0.242
0.332,-0.351,1.022,-3.922,-3.522,8.586,-1.548,0.044,0.375,0.513,2.016,0.752,1.197,-2.684,-0.192,-0.012,-1.11,-2.888,-0.859,0.0,-0.318
0.202,-0.302,0.692,-4.136,-3.011,8.433,-1.904,0.174,0.418,0.072,2.148,0.954,1.304,-2.934,-0.548,0.865,-0.912,-2.15,-0.555,0.0,-0.434
-0.131,-1.08,0.425,-3.92,-3.078,8.784,-1.996,0.183,-0.259,0.937,2.097,0.861,1.124,-2.337,0.382,-0.592,0.432,-2.838,-1.259,0.0,0.369
0.215,-0.23,1.29,-3.56,-3.536,8.295,-1.571,0.019,0.352,0.256,1.839,0.809,0.921,-2.471,-0.233,0.783,-0.885,-2.573,-0.749,0.0,-0.427
0.071,-0.577,0.825,-3.667,-4.043,8.559,-1.37,-0.147,0.13,0.602,1.664,0.933,1.24,-2.348,0.045,-0.182,-0.471,-3.053,-1.014,0.0,-0.066
0.179,-0.743,1.505,-4.289,-2.614,7.382,-2.015,-0.071,0.286,0.632,2.377,0.788,1.19,-2.634,-0.084,0.053,0.002,-1.888,-0.942,0.0,-0.096
-0.234,-1.323,0.623,-3.216,-3.835,8.305,-1.522,0.217,-0.39,1.006,1.54,0.913,1.204,-1.782,0.648,-0.998,0.321,-3.422,-1.582,0.0,0.776
0.173,-0.372,1.396,-3.63,-3.092,7.9,-1.748,-0.142,0.166,0.366,2.033,0.786,1.416,-2.425,0.001,0.0,-0.398,-2.77,-0.6,0.0,-0.154
-0.002,-0.497,0.423,-4.06,-3.394,8.186,-1.808,0.009,0.086,0.387,2.08,0.914,1.456,-2.682,-0.033,0.358,-0.008,-2.122,-0.992,0.0,-0.043
-0.097,-0.507,-0.132,-3.564,-3.306,8.377,-1.461,0.224,-0.133,0.578,1.644,0.957,1.139,-2.274,0.167,-0.202,-0.064,-2.696,-0.998,0.0,0.363
-0.033,-0.8,0.737,-4.552,-2.487,7.864,-2.177,0.211,0.273,0.721,2.61,1.217,1.649,-2.752,0.048,-0.322,0.198,-1.571,-0.91,0.0,-0.088
-0.009,-0.36,0.873,-4.196,-2.703,8.005,-2.106,0.08,0.152,0.187,2.172,0.811,1.342,-2.785,-0.258,0.476,-0.265,-1.958,-0.652,0.0,-0.128
