x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
0.063,-1.745,1.064,-2.073,0.022,-0.592,-0.206,0.489,2.661,-1.246,-0.323,1.921,-0.133,-1.215,4.154,0.0,0.62,-0.509,-0.6,-1.32,1.163
0.219,-1.65,1.11,-1.451,-0.408,-0.187,-0.441,0.65,2.526,-1.832,-0.192,1.996,-0.096,-1.307,3.998,0.0,0.889,-0.633,-0.424,-1.094,1.252
0.125,-1.573,1.115,-1.318,-0.796,0.067,-0.26,0.721,2.511,-1.975,-0.276,1.783,-0.062,-1.446,4.673,0.0,0.59,-0.461,-0.335,-1.271,1.423
0.184,-1.394,1.099,-1.501,-0.213,-0.239,-0.372,0.625,2.541,-1.763,-0.444,1.664,-0.352,-1.072,4.205,0.0,0.801,-0.365,-0.429,-1.325,1.165
0.102,-1.516,1.109,-1.636,0.114,-0.377,-0.499,0.576,2.506,-1.203,-0.276,1.69,-0.286,-1.387,4.0,0.0,0.736,-0.59,-0.36,-0.98,1.124
-0.046,-1.421,1.129,-1.286,-0.941,0.087,-0.257,0.529,2.602,-2.213,-0.305,2.083,-0.21,-1.43,5.183,0.0,0.667,-0.625,-0.292,-1.088,1.258
0.094,-1.662,1.05,-1.555,0.206,-0.53,-0.485,0.502,2.323,-1.119,-0.421,1.849,-0.291,-1.351,4.139,0.0,0.598,-0.544,-0.36,-1.373,1.454
0.08,-1.683,0.991,-1.445,-0.475,-0.101,-0.15,0.559,2.514,-1.684,-0.209,1.636,-0.123,-1.244,4.376,0.0,0.415,-0.411,-0.462,-1.196,1.266
-0.08,-1.757,1.138,-1.893,0.068,-0.325,-0.32,0.568,2.548,-1.568,-0.439,1.782,-0.518,-1.364,4.252,0.0,0.817,-0.503,-0.573,-1.093,1.106
0.099,-1.596,1.126,-1.574,-0.174,-0.163,-0.364,0.571,2.367,-1.336,-0.538,1.606,-0.33,-1.318,4.393,0.0,0.633,-0.338,-0.517,-1.257,1.456
0.096,-1.673,1.065,-1.537,-0.096,-0.261,-0.395,0.669,2.547,-1.5,-0.452,1.619,-0.289,-1.304,4.469,0.0,0.509,-0.559,-0.396,-1.375,1.52
-0.098,-1.578,1.143,-1.294,-0.729,0.184,-0.064,0.566,2.355,-2.102,-0.344,1.795,-0.202,-1.407,4.506,0.0,0.713,-0.358,-0.418,-1.215,1.225
-0.012,-1.675,1.126,-1.157,-0.675,0.176,-0.135,0.746,2.437,-2.116,-0.318,1.633,-0.091,-1.298,4.223,0.0,0.596,-0.439,-0.537,-1.211,1.33
0.027,-1.589,1.309,-1.425,-0.332,-0.108,-0.206,0.485,2.684,-1.475,-0.307,1.818,-0.274,-1.409,4.42,0.0,0.792,-0.501,-0.404,-1.22,1.18
0.138,-1.437,1.203,-1.348,-0.102,-0.472,-0.439,0.501,2.445,-1.605,-0.448,1.551,-0.237,-1.315,4.508,0.0,0.669,-0.59,-0.456,-1.107,1.163
0.11,-1.485,1.03,-1.752,-0.128,-0.246,-0.106,0.483,2.524,-1.29,-0.089,1.935,-0.27,-1.434,4.219,0.0,0.486,-0.392,-0.39,-1.361,1.168
0.059,-1.438,0.967,-1.596,-0.409,-0.068,-0.221,0.791,2.407,-1.896,-0.63,1.956,-0.151,-1.422,4.426,0.0,0.513,-0.37,-0.249,-1.213,1.223
-0.075,-1.531,0.886,-1.67,-0.266,-0.372,-0.035,0.33,2.506,-1.447,-0.298,1.686,-0.123,-1.129,4.271,0.0,0.521,-0.818,-0.703,-1.181,1.287
-0.011,-1.603,0.959,-1.679,0.186,-0.383,-0.334,0.803,2.55,-1.563,-0.538,1.871,0.074,-1.165,5.044,0.0,0.709,-0.393,-0.315,-1.189,1.16
0.023,-1.698,0.911,-1.007,-1.039,0.546,0.093,0.643,2.47,-2.428,-0.397,1.556,-0.409,-1.037,4.32,0.0,0.543,-0.405,-0.389,-1.019,1.044
-0.009,-1.566,1.124,-1.734,0.304,-0.642,-0.264,0.537,2.429,-1.191,-0.51,1.582,-0.366,-1.229,4.68,0.0,0.621,-0.57,-0.369,-1.245,1.295
0.013,-1.42,0.958,-1.423,-0.557,-0.07,0.019,0.351,2.316,-1.542,-0.219,1.792,-0.177,-1.411,4.731,0.0,0.509,-0.669,-0.495,-1.307,1.433
0.194,-1.659,1.079,-1.608,-0.097,-0.02,-0.227,0.473,2.652,-1.312,-0.482,1.741,-0.213,-1.275,4.198,0.0,0.406,-0.189,-0.322,-0.959,1.231
0.004,-1.369,1.158,-1.215,-0.616,0.007,-0.199,0.54,2.508,-1.864,-0.271,1.761,-0.17,-1.131,4.517,0.0,0.613,-0.428,-0.197,-1.166,1.088
-0.101,-1.675,1.313,-1.275,-0.561,0.152,-0.293,0.792,2.626,-1.884,-0.693,1.537,-0.417,-1.087,4.731,0.0,0.748,-0.426,-0.559,-1.165,1.307
0.137,-1.635,1.115,-1.591,-0.425,-0.141,-0.372,0.535,2.589,-1.884,-0.197,1.766,-0.235,-1.414,4.694,0.0,0.767,-0.397,-0.588,-1.357,1.311
-0.057,-1.598,1.08,-1.209,-0.828,0.009,0.105,0.605,2.527,-1.89,-0.345,1.715,-0.187,-1.374,4.239,0.0,0.496,-0.83,-0.562,-1.448,1.1
-0.13,-1.725,1.146,-1.158,-0.459,-0.418,-0.245,0.856,2.314,-1.907,-0.364,1.675,-0.228,-1.328,4.345,0.0,0.601,-0.598,-0.582,-1.434,1.479
0.146,-1.446,1.297,-1.308,-0.695,0.056,-0.102,0.431,2.493,-1.764,-0.086,1.783,-0.268,-1.282,4.274,0.0,0.709,-0.518,-0.487,-1.206,1.475
0.094,-1.693,0.963,-1.532,0.066,-0.304,-0.396,0.8,2.521,-1.487,-0.457,1.771,-0.035,-1.296,4.669,0.0,0.53,-0.35,-0.373,-1.224,1.168
0.278,-1.419,1.144,-1.675,-0.007,-0.484,-0.27,0.745,2.347,-1.625,-0.522,1.579,-0.193,-1.075,4.113,0.0,0.471,-0.463,-0.296,-1.255,1.181
-0.001,-1.459,1.082,-1.427,-0.237,-0.352,-0.214,0.665,2.603,-1.461,-0.364,1.648,0.076,-1.085,4.278,0.0,0.382,-0.522,-0.173,-1.255,1.087
0.231,-1.461,1.008,-1.35,-0.382,-0.068,-0.238,0.56,2.258,-1.782,-0.337,2.011,-0.056,-1.468,4.596,0.0,0.592,-0.401,-0.356,-1.341,1.38
0.139,-1.398,0.942,-1.552,-0.075,-0.391,0.009,0.343,2.421,-1.324,-0.283,1.854,-0.331,-1.26,4.082,0.0,0.691,-0.668,-0.278,-1.343,1.191
0.176,-1.757,0.896,-1.838,-0.148,-0.395,-0.285,0.696,2.697,-1.419,-0.375,1.625,-0.299,-1.353,4.294,0.0,0.631,-0.521,-0.402,-1.33,1.266
0.137,-1.434,1.064,-1.629,-0.179,-0.486,-0.055,0.266,2.464,-1.352,-0.313,1.643,-0.17,-1.3,4.476,0.0,0.695,-0.862,-0.224,-1.444,1.473
0.026,-1.516,1.268,-1.532,-0.517,-0.033,-0.015,0.531,2.531,-1.714,-0.596,1.705,-0.267,-1.276,4.188,0.0,0.722,-0.372,-0.304,-1.25,1.345
0.085,-1.649,1.131,-1.498,-0.285,-0.286,-0.248,0.509,2.69,-1.698,-0.248,1.855,-0.328,-1.448,4.458,0.0,0.683,-0.464,-0.499,-1.2,1.347
0.076,-1.804,1.136,-1.414,-0.411,-0.13,-0.017,0.703,2.426,-2.028,-0.512,1.761,-0.249,-1.204,4.815,0.0,0.745,-0.509,-0.48,-1.191,1.379
-0.079,-1.804,1.406,-1.275,-0.795,0.035,-0.176,0.588,2.467,-1.939,-0.475,1.843,-0.332,-1.395,4.583,0.0,0.643,-0.695,-0.47,-1.244,1.393
0.142,-1.462,0.826,-1.298,-0.401,-0.066,0.022,0.493,2.299,-1.683,-0.499,2.08,-0.095,-1.442,4.865,0.0,0.612,-0.534,-0.237,-1.187,1.285
0.211,-1.661,0.957,-1.432,-0.115,0.098,-0.28,0.831,2.424,-1.506,-0.6,2.037,-0.024,-1.334,4.083,0.0,0.567,-0.23,-0.4,-1.067,1.176
0.257,-1.568,1.228,-1.657,0.078,-0.286,-0.112,0.503,2.395,-1.398,-0.521,1.69,-0.418,-1.229,4.16,0.0,0.572,-0.502,-0.472,-1.385,1.334
0.054,-1.594,0.893,-1.441,-0.908,0.092,-0.05,0.815,2.504,-2.341,-0.58,2.196,-0.235,-1.602,4.863,0.0,0.658,-0.538,-0.545,-1.491,1.312
-0.064,-1.338,1.214,-1.191,-0.482,-0.337,-0.19,0.551,2.434,-1.757,-0.388,1.68,-0.328,-1.353,4.157,0.0,0.605,-0.6,-0.427,-1.286,1.128
0.38,-1.528,1.342,-1.455,-0.376,-0.283,-0.113,0.516,2.508,-1.404,-0.397,1.788,-0.381,-1.299,4.228,0.0,0.34,-0.508,-0.434,-1.262,1.36
0.216,-1.748,1.259,-1.568,-0.021,-0.281,-0.336,0.643,2.482,-1.22,-0.436,1.727,-0.28,-1.285,4.161,0.0,0.6,-0.512,-0.491,-1.193,1.095
0.23,-1.734,1.099,-1.557,-0.311,-0.555,-0.335,0.732,2.518,-1.692,-0.483,1.593,-0.307,-1.252,4.146,0.0,0.527,-0.684,-0.659,-1.241,1.374
0.289,-1.602,1.144,-1.544,-0.3,-0.123,-0.399,0.687,2.68,-1.998,-0.566,1.783,-0.227,-1.225,4.24,0.0,0.787,-0.514,-0.281,-1.391,1.295
0.285,-1.647,1.153,-1.355,-0.673,-0.123,-0.193,0.672,2.657,-2.098,-0.407,1.907,-0.156,-1.492,4.226,0.0,0.796,-0.564,-0.424,-1.379,1.232
0.05,-1.561,1.374,-1.198,-0.817,0.107,-0.141,0.69,2.399,-2.181,-0.185,1.83,-0.074,-1.314,4.141,0.0,0.665,-0.665,-0.436,-1.13,1.118
0.104,-1.373,1.049,-1.631,0.018,-0.4,-0.273,0.545,2.417,-1.345,-0.417,1.76,0.003,-1.371,5.411,0.0,0.694,-0.554,-0.393,-1.065,1.323
0.178,-1.753,1.136,-1.518,-0.135,-0.472,-0.318,0.57,2.58,-1.542,-0.434,1.883,-0.303,-1.337,4.079,0.0,0.672,-0.576,-0.503,-1.121,1.207
-0.026,-1.752,1.173,-1.52,-0.096,-0.181,-0.278,0.74,2.455,-1.615,-0.395,1.526,-0.231,-1.126,4.264,0.0,0.586,-0.647,-0.581,-1.118,1.278
0.036,-1.366,1.184,-1.293,-0.518,0.041,-0.121,0.631,2.376,-1.852,-0.439,1.717,-0.008,-1.275,4.335,0.0,0.486,-0.552,-0.35,-1.289,1.097
0.117,-1.521,1.045,-0.711,-1.294,0.589,-0.065,0.649,2.58,-2.516,-0.277,1.751,-0.104,-1.329,4.749,0.0,0.708,-0.527,-0.445,-1.111,1.419
0.079,-1.711,1.129,-1.254,-0.234,-0.223,-0.257,0.656,2.441,-1.66,-0.257,1.733,0.051,-1.308,4.097,0.0,0.714,-0.6,-0.486,-1.225,1.382
0.265,-1.678,1.142,-1.545,-0.094,-0.254,-0.168,0.497,2.615,-1.646,-0.398,2.046,-0.25,-1.387,4.173,0.0,0.799,-0.689,-0.426,-1.153,1.454
-0.082,-1.507,0.971,-1.53,-0.169,-0.285,-0.297,0.486,2.524,-1.547,-0.672,1.77,-0.318,-1.145,4.215,0.0,0.616,-0.502,-0.253,-1.242,1.095
0.247,-1.209,1.009,-1.835,0.055,-0.085,-0.353,0.628,2.408,-1.323,-0.184,1.876,0.099,-1.29,4.147,0.0,0.441,-0.215,-0.461,-1.125,1.205
0.154,-1.593,1.12,-1.257,-0.72,0.669,-0.094,0.584,2.409,-1.821,-0.416,1.813,-0.318,-1.238,5.253,0.0,0.408,-0.302,-0.36,-1.061,1.199
0.089,-1.536,1.03,-1.779,0.166,-0.438,-0.468,0.48,2.47,-1.116,-0.525,1.343,-0.395,-1.022,4.29,0.0,0.681,-0.437,-0.302,-1.097,1.113
-0.061,-1.366,1.006,-1.655,-0.365,0.05,-0.31,0.78,2.36,-1.783,-0.413,1.765,-0.118,-1.273,4.683,0.0,0.691,-0.33,-0.293,-1.123,1.127
0.048,-1.635,1.133,-1.429,-0.37,-0.196,-0.217,0.483,2.472,-1.419,-0.294,1.838,-0.137,-1.255,4.193,0.0,0.494,-0.66,-0.391,-1.087,1.024
0.019,-1.659,0.879,-1.586,-0.654,0.287,-0.251,0.621,2.661,-2.042,-0.372,1.897,-0.34,-1.241,4.206,0.0,0.621,-0.499,-0.5,-1.188,1.191
0.062,-1.725,1.219,-1.445,-0.345,-0.08,-0.294,0.765,2.307,-1.773,-0.552,1.678,-0.301,-1.296,4.185,0.0,0.751,-0.391,-0.458,-1.127,1.53
0.121,-1.653,0.889,-1.814,-0.031,-0.557,-0.214,0.613,2.759,-1.59,-0.518,1.65,-0.389,-1.338,4.843,0.0,0.598,-0.501,-0.491,-1.351,1.342
0.152,-1.443,0.883,-1.657,-0.287,0.095,-0.212,0.599,2.533,-1.427,-0.345,1.95,0.078,-1.495,4.585,0.0,0.413,-0.389,-0.387,-1.192,1.218
0.182,-1.593,1.153,-1.514,-0.597,0.145,-0.339,0.715,2.81,-1.939,-0.432,1.985,-0.299,-1.368,4.145,0.0,0.735,-0.308,-0.432,-1.355,1.281
0.14,-1.826,1.183,-1.235,-0.45,-0.002,-0.32,0.613,2.644,-1.91,-0.421,1.717,-0.317,-1.227,4.247,0.0,0.831,-0.373,-0.442,-1.235,1.313
0.282,-1.734,1.309,-1.447,-0.383,-0.143,-0.163,0.662,2.453,-1.772,-0.456,1.759,-0.288,-1.197,4.17,0.0,0.726,-0.44,-0.356,-1.189,1.228
0.098,-1.519,1.036,-0.876,-1.135,0.175,-0.031,0.602,2.342,-2.274,-0.493,1.735,-0.233,-1.269,4.58,0.0,0.567,-0.42,-0.482,-1.332,1.479
0.222,-1.591,1.128,-1.548,0.061,-0.32,-0.243,0.522,2.551,-1.047,-0.424,2.002,-0.106,-1.551,4.612,0.0,0.44,-0.584,-0.54,-1.224,1.302
0.126,-1.775,1.23,-1.306,-0.481,0.002,0.003,0.64,2.528,-1.626,-0.787,1.712,-0.418,-1.356,4.193,0.0,0.891,-0.476,-0.597,-1.152,1.329
0.161,-1.704,1.109,-1.436,-0.268,-0.225,-0.202,0.661,2.668,-1.719,-0.42,1.825,-0.25,-1.413,4.95,0.0,0.74,-0.547,-0.357,-1.261,1.293
0.034,-1.642,0.896,-1.327,-0.64,-0.194,-0.103,0.437,2.536,-1.713,-0.332,1.858,-0.142,-1.35,4.582,0.0,0.409,-0.55,-0.653,-1.361,1.298
0.191,-1.687,1.037,-1.479,-0.293,-0.088,-0.199,0.496,2.575,-1.444,-0.316,1.942,-0.309,-1.368,4.399,0.0,0.51,-0.661,-0.395,-1.277,1.337
0.09,-1.799,1.06,-1.586,-0.029,-0.24,-0.561,0.85,2.561,-1.444,-0.319,1.781,-0.035,-1.476,4.451,0.0,0.701,-0.285,-0.619,-1.375,1.406
0.14,-1.552,1.294,-1.133,-0.946,0.105,-0.203,0.729,2.431,-2.075,-0.266,1.862,-0.239,-1.318,4.107,0.0,0.709,-0.482,-0.202,-1.464,1.408
0.039,-1.827,1.206,-1.289,-0.753,-0.067,-0.157,0.601,2.642,-1.794,-0.318,1.686,-0.485,-1.381,4.891,0.0,0.714,-0.66,-0.452,-1.42,1.32
0.122,-1.692,1.126,-1.039,-0.669,0.055,-0.17,0.626,2.456,-1.976,-0.363,1.932,-0.047,-1.589,4.447,0.0,0.603,-0.593,-0.499,-1.392,1.518
-0.204,-1.606,1.26,-1.31,-0.396,-0.074,-0.214,0.643,2.411,-1.576,-0.488,1.802,0.008,-1.362,4.337,0.0,0.494,-0.437,-0.484,-1.159,1.409
0.076,-1.704,1.189,-1.87,-0.27,-0.412,-0.27,0.385,2.631,-1.305,-0.101,1.844,-0.23,-1.379,5.206,0.0,0.75,-0.764,-0.549,-1.182,1.309
-0.137,-1.682,1.069,-1.736,0.013,-0.409,-0.403,0.688,2.687,-1.398,-0.468,1.885,-0.295,-1.438,5.13,0.0,0.386,-0.468,-0.661,-1.416,1.298
0.067,-1.346,0.894,-1.368,-0.415,-0.142,-0.268,0.25,2.448,-1.428,-0.419,1.858,-0.339,-1.364,4.317,0.0,0.331,-0.696,-0.315,-1.333,1.155
0.054,-1.496,1.097,-1.516,-0.242,-0.221,-0.104,0.582,2.415,-1.447,-0.365,1.706,-0.112,-1.224,4.367,0.0,0.428,-0.682,-0.426,-1.1,1.245
-0.027,-1.712,1.176,-1.323,-0.512,0.302,-0.458,0.692,2.645,-2.073,-0.455,1.761,-0.408,-1.185,4.919,0.0,0.896,-0.425,-0.374,-1.22,1.249
0.038,-1.43,1.058,-1.708,0.274,-0.656,-0.061,0.603,2.441,-1.259,-0.156,1.664,-0.243,-1.324,4.721,0.0,0.618,-0.652,-0.395,-1.189,1.4
0.014,-1.483,1.123,-1.32,-0.536,0.0,-0.337,0.809,2.503,-1.952,-0.414,1.833,0.018,-1.316,4.359,0.0,0.811,-0.391,-0.431,-1.235,1.372
0.14,-1.722,1.084,-1.715,0.034,-0.189,-0.522,0.706,2.524,-1.576,-0.489,1.8,-0.364,-1.42,4.275,0.0,0.664,-0.522,-0.372,-1.347,1.556
0.051,-1.578,0.93,-1.455,-0.477,0.011,-0.241,0.636,2.478,-1.802,-0.439,1.951,-0.152,-1.481,4.327,0.0,0.532,-0.37,-0.359,-1.082,1.138
0.08,-1.446,1.058,-1.374,-0.158,-0.406,-0.353,0.444,2.355,-1.347,-0.355,1.59,-0.143,-1.212,4.654,0.0,0.564,-0.716,-0.469,-1.133,1.261
0.043,-1.772,1.069,-1.712,-0.157,-0.411,-0.492,0.624,2.491,-1.455,-0.381,1.538,-0.57,-1.154,4.16,0.0,0.651,-0.69,-0.523,-1.34,1.271
0.259,-1.435,1.073,-1.519,-0.054,-0.215,-0.607,0.72,2.398,-1.65,-0.593,1.824,-0.116,-1.464,4.23,0.0,0.768,-0.489,-0.203,-1.075,1.011
0.154,-1.641,1.239,-1.513,-0.187,-0.222,-0.249,0.422,2.552,-1.521,-0.707,1.494,-0.56,-1.247,4.271,0.0,0.832,-0.536,-0.453,-1.139,1.211
0.173,-1.757,0.824,-1.326,-0.11,-0.401,-0.397,0.616,2.432,-1.418,-0.753,1.616,-0.276,-1.258,4.397,0.0,0.652,-0.753,-0.295,-1.336,1.342
0.059,-1.674,1.162,-1.196,-0.73,0.296,-0.26,0.574,2.554,-2.15,-0.479,2.056,-0.146,-1.567,4.7,0.0,0.782,-0.29,-0.382,-1.17,1.264
-0.051,-1.576,1.159,-1.299,-0.672,0.033,-0.06,0.451,2.574,-1.712,-0.274,1.841,-0.115,-1.598,4.748,0.0,0.69,-0.711,-0.495,-1.22,1.344
-0.085,-1.556,1.06,-1.314,-0.727,-0.005,-0.247,0.75,2.68,-2.053,-0.54,1.721,-0.149,-1.425,5.06,0.0,0.57,-0.308,-0.263,-1.299,1.374
0.196,-1.467,1.222,-1.649,0.017,-0.41,-0.272,0.453,2.654,-1.403,-0.251,1.859,-0.429,-1.304,3.965,0.0,0.862,-0.564,-0.428,-1.408,1.218
0.218,-1.837,0.937,-1.619,-0.154,-0.279,-0.312,0.671,2.461,-1.506,-0.564,1.81,-0.233,-1.15,4.095,0.0,0.492,-0.566,-0.472,-1.196,1.386
0.07,-1.409,1.167,-1.293,-0.524,-0.275,-0.051,0.466,2.484,-1.814,-0.266,1.887,-0.101,-1.437,4.476,0.0,0.525,-0.471,-0.465,-1.354,1.23
0.033,-1.449,1.169,-1.263,-0.369,-0.147,-0.27,0.619,2.486,-1.818,-0.556,1.754,-0.22,-1.182,4.083,0.0,0.877,-0.341,-0.489,-1.333,1.282
0.035,-1.349,0.923,-1.237,-0.113,-0.186,-0.207,0.555,2.444,-1.344,-0.023,1.732,0.081,-1.217,4.619,0.0,0.39,-0.469,-0.27,-1.11,1.337
0.048,-1.458,1.159,-1.737,0.053,-0.501,-0.198,0.494,2.47,-1.165,-0.413,1.795,-0.436,-1.345,4.447,0.0,0.638,-0.583,-0.535,-1.311,1.254
-0.145,-1.553,1.054,-1.172,-0.922,0.079,-0.146,0.536,2.519,-2.221,-0.214,1.661,-0.096,-1.326,4.312,0.0,0.566,-0.66,-0.426,-1.361,1.15
0.193,-1.629,1.253,-1.402,-0.34,-0.035,-0.407,0.574,2.491,-1.797,-0.415,2.134,-0.306,-1.487,4.257,0.0,0.76,-0.539,-0.534,-1.323,1.329
0.047,-1.485,1.014,-1.253,-0.452,-0.183,-0.352,0.615,2.414,-1.638,-0.633,1.988,-0.167,-1.364,4.887,0.0,0.635,-0.663,-0.164,-1.288,1.204
-0.011,-1.474,1.179,-1.023,-0.72,0.149,-0.276,0.849,2.477,-1.988,-0.764,1.841,-0.276,-1.347,4.512,0.0,0.62,-0.457,-0.408,-0.971,0.969
-0.179,-1.499,1.074,-1.33,-0.443,-0.077,-0.168,0.433,2.354,-1.605,-0.284,1.794,-0.272,-1.22,4.355,0.0,0.4,-0.6,-0.305,-1.348,1.243
0.319,-1.572,1.032,-1.578,-0.372,0.003,0.005,0.609,2.508,-1.724,-0.293,1.64,-0.116,-1.222,4.931,0.0,0.494,-0.634,-0.529,-1.197,1.136
0.029,-1.545,1.103,-1.701,0.277,-0.184,-0.251,0.788,2.558,-1.161,-0.412,1.703,-0.182,-1.527,4.923,0.0,0.726,-0.568,-0.329,-1.058,1.419
0.288,-1.602,1.207,-1.581,0.023,-0.329,-0.351,0.589,2.513,-1.434,-0.528,1.533,-0.239,-1.166,4.017,0.0,0.819,-0.507,-0.399,-0.988,1.353
-0.163,-1.593,1.346,-1.318,-0.317,-0.0,-0.31,0.64,2.678,-1.57,-0.462,1.699,-0.213,-1.357,5.209,0.0,0.645,-0.234,-0.327,-1.109,0.917
-0.054,-1.523,1.044,-1.209,-0.671,0.086,-0.271,0.737,2.604,-2.253,-0.354,1.724,-0.279,-1.438,5.536,0.0,0.782,-0.223,-0.381,-1.205,1.334
0.089,-1.314,1.17,-1.171,-0.758,-0.041,0.03,0.333,2.49,-1.663,-0.159,1.663,-0.105,-1.307,4.474,0.0,0.564,-0.516,-0.312,-1.281,1.213
0.343,-1.701,1.098,-1.626,-0.046,-0.158,-0.381,0.58,2.524,-1.428,-0.519,1.672,-0.215,-1.323,4.35,0.0,0.664,-0.506,-0.615,-1.065,1.062
0.057,-1.626,1.22,-1.825,-0.177,-0.205,-0.325,0.747,2.631,-1.683,-0.512,1.702,-0.416,-1.346,4.151,0.0,0.871,-0.238,-0.463,-1.239,1.256
0.204,-1.558,0.935,-1.449,-0.688,0.01,-0.163,0.515,2.536,-2.063,-0.482,1.707,-0.131,-1.205,4.12,0.0,0.76,-0.449,-0.219,-1.19,1.368
0.13,-1.667,0.831,-1.041,-0.722,0.255,-0.068,0.736,2.303,-2.015,-0.628,1.907,-0.203,-1.101,4.145,0.0,0.584,-0.298,-0.368,-1.361,1.18
0.095,-1.763,0.817,-1.539,-0.232,-0.265,-0.385,0.631,2.469,-1.484,-0.55,1.704,-0.176,-1.387,4.517,0.0,0.628,-0.478,-0.366,-1.396,1.236
-0.095,-1.623,1.051,-1.695,0.06,-0.467,-0.287,0.551,2.524,-1.357,-0.286,1.795,-0.274,-1.446,4.271,0.0,0.579,-0.557,-0.26,-1.466,1.388
0.021,-1.495,1.127,-1.715,0.545,-0.799,-0.453,0.671,2.438,-0.944,-0.16,1.785,-0.194,-1.237,4.017,0.0,0.469,-0.694,-0.354,-1.314,1.315
0.291,-1.462,0.97,-1.471,-0.213,-0.338,-0.325,0.774,2.365,-1.614,-0.297,1.774,-0.187,-1.322,4.563,0.0,0.425,-0.27,-0.474,-1.484,1.173
0.32,-1.712,0.891,-1.257,-0.731,-0.069,-0.202,0.715,2.439,-1.981,-0.405,1.808,-0.282,-1.148,4.699,0.0,0.661,-0.557,-0.32,-1.448,1.383
-0.043,-1.606,0.92,-1.537,0.009,-0.062,-0.374,0.712,2.455,-1.415,-0.421,1.578,-0.281,-1.32,4.628,0.0,0.616,-0.285,-0.311,-1.142,1.167
0.221,-1.424,0.947,-1.265,-0.884,0.379,-0.198,0.543,2.594,-2.177,-0.483,1.945,-0.2,-1.268,5.078,0.0,0.581,-0.422,-0.372,-1.202,1.173
-0.001,-1.798,1.145,-1.539,-0.068,-0.409,-0.272,0.73,2.437,-1.553,-0.319,1.653,-0.016,-1.389,4.351,0.0,0.698,-0.688,-0.487,-1.172,1.319
0.148,-1.519,1.094,-1.706,0.124,-0.39,-0.508,0.641,2.454,-1.325,-0.366,1.784,-0.136,-1.447,4.43,0.0,0.647,-0.565,-0.481,-1.3,1.172
0.051,-1.735,1.032,-0.954,-0.94,-0.019,-0.097,0.678,2.507,-2.314,-0.287,1.513,-0.232,-1.159,4.177,0.0,0.601,-0.299,-0.571,-1.295,1.209
-0.024,-1.661,1.274,-1.484,-0.398,-0.109,-0.051,0.628,2.615,-1.568,-0.516,1.861,-0.295,-1.372,4.42,0.0,0.573,-0.526,-0.419,-1.238,1.202
0.262,-1.536,1.162,-1.665,-0.215,0.049,-0.332,0.645,2.717,-1.711,-0.544,1.852,-0.149,-1.261,4.577,0.0,0.559,-0.35,-0.402,-1.109,1.14
0.146,-1.678,1.174,-1.509,-0.203,-0.198,-0.348,0.52,2.666,-1.627,-0.501,1.71,-0.314,-1.369,4.479,0.0,0.68,-0.476,-0.606,-1.326,1.326
-0.056,-1.485,1.065,-1.459,-0.277,-0.136,-0.237,0.454,2.493,-1.577,-0.463,1.741,-0.284,-1.483,4.123,0.0,0.732,-0.33,-0.505,-1.206,1.09
0.05,-1.603,0.892,-1.261,-0.892,0.079,-0.042,0.536,2.45,-2.174,-0.559,1.885,-0.237,-1.353,4.276,0.0,0.562,-0.48,-0.417,-1.369,1.255
0.108,-1.707,1.213,-1.75,-0.054,-0.318,-0.253,0.626,2.662,-1.4,-0.486,1.733,-0.22,-1.397,4.313,0.0,0.618,-0.53,-0.558,-1.329,1.208
0.156,-1.653,1.224,-1.59,0.049,-0.54,-0.108,0.47,2.464,-1.275,-0.148,1.464,-0.172,-0.995,4.228,0.0,0.496,-0.652,-0.677,-1.432,1.445
0.091,-1.447,1.195,-1.485,0.047,-0.563,-0.38,0.453,2.46,-1.32,-0.251,1.649,-0.339,-1.328,4.37,0.0,0.756,-0.676,-0.325,-1.377,1.314
0.087,-1.619,1.099,-1.531,-0.371,-0.029,-0.158,0.537,2.615,-1.823,-0.298,1.895,-0.522,-1.357,4.428,0.0,0.641,-0.572,-0.409,-1.24,1.262
-0.031,-1.556,1.056,-0.7,-1.21,0.564,0.193,0.65,2.512,-2.351,-0.387,1.905,-0.1,-1.36,5.14,0.0,0.498,-0.498,-0.289,-1.284,1.307
0.054,-1.572,0.904,-1.466,-0.627,0.073,-0.145,0.656,2.434,-1.924,-0.268,1.779,-0.241,-1.329,4.454,0.0,0.563,-0.45,-0.525,-1.266,1.286
0.176,-1.612,0.948,-1.655,0.196,-0.413,-0.396,0.769,2.409,-1.421,-0.398,1.767,-0.263,-1.175,4.084,0.0,0.664,-0.488,-0.473,-1.266,1.238
-0.036,-1.551,0.914,-1.693,0.06,-0.537,-0.356,0.533,2.562,-1.501,-0.718,1.63,-0.328,-1.246,4.902,0.0,0.559,-0.494,-0.177,-1.274,1.102
-0.021,-1.798,1.003,-1.51,0.055,-0.473,-0.323,0.781,2.46,-1.611,-0.624,1.792,-0.358,-1.248,4.207,0.0,0.761,-0.4,-0.535,-1.089,1.147
-0.023,-1.403,1.186,-1.423,-0.489,-0.09,-0.248,0.315,2.547,-1.541,-0.127,1.872,-0.244,-1.571,4.79,0.0,0.848,-0.551,-0.405,-1.063,1.18
