x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.11,-3.456,4.205,0.0,-0.227,-1.356,0.055,-0.231,0.888,-2.288,-0.153,4.112,-3.734,0.161,8.083,-0.041,-1.166,0.329,1.684,0.61,2.308
0.163,-4.508,4.694,0.0,-0.035,-1.743,0.227,-0.0,0.507,-2.368,-0.112,4.312,-4.526,0.364,7.985,-0.136,-1.105,0.387,2.049,0.437,2.402
0.047,-4.208,4.302,0.0,-0.496,-1.672,0.398,0.246,0.135,-2.274,0.604,4.019,-3.896,-0.334,8.661,-0.65,-0.738,1.017,2.197,-0.073,2.665
-0.049,-4.237,4.676,0.0,0.338,-1.514,-0.126,-0.122,0.948,-2.245,-0.463,4.231,-4.125,0.453,8.452,0.19,-1.204,0.185,1.871,0.695,2.667
-0.086,-3.783,4.636,0.0,-0.066,-1.743,0.084,-0.254,0.349,-2.333,0.003,4.312,-3.89,-0.016,8.678,-0.239,-1.22,1.036,2.238,0.066,2.432
-0.002,-3.67,4.936,0.0,-0.092,-1.739,0.15,-0.46,0.56,-2.454,-0.136,3.817,-4.318,-0.378,8.027,-0.06,-0.952,0.862,1.956,0.161,2.503
-0.098,-4.766,4.683,0.0,-0.078,-1.963,0.39,0.267,0.144,-2.581,-0.144,4.095,-4.302,0.049,8.535,-0.36,-1.067,0.794,2.336,0.441,2.392
-0.071,-3.123,4.424,0.0,0.121,-1.593,0.087,-0.507,0.778,-2.372,-0.194,4.258,-3.744,0.23,8.342,0.116,-1.225,0.421,1.708,0.623,2.452
0.044,-4.538,4.594,0.0,-0.331,-1.546,0.287,0.239,0.258,-2.492,0.466,3.783,-3.578,-0.421,8.377,-0.817,-0.566,1.47,2.291,-0.615,2.609
-0.143,-3.102,4.552,0.0,-0.185,-1.576,0.353,-0.49,-0.127,-2.261,0.616,3.586,-4.024,-1.088,8.112,-0.579,-0.549,1.713,2.302,-0.758,2.504
-0.183,-4.309,4.393,0.0,-0.006,-1.706,0.2,0.178,0.32,-2.36,-0.06,3.213,-3.985,-0.325,7.452,-0.428,-1.049,0.877,1.789,0.137,2.199
0.024,-3.513,4.67,0.0,0.44,-1.277,-0.158,-0.337,0.915,-2.397,0.053,3.762,-3.539,-0.343,8.156,-0.504,-0.943,1.024,2.0,-0.393,2.495
0.022,-4.072,4.875,0.0,0.27,-1.168,-0.242,-0.579,1.203,-2.408,-0.2,3.549,-3.508,-0.451,8.068,-0.108,-1.041,1.164,1.831,-0.024,2.433
0.05,-3.841,4.176,0.0,0.015,-1.353,0.01,-0.034,0.549,-2.344,0.045,3.792,-3.577,0.071,8.134,-0.077,-0.96,0.55,1.776,0.371,2.565
-0.178,-3.526,4.271,0.0,-0.206,-1.665,0.259,-0.101,0.432,-2.273,0.148,3.644,-4.174,-0.384,7.912,-0.077,-1.019,0.848,1.943,0.017,2.58
0.052,-2.613,4.041,0.0,-0.072,-1.443,0.2,-0.516,0.004,-2.036,0.299,4.05,-3.756,-0.315,8.886,-0.33,-0.868,0.78,2.25,0.113,2.889
-0.001,-3.466,4.992,0.0,-0.202,-1.642,0.294,-0.542,0.639,-2.339,0.442,3.581,-3.706,-1.324,8.208,-0.572,-0.598,1.423,2.116,-0.601,2.718
0.04,-4.903,4.916,0.0,-0.157,-1.745,0.354,0.156,0.449,-2.264,0.023,4.276,-4.791,0.127,8.028,-0.15,-1.061,0.396,2.164,0.688,2.374
-0.165,-3.307,4.752,0.0,0.398,-1.174,-0.205,-0.585,0.925,-2.307,0.161,3.783,-3.797,-0.752,8.779,-0.256,-0.912,1.002,2.204,-0.118,3.024
-0.043,-5.011,4.991,0.0,0.242,-1.733,0.054,0.309,0.949,-2.569,0.09,3.908,-3.649,-0.334,8.156,-0.56,-0.808,1.293,2.056,-0.365,2.544
0.112,-3.934,4.693,0.0,-0.091,-1.942,0.254,-0.253,0.276,-2.34,0.124,3.565,-4.125,-0.674,7.547,-0.269,-1.047,0.718,1.814,0.234,2.169
0.135,-3.084,4.254,0.0,-0.138,-1.72,0.009,-0.488,0.464,-1.991,0.183,2.905,-3.581,-1.353,6.744,0.079,-0.933,0.912,1.668,0.163,1.997
-0.17,-4.011,4.639,0.0,0.046,-1.708,0.2,-0.308,0.705,-2.387,0.041,3.738,-4.086,-0.433,7.501,-0.029,-0.835,0.654,1.701,0.19,2.174
0.172,-3.89,4.401,0.0,-0.124,-1.691,0.206,0.001,0.621,-2.281,0.235,3.157,-3.413,-0.716,7.654,-0.387,-0.72,1.105,1.789,-0.092,2.62
-0.048,-4.829,4.583,0.0,-0.409,-1.854,0.326,0.335,0.292,-2.253,0.428,3.719,-3.998,-0.72,7.998,-0.583,-0.672,1.019,2.048,-0.261,2.334
-0.078,-3.054,4.28,0.0,-0.128,-1.719,0.179,-0.608,0.615,-1.992,-0.152,4.05,-3.937,-0.061,8.241,-0.147,-1.137,0.505,2.14,0.483,2.469
-0.117,-4.41,4.55,0.0,0.133,-1.732,0.083,0.143,0.766,-2.232,-0.076,4.353,-4.259,0.373,8.975,-0.228,-1.042,0.332,2.297,0.496,2.957
0.005,-4.301,5.074,0.0,-0.149,-1.629,-0.071,-0.371,0.816,-2.408,0.11,4.349,-4.319,-0.236,8.027,-0.29,-1.301,0.769,1.854,0.271,2.326
0.049,-4.762,4.966,0.0,0.051,-1.549,0.191,0.167,0.597,-2.39,0.033,3.795,-4.2,-0.408,7.757,-0.223,-0.993,1.067,1.808,0.098,2.389
0.023,-3.174,3.762,0.0,-0.13,-1.624,0.292,-0.294,0.47,-1.892,-0.3,3.73,-3.889,0.596,8.021,-0.008,-0.928,0.113,1.649,0.771,2.603
0.153,-3.826,4.566,0.0,0.08,-1.33,0.05,-0.331,0.911,-2.378,0.001,3.942,-3.5,-0.11,8.581,-0.168,-0.895,0.868,2.203,-0.018,2.585
0.019,-4.439,3.848,0.0,-0.201,-1.695,0.23,0.724,0.134,-2.21,0.098,3.727,-3.898,0.271,8.528,-0.534,-0.754,0.533,2.478,0.373,2.945
-0.085,-4.264,4.452,0.0,-0.047,-1.653,0.271,0.265,0.511,-2.162,-0.031,4.058,-4.386,0.059,7.952,-0.039,-1.113,0.411,1.82,0.409,2.394
-0.023,-4.77,4.269,0.0,0.111,-1.784,-0.187,0.085,1.126,-2.151,-0.451,3.869,-3.755,0.9,7.913,0.195,-1.152,0.069,1.846,0.968,2.311
-0.144,-4.488,4.338,0.0,0.232,-1.473,0.062,0.141,0.696,-2.391,-0.146,3.748,-3.94,0.292,8.372,-0.457,-0.853,0.81,2.126,0.172,2.697
-0.163,-3.925,4.314,0.0,-0.161,-1.531,0.144,-0.159,0.759,-2.1,0.087,4.01,-3.594,0.146,7.812,-0.333,-1.198,0.781,1.874,0.081,2.259
0.134,-3.782,4.821,0.0,0.153,-1.512,0.129,-0.34,0.451,-2.369,0.013,3.943,-4.152,-0.347,8.061,-0.24,-1.184,0.958,1.858,-0.079,2.515
0.028,-4.486,3.947,0.0,-0.143,-1.96,0.054,0.547,0.785,-2.206,-0.204,3.956,-3.953,0.79,7.924,0.109,-1.31,-0.145,1.84,0.97,2.665
-0.016,-4.166,4.528,0.0,0.075,-1.559,0.287,-0.014,0.399,-2.347,0.031,4.109,-4.106,0.211,8.612,-0.462,-1.111,0.628,2.213,-0.0,2.839
-0.19,-4.493,4.969,0.0,-0.363,-1.755,0.375,0.115,0.509,-2.124,0.561,3.807,-4.246,-0.991,8.267,-0.834,-0.416,1.376,2.123,-0.592,2.525
0.044,-3.818,4.82,0.0,-0.089,-1.213,0.042,-0.342,0.789,-2.312,-0.114,3.463,-3.922,-0.704,7.008,-0.324,-0.959,0.933,1.422,-0.017,2.102
0.058,-4.28,3.88,0.0,-0.078,-1.722,0.042,0.319,0.83,-2.201,-0.204,3.932,-3.924,0.571,7.857,-0.102,-0.947,-0.176,1.918,0.913,2.463
0.013,-4.352,4.583,0.0,-0.07,-1.735,0.071,0.265,0.9,-2.272,0.141,4.119,-3.695,-0.106,8.326,-0.308,-0.892,0.732,1.942,0.098,2.419
-0.047,-3.583,4.622,0.0,0.268,-1.266,-0.035,-0.505,0.782,-2.201,-0.042,4.144,-3.845,-0.052,8.576,-0.011,-1.194,0.855,2.175,0.042,2.584
-0.116,-4.114,4.72,0.0,-0.567,-1.615,0.554,0.16,-0.466,-2.435,0.601,3.345,-4.266,-1.386,8.016,-0.958,-0.446,1.848,2.318,-0.936,2.441
0.12,-2.879,4.413,0.0,-0.242,-1.358,0.424,-0.76,0.068,-1.991,0.05,4.261,-4.368,-0.175,8.699,-0.13,-1.08,0.712,2.468,0.203,2.7
-0.152,-4.807,4.081,0.0,-0.182,-1.971,0.333,0.677,0.145,-2.436,0.265,3.797,-3.895,0.106,8.137,-0.498,-0.918,0.832,1.959,0.184,2.406
0.134,-4.605,5.554,0.0,0.141,-1.646,0.121,-0.03,0.606,-2.347,0.729,4.07,-4.289,-1.223,8.241,-0.716,-0.799,1.576,2.162,-0.76,2.543
-0.048,-3.746,4.838,0.0,-0.082,-1.485,0.146,-0.213,0.288,-2.534,0.183,3.69,-3.81,-0.665,8.956,-0.45,-0.59,1.471,2.506,-0.491,3.11
-0.068,-3.776,4.343,0.0,-0.128,-1.552,0.242,-0.067,0.536,-2.212,-0.186,3.891,-3.815,0.176,8.173,-0.227,-0.994,0.836,2.328,0.004,2.54
0.057,-3.823,4.357,0.0,-0.287,-1.646,0.46,-0.106,0.234,-2.178,0.404,3.932,-3.831,-0.481,8.841,-0.371,-0.798,0.906,2.427,-0.101,2.947
-0.245,-3.671,3.425,0.0,0.039,-1.733,0.07,0.385,0.769,-2.364,-0.287,3.551,-3.267,0.633,7.703,-0.192,-0.799,0.292,1.741,0.425,2.499
-0.081,-3.317,3.592,0.0,-0.218,-1.621,0.379,0.18,0.018,-2.14,-0.244,4.07,-3.718,0.597,8.902,-0.067,-1.07,0.266,2.475,0.655,2.821
0.051,-3.766,3.872,0.0,-0.006,-1.7,0.279,0.284,0.666,-2.307,-0.214,3.939,-3.625,0.593,7.804,-0.015,-1.163,0.008,1.77,0.939,2.219
-0.143,-4.559,4.49,0.0,-0.01,-1.837,0.068,0.356,0.746,-2.317,-0.0,3.851,-3.706,0.073,8.088,-0.328,-0.957,0.619,1.895,0.307,2.446
-0.149,-4.851,5.471,0.0,0.069,-1.759,0.018,-0.116,0.596,-2.336,0.328,3.836,-4.929,-1.045,7.381,-0.371,-1.083,1.095,1.637,-0.044,2.201
-0.219,-4.155,4.847,0.0,0.207,-1.606,-0.071,-0.321,0.594,-2.335,-0.074,3.692,-4.24,-0.339,8.221,-0.263,-1.083,1.09,1.897,0.049,2.548
-0.062,-3.2,4.113,0.0,-0.115,-1.706,0.264,0.014,-0.179,-2.377,0.213,3.889,-3.939,-0.369,8.164,-0.132,-0.957,0.945,2.208,-0.07,2.606
0.269,-4.819,4.924,0.0,-0.083,-1.672,0.188,0.076,0.579,-2.474,0.35,3.728,-3.767,-0.545,8.034,-0.558,-0.705,1.27,2.057,-0.464,2.538
0.084,-4.498,4.183,0.0,0.041,-1.876,0.11,0.248,0.475,-2.211,-0.272,4.553,-4.347,0.855,8.519,-0.022,-1.21,-0.15,1.954,1.035,2.406
-0.201,-4.039,3.859,0.0,-0.153,-1.964,0.202,0.064,0.459,-2.148,-0.101,3.82,-4.082,0.536,7.757,-0.104,-0.893,0.295,1.928,0.555,2.42
-0.219,-3.085,3.922,0.0,0.276,-1.891,-0.2,-0.331,0.708,-2.151,-0.357,4.164,-3.977,0.86,8.09,-0.149,-1.348,-0.021,1.933,0.9,2.512
-0.091,-2.393,3.832,0.0,-0.564,-1.622,0.454,-0.332,0.187,-1.677,0.076,3.173,-3.854,-0.829,7.502,-0.098,-0.861,0.554,1.652,0.398,2.352
0.113,-4.359,4.624,0.0,-0.071,-1.626,0.344,0.014,0.32,-2.238,0.037,4.307,-4.381,0.116,8.456,-0.121,-1.22,0.46,2.187,0.338,2.719
0.118,-3.694,4.431,0.0,-0.261,-1.519,0.239,-0.032,0.655,-2.11,0.277,4.548,-3.97,-0.148,8.738,-0.13,-1.153,0.564,2.087,0.193,2.611
0.016,-3.6,4.871,0.0,-0.095,-1.565,0.179,-0.378,0.32,-2.1,0.451,3.563,-4.188,-1.089,8.505,-0.141,-0.794,1.447,2.197,-0.444,2.642
-0.011,-3.335,3.585,0.0,-0.501,-1.692,0.383,0.201,-0.159,-2.076,0.134,3.174,-3.848,-0.552,7.73,-0.395,-0.673,0.811,2.017,0.095,2.365
0.141,-3.862,5.066,0.0,0.218,-1.33,-0.126,-0.421,1.488,-2.318,-0.042,3.983,-3.822,-0.565,7.323,-0.189,-1.254,0.642,1.704,0.118,2.301
0.008,-3.385,4.316,0.0,-0.477,-1.765,0.5,-0.187,0.33,-2.131,0.269,3.802,-3.964,-0.42,8.363,-0.307,-0.835,0.919,2.3,0.074,2.634
-0.083,-3.342,3.729,0.0,-0.27,-1.927,0.21,0.189,0.342,-2.043,-0.047,3.091,-3.612,-0.367,6.863,-0.158,-0.964,0.376,1.529,0.574,2.026
-0.007,-4.073,5.257,0.0,-0.084,-1.299,0.238,-0.233,0.462,-2.338,0.34,3.604,-4.077,-1.108,8.195,-0.709,-0.511,1.546,2.042,-0.63,2.656
-0.028,-3.571,5.006,0.0,-0.023,-1.603,0.062,-0.602,0.545,-2.478,0.179,3.55,-3.869,-0.715,7.936,-0.234,-0.841,1.388,2.072,-0.295,2.412
0.046,-2.616,4.224,0.0,-0.111,-1.754,0.135,-0.58,0.73,-1.734,-0.264,3.929,-4.052,-0.087,8.249,-0.016,-1.029,0.255,2.074,0.889,2.486
-0.062,-4.882,4.633,0.0,-0.008,-1.909,0.196,0.24,0.344,-2.374,0.084,3.803,-3.973,-0.261,8.138,-0.335,-0.984,0.96,2.039,0.047,2.439
-0.187,-4.053,4.894,0.0,-0.08,-1.514,0.034,-0.004,0.767,-2.291,0.157,3.783,-3.83,-0.53,8.663,-0.311,-0.813,1.316,2.241,-0.303,2.723
-0.043,-4.053,4.457,0.0,-0.198,-1.579,0.219,0.054,0.359,-2.28,0.316,3.89,-3.854,-0.364,8.112,-0.462,-0.935,1.008,1.95,-0.177,2.356
-0.328,-3.252,4.058,0.0,-0.258,-1.613,0.271,0.051,0.227,-2.202,0.084,3.738,-3.886,0.016,8.667,-0.634,-0.573,0.972,2.373,-0.216,2.836
-0.184,-4.534,4.971,0.0,0.271,-1.48,-0.023,0.025,0.826,-2.641,0.337,3.556,-3.206,-1.037,7.842,-0.759,-0.712,1.558,1.597,-0.876,2.256
0.067,-4.24,4.628,0.0,-0.142,-1.249,0.26,0.019,0.625,-2.28,0.145,3.879,-3.644,-0.344,8.31,-0.344,-0.992,1.146,2.044,-0.381,2.686
0.093,-4.411,4.672,0.0,0.178,-1.638,0.045,-0.077,0.888,-2.299,-0.151,3.828,-3.75,0.058,8.277,-0.023,-1.077,0.703,1.731,0.428,2.631
-0.023,-2.641,4.565,0.0,0.145,-1.567,0.116,-0.807,0.55,-2.023,-0.056,3.973,-4.063,-0.308,8.681,-0.166,-0.998,0.895,2.342,0.032,2.842
0.069,-4.11,4.653,0.0,0.112,-1.619,0.111,-0.214,0.465,-2.341,0.172,3.573,-4.067,-0.439,7.661,-0.337,-0.949,0.924,1.904,-0.051,2.366
-0.268,-2.75,4.084,0.0,-0.261,-1.731,0.362,-0.343,0.138,-2.191,0.111,3.943,-4.032,-0.25,8.475,-0.236,-0.911,0.717,2.295,0.358,2.726
-0.184,-4.044,4.002,0.0,0.161,-1.742,0.165,0.186,0.726,-2.187,-0.344,4.256,-3.663,0.875,8.467,-0.067,-1.15,0.366,2.017,0.569,2.458
0.176,-3.599,4.744,0.0,-0.039,-1.684,0.166,-0.417,0.798,-2.513,-0.054,3.762,-4.263,-0.555,7.695,0.22,-1.17,0.498,1.665,0.48,2.264
-0.057,-4.24,4.184,0.0,-0.243,-1.813,0.467,0.195,-0.087,-2.284,0.119,3.816,-4.137,0.264,8.691,-0.42,-0.725,0.782,2.484,0.128,2.88
-0.043,-3.546,4.669,0.0,-0.014,-1.564,0.088,-0.082,0.79,-2.206,0.073,3.602,-3.863,-0.76,7.981,-0.376,-1.055,0.835,1.95,0.133,2.6
0.049,-4.155,4.356,0.0,-0.058,-1.824,0.164,0.252,0.755,-1.957,0.012,3.765,-4.213,0.0,7.465,-0.152,-1.299,0.005,1.504,0.808,2.084
0.034,-4.204,5.102,0.0,0.293,-1.517,-0.109,-0.421,1.121,-2.462,-0.101,3.824,-3.765,-0.433,7.526,-0.238,-1.131,0.783,1.456,0.15,2.166
0.013,-4.511,4.692,0.0,-0.187,-1.636,0.199,-0.061,0.426,-2.464,0.229,3.523,-4.027,-0.695,7.784,-0.419,-0.509,1.126,2.03,-0.308,2.455
-0.198,-4.548,5.072,0.0,-0.142,-1.705,0.196,-0.053,0.32,-2.389,0.515,3.742,-4.362,-0.907,9.081,-0.637,-0.719,1.54,2.475,-0.538,3.104
0.08,-4.892,4.156,0.0,0.092,-1.974,-0.144,0.514,1.06,-2.22,-0.261,3.95,-3.99,0.762,7.639,0.051,-1.11,-0.127,1.458,1.144,2.316
-0.061,-3.634,4.041,0.0,-0.077,-1.635,0.323,0.051,0.611,-2.194,0.04,4.476,-3.883,0.351,8.918,-0.14,-1.184,0.199,2.098,0.681,2.932
0.0,-3.975,4.739,0.0,0.135,-1.729,-0.11,-0.214,0.858,-2.28,-0.034,3.82,-4.265,-0.332,7.149,-0.005,-1.127,0.542,1.506,0.252,2.085
-0.05,-5.157,3.459,0.0,-0.423,-2.115,0.402,1.323,0.011,-2.305,0.05,3.924,-3.496,0.91,8.524,-0.401,-0.607,0.451,2.245,0.306,2.617
0.023,-4.188,4.653,0.0,-0.357,-1.638,0.327,0.174,0.297,-2.466,0.521,3.916,-3.561,-0.8,8.417,-0.829,-0.611,1.432,1.972,-0.553,2.57
-0.114,-3.76,3.689,0.0,-0.357,-1.833,0.478,0.36,0.021,-2.064,-0.077,3.763,-3.832,0.234,8.267,-0.205,-0.937,0.404,2.125,0.586,2.556
0.103,-3.936,4.867,0.0,0.457,-1.628,-0.128,-0.347,1.013,-2.229,-0.482,4.116,-4.623,0.2,8.094,0.171,-1.222,-0.123,1.656,1.137,2.53
0.028,-3.714,4.804,0.0,0.218,-1.245,-0.246,-0.325,1.418,-2.365,0.156,4.092,-3.335,-0.546,8.281,-0.264,-1.184,0.881,1.927,-0.033,2.473
-0.031,-3.372,4.439,0.0,0.206,-1.436,-0.082,-0.232,0.835,-2.394,-0.137,4.235,-4.082,0.093,8.682,-0.039,-1.179,0.328,2.022,0.527,2.617
-0.002,-3.218,4.809,0.0,0.553,-1.215,-0.571,-0.771,1.492,-2.345,-0.419,4.03,-3.469,0.19,8.934,0.0,-1.274,0.673,2.232,0.451,2.951
0.068,-3.611,4.681,0.0,-0.171,-1.708,0.308,-0.168,0.217,-2.323,0.414,3.838,-4.002,-0.713,7.821,-0.616,-0.638,0.936,2.081,-0.282,2.373
-0.033,-4.75,4.861,0.0,0.13,-1.471,0.12,0.077,0.629,-2.569,0.079,3.965,-3.96,0.02,8.618,-0.407,-1.017,1.124,2.162,-0.398,2.708
0.178,-3.359,4.868,0.0,0.249,-1.525,-0.015,-0.342,0.997,-2.363,0.005,3.77,-3.484,-0.78,7.878,-0.124,-1.116,0.826,1.852,0.187,2.521
0.107,-4.325,4.87,0.0,0.089,-1.472,-0.163,-0.137,1.044,-2.233,-0.13,4.144,-4.076,0.105,8.441,-0.165,-1.148,0.499,1.962,0.519,2.715
0.059,-4.316,4.521,0.0,-0.046,-1.655,0.12,-0.008,0.95,-2.138,-0.18,4.038,-3.927,-0.025,7.993,0.072,-1.062,0.2,1.949,0.751,2.493
-0.114,-3.617,4.49,0.0,-0.109,-1.68,0.153,-0.3,0.183,-2.279,0.219,3.865,-3.923,-0.167,8.652,-0.43,-0.687,1.227,2.245,-0.453,2.584
0.048,-4.715,4.372,0.0,0.356,-1.544,-0.089,0.155,0.756,-2.403,-0.325,3.936,-4.006,0.712,7.782,-0.342,-1.071,0.559,1.576,0.419,2.258
0.029,-4.528,4.855,0.0,-0.055,-1.86,0.348,0.192,0.301,-2.67,0.477,3.593,-3.699,-1.015,8.579,-0.506,-0.672,1.593,2.245,-0.647,2.83
0.158,-4.162,4.11,0.0,0.155,-1.423,-0.084,0.26,0.801,-2.141,-0.277,3.689,-3.399,0.412,8.145,-0.128,-1.061,0.591,1.881,0.423,2.577
-0.037,-4.404,4.991,0.0,0.121,-1.224,-0.227,-0.338,0.975,-2.443,-0.18,3.935,-4.165,-0.292,8.065,-0.126,-1.184,0.608,1.714,0.333,2.421
0.052,-4.865,4.004,0.0,-0.115,-1.72,0.239,0.618,0.298,-2.247,-0.209,4.106,-4.002,0.755,8.563,-0.265,-1.001,0.334,2.32,0.639,2.632
-0.005,-4.967,4.362,0.0,-0.224,-1.873,0.44,0.549,0.097,-2.149,0.106,3.628,-4.271,-0.114,7.639,-0.368,-0.769,0.735,2.115,0.098,2.272
-0.061,-3.472,4.816,0.0,0.14,-1.55,-0.129,-0.651,0.978,-2.439,0.105,3.735,-3.701,-0.783,8.034,-0.449,-0.916,1.045,2.045,-0.363,2.489
-0.118,-3.94,4.365,0.0,-0.169,-1.798,0.224,0.142,0.515,-2.243,0.248,4.297,-4.002,-0.162,8.529,-0.183,-0.88,0.566,2.213,0.244,2.643
-0.07,-3.354,4.902,0.0,0.047,-1.362,-0.027,-0.489,0.669,-2.364,0.146,3.879,-4.076,-0.741,8.212,-0.325,-0.927,1.051,1.99,-0.1,2.665
-0.287,-4.355,4.17,0.0,0.357,-1.867,-0.072,0.351,0.782,-2.155,-0.084,3.768,-4.054,0.291,7.306,0.01,-1.187,0.078,1.466,0.847,2.342
0.126,-3.976,5.361,0.0,-0.086,-1.639,0.103,-0.515,0.434,-2.368,0.212,3.462,-3.997,-1.345,7.904,-0.524,-0.724,1.608,1.892,-0.474,2.367
-0.069,-3.959,4.405,0.0,0.101,-1.545,0.049,-0.024,0.978,-2.274,0.127,3.92,-3.922,0.093,8.083,-0.369,-1.003,0.628,1.883,0.242,2.583
-0.129,-4.019,4.885,0.0,0.011,-1.572,0.153,-0.344,0.971,-2.132,0.172,3.958,-4.056,-0.361,8.263,-0.41,-0.995,0.82,2.15,-0.038,2.634
0.037,-3.994,5.222,0.0,-0.017,-1.262,0.045,-0.546,0.34,-2.615,0.206,3.209,-3.948,-1.198,7.816,-0.273,-0.825,1.609,2.2,-0.598,2.521
0.102,-3.423,4.337,0.0,-0.134,-1.573,0.399,-0.426,0.281,-2.079,-0.089,4.027,-3.992,0.022,8.14,-0.08,-0.866,0.436,2.17,0.425,2.576
0.071,-4.589,5.227,0.0,0.199,-1.623,-0.079,-0.334,1.022,-2.51,-0.029,4.248,-4.529,-0.199,7.752,0.044,-1.017,0.454,1.79,0.39,2.327
0.157,-4.24,4.122,0.0,-0.087,-1.872,0.215,0.136,0.598,-2.216,-0.224,3.484,-3.87,0.451,7.534,0.336,-1.081,0.145,1.66,0.896,2.536
0.018,-4.065,4.48,0.0,-0.175,-1.569,0.224,-0.05,0.496,-2.185,0.138,3.902,-4.384,-0.271,7.566,-0.152,-0.862,0.527,1.702,0.188,2.395
-0.162,-3.338,4.634,0.0,0.02,-1.586,-0.032,-0.485,0.921,-2.213,0.134,4.478,-4.215,-0.055,8.375,-0.239,-1.023,0.281,1.954,0.611,2.619
0.171,-4.167,4.469,0.0,-0.101,-1.611,0.158,-0.006,0.665,-2.326,0.354,3.711,-3.369,-0.546,7.792,-0.528,-0.975,1.089,2.1,-0.303,2.381
-0.01,-3.869,4.713,0.0,0.058,-1.602,0.126,-0.3,0.815,-2.178,-0.105,3.678,-3.864,-0.68,7.988,-0.187,-0.894,0.635,1.957,0.503,2.54
0.004,-3.877,4.093,0.0,0.006,-1.58,0.015,0.093,0.837,-2.151,-0.327,3.656,-3.551,0.07,7.653,0.017,-1.094,0.362,1.77,0.798,2.145
0.046,-5.07,4.186,0.0,-0.041,-1.891,0.437,0.817,0.251,-2.446,0.112,4.272,-3.571,0.727,9.24,-0.45,-0.857,0.882,2.464,0.154,3.014
-0.076,-4.188,5.424,0.0,-0.134,-1.053,0.101,-0.226,0.679,-2.211,0.891,3.389,-3.675,-1.832,7.96,-1.254,-0.392,2.36,2.111,-1.56,2.416
0.099,-2.664,3.876,0.0,-0.478,-1.543,0.534,-0.312,-0.131,-1.957,0.323,3.738,-3.604,-0.108,8.532,-0.069,-0.567,1.001,2.406,-0.136,2.648
0.005,-3.557,4.915,0.0,0.032,-1.144,0.402,-0.298,0.523,-2.403,0.425,3.87,-3.584,-0.974,8.702,-0.726,-0.619,1.584,2.321,-0.771,2.864
-0.021,-3.663,4.154,0.0,0.042,-1.791,0.382,-0.194,0.237,-2.084,-0.099,4.277,-4.505,0.365,8.29,0.136,-1.21,0.138,1.92,0.776,2.382
0.037,-3.47,3.894,0.0,0.213,-1.375,-0.102,0.019,0.792,-2.101,-0.32,3.858,-3.382,0.508,8.16,-0.028,-1.136,0.297,1.81,0.525,2.5
0.001,-4.24,4.518,0.0,0.253,-1.502,-0.102,-0.311,0.913,-2.084,-0.331,3.949,-4.1,0.505,8.22,-0.228,-1.413,0.294,1.843,0.657,2.537
0.281,-3.28,4.056,0.0,0.167,-1.569,0.15,-0.326,0.665,-2.097,-0.277,3.932,-3.573,0.325,7.749,-0.074,-1.385,0.266,1.849,0.594,2.414
0.059,-3.519,4.321,0.0,0.158,-1.568,0.113,-0.055,0.314,-2.324,-0.06,3.612,-3.872,-0.212,7.788,-0.354,-1.29,0.759,1.955,0.151,2.324
0.009,-4.891,3.985,0.0,0.153,-1.749,-0.022,0.764,0.53,-2.328,0.07,3.739,-3.506,0.014,7.541,-0.489,-0.958,0.722,1.796,0.032,2.156
-0.005,-4.38,4.567,0.0,-0.247,-1.668,0.44,0.279,0.156,-2.376,0.306,4.003,-3.881,-0.373,8.478,-0.75,-0.777,1.231,2.321,-0.383,2.59
-0.137,-4.868,5.157,0.0,-0.061,-1.895,0.317,0.091,0.368,-2.451,0.142,3.691,-4.978,-0.504,7.548,-0.383,-1.099,1.007,1.877,0.203,2.212
0.084,-5.062,4.392,0.0,-0.155,-1.774,0.326,0.469,0.162,-2.458,0.096,3.583,-3.873,-0.084,7.678,-0.26,-0.847,0.877,1.997,0.201,2.274
-0.033,-3.271,4.581,0.0,-0.168,-1.561,0.034,-0.53,0.949,-2.093,-0.017,3.669,-3.917,-0.572,7.919,0.007,-1.155,0.415,1.842,0.592,2.594
0.077,-4.958,4.589,0.0,-0.27,-1.933,0.381,0.486,0.277,-2.453,0.359,3.824,-3.953,-0.218,8.384,-0.33,-0.9,1.018,2.111,-0.15,2.421
0.036,-3.802,4.928,0.0,0.094,-1.336,-0.01,-0.377,0.791,-2.483,0.403,3.981,-3.565,-0.822,8.337,-0.566,-0.856,1.458,2.256,-0.648,2.588
-0.23,-4.095,5.129,0.0,-0.196,-1.577,0.232,-0.359,0.434,-2.255,0.394,3.854,-4.47,-1.043,8.257,-0.618,-0.711,1.482,2.142,-0.64,2.589
0.0,-3.851,4.122,0.0,0.101,-1.491,-0.076,0.232,0.766,-2.142,0.04,3.598,-3.462,0.014,7.985,-0.114,-0.939,0.636,1.947,0.27,2.627
0.14,-3.62,4.923,0.0,0.113,-1.511,0.243,-0.492,0.622,-2.471,0.06,3.667,-3.653,-0.771,7.82,0.055,-0.984,1.114,1.949,-0.042,2.326
-0.118,-4.278,4.99,0.0,0.066,-1.796,0.043,-0.098,0.78,-2.347,0.127,4.151,-4.364,-0.4,8.168,-0.238,-1.062,0.728,1.976,0.289,2.522
