Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y,x14,x15,x16,x17,x18,x19,x20
446,-4.815,0.212,0.317,2.949,1.433,5.591,1.068,0.521,-0.431,-0.745,-0.764,1.603,2.14,1.0,2.192,-2.913,-1.871,1.053,-0.9,0.136,0.105
447,-4.376,-0.404,0.3,3.376,1.291,5.184,0.299,0.468,-0.308,-0.601,-0.038,1.578,1.885,1.0,2.538,-2.654,-1.35,0.914,-0.569,-0.286,0.228
448,-4.019,-0.535,0.298,3.844,1.237,4.924,0.204,0.456,-0.816,-0.421,0.626,1.55,1.933,1.0,2.2,-2.385,-1.718,0.796,-0.861,0.149,-0.072
449,-4.47,0.744,-0.144,4.709,1.652,5.066,1.441,0.664,0.238,-0.322,1.604,1.758,1.763,1.0,3.278,-2.644,-1.2,1.0,-0.488,-0.078,0.628
450,-4.942,0.006,0.32,4.196,1.635,5.752,0.96,0.549,0.168,-0.373,0.808,1.826,2.08,1.0,3.244,-2.853,-1.462,0.988,-0.615,-0.4,0.141
451,-3.901,0.515,0.267,3.352,1.488,4.604,0.884,0.849,0.328,0.2,0.595,1.592,1.923,1.0,3.235,-2.271,-1.142,1.02,-0.279,-0.507,0.65
452,-4.293,-0.325,-0.024,4.817,1.404,4.89,0.377,0.461,-0.089,-0.479,1.461,1.799,1.603,1.0,2.794,-2.512,-1.448,0.804,-0.595,-0.053,0.352
453,-4.024,0.032,-0.008,4.192,1.374,5.055,0.606,0.826,-0.307,-0.319,0.783,1.685,1.834,1.0,2.908,-2.343,-1.397,0.974,-0.652,-0.045,0.276
454,-4.699,-0.356,0.147,4.128,1.407,5.585,0.523,0.528,-0.539,-0.792,0.183,1.568,1.696,1.0,2.32,-2.941,-1.687,1.098,-0.761,0.415,0.093
455,-4.245,-0.153,0.256,3.804,1.485,5.008,0.349,0.812,-0.343,-0.366,0.818,1.702,1.627,1.0,3.026,-2.618,-1.185,0.889,-0.558,-0.372,0.248
456,-3.935,0.013,0.022,3.711,1.418,4.263,0.77,0.552,0.234,0.066,1.316,1.587,1.723,1.0,3.332,-2.293,-0.842,0.918,-0.376,-0.45,0.28
457,-4.409,0.451,-0.221,4.89,1.69,5.074,1.444,0.661,0.043,-0.136,1.548,1.763,1.919,1.0,2.872,-2.349,-1.559,1.194,-0.561,0.4,0.185
458,-3.875,-0.56,-0.012,4.243,1.357,4.913,0.391,0.631,-1.152,-0.719,0.569,1.515,1.851,1.0,2.023,-2.174,-1.429,1.281,-1.06,0.813,0.07
459,-4.105,0.043,0.344,3.673,1.143,5.01,0.625,0.571,-0.318,-0.302,0.04,1.761,1.998,1.0,2.048,-2.292,-1.484,0.829,-0.638,0.267,0.211
460,-4.065,0.056,-0.242,4.645,1.495,4.802,0.694,0.858,-0.62,-0.368,1.084,1.595,1.565,1.0,2.53,-2.235,-1.359,1.158,-0.72,0.249,0.244
461,-4.115,-0.16,0.65,3.115,1.488,5.035,0.532,0.737,-0.657,-0.313,0.128,1.855,2.252,1.0,2.641,-2.393,-1.371,1.055,-0.729,0.117,0.324
462,-3.967,-0.144,-0.188,4.721,1.625,4.76,0.349,0.759,-0.893,-0.177,1.171,1.599,1.93,1.0,2.259,-2.286,-1.579,1.217,-0.659,0.877,0.22
463,-5.37,-0.373,0.584,3.612,1.23,6.061,0.416,0.508,-0.398,-1.051,-0.266,1.744,1.955,1.0,2.546,-3.538,-1.928,1.021,-0.727,-0.202,0.076
464,-4.321,-0.021,0.077,4.444,1.56,4.908,0.849,0.666,-0.849,-0.389,0.897,1.584,1.831,1.0,1.901,-2.552,-1.804,1.157,-0.836,0.86,0.163
465,-5.407,-0.258,0.376,4.193,1.597,6.172,0.634,0.387,-0.459,-0.983,-0.294,1.865,1.9,1.0,2.485,-3.367,-2.024,0.976,-0.868,-0.159,0.094
466,-4.147,0.183,-0.438,5.082,1.448,4.913,0.922,0.751,-0.014,-0.095,1.905,1.662,1.645,1.0,3.35,-2.171,-1.191,1.023,-0.564,-0.174,0.353
467,-4.44,-0.778,0.486,3.425,1.125,5.288,-0.391,0.346,-0.812,-0.545,-0.389,1.643,2.096,1.0,1.874,-2.488,-1.645,0.637,-0.802,0.131,0.082
468,-4.595,-0.156,0.333,3.674,1.277,5.467,0.535,0.66,-0.016,-0.79,0.469,1.708,1.78,1.0,3.373,-2.932,-1.106,0.772,-0.726,-0.829,0.245
469,-4.394,-0.151,-0.091,4.703,1.431,5.226,1.007,0.628,-0.909,-0.818,0.789,1.649,1.756,1.0,1.762,-2.474,-1.632,0.994,-1.021,0.867,0.222
470,-3.986,-0.31,-0.142,4.735,1.474,4.954,0.542,0.583,-0.818,-0.448,0.789,1.393,1.849,1.0,1.883,-2.352,-1.405,1.093,-0.8,0.83,0.106
471,-3.546,-0.175,-0.175,4.071,1.397,4.585,0.59,0.901,-1.231,-0.611,0.703,1.528,1.617,1.0,1.683,-2.019,-1.547,1.072,-0.987,0.856,-0.061
472,-4.242,-0.075,-0.095,4.603,1.526,4.946,0.19,0.843,-0.085,0.038,1.655,1.733,1.578,1.0,3.53,-2.415,-1.036,0.999,-0.324,-0.642,0.302
473,-4.225,-0.263,0.022,4.243,1.356,4.858,0.016,0.94,-0.34,-0.034,1.493,1.606,1.702,1.0,3.45,-2.21,-1.161,1.091,-0.48,-0.431,0.313
474,-3.796,-0.31,-0.116,4.078,1.226,4.618,0.457,0.475,-0.394,-0.451,0.855,1.572,1.828,1.0,2.101,-2.212,-1.612,0.878,-0.553,0.358,0.263
475,-4.071,-0.836,0.204,3.567,1.245,5.042,-0.631,0.593,-1.233,-0.79,0.035,1.402,1.765,1.0,1.81,-2.403,-1.602,0.842,-0.917,0.428,0.139
476,-3.722,0.442,0.153,3.429,1.622,4.436,0.86,0.718,0.344,0.294,0.822,1.736,1.907,1.0,3.325,-2.067,-1.198,1.121,-0.097,-0.627,0.668
477,-4.435,0.124,0.081,3.907,1.287,5.278,1.067,0.816,0.224,-0.104,0.921,1.847,1.743,1.0,3.395,-2.449,-1.114,0.85,-0.488,-0.973,0.179
478,-3.854,0.071,-0.156,4.454,1.584,5.046,0.896,0.751,-0.788,-0.21,0.85,1.518,2.014,1.0,2.04,-2.155,-1.479,1.109,-0.906,0.854,0.255
479,-4.322,-0.312,0.305,4.047,1.601,5.098,0.561,0.802,-0.603,-0.309,0.759,1.482,1.936,1.0,2.76,-2.541,-1.683,1.101,-0.714,0.234,0.163
480,-3.847,0.101,0.074,4.067,1.625,4.643,0.499,0.804,-0.148,0.115,1.266,1.593,1.541,1.0,3.061,-2.152,-1.075,1.056,-0.356,-0.214,0.478
481,-3.804,0.059,-0.145,4.496,1.399,4.702,0.555,0.681,-0.278,0.055,1.266,1.942,1.795,1.0,2.866,-2.004,-1.171,0.852,-0.51,-0.149,0.195
482,-3.478,-0.474,-0.028,3.729,1.361,4.322,0.241,0.697,-0.515,-0.107,1.115,1.546,1.686,1.0,2.543,-1.829,-1.186,0.892,-0.777,0.046,0.131
483,-3.909,0.256,-0.048,4.461,1.506,4.495,0.812,0.79,0.225,-0.033,1.89,1.578,1.503,1.0,3.171,-2.25,-1.029,0.914,-0.336,-0.187,0.454
484,-5.024,-1.251,0.601,3.27,1.325,6.117,-0.129,0.458,-1.016,-1.341,-1.155,1.543,1.814,1.0,1.972,-3.027,-1.993,0.884,-1.113,-0.05,-0.161
485,-3.921,0.089,0.063,4.467,1.59,4.653,0.694,0.634,-0.251,0.013,1.302,1.501,1.816,1.0,2.884,-2.124,-1.351,1.021,-0.563,0.011,0.085
486,-4.332,0.053,0.131,3.791,1.423,4.859,0.541,0.858,-0.175,-0.268,0.783,1.593,1.769,1.0,2.933,-2.386,-1.261,1.081,-0.367,-0.135,0.439
487,-4.129,-0.046,-0.105,4.307,1.452,4.882,0.969,0.891,-0.551,-0.291,0.878,1.613,1.864,1.0,2.234,-2.461,-1.398,1.06,-0.747,0.741,0.014
488,-3.551,0.452,-0.143,4.104,1.505,4.103,0.943,0.914,-0.233,0.221,1.447,1.652,1.534,1.0,2.867,-2.101,-0.99,1.185,-0.31,0.305,0.393
489,-3.575,-0.587,0.485,3.008,1.344,4.355,0.26,0.611,-1.151,-0.064,0.067,1.568,1.922,1.0,1.746,-1.799,-1.338,1.019,-0.841,0.678,-0.042
490,-3.781,-0.202,-0.156,4.792,1.587,4.61,0.628,0.827,-1.293,-0.286,1.136,1.499,1.666,1.0,1.777,-2.287,-1.406,1.137,-0.907,1.206,0.047
491,-3.691,0.083,0.055,4.558,1.648,4.442,1.123,0.795,-0.524,-0.075,1.232,1.602,1.786,1.0,2.192,-2.17,-1.288,0.984,-0.749,0.559,0.182
492,-3.972,-0.482,-0.209,5.241,1.406,4.716,0.384,1.046,-0.137,-0.405,2.367,1.675,1.326,1.0,3.39,-2.337,-0.889,0.951,-0.583,-0.379,0.36
493,-3.789,-0.323,-0.289,5.77,1.227,4.399,0.271,0.709,-0.544,-0.049,2.46,1.691,1.537,1.0,2.344,-2.095,-1.158,0.953,-0.594,0.574,0.431
494,-4.694,-0.518,0.294,4.045,1.471,5.435,0.034,0.765,-0.259,-0.485,0.599,1.82,1.928,1.0,3.115,-2.619,-1.337,0.995,-0.678,-0.354,0.146
495,-4.53,-0.837,0.269,4.766,1.426,5.465,-0.003,0.494,-0.779,-0.765,0.973,1.603,1.748,1.0,2.331,-2.715,-1.859,0.934,-0.936,0.408,0.01
496,-4.002,0.162,-0.273,5.135,1.648,4.853,1.22,0.818,-0.523,-0.256,1.431,1.566,1.567,1.0,2.072,-2.264,-1.405,1.194,-0.731,0.989,0.181
497,-4.432,0.222,0.431,3.03,1.485,4.874,0.739,0.846,0.0,-0.131,0.326,1.776,1.684,1.0,3.317,-2.63,-1.15,0.957,-0.265,-0.668,0.52
498,-3.952,-0.275,0.234,3.997,1.432,4.64,0.376,0.541,-0.743,-0.345,0.763,1.668,1.829,1.0,2.12,-2.067,-1.383,0.917,-0.757,0.472,0.146
499,-3.58,-0.287,0.012,4.139,1.51,4.486,0.477,0.912,-0.695,-0.137,1.341,1.438,1.488,1.0,2.389,-1.886,-1.218,1.179,-0.797,0.346,0.092
500,-3.235,0.027,-0.444,4.826,1.528,4.237,0.727,0.828,-1.014,-0.612,2.101,1.63,1.103,0.0,2.107,-1.769,-1.16,0.958,-0.75,0.696,-0.481
501,-2.74,0.168,-0.188,3.967,1.46,4.027,1.015,0.754,-1.288,-0.759,0.964,1.426,1.31,0.0,1.396,-1.34,-1.338,1.1,-1.077,0.937,-0.553
502,-2.939,-0.088,-0.109,3.424,1.46,4.033,0.242,0.684,-1.557,-0.87,0.951,1.46,1.383,0.0,1.384,-1.792,-1.418,1.015,-0.97,0.992,-0.452
503,-2.674,0.855,-0.396,3.564,1.404,3.369,1.005,1.017,0.329,0.277,2.509,1.485,0.456,0.0,3.686,-1.109,-0.169,0.977,0.132,-0.983,0.174
504,-3.232,0.289,-0.507,4.327,1.519,4.053,1.062,0.833,-0.089,-0.414,2.179,1.463,0.863,0.0,3.196,-1.73,-0.71,0.998,-0.46,-0.249,-0.103
505,-2.833,0.031,-0.341,4.469,1.362,3.755,0.596,0.85,-0.752,-0.544,2.226,1.644,0.782,0.0,2.366,-1.48,-0.888,1.036,-0.66,0.371,-0.386
506,-3.238,0.539,-0.6,4.948,1.424,4.002,1.129,0.741,-0.311,-0.524,2.703,1.711,1.011,0.0,3.209,-1.728,-0.797,0.732,-0.52,-0.254,-0.297
507,-3.327,-0.053,-0.38,4.71,1.535,4.416,0.535,0.8,-1.08,-0.681,1.831,1.36,1.304,0.0,1.951,-1.739,-1.236,1.039,-0.737,0.741,-0.253
508,-3.006,0.11,-0.174,4.659,1.494,3.837,0.41,0.924,-1.118,-0.519,2.255,1.592,0.629,0.0,2.136,-1.341,-1.068,1.139,-0.712,0.605,-0.587
509,-3.127,0.624,-0.093,3.448,1.522,3.696,0.657,0.571,0.539,-0.285,1.765,1.665,1.307,0.0,3.124,-1.764,-0.873,0.972,-0.071,-0.556,-0.045
510,-3.389,-0.236,-0.447,4.613,1.106,4.266,-0.116,0.549,-1.018,-1.05,1.775,1.586,1.323,0.0,2.047,-1.861,-1.351,0.693,-0.754,0.372,-0.405
511,-3.07,0.162,-0.237,3.613,1.421,4.165,0.542,0.689,-0.481,-0.624,1.152,1.581,1.159,0.0,2.428,-1.696,-1.046,0.929,-0.489,-0.257,-0.061
512,-3.184,0.499,-0.231,4.738,1.508,3.97,0.748,0.822,-0.695,-0.786,2.282,1.755,0.943,0.0,2.627,-1.874,-1.176,0.995,-0.656,0.1,-0.105
513,-3.367,0.394,0.141,3.231,1.584,4.347,0.538,0.733,-0.072,-0.195,0.988,1.496,1.63,0.0,2.782,-1.82,-0.994,0.972,-0.241,-0.259,-0.057
514,-3.286,-0.12,-0.355,4.48,1.3,4.226,0.381,0.764,-0.862,-0.867,2.128,1.591,1.16,0.0,2.507,-1.738,-0.986,0.769,-0.775,0.139,-0.391
515,-3.315,0.16,-0.317,3.83,1.604,4.237,0.963,0.785,-1.183,-0.826,1.081,1.531,1.24,0.0,1.7,-1.857,-1.286,1.003,-0.835,0.779,-0.259
516,-3.323,0.311,-0.217,3.831,1.39,4.09,0.367,0.769,-0.411,-0.468,1.679,1.457,1.105,0.0,2.694,-1.607,-1.044,0.87,-0.469,-0.074,-0.259
517,-2.828,0.239,-0.248,3.893,1.513,3.658,0.658,0.897,-0.205,-0.154,2.074,1.536,0.635,0.0,2.946,-1.356,-0.829,0.866,-0.381,-0.45,-0.07
518,-3.055,0.194,-0.108,3.413,1.519,3.592,0.265,0.682,-0.218,-0.296,1.796,1.649,1.004,0.0,2.796,-1.583,-0.923,0.832,-0.242,-0.344,0.02
519,-3.349,0.393,-0.361,4.236,1.773,3.965,1.091,0.999,-0.233,-0.34,2.624,1.909,0.58,0.0,3.356,-1.691,-0.821,1.105,-0.437,-0.374,-0.098
520,-3.33,0.174,-0.209,3.564,1.461,3.999,0.654,0.815,-0.009,-0.523,1.458,1.755,1.187,0.0,2.78,-1.923,-0.844,0.988,-0.389,-0.14,-0.067
521,-2.96,-0.043,-0.403,3.912,1.266,3.676,0.325,0.827,-0.069,-0.153,1.932,1.559,1.135,0.0,2.652,-1.617,-0.777,0.656,-0.225,-0.214,-0.026
522,-2.986,0.474,-0.34,4.749,1.361,3.897,0.681,1.09,-0.195,-0.327,2.624,1.618,0.443,0.0,3.178,-1.43,-0.453,0.919,-0.443,-0.5,-0.089
523,-2.935,-0.425,-0.224,4.37,1.42,3.846,0.05,0.995,-0.91,-0.286,2.326,1.295,0.71,0.0,2.493,-1.481,-1.009,1.299,-0.549,0.356,-0.232
524,-3.358,0.218,-0.085,4.177,1.171,3.954,0.207,0.695,-0.068,-0.317,2.078,1.378,1.054,0.0,3.02,-1.73,-0.998,0.885,-0.296,-0.447,0.128
525,-2.374,0.635,-0.551,3.468,1.603,3.076,1.382,1.148,-0.28,0.202,2.25,1.607,0.432,0.0,2.595,-0.91,-0.716,1.025,-0.242,-0.005,-0.205
526,-2.606,0.123,-0.533,4.743,1.549,3.649,0.679,0.802,-0.724,-0.28,2.775,1.364,0.431,0.0,2.493,-1.261,-0.822,1.136,-0.633,0.412,-0.4
527,-3.195,-0.009,-0.305,4.268,1.402,3.944,0.306,0.586,-0.644,-0.585,2.116,1.684,1.28,0.0,2.415,-1.7,-1.105,0.796,-0.707,0.188,-0.073
528,-2.854,0.301,-0.318,4.336,1.244,3.729,0.759,0.729,-0.714,-0.402,2.076,1.529,0.79,0.0,2.331,-1.42,-0.796,0.967,-0.628,0.292,-0.299
529,-3.267,0.061,-0.281,4.836,1.176,4.117,0.322,0.66,-0.775,-0.755,2.205,1.525,1.052,0.0,2.438,-1.912,-1.002,0.926,-0.613,0.517,-0.173
530,-2.694,0.073,-0.238,3.818,1.238,3.322,0.173,0.712,0.311,0.054,2.457,1.357,0.58,0.0,3.299,-1.351,-0.528,0.973,-0.191,-0.538,-0.053
531,-2.796,0.799,-0.151,2.992,1.42,3.477,0.683,0.778,0.146,0.075,1.46,1.413,1.384,0.0,2.907,-1.371,-0.912,0.967,0.036,-0.247,0.199
532,-3.356,0.126,-0.096,3.185,1.534,4.137,0.773,0.814,-0.867,-0.758,0.658,1.531,1.386,0.0,1.856,-1.943,-1.378,0.994,-0.749,0.303,-0.052
533,-3.367,0.419,-0.096,3.58,1.367,4.073,0.616,0.665,-0.051,-0.298,1.421,1.466,1.359,0.0,2.763,-1.771,-0.975,0.811,-0.278,-0.341,-0.22
534,-3.316,0.208,-0.673,4.385,1.268,4.152,0.623,0.443,-1.114,-0.796,1.576,1.487,1.543,0.0,1.562,-1.692,-1.419,1.008,-0.736,0.952,-0.273
535,-3.114,0.348,-0.53,4.258,1.412,3.696,0.773,1.07,0.114,-0.199,2.904,1.365,0.542,0.0,3.486,-1.6,-0.417,1.285,-0.28,-0.259,0.135
536,-3.259,0.554,-0.265,4.178,1.755,4.433,1.015,0.733,-0.786,-0.569,1.211,1.549,1.38,0.0,2.162,-1.829,-1.165,0.885,-0.836,0.394,-0.343
537,-3.202,-0.11,-0.336,4.145,1.427,4.109,0.335,0.69,-0.345,-0.421,2.223,1.575,0.798,0.0,3.18,-1.589,-0.683,1.071,-0.536,-0.414,-0.203
538,-2.876,-0.272,-0.466,4.485,1.168,3.746,0.166,0.71,-1.6,-0.623,1.567,1.356,1.211,0.0,1.225,-1.265,-1.217,1.007,-0.782,1.232,-0.481
539,-2.808,0.481,-0.394,4.727,1.379,3.328,0.522,0.952,-0.124,-0.006,3.249,1.372,0.181,0.0,3.459,-1.23,-0.47,1.264,-0.213,-0.397,-0.224
540,-2.939,0.132,-0.439,4.63,1.169,3.737,0.406,0.889,-0.339,-0.349,2.716,1.331,0.477,0.0,2.998,-1.463,-0.508,0.764,-0.486,-0.305,-0.156
541,-2.911,0.38,-0.299,4.096,1.296,3.757,0.719,0.807,-0.194,-0.171,2.25,1.683,1.008,0.0,3.138,-1.574,-0.678,1.046,-0.186,-0.331,-0.1
542,-2.945,0.82,-0.304,3.693,1.667,3.746,1.282,0.683,-0.204,-0.237,1.633,1.643,1.494,0.0,2.349,-1.559,-1.076,1.004,-0.455,0.316,0.05
543,-3.325,0.375,-0.079,4.211,1.832,4.198,1.271,0.675,-0.345,-0.522,1.497,1.718,1.43,0.0,2.289,-1.787,-1.251,1.186,-0.628,0.478,-0.323
544,-3.251,0.769,-0.142,3.835,1.527,3.688,0.918,1.005,0.525,0.155,2.471,1.561,0.973,0.0,4.038,-1.908,-0.452,1.089,0.231,-0.933,0.158
545,-3.181,0.364,-0.318,4.88,1.574,3.709,0.964,1.211,-0.568,-0.313,3.031,1.562,0.524,0.0,2.973,-1.539,-0.751,1.185,-0.407,0.178,-0.067
546,-3.081,0.358,-0.332,3.484,1.469,3.931,0.596,0.739,-0.014,0.036,1.355,1.616,1.278,0.0,2.63,-1.464,-0.774,1.03,-0.205,-0.249,-0.032
547,-2.945,-0.06,-0.102,3.54,1.545,3.899,0.68,1.155,-1.305,-0.492,1.381,1.496,1.197,0.0,2.064,-1.568,-1.219,1.23,-0.785,0.589,-0.348
548,-2.829,0.364,-0.235,4.318,1.478,3.742,0.67,0.917,-0.341,-0.379,2.668,1.555,0.489,0.0,3.13,-1.419,-0.693,1.125,-0.382,-0.246,0.025
549,-3.083,-0.369,-0.439,4.076,1.386,3.916,0.01,0.658,-1.067,-0.646,1.552,1.517,1.313,0.0,2.18,-1.609,-1.085,0.98,-0.678,0.586,-0.369
550,-2.742,0.015,-0.456,3.478,1.488,3.793,0.692,0.571,-1.257,-0.554,0.893,1.593,1.256,0.0,1.46,-1.346,-1.404,1.065,-0.879,0.921,-0.287
551,-3.253,0.327,-0.326,4.574,1.567,3.975,0.876,0.854,-0.808,-0.846,2.202,1.647,1.136,0.0,2.341,-1.674,-1.242,1.106,-0.645,0.603,-0.451
552,-2.72,0.59,-0.13,3.657,1.664,3.357,1.043,0.709,-0.694,-0.262,1.763,1.321,1.271,0.0,2.166,-1.584,-1.021,0.921,-0.52,0.466,-0.322
553,-3.39,0.046,0.127,3.015,1.538,4.298,0.426,0.512,-0.51,-0.616,0.528,1.63,1.752,0.0,2.259,-1.741,-1.438,0.85,-0.609,-0.028,-0.37
554,-3.356,0.31,-0.418,4.625,1.444,3.92,0.852,0.858,-0.326,-0.72,2.516,1.706,0.937,0.0,2.874,-1.9,-0.949,0.963,-0.511,-0.136,-0.028
555,-3.173,0.151,-0.413,4.44,1.635,4.296,1.077,0.696,-1.148,-0.724,1.639,1.475,1.165,0.0,1.619,-1.751,-1.246,0.978,-0.937,0.995,-0.334
556,-3.073,0.507,-0.242,3.632,1.709,3.991,0.938,0.9,-0.563,0.034,1.13,1.592,1.352,0.0,2.305,-1.498,-1.187,1.014,-0.368,0.131,-0.042
557,-3.127,-0.217,-0.369,4.239,1.321,4.271,0.418,0.684,-0.902,-0.771,1.476,1.604,1.421,0.0,2.097,-1.687,-1.213,1.013,-0.935,0.401,-0.514
558,-2.739,0.145,-0.423,3.97,1.724,3.892,0.721,0.923,-0.269,-0.258,1.932,1.49,1.075,0.0,2.673,-1.357,-0.763,1.141,-0.521,0.133,-0.046
559,-2.863,-0.1,-0.392,5.059,1.38,4.03,0.284,0.638,-0.896,-0.675,2.164,1.564,0.955,0.0,1.973,-1.29,-1.057,0.817,-0.755,0.539,-0.106
560,-3.38,0.305,-0.225,4.281,1.49,4.577,1.066,0.637,-0.126,-0.475,1.477,1.52,1.326,0.0,2.429,-1.794,-1.29,0.985,-0.551,0.119,-0.306
561,-2.693,0.518,-0.492,3.607,1.723,3.326,1.038,0.914,-0.477,0.218,2.048,1.453,0.741,0.0,2.858,-1.126,-0.77,1.108,-0.321,-0.142,0.013
562,-3.099,-0.296,-0.309,3.955,1.403,4.019,0.207,0.554,-0.675,-0.554,1.751,1.494,1.419,0.0,2.291,-1.615,-0.954,0.799,-0.709,0.127,-0.466
563,-3.266,0.215,-0.244,3.817,1.157,3.794,0.229,0.932,-0.031,-0.408,2.057,1.753,1.189,0.0,3.118,-1.884,-0.843,0.877,-0.207,-0.435,-0.142
564,-3.207,0.192,-0.183,3.563,1.501,4.137,0.675,0.964,-0.863,-0.462,1.289,1.566,1.208,0.0,2.346,-1.647,-0.979,1.043,-0.703,0.06,-0.192
565,-3.34,0.275,-0.266,3.341,1.602,4.167,0.923,0.694,-0.317,-0.638,0.969,1.883,1.637,0.0,2.431,-1.755,-1.108,0.891,-0.609,-0.03,-0.131
566,-3.274,-0.008,-0.219,4.2,1.447,4.271,0.443,0.627,-1.017,-0.834,1.559,1.659,1.384,0.0,1.904,-1.863,-1.167,0.802,-0.935,0.465,-0.233
567,-3.334,0.075,-0.483,4.687,1.466,4.072,0.703,0.916,0.076,-0.424,2.627,1.605,0.606,0.0,3.39,-1.797,-0.431,0.97,-0.434,-0.541,-0.091
568,-2.93,0.073,-0.376,4.057,1.187,3.844,0.433,0.531,-0.906,-0.549,1.414,1.295,1.307,0.0,1.984,-1.418,-1.225,0.783,-0.757,0.228,-0.389
569,-3.286,-0.075,-0.067,3.893,1.339,4.321,0.416,0.799,-0.682,-0.68,1.292,1.394,1.465,0.0,2.44,-1.816,-1.135,1.119,-0.74,0.386,-0.341
570,-3.21,0.594,-0.353,3.572,1.791,4.184,1.314,1.042,-0.5,-0.392,1.242,1.42,1.381,0.0,2.3,-1.563,-1.289,1.274,-0.68,0.402,-0.322
571,-3.161,0.213,-0.204,3.606,1.702,4.13,1.071,0.652,-1.041,-0.846,0.498,1.347,1.566,0.0,1.179,-1.67,-1.577,1.067,-0.864,0.968,-0.38
572,-2.679,0.176,-0.097,3.691,1.175,3.62,0.603,0.793,-0.532,-0.344,1.603,1.314,0.999,0.0,2.287,-1.415,-0.822,0.789,-0.613,0.068,-0.204
573,-3.066,-0.015,-0.317,5.608,1.46,3.92,0.769,0.825,-0.438,-0.588,3.352,1.431,0.565,0.0,3.001,-1.577,-0.856,0.922,-0.742,-0.05,-0.526
574,-3.235,0.095,-0.37,4.001,1.459,4.1,0.586,0.507,-0.906,-0.781,1.202,1.571,1.457,0.0,1.806,-1.738,-1.299,0.97,-0.721,0.553,-0.206
575,-2.093,0.347,-0.49,5.097,1.614,3.02,1.041,1.063,-0.646,0.124,3.773,1.331,0.229,0.0,3.108,-0.915,-0.314,1.192,-0.475,0.297,-0.161
576,-3.188,0.348,-0.42,4.361,1.586,3.961,0.846,0.822,-0.548,-0.482,2.167,1.725,1.061,0.0,2.495,-1.781,-1.126,0.937,-0.545,0.344,-0.306
577,-2.856,0.239,-0.419,4.143,1.519,3.8,0.643,0.806,-0.469,-0.312,2.093,1.501,0.633,0.0,2.676,-1.485,-0.729,1.058,-0.305,0.073,0.011
578,-3.321,0.102,-0.342,4.459,1.317,4.105,0.634,0.797,-0.649,-0.588,1.934,1.461,1.107,0.0,2.563,-1.825,-1.018,1.01,-0.495,0.453,-0.283
579,-2.969,0.093,-0.275,3.832,1.525,3.758,0.3,0.931,-0.656,-0.238,1.727,1.572,0.884,0.0,2.232,-1.369,-0.934,1.209,-0.438,0.419,-0.086
580,-3.071,0.049,-0.504,4.485,1.328,4.03,0.948,0.714,-1.238,-0.827,1.692,1.337,1.212,0.0,1.526,-1.646,-1.444,0.724,-0.85,0.673,-0.516
581,-2.747,0.471,-0.403,4.714,1.318,3.59,0.617,0.557,-0.084,-0.328,2.846,1.354,0.852,0.0,3.052,-1.405,-0.8,0.919,-0.355,-0.15,-0.092
582,-2.736,-0.437,-0.458,4.818,1.216,3.515,0.041,0.735,-0.883,-0.476,2.735,1.325,0.65,0.0,2.4,-1.427,-0.707,0.787,-0.736,0.328,-0.39
583,-3.12,-0.282,-0.027,4.112,1.027,3.781,-0.459,0.74,-0.265,-0.706,2.317,1.761,0.948,0.0,2.994,-1.506,-0.969,0.763,-0.407,-0.588,-0.164
584,-3.245,0.355,-0.29,4.89,1.313,4.212,0.795,0.789,-0.669,-0.504,2.088,1.632,1.039,0.0,2.349,-1.743,-1.221,1.061,-0.527,0.636,-0.128
585,-3.093,0.573,-0.234,3.621,1.537,3.574,0.865,0.996,0.034,-0.176,2.093,1.357,0.806,0.0,3.447,-1.587,-0.541,1.14,-0.081,-0.556,0.108
586,-3.211,0.081,-0.212,3.854,1.098,4.325,0.301,0.399,-0.938,-1.076,0.788,1.467,1.368,0.0,1.911,-1.762,-1.22,0.78,-0.841,0.312,-0.263
587,-3.242,-0.38,-0.198,3.193,1.258,4.368,0.286,0.789,-1.077,-0.961,0.515,1.511,1.472,0.0,1.778,-1.564,-1.413,0.945,-0.929,0.485,-0.319
588,-3.238,0.712,-0.384,3.969,1.426,3.866,0.838,0.961,0.417,-0.096,2.427,1.454,0.95,0.0,3.555,-1.782,-0.512,1.045,-0.067,-0.831,0.04
589,-3.178,0.283,-0.265,3.871,1.531,4.42,1.099,0.592,-0.316,-0.598,1.259,1.401,1.429,0.0,2.301,-1.675,-1.111,1.021,-0.774,0.213,-0.396
590,-3.197,0.076,-0.326,4.412,1.327,4.024,0.33,0.794,-0.432,-0.553,2.183,1.494,0.981,0.0,2.755,-1.668,-0.872,1.044,-0.531,0.115,-0.284
591,-2.575,0.52,-0.161,3.482,1.214,3.44,0.191,0.761,0.118,0.081,2.111,1.542,0.833,0.0,3.159,-1.182,-0.551,0.975,-0.058,-0.445,-0.049
592,-2.847,0.361,-0.519,4.0,1.49,3.381,0.422,0.991,0.132,0.18,2.56,1.569,0.698,0.0,3.268,-1.33,-0.513,1.183,0.116,-0.261,0.137
593,-2.206,0.437,-0.535,4.418,1.517,3.082,0.979,0.845,-0.455,0.075,2.976,1.349,0.321,0.0,2.574,-0.941,-0.402,0.932,-0.538,0.146,-0.156
