Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
443,-0.171,-0.112,0.898,0.192,-1.114,0.011,2.98,-1.423,1.004,-0.177,0.221,-0.127,0.642,0.445,1.002,0.465,0.286,-0.02,-0.814,0.0,0.661
444,-0.49,-0.414,0.893,0.162,-1.393,0.08,3.682,-1.718,1.128,-0.07,0.223,-0.283,0.738,0.286,1.015,0.561,0.126,0.753,-0.535,0.0,0.435
445,-0.625,-0.138,1.504,0.664,-2.36,-0.075,3.604,-2.402,1.054,0.037,0.043,-0.265,0.56,0.353,1.64,0.422,-0.693,0.589,-0.606,0.0,0.367
446,-0.401,-0.055,1.457,0.74,-2.217,0.089,3.43,-2.173,0.864,0.319,0.147,-0.283,0.839,0.497,1.934,0.559,-0.455,1.016,-0.599,0.0,0.654
447,-0.733,-0.258,1.216,0.669,-2.173,-0.085,3.468,-2.275,0.951,0.224,0.023,-0.214,0.681,0.278,1.681,0.491,-0.666,0.854,-0.818,0.0,0.189
448,-0.445,-0.083,1.447,0.497,-2.085,0.018,3.636,-2.302,0.757,0.094,0.162,-0.296,0.681,0.36,1.527,0.451,-0.385,0.926,-0.621,0.0,0.498
449,-0.404,-0.228,1.286,0.472,-2.02,0.081,3.452,-1.767,0.837,-0.022,0.24,-0.316,0.769,0.53,1.682,0.394,-0.091,0.791,-0.78,0.0,0.643
450,-0.618,-0.11,1.416,0.814,-2.351,-0.069,3.477,-2.407,0.875,-0.056,0.296,-0.168,0.537,0.57,1.812,0.502,-0.8,0.978,-0.673,0.0,0.17
451,-0.332,-0.493,1.033,0.311,-1.29,0.031,3.562,-1.792,1.011,-0.157,0.446,-0.013,0.869,0.597,1.2,0.441,-0.091,0.786,-0.538,0.0,0.856
452,-0.221,-0.125,1.435,0.735,-2.211,-0.051,3.402,-2.254,0.803,0.295,0.205,-0.17,0.635,0.24,1.961,0.624,-0.547,1.047,-0.645,0.0,0.431
453,-0.905,-0.097,1.422,0.438,-2.016,0.037,3.594,-2.349,1.122,0.093,0.356,-0.236,0.768,0.44,1.59,0.299,-0.305,0.85,-0.78,0.0,0.076
454,0.288,-0.296,1.063,0.325,-1.541,0.027,4.123,-1.917,1.161,-0.068,0.123,-0.199,0.737,0.484,1.317,0.478,-0.035,0.963,-0.561,0.0,1.039
455,-0.273,-0.1,1.731,0.996,-2.508,-0.401,3.62,-2.585,0.946,0.474,-0.07,-0.079,0.417,0.301,2.283,0.72,-0.909,1.18,-0.362,0.0,0.6
456,-0.681,-0.229,1.365,0.818,-2.385,-0.264,3.592,-2.152,0.906,0.11,0.048,-0.243,0.513,0.468,2.02,0.417,-0.57,0.735,-0.758,0.0,0.289
457,-0.66,-0.262,1.208,0.565,-2.33,-0.232,3.235,-2.16,0.897,0.04,0.379,-0.175,0.535,0.613,1.753,0.358,-0.461,0.848,-0.591,0.0,0.472
458,-0.019,-0.565,0.243,-0.605,0.467,0.276,2.941,-0.414,1.037,-0.356,0.601,-0.174,0.936,0.498,0.181,0.508,1.106,-0.063,-0.583,0.0,0.688
459,-0.31,-0.14,1.402,0.773,-2.02,-0.329,3.957,-2.511,1.076,0.159,0.068,-0.052,0.456,0.406,1.916,0.553,-0.675,1.029,-0.543,0.0,0.59
460,-0.523,-0.487,1.037,0.365,-1.542,-0.095,3.177,-1.917,0.836,-0.195,0.243,-0.189,0.635,0.678,1.401,0.385,-0.198,0.636,-0.742,0.0,0.746
461,-0.587,-0.391,1.156,0.523,-2.009,-0.274,3.598,-2.274,1.212,-0.156,0.302,-0.104,0.412,0.387,1.521,0.57,-0.37,1.032,-0.521,0.0,0.24
462,-0.214,-0.277,1.055,0.268,-1.454,-0.018,3.74,-1.914,1.253,-0.047,0.088,-0.015,0.438,0.452,1.237,0.58,0.181,0.63,-0.768,0.0,0.52
463,-0.51,-0.635,0.524,-0.055,-0.533,0.044,3.036,-1.213,1.075,-0.638,0.545,0.135,0.848,0.617,0.599,0.267,0.42,0.082,-1.037,0.0,0.476
464,0.256,-0.245,1.376,0.745,-2.064,0.095,3.342,-2.022,0.685,0.152,0.169,-0.272,0.777,0.646,1.788,0.59,-0.503,0.848,-0.56,0.0,1.01
465,-0.219,-0.416,0.848,0.068,-0.976,0.212,3.533,-1.75,0.947,-0.138,0.153,-0.321,0.815,0.229,0.903,0.561,0.295,0.61,-0.667,0.0,0.622
466,-0.362,-0.422,0.831,0.019,-0.974,0.172,3.268,-1.371,0.809,0.057,0.333,-0.362,0.834,0.558,0.859,0.462,0.238,0.58,-0.552,0.0,0.578
467,-1.197,-0.25,0.856,0.134,-1.483,0.095,3.421,-1.939,1.134,-0.162,0.89,-0.01,0.647,0.599,1.195,0.483,0.187,0.561,-0.82,0.0,-0.304
468,-0.232,-0.659,0.372,-0.255,-0.174,0.226,3.345,-1.172,1.035,-0.424,0.586,-0.188,0.912,0.485,0.355,0.432,0.69,0.245,-0.776,0.0,0.759
469,-0.065,-0.228,1.205,0.342,-1.548,-0.124,3.203,-1.578,0.807,0.161,0.021,-0.2,0.498,0.302,1.414,0.556,0.248,0.684,-0.626,0.0,0.737
470,-0.504,-0.152,1.439,0.738,-2.191,-0.161,3.389,-2.355,0.605,0.081,-0.056,-0.2,0.532,0.614,1.995,0.49,-0.617,0.987,-0.605,0.0,0.425
471,-0.498,-0.418,0.962,0.213,-1.378,-0.033,3.461,-1.837,1.2,-0.024,0.172,-0.113,0.566,0.37,1.218,0.522,0.137,0.737,-0.812,0.0,0.262
472,-0.148,-0.571,0.735,-0.215,-0.72,0.313,3.338,-1.021,1.044,-0.336,0.683,-0.163,0.941,0.519,0.568,0.453,0.445,0.509,-0.764,0.0,0.791
473,-0.451,-0.148,1.511,0.871,-2.301,-0.188,3.483,-2.172,0.662,0.346,0.32,-0.397,0.607,0.431,2.052,0.432,-0.645,1.142,-0.447,0.0,0.563
474,-0.079,-0.216,1.296,0.69,-2.42,-0.065,3.359,-1.879,0.481,0.218,0.12,-0.327,0.538,0.521,1.711,0.662,-0.566,0.926,-0.303,0.0,0.532
475,-1.27,-0.258,1.502,0.997,-2.741,-0.082,3.515,-2.538,0.916,0.168,0.283,-0.125,0.749,0.541,2.179,0.523,-1.055,0.832,-0.87,0.0,0.078
476,-0.01,0.002,1.933,1.36,-2.772,-0.339,4.124,-2.989,0.438,0.269,-0.243,-0.307,0.375,0.719,2.887,0.379,-1.387,1.407,-0.214,0.0,1.059
477,-0.388,-0.199,1.392,0.765,-2.098,-0.068,3.709,-2.247,0.691,0.409,0.053,-0.139,0.887,0.579,1.929,0.494,-0.723,1.315,-0.65,0.0,0.973
478,-0.218,-0.318,1.287,0.596,-1.828,0.005,3.666,-2.192,0.817,-0.221,0.074,-0.186,0.668,0.463,1.489,0.495,-0.599,0.763,-0.586,0.0,0.493
479,-0.177,-0.56,0.697,-0.169,-0.693,0.009,3.11,-1.333,0.985,-0.038,0.266,-0.111,0.743,0.332,0.695,0.607,0.412,0.566,-0.713,0.0,0.801
480,-0.551,-0.289,1.179,0.501,-1.744,0.078,3.216,-1.795,0.795,-0.11,0.258,-0.11,0.695,0.484,1.364,0.502,-0.144,0.891,-0.677,0.0,0.427
481,-0.521,-0.463,0.801,0.027,-0.759,0.228,3.117,-1.465,0.829,-0.198,0.43,-0.046,0.839,0.414,0.924,0.346,0.31,0.252,-0.733,0.0,0.564
482,-0.11,-0.49,1.149,0.461,-1.801,0.069,3.634,-1.993,0.883,-0.279,0.049,-0.119,0.787,0.244,1.367,0.488,-0.201,0.601,-0.586,0.0,0.68
483,-0.962,-0.108,1.293,0.633,-2.295,-0.143,3.271,-2.232,0.668,-0.105,0.153,-0.184,0.645,0.718,1.95,0.293,-0.379,0.778,-0.553,0.0,0.405
484,-0.645,-0.248,1.101,0.389,-1.903,-0.112,3.362,-2.02,0.893,0.166,0.3,-0.272,0.53,0.483,1.443,0.447,-0.393,0.839,-0.783,0.0,0.203
485,-0.061,-0.375,1.169,0.434,-1.8,-0.31,3.501,-1.793,1.099,0.104,0.127,-0.201,0.408,0.446,1.537,0.509,-0.327,0.94,-0.41,0.0,0.793
486,0.079,-0.4,1.088,0.452,-1.569,-0.116,3.312,-1.389,0.869,0.079,0.053,-0.243,0.481,0.481,1.405,0.593,-0.287,1.054,-0.474,0.0,0.911
487,-0.89,-0.267,1.564,0.609,-2.123,0.009,3.165,-2.252,0.786,0.076,0.237,-0.065,0.748,0.507,1.891,0.523,-0.111,0.771,-0.615,0.0,0.202
488,-0.864,-0.015,1.579,0.671,-2.459,-0.155,3.503,-2.34,0.971,0.137,0.105,-0.239,0.528,0.355,2.082,0.457,-0.457,0.87,-0.731,0.0,0.035
489,-0.089,-0.297,1.267,0.545,-1.69,-0.104,3.769,-2.171,0.85,0.034,0.061,-0.295,0.612,0.262,1.448,0.678,-0.23,0.868,-0.611,0.0,0.55
490,-0.286,-0.454,0.678,-0.179,-0.748,0.089,3.187,-1.097,0.883,-0.242,0.73,-0.22,0.74,0.648,0.681,0.299,0.435,0.23,-0.62,0.0,0.611
491,-0.064,-0.351,1.367,0.547,-1.897,-0.062,3.435,-1.973,0.845,0.282,-0.186,-0.222,0.632,0.249,1.808,0.617,-0.353,0.881,-0.708,0.0,0.411
492,-0.217,-0.136,1.215,0.511,-2.095,-0.051,4.007,-2.422,0.989,-0.089,0.044,-0.166,0.493,0.383,1.372,0.469,-0.358,0.997,-0.7,0.0,0.596
493,-0.776,-0.792,0.928,0.31,-1.752,-0.094,3.206,-1.83,0.735,-0.038,0.434,-0.278,0.624,0.728,1.163,0.318,-0.175,0.717,-0.776,0.0,0.346
494,0.233,-0.475,0.721,0.165,-1.067,0.144,3.682,-1.421,1.077,-0.036,0.226,-0.222,0.845,0.201,0.87,0.585,0.139,0.712,-0.592,0.0,0.843
495,-0.595,-0.153,1.156,0.61,-2.163,0.093,3.642,-2.196,1.164,0.139,0.232,-0.343,0.81,0.64,1.845,0.487,-0.374,1.003,-0.698,0.0,0.603
496,-0.056,-0.381,0.886,0.248,-1.309,-0.013,3.254,-1.37,0.51,0.037,0.246,-0.404,0.632,0.629,1.232,0.35,0.144,0.46,-0.758,0.0,1.022
497,-0.925,-0.506,1.108,0.296,-1.473,0.205,3.13,-1.997,1.004,0.016,0.36,-0.342,0.704,0.421,1.089,0.496,-0.053,0.345,-0.906,0.0,-0.206
498,0.483,-0.249,1.225,0.448,-1.465,0.191,3.197,-1.487,0.214,0.228,0.093,-0.533,0.852,0.598,1.452,0.377,-0.2,0.948,-0.487,0.0,1.456
499,-0.21,-0.127,1.7,0.915,-2.539,-0.178,3.795,-2.236,0.889,0.209,0.078,-0.363,0.653,0.449,2.387,0.598,-0.825,1.305,-0.335,0.0,0.68
500,-0.289,-0.279,1.362,0.433,-1.861,-0.099,3.131,-1.842,0.754,-0.131,-0.011,-0.29,0.596,0.326,1.462,0.578,-0.154,0.808,-0.447,0.0,0.464
501,-0.359,-0.168,1.556,0.86,-2.69,-0.355,3.536,-2.307,0.957,0.231,0.091,-0.215,0.448,0.56,2.003,0.555,-0.793,1.087,-0.441,0.0,0.613
502,-0.691,-0.38,0.92,0.176,-1.291,-0.094,3.787,-1.971,1.2,-0.107,0.677,-0.039,0.61,0.424,1.127,0.411,0.045,0.784,-0.711,0.0,0.36
503,-0.123,-0.181,1.553,0.837,-2.053,-0.215,3.625,-2.289,0.973,-0.019,-0.073,0.171,0.637,0.626,1.969,0.35,-0.581,0.936,-0.471,0.0,0.823
504,-0.978,-0.398,1.211,0.459,-2.098,0.099,3.208,-1.946,0.757,-0.066,0.475,-0.336,0.747,0.684,1.567,0.388,-0.509,0.575,-0.777,0.0,0.166
505,-0.576,-0.119,1.309,0.539,-1.912,-0.173,3.777,-2.311,1.071,0.037,0.305,-0.23,0.585,0.237,1.837,0.637,-0.254,0.875,-0.612,0.0,0.36
506,-0.335,-0.509,0.82,0.248,-1.244,-0.11,3.604,-1.79,1.169,-0.212,0.346,0.038,0.561,0.556,1.069,0.314,0.336,0.716,-0.902,0.0,0.585
507,-0.002,-0.284,1.643,0.788,-1.985,-0.123,4.255,-2.514,0.874,0.123,-0.03,-0.083,0.446,0.783,1.995,0.398,-0.818,1.03,-0.45,0.0,1.157
508,-0.553,-0.278,1.399,0.625,-2.482,-0.096,3.538,-2.104,0.819,0.132,0.436,-0.427,0.755,0.594,1.936,0.38,-0.301,0.933,-0.721,0.0,0.421
509,-0.684,-0.211,0.957,0.237,-1.629,0.081,3.139,-1.502,0.917,-0.075,0.292,-0.434,0.645,0.291,1.049,0.623,0.084,0.631,-0.789,0.0,-0.057
510,-0.245,0.121,1.803,1.078,-2.63,-0.128,3.772,-2.515,0.83,0.344,0.256,-0.262,0.81,0.389,2.387,0.464,-1.032,1.469,-0.242,0.0,1.033
511,-0.265,-0.456,0.855,0.01,-1.081,0.178,3.677,-1.747,0.952,-0.229,0.371,-0.189,0.815,0.483,0.918,0.403,0.423,0.421,-0.839,0.0,0.723
512,-0.596,-0.379,1.164,0.273,-1.733,-0.054,3.227,-2.068,0.702,0.252,0.126,-0.363,0.453,0.635,1.265,0.465,-0.045,0.573,-0.659,0.0,0.603
513,-0.043,-0.253,1.397,0.661,-1.987,-0.092,3.609,-1.898,0.843,-0.159,0.241,-0.068,0.68,0.497,1.633,0.388,-0.434,0.517,-0.517,0.0,0.79
514,-0.537,-0.307,1.41,0.756,-2.453,-0.074,3.385,-2.202,0.953,0.086,0.302,-0.412,0.72,0.689,1.957,0.448,-0.655,0.786,-0.68,0.0,0.604
515,-0.778,-0.232,1.118,0.49,-2.202,-0.016,3.295,-1.885,0.707,0.007,0.391,-0.279,0.7,0.724,1.612,0.254,-0.3,0.744,-0.653,0.0,0.465
516,-0.777,-0.252,1.362,0.476,-2.246,-0.0,3.429,-2.32,0.658,0.173,0.325,-0.253,0.609,0.681,1.475,0.507,-0.396,0.823,-0.458,0.0,0.431
517,-0.6,-0.256,1.092,0.432,-1.748,-0.039,3.372,-1.625,0.787,0.246,0.332,-0.351,0.785,0.4,1.369,0.459,-0.287,1.086,-0.723,0.0,0.503
518,0.039,-0.198,1.244,0.486,-1.784,-0.178,3.156,-1.722,0.592,-0.026,0.336,-0.261,0.579,0.799,1.453,0.326,0.002,0.827,-0.602,0.0,1.167
519,-0.906,-0.344,1.058,0.381,-1.729,-0.219,3.339,-2.246,1.36,-0.294,0.207,-0.044,0.362,0.175,1.418,0.488,-0.168,0.491,-0.68,0.0,-0.16
520,-0.79,-0.592,0.803,0.09,-1.169,0.029,3.128,-1.575,1.285,-0.015,0.279,-0.07,0.656,0.101,1.115,0.668,0.302,0.468,-0.521,0.0,0.094
521,-0.616,-0.625,0.795,0.17,-1.445,0.175,3.121,-1.374,0.888,0.177,0.824,-0.294,0.887,0.62,1.28,0.268,0.12,0.817,-0.749,0.0,0.576
522,-1.462,-0.477,0.873,0.185,-1.384,0.167,3.179,-1.852,1.2,-0.107,0.74,-0.084,0.849,0.454,1.142,0.499,0.201,0.453,-1.161,0.0,-0.306
523,-0.927,-0.205,1.428,0.816,-2.332,-0.214,3.85,-2.728,1.175,0.368,0.3,-0.202,0.527,0.411,2.042,0.617,-0.731,1.175,-0.355,0.0,0.2
524,-0.745,-0.512,0.873,0.188,-1.265,0.129,3.235,-1.637,0.833,0.022,0.362,-0.25,0.867,0.457,0.932,0.476,0.093,0.793,-0.858,0.0,0.348
525,-0.598,-0.511,0.776,0.089,-1.038,-0.106,3.739,-1.711,1.585,-0.109,0.338,-0.068,0.707,0.124,1.107,0.739,0.307,0.75,-0.81,0.0,0.155
526,-0.655,-0.529,0.61,-0.099,-0.578,0.322,2.949,-1.339,1.235,-0.283,0.544,-0.029,0.656,0.373,0.686,0.408,0.5,0.148,-0.535,0.0,-0.09
527,-0.087,-0.238,1.103,0.43,-1.706,-0.019,3.735,-1.824,0.872,-0.078,0.2,-0.195,0.718,0.552,1.446,0.588,-0.161,0.936,-0.763,0.0,1.016
528,-0.688,-0.381,0.948,0.128,-1.238,-0.034,3.392,-1.936,0.874,-0.05,0.41,-0.119,0.721,0.383,0.952,0.564,0.225,0.787,-0.78,0.0,0.334
529,-0.595,-0.22,1.28,0.558,-2.09,-0.081,3.546,-2.358,0.935,0.074,0.385,-0.145,0.712,0.664,1.667,0.332,-0.299,0.915,-0.721,0.0,0.461
530,0.376,-0.397,1.179,0.457,-1.689,-0.058,3.422,-1.27,0.563,0.237,0.011,-0.269,0.652,0.519,1.624,0.484,-0.285,1.093,-0.665,0.0,1.313
531,-0.977,-0.048,1.42,0.763,-2.265,-0.168,3.579,-2.359,1.109,0.101,0.288,-0.113,0.606,0.384,1.982,0.476,-0.577,1.076,-0.8,0.0,0.234
532,-0.663,-0.688,0.427,-0.314,-0.093,0.351,2.572,-0.7,0.858,-0.326,0.851,-0.051,0.941,0.665,0.39,0.288,0.783,0.008,-0.674,0.0,0.302
533,-0.114,-0.524,0.826,0.122,-1.361,0.019,3.403,-1.621,0.836,-0.064,0.358,-0.127,0.625,0.437,1.149,0.503,0.352,0.596,-0.961,0.0,0.527
534,-0.463,-0.388,0.802,-0.066,-0.744,0.024,4.177,-1.965,0.935,-0.371,0.503,-0.12,0.57,0.794,0.782,0.27,0.459,0.583,-0.663,0.0,0.693
535,-0.951,-0.195,1.406,0.521,-1.975,-0.051,3.381,-2.23,0.972,0.074,0.086,-0.114,0.737,0.336,1.727,0.518,-0.382,0.809,-0.711,0.0,0.17
536,0.247,-0.491,1.454,0.641,-1.797,-0.206,3.641,-1.575,0.752,0.173,-0.055,-0.207,0.797,0.578,1.942,0.346,-0.37,0.871,-0.317,0.0,1.386
537,-0.115,-0.434,1.418,0.541,-1.948,-0.349,3.652,-2.275,1.075,0.329,-0.014,-0.311,0.27,0.244,1.821,0.659,-0.193,0.98,-0.602,0.0,0.465
538,-0.248,-0.427,1.076,0.504,-1.723,-0.154,3.18,-1.688,0.697,-0.137,0.391,-0.236,0.582,0.859,1.629,0.276,-0.131,0.792,-0.589,0.0,0.936
539,-0.541,-0.29,0.851,-0.098,-0.612,-0.045,3.391,-1.44,1.253,-0.472,0.446,0.088,0.85,0.466,0.894,0.458,0.611,0.204,-0.871,0.0,0.561
540,-1.449,-0.192,1.696,0.93,-2.619,-0.161,3.342,-3.01,0.852,0.091,0.351,-0.247,0.568,0.489,2.052,0.403,-0.89,1.056,-0.837,0.0,-0.375
541,-0.647,-0.232,1.365,0.715,-2.131,-0.143,3.736,-2.53,1.06,0.152,0.198,-0.167,0.469,0.398,1.696,0.496,-0.56,1.077,-0.747,0.0,0.484
542,-0.936,-0.424,1.293,0.413,-1.723,0.122,3.644,-2.369,0.828,0.186,0.579,-0.228,0.664,0.84,1.574,0.47,-0.398,1.081,-0.467,0.0,0.135
543,-0.704,-0.217,0.978,0.452,-1.44,-0.147,3.628,-2.052,1.221,-0.173,0.246,0.098,0.614,0.337,1.2,0.488,-0.078,0.63,-0.599,0.0,0.253
544,-0.209,-0.07,1.948,1.091,-2.498,-0.284,3.876,-2.773,0.629,0.392,0.005,-0.405,0.506,0.564,2.402,0.464,-0.879,1.327,-0.418,0.0,0.79
545,0.197,-0.083,1.641,0.829,-2.059,-0.203,3.553,-2.25,0.711,0.262,-0.311,-0.15,0.546,0.308,2.07,0.624,-0.586,1.204,-0.222,0.0,1.014
546,0.161,-0.067,1.469,0.745,-1.989,-0.125,3.455,-1.999,0.6,0.281,-0.166,-0.195,0.512,0.47,1.985,0.56,-0.578,1.003,-0.49,0.0,0.932
547,-0.534,-0.072,1.741,0.88,-2.45,-0.168,3.954,-2.586,0.927,0.215,0.026,-0.075,0.668,0.333,2.128,0.467,-0.758,1.005,-0.673,0.0,0.489
548,-0.294,-0.496,1.255,0.631,-1.974,0.22,3.821,-2.257,1.075,0.124,0.111,-0.304,0.79,0.473,1.505,0.551,-0.466,0.977,-0.559,0.0,0.481
549,-0.305,-0.41,0.813,-0.008,-0.864,0.108,3.126,-1.283,0.785,-0.599,0.297,0.066,0.735,0.79,0.892,0.242,0.357,0.175,-0.641,0.0,0.659
550,-0.753,-0.408,0.957,0.067,-1.159,0.207,3.236,-1.582,0.876,-0.009,0.502,-0.249,0.844,0.643,1.009,0.375,0.518,0.644,-1.019,0.0,0.462
551,-0.063,-0.166,1.253,0.527,-2.025,-0.084,3.633,-2.121,0.762,0.105,-0.05,-0.341,0.498,0.642,1.652,0.415,-0.349,1.224,-0.384,0.0,0.563
552,0.204,-0.295,1.035,0.317,-1.208,0.043,3.232,-1.305,0.585,0.074,0.092,-0.168,0.686,0.518,1.216,0.447,0.22,0.709,-0.584,0.0,1.001
553,-0.916,-0.12,1.682,0.706,-2.168,-0.161,3.355,-2.358,0.76,0.261,0.186,-0.162,0.653,0.562,2.076,0.507,-0.44,0.985,-0.807,0.0,0.567
554,-0.821,-0.231,0.818,0.17,-1.299,-0.158,3.131,-1.493,1.028,-0.25,0.558,-0.125,0.665,0.558,1.019,0.316,0.324,0.396,-0.847,0.0,0.238
555,-0.182,-0.434,0.651,0.008,-0.747,0.202,2.98,-0.98,0.639,-0.056,0.555,-0.336,1.222,0.533,0.758,0.439,0.55,0.516,-0.665,0.0,0.987
556,-0.181,-0.312,1.319,0.56,-1.811,-0.14,3.383,-1.985,0.649,-0.038,0.133,-0.017,0.662,0.847,1.625,0.296,-0.295,0.821,-0.81,0.0,0.93
557,-0.48,-0.282,0.536,-0.22,-0.194,0.146,3.536,-1.333,1.34,-0.251,0.617,-0.135,0.798,0.311,0.446,0.596,0.777,0.293,-0.531,0.0,0.205
558,-0.29,0.02,1.548,0.922,-2.528,-0.185,3.665,-2.459,0.968,0.087,0.118,-0.188,0.582,0.505,2.07,0.475,-0.6,1.054,-0.475,0.0,0.672
559,-0.585,-0.252,0.843,0.093,-0.864,-0.063,3.023,-1.647,0.884,-0.328,0.595,0.069,0.909,0.732,0.848,0.293,0.437,0.143,-0.715,0.0,0.778
560,-0.24,-0.418,0.977,0.345,-1.482,-0.171,3.344,-1.726,1.097,0.297,-0.039,-0.219,0.486,0.135,1.346,0.701,-0.041,1.177,-0.477,0.0,0.389
561,-0.589,0.097,1.914,0.954,-2.778,-0.202,3.859,-2.811,1.065,0.51,-0.118,-0.248,0.654,0.226,2.284,0.722,-0.887,1.572,-0.295,0.0,0.278
562,-0.264,-0.55,1.083,0.445,-1.441,-0.218,3.108,-1.72,0.764,-0.348,0.258,0.123,0.556,0.639,1.415,0.325,-0.12,0.359,-0.731,0.0,0.656
563,-0.518,-0.113,1.16,0.368,-1.448,0.066,4.624,-2.394,1.314,-0.306,0.274,-0.034,0.796,0.312,1.281,0.462,0.034,0.701,-0.75,0.0,0.454
564,-1.043,-0.274,1.266,0.632,-2.472,0.13,3.886,-2.481,0.983,0.29,0.421,-0.435,0.832,0.416,1.801,0.448,-0.456,1.099,-0.652,0.0,0.098
565,-0.396,-0.038,1.532,0.859,-2.628,-0.295,3.28,-2.428,0.608,0.125,0.196,-0.3,0.472,0.581,1.942,0.431,-0.726,0.923,-0.513,0.0,0.804
566,0.081,-0.56,0.557,-0.213,-0.256,0.193,3.136,-0.968,0.77,-0.352,0.38,-0.049,0.732,0.48,0.541,0.42,0.571,0.236,-0.776,0.0,0.902
567,0.526,-0.361,1.071,0.396,-1.316,0.089,3.799,-1.614,1.059,-0.187,-0.104,0.136,0.747,0.355,1.266,0.545,-0.088,0.844,-0.561,0.0,1.155
568,-0.468,-0.188,1.799,0.942,-2.546,-0.249,3.573,-2.562,0.84,0.291,-0.087,-0.168,0.429,0.567,2.219,0.646,-0.907,1.193,-0.369,0.0,0.534
569,-0.563,-0.437,1.249,0.686,-2.075,-0.081,3.548,-2.155,1.143,0.174,0.278,-0.131,0.881,0.214,1.885,0.686,-0.359,1.155,-0.684,0.0,0.318
570,-0.85,-0.253,0.974,0.111,-1.178,0.011,3.496,-1.566,0.845,-0.011,0.533,-0.239,0.89,0.608,0.853,0.486,0.104,0.555,-0.707,0.0,0.575
571,-0.849,-0.214,1.367,0.722,-2.173,-0.102,3.743,-2.459,0.96,-0.125,0.449,-0.287,0.68,0.632,1.714,0.261,-0.682,0.718,-0.81,0.0,0.4
572,0.009,-0.594,0.868,0.246,-1.243,0.047,3.463,-1.398,0.881,0.142,0.164,-0.2,0.84,0.271,1.116,0.596,-0.007,0.764,-0.522,0.0,0.878
573,-0.341,-0.329,0.79,0.156,-1.172,-0.014,3.99,-1.935,1.117,-0.193,0.29,-0.379,0.678,0.556,0.912,0.351,-0.025,0.599,-0.508,0.0,0.667
574,-0.604,-0.369,1.206,0.489,-1.903,0.031,3.032,-1.939,0.871,-0.067,0.147,-0.092,0.742,0.54,1.328,0.462,-0.245,0.481,-0.811,0.0,0.414
575,-0.709,-0.194,1.452,0.719,-2.253,-0.006,3.64,-2.267,0.744,0.165,0.098,-0.239,0.59,0.541,1.917,0.405,-0.374,0.979,-0.591,0.0,0.348
576,-0.627,-0.338,0.811,0.083,-1.405,0.006,3.274,-1.545,0.817,0.205,0.513,-0.564,0.855,0.509,0.852,0.402,0.027,0.737,-0.704,0.0,0.556
577,-0.309,0.125,1.86,1.373,-2.803,-0.325,4.227,-3.191,1.096,0.335,-0.11,-0.194,0.37,0.599,2.65,0.276,-1.092,1.513,-0.409,0.0,0.433
578,-0.266,-0.16,1.0,0.05,-0.872,0.212,3.251,-1.551,1.169,0.322,0.307,-0.132,0.891,0.236,1.046,0.807,0.296,0.849,-0.69,0.0,0.23
579,0.225,-0.25,1.634,0.854,-2.008,-0.241,4.266,-2.333,1.069,0.158,-0.222,-0.181,0.664,0.251,1.937,0.723,-0.473,1.27,-0.408,0.0,1.099
580,-0.278,-0.554,0.53,-0.069,-0.612,0.107,3.155,-1.336,1.136,-0.503,0.3,-0.067,0.623,0.444,0.774,0.411,0.51,0.29,-0.848,0.0,0.412
581,0.348,-0.174,1.448,0.588,-1.947,-0.039,3.477,-1.539,0.39,-0.07,-0.071,-0.396,0.71,0.42,1.735,0.347,-0.375,0.473,-0.242,0.0,1.114
582,-0.545,-0.196,0.925,0.175,-1.303,0.324,3.158,-1.474,1.01,0.139,0.387,-0.286,0.791,0.41,1.207,0.283,-0.029,0.536,-0.555,0.0,0.033
583,-0.233,-0.149,1.263,0.624,-2.044,-0.016,3.551,-2.024,0.625,0.021,0.189,-0.304,0.695,0.617,1.654,0.505,-0.528,0.908,-0.362,0.0,0.54
584,-0.581,-0.308,0.648,-0.08,-0.836,0.44,3.475,-1.225,0.87,-0.272,0.704,-0.226,1.093,0.446,0.692,0.462,0.287,0.584,-0.637,0.0,0.44
585,-0.597,-0.211,1.215,0.309,-1.906,0.068,3.103,-1.719,0.519,-0.035,0.461,-0.377,0.889,0.489,1.479,0.388,-0.027,0.6,-0.706,0.0,0.452
586,-0.168,-0.165,1.341,0.594,-1.91,-0.215,3.536,-1.958,0.801,0.048,0.281,-0.112,0.689,0.395,1.677,0.486,-0.259,0.852,-0.662,0.0,0.922
587,-0.305,-0.177,1.369,0.677,-2.201,-0.152,3.167,-2.085,0.617,-0.076,-0.015,-0.304,0.706,0.716,1.789,0.314,-0.348,0.615,-0.607,0.0,0.768
588,-0.832,-0.302,1.611,0.567,-2.189,-0.012,3.753,-2.662,1.024,0.187,-0.002,-0.141,0.682,0.561,1.787,0.45,-0.523,0.94,-0.344,0.0,0.294
589,-0.512,-0.165,1.436,0.648,-1.988,-0.01,3.387,-2.07,1.063,-0.153,0.15,-0.027,0.671,0.385,1.649,0.445,-0.443,0.754,-0.673,0.0,0.386
590,0.036,-0.484,1.062,0.427,-1.649,0.014,3.57,-1.695,0.917,0.061,0.19,-0.316,0.727,0.556,1.445,0.335,-0.185,0.83,-0.552,0.0,0.941
