x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-7.36,-3.502,0.248,4.351,-0.748,2.567,0.738,3.762,0.0,-1.161,-2.347,-0.364,1.342,1.587,-0.593,0.097,0.96,0.192,1.467,0.597,2.598
-7.388,-3.9,0.393,3.932,-0.753,2.607,0.225,4.297,0.0,-1.019,-2.194,-0.519,0.773,1.553,-0.957,0.495,1.02,0.263,1.216,0.775,2.766
-7.379,-4.374,-0.015,4.153,-0.783,2.257,0.408,4.454,0.0,-1.072,-2.805,-0.102,1.455,1.694,-0.696,0.478,1.395,0.528,1.089,0.771,2.387
-8.295,-3.051,0.082,4.782,-0.725,2.695,0.688,3.641,0.0,-0.963,-3.198,0.119,1.38,1.134,-0.409,0.32,1.308,0.407,1.316,0.661,3.028
-5.945,-3.133,0.057,3.408,-0.741,2.127,0.403,3.653,0.0,-0.77,-1.874,-0.433,1.319,1.556,-0.468,0.133,0.851,0.192,0.921,0.344,2.329
-6.806,-2.703,0.194,4.1,-0.713,2.282,0.558,3.42,0.0,-0.731,-2.24,-0.167,1.212,1.108,-0.454,0.051,0.962,0.19,1.139,0.512,2.402
-6.641,-4.466,0.221,3.875,-0.702,2.453,-0.1,4.699,0.0,-1.061,-1.927,-1.028,0.928,1.784,-0.613,0.258,1.129,0.091,1.294,0.425,2.308
-6.424,-2.899,-0.103,3.929,-0.82,2.501,0.514,3.28,0.0,-0.706,-2.45,-0.309,1.546,1.172,-0.128,0.225,0.947,0.292,1.124,0.816,2.554
-5.411,-3.863,-0.088,3.111,-0.952,1.888,0.179,4.293,0.0,-1.078,-1.552,-0.484,1.601,1.664,-0.081,0.145,1.301,0.509,1.285,0.299,1.905
-6.816,-4.41,0.195,3.886,-0.7,2.423,0.257,4.321,0.0,-0.835,-1.851,-0.584,1.1,1.412,-0.619,0.123,0.914,0.203,1.307,0.814,2.502
-6.8,-4.069,-0.006,3.858,-0.709,2.387,0.677,4.28,0.0,-0.906,-2.456,-0.163,1.772,1.487,-0.289,0.405,0.995,0.325,1.189,0.86,2.421
-8.241,-3.733,-0.086,4.865,-0.73,2.656,0.727,4.048,0.0,-1.255,-3.011,-0.147,1.567,1.428,-0.451,0.137,1.127,0.218,1.263,0.687,2.719
-7.941,-4.953,-0.083,4.436,-0.907,2.825,0.682,4.92,0.0,-0.874,-2.67,-0.092,1.745,1.546,-0.504,0.202,1.071,0.304,1.26,0.674,2.602
-6.879,-3.342,0.045,4.073,-0.792,2.243,0.41,3.77,0.0,-0.819,-2.115,-0.417,1.505,1.483,-0.187,0.116,0.946,0.268,1.177,0.561,2.684
-6.368,-3.929,-0.072,3.559,-0.766,2.207,0.35,4.243,0.0,-0.853,-2.137,-0.513,1.574,1.692,-0.379,0.435,0.941,0.377,1.128,0.797,2.469
-7.963,-4.233,-0.096,4.603,-0.861,2.582,0.403,4.418,0.0,-1.161,-2.718,-0.392,1.503,1.699,-0.656,0.352,1.248,0.313,1.227,0.654,2.642
-6.839,-4.038,0.227,3.785,-0.711,2.297,0.552,4.212,0.0,-0.792,-2.055,-0.704,1.082,1.573,-0.499,0.182,0.947,0.189,1.24,0.241,2.679
-7.09,-3.798,-0.221,4.042,-0.889,2.416,0.183,4.173,0.0,-1.308,-2.362,-0.446,1.616,1.612,-0.676,0.303,1.252,0.298,1.138,0.721,2.607
-7.159,-4.529,-0.312,4.059,-1.134,2.618,-0.217,4.761,0.0,-1.16,-2.393,-0.507,1.588,1.784,-0.582,0.222,1.013,0.236,0.9,0.623,2.439
-6.458,-5.298,-0.023,3.217,-0.866,2.252,0.152,5.195,0.0,-1.02,-1.64,-0.642,1.32,1.807,-0.744,0.124,0.95,0.196,1.084,0.397,2.05
-7.094,-3.374,-0.058,4.271,-0.906,2.786,-0.318,3.86,0.0,-0.999,-2.619,-0.653,1.012,1.838,-0.943,0.43,0.87,0.28,1.214,0.879,2.504
-7.396,-3.616,0.107,4.324,-0.745,2.607,0.546,3.98,0.0,-0.916,-2.652,-0.267,1.445,1.271,-0.112,0.417,1.178,0.346,1.453,0.824,2.654
-7.465,-4.315,-0.008,4.27,-0.901,2.62,0.056,4.696,0.0,-1.199,-2.151,-0.731,1.31,1.918,-0.685,-0.11,0.885,0.092,1.052,0.466,2.594
-7.632,-4.409,0.061,4.075,-0.782,2.26,0.586,4.53,0.0,-0.897,-2.038,-0.352,1.534,1.564,-0.317,0.183,0.984,0.193,1.309,0.422,2.77
-6.794,-3.271,0.014,4.311,-0.719,2.469,0.564,3.585,0.0,-1.065,-2.618,-0.204,1.472,1.272,-0.18,0.379,1.348,0.486,1.225,0.435,2.382
-8.313,-4.247,-0.096,4.819,-0.991,2.96,-0.242,4.574,0.0,-1.054,-2.734,-0.568,1.119,1.664,-0.675,0.279,1.017,0.177,1.189,0.677,2.902
-6.853,-4.609,0.019,3.907,-0.79,2.239,0.247,4.775,0.0,-0.977,-2.273,-0.708,1.303,1.802,-0.432,0.241,1.234,0.37,1.215,0.421,2.227
-8.202,-5.994,0.097,4.366,-0.87,2.782,0.441,6.0,0.0,-1.022,-2.564,-0.63,1.465,1.76,-0.397,0.261,1.222,0.301,1.094,0.619,2.564
-6.38,-4.778,-0.117,3.42,-0.862,2.265,0.289,4.955,0.0,-0.968,-2.054,-0.341,1.597,1.549,-0.457,0.331,1.167,0.378,1.136,0.756,1.965
-7.596,-5.014,-0.066,4.094,-0.778,2.627,0.548,5.092,0.0,-0.777,-2.295,-0.464,1.484,1.631,-0.532,0.278,1.008,0.159,1.245,0.584,2.542
-8.189,-4.632,-0.078,4.87,-0.927,2.877,-0.299,4.573,0.0,-1.271,-2.926,-0.595,1.278,1.944,-1.055,0.367,1.23,0.123,1.222,0.667,2.717
-7.572,-3.696,-0.057,4.487,-0.851,2.618,0.544,4.199,0.0,-0.792,-2.973,-0.141,1.662,1.254,-0.128,0.42,1.122,0.218,1.299,0.777,2.767
-7.669,-3.841,-0.097,4.589,-0.837,2.883,0.494,4.238,0.0,-1.063,-2.825,-0.117,1.492,1.411,-0.488,0.128,1.181,0.298,1.325,0.77,2.659
-8.331,-3.619,-0.037,4.88,-0.862,2.72,0.764,3.896,0.0,-1.075,-2.86,0.123,1.673,1.267,-0.269,0.046,1.456,0.388,1.161,0.506,2.739
-7.249,-4.764,-0.363,4.142,-1.042,2.485,0.239,4.926,0.0,-1.185,-2.647,-0.223,1.997,1.741,-0.246,0.143,1.213,0.3,1.122,0.581,2.484
-7.041,-4.456,0.092,3.711,-0.732,2.284,0.631,4.625,0.0,-0.85,-2.07,-0.328,1.505,1.565,-0.335,0.419,0.945,0.167,1.317,0.487,2.515
-7.419,-3.786,-0.279,4.451,-0.951,2.525,-0.068,4.357,0.0,-1.185,-2.699,-0.408,1.525,1.665,-0.505,0.448,1.123,0.381,1.188,1.134,2.558
-7.388,-4.476,0.062,4.174,-0.72,2.544,0.598,4.764,0.0,-0.892,-2.238,-0.257,1.567,1.51,-0.346,0.213,1.036,0.271,1.238,0.506,2.396
-6.182,-2.899,-0.169,3.775,-0.789,2.344,-0.033,3.548,0.0,-0.994,-2.243,-0.453,1.291,1.494,-0.532,0.277,1.119,0.279,1.191,0.679,2.232
-6.145,-3.765,0.04,3.489,-0.752,2.178,0.373,4.146,0.0,-0.92,-1.903,-0.505,1.281,1.465,-0.458,0.182,1.021,0.246,1.256,0.663,2.024
-6.774,-4.395,-0.305,3.903,-1.077,2.446,-0.263,4.752,0.0,-1.046,-2.114,-0.381,1.645,1.776,-0.441,0.12,0.937,0.156,1.223,0.502,2.183
-5.356,-3.453,0.081,2.885,-0.741,2.033,0.592,3.982,0.0,-0.87,-1.402,-0.288,1.45,1.299,-0.26,0.253,0.819,0.25,1.142,0.516,2.168
-8.091,-4.29,0.011,4.718,-0.907,2.816,0.023,4.33,0.0,-1.001,-2.82,-0.366,1.273,1.605,-0.737,0.472,1.284,0.322,1.252,0.712,2.793
-7.66,-4.643,-0.091,4.314,-0.74,2.506,0.347,4.664,0.0,-1.174,-2.644,-0.33,1.507,1.627,-0.692,0.317,1.038,0.375,1.153,0.746,2.41
-7.96,-3.367,-0.071,4.801,-0.898,2.67,0.072,3.96,0.0,-0.965,-2.986,-0.642,1.35,1.591,-0.562,0.448,1.2,0.177,1.104,0.817,2.81
-7.726,-4.827,0.069,4.364,-0.746,2.497,0.517,4.766,0.0,-1.004,-2.415,-0.309,1.441,1.523,-0.557,0.148,1.207,0.193,1.285,0.328,2.696
-6.745,-4.011,0.004,3.838,-0.761,2.393,0.49,4.226,0.0,-0.781,-2.117,-0.282,1.507,1.436,-0.38,0.128,1.031,0.265,0.951,0.479,2.342
-8.105,-4.389,-0.169,4.884,-0.751,2.602,0.401,4.73,0.0,-1.082,-2.789,-0.267,1.832,1.76,-0.479,0.051,0.9,0.154,1.343,0.688,2.726
-5.592,-3.442,-0.12,3.275,-0.822,2.258,0.547,3.964,0.0,-0.691,-2.235,-0.177,1.786,1.254,-0.155,0.589,1.053,0.32,0.844,0.933,2.045
-6.82,-4.717,-0.023,3.693,-0.856,2.481,0.56,5.041,0.0,-1.007,-2.043,-0.433,1.668,1.696,-0.199,0.314,0.943,0.272,1.017,0.459,2.503
-6.345,-2.705,-0.03,4.076,-0.929,2.542,0.133,3.462,0.0,-1.082,-2.347,-0.474,1.63,1.463,-0.204,0.356,1.092,0.229,1.219,0.739,2.479
-7.475,-3.95,0.223,4.307,-0.746,2.34,0.69,4.31,0.0,-1.013,-2.574,-0.198,1.609,1.541,-0.243,0.354,1.072,0.228,1.159,0.526,2.645
-7.591,-3.928,0.138,4.347,-0.728,2.476,0.37,4.075,0.0,-0.981,-2.513,-0.462,1.428,1.676,-0.477,0.263,0.787,0.012,1.207,0.339,2.78
-6.35,-4.038,0.017,3.435,-0.814,2.307,0.434,4.476,0.0,-0.87,-2.017,-0.522,1.284,1.595,-0.51,0.296,1.292,0.364,0.93,0.612,2.317
-7.668,-4.096,0.059,4.33,-0.805,2.62,0.23,4.401,0.0,-1.156,-2.444,-0.342,1.41,1.421,-0.348,0.232,0.899,0.113,1.244,0.706,2.768
-7.055,-4.486,-0.184,3.887,-0.824,2.549,0.373,4.618,0.0,-1.111,-2.191,-0.47,1.493,1.853,-0.817,-0.127,0.891,0.147,1.242,0.459,2.347
-7.266,-4.077,0.299,3.875,-0.735,2.392,0.162,4.396,0.0,-0.9,-2.075,-0.619,0.904,1.635,-0.802,0.312,0.763,0.236,1.259,0.678,2.715
-6.439,-3.336,0.122,3.765,-0.74,2.547,0.241,4.11,0.0,-1.061,-1.867,-0.485,1.216,1.441,-0.616,0.264,1.109,0.223,1.024,0.483,2.264
-7.152,-3.939,0.059,4.18,-0.723,2.214,0.501,4.26,0.0,-1.058,-2.331,-0.686,1.439,1.586,-0.336,0.234,0.971,0.179,1.352,0.625,2.718
-7.953,-5.11,-0.115,4.437,-0.829,2.809,0.236,5.205,0.0,-1.045,-2.692,-0.794,1.426,1.949,-0.707,0.42,1.15,0.209,1.147,0.5,2.744
-6.769,-3.472,0.014,3.775,-0.745,2.332,0.765,4.08,0.0,-0.794,-2.065,-0.37,1.666,1.288,-0.191,0.1,0.907,0.34,1.184,0.325,2.566
-6.155,-4.194,-0.051,3.598,-0.862,2.199,0.124,4.647,0.0,-0.992,-2.066,-0.9,1.351,1.768,-0.491,0.219,0.942,0.318,1.368,0.766,2.132
-6.047,-4.397,-0.031,3.126,-0.772,2.034,0.413,4.594,0.0,-0.81,-1.661,-0.396,1.404,1.689,-0.415,0.274,0.952,0.233,1.293,0.353,1.945
-5.925,-3.736,-0.07,3.17,-0.732,2.235,0.483,4.156,0.0,-0.804,-1.602,-0.221,1.458,1.32,-0.295,-0.065,0.735,0.175,1.142,0.384,2.027
-7.684,-3.877,-0.016,4.481,-0.897,2.678,-0.012,4.168,0.0,-0.94,-2.485,-0.303,1.413,1.53,-0.799,0.297,0.969,0.241,1.359,0.838,2.707
-6.645,-3.862,0.044,3.666,-0.716,2.349,0.563,4.317,0.0,-0.924,-2.032,-0.462,1.505,1.627,-0.462,0.27,0.876,0.086,1.059,0.348,2.408
-7.351,-3.248,0.09,4.338,-0.718,2.349,0.516,3.76,0.0,-0.911,-2.446,-0.146,1.395,1.363,-0.3,0.11,0.995,0.21,1.042,0.499,2.785
-6.866,-4.091,-0.009,3.981,-0.872,2.27,0.249,4.441,0.0,-1.145,-1.947,-0.676,1.335,1.675,-0.441,0.258,0.981,0.174,1.09,0.581,2.33
-7.36,-3.744,0.233,4.331,-0.764,2.276,0.695,4.147,0.0,-0.747,-2.123,-0.359,1.371,1.413,-0.38,0.126,1.091,0.328,1.276,0.648,2.606
-6.485,-3.765,0.193,3.801,-0.708,2.39,0.619,4.094,0.0,-0.914,-1.959,-0.526,1.094,1.478,-0.612,0.15,1.044,0.228,1.316,0.425,2.23
-6.14,-3.818,0.027,3.381,-0.856,2.374,0.254,4.122,0.0,-1.156,-1.926,-0.596,1.243,1.52,-0.455,0.23,0.997,0.333,1.032,0.867,2.321
-8.325,-3.264,-0.054,5.078,-0.714,2.707,0.711,3.796,0.0,-0.735,-3.498,-0.034,1.673,1.293,-0.336,0.547,1.077,-0.039,1.248,0.739,2.938
-6.383,-3.831,-0.082,3.629,-0.706,2.425,0.458,4.263,0.0,-0.994,-2.182,-0.193,1.504,1.279,-0.375,0.245,1.173,0.331,1.073,0.843,2.133
-7.922,-3.96,-0.127,4.534,-0.83,2.686,0.468,4.226,0.0,-1.044,-3.014,-0.012,1.789,1.45,-0.387,0.302,1.364,0.363,1.197,0.696,2.885
-8.32,-5.056,-0.096,4.551,-0.729,2.64,0.804,4.957,0.0,-0.878,-2.888,0.162,1.862,1.058,-0.059,0.231,1.219,0.063,1.188,0.538,2.567
-7.193,-3.204,0.218,4.155,-0.755,2.396,0.513,3.719,0.0,-0.848,-2.025,-0.167,1.328,1.325,-0.506,0.061,0.876,0.237,1.094,0.685,2.604
-6.276,-4.729,-0.014,3.466,-0.891,2.109,0.444,4.983,0.0,-0.8,-2.09,-0.417,1.517,1.682,-0.318,0.21,1.113,0.507,0.986,0.774,2.062
-6.307,-2.736,0.02,3.556,-0.993,2.426,-0.028,3.4,0.0,-0.895,-1.865,-0.363,1.27,1.319,-0.694,0.312,0.981,0.362,0.877,0.649,2.388
-7.228,-3.88,-0.308,4.514,-0.865,2.508,0.127,4.283,0.0,-0.978,-2.934,-0.545,1.718,1.717,-0.374,0.219,0.844,0.083,1.268,0.552,2.57
-6.897,-3.22,-0.002,4.169,-0.911,2.632,0.344,3.824,0.0,-0.806,-2.522,-0.439,1.429,1.29,-0.331,0.16,1.096,0.376,1.208,0.836,2.598
-7.486,-4.902,-0.003,3.964,-0.77,2.25,0.354,5.088,0.0,-1.061,-2.352,-0.51,1.223,1.78,-0.762,0.2,0.856,0.059,1.016,0.409,2.473
-7.149,-3.897,0.319,4.0,-0.719,2.535,0.707,4.276,0.0,-0.797,-2.225,-0.049,1.305,1.242,-0.202,0.179,0.873,0.152,1.142,0.501,2.489
-5.721,-2.344,-0.002,3.571,-0.741,2.298,0.327,2.962,0.0,-0.923,-1.877,-0.243,1.204,1.08,-0.135,0.164,1.09,0.226,1.168,0.511,2.194
-6.793,-4.194,-0.153,3.874,-0.886,2.44,-0.173,4.409,0.0,-1.15,-1.999,-0.469,1.478,1.844,-0.736,0.153,0.954,0.097,1.123,0.322,2.312
-8.014,-3.879,-0.216,4.655,-0.818,2.739,0.312,4.197,0.0,-1.14,-3.015,-0.159,1.595,1.635,-0.501,0.257,1.243,0.252,1.286,0.643,2.752
-5.771,-4.619,-0.153,3.085,-0.723,1.884,0.491,4.787,0.0,-0.672,-1.669,-0.603,1.399,1.632,-0.417,0.086,1.025,0.226,0.961,0.187,1.897
-6.379,-4.404,0.018,3.583,-0.753,2.185,0.476,4.49,0.0,-0.817,-2.181,-0.211,1.678,1.495,-0.388,0.153,0.756,0.29,1.062,0.745,2.153
-7.855,-4.312,0.021,4.457,-0.828,2.744,0.329,4.724,0.0,-0.86,-2.472,-0.449,1.347,1.672,-0.51,0.25,0.997,0.103,1.103,0.57,2.485
-7.945,-4.132,0.095,4.357,-0.707,2.675,0.641,4.554,0.0,-0.824,-2.857,-0.055,1.493,1.48,-0.752,0.186,1.267,0.191,1.25,0.523,2.644
-6.974,-3.415,-0.16,3.93,-0.718,2.28,0.705,4.04,0.0,-0.837,-2.937,0.054,1.834,1.262,0.149,0.576,1.151,0.198,0.964,0.892,2.672
-6.571,-5.433,0.266,3.336,-0.704,2.253,-0.061,5.251,0.0,-1.18,-1.377,-0.977,0.791,2.145,-0.996,0.095,0.668,0.232,1.314,0.062,2.272
-7.004,-3.257,-0.009,4.202,-0.723,2.184,0.307,3.696,0.0,-0.996,-2.304,-0.202,1.532,1.211,0.071,0.21,1.281,0.419,1.158,0.685,2.744
-7.416,-3.688,0.217,4.269,-0.705,2.404,0.473,3.915,0.0,-0.947,-2.682,-0.227,1.293,1.3,-0.383,0.402,1.13,0.303,1.123,0.832,2.599
-7.802,-3.212,0.057,4.6,-0.769,2.778,0.661,3.64,0.0,-0.762,-2.905,-0.047,1.579,1.359,-0.313,0.385,0.867,0.064,1.157,0.56,2.845
-7.405,-2.583,-0.054,4.58,-0.943,2.624,0.096,3.65,0.0,-1.093,-2.682,-0.393,1.368,1.463,-0.395,0.297,1.345,0.252,1.159,0.577,2.603
-6.777,-4.14,-0.126,4.044,-0.81,2.314,0.369,4.451,0.0,-0.857,-2.339,-0.788,1.305,1.844,-0.783,0.313,1.186,0.322,1.241,0.698,2.381
-5.814,-4.733,-0.06,3.359,-0.715,2.237,0.476,4.771,0.0,-0.967,-1.98,-0.799,1.361,1.747,-0.47,0.1,1.182,0.414,0.958,0.296,2.077
-6.012,-3.265,-0.426,3.502,-1.085,2.431,-0.333,3.955,0.0,-1.228,-1.749,-0.275,1.657,1.669,-0.539,0.099,1.072,0.297,1.184,0.404,2.053
-6.557,-2.741,-0.118,3.944,-0.733,2.263,0.566,3.488,0.0,-0.788,-2.727,-0.189,1.75,1.164,0.119,0.344,1.206,0.186,0.983,0.938,2.466
-6.789,-3.323,-0.123,4.064,-0.914,2.573,-0.196,3.866,0.0,-1.196,-2.163,-0.634,1.375,1.732,-0.668,0.113,1.189,0.284,1.227,0.414,2.448
-8.28,-4.641,0.217,4.682,-0.749,2.335,0.618,4.722,0.0,-0.813,-2.712,-0.421,1.311,1.668,-0.486,0.232,0.98,0.099,1.136,0.601,2.854
-7.39,-3.448,-0.012,4.5,-0.767,2.547,0.413,4.0,0.0,-0.825,-2.66,-0.362,1.523,1.728,-0.558,0.14,1.054,0.287,1.28,0.553,2.761
-7.269,-3.963,0.144,4.27,-0.758,2.551,0.255,4.255,0.0,-1.021,-2.165,-0.644,1.036,1.708,-0.78,0.13,1.241,0.519,1.293,0.694,2.6
-6.977,-4.505,0.066,3.679,-0.717,2.15,0.767,4.735,0.0,-0.898,-1.883,-0.235,1.416,1.52,-0.431,0.181,0.926,0.266,0.969,0.498,2.324
-6.867,-3.043,0.147,4.099,-0.715,2.209,0.79,3.582,0.0,-0.76,-2.121,0.002,1.348,0.989,-0.225,0.101,0.858,0.2,1.176,0.776,2.463
-6.838,-2.99,0.044,3.987,-0.852,2.407,0.211,3.625,0.0,-1.075,-2.207,-0.316,1.521,1.363,-0.247,0.249,1.147,0.074,1.132,0.463,2.588
-7.962,-4.25,-0.082,4.669,-0.755,2.619,0.51,4.545,0.0,-0.857,-2.897,-0.18,1.811,1.592,-0.441,0.278,0.779,0.03,1.519,0.739,2.75
-6.316,-4.967,-0.04,3.22,-0.699,2.138,0.476,5.015,0.0,-0.78,-1.52,-0.405,1.615,1.487,-0.298,-0.002,0.952,0.312,1.221,0.288,2.229
-7.194,-3.168,0.1,4.269,-0.913,2.586,0.425,3.633,0.0,-0.962,-2.305,-0.077,1.513,1.303,-0.222,0.079,1.242,0.336,1.237,0.727,2.711
-6.379,-4.325,0.024,3.651,-0.732,2.301,0.522,4.591,0.0,-0.96,-2.007,-0.705,1.201,1.652,-0.485,0.095,0.937,0.087,1.218,0.516,2.263
-7.499,-3.32,0.047,4.262,-0.732,2.478,0.434,3.994,0.0,-0.875,-2.684,-0.422,1.22,1.41,-0.497,0.439,1.047,0.163,1.224,0.855,2.7
-6.583,-4.049,0.141,3.691,-0.724,2.193,0.471,4.493,0.0,-0.775,-1.947,-0.205,1.447,1.611,-0.454,0.256,0.618,0.036,1.145,0.541,2.293
-7.379,-3.938,0.172,4.003,-0.758,2.306,0.541,4.411,0.0,-0.833,-2.317,-0.61,1.286,1.537,-0.444,0.207,0.953,0.201,1.21,0.431,2.768
-8.058,-4.311,0.153,4.476,-0.925,2.861,0.163,4.57,0.0,-1.06,-2.45,-0.472,1.256,1.451,-0.613,0.035,1.054,0.174,1.273,0.949,2.799
-6.458,-4.0,-0.158,3.742,-0.864,2.321,0.5,4.258,0.0,-0.995,-2.017,-0.389,1.867,1.582,-0.189,0.06,0.902,0.14,1.17,0.429,2.332
-7.598,-2.336,0.106,4.456,-0.719,2.59,0.488,3.124,0.0,-0.709,-2.77,-0.117,1.202,1.157,-0.587,0.333,1.165,0.263,1.152,0.75,2.763
-6.387,-3.253,0.02,3.56,-0.827,2.179,0.089,3.982,0.0,-0.772,-1.969,-0.293,1.467,1.384,-0.448,0.383,0.805,0.212,0.891,0.936,2.303
-6.811,-3.264,-0.019,4.025,-0.781,2.403,0.496,3.672,0.0,-0.96,-2.508,-0.306,1.402,1.283,-0.42,0.283,1.399,0.437,1.153,0.76,2.406
-7.845,-2.659,-0.168,4.904,-0.849,2.826,0.306,3.456,0.0,-1.152,-2.983,-0.133,1.543,1.217,-0.327,0.197,1.283,0.321,1.175,0.645,2.755
-7.556,-4.048,-0.355,4.343,-0.856,2.587,0.271,4.323,0.0,-0.931,-2.602,-0.042,1.879,1.716,-0.299,0.098,0.918,0.175,0.975,0.623,2.55
-6.444,-4.567,0.108,3.404,-0.738,2.154,0.616,4.52,0.0,-0.775,-1.765,-0.641,1.313,1.544,-0.402,0.273,0.964,0.247,0.892,0.54,2.145
-7.628,-3.891,0.093,4.366,-0.756,2.535,0.359,4.106,0.0,-1.004,-2.357,-0.351,1.237,1.501,-0.628,0.128,0.875,0.222,1.122,0.782,2.753
-7.464,-5.582,-0.348,4.114,-0.937,2.443,0.327,5.559,0.0,-0.908,-2.523,-0.539,1.749,1.814,-0.564,-0.002,1.173,0.241,1.072,0.566,2.411
-6.194,-3.297,-0.116,3.399,-0.767,2.195,0.718,3.753,0.0,-0.837,-2.191,0.057,1.757,1.159,-0.127,0.344,1.013,0.276,1.112,0.583,2.273
-6.471,-2.717,0.28,3.861,-0.771,2.525,0.59,3.325,0.0,-0.944,-1.892,-0.398,1.054,1.212,-0.421,0.102,1.133,0.246,1.272,0.485,2.398
-8.995,-4.101,-0.008,5.386,-0.793,2.753,0.528,4.479,0.0,-1.162,-3.434,-0.527,1.451,1.836,-0.547,0.326,1.137,0.085,1.127,0.574,3.15
-6.836,-4.691,0.04,4.041,-0.867,2.598,0.373,4.603,0.0,-1.079,-2.363,-0.702,1.396,1.885,-0.523,0.201,0.998,0.3,1.065,0.71,2.377
-8.383,-4.075,0.183,4.852,-0.752,2.648,0.416,4.529,0.0,-1.057,-2.838,-0.589,1.108,1.463,-0.765,0.273,1.165,0.293,1.217,0.631,2.828
-7.365,-3.435,0.101,4.426,-0.714,2.502,0.32,3.887,0.0,-1.038,-2.484,-0.628,1.011,1.445,-0.554,0.207,1.411,0.404,1.081,0.499,2.637
-8.328,-4.533,0.154,4.686,-0.764,2.755,0.112,4.733,0.0,-1.038,-2.503,-0.458,1.02,1.726,-0.897,0.107,1.244,0.284,1.261,0.532,2.892
-7.608,-4.608,0.067,4.332,-0.754,2.354,0.071,4.663,0.0,-1.173,-2.145,-0.537,1.164,1.666,-0.593,0.178,1.092,0.202,1.272,0.386,2.495
-6.862,-4.322,0.065,3.866,-0.726,2.447,0.559,4.372,0.0,-0.793,-2.169,-0.392,1.333,1.595,-0.51,0.282,0.654,0.203,1.211,0.528,2.379
-7.76,-3.975,0.128,4.548,-0.775,2.763,0.818,4.269,0.0,-0.639,-2.902,-0.479,1.452,1.342,-0.132,0.232,1.158,0.329,1.16,0.804,2.732
-7.505,-3.856,0.135,4.288,-0.804,2.529,0.36,4.06,0.0,-1.172,-2.258,-0.528,1.14,1.692,-0.811,0.099,1.073,0.188,1.271,0.303,2.765
-7.569,-4.823,0.191,4.011,-0.909,2.541,0.473,5.088,0.0,-1.149,-2.002,-0.558,1.257,1.66,-0.559,0.275,0.938,0.293,1.15,0.459,2.656
-7.175,-3.772,0.012,4.028,-0.81,2.44,0.504,4.064,0.0,-0.555,-2.107,0.011,1.788,1.348,-0.113,0.096,0.81,0.11,1.13,0.434,2.611
-6.042,-3.132,0.127,3.493,-0.729,2.074,0.62,3.814,0.0,-0.664,-1.779,-0.39,1.324,1.223,-0.286,0.048,0.982,0.387,1.2,0.33,2.318
-7.547,-3.272,0.026,4.713,-0.725,2.546,0.044,3.944,0.0,-1.096,-2.718,-0.69,1.278,1.672,-0.599,0.166,0.973,0.083,1.016,0.752,2.996
-8.409,-3.921,0.148,4.746,-0.752,2.702,0.594,4.274,0.0,-1.104,-2.843,-0.353,1.188,1.428,-0.642,0.397,1.173,0.258,1.288,0.611,2.94
-6.489,-3.406,0.046,3.755,-0.79,2.447,0.56,3.903,0.0,-1.059,-2.181,-0.486,1.293,1.38,-0.37,0.367,1.153,0.274,1.31,0.558,2.391
-6.937,-3.958,0.04,4.025,-0.933,2.471,0.314,4.386,0.0,-1.108,-2.219,-0.437,1.607,1.557,-0.155,0.113,1.1,0.26,1.216,0.445,2.459
-7.739,-4.724,0.047,4.456,-0.727,2.548,0.221,4.771,0.0,-1.112,-2.416,-0.615,1.153,1.66,-0.728,0.288,0.805,0.056,1.073,0.513,2.756
-7.008,-4.328,-0.049,3.963,-0.847,2.473,0.217,4.738,0.0,-1.159,-2.475,-0.521,1.528,1.791,-0.448,0.246,1.213,0.386,1.037,0.7,2.275
-7.052,-3.337,-0.158,4.476,-0.806,2.638,-0.208,3.7,0.0,-1.204,-2.81,-0.772,1.216,1.898,-0.55,0.288,1.138,0.181,1.094,0.792,2.674
-6.499,-3.53,0.094,3.855,-0.819,2.378,0.301,4.003,0.0,-1.096,-2.252,-0.369,1.423,1.471,-0.43,0.204,1.36,0.307,1.123,0.605,2.24
-6.995,-4.56,0.023,4.019,-0.873,2.2,0.0,4.737,0.0,-1.269,-2.135,-0.658,1.274,1.88,-0.908,0.173,1.035,0.418,1.146,0.384,2.344
-6.812,-4.075,0.288,3.785,-0.807,2.275,0.22,4.39,0.0,-0.873,-1.928,-0.639,1.003,1.42,-0.583,0.253,1.203,0.335,0.951,0.599,2.42
-8.075,-4.299,-0.05,4.585,-0.799,2.678,0.583,4.552,0.0,-0.936,-2.615,-0.309,1.279,1.647,-0.699,0.118,1.226,0.224,1.253,0.574,2.587
-7.243,-4.301,-0.016,3.922,-0.825,2.339,0.808,4.491,0.0,-0.812,-2.441,-0.11,1.745,1.386,-0.023,0.279,1.127,0.374,1.214,0.706,2.496
-6.863,-3.263,0.066,3.945,-0.85,2.412,0.186,3.79,0.0,-0.909,-2.476,-0.529,1.379,1.547,-0.573,0.416,1.079,0.151,1.05,0.675,2.549
-7.262,-3.896,-0.048,4.274,-0.731,2.649,0.497,4.187,0.0,-0.991,-2.798,-0.203,1.602,1.618,-0.583,0.399,0.733,0.152,1.272,1.07,2.578
-6.944,-4.609,0.102,3.92,-0.717,2.343,0.568,4.674,0.0,-0.805,-1.991,-0.578,1.396,1.599,-0.199,0.116,0.771,0.156,1.155,0.404,2.448
