x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.127,-0.458,0.404,-2.741,-0.462,7.568,2.763,1.0,-0.557,-4.128,1.279,0.891,4.083,2.262,0.961,8.715,-0.065,0.181,-0.089,-1.26,1.639
0.07,-0.443,0.643,-2.903,-0.515,7.567,3.109,1.0,-0.788,-4.159,1.394,0.784,4.206,2.536,1.074,8.659,-0.241,0.248,-0.333,-1.36,1.661
-0.162,-0.138,0.762,-2.375,-0.537,6.853,2.85,1.0,-0.637,-2.325,1.592,0.7,3.751,2.274,0.839,7.965,0.009,0.153,0.218,-1.007,1.249
-0.238,-0.355,0.567,-3.595,-0.554,8.076,3.969,1.0,-0.749,-3.827,1.9,0.753,4.85,3.205,1.123,7.666,0.258,0.462,-0.153,-1.896,1.627
-0.184,-0.587,0.616,-3.216,-0.017,7.575,3.988,1.0,-0.391,-3.697,1.928,0.048,4.377,3.44,0.472,8.138,-0.029,0.157,-0.566,-1.724,1.608
-0.062,-0.081,0.709,-2.674,0.214,7.91,3.248,1.0,-0.368,-3.421,1.7,0.274,4.187,2.753,0.201,9.088,-0.059,0.14,0.198,-1.026,1.104
-0.116,-0.303,0.694,-3.469,-0.465,8.563,3.876,1.0,-0.727,-4.104,1.925,0.584,4.829,3.258,0.893,7.773,-0.141,0.295,0.407,-1.323,1.355
0.003,-0.576,0.62,-3.684,-0.671,8.394,3.771,1.0,-0.63,-3.613,1.857,1.347,5.053,3.255,1.382,7.679,0.025,0.456,0.37,-1.739,1.518
0.065,-0.319,0.632,-3.429,-0.485,8.439,3.564,1.0,-0.705,-4.022,1.881,0.972,4.867,3.034,0.96,8.079,0.043,0.341,0.316,-1.216,1.431
-0.073,-0.353,0.73,-2.9,-0.31,7.037,3.538,1.0,-0.591,-3.064,1.695,0.16,3.921,2.866,0.649,7.998,0.15,0.151,-0.458,-1.341,1.345
-0.027,-0.332,0.851,-3.215,-0.136,7.645,3.751,1.0,-0.431,-2.555,1.793,0.361,4.52,3.265,0.512,7.904,0.075,0.427,0.172,-1.389,1.322
-0.079,-0.361,0.939,-4.296,0.155,9.604,5.1,1.0,-0.504,-3.784,2.464,0.353,6.052,4.61,0.446,7.836,0.147,0.083,0.693,-1.339,0.754
-0.111,-0.499,0.819,-2.941,-0.524,8.041,3.203,1.0,-0.658,-3.758,1.526,1.195,4.404,2.604,1.046,8.902,-0.007,0.272,0.302,-1.011,1.29
0.079,-0.394,0.248,-2.545,-0.307,7.558,3.048,1.0,-0.404,-4.795,1.577,0.496,3.801,2.433,0.63,8.43,0.027,0.422,-0.357,-1.543,1.573
0.048,-0.238,0.219,-2.477,-0.618,6.267,2.589,1.0,-0.979,-4.11,1.352,0.718,3.586,2.09,1.006,7.646,0.134,0.184,-0.816,-1.279,1.95
-0.246,-0.43,0.722,-3.622,-0.332,8.617,3.982,1.0,-0.266,-3.482,2.077,0.58,5.365,3.393,0.729,8.115,-0.001,0.161,0.54,-1.043,1.223
0.099,0.039,0.747,-1.649,-0.392,5.688,2.076,1.0,-0.57,-2.501,1.0,0.618,2.923,1.432,0.517,7.896,0.334,0.399,-0.177,-0.882,1.204
0.081,-0.371,0.364,-2.613,-0.338,6.978,2.798,1.0,-0.78,-3.778,1.338,0.711,4.005,2.304,0.95,7.218,0.071,0.381,0.016,-1.227,1.2
-0.214,-0.166,0.5,-2.697,-0.58,7.207,2.803,1.0,-0.824,-3.253,1.465,0.86,4.227,2.256,0.961,8.17,-0.29,0.033,-0.028,-0.926,1.473
-0.122,-0.401,0.457,-2.197,-0.518,6.057,2.604,1.0,-0.532,-3.399,1.269,0.491,3.378,2.091,0.823,8.378,-0.044,0.214,-0.79,-1.265,1.958
-0.07,-0.222,0.743,-2.84,-0.077,7.127,3.435,1.0,-0.392,-3.125,1.645,0.459,4.048,2.64,0.452,8.413,0.195,0.145,-0.071,-1.138,1.278
-0.32,-0.207,0.67,-2.489,-0.367,6.49,3.059,1.0,-0.728,-2.932,1.493,0.517,3.613,2.325,0.648,8.268,0.149,0.003,-0.347,-0.985,1.49
0.109,-0.371,0.39,-3.214,-0.565,8.287,3.399,1.0,-0.809,-4.377,1.84,0.791,4.558,2.794,0.95,8.316,-0.038,0.342,0.028,-1.38,1.516
-0.233,-0.358,0.745,-3.164,-0.319,6.571,3.448,1.0,-0.47,-2.904,1.761,0.828,4.157,3.003,0.832,7.207,0.053,0.086,-0.674,-1.547,1.788
-0.389,-0.43,0.366,-3.348,-0.275,8.27,3.953,1.0,-0.604,-4.6,2.019,0.584,4.927,3.386,0.836,8.133,-0.296,0.083,-0.218,-1.48,1.626
-0.066,-0.403,0.825,-4.046,-0.621,7.857,4.383,1.0,-0.553,-2.926,2.13,1.238,5.306,3.822,1.264,8.089,-0.071,0.421,-0.686,-2.18,2.071
-0.01,-0.566,0.846,-3.764,0.001,8.187,4.399,1.0,-0.312,-4.548,2.093,0.368,5.033,3.797,0.596,8.362,0.007,0.037,-1.013,-1.999,1.828
-0.085,-0.335,0.875,-2.945,-0.418,7.736,3.045,1.0,-0.647,-3.424,1.843,0.461,4.432,2.613,0.727,8.435,-0.138,0.021,0.079,-1.056,1.18
-0.039,-0.288,0.063,-1.994,-0.875,5.492,2.091,1.0,-0.585,-3.02,0.972,0.831,2.856,1.515,1.056,7.164,-0.11,0.346,-0.406,-1.077,1.748
-0.029,-0.29,0.153,-2.35,-0.973,6.076,2.663,1.0,-0.685,-3.296,1.479,0.914,3.314,2.169,1.156,8.118,0.071,0.493,-0.85,-1.542,2.175
-0.352,-0.3,0.639,-3.828,-0.137,8.393,4.608,1.0,-0.362,-3.93,2.36,0.41,5.196,4.035,0.493,7.202,-0.118,0.025,-0.316,-1.648,1.487
-0.101,-0.46,0.368,-2.682,-0.686,6.664,2.871,1.0,-0.481,-3.769,1.482,0.826,3.935,2.231,1.054,7.734,-0.092,0.13,-0.692,-1.3,1.935
0.001,-0.534,0.51,-3.014,-0.59,7.517,3.237,1.0,-0.667,-3.352,1.634,1.073,4.235,2.595,1.136,7.623,0.054,0.481,0.055,-1.408,1.399
-0.23,-0.198,0.482,-3.128,-0.068,7.979,4.059,1.0,-0.459,-4.229,1.918,0.335,4.586,3.211,0.653,8.39,0.136,0.143,-0.145,-1.211,1.332
0.169,-0.437,0.926,-3.285,-0.951,7.793,3.676,1.0,-0.813,-3.386,1.531,1.311,4.66,2.814,1.314,7.83,0.173,0.551,0.425,-1.422,1.407
-0.15,-0.316,0.401,-3.148,-0.595,7.319,3.324,1.0,-0.754,-3.542,1.723,0.794,4.098,2.903,0.903,7.941,0.072,0.266,-0.356,-1.343,1.801
-0.136,-0.674,1.09,-3.726,-0.702,7.232,3.972,1.0,-0.62,-2.411,2.098,0.772,4.851,3.575,1.115,8.22,-0.021,0.438,-0.965,-2.293,2.139
-0.331,-0.256,0.85,-2.732,-0.107,6.99,3.371,1.0,-0.63,-3.378,1.567,0.483,3.941,2.693,0.628,8.933,-0.008,0.092,-0.46,-1.142,1.483
-0.137,-0.342,0.505,-3.087,-0.63,6.798,3.856,1.0,-0.683,-3.833,1.434,0.875,3.982,3.085,1.015,7.723,0.017,0.359,-0.711,-1.531,1.928
-0.211,-0.337,0.481,-2.54,-0.568,7.277,2.734,1.0,-0.686,-3.425,1.394,0.772,3.995,2.239,0.888,8.349,0.052,0.47,-0.02,-1.148,1.517
0.174,-0.465,0.712,-3.644,-0.697,8.521,3.698,1.0,-0.498,-3.778,1.861,1.035,5.137,3.285,1.007,7.989,-0.051,0.576,0.244,-1.643,1.462
-0.078,-0.464,0.541,-4.039,-0.858,8.824,4.187,1.0,-1.033,-3.732,2.192,1.834,5.397,3.546,1.5,7.15,0.032,0.812,0.328,-2.087,1.59
0.036,-0.481,0.756,-3.114,-0.566,7.986,3.746,1.0,-0.55,-3.531,1.851,0.606,4.629,3.08,1.109,8.152,0.179,0.313,0.439,-1.079,1.326
-0.147,-0.34,0.63,-3.107,-0.403,7.773,3.366,1.0,-0.777,-3.146,1.907,0.752,4.631,2.913,0.86,7.548,-0.166,0.208,0.265,-1.415,1.423
0.098,-0.607,0.379,-3.152,-0.678,7.838,3.685,1.0,-0.465,-3.999,1.823,0.554,4.483,3.258,1.145,8.803,-0.021,0.324,-0.23,-1.625,1.661
0.105,-0.446,0.294,-3.641,-0.953,8.45,3.779,1.0,-0.57,-4.048,1.836,1.456,4.954,3.176,1.307,7.667,0.244,0.534,0.029,-1.766,1.713
-0.183,-0.242,0.509,-2.456,-0.533,6.613,2.767,1.0,-0.574,-3.314,1.41,0.726,3.507,2.184,0.77,8.254,0.149,0.397,-0.317,-1.185,1.463
0.201,-0.481,0.107,-3.13,-0.168,8.994,3.916,0.0,-0.283,-5.614,1.816,0.222,4.678,3.321,0.38,8.554,0.164,0.12,0.325,-1.084,0.803
0.197,-0.395,0.147,-2.1,-0.563,7.306,2.335,0.0,-0.661,-4.529,1.253,0.591,3.745,1.639,0.764,7.531,-0.051,0.266,0.228,-0.812,1.159
-0.152,-0.343,0.162,-3.2,-0.285,8.738,3.966,0.0,-0.599,-5.335,2.011,0.364,4.603,3.26,0.551,8.604,-0.119,0.331,-0.114,-1.456,1.297
0.31,-0.3,0.495,-3.074,-0.018,8.698,3.328,0.0,-0.46,-4.221,1.877,0.473,4.713,3.02,0.558,7.74,0.221,0.298,0.488,-1.078,1.165
0.183,-0.126,0.286,-2.839,-0.376,7.786,3.21,0.0,-0.827,-4.324,1.732,0.687,4.248,2.561,0.767,7.077,-0.104,0.196,0.213,-1.066,1.265
0.352,-0.088,0.536,-1.9,-0.767,6.591,2.205,0.0,-0.799,-3.227,1.03,0.647,3.384,1.498,0.987,8.394,-0.035,0.411,0.292,-0.726,1.036
0.616,-0.048,-0.077,-1.652,-0.561,6.634,1.736,0.0,-0.594,-3.895,0.713,0.487,2.88,1.078,0.567,7.906,0.105,0.339,0.546,-0.514,0.623
0.105,-0.484,0.442,-2.907,-0.435,7.854,3.606,0.0,-0.466,-4.428,1.776,0.545,4.131,3.103,0.784,8.465,-0.207,0.045,-0.22,-1.305,1.201
0.056,-0.208,0.205,-2.701,-0.188,7.955,3.146,0.0,-0.483,-4.626,1.629,0.432,4.145,2.597,0.488,7.268,-0.084,0.132,0.16,-0.81,1.181
0.27,-0.221,0.142,-3.25,-0.586,8.656,3.579,0.0,-0.883,-4.261,1.723,0.967,4.769,3.165,1.065,8.302,0.199,0.474,0.622,-1.148,1.176
0.03,-0.09,0.767,-2.361,0.121,6.689,3.019,0.0,-0.625,-3.292,1.354,0.095,3.677,2.39,0.219,7.603,-0.034,-0.091,0.029,-0.59,0.939
0.296,-0.183,-0.054,-2.677,-0.739,8.413,2.999,0.0,-0.628,-4.988,1.371,0.758,4.308,2.429,0.987,8.378,0.001,0.319,0.702,-0.949,1.154
-0.026,-0.231,0.129,-2.3,-0.097,7.5,3.121,0.0,-0.458,-4.406,1.717,0.335,3.514,2.385,0.445,6.959,-0.012,0.18,0.208,-1.039,1.361
0.913,-0.334,-0.363,-1.524,-0.925,6.448,1.859,0.0,-0.28,-4.303,0.921,0.833,2.704,1.098,1.048,7.479,0.015,0.573,0.209,-0.668,0.971
0.019,-0.314,0.544,-3.066,-0.165,8.311,3.45,0.0,-0.865,-3.632,1.595,0.468,4.616,2.868,0.691,8.664,-0.092,0.266,0.84,-0.797,0.965
0.285,-0.097,0.358,-3.174,-0.504,8.161,3.704,0.0,-0.593,-4.244,1.601,0.705,4.603,3.028,0.898,8.238,0.037,0.173,0.192,-0.865,1.374
-0.009,-0.613,0.63,-3.165,-0.191,8.423,3.817,0.0,-0.338,-4.652,1.868,0.36,4.705,3.195,0.661,8.138,-0.097,0.19,0.144,-1.465,1.305
0.284,-0.243,0.374,-2.385,-0.518,7.308,2.788,0.0,-0.827,-3.526,1.457,0.751,3.912,2.238,1.08,7.284,0.232,0.233,0.547,-0.7,1.039
0.268,-0.153,-0.078,-2.327,-0.499,7.766,2.717,0.0,-0.61,-4.514,1.419,0.297,3.865,2.083,0.489,7.607,-0.132,0.245,0.484,-0.6,0.792
0.43,-0.164,0.064,-2.319,-0.53,7.337,3.065,0.0,-0.68,-4.533,1.256,0.526,3.517,2.163,0.909,7.495,-0.009,0.31,0.264,-0.72,1.26
0.045,-0.45,0.569,-2.66,-0.204,7.878,3.214,0.0,-0.317,-3.91,1.629,0.322,4.089,2.7,0.461,7.653,0.113,0.1,0.394,-0.876,0.908
0.226,-0.374,0.609,-3.05,-0.28,8.522,3.433,0.0,-0.585,-3.791,1.751,0.594,4.579,2.839,0.747,8.675,0.03,0.288,0.681,-0.954,0.974
0.236,-0.376,0.037,-2.698,-0.389,7.086,3.15,0.0,-0.381,-4.202,1.323,0.731,3.787,2.469,0.825,7.143,-0.091,0.088,-0.05,-1.032,1.254
0.186,-0.248,0.321,-2.626,-0.743,7.414,2.928,0.0,-0.645,-4.036,1.262,1.026,3.773,2.191,0.956,7.6,0.035,0.278,0.415,-1.084,1.239
0.122,-0.066,0.526,-3.131,-0.156,8.424,3.293,0.0,-0.768,-3.431,1.705,0.679,5.029,2.938,0.847,6.76,-0.118,0.183,1.309,-0.56,0.653
0.278,0.058,0.452,-2.324,-0.307,8.348,3.045,0.0,-0.68,-3.977,1.467,0.534,4.183,2.303,0.626,8.636,0.221,0.265,1.114,-0.385,0.847
0.187,-0.377,0.437,-2.033,-0.251,6.842,2.642,0.0,-0.483,-3.913,1.261,0.264,3.331,1.986,0.516,7.362,-0.112,0.177,0.115,-0.86,1.186
0.552,-0.219,0.001,-1.93,-0.729,6.421,2.282,0.0,-0.551,-3.827,1.237,0.92,3.222,1.537,0.98,7.092,-0.018,0.525,-0.024,-0.942,1.299
0.323,-0.246,0.215,-3.355,-0.919,8.66,3.733,0.0,-0.866,-4.486,1.776,0.995,4.676,3.177,1.253,7.481,0.017,0.351,0.604,-1.084,1.091
0.37,-0.222,0.165,-1.971,-0.631,7.456,2.586,0.0,-0.74,-4.174,1.339,0.799,3.636,1.884,0.968,8.144,-0.061,0.314,0.521,-0.521,1.115
0.116,-0.198,0.267,-2.531,-0.408,8.406,2.847,0.0,-0.51,-4.692,1.65,0.789,4.184,2.309,0.62,8.735,-0.132,0.388,0.524,-0.816,1.003
0.174,-0.163,0.523,-3.28,-0.399,8.558,3.717,0.0,-0.824,-3.763,1.838,0.896,4.813,3.182,0.891,8.055,-0.105,0.303,0.932,-1.015,0.852
0.106,-0.405,0.386,-2.602,-0.535,7.564,2.896,0.0,-0.362,-4.47,1.539,0.698,4.02,2.291,0.672,8.372,0.081,0.166,-0.22,-1.243,1.305
0.251,-0.431,-0.102,-3.249,-1.131,9.357,3.766,0.0,-0.609,-5.017,1.734,1.414,5.085,3.062,1.514,8.116,0.094,0.573,0.832,-1.224,1.391
0.357,-0.054,0.423,-2.902,-0.618,8.567,2.937,0.0,-0.63,-4.243,1.341,0.932,4.71,2.434,0.93,8.416,0.01,0.358,0.899,-0.699,0.92
0.047,-0.199,0.305,-2.91,-0.532,8.497,3.564,0.0,-0.63,-4.054,1.66,0.593,4.747,2.83,0.754,8.498,0.073,0.228,0.725,-0.853,1.154
0.031,-0.265,0.33,-2.74,-0.24,8.075,3.407,0.0,-0.712,-4.423,1.6,0.168,4.122,2.626,0.58,8.309,-0.037,0.111,0.086,-0.878,1.16
0.116,-0.284,0.779,-2.845,-0.313,7.676,3.188,0.0,-0.524,-2.795,1.474,0.599,4.25,2.627,0.687,7.031,0.084,0.176,0.984,-0.65,0.837
0.575,-0.24,-0.037,-1.514,-0.418,6.424,2.08,0.0,-0.614,-4.617,0.914,0.572,2.601,1.237,0.637,8.423,-0.115,0.335,-0.501,-0.944,1.53
0.234,-0.064,0.253,-2.251,-0.559,7.478,2.598,0.0,-0.611,-3.436,1.299,0.804,3.698,2.015,0.753,8.324,-0.005,0.323,0.756,-0.455,0.881
-0.02,-0.077,0.37,-2.327,-0.391,7.496,2.735,0.0,-0.518,-3.927,1.43,0.461,3.88,2.404,0.634,8.144,-0.126,0.132,0.496,-0.614,0.917
0.093,-0.226,0.689,-3.161,-0.41,8.737,3.627,0.0,-0.874,-4.048,1.877,0.77,4.957,3.155,1.02,8.541,0.14,0.397,0.602,-1.208,1.12
0.149,-0.317,0.166,-2.429,-0.356,7.738,2.551,0.0,-0.602,-4.559,1.366,0.396,3.806,2.06,0.543,9.311,-0.04,0.399,-0.014,-1.125,1.131
0.23,-0.176,-0.2,-2.258,-0.836,7.413,2.392,0.0,-0.6,-4.858,1.376,1.001,3.433,1.997,0.989,7.325,0.018,0.309,0.159,-0.819,1.228
0.254,-0.127,0.265,-2.035,-0.382,6.725,2.86,0.0,-0.37,-3.683,1.476,0.235,3.388,2.021,0.503,8.201,-0.051,0.039,-0.075,-0.592,1.257
0.2,0.2,0.524,-1.307,-0.115,6.122,1.705,0.0,-0.551,-2.893,0.927,0.169,2.742,1.031,0.087,8.03,-0.029,0.149,0.697,0.089,0.173
-0.054,-0.431,0.581,-2.96,-0.017,7.776,3.622,0.0,-0.331,-3.797,1.7,0.134,4.594,3.075,0.357,8.414,0.016,-0.076,-0.051,-1.008,1.229
0.451,-0.27,0.21,-1.722,-0.888,7.276,2.024,0.0,-0.497,-4.029,1.141,1.05,3.371,1.402,1.21,8.515,-0.043,0.405,0.427,-0.655,1.088
-0.154,-0.152,0.496,-2.669,-0.257,8.236,3.476,0.0,-0.759,-4.649,1.748,0.666,4.356,2.72,0.553,8.572,0.043,0.009,0.005,-1.169,1.262
0.279,-0.314,0.412,-2.742,-0.787,7.548,3.196,0.0,-0.647,-3.929,1.464,1.019,4.078,2.524,1.048,8.07,0.248,0.382,0.267,-1.055,1.223
0.304,-0.205,0.645,-2.0,-0.517,7.299,2.81,0.0,-0.504,-3.168,1.097,0.526,3.728,1.828,0.678,7.789,0.026,0.229,1.189,-0.24,0.456
0.133,-0.054,0.715,-2.2,0.078,7.838,2.931,0.0,-0.652,-3.136,1.516,0.738,4.02,2.171,0.519,8.213,-0.269,0.229,0.917,-0.315,0.798
-0.068,0.076,0.408,-2.636,-0.462,8.78,3.198,0.0,-1.028,-3.876,1.442,0.665,4.7,2.46,0.749,8.769,-0.017,0.17,1.408,-0.317,0.703
0.203,-0.338,0.428,-2.661,-0.485,7.666,3.278,0.0,-0.546,-3.624,1.524,0.354,4.202,2.568,0.818,7.986,-0.049,0.339,0.642,-0.648,1.033
0.181,-0.307,0.222,-2.337,-0.319,7.212,3.227,0.0,-0.467,-4.735,1.322,0.119,3.671,2.432,0.427,8.029,0.083,0.227,-0.138,-0.976,1.129
0.533,-0.388,0.086,-2.363,-0.622,7.751,2.883,0.0,-0.747,-4.434,1.494,0.908,3.75,2.064,0.983,8.133,-0.053,0.567,0.224,-1.259,1.438
0.067,-0.438,0.103,-2.734,-0.737,8.107,3.075,0.0,-0.626,-4.126,1.34,0.753,4.314,2.375,1.144,8.861,0.089,0.467,0.533,-0.982,1.168
-0.027,-0.14,0.565,-2.783,0.091,7.528,3.71,0.0,-0.377,-4.206,1.716,0.1,3.919,2.922,0.289,8.148,-0.3,0.158,-0.175,-0.992,0.929
0.176,-0.171,0.614,-2.736,-0.325,7.524,3.133,0.0,-0.49,-3.322,1.502,0.073,4.313,2.682,0.28,8.043,0.029,-0.097,0.379,-0.637,0.817
0.099,0.167,0.613,-1.885,0.108,7.33,2.55,0.0,-0.42,-3.564,1.164,0.19,3.576,1.727,0.067,7.689,-0.025,0.086,1.081,-0.178,0.378
0.384,-0.313,0.145,-1.505,-0.631,6.117,1.932,0.0,-0.515,-4.097,0.972,0.641,2.81,1.138,0.893,8.372,-0.144,0.228,-0.247,-0.62,1.398
0.256,-0.298,-0.004,-3.096,-0.369,8.562,3.344,0.0,-0.776,-5.042,1.562,0.856,4.522,2.762,1.033,8.6,-0.221,0.148,0.222,-1.162,1.512
0.21,-0.102,0.202,-1.862,-0.244,7.014,2.526,0.0,-0.523,-4.063,1.265,0.237,3.357,1.895,0.327,7.21,-0.094,0.148,0.564,-0.458,0.75
0.021,-0.381,0.21,-2.491,-0.211,7.283,2.904,0.0,-0.568,-4.451,1.148,0.399,3.958,2.203,0.62,7.912,-0.048,0.089,0.131,-0.805,1.224
0.471,-0.119,0.031,-2.281,-0.696,7.682,2.47,0.0,-0.769,-4.558,1.326,0.858,3.894,1.961,1.094,8.351,-0.109,0.374,0.237,-0.657,1.255
0.448,-0.3,0.188,-2.524,-1.154,7.733,2.39,0.0,-0.614,-3.785,1.268,1.513,3.993,1.982,1.392,8.328,-0.004,0.189,0.582,-0.662,1.135
0.007,-0.046,0.383,-2.165,-0.11,7.577,2.581,0.0,-0.849,-4.324,1.35,0.291,3.959,2.047,0.408,8.249,-0.17,0.029,0.498,-0.538,0.898
0.225,-0.228,0.216,-2.065,-0.465,6.988,2.616,0.0,-0.571,-4.119,1.213,0.635,3.559,1.919,0.742,7.772,-0.087,0.256,0.193,-0.626,1.054
0.119,-0.111,0.669,-1.937,0.071,6.517,2.557,0.0,-0.524,-3.294,1.161,0.115,3.153,1.922,0.305,8.164,0.074,0.13,0.088,-0.655,0.914
0.238,-0.197,0.28,-2.716,-0.47,7.985,3.267,0.0,-0.619,-4.192,1.682,0.585,4.384,2.694,0.727,8.214,0.037,0.443,0.206,-1.104,1.139
0.386,-0.221,-0.142,-2.314,-0.766,7.845,2.72,0.0,-0.774,-4.562,1.325,0.883,3.886,2.141,0.975,8.924,-0.008,0.256,0.358,-0.993,1.266
0.016,-0.322,0.208,-3.276,-0.123,8.981,3.994,0.0,-0.464,-4.951,2.021,0.608,5.151,3.293,0.741,8.086,0.032,0.048,0.425,-0.983,1.324
0.287,-0.337,0.46,-2.941,-0.445,7.747,3.6,0.0,-0.558,-4.071,1.804,0.519,4.429,3.192,0.882,7.934,0.053,0.464,0.223,-1.214,1.1
0.226,-0.333,0.032,-2.357,-0.697,7.803,3.04,0.0,-0.433,-4.357,1.383,0.511,3.98,2.308,0.845,8.776,-0.071,0.294,0.195,-0.927,1.193
0.257,-0.15,0.283,-2.14,-0.219,6.804,2.665,0.0,-0.511,-4.179,1.18,0.378,3.564,1.902,0.464,7.753,-0.07,0.124,-0.156,-1.081,1.306
-0.078,-0.026,0.617,-2.069,0.545,7.758,2.903,0.0,-0.269,-3.598,1.459,-0.423,3.609,2.269,-0.538,7.206,-0.205,-0.049,1.082,-0.105,0.196
0.147,-0.162,0.5,-2.349,0.044,7.694,2.812,0.0,-0.604,-4.007,1.296,0.139,3.935,2.118,0.367,8.396,0.042,0.002,0.754,-0.348,0.729
-0.007,0.058,0.891,-2.748,0.33,7.831,3.537,0.0,-0.291,-3.12,1.852,-0.03,4.192,3.049,-0.234,7.642,0.169,0.045,0.738,-0.521,0.727
0.481,-0.237,-0.066,-2.149,-0.758,6.986,2.519,0.0,-0.631,-4.9,1.213,0.674,3.346,1.86,1.003,8.677,-0.159,0.257,-0.306,-1.154,1.574
0.109,-0.116,0.192,-2.92,-0.215,8.703,3.128,0.0,-0.573,-4.3,1.748,0.782,4.535,2.49,0.708,8.007,-0.082,0.179,1.01,-0.612,1.049
0.029,-0.053,0.411,-2.627,-0.258,7.785,3.157,0.0,-0.491,-3.982,1.664,0.557,4.04,2.683,0.749,8.107,-0.051,0.275,0.243,-0.777,1.185
0.192,0.131,0.399,-2.477,-0.525,7.458,2.681,0.0,-0.657,-3.951,1.32,0.611,3.854,2.309,0.584,7.661,0.018,0.107,0.342,-0.747,1.119
-0.186,-0.249,0.625,-3.374,0.723,8.52,4.222,0.0,-0.248,-4.338,2.087,-0.412,4.95,3.686,-0.249,8.411,-0.229,0.029,0.029,-1.332,0.927
0.061,-0.312,0.585,-2.955,0.066,8.153,3.721,0.0,-0.618,-4.601,1.825,0.287,4.468,3.129,0.42,8.021,-0.007,0.278,-0.062,-1.371,1.342
0.585,-0.405,0.247,-2.669,-0.69,7.931,2.869,0.0,-0.382,-4.659,1.529,1.066,4.233,2.33,1.098,7.348,-0.028,0.631,0.201,-1.243,1.325
0.155,-0.3,0.39,-3.029,-0.492,8.671,3.415,0.0,-0.535,-4.549,1.544,0.749,4.861,2.756,0.864,7.981,0.094,0.189,1.008,-0.615,1.004
0.294,-0.155,-0.081,-2.157,-0.028,7.064,2.642,0.0,-0.472,-4.802,1.155,0.214,3.525,2.017,0.337,7.648,-0.095,0.077,-0.153,-0.702,1.435
0.041,-0.336,0.071,-2.596,-0.33,7.663,3.135,0.0,-0.395,-4.659,1.557,0.573,3.883,2.426,0.648,7.836,-0.034,0.217,0.042,-0.925,1.442
0.108,0.104,0.345,-1.941,0.094,8.247,2.572,0.0,-0.46,-4.607,1.47,0.236,3.976,1.954,0.134,8.747,-0.002,0.218,0.902,-0.264,0.618
0.255,-0.139,0.916,-2.821,-0.346,7.782,3.083,0.0,-0.668,-2.983,1.27,0.641,4.456,2.482,0.681,8.829,0.0,0.231,1.084,-0.681,0.637
0.231,-0.323,0.91,-2.849,-0.467,7.856,3.237,0.0,-0.877,-3.82,1.511,1.041,4.253,2.644,1.208,8.118,0.075,0.326,0.423,-0.896,1.355
0.157,-0.362,0.312,-2.538,-0.332,7.656,3.191,0.0,-0.452,-4.367,1.53,0.18,3.939,2.577,0.505,8.019,-0.361,0.181,-0.145,-1.201,1.182
-0.14,-0.314,0.099,-2.895,-0.181,7.973,3.391,0.0,-0.501,-4.487,1.781,0.368,4.296,2.973,0.505,7.732,0.193,0.087,0.22,-1.081,1.288
0.293,-0.37,0.741,-3.175,-0.126,8.426,3.718,0.0,-0.495,-4.084,1.65,0.055,4.774,3.208,0.331,8.355,-0.101,0.242,0.691,-0.934,0.681
0.114,-0.339,0.707,-3.141,-0.324,8.355,3.531,0.0,-0.413,-3.946,1.821,0.642,4.869,2.99,0.561,8.407,0.171,0.311,0.322,-1.204,1.033
0.546,-0.459,-0.137,-2.003,-0.854,6.852,2.373,0.0,-0.282,-4.554,0.937,1.083,3.127,1.683,0.998,7.675,-0.005,0.438,-0.09,-1.107,1.439
0.464,-0.348,0.451,-2.055,-0.687,7.118,2.427,0.0,-0.653,-3.912,1.349,1.01,3.661,1.736,1.179,8.379,0.038,0.277,0.154,-1.071,1.183
0.219,-0.197,0.777,-2.147,0.132,6.902,2.922,0.0,-0.197,-3.17,1.217,-0.013,3.74,2.165,0.008,8.006,0.129,0.209,0.219,-0.839,0.803
0.128,-0.151,0.204,-2.617,-0.868,8.249,3.082,0.0,-0.732,-4.762,1.56,0.81,4.087,2.499,0.979,8.879,0.028,0.272,0.085,-0.962,1.466
0.085,-0.748,0.533,-3.017,-0.633,8.175,3.357,0.0,-0.374,-3.906,1.718,0.66,4.58,2.784,1.161,8.569,0.095,0.156,0.381,-1.14,1.239
-0.009,-0.461,0.529,-3.358,-0.312,8.679,3.882,0.0,-0.701,-4.739,1.899,0.589,4.933,3.351,0.618,8.892,-0.005,0.185,0.176,-1.153,1.176
0.028,-0.293,0.174,-3.185,-0.307,9.151,3.571,0.0,-0.724,-4.549,1.966,0.598,5.089,2.976,0.713,8.023,-0.213,0.323,0.852,-0.925,1.033
0.048,-0.293,0.139,-2.474,-0.241,7.284,2.998,0.0,-0.776,-4.138,1.527,0.277,3.667,2.576,0.481,8.526,0.157,0.099,-0.336,-0.999,1.403
0.194,-0.196,0.354,-3.527,-0.412,9.548,3.898,0.0,-0.556,-5.318,2.023,0.717,5.167,3.385,0.79,7.993,0.022,0.31,0.423,-1.228,1.198
0.217,-0.464,0.18,-2.832,-0.696,7.919,3.356,0.0,-0.293,-4.931,1.578,0.639,4.18,2.693,0.945,8.242,-0.294,0.341,-0.037,-1.246,1.439
