Unnamed: 0,x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
438,-0.402,6.633,0.69,-0.245,2.948,0.0,0.822,-0.425,-1.076,7.739,6.235,-0.568,0.492,0.767,-0.103,0.349,-6.245,-0.202,1.004,-6.168,-0.218
439,-0.748,6.438,0.288,-0.212,2.764,0.0,0.764,-0.501,-1.122,7.842,5.652,-0.538,0.247,0.892,-0.37,0.465,-6.087,0.118,0.928,-5.816,-0.281
440,-0.615,7.128,0.506,0.057,3.02,0.0,0.737,-0.25,-1.068,8.189,6.394,-0.536,0.324,0.898,-0.056,0.487,-6.52,-0.483,1.117,-6.189,-0.271
441,-0.615,6.314,0.423,-0.139,2.691,0.0,0.754,-0.31,-0.892,7.704,5.662,-0.728,0.269,1.108,0.117,0.501,-5.799,-0.567,1.084,-5.376,-0.39
442,-0.507,7.158,0.633,-0.175,3.482,0.0,0.837,-0.579,-1.133,7.975,6.865,-0.515,0.488,0.938,-0.348,0.464,-6.519,-0.192,1.012,-6.883,-0.461
443,-0.838,6.864,0.894,-0.13,3.103,0.0,0.913,-0.239,-1.207,7.899,6.33,-0.641,0.591,1.016,-0.303,0.449,-6.213,-0.291,1.128,-6.088,-0.093
444,0.255,7.293,1.227,0.094,2.951,0.0,0.703,-0.398,-0.756,8.093,7.455,-0.739,0.417,1.065,0.741,-0.086,-6.665,0.086,0.928,-6.541,-0.36
445,-0.655,6.45,1.23,-0.512,2.813,0.0,0.849,-0.46,-0.978,7.515,6.027,-0.603,0.244,0.757,-0.14,0.698,-5.752,0.179,1.107,-5.578,-0.574
446,-0.192,6.249,0.385,-0.49,2.421,0.0,0.934,-0.579,-0.528,7.903,5.502,-0.311,0.012,0.451,-0.408,0.088,-6.245,-0.022,0.982,-6.026,-0.331
447,-0.932,7.064,1.03,0.007,3.439,0.0,0.921,-0.481,-1.129,8.561,6.798,-0.56,0.474,0.803,-0.612,0.355,-6.647,-0.265,1.114,-6.828,-0.17
448,-0.213,7.118,0.54,-0.101,3.051,0.0,0.718,-0.449,-0.881,8.418,7.213,-0.682,0.34,0.981,0.335,0.064,-6.754,0.013,1.161,-6.52,-0.317
449,0.049,6.638,0.893,-0.59,2.23,0.0,0.899,-0.475,-0.571,8.063,5.58,-0.621,-0.018,0.766,0.321,0.077,-6.314,0.176,1.062,-5.463,-0.458
450,-1.147,6.854,0.617,0.252,3.148,0.0,0.735,-0.324,-1.365,7.959,6.074,-0.517,0.304,1.001,-0.461,0.636,-6.334,-0.673,1.269,-6.235,-0.008
451,-0.195,6.039,0.664,-0.23,2.637,0.0,0.732,-0.438,-0.581,7.628,5.696,-0.587,0.328,0.931,0.1,0.347,-5.801,-0.035,1.037,-5.297,-0.322
452,-0.476,6.564,0.421,-0.179,3.065,0.0,0.767,-0.574,-0.81,8.094,5.978,-0.33,0.427,0.699,-0.513,0.309,-6.346,-0.109,1.096,-6.123,-0.166
453,0.112,6.425,0.21,-0.281,2.626,0.0,0.939,-0.465,-0.464,7.341,6.162,-0.878,0.344,0.63,0.487,0.202,-5.657,-0.115,0.799,-5.358,-0.54
454,-0.281,6.28,0.842,-0.448,3.202,0.0,0.895,-0.696,-0.87,7.097,6.024,-0.556,0.422,0.936,-0.226,0.284,-5.719,0.062,0.843,-5.805,-0.121
455,-0.678,6.908,0.7,-0.288,3.044,0.0,0.74,-0.472,-1.246,8.366,6.351,-0.474,0.184,0.72,-0.511,0.302,-6.79,-0.044,1.204,-6.547,-0.152
456,-0.587,6.931,0.799,-0.248,2.629,0.0,0.589,-0.5,-0.927,7.92,5.683,-0.511,0.229,0.851,-0.455,0.266,-6.544,-0.09,1.435,-5.838,-0.227
457,-0.476,7.033,1.156,0.165,2.498,0.0,0.455,-0.432,-1.07,8.251,6.584,-0.497,0.409,0.869,0.102,0.132,-6.64,-0.145,1.037,-6.08,-0.08
458,-0.247,6.049,1.185,0.097,2.962,0.0,0.552,-0.152,-0.913,7.489,6.608,-0.585,0.08,1.153,0.441,0.192,-5.787,-0.116,0.885,-5.733,-0.209
459,-0.078,7.42,0.187,-0.089,2.962,0.0,0.794,-0.551,-0.715,8.863,6.826,-0.531,0.169,0.801,0.104,0.012,-7.128,0.042,0.974,-6.752,-0.424
460,-0.566,7.165,0.603,0.043,2.893,0.0,0.724,-0.369,-1.174,8.568,6.282,-0.532,0.199,0.816,-0.296,0.414,-6.882,-0.576,1.081,-6.536,-0.159
461,-0.166,7.309,1.169,-0.082,2.947,0.0,0.767,-0.517,-0.741,8.317,6.912,-0.672,0.39,0.658,-0.002,0.01,-6.801,-0.048,0.839,-6.769,-0.282
462,-0.974,6.285,0.302,-0.46,2.891,0.0,0.849,-0.26,-1.174,7.662,5.772,-0.383,0.446,1.093,-0.507,0.465,-5.991,-0.273,1.074,-5.902,0.158
463,-0.65,6.402,0.529,0.069,2.604,0.0,0.504,-0.4,-1.172,8.133,5.887,-0.351,0.091,0.854,-0.459,0.449,-6.463,-0.292,0.884,-6.308,0.071
464,0.377,7.038,0.651,-0.728,1.867,0.0,0.751,-0.643,-0.48,8.061,5.231,-0.614,0.121,0.219,-0.164,-0.065,-6.614,0.239,0.908,-5.75,-0.277
465,-0.443,6.738,0.396,0.081,2.377,0.0,0.506,-0.474,-0.88,7.828,5.944,-0.576,0.354,0.685,-0.053,0.415,-6.272,-0.361,0.996,-5.716,-0.127
466,-0.548,6.85,0.681,0.401,3.332,0.0,0.675,-0.431,-0.951,8.283,7.053,-0.483,0.192,0.854,-0.193,0.332,-6.684,-0.488,1.059,-6.809,0.034
467,-0.674,7.562,-0.106,0.254,3.878,0.0,0.741,-0.453,-1.102,8.638,8.127,-0.752,0.669,1.168,-0.106,0.242,-6.915,-0.693,0.962,-7.321,-0.318
468,-0.256,7.167,1.079,-0.014,2.815,0.0,0.753,-0.447,-0.798,8.333,6.243,-0.738,0.061,0.972,0.154,0.172,-6.711,-0.201,1.316,-6.259,-0.416
469,-0.422,6.426,1.047,-0.474,2.592,0.0,0.828,-0.533,-0.505,7.726,5.501,-0.591,0.158,0.598,-0.355,0.213,-6.059,0.186,1.174,-5.588,-0.308
470,-0.792,7.806,0.491,0.211,3.07,0.0,0.685,-0.357,-1.159,9.112,7.006,-0.523,0.513,1.01,-0.33,0.405,-7.365,-0.526,0.875,-7.348,-0.205
471,-0.068,6.338,0.177,-0.052,3.037,0.0,0.828,-0.363,-0.777,7.442,6.886,-0.649,0.326,1.208,0.614,0.262,-5.8,-0.235,0.964,-5.863,-0.382
472,-0.518,6.248,0.953,-0.118,2.878,0.0,0.668,-0.522,-1.032,8.081,5.81,-0.338,0.362,0.851,-0.487,0.301,-6.199,-0.041,1.161,-6.119,-0.148
473,-0.808,6.345,0.645,-0.144,3.053,0.0,0.718,-0.497,-1.222,7.551,5.954,-0.616,0.454,0.904,-0.394,0.395,-5.868,-0.265,1.313,-5.829,0.031
474,-0.031,7.649,0.4,-0.365,3.053,0.0,0.938,-0.681,-1.017,8.615,6.972,-0.691,0.498,0.824,0.192,-0.023,-7.098,-0.153,1.074,-6.715,-0.531
475,-0.315,6.988,0.473,-0.305,3.304,0.0,0.821,-0.556,-0.793,8.206,6.739,-0.532,0.511,0.942,-0.103,0.295,-6.304,-0.145,1.135,-6.409,-0.462
476,-0.47,6.927,0.934,-0.04,3.115,0.0,0.869,-0.411,-0.904,8.058,6.561,-0.528,0.5,1.162,-0.034,0.191,-6.3,-0.182,1.125,-6.331,-0.241
477,-0.23,6.664,1.131,-0.049,3.96,0.0,0.851,-0.602,-0.709,7.557,7.212,-0.469,0.558,0.977,0.03,0.343,-6.278,0.032,1.196,-6.554,-0.318
478,0.393,6.957,1.035,-0.068,2.582,0.0,0.779,-0.45,-0.422,8.552,6.755,-0.392,0.345,0.449,0.274,-0.011,-6.729,0.238,0.898,-6.603,-0.424
479,-0.346,6.618,0.708,0.375,3.616,0.0,0.631,-0.357,-0.699,8.031,7.226,-0.543,0.753,1.059,0.102,0.269,-6.259,-0.335,1.092,-6.467,-0.237
480,-0.064,6.236,0.089,-0.409,2.519,0.0,0.994,-0.553,-0.73,7.579,5.578,-0.515,0.084,0.661,-0.021,0.2,-6.08,-0.177,0.981,-5.543,-0.391
481,0.014,7.453,0.65,0.12,3.992,0.0,0.562,-0.729,-0.567,8.498,8.155,-0.768,0.778,0.872,0.237,0.113,-6.876,-0.298,1.153,-7.177,-0.365
482,-0.542,6.332,0.519,-0.169,2.613,0.0,0.998,-0.187,-1.075,7.811,5.508,-0.55,0.097,0.777,-0.078,0.524,-5.942,-0.375,0.968,-5.609,-0.43
483,-0.687,6.472,0.661,-0.449,2.556,0.0,0.832,-0.44,-1.191,7.639,5.434,-0.593,0.289,0.725,-0.46,0.359,-6.026,-0.113,1.188,-5.459,-0.1
484,-0.538,6.601,0.909,-0.029,2.77,0.0,0.696,-0.428,-1.08,7.59,5.55,-0.684,0.366,0.693,-0.386,0.312,-5.93,-0.162,0.919,-5.578,-0.185
485,-0.316,6.415,1.07,0.129,3.1,0.0,0.577,-0.561,-1.031,7.297,6.351,-0.772,0.469,0.893,-0.052,0.285,-5.696,-0.199,0.994,-5.713,-0.247
486,-0.438,7.594,-0.16,0.026,3.083,0.0,0.801,-0.426,-0.776,8.685,6.672,-0.686,0.234,0.951,0.101,0.277,-6.987,-0.457,1.309,-6.595,-0.281
487,-0.491,6.844,0.067,-0.304,2.677,0.0,0.689,-0.375,-0.983,7.801,5.993,-0.618,0.591,0.826,0.075,0.416,-6.094,-0.067,0.917,-5.748,-0.081
488,0.03,6.702,1.123,-0.185,2.553,0.0,0.771,-0.528,-0.669,7.931,6.252,-0.602,0.269,0.917,0.328,0.12,-6.216,-0.12,1.207,-5.748,-0.372
489,-0.432,5.728,0.567,-0.506,2.142,0.0,0.695,-0.467,-0.794,7.235,4.768,-0.502,0.207,0.579,-0.154,0.09,-5.379,0.22,1.131,-4.774,-0.199
490,-0.577,6.789,1.459,-0.116,3.077,0.0,0.685,-0.475,-1.072,8.184,6.446,-0.689,0.353,0.982,-0.185,0.375,-6.392,-0.09,0.985,-6.244,-0.257
491,0.081,7.458,0.491,-0.003,3.397,0.0,0.801,-0.602,-0.794,8.609,7.522,-0.724,0.447,0.782,0.073,0.148,-6.911,0.091,0.826,-7.226,-0.481
492,-0.204,7.15,0.722,-0.035,2.314,0.0,0.66,-0.267,-0.599,8.131,6.059,-0.607,0.231,1.006,0.506,0.266,-6.594,-0.12,1.235,-5.624,-0.189
493,-0.688,6.548,0.488,-0.16,2.77,0.0,0.776,-0.401,-1.046,8.043,5.643,-0.436,0.302,0.543,-0.552,0.215,-6.305,-0.371,1.228,-5.82,0.061
494,-0.348,7.027,0.27,-0.241,3.016,0.0,0.958,-0.532,-0.921,8.266,6.157,-0.584,0.356,0.696,-0.415,0.169,-6.694,0.036,1.203,-6.384,-0.524
495,-0.596,6.351,0.596,0.138,3.328,0.0,0.555,-0.429,-0.915,7.878,6.905,-0.462,0.364,0.946,-0.329,0.517,-6.122,-0.324,1.103,-6.403,-0.047
496,-0.375,6.752,1.008,-0.064,2.352,0.0,0.8,-0.383,-0.786,8.05,5.524,-0.561,0.267,0.744,-0.069,0.327,-6.443,0.022,1.013,-5.682,-0.3
497,-0.751,7.161,0.359,-0.127,3.096,0.0,0.919,-0.431,-1.201,8.087,6.206,-0.744,0.349,0.848,-0.51,0.328,-6.582,-0.29,1.133,-6.372,-0.366
498,-0.301,6.928,0.702,-0.171,2.518,0.0,0.683,-0.387,-0.929,8.167,6.186,-0.715,0.388,0.846,0.048,0.37,-6.562,-0.155,0.936,-6.275,-0.246
499,-0.607,6.737,0.847,0.097,3.462,0.0,0.721,-0.382,-1.115,7.813,6.889,-0.633,0.407,1.235,-0.08,0.298,-6.184,-0.336,0.972,-6.546,-0.115
500,-0.006,6.631,-0.077,-0.028,3.105,0.0,0.695,-0.603,-0.556,8.003,6.789,-0.556,0.389,0.855,0.243,0.22,-6.35,-0.178,1.085,-6.22,-0.183
501,-0.21,6.562,0.937,-0.435,2.48,0.0,0.91,-0.514,-0.775,7.705,5.676,-0.505,0.391,0.826,-0.032,0.286,-6.175,0.277,0.953,-5.909,-0.291
502,-0.545,6.588,0.848,-0.608,2.539,0.0,0.771,-0.67,-1.239,7.959,5.63,-0.56,0.27,0.676,-0.484,0.316,-6.231,0.02,1.11,-5.839,-0.232
503,0.37,6.797,1.051,-0.407,1.829,0.0,0.639,-0.604,-0.506,8.047,5.683,-0.583,0.062,0.686,0.289,-0.038,-6.513,0.191,0.966,-5.603,-0.45
504,-0.161,6.414,0.654,-0.269,2.909,0.0,0.724,-0.559,-0.817,7.712,6.3,-0.433,0.37,0.779,0.004,0.17,-6.319,0.105,0.981,-6.224,-0.195
505,0.292,6.942,1.083,-0.521,2.065,0.0,0.816,-0.636,-0.81,8.36,5.879,-0.532,0.132,0.479,0.118,-0.158,-6.728,0.452,1.038,-5.923,-0.392
506,-0.594,6.986,1.129,-0.301,2.822,0.0,0.711,-0.417,-1.113,8.096,6.274,-0.566,0.207,0.964,-0.226,0.256,-6.465,-0.019,1.105,-6.11,0.073
507,-0.137,6.448,0.414,-0.215,3.164,0.0,0.846,-0.698,-0.936,7.648,6.299,-0.607,0.485,0.92,-0.076,0.323,-5.872,-0.305,0.952,-6.004,-0.39
508,0.032,6.297,0.545,-0.194,2.364,0.0,0.637,-0.406,-0.436,7.448,5.543,-0.785,0.191,0.48,0.089,0.082,-5.762,0.06,1.248,-5.072,-0.559
509,-0.374,7.063,0.283,-0.032,3.052,0.0,0.869,-0.332,-1.029,8.181,6.463,-0.631,0.344,0.958,0.042,0.212,-6.62,-0.45,1.099,-6.235,-0.38
510,-0.489,7.038,0.281,-0.217,2.981,0.0,0.813,-0.483,-0.915,8.245,6.356,-0.79,0.224,0.968,-0.076,0.579,-6.364,-0.279,1.178,-6.188,-0.247
511,-0.558,6.793,0.48,-0.071,2.748,0.0,0.887,-0.314,-1.089,7.8,6.454,-0.601,0.294,0.884,-0.002,0.227,-6.38,-0.321,0.968,-6.265,-0.253
512,-0.525,7.617,-0.097,-0.38,2.909,0.0,0.818,-0.565,-1.053,8.872,6.374,-0.756,0.32,0.675,-0.38,0.208,-7.201,-0.143,1.054,-6.675,-0.219
513,-1.077,6.336,0.534,0.058,2.948,0.0,0.588,-0.404,-1.343,8.004,5.74,-0.403,0.029,0.953,-0.563,0.49,-6.243,-0.467,1.105,-6.068,0.17
514,0.096,7.033,0.025,-0.341,2.71,0.0,0.793,-0.693,-0.691,7.7,6.125,-0.843,0.358,0.764,0.077,0.046,-6.139,-0.123,0.859,-5.762,-0.353
515,-0.781,6.953,0.093,0.124,3.952,0.0,0.827,-0.485,-1.371,8.551,7.435,-0.486,0.402,1.082,-0.287,0.607,-6.811,-0.732,1.066,-7.465,-0.12
516,-0.805,6.998,0.598,0.016,2.96,0.0,0.662,-0.543,-1.167,8.584,6.341,-0.387,0.647,0.785,-0.556,0.2,-6.663,-0.159,0.862,-6.695,-0.11
517,-0.313,6.332,0.827,-0.168,2.738,0.0,0.698,-0.398,-0.935,7.257,6.238,-0.675,0.232,0.844,0.018,0.297,-5.833,-0.096,0.941,-5.73,-0.359
518,-0.401,6.456,0.326,0.181,2.796,0.0,0.645,-0.35,-0.905,7.157,5.837,-0.719,0.484,0.738,-0.005,0.341,-5.773,-0.489,1.003,-5.353,-0.093
519,-0.126,7.162,0.95,-0.193,2.168,0.0,0.702,-0.544,-0.823,8.187,5.391,-0.472,0.192,0.553,-0.125,0.066,-6.772,0.211,1.211,-5.811,-0.301
520,-0.878,6.671,0.723,-0.263,2.776,0.0,0.621,-0.513,-1.208,8.285,5.44,-0.649,0.365,0.891,-0.658,0.611,-6.269,-0.36,1.075,-5.831,0.032
521,-0.004,7.276,0.413,-0.268,3.435,0.0,0.97,-0.619,-0.606,8.249,7.526,-0.689,0.471,0.754,0.15,0.271,-6.803,0.128,1.099,-6.904,-0.403
522,-0.753,6.994,0.897,-0.024,2.824,0.0,0.726,-0.301,-0.935,8.112,5.865,-0.564,0.452,0.857,-0.281,0.241,-6.301,-0.06,1.312,-5.939,0.053
523,-0.021,7.036,-0.02,-0.517,2.546,0.0,0.871,-0.616,-0.729,8.169,6.123,-0.541,0.032,0.715,0.105,0.01,-6.721,0.005,1.101,-5.932,-0.412
524,-0.434,6.54,0.465,-0.107,2.708,0.0,0.818,-0.541,-1.07,7.428,5.749,-0.606,0.227,0.696,-0.149,0.368,-5.912,-0.253,1.092,-5.496,-0.223
525,0.05,6.871,0.858,0.212,3.808,0.0,0.961,-0.249,-0.795,7.993,8.161,-0.653,0.53,1.223,0.758,0.215,-6.376,-0.199,1.035,-7.028,-0.394
526,-0.213,6.692,0.876,0.548,4.069,0.0,0.726,-0.435,-1.027,7.799,8.287,-0.556,0.514,1.162,0.476,0.169,-6.164,-0.238,1.066,-6.899,-0.321
527,-0.022,7.613,0.609,-0.039,3.653,0.0,0.837,-0.555,-0.622,8.671,8.011,-0.902,0.394,0.869,0.48,0.072,-6.99,0.026,0.899,-7.234,-0.353
528,-0.263,6.771,0.673,-0.27,2.671,0.0,0.964,-0.694,-0.912,7.304,5.41,-0.692,0.28,0.64,-0.239,-0.011,-5.941,0.007,1.211,-5.278,-0.479
529,-0.606,6.317,0.403,-0.224,3.295,0.0,0.631,-0.547,-1.01,7.4,6.217,-0.586,0.581,1.056,-0.155,0.307,-5.764,-0.013,0.932,-5.782,-0.158
530,-0.424,6.928,0.889,-0.18,3.17,0.0,0.948,-0.519,-0.91,7.711,6.386,-0.652,0.53,0.723,-0.118,0.282,-6.095,-0.205,1.153,-6.034,-0.587
531,-0.105,6.965,0.822,-0.261,3.472,0.0,0.772,-0.81,-0.498,8.496,6.95,-0.479,0.625,0.702,-0.261,0.194,-6.741,0.15,1.243,-6.847,0.054
532,-0.721,7.43,0.654,-0.157,2.828,0.0,0.631,-0.626,-1.391,8.787,6.223,-0.5,0.201,0.994,-0.41,0.291,-6.941,-0.362,1.069,-6.66,-0.121
533,-0.475,5.979,1.157,0.088,2.48,0.0,0.529,-0.216,-0.607,6.947,5.571,-0.647,0.211,1.12,0.333,0.448,-5.436,-0.221,1.059,-4.834,-0.04
534,-1.227,6.591,0.246,0.005,3.148,0.0,0.71,-0.502,-1.392,8.28,5.845,-0.418,0.372,0.689,-1.028,0.529,-6.425,-0.429,0.961,-6.472,-0.099
535,-0.501,7.534,0.503,-0.519,2.59,0.0,0.816,-0.847,-1.062,8.542,5.257,-0.511,0.074,0.361,-1.016,0.285,-7.047,0.033,1.03,-6.419,-0.365
536,-0.514,6.839,-0.123,0.209,3.341,0.0,0.643,-0.439,-1.192,8.271,6.964,-0.486,0.401,1.066,-0.043,0.271,-6.585,-0.551,0.964,-6.775,-0.221
537,-0.048,6.899,1.276,-0.138,3.024,0.0,0.79,-0.424,-0.593,8.18,7.102,-0.626,0.573,1.044,0.509,0.356,-6.306,0.026,1.195,-6.193,-0.186
538,0.273,7.067,0.697,-0.224,2.789,0.0,0.921,-0.582,-0.331,8.741,6.892,-0.406,0.289,0.597,0.36,-0.095,-7.101,0.046,1.301,-6.717,-0.63
539,-0.671,6.656,0.41,-0.536,2.703,0.0,0.815,-0.556,-0.904,7.904,5.574,-0.802,0.286,0.883,-0.283,0.494,-6.124,0.043,1.139,-5.483,-0.106
540,-0.404,7.138,0.25,-0.072,3.261,0.0,0.721,-0.443,-0.869,8.258,6.917,-0.767,0.498,1.214,0.313,0.273,-6.68,-0.436,1.291,-6.234,-0.33
541,0.044,6.514,0.095,0.009,3.51,0.0,0.736,-0.536,-0.824,7.643,7.3,-0.557,0.37,0.81,0.29,0.106,-6.132,-0.174,0.797,-6.49,-0.437
542,-0.861,7.305,0.632,0.046,2.822,0.0,0.606,-0.447,-1.122,8.479,5.92,-0.591,0.35,0.804,-0.826,0.392,-6.83,-0.371,1.194,-6.503,0.063
543,-0.964,6.837,0.409,0.314,3.177,0.0,0.581,-0.262,-1.352,8.508,6.57,-0.246,0.364,0.942,-0.457,0.48,-6.653,-0.542,1.245,-6.584,0.06
544,0.304,7.192,0.741,-0.113,2.932,0.0,0.9,-0.479,-0.384,8.201,6.802,-0.557,0.294,0.706,0.343,-0.112,-6.654,-0.004,0.972,-6.432,-0.533
545,-0.776,6.891,0.834,-0.379,2.92,0.0,0.896,-0.508,-1.143,8.561,5.951,-0.507,0.409,0.782,-0.569,0.408,-6.569,0.167,1.043,-6.32,-0.264
546,-0.295,7.13,0.061,-0.303,2.564,0.0,0.684,-0.597,-0.658,7.958,5.882,-0.906,0.38,0.906,-0.089,0.349,-6.332,-0.039,1.065,-5.659,-0.427
547,-0.113,6.88,0.802,-0.215,2.711,0.0,0.833,-0.492,-0.581,8.197,6.006,-0.716,0.377,0.599,-0.194,0.065,-6.472,-0.102,0.966,-6.091,-0.578
548,-0.391,6.707,-0.222,0.616,4.505,0.0,0.789,-0.336,-0.803,7.691,8.364,-0.502,1.059,1.364,0.082,0.555,-5.988,-0.662,0.934,-7.365,-0.22
549,-0.028,7.277,0.318,-0.184,2.894,0.0,0.981,-0.539,-0.788,8.783,7.04,-0.569,0.28,0.847,0.287,0.225,-6.976,0.055,0.954,-6.698,-0.583
550,0.712,6.923,0.216,-0.138,2.917,0.0,0.762,-0.638,-0.213,7.746,6.863,-0.849,0.466,0.606,0.79,-0.213,-6.206,0.027,1.071,-6.001,-0.619
551,-0.349,6.681,0.45,0.182,3.055,0.0,0.639,-0.367,-0.867,7.311,6.575,-0.697,0.428,1.261,0.289,0.404,-5.895,-0.504,0.939,-5.949,-0.148
552,-0.06,7.571,0.334,0.12,3.745,0.0,1.013,-0.552,-1.1,9.02,7.898,-0.524,0.539,0.816,0.003,0.078,-7.24,-0.214,1.015,-7.692,-0.435
553,0.045,6.93,1.143,-0.408,2.457,0.0,0.953,-0.533,-0.718,8.324,5.883,-0.43,0.198,0.533,-0.138,0.095,-6.859,0.333,1.215,-6.127,-0.546
554,-0.768,6.778,0.534,-0.115,2.686,0.0,0.687,-0.264,-1.242,8.25,5.997,-0.514,0.435,0.95,-0.29,0.54,-6.311,-0.514,1.143,-5.797,-0.069
555,-0.801,5.794,0.225,0.094,3.762,0.0,0.882,-0.38,-1.127,7.198,6.867,-0.428,0.483,1.216,-0.048,0.569,-5.393,-0.733,0.762,-6.07,0.102
556,-0.567,6.619,0.609,0.147,2.534,0.0,0.663,-0.372,-1.059,7.951,5.934,-0.393,0.285,0.81,-0.491,0.236,-6.431,-0.262,1.019,-6.069,-0.051
557,-0.014,5.999,0.605,-0.148,2.872,0.0,0.748,-0.537,-0.78,6.837,5.988,-0.598,0.402,0.807,0.173,0.179,-5.448,-0.142,1.05,-5.338,-0.398
558,-0.476,6.533,0.439,-0.13,2.579,0.0,0.796,-0.419,-0.988,7.753,5.964,-0.497,0.099,0.77,-0.131,0.398,-6.163,-0.219,1.029,-5.813,-0.313
559,-0.024,7.194,0.594,0.071,3.486,0.0,0.767,-0.526,-0.842,8.495,7.68,-0.592,0.344,1.062,0.538,0.089,-6.758,-0.222,1.096,-6.955,-0.232
560,-0.461,6.858,0.557,-0.323,3.397,0.0,0.775,-0.684,-0.768,8.117,6.858,-0.486,0.378,0.941,-0.407,0.361,-6.554,0.127,0.888,-6.935,-0.339
561,0.088,6.252,0.877,-0.178,2.292,0.0,0.645,-0.655,-0.679,7.683,5.723,-0.48,0.318,0.492,-0.01,-0.041,-6.005,0.198,0.921,-5.565,-0.153
562,-0.452,7.232,0.657,0.195,4.579,0.0,0.735,-0.664,-1.032,7.784,8.213,-0.827,0.706,0.974,-0.299,0.211,-6.3,-0.241,0.998,-7.414,-0.283
563,-0.525,6.904,0.804,0.458,3.649,0.0,0.736,-0.261,-1.147,8.298,7.355,-0.468,0.642,0.966,0.125,0.361,-6.343,-0.526,1.143,-6.73,-0.058
564,-0.21,6.62,0.576,-0.276,2.335,0.0,0.713,-0.569,-0.849,7.69,5.584,-0.591,0.417,0.598,-0.183,0.273,-6.12,0.041,1.064,-5.532,-0.458
565,-0.072,6.695,0.609,-0.301,2.631,0.0,0.803,-0.395,-0.564,7.674,6.392,-0.465,0.41,0.666,0.186,0.05,-6.283,0.189,1.177,-5.885,-0.295
566,-0.849,7.147,0.566,-0.655,3.115,0.0,0.881,-0.755,-1.259,8.077,6.012,-0.473,0.503,0.871,-0.892,0.301,-6.556,0.115,1.102,-6.72,-0.305
567,-0.108,6.67,0.962,-0.245,2.494,0.0,0.77,-0.415,-1.06,7.815,5.854,-0.624,0.297,0.61,0.201,0.143,-6.052,-0.047,1.185,-5.506,-0.389
568,-0.12,6.733,1.174,0.028,3.767,0.0,0.8,-0.567,-0.805,8.076,7.652,-0.617,0.44,0.994,0.185,0.277,-6.373,0.055,0.951,-6.729,-0.237
569,-0.11,6.371,0.505,0.37,3.575,0.0,0.754,-0.268,-0.601,7.297,6.953,-0.708,0.896,0.979,0.552,0.399,-5.596,-0.291,1.101,-5.795,-0.311
570,-0.126,6.86,1.498,-0.595,2.419,0.0,0.873,-0.532,-0.661,7.647,5.723,-0.536,0.454,0.778,-0.108,0.302,-6.27,0.366,0.888,-5.829,-0.229
571,-0.471,6.209,0.818,-0.23,2.59,0.0,0.769,-0.407,-0.944,7.542,5.425,-0.491,0.11,0.723,-0.307,0.302,-5.889,-0.051,1.067,-5.493,-0.138
572,-0.209,6.675,0.033,-0.106,2.612,0.0,0.717,-0.628,-0.688,7.688,5.526,-0.518,0.361,0.673,-0.325,0.232,-6.175,-0.423,1.023,-5.843,-0.239
573,0.402,7.261,0.952,-0.061,3.036,0.0,0.588,-0.573,-0.343,8.378,7.69,-0.691,0.407,0.82,0.621,0.073,-6.838,0.143,0.968,-7.042,-0.282
574,-0.289,7.027,0.713,-0.408,2.305,0.0,0.658,-0.61,-0.785,8.229,5.743,-0.684,0.25,0.588,-0.112,0.0,-6.66,-0.019,1.226,-5.724,-0.352
575,-0.337,5.786,0.408,-0.437,2.763,0.0,0.83,-0.583,-0.865,6.868,5.728,-0.381,0.413,0.861,-0.217,0.277,-5.626,0.039,1.006,-5.854,-0.333
576,-0.358,6.538,0.664,-0.146,3.071,0.0,0.698,-0.578,-0.969,7.515,6.022,-0.808,0.414,0.804,-0.191,0.136,-5.898,-0.098,0.796,-6.109,-0.288
577,-0.524,7.348,0.923,0.39,3.886,0.0,0.582,-0.397,-0.97,8.085,7.499,-0.858,0.356,1.009,0.161,0.382,-6.551,-0.134,1.232,-6.719,-0.125
578,-0.314,6.91,0.965,-0.429,2.246,0.0,0.785,-0.497,-0.89,7.974,5.837,-0.569,0.295,0.623,-0.158,0.196,-6.507,0.073,0.974,-5.75,-0.19
579,-0.314,7.277,0.926,-0.14,2.607,0.0,0.695,-0.569,-0.912,8.737,6.64,-0.509,0.282,1.001,0.093,0.243,-6.982,-0.331,1.051,-6.672,-0.409
580,-0.454,7.11,0.554,0.335,3.114,0.0,0.566,-0.253,-1.004,8.24,7.515,-0.59,0.489,1.205,0.396,0.252,-6.706,-0.3,1.141,-6.703,-0.228
581,-0.353,5.898,-0.001,-0.463,2.655,0.0,0.82,-0.578,-1.076,7.201,5.353,-0.581,0.248,0.736,-0.257,0.251,-5.652,-0.129,0.993,-5.48,-0.294
582,-0.271,7.204,0.65,0.088,3.763,0.0,0.753,-0.48,-0.868,8.554,7.798,-0.405,0.613,1.21,0.134,0.213,-6.872,-0.356,1.172,-7.254,-0.32
583,-0.589,7.134,0.095,0.357,2.903,0.0,0.65,-0.395,-1.201,8.171,6.428,-0.554,0.345,0.794,-0.16,0.299,-6.779,-0.517,1.063,-6.703,-0.069
