Unnamed: 0,x0,y,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
434,-0.229,1.0,7.102,-0.587,0.634,-4.162,-2.533,-0.517,-5.464,-0.296,0.89,1.577,2.888,-2.1,-1.246,0.189,-1.774,0.477,0.181,0.081,7.913
435,0.42,1.0,7.046,-0.792,0.414,-4.042,-2.679,-0.587,-4.981,0.872,0.625,1.836,2.695,-2.098,-1.325,-0.476,-1.137,0.302,0.384,0.317,7.146
436,-0.072,1.0,7.361,-0.625,0.699,-3.097,-2.646,-0.419,-5.471,0.549,0.676,1.575,2.133,-1.856,-1.096,-0.291,-0.987,0.385,0.313,0.653,7.483
437,-0.069,1.0,7.376,-0.892,0.686,-4.036,-2.743,-0.586,-5.458,0.577,1.148,1.755,1.99,-1.938,-1.145,-0.088,-1.221,0.457,0.212,0.063,7.837
438,0.115,1.0,7.478,-0.702,0.596,-3.921,-2.672,-0.533,-5.343,0.728,0.95,1.723,3.564,-2.159,-1.205,-0.246,-1.799,0.629,0.23,0.064,7.757
439,-0.108,1.0,6.876,-0.761,0.686,-4.698,-2.587,-0.451,-4.969,0.41,0.789,1.744,2.799,-2.031,-1.193,-0.148,-1.441,0.453,0.357,-0.943,7.289
440,0.177,1.0,7.75,-0.752,0.431,-4.579,-2.637,-0.585,-5.393,0.979,1.105,1.755,2.924,-1.945,-1.34,-0.629,-1.461,0.46,0.274,-0.259,7.779
441,0.032,1.0,7.155,-0.703,0.358,-4.874,-2.434,-0.411,-5.437,0.709,1.085,1.782,2.084,-2.206,-1.326,-0.222,-1.246,0.444,0.36,-0.563,7.677
442,0.039,1.0,6.76,-0.79,0.519,-3.152,-2.508,-0.4,-4.836,0.582,0.777,1.905,2.447,-1.724,-1.192,-0.258,-1.346,0.538,0.322,0.3,7.053
443,0.045,1.0,7.283,-1.011,0.705,-3.195,-2.825,-0.618,-4.974,0.41,0.834,1.697,1.748,-1.849,-1.087,-0.249,-0.863,0.496,-0.048,1.041,7.31
444,-0.19,1.0,7.287,-0.776,0.547,-3.528,-2.642,-0.448,-5.496,0.206,0.979,1.71,2.397,-2.155,-1.169,0.096,-1.46,0.484,0.346,0.669,8.013
445,-0.117,1.0,6.948,-0.844,0.614,-4.54,-2.324,-0.363,-5.323,0.535,0.762,1.598,1.878,-2.353,-1.192,-0.203,-0.766,0.319,0.196,-0.76,7.447
446,0.185,1.0,6.633,-1.023,0.527,-3.797,-2.473,-0.5,-4.778,0.712,0.677,1.973,1.946,-2.032,-1.146,-0.427,-0.896,0.817,0.168,0.121,6.851
447,0.115,1.0,7.187,-0.381,0.57,-3.173,-2.699,-0.473,-5.323,0.557,0.726,1.412,3.973,-2.071,-1.223,-0.146,-2.046,0.491,0.221,0.527,7.683
448,-0.406,1.0,6.852,-0.42,0.716,-3.623,-2.507,-0.219,-5.26,-0.079,0.768,1.466,2.784,-2.175,-1.511,0.246,-1.611,0.563,-0.068,-0.244,7.791
449,0.341,1.0,7.234,-0.738,0.759,-4.03,-2.433,-0.478,-5.052,1.925,1.062,1.669,2.579,-1.871,-1.216,-0.797,-1.082,0.606,0.492,-0.004,7.218
450,-0.016,1.0,7.131,-0.608,0.675,-3.93,-2.564,-0.53,-5.518,0.192,0.937,1.466,2.599,-1.895,-1.004,0.019,-1.747,0.617,-0.085,-0.227,7.647
451,0.396,1.0,7.703,-1.005,0.509,-4.568,-2.553,-0.494,-5.304,1.477,0.878,1.888,1.998,-1.972,-1.102,-0.672,-0.829,0.445,0.631,-0.087,7.472
452,0.207,1.0,7.105,-0.692,0.503,-4.125,-2.606,-0.506,-5.107,1.322,0.881,1.642,3.401,-1.952,-1.353,-0.347,-1.625,0.62,0.322,-0.25,7.214
453,-0.075,1.0,7.137,-0.533,0.527,-3.251,-2.631,-0.626,-5.206,0.743,1.011,1.51,3.748,-2.067,-1.27,-0.154,-1.774,0.587,0.344,0.49,7.532
454,0.063,1.0,6.627,-0.866,0.672,-3.59,-2.633,-0.431,-4.849,0.391,0.975,1.707,1.863,-1.952,-1.194,-0.158,-1.22,0.621,0.275,0.205,6.965
455,-0.017,1.0,6.901,-0.827,0.564,-4.264,-2.592,-0.464,-5.292,0.493,0.689,1.714,2.506,-2.142,-0.994,-0.052,-1.136,0.584,0.279,-0.267,7.202
456,0.097,1.0,6.701,-1.054,0.624,-3.716,-2.445,-0.499,-5.316,0.591,0.768,1.977,2.65,-2.022,-1.559,-0.294,-1.494,0.346,0.228,0.264,7.371
457,0.298,1.0,6.632,-0.793,0.525,-3.723,-2.58,-0.596,-5.047,0.403,0.748,1.5,2.283,-1.954,-1.261,-0.322,-1.273,0.434,0.199,0.381,7.126
458,0.15,1.0,6.919,-0.609,0.609,-4.898,-2.439,-0.327,-5.156,0.761,0.889,1.72,2.924,-2.096,-1.153,-0.365,-1.489,0.432,0.289,-1.138,7.242
459,0.004,1.0,7.539,-0.818,0.439,-3.91,-2.549,-0.274,-5.339,1.141,1.117,1.894,3.281,-1.897,-1.073,-0.337,-1.886,0.577,0.357,0.009,7.751
460,0.06,1.0,6.81,-0.625,0.733,-3.356,-2.598,-0.538,-5.214,0.482,0.709,1.494,2.721,-2.113,-1.235,-0.275,-1.381,0.583,0.356,0.262,7.135
461,-0.09,1.0,6.885,-0.691,0.548,-4.171,-2.556,-0.59,-5.143,0.172,1.105,1.592,3.164,-1.853,-1.322,0.125,-1.85,0.694,0.247,-0.264,7.471
462,-0.134,1.0,7.237,-0.599,0.537,-4.235,-2.649,-0.609,-5.377,0.329,0.985,1.68,3.311,-1.857,-1.162,-0.023,-1.698,0.538,0.257,-0.379,7.68
463,-0.048,1.0,7.064,-0.628,0.593,-4.132,-2.663,-0.694,-5.013,0.626,0.758,1.672,2.885,-1.943,-1.296,-0.272,-1.411,0.596,0.453,-0.074,7.384
464,-0.032,1.0,6.85,-1.051,0.6,-4.284,-2.63,-0.476,-5.247,0.189,0.915,1.646,2.051,-2.255,-1.504,0.055,-1.046,0.43,0.125,-0.215,7.434
465,0.029,1.0,7.008,-0.59,0.403,-4.503,-2.666,-0.641,-5.428,0.358,1.068,1.645,3.233,-2.007,-1.36,-0.274,-1.829,0.521,0.194,-0.445,7.594
466,0.333,1.0,7.047,-0.946,0.598,-3.843,-2.617,-0.3,-5.089,1.021,0.66,1.901,2.188,-2.211,-1.357,-0.334,-0.882,0.481,0.429,0.044,7.134
467,-0.21,1.0,6.915,-0.439,0.534,-3.402,-2.52,-0.388,-5.335,0.919,0.719,1.472,3.984,-2.064,-1.192,-0.061,-1.75,0.674,0.299,-0.14,7.367
468,-0.037,1.0,6.968,-0.485,0.627,-4.599,-2.648,-0.712,-5.077,0.649,1.032,1.457,3.481,-2.103,-1.313,-0.065,-1.835,0.543,0.227,-0.454,7.504
469,0.267,1.0,6.522,-0.554,0.525,-2.533,-2.562,-0.622,-5.069,0.678,0.929,1.447,3.604,-2.24,-1.395,-0.114,-1.543,0.688,0.455,1.127,7.036
470,0.245,1.0,7.174,-0.81,0.572,-4.282,-2.633,-0.688,-5.173,0.495,0.887,1.759,2.138,-1.882,-1.264,-0.104,-1.287,0.405,0.259,0.223,7.616
471,-0.084,1.0,7.296,-0.745,0.413,-2.437,-2.552,-0.545,-5.462,0.6,0.88,1.681,3.658,-2.24,-1.487,-0.214,-1.592,0.623,0.199,1.111,7.79
472,0.088,1.0,6.978,-0.735,0.674,-4.489,-2.662,-0.643,-5.443,0.471,0.753,1.463,3.057,-2.24,-1.276,0.002,-1.396,0.548,0.344,-0.341,7.533
473,0.11,1.0,7.306,-0.582,0.532,-3.953,-2.579,-0.624,-5.433,0.649,0.931,1.577,3.076,-2.085,-1.461,-0.253,-1.473,0.483,0.401,0.275,7.762
474,0.333,1.0,7.013,-0.629,0.639,-5.327,-2.495,-0.66,-5.29,0.661,0.924,1.592,2.359,-2.053,-1.326,-0.487,-1.309,0.571,0.131,-1.024,7.411
475,-0.087,1.0,6.698,-0.941,0.733,-3.652,-2.568,-0.416,-5.356,0.165,0.909,1.858,1.858,-2.006,-1.568,-0.029,-1.131,0.626,0.245,-0.053,7.329
476,0.426,1.0,7.25,-0.892,0.414,-4.014,-2.595,-0.462,-5.236,1.236,0.874,1.678,2.057,-1.925,-1.425,-0.439,-1.036,0.578,0.227,0.577,7.668
477,-0.055,1.0,7.347,-0.73,0.809,-3.167,-2.394,-0.709,-5.186,0.403,0.972,1.682,2.525,-2.334,-1.102,-0.213,-1.15,0.489,0.19,0.84,7.678
478,-0.016,1.0,6.801,-0.464,0.503,-4.078,-2.584,-0.462,-5.269,-0.187,1.072,1.556,3.263,-2.061,-1.416,0.128,-1.699,0.442,0.3,-0.145,7.587
479,0.228,1.0,6.956,-0.851,0.574,-3.745,-2.679,-0.485,-5.097,1.064,0.988,1.689,2.103,-1.847,-1.224,-0.234,-1.026,0.625,0.433,0.477,7.43
480,-0.195,1.0,6.808,-0.682,0.5,-4.386,-2.703,-0.706,-5.23,0.318,0.954,1.56,3.585,-2.022,-1.323,0.121,-1.805,0.709,0.138,-0.462,7.339
481,0.098,1.0,7.029,-0.821,0.63,-3.482,-2.573,-0.359,-5.43,0.405,0.968,1.759,2.123,-2.009,-1.319,-0.162,-0.902,0.523,0.143,0.436,7.439
482,-0.061,1.0,7.14,-0.628,0.527,-4.053,-2.557,-0.345,-5.392,0.623,0.704,1.653,2.609,-2.054,-1.134,-0.23,-1.405,0.698,0.023,-0.343,7.48
483,0.436,1.0,7.318,-0.821,0.595,-5.491,-2.428,-0.666,-5.375,0.993,1.022,1.646,2.319,-2.073,-1.233,-0.338,-1.219,0.738,0.28,-0.852,7.473
484,-0.013,1.0,6.443,-0.74,0.737,-4.127,-2.564,-0.749,-5.068,0.448,0.752,1.477,2.487,-2.105,-1.276,-0.112,-1.215,0.61,0.332,-0.187,6.925
485,-0.038,1.0,6.985,-0.85,0.613,-2.693,-2.416,-0.622,-5.177,0.442,0.785,1.778,2.36,-2.231,-1.124,-0.113,-1.124,0.62,0.278,1.215,7.356
486,0.147,1.0,7.156,-0.575,0.422,-4.661,-2.682,-0.637,-5.442,0.733,0.964,1.55,3.812,-2.028,-1.426,-0.364,-2.074,0.77,0.049,-0.778,7.602
487,0.041,1.0,6.306,-0.826,0.33,-4.146,-2.367,-0.637,-5.091,0.338,0.962,1.878,1.917,-2.035,-1.309,-0.08,-0.886,0.389,0.048,-0.464,6.968
488,0.036,1.0,6.753,-0.927,0.519,-4.554,-2.44,-0.365,-4.964,0.287,0.644,1.824,1.589,-1.975,-1.295,-0.234,-0.716,0.557,0.116,-0.661,7.182
489,0.32,1.0,7.445,-0.744,0.472,-3.608,-2.467,-0.419,-5.301,0.796,0.959,1.683,2.668,-2.251,-1.266,-0.446,-1.317,0.795,0.277,0.607,7.604
490,-0.092,1.0,7.381,-0.949,0.523,-2.311,-2.5,-0.269,-5.306,0.716,1.011,1.877,2.793,-2.084,-1.148,-0.111,-1.455,0.383,0.397,1.272,7.859
491,0.129,1.0,6.857,-0.811,0.427,-3.422,-2.363,-0.662,-5.265,0.823,1.128,1.739,2.922,-2.061,-0.968,-0.189,-1.696,0.435,0.248,0.649,7.41
492,-0.006,1.0,6.858,-0.503,0.639,-3.851,-2.501,-0.539,-5.081,0.864,0.857,1.622,2.931,-2.015,-1.386,-0.118,-1.52,0.44,0.228,-0.026,7.417
493,-0.09,1.0,7.135,-0.453,0.667,-2.436,-2.464,-0.472,-5.446,0.463,0.926,1.559,4.14,-2.036,-1.22,-0.237,-2.139,0.44,0.265,0.951,7.805
494,0.239,1.0,6.68,-0.931,0.606,-3.068,-2.511,-0.346,-4.967,0.541,0.865,1.552,1.388,-1.882,-1.537,-0.258,-0.616,0.481,0.191,0.703,7.103
495,0.409,1.0,7.571,-0.948,0.478,-4.333,-2.237,-0.47,-5.289,1.315,0.988,1.733,2.853,-1.858,-1.079,-1.008,-1.647,0.459,0.176,-0.141,7.681
496,0.124,1.0,6.824,-0.753,0.502,-3.605,-2.664,-0.518,-5.088,0.786,0.945,1.739,2.973,-1.902,-1.201,-0.216,-1.635,0.55,0.056,-0.005,7.167
497,-0.201,1.0,7.06,-0.627,0.574,-4.046,-2.589,-0.498,-5.188,0.598,1.012,1.627,2.527,-2.041,-1.026,-0.209,-1.475,0.718,-0.008,-0.319,7.376
498,0.069,1.0,7.538,-0.923,0.597,-4.539,-2.502,-0.245,-5.51,0.159,1.111,1.761,1.318,-2.082,-1.113,-0.1,-0.617,0.327,-0.055,-0.307,7.954
499,-0.137,1.0,6.718,-0.514,0.781,-4.556,-2.588,-0.56,-5.548,0.016,0.758,1.555,3.624,-2.039,-1.583,0.207,-1.9,0.376,0.35,-0.77,7.664
500,0.15,0.0,7.805,-1.008,0.92,-3.348,-2.638,-0.54,-5.796,0.758,1.015,1.688,2.086,-2.151,-1.278,-0.153,-1.057,-0.117,0.354,0.594,8.352
501,0.074,0.0,7.364,-0.648,0.75,-4.146,-2.31,-0.411,-5.719,0.822,1.162,1.688,2.797,-2.025,-1.405,-0.366,-1.601,-0.066,0.132,-0.73,7.932
502,0.161,0.0,7.464,-0.569,0.834,-4.48,-2.337,-0.326,-5.729,1.257,1.148,1.659,2.817,-2.217,-1.461,-0.424,-1.377,0.162,0.362,-0.807,8.091
503,0.072,0.0,7.261,-0.682,0.62,-5.277,-2.293,-0.587,-5.506,0.832,1.025,1.626,2.708,-2.029,-1.336,-0.236,-1.561,0.158,0.171,-1.19,7.906
504,-0.117,0.0,7.883,-0.444,0.755,-3.251,-2.483,-0.612,-6.295,0.164,1.107,1.601,3.156,-2.058,-1.326,0.026,-1.965,0.105,0.134,0.431,8.813
505,0.143,0.0,7.914,-0.806,0.961,-3.189,-2.571,-0.482,-5.877,0.211,0.965,1.812,2.253,-1.964,-1.418,-0.241,-1.302,-0.036,0.16,0.507,8.386
506,0.128,0.0,8.272,-0.852,0.706,-2.862,-2.686,-0.213,-6.303,0.608,1.328,1.947,1.859,-2.026,-1.341,-0.123,-0.888,0.105,0.316,0.868,8.899
507,0.044,0.0,7.808,-0.984,0.923,-3.273,-2.603,-0.595,-5.879,0.676,0.84,1.852,2.455,-2.299,-1.373,-0.244,-1.187,0.136,0.466,0.434,8.292
508,0.04,0.0,7.622,-0.778,0.593,-3.711,-2.577,-0.477,-5.68,0.454,1.05,1.804,2.865,-2.055,-1.368,-0.297,-1.792,0.213,0.152,0.091,8.077
509,0.337,0.0,7.748,-0.964,0.812,-4.265,-2.486,-0.455,-5.613,1.335,0.864,1.796,2.275,-1.994,-1.253,-0.768,-1.043,-0.12,0.427,-0.549,7.986
510,-0.42,0.0,7.953,-0.661,0.778,-3.578,-2.603,-0.426,-6.07,0.01,0.929,1.636,4.036,-2.061,-1.192,0.189,-2.057,0.159,0.079,-0.379,8.697
511,0.22,0.0,7.642,-0.825,0.62,-4.137,-2.5,-0.423,-5.626,0.808,0.946,1.702,2.472,-2.107,-1.113,-0.452,-1.096,-0.025,0.453,-0.293,8.139
512,0.148,0.0,8.77,-0.862,0.777,-2.75,-2.69,-0.47,-6.374,0.709,1.173,1.591,2.752,-2.129,-1.253,-0.463,-1.618,0.082,0.347,1.247,9.18
513,0.238,0.0,7.241,-0.847,0.771,-3.172,-2.319,-0.575,-5.514,0.71,1.04,1.662,2.236,-2.05,-1.204,-0.5,-1.31,0.06,0.425,0.39,7.76
514,-0.068,0.0,7.019,-0.442,0.77,-3.876,-2.428,-0.523,-5.491,0.585,1.003,1.507,3.203,-2.142,-1.339,-0.098,-1.747,0.086,0.284,-0.471,7.792
515,0.114,0.0,7.595,-0.761,0.569,-3.437,-2.583,-0.691,-5.631,0.492,1.078,1.612,2.424,-1.968,-1.137,-0.276,-1.519,0.229,0.301,0.199,7.844
516,-0.166,0.0,7.435,-0.6,0.825,-2.722,-2.448,-0.463,-5.976,0.469,1.225,1.709,2.719,-2.232,-1.635,0.161,-1.309,-0.05,0.348,0.806,8.536
517,0.148,0.0,7.11,-0.612,0.752,-3.092,-2.536,-0.474,-5.641,0.516,1.05,1.652,3.643,-2.155,-1.467,-0.154,-1.93,0.157,-0.024,0.207,7.894
518,-0.08,0.0,7.473,-0.761,0.59,-5.161,-2.179,-0.54,-5.719,0.653,1.02,1.671,2.335,-2.16,-1.158,-0.117,-1.184,0.314,0.353,-1.437,8.083
519,-0.067,0.0,7.493,-0.834,0.965,-4.897,-2.128,-0.428,-5.868,0.302,1.166,1.732,2.862,-2.056,-1.053,-0.204,-1.578,-0.068,0.293,-1.232,8.302
520,0.053,0.0,7.847,-0.751,0.79,-3.597,-2.75,-0.447,-5.539,0.439,0.865,1.729,2.228,-2.121,-1.38,-0.188,-1.076,0.026,0.513,0.252,8.184
521,0.011,0.0,7.699,-0.939,0.692,-3.11,-2.52,-0.724,-5.688,1.243,1.06,1.745,2.762,-2.039,-1.187,-0.162,-1.603,0.186,0.351,0.575,8.15
522,-0.16,0.0,8.053,-0.943,1.021,-3.425,-2.5,-0.509,-6.329,-0.118,1.146,1.815,2.001,-2.005,-1.248,0.266,-1.493,0.124,0.283,0.357,8.903
523,0.174,0.0,7.726,-0.747,0.682,-3.344,-2.456,-0.565,-5.835,0.637,1.011,1.589,1.725,-2.128,-1.174,-0.301,-0.474,0.372,0.159,0.282,8.099
524,0.184,0.0,7.555,-0.87,0.856,-3.732,-2.533,-0.565,-5.573,1.078,1.05,1.848,2.333,-2.146,-1.256,-0.392,-1.099,-0.013,0.131,0.071,7.921
525,0.159,0.0,7.873,-0.69,0.692,-4.728,-2.38,-0.428,-6.287,0.137,1.391,1.719,2.437,-2.178,-1.388,-0.219,-1.527,-0.001,0.382,-0.634,8.831
526,0.09,0.0,7.747,-0.611,0.64,-4.493,-2.687,-0.562,-5.703,0.269,1.098,1.707,2.159,-2.119,-1.304,-0.12,-1.129,0.043,0.2,-0.536,8.181
527,0.282,0.0,7.487,-0.954,0.597,-4.09,-2.576,-0.658,-5.467,0.785,1.059,1.646,2.081,-1.972,-1.074,-0.419,-1.094,0.084,0.21,-0.17,7.841
528,0.258,0.0,7.902,-0.99,0.886,-1.658,-2.669,-0.419,-5.847,0.734,0.905,1.819,1.798,-2.09,-1.293,-0.227,-0.816,0.257,0.106,1.751,8.101
529,0.088,0.0,8.271,-0.792,0.792,-4.781,-2.399,-0.471,-6.268,0.723,1.19,1.799,2.568,-2.464,-1.203,-0.399,-0.999,0.159,0.274,-0.837,8.748
530,0.3,0.0,7.602,-0.661,0.736,-4.339,-2.391,-0.625,-5.794,0.812,0.962,1.754,2.794,-2.122,-1.217,-0.556,-1.613,0.091,0.452,-0.564,7.966
531,0.138,0.0,7.795,-0.89,0.618,-3.891,-2.532,-0.508,-5.715,0.765,0.834,1.703,2.598,-2.082,-1.234,-0.365,-1.492,-0.048,0.251,-0.051,8.033
532,0.037,0.0,7.598,-0.534,0.698,-4.175,-2.419,-0.602,-5.693,0.262,1.298,1.357,2.618,-2.208,-1.022,-0.291,-1.598,-0.167,0.11,-0.457,8.093
533,0.182,0.0,7.607,-1.003,0.728,-4.869,-2.273,-0.47,-5.606,0.668,0.999,1.976,1.981,-2.127,-1.082,-0.368,-1.061,0.068,0.439,-0.973,7.929
534,-0.074,0.0,7.592,-0.573,0.631,-2.277,-2.497,-0.5,-5.677,0.666,1.052,1.638,3.661,-2.086,-1.086,-0.135,-1.992,0.059,0.436,0.904,8.186
535,-0.047,0.0,7.394,-0.873,0.996,-3.484,-2.483,-0.389,-5.816,0.537,1.128,1.743,2.254,-2.025,-1.401,-0.027,-1.266,0.18,0.224,-0.198,8.116
536,0.013,0.0,8.077,-1.083,0.889,-3.773,-2.562,-0.636,-6.226,0.341,1.012,1.814,1.934,-1.87,-1.525,-0.119,-1.107,0.123,0.06,0.113,8.686
537,0.264,0.0,7.856,-0.924,0.736,-3.466,-2.396,-0.256,-5.905,0.621,1.053,1.851,1.669,-2.071,-1.249,-0.256,-0.667,0.062,0.242,0.099,8.261
538,-0.259,0.0,7.98,-0.487,0.941,-4.747,-2.375,-0.533,-6.1,0.842,1.247,1.474,3.708,-2.146,-1.245,-0.184,-1.792,-0.117,0.388,-1.065,8.676
539,-0.072,0.0,7.758,-0.727,0.663,-4.159,-2.456,-0.314,-5.584,1.356,1.024,1.76,3.986,-2.206,-1.075,-0.529,-1.732,0.199,0.399,-0.766,8.097
540,0.119,0.0,7.306,-0.709,0.711,-3.641,-2.502,-0.737,-5.495,0.494,0.832,1.688,2.713,-2.049,-1.32,-0.264,-1.451,0.101,0.096,0.078,7.851
541,0.146,0.0,7.769,-0.761,0.726,-3.827,-2.475,-0.655,-5.809,0.789,1.476,1.642,2.537,-2.163,-1.247,-0.192,-1.528,0.038,0.232,0.234,8.361
542,0.143,0.0,7.629,-1.0,0.801,-3.137,-2.575,-0.472,-5.69,0.984,1.016,2.156,2.529,-2.107,-1.334,-0.381,-1.333,0.068,0.426,0.384,7.965
543,0.069,0.0,7.477,-1.271,0.906,-3.968,-2.672,-0.451,-5.717,0.36,1.043,1.978,1.322,-2.17,-1.342,-0.062,-0.475,0.165,0.028,-0.117,8.104
544,0.385,0.0,7.832,-0.941,0.796,-3.101,-2.677,-0.544,-5.899,1.005,1.044,1.818,2.006,-2.079,-1.252,-0.412,-0.981,0.261,0.315,0.79,8.168
545,0.187,0.0,7.467,-0.717,0.587,-4.21,-2.466,-0.556,-5.572,0.911,1.015,1.76,2.9,-2.137,-1.258,-0.171,-1.65,0.018,0.182,-0.352,8.127
546,0.196,0.0,7.659,-0.882,0.775,-3.367,-2.66,-0.3,-5.83,0.558,1.193,1.79,2.135,-2.084,-1.45,-0.341,-1.037,0.083,0.163,0.125,8.301
547,0.348,0.0,7.694,-1.008,0.872,-4.378,-2.383,-0.233,-5.727,1.01,0.911,1.808,1.239,-2.291,-1.256,-0.447,-0.403,0.27,0.084,-0.783,7.846
548,-0.116,0.0,7.55,-0.721,0.797,-4.041,-2.414,-0.52,-5.799,0.162,0.696,1.706,2.618,-2.171,-1.094,0.015,-1.324,0.295,0.252,-0.538,8.15
549,0.001,0.0,7.433,-0.702,0.604,-4.756,-2.294,-0.447,-5.724,0.566,0.664,1.569,3.723,-2.116,-1.283,-0.274,-1.804,-0.062,0.348,-1.245,8.056
550,-0.026,0.0,7.989,-0.552,0.799,-3.71,-2.491,-0.495,-5.862,0.614,1.267,1.594,2.665,-2.108,-1.272,-0.359,-1.553,0.325,0.038,0.1,8.565
551,-0.263,0.0,7.284,-0.443,0.752,-3.601,-2.293,-0.45,-5.552,0.735,1.199,1.326,3.657,-2.078,-1.319,-0.362,-1.722,0.042,0.337,-0.715,7.904
552,0.028,0.0,7.457,-0.256,0.851,-3.505,-2.715,-0.624,-5.485,0.751,0.848,1.168,4.031,-2.138,-1.094,-0.442,-1.987,0.041,0.165,-0.065,7.798
553,-0.167,0.0,7.458,-0.712,0.77,-4.274,-2.417,-0.615,-5.694,0.199,1.125,1.625,2.226,-2.04,-1.412,-0.064,-1.5,0.127,-0.048,-0.519,8.33
554,0.228,0.0,7.698,-0.895,0.999,-3.886,-2.522,-0.306,-5.744,1.311,0.972,2.018,2.759,-2.039,-1.282,-0.42,-1.538,0.121,0.391,-0.145,8.271
555,0.342,0.0,8.244,-0.854,0.752,-4.2,-2.78,-0.438,-5.558,0.762,1.052,1.653,1.224,-2.013,-1.079,-0.379,-0.472,0.081,0.101,0.09,8.213
556,0.116,0.0,8.065,-0.971,0.767,-4.529,-2.526,-0.443,-6.28,0.421,1.338,1.955,1.767,-2.103,-1.225,-0.122,-0.976,0.133,0.037,-0.469,8.962
557,-0.301,0.0,7.467,-0.586,0.675,-3.317,-2.525,-0.565,-5.84,0.165,1.047,1.435,3.383,-2.113,-1.205,0.048,-1.758,0.241,0.011,-0.003,8.143
558,-0.081,0.0,7.577,-1.022,0.531,-4.664,-2.423,-0.581,-5.667,0.639,1.095,2.158,2.67,-2.087,-1.129,-0.26,-1.479,0.255,0.22,-1.099,7.933
559,-0.065,0.0,7.27,-0.623,0.851,-4.96,-2.418,-0.299,-5.889,0.093,1.045,1.734,3.274,-2.386,-1.394,0.141,-1.804,0.211,0.243,-1.405,8.228
560,0.161,0.0,7.758,-0.787,0.614,-3.509,-2.624,-0.488,-5.797,0.666,1.088,1.762,2.592,-2.198,-1.205,-0.398,-1.423,0.024,0.197,0.377,8.119
561,0.303,0.0,7.9,-0.967,0.897,-3.652,-2.648,-0.448,-5.514,0.794,1.103,1.877,1.922,-2.159,-1.198,-0.441,-0.905,0.176,0.306,0.188,7.976
562,-0.231,0.0,7.545,-0.525,0.715,-4.142,-2.546,-0.471,-5.7,0.442,1.108,1.765,3.648,-2.186,-1.29,-0.112,-1.626,0.019,0.085,-0.663,8.346
563,0.424,0.0,7.206,-0.963,0.385,-3.798,-2.364,-0.301,-5.435,1.102,1.1,1.895,2.065,-1.994,-1.161,-0.384,-0.961,0.027,0.37,0.059,7.747
564,-0.111,0.0,7.665,-0.399,0.83,-4.175,-2.511,-0.222,-5.756,0.241,1.045,1.278,2.718,-2.098,-1.106,0.161,-1.708,0.302,0.15,-0.815,8.319
565,-0.095,0.0,6.993,-0.57,0.779,-5.023,-2.152,-0.522,-5.612,0.855,1.25,1.792,3.758,-1.859,-1.419,-0.306,-2.087,0.034,0.269,-1.695,7.82
566,0.251,0.0,7.604,-0.966,0.516,-4.32,-2.491,-0.633,-5.698,0.863,0.955,2.018,2.722,-2.037,-1.351,-0.352,-1.369,0.042,0.472,-0.487,8.045
567,-0.084,0.0,7.605,-0.717,0.847,-4.361,-2.165,-0.724,-5.906,0.782,1.307,1.74,2.911,-1.911,-1.095,-0.239,-1.762,-0.038,0.262,-0.636,8.366
568,0.126,0.0,8.183,-0.859,0.687,-3.069,-2.612,-0.458,-5.9,0.873,1.168,1.885,2.356,-2.206,-1.209,-0.38,-1.17,-0.014,0.104,0.819,8.506
569,-0.01,0.0,7.426,-0.744,0.762,-3.464,-2.46,-0.339,-5.704,0.326,1.278,1.826,1.779,-2.09,-1.321,-0.122,-1.172,0.065,0.112,0.127,8.079
570,-0.04,0.0,8.854,-0.78,0.703,-3.686,-2.657,-0.754,-6.439,0.927,1.25,1.779,3.215,-2.27,-1.37,-0.41,-1.561,0.018,0.401,0.687,9.383
571,0.188,0.0,7.785,-0.814,0.598,-4.83,-2.428,-0.508,-5.727,0.999,1.185,1.767,2.368,-1.903,-1.073,-0.566,-1.276,-0.102,0.422,-0.913,8.105
572,-0.004,0.0,7.681,-0.871,0.841,-3.705,-2.685,-0.424,-5.787,0.304,1.038,1.93,2.259,-2.089,-1.432,-0.134,-1.228,0.099,0.056,-0.012,8.361
573,-0.087,0.0,7.859,-0.814,0.645,-4.004,-2.577,-0.566,-6.057,0.981,1.242,1.691,3.073,-2.139,-1.234,-0.125,-1.556,0.158,0.297,-0.43,8.475
574,0.396,0.0,7.84,-1.151,0.734,-4.399,-2.364,-0.382,-5.951,1.165,1.121,2.12,1.656,-2.029,-1.213,-0.642,-0.755,0.277,0.42,-0.47,8.215
575,-0.001,0.0,8.266,-0.9,0.962,-4.736,-2.431,-0.58,-6.229,0.613,1.252,1.839,2.457,-2.168,-1.208,-0.334,-1.56,0.112,0.089,-0.796,8.919
576,0.259,0.0,7.71,-0.963,0.595,-3.889,-2.453,-0.527,-5.584,0.956,1.19,2.07,3.022,-2.206,-1.234,-0.354,-1.651,0.184,0.215,0.105,8.318
577,0.003,0.0,8.236,-0.82,0.833,-3.65,-2.545,-0.45,-6.173,0.682,1.2,1.928,2.249,-2.092,-1.14,-0.242,-1.151,0.101,0.139,0.218,8.872
578,0.14,0.0,7.232,-1.053,0.862,-4.318,-2.453,-0.388,-5.514,0.675,1.01,1.947,2.145,-2.043,-1.31,-0.334,-1.075,-0.026,0.189,-0.662,7.767
