x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.498,0.481,0.097,0.638,-0.442,0.543,0.174,-0.753,-0.037,0.215,-0.136,1.044,-0.374,-0.252,-1.308,-0.433,-0.608,0.811,-0.432,-0.65,1.0
-0.387,0.203,0.197,0.354,-0.209,0.588,0.194,-0.511,0.005,0.039,0.122,0.949,-0.119,-0.138,-1.239,0.051,-0.743,-0.056,-0.294,-0.356,1.0
-0.059,0.377,0.367,0.39,-0.298,0.441,0.193,-0.694,-0.13,0.019,0.058,0.973,-0.333,-0.297,-1.196,-0.54,-0.485,0.462,-0.408,-0.384,1.0
0.585,0.266,0.154,0.582,0.224,0.293,0.343,-0.947,-0.124,0.231,0.158,1.014,-0.266,0.292,-1.389,-0.605,-0.86,0.416,-0.538,-0.563,1.0
0.48,0.229,0.417,0.704,0.467,0.251,0.288,-1.099,-0.18,0.064,0.231,1.028,-0.188,0.258,-1.396,-0.706,-1.011,0.5,-0.531,-0.415,1.0
1.039,0.495,0.391,0.768,0.278,0.321,0.323,-1.236,-0.153,0.162,0.313,0.827,-0.368,0.329,-1.474,-0.949,-0.958,1.187,-0.791,-0.662,1.0
0.424,0.364,0.152,0.612,-0.117,0.385,0.238,-0.909,-0.291,0.16,0.216,1.144,-0.208,0.071,-1.308,-0.57,-0.651,0.608,-0.387,-0.52,1.0
0.781,0.244,0.162,0.78,-0.065,0.382,0.409,-1.116,-0.118,0.15,0.068,0.964,-0.151,0.019,-1.457,-0.951,-0.593,1.01,-0.717,-0.787,1.0
0.596,0.108,0.489,0.59,0.243,0.457,0.034,-0.941,-0.49,0.101,0.324,1.19,-0.2,0.425,-1.564,-0.672,-0.842,0.562,-0.67,-0.842,1.0
0.634,0.307,1.055,0.777,0.731,0.211,0.189,-0.931,-0.571,-0.055,0.607,1.05,-0.095,0.624,-1.495,-0.875,-1.175,0.566,-0.455,-0.737,1.0
0.869,0.422,0.253,0.8,0.018,0.294,0.232,-0.849,-0.064,0.047,0.048,0.895,-0.229,0.036,-1.192,-1.036,-0.715,0.964,-0.413,-0.642,1.0
0.61,0.499,0.348,0.687,0.218,0.403,0.188,-0.927,0.118,0.277,0.171,1.09,-0.259,0.242,-1.338,-0.848,-0.782,0.77,-0.59,-0.741,1.0
0.611,0.656,-0.568,0.794,-0.539,0.241,0.512,-1.173,0.392,0.11,-0.429,0.593,-0.438,-0.38,-0.746,-0.846,-0.47,0.988,-0.25,-0.422,1.0
0.021,0.32,-0.058,0.599,-0.45,0.362,0.437,-0.64,0.28,-0.037,-0.101,0.795,-0.359,-0.316,-0.985,-0.425,-0.711,0.4,-0.19,-0.363,1.0
0.239,0.429,-0.299,0.813,-0.331,0.431,0.308,-0.932,0.434,0.064,-0.274,0.691,-0.35,-0.358,-0.99,-0.156,-0.603,0.671,-0.468,-0.585,1.0
-0.476,0.152,-0.165,0.591,-0.775,0.752,-0.061,-0.101,-0.069,-0.117,-0.134,1.021,-0.011,-0.41,-0.834,-0.052,-0.552,0.05,-0.247,-0.413,1.0
-0.297,0.088,-0.469,0.405,-0.918,0.624,0.516,-0.541,0.221,-0.1,-0.456,0.615,-0.216,-0.537,-0.982,0.217,-0.556,0.277,-0.252,-0.275,1.0
0.178,0.086,0.322,0.634,-0.131,0.499,-0.106,-0.56,-0.04,0.025,0.048,1.34,-0.215,-0.023,-1.224,-0.362,-0.718,0.09,-0.363,-0.559,1.0
0.482,0.309,0.381,0.73,0.149,0.555,0.281,-0.874,-0.172,0.061,0.251,1.011,-0.201,0.199,-1.171,-0.716,-1.007,0.701,-0.351,-0.519,1.0
0.014,0.305,-0.003,0.454,-0.768,0.609,0.19,-0.398,0.071,0.018,-0.118,0.889,-0.391,-0.383,-1.112,0.02,-0.547,0.336,-0.197,-0.269,1.0
0.58,0.327,0.052,0.687,-0.009,0.424,0.387,-0.899,0.058,0.223,-0.012,0.632,-0.083,0.194,-1.295,-0.679,-0.693,0.745,-0.51,-0.658,1.0
0.382,0.491,0.112,0.725,-0.443,0.499,0.266,-0.455,0.02,0.1,0.066,0.522,-0.401,-0.141,-1.164,-0.666,-0.684,0.742,-0.511,-0.592,1.0
0.242,0.359,0.084,0.713,-0.396,0.449,0.207,-1.075,-0.21,0.017,-0.051,0.973,-0.102,-0.23,-1.64,-0.104,-0.699,0.568,-0.81,-0.571,1.0
0.428,-0.004,-0.048,0.484,0.048,0.472,0.042,-0.771,-0.354,-0.091,-0.037,0.998,-0.068,-0.009,-1.023,-0.566,-0.725,0.263,-0.29,-0.431,1.0
-0.236,0.388,0.24,0.56,-0.498,0.745,0.285,-0.368,-0.298,0.026,0.047,0.956,-0.365,-0.177,-1.303,-0.317,-0.643,0.165,-0.45,-0.563,1.0
0.613,0.368,-0.083,0.922,-0.191,0.301,0.201,-1.11,-0.025,-0.098,-0.115,0.951,-0.134,-0.212,-1.302,-0.664,-0.529,0.934,-0.64,-0.698,1.0
0.641,0.346,-0.151,0.903,-0.191,0.382,0.241,-0.992,-0.257,-0.169,-0.227,0.546,-0.323,-0.266,-1.358,-0.517,-0.788,0.725,-0.838,-0.763,1.0
0.095,0.425,-0.121,0.563,-0.263,0.233,0.141,-0.826,0.072,0.108,-0.074,0.813,-0.341,-0.282,-1.283,-0.289,-0.602,0.406,-0.391,-0.413,1.0
1.268,0.396,0.3,0.915,0.193,-0.058,0.588,-1.169,-0.136,0.145,0.114,0.612,-0.182,0.336,-1.503,-1.145,-1.008,1.327,-0.783,-0.639,1.0
0.18,0.51,-0.075,0.582,-0.208,0.278,0.308,-0.988,0.187,0.178,-0.094,0.634,-0.6,-0.174,-0.76,-0.735,-0.559,0.79,-0.339,-0.35,1.0
1.1,0.433,0.037,0.813,-0.19,0.16,0.368,-1.148,-0.008,0.088,-0.141,0.895,-0.187,-0.192,-1.015,-0.979,-0.478,1.394,-0.162,-0.511,1.0
-0.137,0.173,-0.078,0.434,-0.498,0.468,0.209,-0.732,0.228,-0.126,-0.165,0.899,-0.145,-0.462,-1.233,-0.053,-0.541,0.362,-0.398,-0.425,1.0
0.413,0.6,-0.308,0.735,-0.286,0.296,0.128,-1.101,0.228,0.208,-0.321,0.843,-0.171,-0.321,-0.998,-0.196,-0.488,0.619,-0.51,-0.51,1.0
0.119,0.223,-0.03,0.42,-0.23,0.594,0.345,-0.5,-0.033,-0.066,-0.058,0.714,-0.336,-0.117,-0.895,-0.564,-0.533,0.28,-0.038,-0.384,1.0
-0.235,0.192,-0.328,0.516,-0.891,0.616,0.161,-0.72,0.364,-0.029,-0.351,0.978,-0.027,-0.671,-1.008,0.345,-0.531,0.263,-0.216,-0.444,1.0
0.317,0.267,0.209,0.801,0.186,0.338,0.194,-0.984,-0.427,0.041,0.098,1.166,-0.094,0.134,-1.358,-0.435,-0.933,0.295,-0.51,-0.642,1.0
0.727,0.289,0.336,0.778,0.209,0.428,0.449,-0.907,-0.221,0.144,0.063,0.562,-0.098,0.157,-1.165,-0.727,-0.806,0.651,-0.608,-0.534,1.0
0.608,0.394,-0.105,0.651,-0.179,0.544,0.204,-0.789,-0.094,0.072,-0.103,0.85,0.043,-0.125,-1.192,-0.222,-0.699,0.647,-0.53,-0.505,1.0
0.451,0.413,0.128,0.496,-0.211,0.217,-0.005,-0.907,0.012,0.209,0.069,1.022,-0.262,-0.062,-1.333,-0.359,-0.694,0.569,-0.369,-0.499,1.0
-0.085,0.151,0.122,0.446,-0.411,0.577,0.276,-0.515,0.094,-0.077,-0.174,0.796,-0.01,-0.262,-0.878,-0.304,-0.583,0.415,-0.097,-0.215,1.0
0.212,0.333,-0.065,0.689,-0.447,0.614,0.32,-0.818,0.01,0.097,-0.12,0.933,-0.357,-0.302,-0.921,-0.493,-0.64,0.565,-0.084,-0.493,1.0
-0.076,0.229,-0.107,0.541,-0.58,0.461,0.059,-0.435,-0.019,-0.23,-0.162,0.898,-0.017,-0.47,-0.678,-0.223,-0.547,0.199,0.042,-0.18,1.0
0.045,0.34,-0.12,0.641,-0.392,0.579,0.196,-0.714,0.139,0.061,-0.181,1.157,-0.147,-0.284,-1.127,0.026,-0.643,0.41,-0.412,-0.496,1.0
0.727,0.64,0.114,0.492,-0.149,0.294,0.188,-0.917,0.152,0.257,0.011,0.806,-0.608,-0.137,-0.891,-1.062,-0.53,1.052,-0.296,-0.513,1.0
0.081,0.164,0.369,0.44,-0.119,0.512,0.136,-0.653,-0.166,0.26,0.096,0.964,-0.349,0.155,-0.815,-0.232,-0.783,0.16,-0.119,-0.13,1.0
0.304,0.499,0.362,0.318,-0.149,0.495,0.198,-0.429,-0.284,0.172,0.255,1.029,-0.268,0.117,-1.293,-0.672,-0.597,0.411,-0.47,-0.422,1.0
0.547,0.203,-0.214,0.807,-0.364,0.484,0.348,-0.957,-0.153,-0.091,-0.154,1.026,0.107,-0.26,-1.257,-0.417,-0.7,0.706,-0.445,-0.526,1.0
0.553,0.335,-0.11,0.778,-0.196,0.34,0.339,-1.139,0.05,0.073,-0.243,0.735,-0.123,-0.167,-1.265,-0.354,-0.72,0.864,-0.587,-0.539,1.0
0.407,0.378,-0.13,0.472,-0.241,0.443,0.061,-1.267,0.013,0.147,-0.223,1.268,-0.277,-0.309,-1.188,-0.219,-0.519,0.774,-0.431,-0.41,1.0
-0.398,0.02,-0.181,0.419,-0.506,0.565,0.01,-0.329,-0.104,-0.103,-0.119,0.96,-0.119,-0.369,-0.845,0.193,-0.581,-0.107,-0.165,-0.252,1.0
-0.31,0.297,-0.389,0.477,-0.571,0.391,0.297,-0.578,-0.032,0.048,-0.409,0.955,-0.224,-0.484,-0.857,0.21,-0.485,0.008,-0.028,-0.14,1.0
-0.006,0.173,0.261,0.511,-0.38,0.62,0.324,-0.555,-0.049,0.004,0.056,0.986,0.017,-0.204,-1.229,-0.116,-0.732,0.242,-0.292,-0.433,1.0
0.942,0.739,-0.026,0.998,-0.19,0.192,0.48,-1.145,0.165,0.113,-0.172,0.689,-0.38,-0.14,-1.487,-0.74,-0.872,1.357,-0.753,-0.757,1.0
0.429,0.275,0.357,0.671,0.16,0.671,0.133,-1.156,-0.125,0.186,0.292,1.202,-0.048,0.109,-1.624,-0.264,-0.717,0.252,-0.828,-0.735,1.0
1.01,0.303,0.41,0.779,0.451,0.316,0.288,-1.144,-0.193,0.299,0.322,0.848,-0.115,0.246,-1.279,-1.525,-0.698,1.219,-0.682,-0.73,1.0
0.234,0.352,0.61,0.409,-0.169,0.481,-0.004,-0.657,-0.025,0.185,0.3,1.222,-0.299,-0.05,-1.307,-0.564,-0.79,0.358,-0.578,-0.517,1.0
-0.144,0.197,-0.277,0.445,-0.299,0.438,0.187,-0.626,0.165,0.069,-0.22,0.596,-0.169,-0.254,-0.753,0.063,-0.65,0.054,-0.059,-0.112,1.0
0.144,0.251,0.26,0.637,-0.176,0.597,0.003,-0.568,-0.196,0.109,0.252,1.018,-0.162,-0.022,-1.292,-0.454,-0.733,0.299,-0.57,-0.589,1.0
0.255,0.504,-0.01,0.582,-0.56,0.44,-0.185,-0.379,0.073,0.039,-0.031,1.305,-0.187,-0.509,-1.038,-0.699,-0.495,0.737,-0.297,-0.441,1.0
-0.417,0.026,-0.391,0.253,-1.018,0.395,0.119,0.058,0.129,-0.046,-0.288,0.896,0.305,-0.631,-0.649,0.193,-0.306,-0.152,-0.04,-0.141,0.0
0.282,0.473,-0.063,0.291,-0.591,-0.182,0.31,-0.509,0.465,0.331,-0.278,0.794,-0.144,-0.402,-0.849,-0.388,-0.134,0.62,-0.134,-0.226,0.0
-0.609,0.014,-0.162,0.579,-1.053,0.169,0.113,-0.362,0.363,-0.104,-0.337,0.925,0.164,-0.819,-1.077,0.503,-0.318,0.052,-0.45,-0.502,0.0
0.343,0.394,-0.385,0.434,-1.034,-0.12,0.407,-0.285,0.407,-0.041,-0.278,0.796,-0.252,-0.913,-0.752,-0.347,-0.17,0.907,-0.047,-0.289,0.0
-0.722,-0.082,-0.102,0.458,-0.998,0.274,0.176,-0.27,0.09,-0.231,-0.111,0.823,0.192,-0.746,-1.54,0.818,-0.284,-0.062,-0.717,-0.656,0.0
0.91,0.469,-0.081,0.56,-0.281,-0.336,0.178,-1.241,0.078,0.14,-0.186,0.861,-0.561,-0.303,-1.232,-0.403,-0.375,1.038,-0.373,-0.482,0.0
0.151,0.412,0.113,0.315,-0.903,0.016,0.116,-0.014,0.322,0.236,0.004,0.654,-0.169,-0.497,-0.685,-0.213,-0.092,0.434,-0.01,-0.168,0.0
-0.258,0.112,-0.329,0.288,-0.959,0.049,0.172,-0.195,0.339,-0.025,-0.311,0.793,-0.112,-0.753,-0.787,0.198,-0.277,0.252,0.052,-0.207,0.0
0.108,0.513,-0.365,0.254,-1.07,-0.179,0.163,-0.269,0.648,0.249,-0.385,0.809,-0.426,-0.888,-0.483,-0.289,0.236,0.572,-0.065,-0.095,0.0
0.55,0.324,-0.111,0.562,-0.412,-0.185,0.075,-0.674,0.2,0.17,-0.18,0.981,-0.088,-0.381,-0.768,-0.412,-0.439,0.743,-0.123,-0.32,0.0
0.854,0.48,-0.161,0.541,-0.347,-0.232,0.317,-1.006,0.163,0.277,-0.121,0.801,-0.255,-0.312,-1.127,-0.441,-0.302,0.846,-0.384,-0.587,0.0
-0.321,-0.062,-0.199,0.282,-0.829,0.128,0.096,-0.254,0.135,-0.071,-0.217,0.796,0.332,-0.509,-0.975,0.259,-0.227,-0.092,0.007,-0.171,0.0
0.877,0.411,-0.025,0.41,-0.064,-0.102,0.28,-0.889,0.146,0.226,0.018,0.663,-0.29,-0.011,-0.912,-0.631,-0.468,0.653,-0.191,-0.207,0.0
0.094,0.425,-0.139,0.497,-0.334,-0.289,0.179,-0.727,0.222,0.016,-0.156,0.855,-0.438,-0.458,-0.904,-0.183,-0.358,0.592,-0.212,-0.164,0.0
0.39,0.448,-0.317,0.653,-1.091,0.063,0.436,-0.428,0.48,0.029,-0.485,0.622,-0.16,-0.847,-0.957,-0.134,-0.331,0.82,-0.349,-0.611,0.0
0.209,0.367,-0.801,0.24,-1.106,0.065,0.127,-0.641,0.498,0.254,-0.654,0.936,0.213,-0.95,-0.888,0.356,0.067,0.614,-0.135,-0.149,0.0
0.072,0.275,-0.334,0.118,-0.918,-0.161,0.267,-0.254,0.466,0.2,-0.382,0.717,0.015,-0.762,-0.713,-0.14,0.055,0.633,0.168,-0.043,0.0
0.775,0.492,-0.322,0.731,-0.349,0.018,0.166,-1.05,0.295,0.229,-0.301,0.831,-0.24,-0.365,-1.123,-0.302,-0.435,0.742,-0.398,-0.629,0.0
-0.042,0.786,-0.337,0.288,-1.01,-0.012,0.189,-0.518,0.608,0.284,-0.512,0.634,-0.473,-0.916,-0.305,-0.082,0.277,0.527,0.101,-0.081,0.0
0.195,0.629,0.072,0.626,-0.587,0.118,0.436,-0.564,0.182,0.098,-0.248,0.537,-0.466,-0.36,-0.908,-0.412,-0.378,0.58,-0.176,-0.334,0.0
0.971,0.596,-0.089,0.538,-0.203,-0.235,0.202,-0.88,-0.091,0.158,0.018,0.742,-0.542,-0.16,-1.109,-0.722,-0.398,0.998,-0.202,-0.31,0.0
0.477,0.528,-0.568,0.601,-0.829,-0.055,0.231,-0.559,0.492,0.227,-0.447,0.815,-0.155,-0.656,-0.604,-0.645,-0.315,0.969,0.118,-0.268,0.0
0.555,0.333,-0.175,0.686,-0.621,-0.303,0.384,-0.644,0.616,0.257,-0.369,0.562,-0.08,-0.661,-0.753,-0.198,-0.206,0.864,-0.114,-0.373,0.0
0.091,0.499,-0.381,0.461,-0.899,-0.077,0.345,-0.274,0.738,0.23,-0.422,0.569,-0.173,-0.615,-0.67,-0.296,-0.139,0.548,-0.098,-0.255,0.0
0.314,0.126,-0.489,0.456,-0.821,-0.086,0.284,-0.576,0.474,-0.025,-0.518,0.655,0.11,-0.647,-0.871,0.209,-0.22,0.538,-0.032,-0.217,0.0
0.583,0.465,-0.492,0.799,-0.915,-0.072,0.337,-0.699,0.581,0.206,-0.436,0.735,-0.214,-0.748,-0.815,-0.381,-0.317,1.033,-0.413,-0.644,0.0
0.53,0.407,-0.564,0.597,-0.669,-0.098,0.097,-0.78,0.384,0.337,-0.399,0.765,-0.359,-0.545,-0.641,-0.478,0.003,0.764,-0.269,-0.435,0.0
0.514,0.325,0.1,0.747,-0.474,0.059,0.122,-0.66,0.151,0.28,-0.065,1.107,-0.37,-0.343,-1.158,-0.187,-0.409,0.553,-0.694,-0.669,0.0
0.809,0.62,-0.335,0.253,-0.669,-0.158,0.125,-0.478,0.278,0.065,-0.352,0.663,-0.512,-0.467,-0.459,-0.556,-0.164,0.873,0.163,-0.055,0.0
0.151,0.677,-0.392,0.572,-0.733,-0.196,0.202,-0.94,0.598,0.194,-0.506,0.916,-0.185,-0.747,-0.794,-0.066,-0.183,0.712,-0.12,-0.14,0.0
0.363,0.616,-0.093,0.492,-0.783,0.128,0.319,-0.233,0.447,0.354,-0.114,0.6,-0.368,-0.35,-0.975,-0.409,-0.246,0.603,-0.265,-0.485,0.0
0.553,0.551,-0.442,0.298,-0.743,-0.247,0.321,-0.595,0.572,0.139,-0.52,0.651,-0.123,-0.715,-0.384,-0.505,-0.05,0.976,0.401,-0.038,0.0
0.744,0.437,-0.217,0.932,-0.459,-0.166,0.394,-0.726,0.34,0.115,-0.248,0.652,-0.398,-0.533,-1.187,-0.574,-0.354,1.145,-0.736,-0.763,0.0
-0.447,0.112,-0.561,0.246,-0.992,-0.119,0.332,-0.496,0.852,0.122,-0.667,0.725,0.042,-1.05,-0.848,0.707,-0.098,0.2,0.001,-0.216,0.0
0.465,0.411,0.207,0.321,-0.509,-0.062,0.024,-0.725,-0.101,0.015,-0.065,1.103,-0.323,-0.37,-1.082,-0.261,-0.44,0.52,-0.403,-0.216,0.0
0.756,0.477,-0.096,0.482,-0.704,-0.068,0.174,-0.611,0.367,0.167,-0.191,0.578,-0.278,-0.532,-0.902,-0.556,-0.248,0.999,-0.169,-0.383,0.0
0.871,0.507,-0.387,0.399,-0.668,-0.199,0.306,-0.815,0.43,-0.044,-0.449,0.831,-0.36,-0.686,-0.704,-0.351,-0.347,1.079,0.037,-0.231,0.0
-0.046,0.331,-0.115,0.405,-0.774,0.275,0.095,-0.44,0.295,0.162,-0.242,1.031,0.044,-0.608,-0.78,0.156,-0.231,0.163,-0.15,-0.345,0.0
0.206,0.279,-0.016,0.324,-0.934,0.094,0.165,-0.237,0.311,0.26,-0.276,0.71,-0.012,-0.57,-0.548,-0.507,-0.25,0.494,-0.207,-0.238,0.0
-0.367,0.011,-0.084,0.639,-0.75,0.107,0.033,-0.257,0.339,0.025,-0.237,0.847,-0.077,-0.698,-1.053,0.429,-0.24,0.155,-0.262,-0.516,0.0
-0.195,0.547,-0.743,0.298,-1.232,-0.01,0.216,-0.69,0.936,0.154,-0.873,0.917,-0.122,-1.128,-0.792,0.492,0.3,0.587,-0.019,-0.249,0.0
0.478,0.478,-0.361,0.716,-0.654,0.083,0.176,-0.831,0.147,0.141,-0.238,0.87,-0.349,-0.376,-1.323,-0.144,-0.397,0.753,-0.662,-0.854,0.0
-0.367,0.04,-0.307,0.507,-0.902,-0.073,0.127,-0.408,0.191,0.026,-0.416,0.93,0.315,-0.7,-0.826,0.123,0.152,0.173,-0.334,-0.395,0.0
0.534,0.573,-0.074,0.328,-0.482,0.173,0.424,-0.503,0.096,0.277,-0.132,0.762,-0.473,-0.196,-1.098,-0.438,-0.166,0.552,-0.343,-0.518,0.0
0.323,0.475,-0.289,0.769,-0.534,-0.378,0.162,-0.691,0.198,-0.011,-0.504,0.796,-0.228,-0.602,-0.759,-0.208,-0.327,0.625,-0.156,-0.244,0.0
0.485,0.468,-0.096,0.459,-0.933,0.004,0.327,-0.223,0.143,0.036,-0.298,0.497,-0.406,-0.715,-0.837,-0.417,-0.131,0.823,-0.188,-0.35,0.0
0.647,0.479,-0.305,0.48,-0.528,-0.072,0.188,-0.487,0.461,0.151,-0.297,0.737,-0.363,-0.5,-0.679,-0.561,-0.03,0.757,-0.276,-0.351,0.0
0.167,0.212,-0.03,0.411,-0.449,0.014,0.182,-0.678,0.097,-0.033,-0.198,0.795,-0.011,-0.355,-0.765,-0.409,-0.284,0.403,-0.052,-0.193,0.0
-0.098,0.341,-0.258,0.451,-0.757,0.091,0.283,-0.11,0.52,0.114,-0.375,0.445,-0.043,-0.556,-0.339,-0.233,-0.119,0.188,0.142,-0.099,0.0
0.625,0.333,-0.657,0.465,-0.654,-0.022,0.333,-0.518,0.497,0.084,-0.456,0.629,-0.013,-0.556,-0.817,-0.176,-0.118,0.752,-0.141,-0.236,0.0
-0.322,0.273,-0.139,0.423,-0.637,-0.063,0.154,-0.82,0.393,0.087,-0.31,0.768,-0.047,-0.651,-0.922,0.012,-0.364,0.299,-0.303,-0.315,0.0
-0.316,0.176,0.173,0.328,-0.483,0.072,0.006,-0.142,-0.158,0.12,-0.068,0.941,-0.075,-0.284,-0.715,-0.063,-0.257,0.031,-0.022,-0.069,0.0
0.455,0.257,-0.423,0.515,-0.922,-0.23,0.323,-0.589,0.597,0.314,-0.316,0.636,0.139,-0.729,-1.117,-0.47,-0.185,0.993,-0.458,-0.597,0.0
1.149,0.463,0.028,0.504,-0.442,-0.138,0.33,-0.665,0.273,0.1,-0.173,0.654,-0.173,-0.154,-0.913,-0.777,-0.408,1.035,-0.112,-0.419,0.0
0.291,0.422,0.007,0.373,-0.827,-0.116,0.191,-0.236,0.131,0.035,-0.139,0.799,-0.497,-0.46,-0.689,-0.32,-0.361,0.532,0.072,-0.101,0.0
0.602,0.45,-0.479,0.562,-0.595,0.093,0.427,-1.119,0.442,0.32,-0.402,0.715,-0.23,-0.374,-1.101,-0.58,-0.395,0.905,-0.489,-0.572,0.0
-0.229,0.358,0.201,0.512,-0.625,-0.02,-0.009,-0.219,0.473,0.102,-0.081,1.004,-0.171,-0.584,-0.542,-0.241,-0.208,0.248,0.024,-0.267,0.0
0.011,0.042,-0.123,0.399,-0.719,0.054,0.04,-0.606,0.054,-0.014,-0.196,1.188,0.082,-0.534,-0.997,-0.05,-0.265,0.286,-0.165,-0.353,0.0
0.024,0.313,-0.246,0.394,-1.23,0.083,0.317,-0.361,0.685,0.009,-0.545,0.849,-0.224,-1.088,-0.854,0.16,-0.076,0.604,-0.159,-0.335,0.0
0.237,0.414,-0.005,0.62,-0.648,0.127,0.103,-0.626,0.271,0.306,-0.063,0.543,-0.146,-0.294,-1.166,-0.109,-0.357,0.281,-0.535,-0.553,0.0
0.061,0.198,-0.332,0.665,-0.988,0.169,0.138,-0.281,0.277,0.164,-0.433,0.913,0.011,-0.515,-0.768,-0.14,-0.177,0.306,-0.287,-0.441,0.0
-0.218,0.512,-0.786,0.603,-1.071,-0.096,0.338,-0.412,0.931,0.382,-0.817,0.607,-0.324,-1.026,-0.423,0.223,0.209,0.467,0.055,-0.273,0.0
0.706,0.37,-0.025,0.486,-0.497,-0.194,0.342,-0.434,0.066,0.145,-0.15,0.525,-0.424,-0.393,-0.811,-0.681,-0.258,0.903,-0.166,-0.318,0.0
1.33,0.473,-0.509,0.687,-0.103,-0.382,0.609,-1.158,0.126,0.265,-0.328,0.547,-0.238,-0.175,-1.034,-1.108,-0.435,1.554,-0.459,-0.477,0.0
-0.134,0.286,-0.359,0.435,-0.997,0.02,0.146,-0.646,0.374,-0.066,-0.412,1.163,-0.334,-0.829,-0.988,0.268,-0.166,0.352,-0.186,-0.236,0.0
0.497,0.543,-0.547,0.775,-1.007,-0.046,0.308,-0.773,0.468,0.285,-0.609,0.758,-0.271,-0.666,-1.08,-0.129,-0.179,0.799,-0.248,-0.602,0.0
0.089,0.384,-0.022,0.361,-0.813,0.03,0.283,0.017,0.316,0.125,-0.179,0.655,-0.249,-0.555,-0.602,-0.536,-0.119,0.512,0.185,-0.169,0.0
0.156,0.218,0.043,0.524,-0.662,-0.091,0.057,-0.39,0.275,0.188,-0.238,0.574,-0.071,-0.461,-1.009,-0.09,-0.298,0.473,-0.333,-0.461,0.0
0.518,0.374,-0.255,0.491,-0.539,-0.111,0.113,-0.451,0.29,0.332,-0.246,0.827,-0.183,-0.293,-0.344,-0.58,-0.296,0.545,0.208,-0.103,0.0
-0.03,0.466,-0.516,0.153,-0.959,-0.058,0.337,-0.35,0.629,0.256,-0.504,0.678,-0.512,-0.733,-0.444,-0.08,-0.058,0.516,0.44,0.131,0.0
0.64,0.562,-0.325,0.485,-0.671,-0.217,0.289,-0.514,0.561,0.274,-0.452,0.583,-0.299,-0.645,-0.98,-0.465,-0.089,0.933,-0.453,-0.528,0.0
0.394,0.15,0.276,0.206,-0.361,-0.052,-0.2,-0.533,-0.088,0.118,0.199,1.087,-0.087,-0.158,-1.043,-0.41,-0.371,0.491,-0.041,-0.148,0.0
-0.134,0.173,0.084,0.485,-0.655,-0.026,0.07,-0.393,0.533,0.216,-0.036,0.844,-0.164,-0.483,-0.929,-0.371,-0.401,0.432,-0.281,-0.454,0.0
0.264,0.691,-0.758,0.146,-1.07,-0.197,0.376,-0.324,0.843,0.214,-0.657,0.577,-0.336,-0.976,-0.352,-0.066,0.083,0.869,0.336,0.071,0.0
-0.024,0.595,-0.063,0.46,-0.767,0.282,0.032,-0.07,0.149,0.126,-0.067,0.827,-0.506,-0.4,-0.497,-0.805,-0.358,0.414,0.015,-0.347,0.0
0.234,0.602,-1.022,0.349,-1.507,0.02,0.284,-0.42,1.003,0.099,-0.899,0.779,-0.395,-1.234,-0.443,0.107,0.278,0.893,0.294,-0.026,0.0
0.425,0.419,-0.364,0.587,-0.858,-0.199,0.2,-0.703,0.356,-0.018,-0.4,0.894,-0.122,-0.638,-1.008,-0.15,-0.311,0.761,-0.185,-0.394,0.0
0.658,0.533,-0.637,0.55,-0.7,-0.396,0.422,-0.963,0.65,0.235,-0.566,0.485,-0.133,-0.667,-1.002,-0.149,-0.108,1.089,-0.293,-0.394,0.0
-0.015,0.251,-0.048,0.477,-0.512,0.109,0.248,-0.773,0.208,-0.076,-0.143,0.792,-0.041,-0.437,-1.141,-0.013,-0.421,0.345,-0.435,-0.436,0.0
0.143,0.077,-0.305,0.649,-1.137,0.045,0.117,-0.268,0.371,0.111,-0.497,0.817,-0.036,-0.651,-0.56,-0.155,-0.259,0.409,-0.135,-0.36,0.0
0.051,0.277,-0.284,0.376,-0.821,0.085,0.144,-0.445,0.55,0.253,-0.319,0.8,-0.114,-0.572,-0.734,-0.159,-0.264,0.368,-0.058,-0.317,0.0
0.107,0.369,-0.533,0.558,-0.998,-0.076,0.309,-0.432,0.719,0.135,-0.538,0.744,-0.009,-0.76,-0.642,0.237,-0.254,0.579,-0.137,-0.15,0.0
0.017,0.33,-0.537,0.249,-0.956,-0.074,0.208,-0.28,0.651,0.037,-0.467,0.72,-0.025,-0.959,-0.388,0.006,-0.012,0.48,0.237,-0.014,0.0
0.238,0.137,-0.748,0.588,-0.862,-0.089,0.345,-0.838,0.532,0.095,-0.563,0.762,-0.009,-0.86,-1.151,0.162,-0.252,0.656,-0.427,-0.443,0.0
0.068,0.117,-0.271,0.397,-0.77,0.113,0.248,-0.593,0.289,-0.054,-0.218,0.879,0.073,-0.533,-1.14,0.191,-0.29,0.274,-0.228,-0.35,0.0
-0.093,0.152,-0.269,0.674,-0.878,-0.075,0.293,-0.575,0.148,-0.256,-0.31,0.862,0.105,-0.709,-1.228,-0.008,-0.436,0.297,-0.606,-0.696,0.0
-0.044,0.312,-0.073,0.394,-1.023,-0.051,0.156,-0.066,0.503,0.226,-0.317,0.804,-0.07,-0.879,-0.644,-0.03,-0.054,0.493,0.139,-0.174,0.0
