Unnamed: 0,x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
422,0.006,-1.184,0.147,-1.192,-0.255,-0.338,0.0,1.151,-3.482,-1.997,-1.67,0.517,1.163,-1.449,-0.527,5.648,-0.505,-3.355,0.359,-3.649,0.815
423,0.064,-1.381,0.209,-1.429,-0.418,0.039,0.0,1.544,-3.495,-2.255,-2.046,0.966,1.12,-1.38,-0.501,5.79,-0.391,-3.945,0.18,-3.781,0.963
424,-0.002,-1.168,0.102,-1.307,-0.639,-0.202,0.0,1.416,-3.686,-2.048,-1.556,0.564,0.834,-1.299,-0.512,5.95,-0.248,-3.939,0.281,-3.485,0.755
425,0.105,-1.268,0.157,-1.299,-0.615,-0.2,0.0,1.62,-3.396,-1.749,-1.707,0.583,0.961,-1.08,-0.212,5.429,-0.587,-3.621,0.254,-3.325,0.863
426,-0.049,-1.365,0.126,-1.344,-0.597,-0.116,0.0,1.281,-3.276,-2.335,-1.289,0.285,0.657,-1.074,-0.293,5.664,-0.518,-3.953,0.295,-4.0,1.058
427,-0.174,-1.243,0.159,-1.314,-0.508,-0.293,0.0,2.027,-3.413,-2.296,-1.883,1.062,1.511,-1.046,-0.16,6.178,-0.591,-3.836,0.327,-3.944,0.867
428,-0.139,-1.126,0.383,-1.487,-0.706,-0.02,0.0,1.903,-4.538,-1.734,-1.327,0.529,0.769,-1.506,-0.329,7.51,-0.893,-4.832,0.092,-3.622,1.483
429,-0.301,-1.13,0.503,-1.164,-0.19,-0.077,0.0,2.19,-3.785,-2.352,-2.297,1.192,1.505,-1.503,-0.369,6.431,-0.361,-4.161,0.197,-3.812,1.001
430,0.098,-1.13,0.415,-1.104,-0.461,-0.278,0.0,1.375,-3.325,-2.576,-1.686,0.785,1.094,-1.37,-0.367,5.503,-0.304,-3.556,0.272,-3.963,0.772
431,0.171,-1.397,0.1,-1.599,-0.75,-0.013,0.0,1.508,-4.099,-2.107,-1.596,0.46,0.738,-1.381,-0.415,6.884,-0.62,-4.566,0.152,-4.072,1.285
432,-0.025,-1.231,0.104,-1.468,-0.706,-0.075,0.0,1.727,-4.282,-2.185,-1.919,0.675,0.844,-1.67,-0.5,7.101,-0.453,-4.722,0.219,-4.061,1.244
433,-0.098,-1.396,0.26,-1.291,-0.462,-0.044,0.0,1.635,-4.108,-2.095,-1.915,0.572,0.661,-1.507,-0.336,6.935,-0.594,-4.651,0.281,-4.284,1.14
434,0.153,-1.297,0.222,-1.484,-0.71,-0.081,0.0,1.404,-3.808,-1.833,-1.478,0.468,0.689,-1.335,-0.306,6.39,-0.86,-4.274,0.189,-3.62,1.152
435,0.295,-1.448,0.251,-1.209,-0.462,-0.269,0.0,2.135,-2.946,-2.45,-2.026,1.13,1.598,-1.018,-0.336,5.701,-0.365,-3.613,0.371,-4.099,0.751
436,0.032,-1.47,0.243,-1.69,-0.7,-0.162,0.0,1.21,-3.845,-2.7,-1.979,0.759,0.769,-1.562,-0.436,6.33,-0.353,-4.037,0.137,-4.221,1.052
437,0.103,-1.196,0.079,-1.236,-0.414,-0.4,0.0,1.536,-3.319,-1.931,-1.37,0.219,1.141,-1.217,-0.352,5.466,-0.515,-3.506,0.242,-3.863,0.732
438,-0.051,-1.34,0.449,-1.487,-0.83,0.045,0.0,1.509,-3.586,-2.117,-1.534,0.494,0.862,-1.463,-0.272,6.221,-0.755,-3.938,0.029,-3.735,1.051
439,-0.017,-1.101,0.253,-1.093,-0.604,-0.203,0.0,1.51,-3.94,-2.096,-1.604,0.688,1.061,-1.484,-0.481,6.352,-0.748,-3.661,0.192,-3.371,1.072
440,0.052,-1.32,0.278,-1.363,-0.718,-0.142,0.0,1.554,-3.853,-2.253,-1.928,0.662,1.015,-1.494,-0.33,6.722,-0.529,-4.379,0.281,-4.342,1.075
441,-0.021,-1.376,0.127,-1.359,-0.426,-0.002,0.0,1.573,-3.01,-2.297,-1.854,0.589,0.813,-1.123,-0.143,5.166,-0.75,-3.639,0.282,-3.729,0.836
442,0.162,-1.428,0.152,-1.478,-0.614,-0.08,0.0,1.568,-3.324,-2.658,-1.44,0.17,0.74,-1.361,-0.384,5.871,-0.263,-4.199,0.317,-4.8,0.856
443,0.148,-1.282,0.206,-1.104,-0.369,-0.477,0.0,1.46,-3.039,-2.406,-1.551,0.593,1.416,-1.263,-0.329,4.978,-0.493,-2.927,0.239,-3.623,0.719
444,0.067,-1.348,0.226,-1.861,-0.721,-0.117,0.0,1.505,-4.188,-2.266,-1.851,0.692,0.829,-1.64,-0.337,6.949,-0.898,-4.372,0.147,-3.775,1.407
445,-0.114,-1.078,0.3,-1.329,-0.578,-0.037,0.0,2.073,-4.036,-2.126,-1.847,0.716,0.976,-1.527,-0.244,6.796,-0.343,-4.58,0.235,-3.644,1.066
446,-0.031,-1.34,0.089,-1.559,-0.708,0.09,0.0,1.642,-3.982,-2.052,-1.737,0.595,0.964,-1.514,-0.264,6.549,-0.782,-4.45,0.267,-3.807,1.114
447,-0.149,-1.219,0.071,-1.388,-0.508,-0.111,0.0,1.523,-3.332,-2.503,-1.925,0.558,0.814,-1.38,-0.336,5.81,-0.058,-3.996,0.227,-4.036,0.737
448,-0.026,-1.303,0.186,-1.646,-0.68,-0.103,0.0,1.634,-4.386,-1.889,-1.506,0.408,0.774,-1.49,-0.304,7.038,-0.706,-4.588,0.168,-3.787,1.21
449,-0.271,-1.385,0.195,-1.645,-0.758,0.221,0.0,1.594,-4.449,-1.69,-1.611,0.528,0.632,-1.423,-0.453,7.287,-0.638,-4.905,0.203,-3.574,1.364
450,0.03,-1.332,0.283,-1.528,-0.591,-0.102,0.0,1.747,-3.747,-1.96,-1.909,0.908,1.075,-1.456,-0.426,6.33,-0.558,-3.908,0.262,-3.448,0.972
451,-0.046,-1.207,0.059,-1.273,-0.377,-0.312,0.0,1.311,-3.531,-2.629,-1.532,0.135,0.82,-1.382,-0.496,5.948,0.09,-4.052,0.168,-4.528,0.855
452,-0.069,-1.204,-0.019,-1.515,-0.901,-0.059,0.0,1.496,-4.478,-2.008,-1.419,0.328,0.626,-1.485,-0.566,7.535,-0.551,-4.959,0.132,-4.056,1.457
453,0.058,-1.236,0.192,-1.546,-0.603,-0.19,0.0,1.751,-4.045,-2.191,-1.762,0.527,0.786,-1.431,-0.295,6.495,-0.6,-4.395,0.126,-4.193,1.265
454,0.247,-1.356,-0.018,-1.229,-0.587,-0.445,0.0,1.448,-2.77,-2.115,-1.466,0.672,1.438,-1.082,-0.215,4.972,-0.669,-3.084,0.469,-3.944,0.629
455,-0.161,-1.258,0.266,-1.087,-0.395,-0.178,0.0,1.242,-2.983,-1.995,-1.06,0.256,0.869,-0.9,-0.183,5.131,-0.487,-3.411,0.284,-3.558,0.588
456,0.162,-0.804,0.062,-1.193,-0.718,-0.21,0.0,1.431,-4.115,-2.018,-1.412,0.476,1.0,-1.551,-0.364,6.253,-0.522,-3.597,0.159,-3.045,1.017
457,-0.066,-1.122,0.361,-1.097,-0.48,-0.363,0.0,1.038,-3.368,-2.489,-1.129,0.109,0.75,-1.354,-0.479,5.578,-0.291,-3.651,0.283,-3.968,0.826
458,-0.053,-1.364,0.041,-0.96,-0.573,-0.356,0.0,1.437,-3.209,-2.448,-1.247,0.212,0.896,-1.28,-0.361,5.587,-0.516,-3.45,0.365,-3.87,0.581
459,-0.083,-1.3,0.345,-1.108,-0.666,-0.071,0.0,1.002,-3.885,-2.156,-1.511,0.504,0.503,-1.426,-0.41,6.143,-0.88,-4.008,0.121,-3.566,1.277
460,-0.211,-1.395,0.352,-1.316,-0.523,0.058,0.0,2.127,-3.964,-2.574,-2.034,0.842,0.996,-1.432,-0.165,7.058,-0.512,-4.704,0.225,-4.408,1.092
461,0.052,-1.278,0.312,-1.531,-0.486,0.045,0.0,1.303,-4.019,-2.304,-1.406,0.368,0.221,-1.422,-0.367,6.472,-0.388,-4.53,0.226,-4.158,1.205
462,0.13,-1.39,0.291,-1.427,-0.562,-0.524,0.0,1.171,-3.422,-2.595,-1.32,0.373,1.17,-1.363,-0.392,5.627,-0.749,-3.238,0.154,-3.781,0.801
463,0.047,-1.217,0.242,-1.397,-0.526,-0.128,0.0,1.936,-3.733,-2.214,-1.87,0.745,1.28,-1.31,-0.219,6.421,-0.537,-4.134,0.246,-3.781,0.938
464,0.167,-1.216,0.135,-1.115,-0.329,-0.712,0.0,1.485,-2.756,-2.942,-1.409,0.308,1.323,-1.041,-0.318,4.865,-0.246,-3.003,0.251,-4.253,0.43
465,-0.162,-1.242,0.423,-1.186,-0.551,-0.138,0.0,1.851,-4.024,-2.295,-1.715,0.741,0.92,-1.396,-0.439,6.91,-0.33,-4.664,0.312,-4.328,1.109
466,0.013,-1.328,0.262,-1.394,-0.495,-0.144,0.0,1.508,-3.732,-2.376,-1.249,0.36,0.833,-1.504,-0.383,6.019,-0.452,-3.874,0.243,-4.118,1.034
467,0.009,-1.519,0.21,-1.282,-0.351,-0.583,0.0,2.045,-3.173,-3.02,-2.098,1.183,1.574,-1.38,-0.049,5.663,-0.835,-3.583,0.384,-4.529,0.6
468,0.095,-1.396,0.101,-1.492,-0.703,0.09,0.0,1.351,-3.591,-2.724,-1.329,0.083,0.35,-1.507,-0.31,6.093,-0.292,-4.297,0.079,-4.276,1.146
469,0.01,-1.295,0.065,-1.448,-0.722,-0.269,0.0,2.31,-3.821,-2.481,-2.386,1.43,1.574,-1.378,-0.5,6.65,-0.233,-4.073,0.276,-4.263,1.093
470,0.244,-1.269,0.35,-0.913,0.066,-0.641,0.0,1.583,-2.111,-2.484,-2.139,0.996,1.809,-0.771,-0.105,3.919,-0.703,-2.06,0.173,-3.294,0.201
471,0.348,-1.367,0.237,-1.07,-0.18,-0.487,0.0,1.585,-2.161,-2.736,-0.905,0.048,1.178,-0.759,-0.365,3.889,-0.217,-2.719,0.25,-3.99,0.228
472,-0.061,-1.186,0.123,-1.016,-0.334,-0.533,0.0,1.552,-2.649,-2.698,-1.447,0.517,1.246,-1.155,-0.597,4.466,0.074,-2.978,0.375,-4.028,0.458
473,0.17,-1.494,0.294,-1.496,-0.358,-0.345,0.0,1.979,-2.915,-2.166,-1.908,1.028,1.617,-1.035,-0.491,5.277,-0.474,-3.416,0.207,-3.781,0.917
474,0.345,-1.119,0.037,-1.454,-0.599,-0.141,0.0,1.628,-3.877,-2.104,-1.487,0.38,0.836,-1.534,-0.475,6.191,-0.542,-4.043,0.135,-3.531,1.065
475,0.073,-1.126,0.466,-1.151,-0.411,-0.179,0.0,1.761,-3.153,-2.292,-1.787,0.775,1.295,-1.347,-0.333,5.119,-0.343,-3.225,0.148,-3.502,0.79
476,-0.006,-1.439,0.092,-1.494,-0.664,-0.015,0.0,1.498,-3.68,-2.251,-1.717,0.569,0.609,-1.442,-0.244,6.372,-0.665,-4.383,0.225,-4.331,1.099
477,-0.073,-1.352,0.38,-1.273,-0.745,-0.067,0.0,1.569,-3.777,-2.077,-1.483,0.574,0.765,-1.264,-0.34,6.541,-0.431,-4.318,0.28,-3.825,1.152
478,-0.144,-1.287,0.336,-1.434,-0.819,-0.204,0.0,1.976,-3.805,-2.216,-1.639,0.838,1.317,-1.537,-0.475,6.595,-0.567,-4.051,0.107,-3.641,1.149
479,0.203,-1.157,0.179,-1.231,-0.301,-0.337,0.0,1.778,-3.125,-2.307,-1.848,0.591,1.265,-1.276,-0.372,5.216,-0.31,-3.249,0.23,-3.553,0.666
480,-0.148,-1.29,0.201,-1.295,-0.54,-0.271,0.0,1.534,-3.035,-2.308,-1.157,0.331,1.02,-1.038,-0.382,5.332,-0.418,-3.537,0.309,-3.799,0.757
481,-0.03,-1.478,0.373,-1.252,-0.433,-0.333,0.0,1.751,-3.952,-2.106,-1.814,1.064,1.439,-1.466,-0.319,6.583,-0.952,-3.83,0.086,-3.648,1.061
482,0.117,-1.349,0.434,-1.331,-0.579,-0.265,0.0,1.787,-3.509,-2.504,-1.303,0.379,0.968,-1.167,-0.361,6.16,-0.281,-4.103,0.296,-4.361,0.893
483,0.066,-1.325,0.253,-1.341,-0.606,-0.21,0.0,1.33,-3.557,-2.235,-1.212,0.171,0.814,-1.296,-0.531,5.868,-0.319,-3.743,0.295,-3.911,0.809
484,0.274,-1.317,0.086,-1.054,-0.077,-0.519,0.0,1.134,-2.62,-2.622,-1.294,0.215,1.127,-0.866,-0.294,4.43,-0.375,-2.736,0.242,-3.97,0.395
485,0.208,-1.467,0.115,-1.492,-0.65,0.026,0.0,1.721,-3.794,-2.54,-2.001,0.912,0.784,-1.4,-0.347,6.635,-0.527,-4.651,0.16,-4.642,1.385
486,0.01,-0.939,0.212,-1.234,-0.322,-0.112,0.0,1.808,-3.712,-1.98,-2.146,1.202,1.329,-1.304,-0.407,6.333,-0.321,-3.836,0.096,-3.147,0.946
487,-0.203,-1.365,0.46,-1.382,-0.545,-0.254,0.0,1.89,-3.903,-2.667,-2.012,0.807,1.205,-1.385,-0.422,6.861,-0.213,-4.653,0.186,-4.709,0.867
488,0.089,-1.167,0.146,-1.383,-0.523,-0.192,0.0,1.73,-3.537,-2.07,-1.825,0.761,1.155,-1.13,-0.38,6.063,-0.54,-3.884,0.313,-3.759,0.986
489,-0.211,-1.143,0.384,-1.532,-0.501,-0.153,0.0,1.82,-4.15,-2.215,-1.918,1.054,1.369,-1.515,-0.408,7.074,-0.329,-4.477,0.227,-3.954,1.051
490,-0.058,-1.214,0.257,-1.493,-0.522,-0.084,0.0,2.005,-4.301,-2.288,-1.789,0.73,1.169,-1.708,-0.338,7.303,-0.588,-4.623,0.259,-4.129,1.074
491,0.312,-1.38,0.071,-1.41,-0.389,-0.489,0.0,1.865,-3.039,-2.402,-1.883,0.827,1.321,-0.932,-0.04,5.645,-0.423,-3.657,0.198,-4.26,0.724
492,-0.014,-1.457,0.099,-1.523,-0.831,0.031,0.0,1.555,-4.163,-2.044,-1.763,0.663,0.877,-1.551,-0.299,7.057,-1.048,-4.47,0.235,-3.847,1.157
493,-0.08,-1.359,0.337,-1.635,-0.73,-0.157,0.0,1.923,-4.453,-2.029,-1.921,0.9,1.09,-1.399,-0.467,7.33,-0.461,-4.514,0.285,-3.817,1.21
494,0.169,-1.251,0.089,-1.256,-0.387,-0.329,0.0,1.723,-2.984,-2.528,-1.925,0.695,1.176,-1.043,-0.124,4.989,-0.563,-3.429,0.295,-4.096,0.691
495,0.178,-1.416,0.213,-1.481,-0.721,-0.126,0.0,1.741,-4.16,-2.014,-1.715,0.828,0.909,-1.469,-0.509,6.789,-0.752,-4.457,0.008,-3.646,1.199
496,0.062,-1.602,0.455,-1.535,-0.479,-0.211,0.0,1.703,-3.755,-2.212,-1.732,0.854,1.119,-1.346,-0.453,6.469,-0.771,-4.141,0.31,-3.951,1.135
497,0.092,-1.207,0.315,-1.29,-0.507,-0.319,0.0,1.068,-3.181,-2.748,-0.896,0.041,0.822,-1.236,-0.337,4.972,-0.355,-3.331,0.161,-4.122,0.742
498,0.167,-1.368,0.01,-1.306,-0.56,-0.211,0.0,1.796,-3.481,-2.726,-1.831,0.637,1.261,-1.33,-0.241,6.124,-0.64,-3.853,0.042,-4.357,0.958
499,-0.112,-1.271,0.137,-1.304,-0.349,-0.04,0.0,1.797,-3.602,-2.25,-1.784,0.579,0.938,-1.325,-0.372,6.075,-0.472,-4.097,0.32,-3.736,1.055
500,-0.118,-1.511,0.095,-1.399,-0.568,-0.042,0.0,1.443,-3.536,-2.603,-1.537,0.254,0.66,-1.425,-0.19,6.248,-0.535,-4.304,0.242,-4.484,0.739
501,0.039,-1.252,0.325,-1.509,-0.697,-0.16,0.0,1.666,-4.127,-2.646,-1.427,0.618,0.796,-1.47,-0.501,6.957,-0.47,-4.548,0.256,-4.338,1.193
502,-0.175,-1.06,-0.001,-1.143,-0.365,-0.114,0.0,1.648,-2.449,-2.453,-1.655,0.612,1.347,-0.828,-0.217,4.624,-0.3,-3.194,0.436,-3.654,0.65
503,0.247,-1.424,0.159,-1.407,-0.359,0.014,0.0,1.619,-3.493,-2.269,-2.014,0.748,1.007,-1.47,-0.383,5.785,-0.563,-3.634,0.122,-3.578,0.933
504,-0.02,-1.353,0.223,-1.318,-0.547,-0.293,0.0,1.355,-2.958,-2.82,-0.838,0.076,0.818,-0.894,-0.201,5.535,-0.521,-3.798,0.114,-4.578,0.836
505,-0.001,-1.426,0.156,-1.308,-0.704,-0.075,0.0,1.401,-3.18,-2.008,-1.473,0.709,0.965,-1.117,-0.231,5.442,-0.574,-3.606,0.09,-3.349,0.767
506,-0.183,-1.366,0.368,-1.639,-0.396,-0.103,0.0,1.765,-3.799,-2.271,-2.108,1.076,1.157,-1.392,-0.289,6.389,-0.463,-4.103,0.285,-4.019,0.987
507,-0.089,-1.313,0.26,-1.09,-0.476,-0.24,0.0,1.436,-3.702,-2.526,-1.743,0.566,1.238,-1.446,-0.455,6.144,-0.377,-3.694,0.248,-3.986,0.875
508,0.165,-1.479,0.515,-1.145,-0.156,-0.639,0.0,1.883,-2.651,-3.029,-2.123,1.091,1.877,-1.252,-0.319,4.756,-0.306,-2.664,0.23,-3.816,0.086
509,-0.112,-1.153,0.213,-1.518,-0.729,-0.063,0.0,1.839,-4.507,-1.878,-2.305,1.16,1.164,-1.81,-0.457,7.411,-0.681,-4.566,0.051,-3.646,1.323
510,0.201,-1.242,0.296,-1.309,-0.742,-0.206,0.0,2.019,-3.599,-2.016,-1.733,0.842,1.276,-1.243,-0.425,5.948,-0.577,-3.696,0.18,-3.534,0.967
511,0.19,-1.297,0.001,-1.166,-0.702,-0.311,0.0,1.23,-3.206,-2.371,-1.232,0.227,0.836,-1.207,-0.277,5.098,-0.754,-3.486,0.314,-3.932,0.829
512,0.023,-1.37,0.197,-1.528,-0.508,-0.102,0.0,1.388,-3.593,-2.451,-1.737,0.496,0.761,-1.301,-0.234,5.925,-0.75,-4.062,0.21,-4.319,1.082
513,-0.064,-1.192,0.129,-1.497,-0.662,0.097,0.0,1.325,-3.651,-2.11,-1.228,0.12,0.475,-1.24,-0.308,5.722,-0.512,-4.128,0.188,-3.955,1.177
514,-0.114,-1.227,0.212,-1.008,-0.186,-0.329,0.0,1.672,-2.737,-2.521,-1.542,0.45,1.301,-1.127,-0.442,4.852,-0.104,-2.981,0.175,-3.688,0.568
515,-0.131,-1.203,0.098,-1.546,-0.788,-0.314,0.0,1.664,-3.592,-2.614,-1.613,0.63,1.104,-1.293,-0.235,6.126,-0.331,-3.941,0.281,-4.011,0.953
516,0.113,-1.339,-0.159,-1.133,-0.373,-0.325,0.0,0.703,-3.352,-2.793,-0.843,-0.448,0.398,-1.392,-0.506,5.268,-0.374,-3.479,0.174,-4.177,0.859
517,0.071,-1.382,-0.217,-1.164,-0.306,-0.345,0.0,1.333,-2.814,-2.74,-1.166,0.027,1.027,-1.101,-0.378,4.72,-0.185,-3.166,0.163,-4.015,0.587
518,-0.056,-1.285,0.302,-1.23,-0.578,-0.138,0.0,1.859,-3.856,-2.247,-2.157,0.935,1.233,-1.48,-0.276,6.67,-0.635,-4.194,0.02,-3.884,1.124
519,0.18,-1.319,0.207,-1.079,-0.566,-0.142,0.0,1.657,-3.723,-2.263,-1.778,0.519,0.925,-1.425,-0.259,6.331,-0.474,-3.994,-0.096,-3.612,0.799
520,0.097,-1.319,0.03,-1.255,-0.824,-0.177,0.0,1.196,-3.791,-2.629,-1.356,0.192,0.521,-1.386,-0.3,6.407,-0.539,-4.315,0.191,-4.384,1.047
521,0.128,-1.327,0.246,-1.398,-0.569,-0.059,0.0,2.197,-3.588,-1.806,-1.721,0.874,1.233,-1.231,-0.239,6.546,-0.63,-4.251,0.367,-3.654,0.92
522,-0.069,-1.281,0.163,-1.156,-0.717,-0.104,0.0,2.311,-3.269,-2.402,-1.76,0.736,1.346,-1.026,-0.199,6.2,-0.485,-4.203,0.296,-4.323,0.856
523,-0.006,-1.294,0.21,-1.346,-0.644,-0.103,0.0,1.9,-4.143,-1.982,-1.929,0.94,1.173,-1.613,-0.133,6.85,-0.936,-4.177,0.248,-3.598,1.048
524,0.223,-1.24,0.214,-1.142,-0.479,-0.552,0.0,1.677,-2.945,-2.597,-1.874,0.974,1.665,-1.146,-0.555,5.386,-0.207,-3.128,0.383,-3.911,0.561
525,0.031,-1.233,0.1,-1.379,-0.846,0.193,0.0,1.467,-4.321,-1.983,-1.3,0.206,0.37,-1.542,-0.584,7.253,-0.155,-4.925,0.179,-3.677,1.11
526,0.194,-1.375,0.099,-1.429,-0.685,0.083,0.0,1.278,-3.518,-2.081,-1.345,0.103,0.39,-1.399,-0.403,5.898,-0.772,-4.195,0.063,-3.808,1.081
527,0.069,-1.297,0.196,-1.308,-0.275,-0.442,0.0,1.665,-2.974,-2.723,-1.755,0.707,1.456,-1.14,-0.397,5.258,-0.317,-3.4,0.206,-4.039,0.606
528,-0.177,-1.273,-0.131,-1.182,-0.486,-0.413,0.0,1.586,-2.492,-2.792,-1.319,0.269,1.164,-0.871,-0.297,4.68,-0.382,-3.229,0.255,-4.552,0.654
529,0.061,-1.288,0.223,-1.734,-0.668,0.062,0.0,1.856,-4.96,-2.319,-1.929,0.788,0.851,-1.911,-0.564,7.892,-0.45,-4.984,0.133,-4.075,1.456
530,-0.205,-1.134,0.527,-1.159,-0.612,0.018,0.0,1.995,-4.121,-2.238,-1.655,0.768,0.874,-1.412,-0.384,7.09,-0.598,-4.771,0.195,-4.389,1.177
531,0.168,-1.338,-0.049,-1.494,-0.596,-0.173,0.0,1.16,-3.474,-2.165,-0.879,-0.105,0.453,-1.257,-0.506,5.525,-0.354,-3.716,0.308,-3.619,0.959
532,-0.018,-1.434,0.106,-1.219,-0.432,0.006,0.0,1.662,-3.319,-2.85,-1.861,0.682,0.84,-1.28,-0.471,5.902,-0.034,-4.326,0.18,-4.616,0.733
533,0.179,-1.322,0.421,-1.268,-0.477,-0.3,0.0,1.959,-2.866,-2.758,-2.002,1.147,1.63,-1.223,-0.408,5.447,-0.258,-3.364,0.213,-4.164,0.654
534,-0.135,-1.381,0.139,-1.647,-0.505,0.057,0.0,1.79,-3.814,-2.419,-2.032,1.008,1.039,-1.414,-0.47,6.487,-0.319,-4.373,0.19,-4.058,1.093
535,0.005,-1.461,0.416,-1.27,-0.496,-0.094,0.0,1.927,-2.975,-2.443,-2.094,1.399,1.617,-1.04,-0.326,5.502,-0.418,-3.566,0.4,-4.184,0.776
536,0.298,-1.48,0.057,-1.294,-0.556,-0.387,0.0,0.858,-2.627,-2.735,-0.985,0.07,1.078,-1.127,-0.238,4.593,-0.712,-2.664,0.408,-3.767,0.543
537,0.066,-0.955,0.256,-1.347,-0.692,-0.33,0.0,1.703,-3.614,-1.967,-1.907,0.921,1.349,-1.461,-0.498,6.062,-0.329,-3.612,0.261,-3.442,1.024
538,0.088,-1.374,0.174,-1.685,-1.067,0.401,0.0,1.577,-4.674,-1.649,-1.008,0.147,0.171,-1.644,-0.441,7.454,-0.496,-5.337,0.067,-3.739,1.584
539,-0.192,-1.23,0.495,-1.631,-0.95,0.164,0.0,1.775,-5.067,-1.988,-1.896,0.856,0.562,-1.861,-0.435,8.494,-0.259,-5.546,0.033,-3.941,1.586
540,0.198,-1.322,0.331,-1.178,-0.35,-0.205,0.0,1.495,-2.751,-2.732,-1.454,0.757,1.185,-1.11,-0.266,5.05,-0.577,-3.279,0.322,-4.065,0.634
541,0.167,-1.165,0.126,-0.979,-0.493,-0.597,0.0,1.684,-3.111,-2.571,-1.881,0.716,1.554,-1.285,-0.363,5.17,-0.567,-2.998,0.361,-3.648,0.633
542,0.112,-1.247,0.12,-1.349,-0.361,-0.437,0.0,0.932,-3.71,-2.806,-1.403,0.336,0.957,-1.503,-0.51,5.639,-0.394,-3.521,0.178,-4.064,0.874
543,0.074,-1.325,0.468,-1.331,-0.559,-0.544,0.0,1.646,-2.787,-2.6,-1.962,1.024,1.512,-1.3,-0.53,4.939,-0.442,-2.818,0.332,-3.992,0.802
544,0.144,-1.463,0.085,-1.326,-0.564,-0.239,0.0,1.447,-3.388,-2.332,-1.231,0.195,0.805,-1.269,-0.243,5.668,-0.694,-3.779,0.281,-4.096,0.895
545,0.169,-1.277,0.047,-1.003,-0.388,-0.518,0.0,1.024,-1.9,-2.838,-1.114,0.285,1.007,-0.693,-0.259,3.556,-0.263,-2.385,0.172,-4.227,0.398
546,0.052,-1.311,0.184,-1.281,-0.665,-0.283,0.0,1.289,-3.077,-2.486,-1.486,0.569,1.01,-1.061,-0.302,5.487,-0.524,-3.48,0.148,-3.83,0.818
547,0.108,-1.349,0.234,-1.313,-0.537,-0.006,0.0,1.758,-4.178,-2.844,-1.862,0.762,0.824,-1.683,-0.544,6.877,-0.258,-4.678,0.025,-4.462,1.136
548,0.219,-1.276,0.036,-1.323,-0.483,-0.367,0.0,1.296,-3.347,-2.155,-1.357,0.439,1.071,-1.102,-0.255,5.428,-0.638,-3.389,0.382,-3.665,0.897
549,-0.002,-1.212,0.228,-1.411,-0.778,-0.064,0.0,1.516,-4.113,-2.552,-1.474,0.548,0.714,-1.459,-0.236,6.753,-0.592,-4.478,-0.015,-4.005,1.031
550,-0.022,-1.314,0.365,-1.722,-0.637,0.044,0.0,1.85,-4.376,-1.922,-2.124,1.023,1.058,-1.745,-0.469,7.274,-0.705,-4.424,0.179,-3.662,1.223
551,0.099,-1.29,0.256,-1.34,-0.463,-0.36,0.0,1.321,-3.342,-2.69,-1.603,0.615,1.114,-1.301,-0.31,5.664,-0.504,-3.421,0.241,-4.108,0.818
552,-0.03,-1.135,0.25,-1.227,-0.349,0.101,0.0,1.94,-4.196,-1.927,-2.211,1.402,1.199,-1.472,-0.387,7.09,-0.583,-4.54,0.11,-3.634,1.063
553,0.115,-1.269,0.073,-1.235,-0.6,-0.259,0.0,1.354,-3.314,-2.313,-1.469,0.482,0.832,-1.041,-0.224,5.655,-0.558,-3.896,0.168,-3.983,0.776
554,0.058,-1.307,0.345,-1.397,-0.409,-0.37,0.0,1.299,-3.612,-2.632,-1.225,0.425,1.074,-1.337,-0.427,5.868,-0.477,-3.632,0.246,-4.145,0.93
555,-0.025,-1.304,0.151,-1.606,-0.707,0.239,0.0,1.357,-3.785,-2.083,-1.626,0.364,0.393,-1.3,-0.377,6.306,-0.698,-4.364,0.165,-3.841,1.207
556,-0.238,-1.225,0.216,-1.417,-0.738,0.168,0.0,1.579,-3.781,-2.471,-1.49,0.576,0.541,-1.494,-0.322,6.585,-0.537,-4.611,0.187,-4.227,1.193
557,-0.071,-1.571,0.275,-1.274,-0.573,-0.123,0.0,1.697,-4.108,-2.762,-1.72,0.615,0.891,-1.469,-0.599,7.139,-0.091,-4.813,0.114,-4.607,0.966
558,0.016,-1.176,0.176,-1.285,-0.372,-0.241,0.0,1.365,-3.471,-2.422,-1.536,0.389,0.909,-1.289,-0.251,5.799,-0.682,-3.728,0.21,-4.032,0.817
559,0.013,-1.119,0.167,-1.097,-0.434,-0.35,0.0,1.499,-2.931,-2.585,-1.842,0.864,1.268,-1.039,-0.172,5.391,-0.462,-3.279,0.351,-3.916,0.619
560,0.058,-1.363,0.325,-1.322,-0.565,-0.322,0.0,1.378,-3.568,-2.1,-1.789,0.68,1.157,-1.442,-0.371,5.887,-0.708,-3.41,0.163,-3.431,1.018
561,0.167,-1.222,0.239,-1.406,-0.504,-0.086,0.0,1.996,-2.824,-2.479,-1.682,0.999,1.454,-1.039,-0.422,5.336,-0.052,-3.62,0.095,-3.993,0.741
562,0.058,-1.249,0.089,-1.194,-0.536,-0.036,0.0,1.368,-3.048,-2.132,-1.465,0.562,1.101,-1.075,-0.149,5.126,-0.635,-3.295,0.338,-3.436,0.7
