x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.155,1.284,0.55,4.403,0.724,-0.202,-0.496,0.811,-0.628,-1.204,0.098,0.0,1.437,0.808,2.517,0.089,-1.251,1.079,2.542,-1.076,0.092
-0.957,1.504,1.112,3.875,0.607,-0.218,-0.745,0.76,-0.828,-1.291,-0.223,0.0,2.237,0.888,3.146,0.909,-1.184,1.182,2.156,-1.189,-0.206
-0.331,1.457,1.05,3.52,0.491,-0.044,0.357,0.871,-0.784,-1.267,-0.479,0.0,2.078,0.921,2.611,2.361,0.761,-0.148,2.603,-0.165,-0.231
-0.611,1.368,1.001,4.086,0.556,-0.25,-0.562,0.881,-0.551,-1.307,-0.307,0.0,2.226,1.058,2.718,0.934,-1.145,1.383,2.107,-0.85,-0.285
-0.753,1.119,0.695,4.169,0.479,-0.234,-0.655,0.321,-0.309,-1.379,-0.2,0.0,1.526,0.82,2.461,0.386,-1.242,1.417,2.017,-1.015,-0.239
-0.524,1.204,0.673,4.936,0.623,-0.147,-0.297,0.803,-0.475,-1.103,-0.213,0.0,1.852,1.1,2.423,1.042,-0.58,0.573,3.019,-0.793,0.162
-0.495,1.187,1.248,4.371,0.656,-0.057,-0.575,0.091,-0.656,-1.343,0.132,0.0,2.212,1.041,2.886,0.891,-1.372,1.303,2.442,-0.793,0.071
-1.071,1.371,0.77,4.989,0.487,-0.145,0.389,1.206,-0.332,-1.345,-0.899,0.0,2.028,0.99,2.156,2.066,0.511,0.137,3.336,-0.39,-0.349
-0.601,1.315,0.972,3.69,0.708,0.154,-0.117,-0.218,-0.754,-1.171,-0.043,0.0,2.107,1.098,2.762,1.456,-0.355,0.52,2.67,0.071,-0.13
-0.332,1.312,0.817,4.091,0.73,-0.182,-0.625,0.322,-0.559,-1.452,0.285,0.0,2.026,0.889,2.717,0.468,-1.453,1.107,2.507,-0.899,0.167
-0.33,1.236,1.15,3.31,0.648,-0.214,-0.352,1.217,-0.471,-1.022,0.02,0.0,1.735,0.635,2.762,0.908,-0.712,0.645,2.344,-1.003,-0.142
-0.641,1.402,0.65,4.214,0.397,0.267,-0.045,0.354,-0.762,-1.274,-0.656,0.0,2.37,0.973,2.406,1.844,0.095,0.24,3.042,-0.001,-0.165
-0.148,1.356,0.803,4.362,0.806,0.017,-0.966,0.383,-0.731,-1.305,0.104,0.0,1.977,0.794,2.816,-0.181,-1.986,1.421,2.5,-0.97,-0.072
-0.069,1.455,1.047,4.227,0.558,-0.112,-0.126,0.918,-0.594,-1.278,0.171,0.0,2.168,0.883,2.929,1.656,-0.245,0.481,2.728,-0.564,-0.054
-0.333,1.27,0.803,3.559,0.549,0.114,0.081,1.033,-0.587,-1.183,-0.323,0.0,1.993,0.912,2.441,1.736,0.009,0.391,2.363,-0.575,-0.419
-0.258,1.49,0.871,3.792,0.552,0.493,0.162,0.477,-0.747,-0.994,-0.367,0.0,2.224,1.096,2.594,2.047,0.4,0.085,3.126,-0.044,0.107
-0.18,1.19,1.082,4.43,0.624,-0.692,-0.894,1.092,-0.412,-1.317,0.237,0.0,1.977,0.776,2.72,0.226,-1.821,1.329,2.51,-1.43,0.167
-0.536,1.448,1.201,4.094,0.601,-0.327,-0.224,1.181,-0.624,-1.335,-0.305,0.0,2.121,0.896,2.677,1.189,-0.596,0.777,2.46,-1.022,-0.285
-0.543,1.348,1.38,3.254,0.769,-0.375,-0.853,0.662,-0.681,-1.368,0.055,0.0,2.287,0.91,3.151,0.547,-1.919,1.575,1.856,-1.431,-0.246
0.075,1.192,0.982,3.342,1.013,-0.022,-0.229,0.608,-0.253,-1.342,0.283,0.0,1.909,1.035,2.723,1.378,-0.24,0.082,2.749,-0.599,-0.129
0.01,1.182,0.677,3.376,0.45,-0.045,-0.351,0.858,-0.566,-1.074,0.399,0.0,1.288,0.77,2.364,0.322,-0.913,0.954,1.999,-0.886,0.153
-0.252,1.622,0.827,4.077,0.768,0.144,-0.518,0.815,-0.654,-1.278,0.006,0.0,1.932,0.878,2.842,0.946,-0.829,0.912,2.434,-0.679,0.089
-0.206,1.414,1.107,4.123,0.787,0.055,-0.26,1.141,-0.641,-1.318,0.07,0.0,2.276,0.984,2.951,1.563,-0.502,0.636,2.723,-0.779,-0.158
-0.521,1.329,0.902,4.722,0.587,-0.205,-0.404,0.239,-0.313,-1.204,-0.225,0.0,2.048,0.825,2.689,1.073,-0.735,0.786,3.032,-0.45,0.305
-0.221,1.3,0.778,3.942,0.936,0.041,-0.322,0.833,-0.768,-1.048,0.154,0.0,1.824,1.109,2.684,1.049,-0.506,0.535,2.945,-0.646,-0.062
-0.671,1.386,0.939,4.241,0.577,-0.171,-0.927,0.336,-0.839,-1.418,-0.009,0.0,1.844,1.019,2.968,0.386,-1.399,1.287,2.472,-0.987,0.07
-0.325,1.367,1.035,4.549,0.466,-0.043,-0.632,0.562,-0.78,-1.221,0.13,0.0,2.132,1.017,3.158,0.061,-1.671,1.519,2.364,-1.103,0.32
-0.544,1.202,0.534,4.412,0.497,-0.409,-0.453,0.71,-0.265,-1.18,0.033,0.0,1.384,0.844,2.378,0.753,-0.679,0.762,2.509,-0.894,0.259
0.353,1.245,0.501,4.444,0.918,0.154,0.012,0.165,-0.456,-1.063,0.309,0.0,1.714,0.899,2.536,1.472,-0.063,0.081,3.379,-0.054,0.175
-0.399,1.29,0.91,4.83,0.663,-0.564,-0.778,1.088,-0.477,-1.292,0.086,0.0,2.139,0.862,2.904,0.829,-1.173,0.968,2.643,-1.09,0.122
-0.893,1.312,0.861,3.541,0.418,-0.203,-0.167,0.84,-0.46,-1.102,-0.665,0.0,1.952,0.908,2.376,1.16,-0.58,0.825,2.216,-0.637,-0.272
-0.075,1.313,1.127,3.86,0.651,-0.459,-0.814,0.963,-0.489,-1.383,0.383,0.0,1.937,0.813,2.882,0.339,-1.542,1.28,2.161,-1.181,0.095
-0.812,1.315,1.393,4.188,0.704,-0.459,-0.915,0.781,-0.763,-1.482,-0.421,0.0,2.243,0.812,2.865,-0.055,-2.412,1.98,1.952,-1.334,-0.128
-0.173,1.34,0.851,4.597,0.75,-0.011,-0.578,0.36,-0.818,-1.307,0.358,0.0,2.211,0.813,3.206,0.86,-1.072,0.83,2.663,-0.89,0.308
-0.602,1.171,1.015,3.323,0.54,-0.241,-0.727,0.578,-0.462,-1.137,-0.043,0.0,1.48,0.859,2.381,0.087,-1.267,1.314,1.862,-1.087,-0.15
-0.393,1.468,1.174,3.889,0.724,-0.324,-0.7,0.781,-0.785,-1.31,0.123,0.0,2.045,1.041,2.802,0.246,-1.627,1.276,2.023,-1.256,-0.071
-0.287,1.534,1.119,4.488,0.577,0.021,-0.629,0.119,-0.635,-1.27,-0.007,0.0,2.295,1.007,2.868,1.247,-0.907,0.852,2.72,-0.537,-0.097
-0.257,1.201,1.016,3.372,0.757,-0.159,-0.241,0.856,-0.413,-1.273,-0.163,0.0,1.814,0.983,2.43,1.489,-0.075,0.004,2.474,-0.669,-0.243
-0.318,1.29,0.971,3.964,0.672,-0.166,0.284,0.95,-0.548,-1.366,-0.344,0.0,2.044,0.832,2.518,2.036,0.282,0.186,2.641,-0.52,-0.198
-1.082,1.015,1.13,3.345,0.604,-0.514,-0.844,0.469,-0.399,-1.266,-0.392,0.0,1.939,0.873,2.521,0.573,-1.414,1.309,1.622,-1.097,-0.283
0.016,1.503,0.681,4.564,0.701,0.113,-0.45,0.487,-0.892,-0.946,0.397,0.0,1.727,0.917,3.076,0.477,-0.925,0.758,2.715,-0.79,0.51
-0.045,1.344,0.966,3.437,0.627,0.221,0.071,0.632,-0.675,-1.503,-0.174,0.0,1.879,0.92,2.421,1.467,-0.029,0.203,2.758,-0.241,-0.304
-1.081,1.222,1.212,3.552,0.521,-0.391,-0.639,0.184,-0.554,-1.364,-0.497,0.0,2.276,0.731,2.601,1.014,-1.25,1.563,1.874,-0.657,-0.331
-0.273,1.385,1.294,3.491,0.76,-0.399,-0.715,0.355,-0.696,-1.152,0.563,0.0,2.15,0.973,3.415,0.557,-1.672,1.395,1.902,-1.372,-0.084
-0.975,1.177,0.567,4.141,0.672,-0.091,-0.224,0.657,-0.284,-1.062,-0.684,0.0,1.457,0.872,2.004,0.934,-0.366,0.663,2.714,-0.762,-0.363
-0.78,1.352,1.101,3.416,0.601,-0.172,-0.633,0.363,-0.544,-1.404,-0.254,0.0,2.257,0.805,2.871,0.835,-1.207,1.265,1.937,-0.99,-0.161
-0.607,1.343,1.443,3.613,0.602,-0.528,-0.579,1.117,-0.618,-1.429,0.054,0.0,2.203,1.046,2.92,0.891,-1.305,0.956,1.84,-1.404,-0.36
-0.646,1.233,1.054,3.774,0.68,-0.21,-0.429,0.498,-0.462,-1.341,-0.112,0.0,2.181,0.882,2.662,0.789,-1.214,1.125,2.512,-0.644,0.09
-0.184,1.434,1.076,3.322,0.636,-0.151,-0.543,0.794,-0.51,-1.072,0.433,0.0,1.781,0.866,3.027,0.869,-0.817,0.82,2.186,-0.803,-0.014
-0.4,1.182,0.9,3.814,0.584,0.099,-0.47,0.076,-0.641,-1.24,0.143,0.0,1.742,1.02,2.74,0.697,-0.87,0.782,2.316,-0.549,0.078
0.085,1.053,0.489,4.274,0.717,0.395,0.493,0.355,-0.564,-1.28,-0.195,0.0,1.974,0.706,2.207,2.032,0.606,-0.148,3.417,0.291,-0.007
-0.396,1.411,1.042,3.67,0.581,0.005,-0.249,0.309,-0.585,-1.17,-0.468,0.0,2.126,0.965,2.591,1.211,-0.653,0.726,2.373,-0.442,-0.206
0.037,1.408,0.936,4.557,0.68,0.104,-0.648,0.878,-0.788,-1.287,0.362,0.0,2.076,0.973,2.958,0.122,-1.903,1.389,2.507,-1.121,0.012
-0.755,1.315,0.651,4.34,0.534,-0.45,-0.828,1.21,-0.324,-1.109,-0.184,0.0,1.594,0.802,2.616,0.325,-1.442,1.482,2.084,-1.3,0.099
-0.811,1.279,0.897,3.989,0.561,0.049,0.04,0.598,-0.648,-1.375,-0.69,0.0,2.303,0.946,2.355,1.689,-0.298,0.649,2.706,-0.443,-0.35
0.026,1.068,1.236,4.181,0.827,-0.233,-1.059,0.313,-0.532,-1.351,0.27,0.0,2.14,0.787,2.652,0.023,-2.377,1.874,1.983,-1.17,0.193
-0.111,1.097,1.001,4.012,0.715,-0.283,-1.022,0.843,-0.541,-1.219,0.239,0.0,1.647,1.046,2.451,0.061,-1.662,1.177,2.262,-1.09,-0.044
-0.538,1.194,0.81,4.231,0.718,-0.415,-0.397,0.367,-0.394,-1.267,-0.2,0.0,1.753,0.646,2.364,1.033,-0.575,0.817,2.655,-0.776,-0.195
-1.0,1.317,1.213,4.424,0.577,-0.39,-0.434,0.807,-0.671,-1.323,-0.494,0.0,2.35,1.091,2.569,1.33,-1.032,1.157,2.345,-1.026,-0.337
-0.871,0.831,0.544,4.296,0.515,-0.178,-0.143,0.125,-0.168,-1.319,-0.746,0.0,1.704,0.746,1.678,1.284,-0.545,0.859,2.931,-0.219,-0.19
-0.336,1.386,1.037,3.482,0.679,-0.535,-0.798,0.447,-0.795,-1.138,0.219,0.0,1.691,0.828,2.802,-0.266,-1.812,1.399,1.855,-1.101,0.127
-0.153,1.57,0.8,4.406,0.508,0.068,-0.176,1.106,-0.656,-1.197,-0.081,0.0,2.279,0.852,3.008,1.468,-0.51,0.732,2.714,-0.573,0.042
-0.277,1.475,1.17,4.796,0.915,-0.345,-0.586,0.902,-0.634,-1.378,0.136,0.0,2.366,0.939,3.038,0.768,-1.527,1.092,2.647,-1.058,0.115
-0.684,1.386,1.115,3.136,0.369,-0.037,-0.177,0.162,-0.78,-1.247,-0.485,0.0,1.949,0.954,2.144,1.387,-0.29,0.661,2.108,-0.137,-0.195
-0.328,1.292,0.953,3.848,0.72,-0.273,-0.407,1.123,-0.472,-1.43,0.254,0.0,1.957,0.821,2.744,0.595,-1.211,0.892,2.318,-1.136,0.107
-0.389,1.359,0.816,4.496,0.823,-0.545,-0.778,0.659,-0.489,-1.148,-0.041,0.0,1.87,0.981,2.749,0.706,-1.191,1.002,2.641,-1.076,-0.001
-0.178,1.242,0.94,3.461,0.823,-0.062,-0.495,0.219,-0.74,-1.256,0.101,0.0,1.888,0.828,2.541,0.773,-0.891,0.62,2.457,-0.679,-0.035
0.16,1.488,0.878,4.279,0.998,0.204,-0.459,0.44,-0.647,-1.33,0.578,0.0,2.057,0.902,3.099,0.92,-1.147,0.736,2.698,-0.706,-0.035
-0.451,1.405,0.988,4.803,0.668,-0.426,-0.806,0.969,-0.711,-1.404,-0.181,0.0,2.099,0.865,2.755,-0.211,-2.419,1.726,2.346,-1.43,-0.118
-1.113,1.335,1.096,3.675,0.546,-0.03,-0.22,0.644,-0.661,-1.266,-0.798,0.0,2.024,1.318,2.162,1.328,-0.405,0.747,2.012,-0.433,-0.514
-0.474,1.534,0.762,4.86,0.725,0.069,-0.593,0.999,-0.973,-1.228,0.052,0.0,1.969,0.887,2.852,0.872,-0.897,0.929,2.995,-0.932,0.134
-0.871,1.516,0.917,3.704,0.524,-0.104,-0.851,0.585,-0.923,-1.331,-0.613,0.0,1.87,0.846,2.476,-0.208,-2.284,1.915,1.566,-1.122,-0.4
0.012,1.277,1.28,3.814,0.681,-0.199,-0.265,0.342,-0.441,-1.148,0.331,0.0,2.289,0.776,2.856,1.39,-0.449,0.606,2.337,-0.596,-0.087
-0.161,1.187,0.974,4.144,0.575,0.211,-0.666,0.184,-0.49,-1.393,0.023,0.0,2.318,0.737,2.717,1.22,-0.836,0.654,2.63,-0.434,0.199
-0.144,1.274,0.541,4.174,0.494,0.09,-0.685,0.418,-0.598,-1.319,0.096,0.0,1.695,0.941,2.168,0.437,-1.066,1.028,2.452,-0.651,0.223
-0.341,1.195,1.028,3.937,0.707,-0.286,-0.149,0.48,-0.28,-1.177,-0.061,0.0,2.294,1.091,2.589,1.783,-0.385,0.286,2.914,-0.596,-0.356
-0.16,1.513,1.136,4.025,0.829,-0.124,-0.641,1.474,-0.732,-1.28,0.062,0.0,2.132,0.959,2.767,0.84,-0.783,0.555,2.413,-0.972,0.04
-0.885,1.159,1.145,4.104,0.592,-0.585,-0.875,0.95,-0.319,-1.192,-0.399,0.0,2.293,1.022,2.388,0.038,-2.267,1.898,1.833,-1.411,-0.404
-0.281,1.335,0.767,4.13,0.463,0.174,-0.29,0.653,-0.747,-1.074,0.019,0.0,1.887,1.081,2.662,0.825,-0.738,0.874,2.408,-0.751,-0.091
-0.522,1.278,0.698,4.61,0.572,0.158,0.019,0.329,-0.452,-1.211,-0.319,0.0,2.037,0.714,2.608,1.578,-0.337,0.6,3.011,-0.137,0.215
-0.171,1.509,1.024,4.456,0.993,-0.374,-0.807,0.429,-0.495,-1.175,0.422,0.0,2.311,0.934,3.351,0.857,-1.307,0.866,2.722,-1.238,0.199
-0.881,1.317,1.585,3.061,0.583,-0.4,-0.567,0.921,-0.517,-1.413,-0.543,0.0,2.217,1.063,2.485,0.788,-1.271,1.211,1.717,-1.027,-0.517
-0.735,1.314,0.807,4.288,0.538,-0.225,-0.71,-0.25,-0.565,-1.224,-0.107,0.0,1.819,0.889,2.683,0.56,-1.491,1.35,2.357,-0.567,0.17
0.03,1.399,1.231,3.754,0.743,0.098,-0.652,0.782,-0.568,-1.314,0.297,0.0,2.271,1.003,3.139,1.135,-0.836,0.734,2.314,-0.845,-0.158
-0.12,1.472,1.493,3.324,0.531,-0.157,-0.706,0.566,-0.704,-1.35,0.491,0.0,2.371,0.929,3.142,0.974,-1.372,1.065,1.636,-1.137,-0.143
-0.393,1.286,1.195,3.871,0.657,-0.154,-0.362,0.374,-0.547,-1.273,0.256,0.0,2.228,0.906,2.849,1.032,-1.117,1.051,2.238,-0.777,-0.009
-0.128,1.367,0.824,4.242,0.6,0.182,-0.071,0.275,-0.573,-1.231,-0.048,0.0,2.262,0.925,2.562,1.717,-0.369,0.44,2.743,-0.234,-0.012
-0.478,1.281,1.12,3.942,0.59,-0.226,-0.578,-0.11,-0.421,-1.159,0.036,0.0,2.175,0.816,2.714,1.042,-1.061,1.046,2.468,-0.49,0.221
0.066,1.201,0.406,3.562,0.446,0.809,1.006,-0.213,-0.414,-0.985,-0.306,0.0,1.987,1.061,2.013,2.84,1.3,-0.646,3.4,1.141,-0.232
-0.991,1.243,1.095,4.418,0.532,-0.52,-0.401,1.121,-0.54,-1.361,-0.595,0.0,2.074,0.767,2.471,1.153,-0.563,0.812,2.45,-0.997,-0.095
-0.728,1.43,0.917,4.337,0.499,-0.018,-0.085,0.798,-0.742,-1.345,-0.545,0.0,2.11,0.872,2.494,1.705,0.079,0.35,2.759,-0.504,-0.265
-0.43,1.266,1.199,3.41,0.665,-0.118,-0.465,0.477,-0.603,-1.273,0.078,0.0,2.077,1.007,2.869,1.361,-0.726,0.866,1.964,-0.833,-0.404
-0.331,1.475,0.829,3.282,0.488,0.266,-0.289,0.818,-0.917,-1.485,-0.317,0.0,2.006,0.675,2.476,1.369,-0.39,0.685,2.106,-0.649,-0.353
-0.176,1.092,0.697,4.443,0.643,-0.413,-1.126,0.5,-0.534,-1.214,0.222,0.0,1.404,0.928,2.498,-0.685,-2.16,1.614,2.398,-1.374,0.034
-0.18,1.349,0.724,4.578,0.65,0.131,-0.327,0.324,-0.538,-1.344,-0.158,0.0,2.147,0.757,2.608,0.973,-0.683,0.567,3.054,-0.459,0.046
-0.647,1.289,0.942,4.088,0.528,-0.231,-0.498,0.778,-0.473,-1.145,-0.111,0.0,1.854,1.041,2.431,0.982,-0.6,0.732,2.394,-0.906,-0.07
-0.657,1.515,1.17,3.867,0.544,-0.27,-0.51,0.744,-0.859,-1.557,-0.227,0.0,2.366,0.639,2.785,0.661,-1.307,1.152,2.014,-1.199,-0.136
-0.642,1.419,1.045,4.386,0.578,-0.257,-0.557,0.617,-0.709,-1.381,-0.181,0.0,2.343,1.077,2.876,1.369,-0.865,0.872,2.526,-0.933,-0.021
-0.794,1.239,1.06,4.228,0.695,-0.355,-0.448,0.445,-0.465,-1.38,-0.261,0.0,2.143,0.891,2.679,1.03,-0.85,0.95,2.452,-0.703,-0.207
-0.404,1.287,1.157,4.039,0.766,-0.57,-0.67,1.157,-0.443,-1.23,-0.083,0.0,2.05,1.028,2.715,0.851,-1.053,0.894,2.464,-1.113,-0.109
-0.16,1.28,1.415,3.226,0.596,-0.374,-0.897,0.813,-0.661,-1.6,0.214,0.0,2.311,0.788,2.811,0.45,-1.96,1.485,1.307,-1.391,-0.241
-0.794,1.154,0.445,4.6,0.488,-0.07,0.475,0.824,-0.477,-1.008,-0.883,0.0,1.679,0.659,1.847,2.083,0.867,-0.006,3.418,0.017,-0.377
0.06,1.431,1.243,4.068,0.497,-0.141,-0.716,1.088,-0.745,-1.417,0.42,0.0,2.165,0.907,3.169,0.621,-1.353,1.029,2.241,-1.233,0.237
-0.617,1.317,1.356,3.657,0.743,-0.072,-0.859,0.271,-0.604,-1.37,-0.094,0.0,2.222,0.906,2.849,0.9,-1.166,0.99,2.2,-0.796,-0.137
-0.358,1.064,0.144,4.629,0.87,-0.225,-0.408,0.172,-0.499,-1.047,-0.139,0.0,1.112,0.882,2.027,0.413,-0.749,0.687,2.922,-0.541,0.169
-0.422,1.386,0.516,4.454,0.737,0.003,-0.528,0.328,-0.816,-1.276,-0.027,0.0,1.811,0.822,2.697,0.695,-0.915,0.876,2.6,-0.574,0.117
-0.416,1.025,0.474,4.158,0.563,0.082,0.463,0.79,-0.449,-0.838,-0.534,0.0,1.509,0.883,1.902,1.724,0.508,0.058,3.116,-0.222,-0.297
-0.814,1.435,0.923,4.477,0.598,-0.082,-0.575,0.21,-0.896,-1.262,-0.149,0.0,2.003,0.959,2.737,0.949,-0.947,1.152,2.535,-0.816,0.006
-0.209,1.228,0.796,4.045,0.454,0.189,0.482,0.612,-0.572,-1.389,-0.551,0.0,2.158,0.829,2.38,2.0,0.372,0.15,3.011,0.094,-0.083
-0.884,1.28,0.803,4.518,0.555,-0.568,-0.327,1.141,-0.643,-1.3,-0.49,0.0,1.77,0.932,2.445,0.92,-0.641,1.126,2.555,-0.976,-0.381
-0.502,1.138,0.426,3.761,0.653,-0.213,-0.487,0.082,-0.297,-1.088,-0.204,0.0,1.101,0.896,2.079,0.346,-0.638,0.762,2.626,-0.41,0.074
-0.923,1.238,0.933,3.857,0.597,-0.164,-0.224,0.535,-0.624,-1.35,-0.832,0.0,1.93,0.722,2.27,1.596,-0.094,0.52,2.639,-0.494,-0.108
-0.852,1.437,1.358,3.938,0.586,-0.242,-0.595,0.28,-0.759,-1.231,-0.151,0.0,2.355,0.87,2.921,0.926,-1.273,1.322,2.126,-1.104,-0.19
-0.356,1.287,1.318,4.245,0.497,-0.098,-0.553,0.265,-0.465,-1.132,0.234,0.0,2.248,0.754,3.131,1.041,-0.994,0.98,2.225,-0.723,0.249
-0.437,1.053,1.054,4.268,0.534,-0.051,-0.896,0.211,-0.582,-1.417,-0.138,0.0,2.176,0.848,2.484,0.352,-1.607,1.364,2.121,-0.778,0.143
-1.006,0.68,-0.03,4.177,0.512,0.278,0.802,0.39,-0.108,-0.624,-1.116,0.0,1.102,0.864,0.936,2.21,1.409,-0.509,3.36,0.567,-0.29
-0.381,1.35,0.889,2.828,0.65,-0.049,-0.095,0.847,-0.637,-1.249,-0.353,0.0,1.547,0.811,2.346,1.014,-0.172,0.532,1.934,-0.603,-0.163
0.172,1.355,1.023,3.967,0.752,0.002,-0.435,0.603,-0.606,-1.486,0.365,0.0,1.939,1.033,2.804,1.198,-0.626,0.47,2.933,-0.649,0.072
-0.881,1.325,1.294,4.086,0.507,-0.389,-1.021,0.784,-0.78,-1.341,-0.359,0.0,2.317,0.96,2.704,0.633,-1.709,1.398,2.014,-1.155,0.003
0.244,1.382,1.126,3.743,0.843,0.063,-0.475,0.307,-0.769,-1.165,0.568,0.0,2.346,0.92,3.005,1.417,-0.662,0.469,2.724,-0.386,0.16
-0.56,1.399,1.069,3.939,0.433,-0.071,-0.257,0.817,-0.793,-1.381,0.067,0.0,1.926,0.918,2.886,0.664,-0.889,0.896,2.241,-1.091,-0.005
-0.626,1.311,0.948,4.135,0.56,-0.332,-0.578,0.914,-0.636,-1.23,-0.351,0.0,2.015,1.214,2.68,0.671,-1.187,1.03,2.179,-0.951,-0.296
-0.407,1.405,1.042,4.593,0.46,-0.178,-0.846,0.356,-0.757,-1.34,-0.037,0.0,2.281,1.065,3.035,0.515,-1.627,1.656,2.138,-1.012,0.054
-0.916,1.506,1.161,4.045,0.594,-0.132,-0.536,0.372,-0.792,-1.28,-0.536,0.0,2.249,0.748,2.557,1.033,-1.093,1.226,2.257,-0.635,-0.029
-0.17,1.213,0.988,3.718,0.633,0.183,0.078,-0.06,-0.612,-1.493,0.286,0.0,2.294,0.984,2.886,1.408,-0.586,0.696,2.448,-0.257,-0.062
-0.8,1.303,0.932,4.397,0.446,-0.215,-0.859,0.037,-0.371,-1.307,-0.234,0.0,1.945,0.645,2.637,0.664,-1.538,1.378,2.398,-0.747,-0.129
-0.454,1.233,0.809,4.385,0.501,-0.379,-0.681,0.489,-0.432,-1.291,-0.034,0.0,1.994,0.554,2.611,0.406,-1.64,1.494,2.132,-1.09,0.204
0.314,1.311,0.572,3.329,0.699,0.015,-0.62,0.44,-0.401,-1.214,0.575,0.0,1.289,0.897,2.471,0.085,-1.191,0.866,2.453,-0.542,0.271
-0.264,1.539,1.137,4.193,0.441,0.172,-0.39,0.392,-0.897,-1.234,0.022,0.0,2.244,0.98,2.916,1.665,-0.623,0.891,2.434,-0.629,-0.292
-0.488,1.376,0.735,4.735,0.726,-0.209,0.055,0.722,-0.433,-1.287,-0.386,0.0,1.895,0.825,2.21,1.867,-0.048,0.191,3.469,-0.358,-0.094
-0.577,1.263,1.121,3.845,0.611,-0.035,-0.23,0.488,-0.548,-1.27,-0.269,0.0,2.13,1.038,2.464,1.733,-0.304,0.455,2.707,-0.28,-0.046
-0.003,1.487,1.247,3.602,0.599,-0.198,-0.588,0.934,-0.82,-1.408,0.558,0.0,2.237,0.878,3.376,0.472,-1.26,0.848,2.158,-1.105,0.185
0.052,1.257,0.56,3.474,0.658,-0.01,-0.327,0.175,-0.267,-1.08,0.336,0.0,1.398,0.723,2.628,0.726,-0.511,0.403,2.486,-0.307,0.133
-1.015,0.938,-0.073,4.579,0.288,0.033,0.355,0.524,-0.252,-0.906,-0.971,0.0,1.113,0.944,1.415,1.377,0.432,0.503,2.817,-0.208,-0.494
0.181,1.379,1.07,3.92,0.721,0.204,-0.304,0.746,-0.722,-1.202,0.305,0.0,1.996,0.967,2.869,1.571,-0.161,0.303,2.786,-0.332,0.199
-0.497,1.207,0.603,4.107,0.635,-0.278,-0.846,0.306,-0.513,-1.104,-0.136,0.0,1.219,1.034,2.489,-0.132,-1.658,1.502,2.382,-0.938,0.23
-0.297,0.959,-0.192,4.559,0.427,0.123,0.187,0.308,-0.298,-0.909,-0.403,0.0,1.01,0.788,1.733,0.951,0.322,0.016,3.341,0.171,0.148
-0.367,1.522,1.31,3.778,0.49,-0.22,-0.577,0.493,-0.652,-1.661,0.109,0.0,2.286,1.05,3.094,1.188,-0.861,0.751,2.348,-0.855,0.094
-0.542,1.023,1.09,3.737,0.503,-0.487,-0.454,1.247,-0.193,-1.36,-0.185,0.0,2.014,0.597,2.516,1.154,-0.782,0.87,2.105,-0.907,-0.249
-0.017,1.28,0.831,4.151,0.657,0.087,-0.533,0.174,-0.357,-1.175,0.253,0.0,1.962,0.911,2.969,0.802,-1.055,0.924,2.467,-0.644,0.162
-0.462,1.446,1.351,4.41,0.577,-0.099,-0.605,0.155,-0.837,-1.12,0.026,0.0,2.347,0.945,3.177,0.916,-1.268,1.201,2.695,-0.778,0.144
-0.368,1.374,1.343,3.833,0.586,-0.409,-0.506,0.934,-0.518,-1.279,0.041,0.0,2.343,0.934,2.947,1.178,-1.124,1.058,2.124,-1.147,-0.3
-0.281,1.296,1.04,4.44,0.595,-0.66,-0.832,0.906,-0.608,-1.462,0.185,0.0,2.098,1.092,2.843,-0.099,-2.053,1.682,1.954,-1.734,-0.039
-0.883,1.469,1.166,3.666,0.632,-0.201,-0.305,0.166,-0.798,-0.86,-0.297,0.0,2.037,0.685,2.963,1.146,-0.731,0.999,2.36,-0.614,-0.321
-0.271,1.55,1.143,4.6,0.537,0.06,-0.152,0.868,-0.639,-1.335,-0.003,0.0,2.161,0.762,3.144,1.332,-0.379,0.441,2.93,-0.564,-0.1
-0.769,1.344,1.107,3.505,0.321,0.051,-0.186,0.607,-0.387,-1.182,-0.597,0.0,2.292,0.741,2.569,1.715,-0.256,0.589,2.301,-0.356,-0.193
-0.599,1.337,0.801,4.291,0.47,-0.217,-0.435,0.468,-0.615,-1.367,-0.153,0.0,1.882,1.033,2.536,0.49,-1.263,1.233,2.34,-0.841,0.139
-0.062,1.378,0.792,4.767,0.774,0.163,-0.463,0.185,-0.699,-1.362,0.411,0.0,2.19,0.975,3.138,1.159,-1.016,0.754,3.207,-0.714,0.383
-0.767,1.544,1.337,3.761,0.551,-0.153,-0.196,0.878,-0.683,-1.451,-0.714,0.0,2.346,0.855,2.8,1.736,-0.41,0.783,2.164,-0.731,-0.707
0.141,1.301,1.112,4.21,0.713,-0.118,-1.081,0.695,-0.622,-1.435,0.207,0.0,2.339,1.083,2.517,-0.001,-2.268,1.367,2.175,-1.23,0.007
-0.61,1.12,0.743,4.17,0.296,-0.177,-0.559,0.714,-0.704,-1.141,-0.194,0.0,1.685,0.799,2.262,0.435,-1.197,1.082,2.038,-1.04,-0.061
-0.762,1.157,1.023,3.436,0.584,-0.57,-0.939,0.618,-0.232,-1.337,-0.261,0.0,1.925,0.803,2.359,-0.013,-2.036,1.788,1.518,-1.32,-0.337
