Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
422,-0.122,0.053,-0.107,-3.985,1.64,-2.628,-2.137,-0.818,0.0,1.315,0.385,-0.226,-0.279,-5.165,8.688,-0.718,-0.11,0.117,0.296,-0.19,-1.751
423,-0.4,0.193,0.112,-3.22,1.565,-2.161,-1.873,-0.786,0.0,1.25,0.281,-0.4,-0.316,-4.981,8.207,-0.302,-0.125,0.157,0.383,-0.377,-1.728
424,-0.26,0.297,0.079,-3.826,1.439,-2.572,-2.121,-1.06,0.0,1.212,0.413,-0.532,-0.274,-5.122,8.953,-0.595,-0.138,0.378,0.224,-0.165,-1.847
425,-0.31,0.066,-0.076,-4.144,1.899,-2.614,-2.096,-0.648,0.0,1.369,0.355,-0.42,-0.438,-4.377,8.116,-0.66,-0.364,0.338,0.2,-0.331,-1.908
426,0.045,0.359,-0.462,-3.691,1.216,-2.77,-2.138,-1.023,0.0,1.172,0.397,-0.515,-0.26,-4.443,8.471,-0.752,-0.086,0.228,0.296,-0.274,-1.815
427,-0.024,0.314,-0.265,-3.639,1.507,-2.346,-2.371,-1.006,0.0,1.148,0.468,-0.435,-0.253,-4.791,8.518,-0.641,-0.324,0.134,0.034,-0.19,-1.92
428,-0.479,-0.065,0.183,-3.77,1.639,-2.416,-1.86,-0.601,0.0,1.134,0.119,-0.32,-0.135,-3.711,7.223,-0.47,-0.344,0.179,0.123,-0.164,-1.759
429,-0.096,-0.046,-0.083,-3.664,1.556,-2.29,-1.892,-0.651,0.0,1.33,0.194,-0.307,-0.351,-4.505,7.733,-0.673,-0.16,-0.009,0.322,-0.291,-1.757
430,-0.672,0.067,0.612,-3.806,1.577,-2.277,-1.809,-0.895,0.0,1.116,-0.029,-0.424,-0.349,-4.872,8.273,-0.606,-0.472,0.159,0.156,0.002,-1.778
431,-0.359,-0.088,0.158,-3.514,1.726,-1.981,-1.982,-0.724,0.0,1.229,0.347,-0.411,-0.252,-4.909,8.304,-0.379,-0.413,0.223,0.286,-0.309,-1.849
432,-0.677,0.026,0.508,-3.496,1.565,-2.179,-1.732,-0.443,0.0,1.317,0.122,-0.114,-0.191,-4.587,7.891,-0.4,-0.431,0.023,-0.216,0.185,-1.74
433,-0.639,0.286,0.303,-3.505,1.368,-2.075,-2.158,-0.963,0.0,0.956,0.192,-0.409,-0.238,-4.534,7.587,-0.695,-0.4,0.222,0.026,-0.091,-1.749
434,-0.594,-0.068,0.658,-3.606,1.327,-1.955,-1.749,-0.837,0.0,1.099,0.142,-0.386,-0.527,-4.235,7.471,-0.598,-0.518,-0.073,0.1,-0.204,-1.741
435,0.268,-0.1,-0.335,-3.833,1.715,-2.436,-2.118,-0.592,0.0,1.065,0.728,-0.105,-0.516,-4.421,7.85,-0.568,-0.297,-0.097,0.685,-0.582,-1.955
436,-0.412,0.075,0.302,-4.198,1.633,-2.557,-1.914,-0.814,0.0,1.026,0.102,-0.349,-0.267,-4.035,7.795,-0.704,-0.547,0.2,0.248,-0.103,-1.87
437,-0.775,-0.097,0.796,-3.566,1.559,-2.14,-1.57,-0.443,0.0,0.998,-0.017,-0.231,-0.146,-4.637,7.976,-0.48,-0.264,-0.149,0.097,0.075,-1.762
438,-0.859,0.15,0.717,-4.135,1.655,-1.982,-1.878,-0.805,0.0,1.163,0.083,-0.316,-0.649,-3.667,6.825,-0.558,-0.455,0.133,0.332,-0.403,-1.969
439,-0.515,-0.359,0.461,-3.892,1.723,-2.005,-1.736,-0.411,0.0,0.901,0.33,-0.23,-0.318,-4.595,7.924,-0.208,-0.201,-0.239,0.108,-0.056,-1.467
440,-0.28,-0.003,0.432,-3.869,1.519,-2.446,-1.772,-0.705,0.0,1.363,0.272,-0.286,-0.452,-4.27,7.402,-0.748,-0.431,0.175,0.089,-0.283,-1.756
441,-0.168,0.134,0.053,-3.674,1.541,-2.439,-1.786,-0.708,0.0,1.172,0.37,-0.425,-0.478,-4.227,7.897,-0.594,-0.209,0.321,0.412,-0.402,-1.815
442,-0.111,-0.079,0.045,-4.328,1.907,-2.792,-1.773,-0.313,0.0,1.305,0.36,-0.284,-0.335,-3.938,7.875,-0.561,-0.32,0.128,0.364,-0.349,-1.889
443,0.3,0.045,-0.328,-4.082,1.631,-2.853,-1.963,-0.914,0.0,1.48,0.611,-0.515,-0.36,-4.595,8.589,-0.577,-0.016,0.358,0.466,-0.242,-1.812
444,-0.542,0.445,0.019,-3.659,1.442,-2.363,-2.415,-1.144,0.0,1.115,0.354,-0.513,-0.172,-4.23,8.035,-0.766,-0.578,0.251,0.276,-0.218,-2.113
445,-0.412,-0.102,0.288,-3.757,1.617,-2.4,-1.428,-0.296,0.0,1.279,0.054,-0.438,-0.372,-4.403,8.131,-0.427,-0.086,-0.043,0.254,-0.163,-1.704
446,-0.4,0.029,0.083,-3.669,1.418,-2.205,-1.818,-0.524,0.0,1.012,0.327,-0.357,-0.215,-3.941,6.904,-0.623,-0.42,0.112,0.038,-0.038,-1.529
447,-0.049,-0.278,0.108,-4.369,1.893,-2.519,-1.729,-0.439,0.0,1.368,0.266,-0.378,-0.451,-4.522,7.867,-0.704,-0.041,0.04,0.324,-0.262,-1.803
448,-0.599,0.039,0.383,-3.921,1.569,-2.082,-1.751,-0.754,0.0,1.08,0.013,-0.518,-0.351,-4.811,8.394,-0.44,-0.44,0.298,0.076,-0.13,-1.806
449,-0.334,0.096,0.071,-4.361,1.498,-2.683,-2.006,-0.973,0.0,1.295,0.418,-0.367,-0.383,-4.132,7.699,-0.855,-0.31,0.064,0.305,-0.096,-1.836
450,-0.024,0.184,-0.247,-3.578,1.801,-2.607,-2.064,-0.703,0.0,1.3,0.4,-0.446,-0.133,-4.76,8.706,-0.358,-0.285,-0.02,0.09,-0.162,-1.747
451,-0.549,0.027,0.116,-3.921,1.69,-2.489,-2.013,-0.686,0.0,1.13,-0.016,-0.189,-0.245,-4.832,8.716,-0.519,-0.461,0.12,0.404,-0.321,-1.88
452,0.56,0.349,-0.429,-3.74,1.291,-3.008,-2.143,-1.007,0.0,1.466,0.791,-0.567,-0.337,-4.063,8.105,-0.823,-0.172,0.17,0.005,-0.217,-1.909
453,-0.09,0.14,-0.205,-3.302,1.423,-1.803,-1.873,-0.963,0.0,0.86,0.292,-0.147,-0.284,-5.387,8.799,-0.49,-0.133,-0.002,0.066,-0.085,-1.7
454,-0.817,0.148,0.745,-4.162,1.407,-2.41,-1.72,-0.847,0.0,1.331,0.002,-0.292,-0.406,-4.889,8.438,-0.767,-0.425,0.103,-0.022,-0.187,-1.965
455,-0.72,-0.255,0.4,-4.271,1.895,-2.464,-1.644,-0.253,0.0,1.185,0.058,-0.334,-0.37,-4.832,8.544,-0.368,-0.161,0.061,0.281,-0.212,-1.441
456,-0.651,-0.106,0.34,-4.291,1.905,-2.193,-1.983,-0.818,0.0,1.274,0.116,-0.308,-0.478,-5.333,8.989,-0.758,-0.146,0.051,0.06,-0.219,-1.907
457,-0.508,0.117,0.057,-3.944,1.366,-2.622,-1.962,-0.868,0.0,1.194,0.181,-0.265,-0.4,-4.635,8.251,-0.614,-0.436,0.0,0.123,-0.355,-1.749
458,-0.13,0.183,0.051,-3.51,1.373,-2.225,-2.114,-0.883,0.0,0.952,0.496,-0.334,-0.115,-4.688,8.23,-0.543,-0.043,0.161,0.067,-0.238,-1.787
459,-1.038,-0.564,0.69,-3.549,1.936,-1.423,-1.512,-0.217,0.0,0.788,-0.004,-0.173,-0.262,-5.661,8.735,-0.105,-0.147,-0.238,0.247,0.003,-1.373
460,-0.593,0.074,0.357,-3.442,1.569,-1.883,-2.061,-0.828,0.0,1.046,0.186,-0.386,-0.439,-5.202,8.352,-0.396,-0.241,0.277,0.3,-0.253,-1.605
461,-0.241,0.44,0.046,-3.782,1.238,-2.806,-2.302,-1.233,0.0,1.267,0.389,-0.62,-0.157,-4.107,7.968,-0.689,-0.417,0.29,0.148,-0.267,-1.947
462,0.206,-0.048,-0.244,-3.634,1.56,-2.224,-1.949,-0.821,0.0,1.078,0.548,-0.368,-0.431,-5.174,8.438,-0.525,-0.177,0.118,0.059,-0.188,-1.791
463,-0.644,0.185,0.379,-3.932,1.288,-2.212,-1.974,-1.018,0.0,1.131,0.134,-0.437,-0.268,-4.802,8.44,-0.548,-0.373,0.212,0.172,-0.341,-1.973
464,-0.144,-0.084,0.078,-3.232,1.544,-1.947,-1.779,-0.575,0.0,1.127,0.279,-0.313,-0.213,-5.728,8.437,-0.644,-0.103,0.126,0.259,-0.235,-1.448
465,-0.262,0.204,0.068,-4.042,1.393,-2.632,-1.889,-0.893,0.0,1.175,0.453,-0.292,-0.167,-4.728,8.934,-0.597,-0.321,0.013,0.011,0.094,-1.943
466,-0.755,0.111,0.515,-3.849,1.731,-2.114,-2.131,-0.734,0.0,1.117,0.116,-0.399,-0.254,-4.448,7.874,-0.506,-0.404,0.104,0.448,-0.326,-1.824
467,-0.231,0.192,-0.029,-3.861,1.198,-2.611,-1.903,-0.964,0.0,1.161,0.249,-0.32,-0.264,-4.39,7.956,-0.525,-0.462,0.169,0.146,-0.189,-1.556
468,-0.564,0.069,0.173,-4.054,1.693,-2.564,-2.122,-0.527,0.0,1.146,0.09,-0.36,-0.212,-3.573,7.546,-0.229,-0.282,0.251,0.168,0.066,-1.904
469,-0.234,0.263,0.244,-3.777,1.361,-2.659,-1.929,-0.95,0.0,1.051,0.279,-0.411,-0.062,-3.692,7.615,-0.569,-0.319,0.122,0.103,-0.071,-2.019
470,-0.131,-0.205,0.007,-4.538,1.715,-2.765,-1.746,-0.492,0.0,1.397,0.226,-0.4,-0.324,-4.383,8.472,-0.503,-0.279,-0.02,-0.001,-0.062,-1.813
471,-0.049,0.247,-0.254,-4.425,1.487,-3.015,-2.085,-0.931,0.0,1.277,0.352,-0.488,-0.386,-3.279,7.251,-0.802,-0.501,0.19,0.375,-0.511,-2.057
472,0.123,0.142,-0.236,-3.972,1.757,-2.892,-2.189,-0.875,0.0,1.401,0.563,-0.305,-0.22,-4.966,8.98,-0.712,-0.071,0.161,0.059,0.053,-1.936
473,-0.635,-0.335,0.407,-4.283,1.868,-2.378,-1.822,-0.221,0.0,1.015,-0.081,-0.175,-0.413,-4.456,8.219,-0.275,-0.264,-0.163,0.202,0.027,-1.569
474,-0.317,0.325,0.264,-3.924,1.606,-2.564,-2.119,-1.037,0.0,1.142,0.143,-0.515,-0.108,-4.095,8.167,-0.557,-0.396,0.137,0.048,-0.091,-2.119
475,-0.712,0.319,0.604,-3.526,1.225,-2.34,-1.938,-0.957,0.0,1.279,0.134,-0.67,-0.041,-4.229,7.784,-0.417,-0.735,0.265,-0.167,-0.006,-1.845
476,-1.222,-0.124,0.845,-3.993,1.481,-2.075,-1.625,-0.514,0.0,1.184,-0.076,-0.302,-0.345,-4.821,8.173,-0.46,-0.418,-0.059,0.22,-0.188,-1.78
477,-0.299,-0.18,0.181,-4.016,1.952,-2.398,-1.721,-0.364,0.0,1.433,0.373,-0.393,-0.333,-4.692,7.82,-0.619,-0.16,-0.163,0.191,-0.07,-1.64
478,-1.032,0.371,0.674,-3.929,1.475,-2.299,-2.128,-0.965,0.0,1.151,-0.072,-0.521,-0.36,-3.805,7.558,-0.569,-0.611,0.214,0.24,-0.261,-2.165
479,-0.408,0.289,0.073,-3.472,1.266,-2.173,-1.798,-0.846,0.0,1.167,0.5,-0.389,-0.51,-5.177,8.439,-0.596,-0.131,0.197,0.461,-0.484,-1.811
480,-0.197,0.234,-0.128,-3.537,1.652,-2.286,-2.21,-0.827,0.0,1.235,0.31,-0.469,-0.335,-4.721,8.245,-0.563,-0.26,0.432,0.245,-0.276,-1.889
481,-0.769,0.135,0.141,-3.754,1.519,-2.101,-2.236,-0.993,0.0,1.024,0.084,-0.513,-0.2,-4.631,7.771,-0.803,-0.618,0.385,0.037,-0.124,-1.864
482,0.545,-0.051,-0.53,-3.492,1.423,-2.627,-1.822,-0.748,0.0,1.19,0.405,-0.473,-0.191,-5.208,8.974,-0.686,0.144,0.108,0.107,0.001,-1.528
483,-0.099,0.038,-0.121,-3.976,1.62,-2.722,-2.2,-0.705,0.0,1.235,0.494,-0.225,-0.133,-4.12,8.357,-0.634,-0.138,-0.131,-0.11,0.328,-1.855
484,-0.58,-0.068,0.412,-3.607,1.721,-2.187,-1.778,-0.523,0.0,0.935,0.318,-0.417,-0.321,-4.721,8.165,-0.452,-0.102,0.184,-0.083,-0.234,-1.659
485,-0.12,0.301,0.115,-3.694,1.277,-2.509,-1.933,-0.813,0.0,1.135,0.435,-0.505,-0.226,-4.697,8.495,-0.364,-0.148,0.402,0.226,-0.158,-1.714
486,-0.706,-0.278,0.446,-4.015,2.024,-2.159,-1.921,-0.436,0.0,1.342,0.088,-0.291,-0.535,-4.682,7.921,-0.606,-0.309,-0.205,0.395,-0.32,-1.804
487,-0.478,0.155,0.543,-4.292,1.365,-2.84,-1.743,-0.924,0.0,1.381,0.178,-0.467,-0.35,-3.978,8.233,-0.627,-0.294,0.105,0.257,-0.212,-1.976
488,-0.46,0.175,0.206,-3.119,1.454,-1.947,-2.074,-0.958,0.0,1.075,0.233,-0.214,-0.418,-5.481,8.318,-0.461,-0.36,0.116,0.173,-0.334,-1.601
489,0.204,0.247,-0.188,-3.275,1.422,-2.187,-2.019,-0.895,0.0,1.02,0.509,-0.37,-0.356,-4.237,7.439,-0.589,-0.215,0.143,0.278,-0.157,-1.722
490,-0.629,0.352,0.407,-3.865,1.254,-2.482,-2.053,-0.81,0.0,1.181,0.242,-0.452,-0.379,-4.199,7.962,-0.508,-0.577,0.15,0.446,-0.282,-1.819
491,-1.268,0.144,0.541,-3.903,1.241,-2.096,-1.97,-0.718,0.0,1.074,0.043,-0.556,-0.162,-4.971,8.182,-0.855,-0.281,0.043,0.094,-0.164,-1.597
492,-0.266,0.379,0.102,-3.742,1.168,-2.204,-2.066,-1.21,0.0,0.945,0.448,-0.567,-0.619,-4.876,8.438,-0.498,-0.13,0.37,0.108,-0.33,-1.794
493,-0.37,0.124,0.186,-3.81,1.671,-2.614,-2.021,-0.456,0.0,1.145,0.411,-0.469,-0.225,-3.963,7.819,-0.464,-0.371,0.276,0.324,-0.392,-1.855
494,-0.336,-0.232,0.39,-3.808,1.519,-2.183,-1.619,-0.326,0.0,1.132,0.196,-0.222,-0.427,-4.807,8.061,-0.344,-0.121,0.057,0.28,-0.238,-1.572
495,-0.858,-0.024,0.539,-3.378,1.503,-1.699,-1.737,-0.669,0.0,0.998,-0.041,-0.24,-0.501,-5.435,8.384,-0.608,-0.44,0.148,0.296,-0.536,-1.604
496,-0.845,0.053,0.547,-3.935,1.469,-2.464,-1.715,-0.477,0.0,0.968,-0.023,-0.255,-0.353,-4.016,8.199,-0.404,-0.449,0.082,0.229,-0.223,-1.992
497,-0.154,0.093,0.286,-3.678,1.435,-2.608,-1.532,-0.521,0.0,1.291,0.454,-0.352,-0.048,-3.911,7.565,-0.566,-0.099,0.189,0.234,-0.168,-1.782
498,0.06,0.291,-0.238,-3.783,1.457,-2.675,-2.381,-0.889,0.0,1.279,0.267,-0.545,-0.204,-3.697,7.464,-0.704,-0.6,0.326,-0.011,0.03,-2.05
499,-0.91,0.343,0.37,-4.096,1.594,-2.366,-2.048,-0.983,0.0,1.187,0.199,-0.572,-0.322,-3.749,7.406,-0.436,-0.564,0.333,0.271,-0.342,-2.058
500,-0.679,0.24,0.363,-4.111,1.412,-2.431,-1.953,-0.975,0.0,1.338,0.183,-0.448,-0.336,-5.177,9.192,-0.543,-0.273,0.166,0.542,-0.357,-1.893
501,0.041,-0.476,-0.234,-4.185,1.867,-2.597,-1.615,-0.037,0.0,1.318,0.352,-0.123,-0.316,-3.38,7.131,-0.337,-0.046,-0.004,0.11,-0.145,-1.551
502,-0.023,0.082,-0.089,-4.121,1.5,-2.586,-1.929,-0.825,0.0,1.317,0.259,-0.249,-0.416,-4.4,7.779,-0.755,-0.305,0.074,0.37,-0.405,-1.752
503,-0.258,-0.027,0.267,-4.183,1.812,-2.557,-1.96,-0.651,0.0,1.418,0.238,-0.375,-0.28,-3.917,7.753,-0.479,-0.421,0.382,-0.042,-0.075,-1.92
504,-0.469,0.216,0.331,-3.968,1.332,-2.426,-1.88,-0.838,0.0,1.22,0.271,-0.625,-0.315,-4.185,7.387,-0.773,-0.453,0.258,0.062,-0.113,-1.826
505,-0.597,0.148,0.367,-4.063,1.485,-2.409,-2.073,-0.839,0.0,1.142,0.364,-0.504,-0.344,-4.177,7.735,-0.632,-0.475,0.171,0.326,-0.37,-1.984
506,-0.54,-0.192,0.142,-3.696,1.755,-1.975,-1.819,-0.523,0.0,0.995,0.066,-0.263,-0.405,-5.192,8.179,-0.55,-0.338,-0.012,0.428,-0.35,-1.579
507,-0.149,0.36,-0.216,-4.076,1.719,-3.024,-2.277,-0.874,0.0,1.346,0.57,-0.573,-0.154,-3.836,7.993,-0.677,-0.391,0.364,0.251,-0.194,-2.116
508,-0.225,0.046,-0.239,-3.957,1.604,-2.316,-2.234,-0.929,0.0,1.079,0.322,-0.3,-0.439,-5.039,8.268,-0.632,-0.194,0.262,0.15,-0.304,-1.613
509,-0.933,0.339,0.479,-3.818,1.352,-2.184,-2.012,-0.97,0.0,1.116,0.333,-0.443,-0.224,-3.477,6.839,-0.564,-0.367,0.195,0.16,-0.357,-1.988
510,-0.782,0.318,0.523,-3.897,1.333,-2.553,-2.106,-0.993,0.0,1.127,0.381,-0.52,-0.217,-4.534,8.591,-0.48,-0.274,0.336,0.021,-0.189,-1.9
511,-0.432,0.153,0.141,-3.504,1.584,-2.188,-1.906,-0.756,0.0,1.15,0.344,-0.463,-0.184,-4.804,7.948,-0.779,-0.283,0.35,-0.046,-0.118,-1.834
512,-0.906,0.232,0.584,-3.819,1.5,-2.196,-1.928,-0.687,0.0,1.103,-0.044,-0.434,-0.32,-3.969,7.662,-0.527,-0.328,0.267,0.219,-0.066,-1.95
513,-0.753,-0.104,0.348,-3.524,1.664,-1.45,-1.91,-0.569,0.0,0.768,0.098,-0.202,-0.461,-4.988,7.9,-0.294,-0.566,0.133,0.187,-0.076,-1.597
514,-0.453,0.012,0.054,-3.862,1.45,-2.168,-1.877,-0.556,0.0,1.327,0.231,-0.269,-0.456,-5.141,7.892,-0.77,-0.018,-0.054,0.287,-0.292,-1.623
515,-0.737,0.321,0.388,-3.766,1.379,-2.215,-2.093,-1.061,0.0,1.148,-0.038,-0.515,-0.396,-4.347,8.204,-0.465,-0.459,0.196,0.301,-0.617,-2.074
516,-0.662,0.019,0.522,-3.989,1.694,-2.224,-1.798,-0.621,0.0,1.18,0.109,-0.324,-0.492,-4.645,7.921,-0.772,-0.218,0.035,0.265,-0.374,-1.811
517,-0.831,0.291,0.576,-3.84,1.037,-1.959,-1.823,-0.978,0.0,1.177,0.117,-0.538,-0.545,-4.673,7.843,-0.545,-0.04,0.238,0.314,-0.493,-1.884
518,-0.217,0.204,0.132,-3.994,1.424,-2.762,-1.954,-0.787,0.0,1.331,0.193,-0.447,-0.249,-4.3,8.176,-0.826,-0.275,0.228,0.302,-0.351,-2.098
519,-0.149,-0.203,-0.106,-3.627,1.779,-2.23,-1.834,-0.311,0.0,1.233,0.375,-0.11,-0.409,-4.921,8.341,-0.411,-0.328,-0.189,0.073,-0.045,-1.503
520,-0.494,0.376,0.15,-3.799,1.417,-2.5,-2.227,-1.108,0.0,1.285,0.167,-0.533,-0.421,-3.755,7.224,-0.686,-0.426,0.287,0.184,-0.197,-1.837
521,-0.333,0.022,0.169,-3.357,1.656,-1.81,-1.812,-0.641,0.0,1.092,0.292,-0.41,-0.188,-5.894,8.945,-0.479,-0.255,0.122,0.412,-0.254,-1.622
522,-0.965,-0.31,0.692,-4.072,1.841,-1.99,-1.775,-0.45,0.0,0.991,-0.025,-0.285,-0.386,-4.711,8.292,-0.665,-0.399,-0.07,0.288,-0.251,-1.76
523,-0.173,0.306,-0.185,-3.88,1.296,-2.528,-2.188,-0.972,0.0,1.109,0.479,-0.445,-0.502,-4.145,7.32,-0.824,-0.392,0.213,0.214,-0.365,-1.749
524,-0.334,-0.177,0.289,-3.603,1.572,-2.295,-1.711,-0.56,0.0,1.128,0.251,-0.36,-0.26,-5.225,8.404,-0.4,-0.04,0.166,-0.128,0.041,-1.256
525,-0.482,-0.02,0.344,-3.83,1.526,-2.572,-1.536,-0.524,0.0,1.354,0.148,-0.325,-0.258,-3.616,7.241,-0.475,-0.428,0.048,0.17,-0.214,-1.88
526,-0.297,-0.248,0.389,-4.417,1.742,-2.724,-1.564,-0.522,0.0,1.36,0.22,-0.359,-0.328,-4.767,8.643,-0.692,0.029,-0.2,-0.261,-0.07,-1.82
527,-0.602,0.128,0.153,-3.912,1.595,-2.559,-2.083,-0.663,0.0,1.302,0.188,-0.498,-0.23,-4.56,8.348,-0.502,-0.543,0.251,0.288,-0.287,-1.922
528,-0.365,0.408,0.422,-3.236,1.187,-2.07,-1.922,-0.996,0.0,1.167,0.432,-0.576,-0.293,-4.695,8.049,-0.73,-0.252,0.286,0.384,-0.248,-1.875
529,-0.405,0.177,0.15,-3.667,1.506,-2.252,-1.958,-0.817,0.0,0.986,-0.044,-0.369,-0.368,-4.334,8.028,-0.333,-0.372,0.203,0.237,-0.343,-1.808
530,-0.253,0.042,0.225,-3.964,1.664,-2.585,-1.877,-0.481,0.0,1.261,0.19,-0.465,-0.107,-4.338,8.41,-0.536,-0.155,0.2,0.181,-0.038,-2.11
531,-0.418,0.169,0.304,-3.855,1.429,-2.524,-1.759,-0.829,0.0,1.246,-0.016,-0.508,-0.169,-4.817,8.532,-0.401,-0.185,0.468,0.175,-0.194,-1.653
532,-0.342,0.169,0.201,-4.019,1.524,-2.554,-2.093,-0.981,0.0,1.255,0.376,-0.373,-0.199,-3.939,7.717,-0.627,-0.349,0.207,0.358,-0.273,-2.082
533,-0.647,-0.207,0.639,-4.446,1.855,-2.738,-1.632,-0.408,0.0,1.409,0.026,-0.443,-0.207,-3.758,7.305,-0.751,-0.378,0.212,0.229,-0.122,-1.864
534,-0.601,0.071,0.387,-4.295,1.383,-2.915,-1.732,-0.857,0.0,1.229,0.218,-0.364,-0.132,-3.93,8.054,-0.565,-0.392,0.216,0.426,-0.195,-1.912
535,-0.006,0.271,-0.29,-4.049,1.456,-3.018,-2.211,-1.026,0.0,1.353,0.471,-0.484,-0.158,-4.309,8.449,-0.725,-0.099,0.308,0.238,-0.239,-1.91
536,-0.888,0.093,0.706,-3.746,1.585,-1.912,-1.63,-0.781,0.0,1.144,0.007,-0.352,-0.413,-4.571,7.6,-0.415,-0.371,0.148,0.306,-0.351,-1.775
537,-0.672,-0.063,0.33,-4.058,1.833,-2.476,-2.051,-0.762,0.0,1.153,0.178,-0.269,-0.239,-4.024,7.889,-0.683,-0.619,0.033,-0.049,0.009,-1.947
538,-0.955,0.136,0.663,-4.491,1.536,-2.626,-2.189,-0.808,0.0,1.395,0.036,-0.397,-0.203,-4.19,7.876,-0.651,-0.491,0.135,0.177,-0.274,-1.955
539,-0.689,0.225,0.448,-3.787,1.637,-2.336,-1.978,-0.763,0.0,1.333,0.051,-0.417,-0.397,-5.071,8.293,-0.653,-0.368,0.262,0.131,-0.239,-1.738
540,-0.184,0.012,0.023,-3.622,1.466,-2.286,-1.87,-0.71,0.0,1.078,0.174,-0.292,-0.373,-4.925,8.266,-0.508,-0.26,0.321,0.075,-0.15,-1.652
541,-0.422,-0.26,0.272,-4.057,1.528,-2.093,-1.714,-0.586,0.0,0.991,-0.023,-0.332,-0.67,-4.908,7.98,-0.393,-0.252,0.072,0.435,-0.354,-1.528
542,-0.43,0.02,0.237,-4.0,1.639,-2.463,-1.993,-0.777,0.0,1.083,0.348,-0.146,-0.355,-4.261,7.89,-0.623,-0.191,0.007,0.284,-0.227,-1.784
543,-0.184,0.206,0.089,-4.388,1.469,-2.932,-1.978,-0.827,0.0,1.632,0.359,-0.509,-0.281,-4.173,8.125,-0.836,-0.288,0.367,0.223,-0.354,-2.027
544,-0.188,0.195,0.113,-4.423,1.525,-2.95,-2.126,-1.026,0.0,1.363,0.073,-0.441,-0.326,-4.241,8.254,-0.678,-0.265,0.159,0.313,-0.376,-2.024
545,-0.594,0.017,0.481,-3.976,1.484,-2.274,-1.846,-0.632,0.0,1.232,0.214,-0.474,-0.582,-4.786,8.199,-0.516,-0.369,0.294,0.492,-0.61,-1.844
546,-0.826,-0.297,0.479,-3.727,1.755,-1.889,-1.785,-0.485,0.0,1.076,0.06,-0.341,-0.175,-5.69,9.011,-0.46,-0.474,0.005,0.063,-0.016,-1.649
547,-0.651,-0.178,0.25,-3.462,1.676,-1.76,-1.774,-0.51,0.0,1.008,0.076,-0.373,-0.365,-5.069,8.029,-0.409,-0.202,0.032,0.228,-0.242,-1.441
548,-0.449,-0.084,0.199,-3.892,1.591,-2.259,-1.914,-0.635,0.0,1.075,0.288,-0.239,-0.374,-4.554,8.362,-0.369,-0.198,0.126,0.217,-0.21,-1.79
549,-0.786,0.185,0.359,-4.639,1.639,-2.787,-2.086,-1.026,0.0,1.275,0.035,-0.597,-0.547,-3.526,7.473,-0.758,-0.374,0.209,0.259,-0.434,-2.0
550,-0.726,0.249,0.435,-3.915,1.35,-2.126,-2.002,-0.909,0.0,1.086,0.234,-0.344,-0.499,-4.569,7.863,-0.762,-0.465,0.122,0.295,-0.422,-1.911
551,-1.051,-0.056,0.576,-4.104,1.707,-2.13,-2.0,-0.527,0.0,1.023,-0.125,-0.383,-0.53,-4.344,7.615,-0.564,-0.501,0.165,0.488,-0.193,-1.756
552,-1.244,0.35,0.799,-3.236,1.414,-1.502,-2.099,-1.098,0.0,0.939,0.019,-0.519,-0.301,-5.585,8.168,-0.602,-0.507,0.347,0.302,-0.43,-1.75
553,-0.536,-0.045,0.433,-3.935,1.757,-2.335,-1.894,-0.736,0.0,1.163,0.208,-0.32,-0.137,-3.988,8.013,-0.346,-0.338,-0.071,0.111,-0.066,-2.014
554,-0.626,-0.155,0.534,-3.98,1.646,-2.455,-1.924,-0.545,0.0,1.334,-0.025,-0.066,-0.314,-4.409,7.987,-0.337,-0.495,0.058,0.345,-0.457,-1.827
555,0.083,0.019,-0.253,-3.399,1.482,-2.386,-1.914,-0.664,0.0,1.304,0.058,-0.167,-0.363,-4.714,8.103,-0.608,-0.026,0.083,0.187,-0.019,-1.541
556,0.075,0.134,-0.119,-3.525,1.237,-2.298,-2.049,-0.724,0.0,1.313,0.318,-0.234,-0.481,-4.486,7.793,-0.614,-0.223,0.144,0.145,-0.343,-1.584
557,-0.254,0.003,-0.259,-3.763,1.739,-2.174,-2.235,-0.97,0.0,1.04,0.201,-0.17,-0.223,-4.775,8.482,-0.534,-0.439,-0.019,0.072,-0.007,-1.779
558,-0.13,0.166,0.022,-3.387,1.413,-2.412,-1.964,-0.737,0.0,0.981,0.341,-0.301,-0.126,-4.902,8.68,-0.545,-0.276,0.206,0.229,-0.095,-1.838
559,0.058,-0.186,0.011,-3.788,1.575,-2.4,-1.66,-0.575,0.0,1.321,0.356,-0.295,-0.376,-5.002,8.675,-0.486,-0.27,-0.002,0.069,-0.217,-1.794
560,-0.664,0.244,0.486,-3.588,1.588,-2.167,-2.169,-0.855,0.0,1.027,0.181,-0.396,-0.377,-5.01,8.743,-0.572,-0.466,0.256,0.148,-0.283,-1.966
561,-0.093,0.114,0.08,-3.87,1.565,-2.373,-1.971,-0.689,0.0,1.155,0.308,-0.333,-0.427,-4.186,7.529,-0.656,-0.407,-0.018,0.227,-0.431,-1.815
562,-0.527,0.219,0.386,-3.475,1.176,-2.189,-1.938,-0.957,0.0,0.896,0.488,-0.312,-0.303,-4.7,8.411,-0.525,-0.534,-0.091,0.079,-0.162,-1.975
