x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
-4.16,4.325,-0.37,0.115,-3.321,-3.762,-1.746,0.118,1.308,1.604,-0.038,1.714,-0.275,0.92,0.111,-0.514,1.409,0.0,0.272,-1.361,-0.749
-3.475,3.98,2.609,0.533,-3.222,-4.027,-1.543,0.218,0.49,0.006,-1.38,1.62,0.226,-0.054,-1.609,0.782,0.892,0.0,0.434,-1.315,-0.431
-3.855,4.267,1.981,0.602,-2.834,-4.103,-1.687,0.201,0.376,0.412,-1.303,1.553,-0.02,-0.192,-1.508,0.33,0.484,0.0,0.433,-1.064,-0.447
-4.031,3.812,2.594,0.645,-3.058,-3.585,-1.532,0.124,0.434,-0.693,-1.703,1.767,-0.129,0.296,-1.538,1.27,1.029,0.0,0.44,-1.395,-0.281
-4.617,3.89,2.455,0.345,-2.921,-3.976,-1.317,0.311,0.629,0.032,-1.411,1.693,-0.006,0.296,-1.284,0.675,0.692,0.0,0.436,-1.22,-0.521
-4.113,4.323,0.192,0.407,-3.108,-3.534,-1.478,-0.163,1.414,1.136,-0.627,1.66,-0.134,0.779,-0.345,-0.256,0.23,0.0,0.39,-1.204,-0.481
-4.144,4.351,-0.154,0.158,-2.922,-4.08,-1.328,0.168,1.943,1.502,-0.021,1.972,0.022,1.433,0.094,-0.962,0.063,0.0,0.263,-1.233,-0.544
-3.838,3.973,0.888,0.471,-2.945,-4.28,-1.483,-0.173,1.067,0.556,-0.906,1.847,0.065,-0.011,-0.902,-0.422,0.498,0.0,0.644,-1.167,-0.681
-3.424,3.978,2.622,0.658,-3.105,-4.59,-1.377,0.291,0.621,-0.238,-1.506,1.76,0.324,-0.104,-1.506,0.503,0.104,0.0,0.124,-1.294,-0.488
-4.765,4.085,2.329,0.476,-3.066,-4.125,-1.329,0.358,1.002,-0.253,-1.667,1.754,0.13,-0.2,-1.554,0.27,0.22,0.0,0.256,-1.335,-0.831
-3.915,4.104,1.114,0.269,-2.722,-3.542,-1.413,-0.011,1.116,0.133,-0.95,1.753,-0.201,0.664,-0.742,0.06,0.533,0.0,0.518,-1.405,-0.437
-3.395,3.495,0.987,0.084,-3.308,-3.829,-1.263,0.222,1.245,0.622,-0.402,1.639,0.221,0.589,-0.276,-0.374,0.543,0.0,0.474,-1.311,-0.543
-4.829,3.829,1.126,0.483,-3.019,-3.966,-1.396,0.332,1.204,0.14,-1.081,1.731,-0.201,0.178,-0.873,-0.1,0.737,0.0,0.233,-1.154,-0.67
-4.477,3.522,1.392,0.567,-2.601,-4.008,-1.046,-0.065,0.834,0.03,-1.016,1.923,-0.091,0.145,-1.001,-0.029,0.325,0.0,0.431,-0.993,-0.49
-4.01,4.038,1.776,0.301,-2.715,-3.99,-1.474,0.197,1.035,0.24,-1.188,1.797,0.108,0.445,-1.037,0.441,1.117,0.0,0.553,-1.309,-0.667
-4.406,3.877,2.327,0.849,-2.824,-4.003,-1.207,0.209,0.761,0.217,-1.661,1.913,0.232,0.227,-1.372,0.709,0.718,0.0,0.484,-0.651,-0.578
-2.74,3.27,1.92,0.421,-2.755,-4.103,-1.232,0.442,0.726,0.26,-0.899,1.649,0.535,0.232,-0.855,0.22,0.669,0.0,0.448,-1.006,-0.521
-5.01,4.71,-1.503,-0.055,-2.692,-4.143,-1.585,0.137,1.753,2.443,0.766,1.732,-0.329,1.009,0.852,-1.666,0.624,0.0,0.399,-1.569,-0.783
-3.203,4.526,1.495,0.407,-2.924,-4.376,-1.699,0.121,0.789,0.73,-1.119,1.671,0.256,0.101,-0.983,-0.004,0.452,0.0,0.431,-1.371,-0.644
-4.208,3.576,0.778,0.542,-3.132,-3.89,-1.419,-0.149,1.179,0.715,-0.751,1.711,-0.06,0.501,-0.675,-0.172,0.399,0.0,0.325,-1.102,-0.668
-3.253,3.186,1.407,0.712,-3.182,-3.493,-1.494,0.068,0.579,-0.679,-1.635,1.656,0.104,0.175,-1.305,0.635,0.309,0.0,0.471,-1.037,-0.344
-4.163,3.824,-0.227,0.047,-2.892,-3.827,-1.576,-0.269,1.427,0.703,-0.267,1.899,-0.216,0.615,-0.13,-1.003,0.212,0.0,0.372,-1.603,-0.692
-4.003,4.666,0.218,0.271,-3.025,-3.628,-1.785,-0.45,0.996,0.921,-0.64,1.917,-0.027,0.112,-0.901,-0.763,-0.334,0.0,0.179,-1.453,-0.649
-4.611,4.607,0.317,0.232,-3.102,-3.903,-1.575,-0.053,1.285,1.308,-0.249,1.686,-0.197,0.576,-0.264,-0.395,1.059,0.0,0.527,-1.449,-0.76
-5.312,3.999,1.534,0.679,-2.859,-3.529,-1.327,-0.203,0.864,-0.258,-1.706,1.919,-0.338,0.206,-1.373,0.325,0.284,0.0,0.523,-0.934,-0.635
-3.701,4.156,0.749,0.385,-2.932,-4.207,-1.578,0.04,0.947,0.476,-0.671,1.709,0.2,-0.003,-0.716,-0.425,0.55,0.0,0.283,-1.506,-0.538
-4.169,3.363,1.502,0.24,-2.973,-4.175,-1.175,-0.012,1.263,0.261,-0.668,2.11,0.007,0.703,-0.902,-0.201,0.773,0.0,0.147,-1.266,-0.752
-3.096,3.65,1.015,0.129,-2.85,-4.458,-1.411,-0.034,1.201,0.867,-0.534,1.514,0.317,0.359,-0.462,-0.533,0.747,0.0,0.462,-1.143,-0.85
-3.585,4.839,1.659,0.198,-3.091,-4.643,-1.696,0.162,0.913,0.831,-0.873,1.623,0.143,0.316,-0.942,0.01,0.571,0.0,0.179,-1.538,-0.602
-5.098,3.798,3.196,0.58,-2.838,-4.694,-1.362,0.38,0.532,-0.277,-1.822,1.952,0.045,0.747,-1.685,1.127,0.926,0.0,0.297,-0.84,-0.602
-4.252,3.89,0.046,0.139,-2.585,-3.658,-1.498,-0.031,1.44,1.192,-0.165,1.784,-0.054,0.907,-0.143,-0.436,0.797,0.0,0.292,-1.25,-0.6
-3.82,4.36,0.961,0.406,-2.873,-3.595,-1.493,-0.359,1.067,0.641,-0.952,1.885,-0.35,0.517,-0.977,0.133,0.926,0.0,0.316,-1.267,-0.664
-3.517,4.585,0.882,0.463,-3.148,-3.667,-1.511,0.024,0.834,0.834,-1.023,1.591,0.161,0.508,-0.778,-0.161,-0.285,0.0,0.44,-1.194,-0.435
-4.035,4.179,1.848,0.71,-3.075,-3.777,-1.447,0.077,0.624,0.215,-1.488,1.686,-0.069,-0.023,-1.373,0.622,0.55,0.0,0.512,-1.094,-0.433
-3.254,2.925,1.469,0.414,-2.95,-3.652,-1.258,-0.06,0.881,-0.198,-0.869,1.62,0.282,0.304,-0.863,0.325,1.127,0.0,0.435,-1.316,-0.664
-3.568,4.804,1.238,0.289,-2.755,-3.949,-1.745,0.202,0.856,1.196,-0.76,1.608,0.149,0.497,-0.813,-0.0,0.666,0.0,0.544,-1.547,-0.519
-3.312,4.334,1.774,0.286,-2.654,-3.854,-1.543,0.134,0.963,0.541,-1.075,1.564,0.411,0.37,-1.042,0.131,0.393,0.0,0.471,-1.319,-0.545
-3.428,4.073,2.087,0.694,-2.858,-3.788,-1.499,0.08,0.273,0.042,-1.539,1.658,0.091,-0.149,-1.455,0.764,0.812,0.0,0.588,-1.023,-0.659
-3.137,3.551,1.619,0.621,-2.493,-4.232,-1.448,0.234,0.82,-0.18,-1.103,1.763,0.5,0.256,-0.849,0.255,0.479,0.0,0.343,-1.123,-0.432
-2.525,4.755,0.3,0.203,-3.103,-4.138,-1.709,-0.104,1.218,1.433,-0.232,1.504,0.328,0.655,-0.174,-0.474,0.333,0.0,0.379,-1.526,-0.441
-5.141,4.582,0.974,0.193,-2.904,-4.109,-1.411,0.083,1.229,1.119,-0.59,1.945,-0.204,0.787,-0.471,-0.28,0.594,0.0,0.239,-1.222,-0.598
-2.978,4.178,1.147,0.385,-2.703,-3.964,-1.564,-0.002,0.978,0.339,-0.975,1.584,0.25,0.276,-0.66,0.088,0.778,0.0,0.573,-1.552,-0.687
-3.83,2.765,2.127,0.283,-3.039,-4.172,-1.002,0.241,0.877,-0.282,-1.107,1.617,0.325,0.103,-1.028,0.21,0.402,0.0,0.377,-1.112,-0.61
-3.946,4.242,1.027,0.598,-2.965,-3.838,-1.602,-0.365,0.957,0.558,-1.178,1.769,0.152,-0.052,-1.203,0.032,0.961,0.0,0.266,-1.277,-0.693
-3.705,4.052,1.312,0.205,-2.756,-3.235,-1.544,0.001,0.805,0.618,-0.921,1.684,-0.081,0.454,-0.962,0.163,0.567,0.0,0.335,-1.356,-0.418
-4.025,4.445,-0.588,0.187,-3.069,-3.241,-1.641,-0.199,1.457,1.105,-0.264,1.693,-0.538,0.551,-0.07,-0.564,0.653,0.0,0.155,-1.476,-0.675
-3.932,3.643,2.145,0.42,-2.599,-3.319,-1.422,0.069,0.857,-0.046,-1.396,1.716,-0.264,0.576,-1.247,0.919,1.075,0.0,0.432,-1.255,-0.689
-4.702,3.376,1.645,0.182,-3.151,-4.094,-1.231,0.178,1.123,0.377,-0.669,1.774,0.065,0.88,-0.629,0.142,1.062,0.0,0.452,-1.218,-0.579
-3.503,3.755,1.795,0.471,-2.905,-4.159,-1.395,0.351,1.137,0.245,-1.129,1.788,0.324,0.385,-0.854,0.399,0.923,0.0,0.22,-1.131,-0.594
-3.49,4.052,-0.997,0.135,-3.224,-4.061,-1.669,0.383,1.573,2.209,0.788,1.671,0.148,1.376,1.023,-0.783,1.411,0.0,0.271,-1.285,-0.557
-4.589,3.629,0.177,0.273,-2.77,-3.696,-1.254,-0.025,1.448,0.877,-0.139,2.085,-0.198,1.028,-0.086,-0.486,0.452,0.0,0.361,-1.252,-0.458
-3.274,3.786,1.642,0.239,-2.948,-4.548,-1.425,0.11,1.141,0.402,-0.541,1.77,0.456,0.284,-0.686,-0.171,0.912,0.0,0.367,-1.484,-0.744
-3.586,3.704,1.286,0.341,-2.928,-4.026,-1.157,0.27,1.168,0.849,-0.76,1.778,0.24,0.725,-0.628,-0.187,0.398,0.0,0.472,-1.057,-0.522
-4.493,4.264,0.916,0.049,-3.327,-4.122,-1.39,0.256,1.179,1.272,-0.205,1.976,0.214,1.285,-0.116,-0.232,0.943,0.0,0.421,-1.5,-0.395
-4.053,3.91,1.544,0.296,-3.032,-3.975,-1.32,-0.006,0.768,0.483,-1.124,1.61,0.208,0.102,-1.181,-0.144,0.191,0.0,0.301,-1.178,-0.67
-3.307,3.613,1.916,0.374,-2.823,-3.404,-1.526,0.188,0.597,-0.116,-1.219,1.697,-0.006,0.412,-1.177,0.675,0.936,0.0,0.326,-1.414,-0.5
-4.066,4.329,1.118,0.191,-2.652,-3.957,-1.528,0.006,1.248,0.861,-0.951,1.718,-0.179,0.53,-0.778,-0.147,0.41,0.0,0.462,-1.371,-0.668
-3.32,4.032,0.975,0.33,-2.967,-3.385,-1.664,0.056,1.134,0.542,-0.939,1.706,-0.239,0.602,-0.855,0.216,0.672,0.0,0.494,-1.264,-0.506
-3.668,4.497,0.199,0.524,-3.221,-3.488,-1.64,-0.219,1.014,1.07,-0.792,1.793,-0.144,0.266,-0.836,-0.515,0.141,0.0,0.439,-1.147,-0.718
-4.383,3.799,0.723,0.445,-2.583,-3.441,-1.593,-0.131,1.019,0.367,-0.914,1.871,-0.209,0.379,-0.887,-0.255,0.243,0.0,0.392,-1.18,-0.512
-4.25,4.22,-2.018,-0.098,-2.935,-3.884,-1.412,0.051,2.011,2.055,0.917,1.804,-0.105,1.486,1.159,-1.874,0.193,0.0,0.215,-1.525,-0.704
-3.474,4.498,0.999,0.233,-2.966,-3.912,-1.63,0.111,1.007,0.814,-0.692,1.774,0.172,0.563,-0.679,-0.161,0.489,0.0,0.619,-1.452,-0.528
-3.427,3.134,-1.012,0.118,-3.002,-3.775,-1.386,0.393,1.746,1.474,0.546,1.703,0.136,1.239,0.672,-1.009,0.898,0.0,0.301,-1.206,-0.59
-3.098,3.346,0.534,0.335,-3.269,-4.018,-1.374,-0.025,0.953,0.502,-0.406,1.277,0.266,-0.102,-0.346,-0.578,0.635,0.0,0.492,-1.373,-0.672
-4.146,4.984,-1.363,-0.05,-2.561,-3.146,-1.626,0.101,1.521,2.507,0.692,1.897,-0.324,1.888,0.882,-0.61,1.379,0.0,0.288,-1.451,-0.451
-5.646,4.261,-0.516,0.444,-3.215,-3.726,-1.349,-0.168,1.73,1.578,-0.144,2.038,-0.558,1.148,0.091,-0.592,0.674,0.0,0.457,-1.146,-0.685
-3.738,4.414,-0.09,-0.029,-3.016,-4.21,-1.7,0.025,1.622,1.574,0.099,1.568,0.12,0.845,0.168,-0.719,0.808,0.0,0.224,-1.67,-0.641
-4.978,4.273,2.016,0.428,-3.322,-4.12,-1.285,-0.049,0.906,0.511,-1.273,1.965,-0.1,0.328,-1.275,0.196,0.706,0.0,0.341,-1.112,-0.671
-3.387,3.835,1.512,0.281,-2.635,-3.62,-1.442,0.23,0.993,0.025,-0.889,1.892,0.48,0.787,-0.843,0.28,0.891,0.0,0.428,-1.481,-0.431
-3.864,3.898,0.883,-0.05,-2.698,-4.144,-1.526,0.244,1.068,1.185,-0.167,1.597,0.319,0.744,-0.143,-0.26,1.096,0.0,0.221,-1.473,-0.483
-4.587,4.85,0.402,0.317,-2.856,-3.7,-1.839,-0.216,1.189,1.226,-0.634,1.733,-0.291,0.238,-0.867,-0.41,0.251,0.0,0.389,-1.511,-0.793
-3.566,3.611,-0.544,0.033,-3.051,-3.532,-1.614,0.133,1.571,1.018,0.197,1.798,-0.037,1.203,0.412,-0.594,1.002,0.0,0.226,-1.642,-0.578
-4.999,4.891,-0.895,0.124,-3.004,-4.363,-1.87,0.406,1.707,2.077,0.533,1.776,0.05,1.382,0.792,-0.829,1.185,0.0,0.405,-1.686,-0.618
-3.621,4.03,1.637,0.581,-2.488,-4.21,-1.507,0.276,0.843,0.077,-1.187,1.761,0.252,-0.226,-1.218,0.079,0.234,0.0,0.397,-1.238,-0.489
-4.584,3.832,0.275,0.078,-2.835,-3.947,-1.211,0.072,1.652,1.197,-0.061,1.826,-0.018,0.914,-0.118,-0.771,0.591,0.0,0.235,-1.251,-0.663
-3.221,4.449,1.445,0.322,-2.934,-3.698,-1.746,0.054,0.562,0.395,-1.143,1.449,-0.012,0.265,-1.129,0.456,0.783,0.0,0.443,-1.514,-0.499
-3.535,4.329,-1.019,-0.168,-2.339,-3.714,-1.664,0.085,1.719,1.703,0.444,1.747,-0.082,1.218,0.521,-1.103,0.7,0.0,0.319,-1.727,-0.648
-4.474,4.411,0.636,0.232,-2.831,-3.783,-1.55,0.073,1.147,0.989,-0.429,1.901,-0.215,0.716,-0.351,-0.161,1.578,0.0,0.443,-1.4,-0.568
-3.828,4.157,1.458,0.595,-3.14,-4.3,-1.569,-0.079,0.917,0.115,-1.38,1.59,0.051,-0.109,-1.087,0.12,0.313,0.0,0.461,-1.336,-0.674
-4.496,4.459,-1.207,-0.01,-2.782,-3.648,-1.763,-0.101,2.009,1.326,0.314,1.973,-0.338,1.961,0.608,-0.902,0.371,0.0,0.311,-1.679,-0.385
-3.607,3.752,0.659,0.145,-2.68,-3.38,-1.412,0.122,1.271,0.539,-0.449,1.78,0.008,0.581,-0.485,-0.337,0.818,0.0,0.173,-1.381,-0.606
-4.717,4.425,-0.389,-0.069,-2.914,-3.936,-1.55,0.229,1.565,1.561,0.296,1.945,0.039,1.235,0.299,-0.892,0.647,0.0,0.135,-1.742,-0.574
-4.766,3.643,1.229,0.441,-3.23,-3.693,-1.362,-0.03,1.127,0.23,-0.863,1.832,0.014,0.553,-0.843,0.095,0.705,0.0,0.386,-1.366,-0.485
-3.278,4.464,-1.375,-0.099,-3.353,-3.96,-1.683,0.076,1.614,1.905,0.586,1.442,0.065,0.685,0.822,-1.496,0.864,0.0,0.21,-1.636,-0.787
-4.363,3.738,0.793,0.101,-2.815,-4.172,-1.387,0.524,1.357,0.737,-0.37,1.934,0.246,1.101,-0.138,-0.41,0.834,0.0,0.269,-1.495,-0.536
-2.982,3.761,0.514,0.361,-2.939,-3.558,-1.421,-0.283,0.985,0.583,-0.67,1.626,0.059,0.283,-0.622,-0.182,0.407,0.0,0.47,-1.389,-0.504
-4.907,4.052,1.062,0.301,-2.948,-3.723,-1.225,0.123,1.305,0.945,-0.687,2.04,-0.091,1.028,-0.642,-0.054,0.962,0.0,0.174,-1.12,-0.716
-3.755,3.187,1.754,0.544,-3.017,-4.283,-1.33,0.423,1.148,-0.126,-1.053,1.886,0.209,0.429,-0.922,0.241,0.553,0.0,0.4,-1.096,-0.395
-4.454,3.79,0.43,0.341,-3.103,-3.491,-1.392,0.077,1.041,0.746,-0.521,1.593,-0.188,0.231,-0.557,-0.32,0.836,0.0,0.325,-1.342,-0.629
-5.447,4.085,-0.691,0.221,-2.808,-3.219,-1.252,-0.09,1.625,1.508,0.041,2.019,-0.547,1.244,0.162,-0.678,0.862,0.0,0.388,-1.039,-0.549
-4.892,3.439,1.161,0.471,-2.717,-3.762,-1.438,-0.088,1.079,0.124,-1.141,1.977,-0.174,0.2,-1.174,-0.13,0.361,0.0,0.46,-1.13,-0.644
-5.041,3.376,-2.371,0.037,-3.076,-3.997,-1.152,-0.13,2.079,2.052,1.029,1.855,-0.436,1.405,1.365,-1.883,0.391,0.0,0.379,-1.058,-0.726
-4.015,4.689,-1.074,0.193,-2.678,-2.86,-1.497,-0.097,1.612,1.689,-0.027,1.577,-0.772,0.814,0.065,-0.897,0.45,0.0,0.484,-1.325,-0.64
-3.851,3.398,2.207,0.522,-2.759,-3.737,-1.446,0.135,0.708,0.129,-1.367,1.907,0.075,0.408,-1.476,0.709,0.765,0.0,0.641,-0.777,-0.451
-4.762,4.576,-0.182,0.114,-2.769,-4.087,-1.529,0.21,1.624,1.712,0.208,1.822,-0.218,1.239,0.298,-0.829,0.758,0.0,0.558,-1.437,-0.581
-4.382,4.164,1.267,0.494,-2.879,-3.81,-1.425,-0.327,0.696,0.603,-1.085,1.678,-0.125,-0.194,-1.155,-0.19,0.561,0.0,0.32,-1.127,-0.787
-4.145,4.575,0.719,0.477,-2.786,-4.389,-1.696,0.037,1.08,0.525,-0.748,1.84,0.103,0.248,-0.578,-0.259,0.83,0.0,0.477,-1.431,-0.735
-4.127,4.21,-0.174,0.096,-3.076,-3.635,-1.428,-0.181,1.315,1.308,-0.194,1.596,-0.058,0.733,0.065,-0.615,0.616,0.0,0.416,-1.328,-0.664
-3.524,4.969,-0.703,0.224,-2.99,-4.194,-1.729,-0.063,1.714,2.162,0.095,1.753,0.085,0.991,0.309,-0.933,0.366,0.0,0.439,-1.311,-0.548
-3.932,4.088,1.725,0.422,-3.117,-4.112,-1.421,0.114,0.828,0.715,-1.072,1.819,0.394,0.332,-1.111,0.163,0.488,0.0,0.209,-1.176,-0.464
-4.237,3.821,2.11,0.45,-3.135,-3.939,-1.537,0.106,0.743,0.254,-1.299,1.684,-0.11,0.475,-1.247,0.556,0.605,0.0,0.392,-1.159,-0.467
-4.718,4.621,1.15,0.397,-3.048,-4.168,-1.601,0.009,0.874,1.304,-0.729,1.679,0.033,0.699,-0.726,0.143,0.607,0.0,0.502,-1.223,-0.314
-3.68,3.36,2.236,0.73,-2.807,-3.668,-1.344,0.073,0.643,-0.111,-1.527,1.711,0.173,0.063,-1.497,1.027,1.118,0.0,0.618,-0.871,-0.486
-3.476,4.301,0.711,0.266,-3.079,-4.03,-1.583,0.115,1.451,0.812,-0.519,1.689,0.314,0.688,-0.353,-0.266,0.814,0.0,0.445,-1.541,-0.621
-3.733,3.815,1.977,0.758,-3.058,-3.689,-1.309,-0.169,0.633,0.133,-1.572,1.765,0.135,0.22,-1.471,0.534,0.351,0.0,0.556,-0.952,-0.443
-3.179,4.257,-0.502,0.012,-3.351,-4.079,-1.591,0.102,1.703,1.534,0.264,1.837,0.185,1.203,0.259,-0.864,0.806,0.0,0.158,-1.595,-0.499
-4.084,4.065,-2.368,-0.37,-2.852,-3.329,-1.412,0.0,1.878,2.497,1.273,1.669,-0.334,1.795,1.427,-1.873,0.326,0.0,0.109,-1.429,-0.443
-4.009,4.013,0.636,0.005,-2.809,-4.033,-1.531,0.207,1.395,1.166,-0.191,1.672,0.113,0.772,-0.077,-0.394,0.967,0.0,0.331,-1.345,-0.594
-4.107,3.385,-0.09,0.201,-2.935,-4.08,-1.235,0.195,1.528,0.88,-0.172,1.832,0.178,0.676,0.055,-1.108,0.027,0.0,0.421,-1.133,-0.757
-3.448,3.424,1.202,0.265,-2.991,-4.005,-1.404,0.239,1.059,0.278,-0.743,1.694,0.402,0.306,-0.71,-0.016,0.732,0.0,0.436,-1.203,-0.61
-4.148,3.909,2.426,0.535,-2.87,-4.041,-1.657,0.089,0.443,-0.104,-1.551,1.731,-0.023,0.066,-1.436,0.76,0.737,0.0,0.356,-1.202,-0.467
-3.81,4.47,0.569,0.326,-2.739,-3.644,-1.735,-0.229,1.244,1.137,-0.49,1.861,-0.153,0.657,-0.54,-0.264,0.624,0.0,0.271,-1.494,-0.534
-3.377,3.939,0.985,0.489,-2.788,-3.112,-1.591,-0.173,0.585,-0.073,-1.336,1.597,-0.096,-0.28,-1.188,0.003,0.385,0.0,0.619,-1.341,-0.717
-5.247,4.096,2.006,0.444,-2.813,-4.478,-1.321,0.273,0.771,0.357,-1.105,1.546,0.007,0.449,-1.03,0.315,0.602,0.0,0.269,-1.098,-0.467
-3.091,4.069,0.516,0.36,-2.89,-3.903,-1.301,0.069,1.347,1.021,-0.477,1.76,0.436,0.696,-0.282,-0.456,0.56,0.0,0.596,-1.025,-0.648
-4.392,4.66,1.709,0.267,-3.26,-4.354,-1.76,-0.199,1.029,1.006,-0.986,1.671,0.031,0.546,-0.968,0.01,0.562,0.0,0.427,-1.407,-0.575
-3.148,3.536,0.935,0.235,-2.709,-3.696,-1.482,-0.061,0.829,0.177,-0.772,1.553,0.099,0.255,-0.72,-0.207,0.287,0.0,0.319,-1.253,-0.453
-3.53,3.546,1.239,0.354,-3.255,-3.837,-1.331,0.034,1.315,0.347,-0.833,1.727,0.27,0.356,-0.809,-0.05,0.672,0.0,0.593,-1.122,-0.686
-4.139,3.457,0.632,0.336,-2.917,-3.496,-1.445,-0.27,0.948,0.319,-0.604,1.899,-0.092,0.259,-0.736,-0.281,0.65,0.0,0.541,-1.313,-0.517
-3.269,3.378,1.813,0.565,-3.205,-4.093,-1.239,-0.015,0.729,0.184,-1.146,1.735,0.167,0.099,-1.096,0.28,0.891,0.0,0.393,-1.09,-0.529
-4.618,4.446,0.058,0.096,-2.79,-3.907,-1.627,0.038,1.347,1.323,-0.188,1.775,-0.158,0.916,-0.131,-0.618,0.206,0.0,0.173,-1.43,-0.512
-4.079,3.897,1.896,0.678,-3.096,-3.61,-1.483,-0.179,0.635,0.244,-1.437,1.858,-0.128,0.487,-1.358,0.743,0.959,0.0,0.48,-0.924,-0.456
-4.034,3.33,2.393,0.522,-2.513,-4.615,-1.002,0.254,0.705,0.253,-0.973,1.659,0.283,0.108,-1.159,0.42,0.954,0.0,0.477,-0.821,-0.6
-3.136,3.348,0.353,-0.044,-2.897,-4.439,-1.181,0.59,1.586,0.995,0.051,1.665,0.652,0.824,0.125,-0.922,0.656,0.0,0.324,-1.231,-0.633
-5.232,4.624,0.455,0.306,-2.596,-3.652,-1.458,-0.148,1.276,1.031,-0.747,1.862,0.063,0.697,-0.573,-0.2,0.299,0.0,0.336,-1.256,-0.682
-4.403,3.738,0.393,0.283,-2.642,-3.664,-1.503,0.087,1.184,1.145,-0.231,1.822,-0.08,1.162,-0.107,0.002,0.763,0.0,0.429,-1.036,-0.37
-3.97,3.673,2.386,0.879,-2.58,-4.077,-1.408,0.06,0.809,-0.437,-1.843,1.846,-0.025,0.316,-1.517,1.116,0.488,0.0,0.462,-0.978,-0.381
-4.877,3.439,0.775,0.365,-3.099,-3.542,-1.44,-0.109,1.035,0.374,-0.819,1.81,-0.116,0.439,-0.794,-0.115,0.486,0.0,0.411,-1.246,-0.565
-3.42,3.721,1.169,0.256,-2.927,-4.063,-1.462,0.103,0.837,0.363,-0.797,1.597,0.283,0.26,-0.818,-0.218,0.435,0.0,0.484,-1.368,-0.632
-4.358,3.652,-0.105,0.146,-2.773,-3.379,-1.52,-0.021,1.061,1.252,-0.156,1.675,-0.246,0.525,-0.193,-0.617,0.774,0.0,0.425,-1.22,-0.712
-4.189,4.007,1.984,0.487,-3.04,-3.805,-1.731,0.097,0.501,-0.143,-1.634,1.744,-0.091,-0.006,-1.516,0.396,0.36,0.0,0.396,-1.35,-0.572
-3.812,3.057,1.649,0.355,-2.791,-3.721,-1.195,0.133,1.098,-0.268,-1.126,1.936,0.347,0.638,-0.932,0.235,0.675,0.0,0.447,-1.174,-0.604
-4.219,4.187,0.27,0.269,-2.818,-4.128,-1.562,0.243,1.514,0.939,-0.417,1.923,0.065,0.988,-0.105,-0.285,0.789,0.0,0.268,-1.442,-0.622
-2.908,3.564,0.486,0.197,-2.824,-3.983,-1.527,0.014,1.212,0.565,-0.467,1.57,0.304,0.191,-0.425,-0.509,0.544,0.0,0.378,-1.276,-0.62
-4.398,4.607,1.219,0.578,-2.856,-3.928,-1.647,-0.145,0.864,0.845,-0.993,1.745,-0.23,0.343,-1.016,0.17,0.674,0.0,0.351,-0.998,-0.408
-3.046,4.092,-1.143,-0.19,-2.664,-4.477,-1.538,0.493,1.892,1.877,0.703,1.489,0.141,1.47,1.121,-1.32,0.633,0.0,0.117,-1.38,-0.512
-4.288,3.485,2.671,0.599,-2.662,-4.23,-0.842,0.139,0.605,0.26,-1.346,1.727,0.103,-0.249,-1.386,0.414,0.946,0.0,0.598,-0.685,-0.548
-4.242,3.958,-0.197,0.418,-2.923,-4.296,-1.451,-0.016,1.427,1.116,-0.226,1.968,-0.01,0.55,-0.188,-1.076,-0.14,0.0,0.293,-1.238,-0.431
-2.77,4.464,1.095,0.33,-2.785,-4.089,-1.731,-0.019,0.964,0.868,-0.637,1.47,0.082,0.302,-0.729,-0.027,0.609,0.0,0.283,-1.465,-0.422
-3.368,4.566,-0.76,0.214,-2.778,-3.923,-1.545,0.178,1.75,1.551,0.151,1.639,0.152,0.848,0.259,-1.129,-0.041,0.0,0.332,-1.388,-0.394
-3.046,4.291,0.699,0.234,-2.765,-4.464,-1.575,0.041,1.081,0.965,-0.377,1.607,0.145,0.74,-0.243,-0.199,0.523,0.0,0.19,-1.268,-0.479
-4.212,4.129,1.734,0.116,-3.029,-4.274,-1.529,0.131,1.073,0.807,-0.747,1.758,0.161,0.274,-1.14,-0.167,0.51,0.0,0.119,-1.213,-0.522
-3.704,4.272,1.698,0.413,-2.982,-4.256,-1.558,0.197,0.826,0.639,-0.999,1.64,0.093,0.389,-0.638,0.49,1.073,0.0,0.547,-1.186,-0.393
-4.417,4.226,0.911,0.518,-2.853,-4.393,-1.554,-0.158,1.089,0.813,-0.736,1.761,-0.079,0.373,-0.846,-0.076,0.355,0.0,0.274,-1.182,-0.552
-4.114,4.145,-1.001,0.178,-2.706,-3.843,-1.507,-0.066,1.892,1.477,0.284,1.682,0.025,1.163,0.553,-1.116,0.256,0.0,0.336,-1.367,-0.693
-4.258,3.983,0.376,0.259,-3.038,-4.233,-1.091,0.164,1.456,1.529,-0.052,1.731,0.05,1.05,0.119,-0.655,0.428,0.0,0.521,-1.121,-0.543
-5.061,4.652,0.269,0.074,-2.712,-3.886,-1.519,0.012,1.352,1.363,-0.23,1.709,-0.37,0.936,-0.281,-0.463,0.289,0.0,0.298,-1.385,-0.472
-3.655,3.589,-1.097,-0.304,-2.6,-3.46,-1.501,0.202,1.76,1.368,0.641,1.751,-0.165,1.364,0.746,-1.185,0.823,0.0,0.232,-1.653,-0.621
