x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.31,-0.149,0.985,-4.2,-0.848,0.39,-0.009,0.233,2.725,1.0,0.846,-3.984,0.783,2.411,8.22,-2.024,0.11,2.494,0.62,0.06,0.661
0.235,-0.203,0.455,-3.879,-1.44,0.402,0.186,0.409,2.585,1.0,0.829,-4.115,1.048,2.052,8.106,-1.729,1.053,2.165,-0.088,0.142,0.727
-0.269,-0.104,1.015,-3.769,-1.51,0.51,-0.045,0.56,2.498,1.0,0.707,-4.196,0.784,2.162,7.929,-1.98,0.462,2.58,0.281,0.225,0.871
-0.352,-0.421,0.807,-3.163,-1.085,0.93,0.317,0.22,2.127,1.0,1.244,-5.146,0.816,1.901,8.032,-1.632,1.452,1.811,0.29,0.327,0.684
-0.267,-0.487,0.363,-3.441,-1.116,0.744,0.226,0.327,2.343,1.0,1.069,-4.815,0.992,1.856,8.253,-1.718,1.128,2.244,0.118,0.232,0.989
-0.711,-0.496,0.731,-4.203,-1.174,0.734,0.236,0.427,2.652,1.0,1.132,-4.669,0.796,2.102,7.68,-1.961,0.655,2.807,0.296,0.166,0.8
-0.715,-0.488,0.742,-3.436,-0.738,1.164,0.293,0.326,2.216,1.0,1.688,-5.112,0.837,1.815,7.432,-1.731,1.349,2.358,0.378,0.555,0.685
-0.128,-0.267,0.261,-3.764,-1.28,0.745,0.165,0.324,2.435,1.0,1.045,-4.72,0.771,2.049,8.357,-1.887,1.18,1.809,0.323,-0.026,0.624
-0.631,-0.296,0.327,-4.209,-0.903,0.876,0.381,0.218,2.967,1.0,1.578,-5.021,0.684,2.472,8.2,-1.743,1.059,2.76,0.538,0.366,0.781
-0.509,-0.296,0.548,-4.055,-0.927,0.593,0.185,0.327,2.715,1.0,0.873,-3.998,0.613,2.167,7.418,-2.098,0.465,2.827,0.771,0.252,0.561
-0.334,-0.045,0.469,-4.135,-1.1,0.308,0.333,0.256,3.004,1.0,0.925,-3.85,0.668,2.573,7.895,-1.808,0.375,2.911,0.597,-0.228,0.864
-1.028,-0.285,0.896,-3.991,-1.086,0.588,0.3,0.116,2.897,1.0,1.11,-4.451,0.884,2.494,7.842,-2.007,0.27,3.217,0.165,-0.034,0.899
-0.527,-0.336,0.669,-4.083,-0.839,0.697,0.598,0.03,2.876,1.0,1.547,-4.475,0.62,2.489,7.773,-2.004,0.982,2.437,0.714,0.231,0.546
-0.954,-0.545,0.733,-3.676,-0.772,0.992,0.528,0.078,2.783,1.0,1.884,-5.411,0.75,2.119,8.217,-1.788,1.178,2.634,0.443,0.326,0.95
-0.749,-0.479,0.866,-3.67,-0.918,0.615,0.086,0.297,2.438,1.0,0.937,-4.04,0.603,1.95,7.521,-1.618,0.49,2.701,0.569,0.064,0.86
-0.711,-0.011,0.78,-4.034,-1.229,0.662,0.132,0.361,2.63,1.0,1.024,-4.512,0.724,2.53,7.893,-2.007,0.461,2.846,0.415,0.315,0.531
0.171,-0.131,1.0,-3.41,-1.458,0.284,-0.046,0.533,2.061,1.0,0.199,-3.71,0.973,1.931,7.898,-1.581,0.462,2.239,0.14,-0.116,0.769
-0.864,-0.287,0.555,-4.195,-0.684,0.855,0.506,-0.059,3.119,1.0,1.754,-4.182,0.834,2.968,6.95,-2.182,0.688,2.916,0.499,0.131,0.659
-0.466,0.039,0.839,-3.878,-1.281,0.293,0.067,0.512,2.723,1.0,0.672,-3.442,0.653,2.534,7.562,-1.857,-0.093,3.21,0.281,-0.282,0.708
-0.785,-0.495,0.77,-3.876,-1.343,0.762,0.313,0.426,2.551,1.0,1.167,-4.769,0.956,2.175,8.071,-1.503,0.676,2.971,-0.109,0.015,0.859
-0.46,-0.218,0.803,-3.86,-1.007,0.596,0.124,0.309,2.764,1.0,1.019,-4.059,0.688,2.311,7.989,-1.706,0.248,2.456,0.166,-0.015,0.675
-0.397,-0.233,0.871,-3.983,-1.163,0.651,0.266,0.363,2.705,1.0,1.202,-4.458,0.901,2.138,8.288,-1.782,0.519,2.67,0.475,0.215,0.863
-0.233,-0.541,0.599,-3.707,-1.008,0.704,0.103,0.408,2.478,1.0,1.325,-4.318,0.612,2.1,8.085,-1.503,0.496,2.482,0.316,0.193,0.724
-0.31,-0.205,-0.144,-3.456,-0.864,0.6,0.234,0.671,2.256,1.0,0.952,-4.186,0.949,1.874,7.679,-1.791,0.664,2.747,0.202,0.259,0.803
-0.962,-0.435,0.489,-3.084,-0.627,0.874,0.402,0.3,2.096,1.0,1.502,-5.233,0.549,1.917,8.512,-1.507,0.926,2.551,0.664,0.514,0.686
-0.831,-0.305,0.258,-3.761,-0.943,0.529,0.215,0.296,2.62,1.0,0.78,-4.087,0.908,2.257,7.714,-1.943,0.121,3.137,0.283,0.063,0.713
-1.009,-0.324,1.339,-4.077,-1.473,0.641,0.418,0.181,2.986,1.0,1.179,-4.6,0.633,2.44,7.927,-1.79,0.593,3.343,0.422,0.534,0.862
-0.185,-0.122,0.973,-3.824,-1.445,0.406,-0.222,0.679,2.524,1.0,0.328,-3.737,0.868,2.149,8.257,-1.987,0.01,2.751,0.208,-0.13,0.789
-0.948,-0.403,1.015,-4.54,-1.258,0.923,0.422,0.06,3.106,1.0,1.572,-4.968,0.653,2.55,7.78,-1.834,0.884,2.97,0.328,0.461,0.804
0.041,-0.165,0.798,-3.718,-1.319,0.541,-0.044,0.543,2.135,1.0,0.464,-3.842,0.704,1.971,7.536,-1.718,0.872,1.813,0.408,0.124,0.668
-0.864,-0.311,0.642,-4.011,-0.967,0.822,0.369,0.099,2.844,1.0,1.619,-4.829,0.786,2.15,7.903,-1.952,0.828,2.709,0.491,0.381,0.549
-0.582,-0.125,0.511,-4.301,-1.203,0.702,0.311,0.244,2.909,1.0,1.212,-4.215,0.767,2.743,7.544,-2.187,0.806,2.877,0.333,-0.048,0.677
-0.153,-0.45,0.516,-3.908,-1.143,0.717,0.282,0.199,2.688,1.0,0.92,-4.403,0.989,2.249,7.533,-1.895,1.039,2.26,0.163,0.1,0.685
-0.09,-0.324,0.091,-3.209,-1.115,0.515,0.335,0.408,2.179,1.0,0.838,-4.477,0.725,1.962,8.075,-1.682,0.896,2.428,0.197,0.12,0.69
-0.473,0.163,0.961,-3.963,-1.03,0.458,0.049,0.466,2.609,1.0,0.65,-3.847,0.726,2.58,7.745,-2.236,0.17,2.805,0.69,-0.006,0.661
0.132,-0.124,0.653,-4.014,-1.24,0.461,0.037,0.363,2.706,1.0,0.921,-4.06,0.802,2.436,8.033,-2.016,0.492,2.21,0.604,0.069,0.936
-0.328,-0.21,0.596,-3.74,-1.109,0.662,0.117,0.557,2.458,1.0,1.215,-4.522,0.806,1.779,8.154,-1.679,0.587,2.632,0.245,0.204,0.722
-0.54,-0.224,0.9,-3.837,-1.123,0.809,0.141,0.424,2.58,1.0,1.009,-4.238,0.824,2.057,7.467,-1.906,0.439,2.479,0.365,0.297,0.626
-0.533,-0.336,0.72,-3.454,-1.163,0.663,0.212,0.225,2.179,1.0,1.11,-4.665,0.672,2.011,8.167,-1.721,0.798,2.378,0.064,0.003,0.532
-0.129,-0.262,0.284,-3.917,-1.064,0.403,0.35,0.258,2.985,0.0,0.544,-4.055,0.936,2.572,8.76,-1.745,0.372,2.687,0.24,0.17,0.78
-0.745,-0.704,1.309,-4.461,-1.201,0.858,0.416,-0.022,3.273,0.0,1.06,-5.326,0.824,2.408,8.159,-1.974,1.017,2.74,0.35,0.214,0.646
-0.658,-0.154,0.584,-4.034,-1.213,0.44,0.332,0.285,2.732,0.0,0.313,-4.408,0.831,2.304,8.567,-1.632,0.316,3.252,0.025,0.035,0.803
-0.258,-0.268,0.358,-4.28,-1.12,0.436,0.16,0.46,3.006,0.0,0.323,-4.268,0.826,2.402,8.285,-1.77,0.611,3.076,0.354,-0.122,1.05
-0.41,-0.285,0.999,-3.266,-1.222,0.826,0.415,0.252,2.423,0.0,0.738,-4.884,0.681,2.142,8.599,-1.66,0.982,2.331,0.272,0.168,0.788
-0.598,-0.045,0.872,-4.355,-1.036,0.348,0.272,0.289,3.232,0.0,0.52,-4.041,1.072,2.825,8.386,-2.482,0.002,3.261,0.316,0.147,0.803
-0.607,-0.483,0.914,-3.765,-1.085,0.976,0.292,0.236,2.799,0.0,1.001,-5.144,0.983,2.038,8.504,-1.833,0.993,2.137,0.169,0.452,0.79
-0.6,-0.27,1.328,-3.757,-1.328,0.844,0.174,0.419,2.712,0.0,0.971,-4.643,0.808,2.258,8.4,-1.493,0.593,2.677,0.2,0.392,0.8
-0.635,-0.21,0.299,-4.202,-1.051,0.657,0.119,0.231,2.946,0.0,0.766,-4.413,0.747,2.387,8.589,-1.788,0.201,2.963,0.352,0.015,0.765
-0.7,-0.494,0.428,-3.791,-0.691,0.857,0.584,0.073,2.763,0.0,0.877,-5.187,0.826,2.202,8.427,-1.75,0.888,2.534,0.266,0.388,0.76
-0.145,-0.142,0.456,-4.068,-1.185,0.423,0.304,0.228,2.873,0.0,0.628,-4.326,0.778,2.516,8.478,-1.819,0.761,2.452,0.383,0.223,0.788
-1.11,-0.398,0.067,-4.097,-0.524,1.016,0.692,0.104,3.18,0.0,1.59,-5.563,0.786,2.691,8.713,-1.788,1.097,3.208,0.355,0.443,0.82
-0.272,-0.185,0.544,-4.125,-1.403,0.475,0.168,0.34,2.772,0.0,0.319,-4.2,0.837,2.408,8.393,-1.906,0.393,2.534,0.318,0.147,0.853
-0.479,-0.224,0.558,-3.506,-1.349,0.603,0.192,0.216,2.404,0.0,0.561,-4.673,0.854,2.293,8.625,-1.633,0.616,2.132,-0.002,0.278,0.474
-1.113,-0.191,0.529,-3.918,-0.951,0.659,0.295,0.334,2.558,0.0,0.707,-5.237,0.81,2.369,9.153,-1.769,0.44,3.394,0.363,0.154,0.707
0.006,-0.342,0.673,-4.017,-1.058,0.752,0.169,0.476,2.621,0.0,0.666,-4.855,0.822,1.816,8.835,-1.816,1.046,2.154,0.367,0.394,0.902
-0.365,-0.401,0.142,-3.526,-0.84,0.808,0.398,0.221,2.468,0.0,0.757,-5.069,0.785,2.025,8.797,-1.65,0.949,2.533,0.259,0.228,0.551
-0.29,-0.318,0.496,-3.286,-1.265,0.68,0.184,0.477,2.331,0.0,0.48,-5.201,0.877,2.094,8.839,-1.61,0.927,2.227,0.196,0.226,0.698
-0.706,-0.403,0.378,-4.244,-0.904,0.587,0.461,0.22,3.1,0.0,0.926,-4.6,0.701,2.298,8.276,-1.987,0.447,3.224,0.665,0.062,0.473
-1.016,-0.618,0.471,-3.937,-1.202,0.921,0.599,0.178,2.97,0.0,1.161,-5.236,0.909,2.171,8.438,-1.732,0.8,3.076,0.207,0.447,0.671
-0.333,-0.264,0.78,-4.174,-1.026,0.688,0.298,0.187,2.958,0.0,0.77,-4.936,0.712,2.681,8.739,-1.775,0.862,2.561,0.483,0.333,0.546
-0.072,-0.066,0.537,-4.314,-0.873,0.315,0.14,0.482,3.197,0.0,0.046,-4.124,0.722,2.665,8.41,-2.044,0.208,2.872,0.654,0.022,0.826
-0.117,-0.313,0.796,-4.364,-0.915,1.019,0.089,0.367,2.835,0.0,0.951,-5.066,0.791,2.238,8.478,-1.756,0.888,2.104,0.379,0.373,0.772
-0.117,-0.628,0.079,-3.718,-0.681,0.932,0.306,0.344,2.692,0.0,0.937,-4.677,0.707,1.907,8.409,-1.885,0.932,2.219,0.547,0.223,0.817
-0.404,-0.197,0.874,-3.382,-1.473,0.306,0.007,0.374,2.195,0.0,-0.187,-4.904,0.965,1.784,9.181,-1.377,0.484,2.756,-0.039,-0.008,0.75
-0.229,-0.185,1.024,-4.162,-1.054,0.47,-0.007,0.342,2.713,0.0,-0.065,-4.149,0.782,2.372,8.374,-1.925,0.515,2.396,0.433,0.033,0.783
-0.604,-0.186,0.607,-3.823,-0.964,0.665,0.243,0.265,2.573,0.0,0.956,-4.931,0.784,2.301,8.736,-1.819,0.818,2.632,0.445,0.19,0.844
0.143,-0.211,0.761,-3.735,-1.621,0.414,-0.14,0.728,2.076,0.0,0.079,-4.49,0.527,1.907,8.737,-1.57,0.915,2.413,0.343,-0.178,0.814
-0.874,-0.567,0.046,-3.913,-0.831,1.094,0.552,0.243,2.854,0.0,1.177,-5.723,0.866,2.111,8.581,-1.786,1.108,2.934,0.389,0.265,0.693
-0.286,-0.225,0.337,-3.385,-0.719,0.645,0.309,0.209,2.348,0.0,0.448,-4.916,0.784,2.102,8.725,-1.518,0.851,2.164,0.277,-0.144,0.721
-0.375,-0.444,0.432,-4.199,-1.27,0.761,0.127,0.69,2.862,0.0,0.686,-4.712,0.919,2.176,8.381,-1.876,0.749,2.908,0.2,0.227,0.863
-1.311,-0.321,0.731,-3.372,-0.526,0.773,0.399,-0.016,2.747,0.0,0.487,-4.907,0.808,2.422,8.582,-1.716,-0.159,3.305,0.313,0.111,0.538
-0.504,-0.106,0.96,-4.385,-1.286,0.383,0.086,0.651,3.222,0.0,0.333,-3.947,0.796,2.804,8.169,-2.253,0.101,3.361,0.463,0.167,0.642
-0.154,0.102,1.109,-4.157,-1.335,0.262,-0.11,0.565,2.783,0.0,-0.038,-3.83,0.984,2.395,8.332,-2.166,0.339,2.701,0.32,-0.002,0.536
-0.5,-0.32,1.185,-3.24,-1.408,0.63,0.243,0.513,2.416,0.0,0.48,-4.681,1.027,1.963,9.267,-1.505,0.338,3.001,-0.117,0.223,0.548
-0.556,-0.128,0.371,-3.967,-1.017,0.497,0.382,0.073,3.131,0.0,0.708,-4.444,1.004,2.535,8.465,-1.907,0.533,2.958,0.168,-0.021,0.874
-1.129,-0.311,1.064,-3.907,-1.11,0.859,0.158,0.496,2.593,0.0,0.807,-5.173,1.058,2.223,8.691,-1.701,0.365,3.375,0.043,0.341,0.782
-0.794,-0.333,0.679,-4.296,-0.945,0.893,0.147,0.219,2.913,0.0,0.806,-4.497,0.86,2.315,8.234,-1.939,0.322,2.944,0.252,0.436,0.697
-0.245,-0.343,0.493,-4.169,-1.088,0.533,-0.017,0.565,2.659,0.0,0.147,-4.526,0.897,2.056,8.818,-1.828,0.462,2.796,0.093,0.144,0.71
-0.203,0.003,0.304,-3.381,-0.761,0.437,0.187,0.254,2.448,0.0,0.229,-4.078,0.993,2.425,8.67,-1.769,0.133,2.298,0.046,-0.092,0.639
-0.346,-0.104,0.199,-4.779,-1.246,0.569,0.299,0.347,3.4,0.0,0.753,-4.766,0.929,2.779,8.373,-1.84,1.061,2.881,0.091,0.104,0.794
-0.907,-0.246,1.124,-3.777,-1.265,0.745,0.108,0.493,2.219,0.0,0.777,-4.858,1.052,1.996,8.376,-1.73,0.62,2.848,0.047,0.411,0.755
-0.078,-0.359,0.195,-3.965,-1.149,0.504,0.114,0.323,2.562,0.0,0.222,-4.625,0.827,1.965,8.916,-1.806,0.693,2.356,0.363,0.177,0.616
-0.749,-0.328,0.329,-4.125,-0.734,0.765,0.386,0.203,2.81,0.0,0.755,-5.009,0.836,2.433,8.758,-1.867,0.522,2.869,0.587,0.234,0.64
0.288,-0.093,0.481,-3.927,-1.386,0.229,-0.13,0.476,2.41,0.0,0.085,-3.795,1.055,2.206,8.531,-1.811,0.377,2.192,-0.033,-0.05,0.534
-0.277,-0.258,0.714,-4.67,-1.093,0.579,0.127,0.226,3.115,0.0,0.613,-4.939,0.767,2.513,8.818,-1.976,0.75,2.401,0.354,0.121,0.843
-0.442,-0.059,0.315,-3.363,-0.831,0.637,0.377,0.214,2.471,0.0,0.55,-4.992,0.789,2.542,8.826,-1.514,0.581,2.398,0.4,-0.131,0.635
-0.002,-0.345,0.573,-3.879,-1.254,0.842,0.142,0.316,2.387,0.0,0.706,-4.71,0.8,2.027,8.351,-1.811,1.128,2.025,0.276,0.26,0.983
-1.114,-0.459,0.109,-3.702,-0.759,0.627,0.48,0.157,2.845,0.0,0.941,-4.842,0.78,2.254,8.442,-1.782,0.298,3.154,0.314,0.131,0.536
-0.342,-0.432,0.994,-3.583,-1.434,0.772,0.297,0.162,2.362,0.0,0.874,-4.98,0.76,1.988,8.451,-1.705,1.265,2.153,0.25,0.085,0.683
0.207,-0.128,0.469,-3.653,-1.315,0.55,-0.011,0.43,2.189,0.0,0.399,-4.673,0.692,2.159,8.609,-1.65,1.265,1.859,0.299,0.038,0.913
-0.156,-0.107,0.961,-3.714,-1.427,0.352,-0.125,0.531,2.137,0.0,-0.138,-4.174,0.719,1.721,8.394,-1.617,0.43,2.376,0.187,0.091,0.572
-0.702,-0.412,0.932,-4.091,-1.227,0.523,0.136,0.297,2.587,0.0,0.506,-4.992,0.857,2.069,8.693,-1.532,0.863,2.956,-0.044,0.138,0.768
-0.216,-0.238,0.721,-4.443,-1.515,0.699,0.303,0.337,3.191,0.0,0.74,-4.838,0.934,2.648,8.858,-1.89,0.96,2.629,0.058,0.161,0.665
-0.49,-0.045,0.88,-3.797,-1.503,0.425,-0.248,0.774,2.195,0.0,-0.154,-4.388,0.816,1.852,8.688,-1.621,0.358,3.065,0.088,0.025,0.744
0.203,-0.366,0.231,-3.353,-0.884,0.718,0.312,0.103,2.167,0.0,0.509,-4.616,0.78,1.856,8.797,-1.415,0.937,1.637,0.168,0.034,0.617
-0.75,-0.408,0.887,-3.699,-0.906,0.661,0.115,0.257,2.495,0.0,0.551,-4.617,0.906,1.977,8.718,-1.723,0.157,2.868,0.19,0.32,0.849
-0.295,0.028,0.512,-4.066,-1.087,0.389,0.089,0.498,2.712,0.0,0.185,-4.482,0.599,2.346,8.512,-1.815,0.555,2.999,0.656,-0.213,0.635
-0.882,-0.61,0.242,-4.653,-0.8,1.006,0.571,0.201,3.267,0.0,1.529,-5.479,0.767,2.416,8.247,-1.957,1.223,3.212,0.515,0.379,0.683
-0.154,-0.215,0.313,-5.064,-1.158,0.607,0.15,0.439,3.324,0.0,0.644,-4.289,0.721,2.794,8.245,-1.932,0.7,2.777,0.632,0.33,0.813
-0.453,-0.552,0.71,-3.994,-1.021,0.98,0.138,0.416,2.768,0.0,0.756,-5.216,0.709,2.095,8.802,-1.65,0.803,2.535,0.343,0.269,0.546
0.066,-0.238,0.878,-3.439,-1.369,0.482,0.246,0.267,2.211,0.0,0.56,-4.494,0.866,1.788,8.703,-1.555,0.88,2.147,0.165,0.105,0.643
0.073,-0.315,0.04,-3.977,-0.905,0.654,0.21,0.054,2.774,0.0,0.322,-4.479,0.951,2.52,9.142,-1.768,0.579,1.704,0.035,-0.087,0.992
-0.763,-0.435,0.22,-4.378,-1.171,0.757,0.339,0.224,3.167,0.0,1.006,-5.368,0.935,2.572,9.123,-1.842,0.723,2.96,0.203,0.153,0.575
-0.745,-0.053,0.701,-4.081,-1.177,0.564,0.121,0.348,2.739,0.0,0.43,-5.229,0.902,2.266,8.969,-2.017,0.619,3.068,0.214,0.222,0.675
-0.722,-0.581,-0.081,-4.156,-0.796,1.034,0.591,0.058,3.169,0.0,1.065,-5.558,0.938,2.362,8.765,-1.826,1.331,2.494,0.317,0.064,0.725
-0.538,-0.313,1.166,-3.654,-1.031,0.777,0.281,0.276,2.279,0.0,0.86,-4.919,0.783,1.921,8.792,-1.631,0.822,2.34,0.155,0.298,0.984
-0.81,-0.075,0.967,-3.853,-0.832,0.431,0.116,0.409,2.746,0.0,0.557,-4.455,0.532,2.24,8.715,-1.761,-0.122,3.162,0.581,0.136,0.678
0.2,0.082,0.842,-4.373,-1.408,0.243,-0.128,0.467,2.623,0.0,0.117,-3.898,0.968,2.67,8.466,-1.859,0.243,2.756,0.256,0.057,0.737
-0.642,-0.301,-0.121,-4.29,-1.003,0.623,0.462,0.317,3.094,0.0,0.685,-5.269,1.008,2.375,9.215,-1.995,0.933,3.022,0.22,0.108,0.823
-1.021,-0.502,1.453,-4.017,-1.377,0.934,0.223,0.479,2.723,0.0,1.042,-5.099,0.951,2.132,8.487,-2.071,0.512,3.168,0.215,0.317,0.714
-0.482,-0.071,0.542,-4.476,-0.941,0.653,0.143,0.35,2.987,0.0,0.601,-4.396,0.765,2.615,8.245,-1.933,0.359,2.98,0.345,0.171,0.56
-0.662,-0.348,0.118,-4.326,-1.086,0.642,0.318,0.358,3.124,0.0,0.664,-4.252,0.987,2.401,8.216,-2.081,0.273,2.995,0.129,0.106,0.718
-0.577,-0.342,0.723,-4.021,-0.823,0.625,0.253,0.212,2.948,0.0,0.717,-4.283,0.688,2.548,8.746,-1.871,0.329,2.978,0.444,0.18,0.813
-0.644,-0.267,0.354,-3.878,-1.005,0.554,0.277,0.253,2.859,0.0,0.502,-4.526,0.818,2.452,8.439,-1.742,0.508,3.069,0.357,0.046,0.969
-0.208,-0.111,0.708,-4.502,-1.235,0.388,0.068,0.529,3.062,0.0,0.505,-4.2,0.916,2.694,8.567,-1.879,0.45,3.102,0.325,0.065,0.62
-0.72,-0.474,0.722,-3.624,-0.947,0.76,0.196,0.282,2.634,0.0,0.591,-4.875,0.798,2.03,8.909,-1.583,0.479,2.469,0.388,0.239,0.606
0.322,0.141,0.856,-4.34,-1.287,-0.209,-0.285,0.454,2.743,0.0,-0.709,-2.88,0.951,2.77,8.699,-2.1,-0.515,2.796,0.228,-0.35,0.523
-0.667,-0.457,0.3,-4.017,-0.709,0.994,0.462,0.119,3.022,0.0,1.17,-4.856,0.695,2.352,8.576,-1.902,0.636,2.656,0.313,0.198,0.815
-0.483,-0.392,0.795,-4.413,-1.115,0.668,0.268,0.345,2.858,0.0,0.842,-4.691,0.811,2.241,8.925,-1.954,0.393,3.043,0.456,0.281,0.865
-0.415,-0.186,1.095,-3.422,-1.262,0.42,0.063,0.438,2.071,0.0,0.467,-4.699,0.65,1.904,8.956,-1.521,0.7,2.479,0.327,0.196,0.516
-0.321,-0.32,0.732,-3.711,-1.046,0.631,0.141,0.583,2.412,0.0,0.346,-4.459,0.81,2.045,8.5,-1.702,0.769,2.577,0.232,0.177,0.844
0.049,0.271,0.73,-3.728,-1.554,0.218,-0.206,0.586,2.315,0.0,-0.192,-4.106,0.864,2.211,8.739,-1.664,0.386,2.327,0.271,0.038,0.552
-0.175,-0.365,0.707,-4.184,-1.04,0.68,0.056,0.28,2.85,0.0,0.596,-4.304,0.73,2.358,8.602,-1.819,0.484,2.181,0.396,0.244,0.598
-0.41,-0.352,-0.233,-3.535,-0.549,0.853,0.536,0.182,2.552,0.0,1.12,-5.091,0.559,2.365,8.556,-1.464,1.089,2.391,0.526,0.134,0.858
-0.404,-0.016,0.23,-3.919,-1.132,0.523,0.196,0.504,2.57,0.0,0.321,-4.101,0.737,2.316,8.423,-1.575,0.342,3.17,0.278,-0.066,0.723
-0.706,-0.178,0.347,-3.693,-0.805,0.502,0.079,0.165,2.419,0.0,0.496,-4.452,0.813,2.157,8.453,-1.662,0.039,2.748,0.213,0.147,0.848
-0.337,-0.494,0.333,-4.124,-0.795,0.741,0.511,0.019,3.003,0.0,1.026,-4.867,1.068,2.545,8.77,-2.035,0.763,2.403,0.188,0.201,0.615
0.049,-0.183,0.348,-4.163,-1.088,0.488,0.127,0.535,2.821,0.0,0.394,-4.241,0.992,2.496,8.526,-1.83,0.572,2.453,0.151,-0.042,0.942
-0.328,-0.472,0.106,-3.572,-1.185,0.794,0.325,0.324,2.552,0.0,0.97,-4.979,1.046,1.875,8.868,-1.642,0.896,2.462,0.018,0.128,0.697
-0.198,-0.35,0.882,-3.935,-1.227,0.454,0.142,0.271,2.573,0.0,0.168,-4.742,0.898,2.146,9.233,-1.492,0.308,2.709,0.208,0.001,0.682
-0.513,-0.303,0.887,-4.214,-1.271,0.806,-0.012,0.58,2.677,0.0,0.5,-4.844,0.68,2.237,8.748,-1.858,0.628,2.713,0.4,0.133,0.898
-0.529,-0.403,-0.118,-4.415,-0.819,0.785,0.624,0.094,3.351,0.0,1.182,-5.228,0.778,2.638,9.004,-2.017,0.993,2.781,0.411,0.392,0.83
-0.307,-0.224,0.777,-4.529,-1.491,0.554,0.095,0.461,3.11,0.0,0.28,-4.043,1.077,2.556,8.418,-1.985,0.388,2.664,0.059,0.095,0.743
0.239,-0.15,0.768,-4.695,-1.203,0.407,0.045,0.472,2.962,0.0,0.49,-3.847,0.889,2.416,8.235,-2.121,0.451,2.641,0.527,0.009,0.865
-0.576,-0.211,0.753,-4.419,-0.997,0.588,0.312,0.129,3.258,0.0,0.671,-4.418,0.974,2.716,8.474,-2.011,0.352,2.904,0.332,0.154,0.702
-0.568,-0.275,0.702,-3.892,-0.86,0.715,0.343,0.175,2.679,0.0,0.816,-4.885,0.888,2.424,9.026,-1.705,0.594,2.773,0.137,0.22,0.555
-0.103,-0.327,-0.115,-4.348,-1.191,0.648,0.409,0.312,3.313,0.0,0.656,-4.757,0.772,2.735,8.694,-1.85,1.069,2.74,0.249,0.041,0.693
-0.053,-0.369,0.559,-3.602,-1.455,0.536,0.117,0.397,2.351,0.0,0.249,-4.582,0.887,2.047,8.633,-1.584,0.947,2.153,0.089,0.052,0.721
-0.464,-0.664,0.082,-4.188,-0.876,1.012,0.269,0.164,2.782,0.0,0.986,-5.017,0.785,1.942,8.289,-1.61,0.982,2.216,0.397,0.4,0.706
-0.938,-0.278,0.29,-4.26,-1.084,0.705,0.486,0.276,3.484,0.0,0.722,-4.72,0.743,2.854,8.756,-2.219,0.192,3.662,0.58,0.042,0.678
-0.354,-0.218,0.422,-4.462,-1.016,0.497,0.305,0.298,3.457,0.0,0.652,-4.582,0.515,2.996,8.849,-2.13,0.538,3.056,0.718,0.088,0.603
-0.138,0.112,1.043,-4.022,-1.608,0.291,-0.075,0.518,2.309,0.0,0.008,-4.442,0.762,2.339,8.429,-1.946,0.737,2.538,0.38,0.029,0.801
-0.642,-0.47,0.432,-3.908,-0.889,0.924,0.432,0.308,2.985,0.0,1.216,-5.496,0.624,2.327,9.078,-1.838,0.966,2.557,0.591,0.666,0.571
0.041,-0.149,0.536,-3.914,-1.31,0.472,0.414,0.138,2.793,0.0,0.527,-4.549,0.893,2.609,8.53,-1.794,1.07,2.187,0.492,-0.07,0.714
0.208,0.1,0.592,-3.788,-1.342,-0.025,-0.072,0.458,2.534,0.0,-0.365,-3.868,0.893,2.318,8.652,-1.885,0.313,2.423,0.258,-0.223,0.573
-0.084,-0.537,1.292,-3.954,-1.341,0.713,0.058,0.459,2.465,0.0,0.505,-4.731,0.691,1.752,8.428,-1.75,0.935,2.134,0.591,0.275,0.861
-0.533,-0.089,0.951,-3.964,-1.24,0.431,0.272,0.185,2.665,0.0,0.53,-4.454,0.889,2.331,8.777,-1.778,0.348,2.89,0.257,0.069,0.595
0.203,-0.412,0.658,-3.302,-1.551,0.434,-0.024,0.44,1.963,0.0,-0.024,-4.219,1.118,1.675,8.599,-1.226,0.789,1.729,-0.385,0.251,0.734
-0.557,-0.404,0.748,-3.543,-0.904,0.73,0.362,0.325,2.426,0.0,0.618,-4.829,0.869,2.156,8.975,-1.593,0.735,2.646,0.216,0.196,0.575
-0.216,-0.249,0.481,-3.829,-1.197,0.515,0.208,0.289,2.562,0.0,0.305,-4.283,0.822,2.321,8.41,-1.61,0.463,2.56,0.191,0.241,0.735
-0.482,-0.371,0.303,-3.646,-0.992,0.512,0.334,0.083,2.682,0.0,0.461,-4.434,0.941,2.281,8.576,-1.583,0.36,2.551,0.218,0.116,0.677
-0.104,-0.194,1.032,-3.766,-1.198,0.54,0.128,0.368,2.411,0.0,0.391,-4.411,0.674,2.219,8.663,-1.954,0.657,2.417,0.255,0.245,0.644
-0.719,-0.413,0.198,-3.554,-0.819,0.921,0.328,0.124,2.332,0.0,0.919,-5.578,0.95,1.927,8.772,-1.636,1.053,2.532,0.208,0.134,0.718
-0.115,-0.176,-0.231,-3.739,-0.901,0.804,0.191,0.352,2.62,0.0,0.607,-4.95,0.872,2.205,9.007,-1.887,0.765,2.002,0.378,0.136,0.754
