Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,x19,x20
443,0.931,-0.069,0.262,-0.313,-0.06,0.734,1.292,-0.487,-1.032,2.448,8.292,-0.303,1.056,-7.49,8.253,0.319,0.032,0.74,0.0,-0.926,-1.27
444,0.826,-0.357,0.452,-0.133,-0.086,0.603,1.322,-0.168,-1.007,2.821,8.636,-0.18,1.035,-7.296,8.35,0.45,0.271,0.831,0.0,-0.809,-0.771
445,0.761,-0.428,0.347,0.02,-0.032,1.102,1.269,-0.168,-0.992,1.743,8.445,-0.322,1.028,-7.83,8.307,0.178,0.137,0.835,0.0,-0.725,-1.244
446,0.741,-0.012,0.618,-0.251,-0.247,0.346,1.396,-0.491,-0.827,3.027,8.712,-0.078,1.371,-7.285,8.43,0.675,0.072,0.881,0.0,-0.724,-0.474
447,0.791,-0.915,0.557,0.355,0.001,0.351,1.338,0.049,-1.151,2.964,9.03,0.003,1.216,-6.569,8.336,0.582,0.718,0.399,0.0,-1.075,-0.717
448,0.915,-1.005,0.471,0.028,-0.01,0.389,1.431,0.126,-1.557,3.633,8.938,-0.02,1.053,-6.5,8.107,0.513,0.604,0.518,0.0,-1.097,-0.523
449,0.689,-0.354,0.282,-0.277,0.005,0.072,1.561,-0.066,-1.004,2.622,7.495,0.178,1.263,-6.17,8.355,0.792,0.53,0.681,0.0,-1.109,-0.21
450,0.641,-0.498,0.591,-0.261,0.222,0.112,1.23,-0.025,-0.992,2.551,8.361,-0.035,1.261,-6.904,8.738,0.653,0.381,0.714,0.0,-0.981,-0.43
451,0.704,-0.067,0.142,-0.405,0.186,0.249,1.116,-0.536,-0.933,2.446,8.005,-0.251,1.184,-7.155,8.175,0.317,-0.087,0.937,0.0,-0.697,-0.537
452,0.355,-0.189,0.625,-0.027,-0.233,0.924,1.092,-0.629,-0.741,2.03,8.915,0.016,1.181,-8.136,8.822,0.333,0.332,0.876,0.0,-0.438,-1.031
453,0.699,-0.939,0.485,0.372,-0.021,0.496,0.813,0.189,-1.17,1.873,8.222,0.062,1.11,-6.723,8.139,0.201,0.635,0.656,0.0,-0.969,-0.777
454,0.541,-0.125,0.525,0.164,-0.173,0.428,1.514,-0.751,-0.656,2.761,8.585,-0.047,1.215,-7.307,8.234,0.69,0.051,0.74,0.0,-0.369,-0.468
455,0.749,-0.82,0.791,0.507,-0.204,0.608,1.207,-0.172,-1.038,2.74,8.794,-0.105,1.145,-7.044,8.156,0.487,0.636,0.69,0.0,-0.924,-0.634
456,0.55,-0.699,0.307,-0.097,-0.188,1.395,1.248,0.102,-1.18,3.19,10.051,-0.451,1.318,-8.347,8.359,0.199,0.277,0.769,0.0,-0.765,-1.571
457,0.589,-0.231,0.442,-0.064,-0.099,0.231,1.214,-0.368,-0.939,2.56,8.393,-0.183,1.276,-6.935,8.208,0.42,0.303,0.929,0.0,-0.771,-0.506
458,0.699,-0.631,0.252,-0.048,-0.453,1.394,1.219,-0.367,-1.178,1.995,9.382,-0.386,1.143,-9.084,8.78,0.269,0.327,0.939,0.0,-0.687,-1.493
459,0.928,-0.122,0.366,-0.279,0.028,0.394,1.285,-0.447,-0.963,2.063,7.627,-0.192,1.155,-6.962,8.154,0.571,0.077,1.073,0.0,-0.927,-0.792
460,0.563,-0.906,0.406,0.25,-0.335,1.083,1.673,0.101,-1.245,3.851,10.006,-0.271,1.314,-7.672,8.201,0.586,0.574,0.736,0.0,-0.762,-1.233
461,0.676,-0.215,0.246,-0.228,-0.075,0.47,1.172,-0.244,-1.041,1.907,7.636,0.0,1.139,-6.793,8.24,0.363,0.208,0.711,0.0,-1.039,-0.678
462,0.465,0.073,0.297,-0.381,0.062,0.479,1.248,-0.455,-0.892,3.095,8.784,-0.047,1.031,-7.732,8.576,0.568,0.094,0.875,0.0,-0.669,-0.887
463,0.609,-0.642,0.496,-0.085,-0.172,0.532,1.706,0.178,-1.277,3.659,8.909,-0.022,1.034,-6.843,8.434,0.811,0.546,0.592,0.0,-1.029,-0.499
464,0.857,-0.833,0.408,0.195,-0.255,0.712,1.194,0.019,-1.306,2.773,9.077,-0.013,1.175,-7.39,8.503,0.343,0.379,0.746,0.0,-1.019,-0.896
465,0.687,-0.638,0.576,0.164,-0.157,0.516,1.241,-0.09,-1.188,2.076,8.127,-0.102,1.139,-7.111,8.494,0.545,0.33,0.622,0.0,-1.012,-0.558
466,0.657,-0.565,0.484,0.07,-0.58,1.292,1.097,-0.259,-1.219,2.131,8.832,-0.101,1.102,-8.05,8.176,0.186,0.41,0.603,0.0,-0.682,-1.25
467,0.4,-0.345,0.469,0.032,-0.339,0.953,1.239,-0.381,-0.904,2.852,9.642,-0.141,1.242,-8.401,8.887,0.485,0.284,0.467,0.0,-0.602,-1.097
468,0.913,-0.478,0.245,-0.082,-0.027,0.378,1.197,-0.131,-1.242,2.471,8.307,-0.028,1.043,-6.847,8.501,0.365,0.2,0.732,0.0,-1.024,-0.358
469,0.648,-0.332,0.693,-0.211,-0.201,0.721,1.037,-0.312,-1.115,2.145,8.626,-0.191,1.222,-7.997,8.58,0.393,0.387,0.825,0.0,-0.706,-1.032
470,0.625,-0.482,0.285,0.06,-0.248,1.196,1.239,-0.228,-0.97,2.002,9.502,-0.07,0.973,-8.7,8.626,0.205,0.289,0.697,0.0,-0.48,-1.374
471,0.397,-0.389,0.751,0.065,-0.269,0.852,1.206,-0.303,-0.837,2.286,8.846,-0.124,1.112,-7.565,8.192,0.432,0.593,0.747,0.0,-0.626,-1.108
472,0.748,-0.326,0.503,-0.099,0.184,-0.107,1.632,-0.07,-0.95,2.792,8.137,0.064,1.224,-6.267,8.334,0.644,0.471,0.71,0.0,-0.89,-0.235
473,0.231,0.112,0.432,0.001,-0.193,0.85,1.417,-0.656,-0.689,2.558,8.617,-0.182,1.15,-7.538,8.259,0.482,-0.075,0.865,0.0,-0.281,-0.565
474,0.6,-0.614,0.307,0.017,0.048,-0.032,1.38,-0.28,-0.931,2.236,7.551,-0.004,1.046,-6.179,8.516,0.711,0.372,0.835,0.0,-0.949,0.185
475,0.571,0.1,0.259,-0.116,-0.265,0.413,1.201,-0.609,-0.981,1.931,7.773,-0.301,1.393,-7.225,8.2,0.59,-0.105,0.586,0.0,-0.632,-0.515
476,0.667,-0.329,0.42,-0.269,0.135,0.165,1.205,-0.278,-1.001,2.191,7.021,0.14,1.09,-5.787,8.096,0.684,0.302,0.774,0.0,-1.085,-0.252
477,0.735,-0.615,0.67,-0.035,0.098,0.577,1.551,-0.249,-1.16,2.938,8.864,-0.248,1.039,-6.993,8.424,0.57,0.585,1.01,0.0,-0.947,-0.728
478,0.953,-0.457,0.687,-0.099,0.04,0.401,1.499,-0.127,-0.93,3.25,8.489,0.053,1.108,-6.584,8.305,0.558,0.502,0.653,0.0,-0.972,-0.544
479,0.752,0.447,0.386,-0.511,-0.102,0.863,1.272,-0.707,-0.822,1.823,7.755,-0.028,1.2,-7.526,8.428,0.203,-0.142,0.863,0.0,-0.601,-0.869
480,0.666,-0.754,0.461,0.14,-0.198,0.74,1.209,-0.071,-1.112,2.587,9.288,-0.249,1.19,-7.884,8.719,0.549,0.476,0.695,0.0,-0.773,-0.793
481,0.576,-0.529,0.602,0.184,-0.169,1.046,1.401,-0.531,-0.882,2.468,9.624,-0.141,1.202,-8.328,8.48,0.386,0.325,0.781,0.0,-0.524,-1.197
482,0.889,-0.676,0.398,0.011,-0.107,0.058,1.179,0.007,-1.264,1.966,7.239,-0.209,1.127,-6.391,8.164,0.388,0.176,0.835,0.0,-1.019,-0.221
483,0.626,-0.626,0.52,0.285,-0.031,0.949,1.399,0.036,-0.972,2.932,9.423,-0.121,1.085,-7.388,8.06,0.476,0.576,0.687,0.0,-0.736,-1.018
484,0.714,0.03,0.218,-0.306,-0.11,0.443,1.537,-0.349,-0.841,2.856,8.226,-0.059,1.0,-7.334,8.606,0.784,0.136,0.968,0.0,-0.634,-0.493
485,0.631,-0.622,0.607,0.218,-0.123,0.831,1.172,-0.188,-1.083,2.429,8.653,0.17,1.266,-7.194,8.617,0.413,0.529,0.681,0.0,-0.817,-0.797
486,0.575,-0.513,0.581,-0.266,-0.029,0.339,1.424,0.144,-1.184,3.028,8.331,-0.027,1.289,-6.512,8.16,0.501,0.518,0.818,0.0,-1.06,-0.504
487,0.962,-0.509,0.486,-0.147,-0.062,0.687,1.2,0.087,-1.154,2.508,8.464,-0.143,1.287,-7.129,8.533,0.305,0.477,0.911,0.0,-1.101,-0.803
488,0.659,-0.518,0.616,0.007,-0.154,0.706,1.445,-0.307,-1.042,3.148,9.585,-0.184,0.95,-7.815,8.572,0.735,0.505,0.519,0.0,-0.739,-0.943
489,0.642,-0.064,0.344,-0.22,-0.135,0.797,1.412,-0.433,-0.786,2.616,8.935,-0.052,1.18,-7.67,8.116,0.434,0.099,0.828,0.0,-0.464,-0.938
490,0.616,0.075,0.338,-0.374,-0.215,0.667,1.382,-0.554,-0.858,2.524,7.955,-0.17,1.246,-7.335,8.097,0.405,0.051,0.648,0.0,-0.687,-0.892
491,0.556,-0.458,0.584,-0.019,-0.236,1.111,1.658,-0.401,-1.003,3.793,10.101,-0.265,1.222,-7.984,8.227,0.507,0.517,0.669,0.0,-0.466,-1.118
492,0.609,-0.427,0.442,0.193,-0.188,1.247,1.129,-0.413,-0.965,2.769,9.982,-0.273,1.226,-8.445,8.468,0.476,0.278,0.867,0.0,-0.487,-1.291
493,0.729,-0.141,0.414,-0.057,-0.193,0.991,1.092,-0.649,-0.932,2.18,8.365,-0.194,1.186,-7.486,8.139,0.263,-0.039,0.709,0.0,-0.719,-1.132
494,0.677,-0.191,0.398,-0.221,-0.187,0.478,1.147,-0.252,-0.985,1.772,7.283,-0.125,1.054,-7.111,8.371,0.427,0.038,0.874,0.0,-0.721,-0.596
495,0.619,0.071,0.716,-0.295,0.133,0.148,1.718,-0.765,-0.692,3.471,8.881,-0.195,1.157,-7.185,8.647,0.737,0.019,0.793,0.0,-0.558,-0.372
496,0.426,0.057,0.414,0.047,0.051,0.366,1.109,-0.487,-0.62,2.612,8.562,-0.021,1.246,-7.224,8.342,0.516,0.166,0.822,0.0,-0.475,-0.58
497,0.659,-0.538,0.713,-0.131,-0.335,1.108,1.125,-0.207,-1.3,2.638,9.228,-0.371,1.131,-7.875,8.29,0.284,0.467,1.027,0.0,-0.756,-1.172
498,0.845,-0.886,0.867,0.098,-0.0,0.703,1.145,-0.003,-1.32,1.891,8.282,-0.032,1.138,-7.249,8.445,0.315,0.654,0.892,0.0,-1.019,-0.937
499,0.716,-0.417,0.541,-0.036,-0.197,0.62,1.28,-0.376,-0.96,2.42,8.862,-0.182,1.386,-7.618,8.666,0.475,0.225,0.947,0.0,-0.841,-0.746
500,0.398,-0.277,0.591,-0.206,-0.031,0.46,1.197,-0.461,-0.929,2.669,9.085,0.039,1.046,-7.804,8.983,0.585,0.248,1.016,0.0,-0.717,-0.66
501,0.576,-0.35,0.233,-0.194,0.022,0.822,1.532,-0.18,-1.1,3.381,9.271,-0.354,1.108,-7.804,8.65,0.514,0.062,0.874,0.0,-0.826,-0.876
502,0.972,-0.732,0.661,0.011,-0.016,0.436,1.143,-0.067,-1.099,1.962,8.414,-0.106,1.255,-7.433,8.683,0.389,0.549,0.662,0.0,-0.983,-0.848
503,0.689,-0.66,0.366,0.114,-0.148,0.701,1.066,-0.137,-1.033,2.048,8.529,-0.227,1.067,-7.624,8.524,0.225,0.469,0.877,0.0,-0.71,-0.808
504,0.761,0.005,0.316,-0.252,-0.201,0.845,1.461,-0.36,-0.973,3.434,9.177,-0.17,1.169,-7.693,8.744,0.323,0.187,0.896,0.0,-0.907,-1.081
505,0.968,-0.396,0.246,-0.078,-0.091,0.587,1.49,-0.055,-1.058,2.917,8.808,-0.073,1.425,-7.441,8.779,0.414,0.116,0.674,0.0,-0.831,-0.932
506,0.567,-0.301,0.707,0.066,-0.291,0.927,1.254,-0.652,-0.978,2.615,9.089,-0.162,0.989,-7.867,8.127,0.275,0.293,0.858,0.0,-0.537,-1.147
507,0.446,-0.519,0.834,0.122,-0.365,0.803,1.287,-0.249,-0.91,3.111,9.378,0.161,1.044,-7.615,8.448,0.45,0.469,0.74,0.0,-0.569,-0.916
508,0.616,-0.302,0.567,-0.223,-0.056,1.126,1.093,-0.321,-1.119,2.476,8.785,-0.154,1.168,-7.896,8.215,0.219,0.149,0.879,0.0,-0.609,-1.274
509,0.871,-0.091,0.275,-0.218,-0.001,0.311,1.515,-0.379,-0.913,2.896,8.666,-0.076,1.114,-7.044,8.458,0.523,0.13,0.978,0.0,-0.855,-0.547
510,0.952,-0.714,0.631,0.14,-0.161,0.487,1.222,0.018,-1.136,2.55,8.185,0.058,1.272,-6.818,8.334,0.387,0.508,0.752,0.0,-1.102,-0.583
511,0.815,-0.17,0.567,-0.186,-0.181,1.217,1.064,-0.634,-1.072,2.617,9.192,-0.121,1.137,-8.197,8.249,0.181,0.268,0.847,0.0,-0.494,-1.371
512,0.493,-0.806,0.608,0.026,0.239,-0.268,1.367,0.036,-0.997,2.673,7.976,0.386,1.399,-5.84,8.194,0.866,0.765,0.715,0.0,-0.788,0.08
513,0.694,-0.839,0.75,-0.023,-0.104,0.638,1.092,-0.149,-1.257,1.889,8.525,-0.035,1.286,-7.8,8.988,0.664,0.64,0.982,0.0,-0.913,-0.852
514,0.658,-0.322,0.362,-0.203,-0.28,0.797,1.281,-0.681,-0.885,1.558,7.908,-0.066,1.306,-7.537,8.174,0.347,0.158,0.785,0.0,-0.841,-1.073
515,0.423,-0.151,0.401,-0.392,-0.4,1.104,1.112,-0.234,-1.275,2.201,8.549,0.013,1.201,-8.287,8.949,0.433,0.291,0.709,0.0,-0.753,-1.168
516,0.512,-0.127,0.35,0.045,-0.287,1.107,1.648,-0.651,-0.822,3.222,9.512,-0.161,1.054,-7.922,8.356,0.624,0.196,0.739,0.0,-0.567,-1.212
517,0.736,-0.235,0.511,-0.183,0.283,0.024,1.447,-0.353,-0.795,2.608,8.441,0.05,1.063,-6.836,8.531,0.838,0.377,0.597,0.0,-0.787,-0.313
518,0.571,-0.508,0.43,0.051,-0.219,0.708,1.14,-0.413,-0.974,2.219,9.045,0.014,1.265,-8.034,9.155,0.452,0.335,0.917,0.0,-0.5,-0.679
519,0.628,-0.24,0.54,-0.341,0.158,0.163,1.699,-0.36,-0.958,3.409,7.799,0.063,1.007,-6.225,8.066,0.669,0.308,0.742,0.0,-0.785,-0.39
520,0.437,-0.134,0.596,-0.395,0.08,0.128,1.205,-0.559,-0.865,2.325,8.19,0.075,1.359,-7.041,8.669,0.725,0.218,0.715,0.0,-0.721,-0.38
521,0.397,-0.212,0.82,-0.143,-0.3,0.986,1.264,-0.506,-0.915,2.648,9.308,-0.157,1.252,-8.169,8.431,0.429,0.493,0.631,0.0,-0.604,-1.362
522,0.691,0.101,0.37,-0.654,0.071,-0.128,1.347,-0.394,-0.968,3.138,8.114,-0.124,1.46,-6.995,9.362,0.714,-0.017,0.684,0.0,-0.94,-0.013
523,0.45,-0.269,0.659,-0.053,-0.186,0.652,1.299,-0.521,-0.965,1.915,8.112,-0.063,1.202,-7.549,8.285,0.661,0.26,0.714,0.0,-0.705,-0.873
524,0.604,-0.379,0.616,0.015,-0.224,0.644,1.418,-0.278,-1.053,2.976,9.153,0.095,1.299,-7.677,8.79,0.367,0.351,0.901,0.0,-0.822,-0.896
525,0.637,-0.639,0.424,0.141,-0.206,0.277,1.629,-0.16,-0.98,3.631,8.6,0.086,1.075,-6.439,8.085,0.762,0.345,0.811,0.0,-0.89,-0.416
526,0.637,-1.145,0.788,0.44,-0.025,0.168,0.904,0.076,-1.164,1.719,8.065,0.252,1.03,-6.62,8.641,0.303,0.844,0.923,0.0,-1.08,-0.418
527,0.453,0.316,0.57,-0.416,-0.358,0.765,1.345,-0.962,-0.63,2.584,8.45,-0.044,1.197,-7.877,8.532,0.297,-0.039,0.871,0.0,-0.331,-0.736
528,0.877,-0.332,0.325,-0.18,-0.204,1.006,1.349,-0.241,-1.083,3.012,8.911,-0.099,1.146,-7.345,8.161,0.195,0.207,0.808,0.0,-0.699,-0.861
529,0.447,0.085,0.397,-0.133,-0.186,0.653,1.551,-0.53,-0.607,2.871,8.846,-0.167,1.096,-7.805,8.541,0.723,0.018,1.0,0.0,-0.563,-0.819
530,0.644,0.187,0.439,-0.32,-0.117,0.641,1.627,-0.478,-0.812,2.935,8.566,-0.056,1.023,-7.306,8.157,0.615,-0.07,0.846,0.0,-0.743,-0.936
531,0.861,-0.489,0.417,-0.242,-0.061,0.368,1.06,-0.113,-1.197,1.58,7.018,0.078,1.166,-6.391,8.06,0.298,0.339,0.601,0.0,-1.012,-0.522
532,0.595,-0.528,0.377,0.042,-0.321,0.713,1.532,-0.182,-1.049,3.092,8.795,-0.175,1.244,-7.424,8.294,0.706,0.293,0.627,0.0,-0.765,-0.814
533,0.562,-0.293,0.653,-0.27,-0.191,0.408,1.131,-0.221,-1.136,1.786,7.916,0.011,1.155,-7.178,8.68,0.481,0.513,0.714,0.0,-1.077,-0.774
534,0.508,-0.507,0.476,0.054,-0.221,1.177,1.452,-0.021,-0.999,3.298,9.726,-0.082,1.043,-7.851,8.183,0.32,0.232,0.733,0.0,-0.634,-1.253
535,0.744,-0.384,0.308,0.014,0.074,0.396,1.177,-0.475,-0.904,1.905,8.336,-0.207,0.998,-7.599,8.959,0.521,0.102,0.773,0.0,-0.772,-0.581
536,0.335,-0.724,0.755,-0.05,-0.098,0.911,1.168,-0.211,-1.248,2.52,8.825,0.009,1.196,-7.496,8.329,0.63,0.591,0.707,0.0,-0.748,-1.031
537,0.641,-0.606,0.78,0.107,-0.173,1.243,0.939,-0.376,-0.983,1.873,8.699,-0.143,1.114,-7.689,8.076,0.072,0.561,0.607,0.0,-0.729,-1.332
538,0.213,-0.185,0.567,-0.099,-0.145,0.85,0.936,-0.765,-0.78,1.651,8.448,-0.035,1.036,-7.887,8.284,0.228,0.122,0.727,0.0,-0.346,-0.918
539,0.744,-0.008,0.604,-0.441,-0.19,0.486,1.108,-0.655,-0.914,2.254,8.179,-0.166,1.066,-7.465,8.533,0.314,0.334,0.658,0.0,-0.788,-0.68
540,0.469,-0.006,0.098,-0.321,0.214,-0.465,1.565,-0.279,-0.666,3.023,7.923,-0.002,1.212,-6.467,8.331,1.132,0.082,0.878,0.0,-0.694,0.024
541,0.448,-0.624,0.591,0.235,-0.267,0.944,0.887,-0.45,-1.052,1.232,8.618,0.0,1.208,-8.236,9.009,0.147,0.528,0.842,0.0,-0.556,-1.112
542,0.798,-0.427,0.634,-0.1,-0.166,0.41,1.386,-0.347,-1.027,2.776,8.049,-0.061,1.25,-6.654,8.249,0.529,0.442,0.717,0.0,-0.924,-0.6
543,0.671,-0.434,0.613,-0.036,-0.115,0.49,1.549,-0.333,-1.039,3.006,8.631,-0.431,1.375,-7.084,8.256,0.697,0.323,0.762,0.0,-0.82,-0.591
544,0.679,-0.005,0.429,-0.223,-0.074,0.745,1.504,-0.387,-0.846,3.006,8.275,-0.189,1.219,-7.099,8.421,0.606,0.156,0.701,0.0,-0.854,-0.733
545,0.684,-0.476,0.587,0.164,-0.092,0.71,1.345,-0.094,-1.058,3.385,9.473,0.057,1.042,-7.465,8.77,0.323,0.473,0.702,0.0,-0.815,-0.902
546,0.708,-0.412,0.844,-0.109,-0.106,1.065,1.443,-0.446,-1.014,4.247,10.78,-0.32,1.086,-8.518,8.862,0.285,0.415,0.631,0.0,-0.572,-1.179
547,0.568,-0.507,0.47,0.18,-0.173,0.763,1.237,-0.086,-0.983,2.327,8.614,-0.114,1.327,-7.529,8.49,0.576,0.478,0.824,0.0,-0.782,-1.007
548,0.747,-0.566,0.723,-0.09,0.185,0.194,1.221,-0.223,-1.046,2.494,8.304,0.097,1.093,-6.72,8.428,0.453,0.47,0.962,0.0,-0.89,-0.362
549,0.597,0.199,0.511,-0.703,-0.132,0.96,1.338,-0.724,-0.958,2.668,8.519,-0.323,1.032,-7.844,8.149,0.491,0.069,0.89,0.0,-0.836,-1.234
550,0.51,0.258,0.395,-0.15,-0.06,0.606,1.811,-0.985,-0.611,3.632,9.275,-0.052,1.228,-7.502,8.334,0.642,-0.006,0.929,0.0,-0.49,-0.904
551,0.652,-0.365,0.467,-0.079,-0.155,0.837,1.291,-0.252,-1.084,2.423,9.503,-0.14,1.095,-8.451,9.114,0.543,0.43,0.781,0.0,-0.595,-1.337
552,0.851,-0.586,0.576,0.018,-0.056,0.288,1.11,-0.148,-1.132,2.57,8.26,0.049,1.305,-6.755,8.408,0.21,0.408,0.622,0.0,-1.144,-0.601
553,0.5,-0.073,0.626,-0.29,-0.218,0.481,1.515,-0.67,-0.859,2.885,7.838,0.087,1.308,-6.715,8.159,0.59,0.212,0.76,0.0,-0.591,-0.52
554,0.739,-0.864,0.656,-0.131,0.054,0.469,1.88,0.075,-1.142,4.048,9.428,-0.209,1.161,-7.072,8.27,0.679,0.532,0.51,0.0,-1.027,-0.882
555,0.688,-0.203,0.53,-0.219,-0.14,0.697,1.687,-0.401,-0.972,3.748,9.242,-0.306,1.313,-7.205,8.131,0.609,0.215,0.531,0.0,-1.016,-0.881
556,0.85,-0.687,0.315,0.181,-0.198,1.295,1.081,0.119,-1.33,2.517,9.393,-0.056,1.108,-8.041,8.695,0.107,0.314,0.813,0.0,-0.91,-1.333
557,0.722,-0.684,0.488,-0.125,0.035,0.233,1.283,0.219,-1.268,2.197,7.536,0.266,1.098,-6.274,8.45,0.857,0.527,0.785,0.0,-1.293,-0.483
558,0.727,-0.713,0.409,-0.103,0.055,0.253,1.469,0.237,-1.151,3.284,8.071,-0.125,1.275,-6.169,8.238,0.594,0.403,0.686,0.0,-1.057,-0.171
559,0.574,-0.124,0.731,0.173,0.045,0.383,1.184,-0.566,-0.707,1.953,8.449,-0.273,1.217,-7.22,8.476,0.667,0.252,0.719,0.0,-0.691,-0.413
560,0.822,-0.668,0.253,0.053,-0.004,0.563,1.308,0.002,-1.153,3.447,9.034,0.145,1.244,-6.95,8.182,0.5,0.323,0.675,0.0,-0.941,-0.866
561,0.591,-0.495,0.73,-0.092,-0.043,0.707,1.403,-0.464,-1.049,1.928,8.344,-0.098,1.155,-7.613,8.349,0.437,0.44,0.894,0.0,-0.727,-0.876
562,0.857,-0.681,0.766,0.002,0.027,1.045,1.414,-0.191,-1.206,2.584,9.006,-0.039,1.221,-7.403,8.479,0.365,0.468,0.713,0.0,-0.927,-1.036
563,0.747,-0.215,0.474,-0.168,-0.085,0.119,1.132,-0.386,-0.94,2.491,7.957,-0.004,1.181,-6.647,8.365,0.614,0.233,0.635,0.0,-0.804,-0.37
564,0.703,-0.159,0.456,-0.26,-0.124,0.589,1.412,-0.352,-0.984,2.538,8.128,-0.235,1.262,-7.237,8.355,0.339,0.2,0.781,0.0,-0.793,-0.741
565,0.706,-1.21,0.708,0.153,-0.09,0.903,1.105,0.15,-1.407,2.822,9.687,-0.178,1.296,-7.918,8.783,0.224,0.853,0.847,0.0,-0.835,-0.935
566,1.137,-0.54,0.647,-0.174,0.266,-0.091,1.628,-0.109,-1.271,3.369,8.375,-0.021,1.161,-6.345,8.646,0.713,0.374,0.764,0.0,-1.201,-0.144
567,0.531,-0.225,0.285,-0.26,-0.167,0.679,1.084,-0.069,-0.96,1.7,7.485,0.051,1.022,-6.995,8.277,0.245,0.249,0.663,0.0,-0.957,-0.921
568,0.594,-0.069,0.548,-0.155,-0.074,0.592,1.415,-0.493,-0.78,2.364,8.001,0.151,1.135,-7.127,8.209,0.478,0.087,0.673,0.0,-0.725,-0.85
569,0.759,-0.463,0.416,-0.251,0.027,0.424,1.418,0.051,-1.187,2.75,8.077,-0.152,1.227,-6.826,8.658,0.693,0.222,0.906,0.0,-1.211,-0.498
570,0.469,-0.294,0.554,-0.186,-0.081,1.095,1.371,-0.678,-1.075,2.921,10.106,-0.09,1.186,-8.886,9.6,0.426,0.284,0.878,0.0,-0.505,-1.16
571,0.747,-0.182,0.36,-0.156,0.043,0.038,1.419,-0.247,-0.906,2.945,8.473,-0.003,1.106,-6.706,8.606,0.728,0.299,0.723,0.0,-0.974,-0.288
572,0.672,-0.356,0.517,-0.43,0.045,0.355,1.459,-0.062,-1.112,3.113,7.972,-0.128,1.075,-6.396,8.117,0.569,0.265,0.738,0.0,-1.134,-0.494
573,0.592,-0.31,0.493,-0.148,-0.176,0.676,1.299,-0.455,-1.108,2.284,7.95,-0.028,1.148,-7.345,8.362,0.394,0.131,0.681,0.0,-0.627,-0.708
574,0.913,-1.091,0.641,0.07,-0.075,1.007,1.222,0.266,-1.291,2.592,8.903,-0.115,1.274,-7.343,8.284,0.242,0.649,0.663,0.0,-0.963,-1.336
575,0.832,-0.122,0.528,-0.019,-0.345,0.478,1.096,-0.277,-0.898,2.053,8.154,-0.084,1.229,-7.333,8.387,0.301,0.154,0.674,0.0,-0.843,-0.772
576,0.147,-0.352,0.662,-0.165,-0.32,1.2,1.195,-0.547,-1.11,3.154,10.003,0.044,1.237,-8.622,8.902,0.504,0.489,0.884,0.0,-0.441,-1.278
577,0.714,-0.181,0.083,-0.194,-0.296,0.483,1.698,-0.371,-0.897,3.413,9.695,-0.277,1.318,-8.171,9.245,0.601,-0.019,0.621,0.0,-0.785,-0.868
578,0.527,-0.066,0.547,-0.018,-0.034,1.056,1.504,-0.587,-0.738,3.123,9.397,-0.047,1.366,-8.05,8.251,0.567,0.181,0.811,0.0,-0.361,-1.191
579,0.312,-0.298,0.522,-0.079,-0.406,1.185,1.241,-0.464,-0.923,2.964,9.631,-0.143,1.058,-8.568,8.487,0.488,0.181,0.938,0.0,-0.463,-1.454
580,0.666,-0.554,0.159,-0.035,-0.064,0.407,1.391,0.057,-1.145,2.871,8.469,0.114,1.27,-6.866,8.258,0.645,0.296,0.643,0.0,-0.961,-0.673
581,0.683,-0.122,0.631,-0.274,-0.238,0.333,1.281,-0.434,-0.947,2.032,7.785,-0.063,1.247,-7.374,8.683,0.682,0.245,0.887,0.0,-0.873,-0.498
582,0.582,-0.148,0.265,-0.287,-0.012,0.188,1.577,-0.507,-1.015,2.729,8.175,0.038,0.973,-6.757,8.404,0.709,0.263,0.813,0.0,-1.066,-0.553
583,0.752,-0.38,0.442,0.1,-0.385,0.9,1.306,-0.24,-1.048,2.565,8.867,-0.155,1.317,-7.494,8.241,0.354,0.46,0.752,0.0,-0.905,-1.063
584,0.565,-0.506,0.526,0.211,-0.144,0.275,1.056,-0.306,-0.942,1.846,8.049,-0.049,1.368,-7.272,8.853,0.66,0.258,0.702,0.0,-0.909,-0.455
585,0.914,-1.173,0.638,-0.046,0.183,0.432,1.354,0.281,-1.503,3.128,8.693,-0.006,1.056,-6.41,8.141,0.446,0.65,0.85,0.0,-1.295,-0.774
586,0.609,-0.571,0.698,-0.142,-0.043,0.879,1.09,-0.295,-1.002,2.437,8.53,-0.138,1.156,-7.426,8.192,0.405,0.376,0.874,0.0,-0.733,-1.113
587,0.651,-0.562,0.829,0.229,-0.118,0.737,1.217,-0.342,-0.985,3.083,9.675,-0.177,1.231,-7.745,8.456,0.329,0.53,0.891,0.0,-0.757,-0.819
588,0.738,-0.536,0.664,-0.458,-0.139,0.656,1.0,-0.272,-1.34,1.96,7.732,-0.006,1.087,-7.232,8.331,0.168,0.444,0.945,0.0,-0.938,-0.789
589,0.918,-0.974,0.464,0.056,0.224,0.253,1.051,0.352,-1.319,2.25,7.755,-0.042,1.366,-6.206,8.251,0.272,0.662,0.838,0.0,-1.256,-0.456
590,0.813,-0.597,0.471,-0.074,-0.144,0.664,1.211,-0.202,-1.123,2.733,8.864,-0.053,1.142,-7.377,8.417,0.5,0.476,0.776,0.0,-0.961,-0.996
