Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
437,0.241,-0.979,-1.525,-0.99,4.093,0.122,1.974,1.0,0.385,4.809,0.027,0.675,-0.088,-1.74,1.778,0.26,-0.999,2.297,-3.28,0.132,-2.702
438,0.201,-1.094,-1.631,-0.547,3.745,0.451,1.914,1.0,0.355,4.595,-0.055,0.639,-0.068,-1.943,1.66,0.321,-0.722,2.029,-2.929,0.129,-2.363
439,0.034,-1.18,-1.779,-0.257,3.989,0.334,2.457,1.0,0.217,4.667,0.024,1.299,-0.125,-2.365,1.714,0.123,-0.737,1.869,-2.687,0.341,-2.239
440,0.292,-1.056,-1.531,0.046,3.854,0.039,2.283,1.0,0.428,4.754,-0.182,0.572,-0.122,-2.339,1.936,0.175,-0.918,2.483,-3.149,-0.108,-2.192
441,0.227,-0.963,-1.339,-0.233,3.37,0.379,2.132,1.0,0.311,3.939,0.046,0.882,-0.092,-2.106,1.692,0.052,-0.647,2.019,-2.653,0.072,-2.114
442,0.139,-1.043,-1.423,-0.439,2.633,0.237,1.937,1.0,0.157,3.821,-0.133,0.512,0.198,-1.563,1.289,0.193,-0.812,1.655,-2.789,0.37,-1.713
443,0.034,-1.008,-1.748,-0.217,3.47,0.39,2.261,1.0,0.226,4.259,-0.093,0.911,-0.146,-2.095,1.907,0.155,-0.961,2.054,-2.839,0.05,-1.926
444,0.241,-1.132,-1.598,-0.331,3.884,0.206,2.243,1.0,0.325,4.62,-0.0,0.786,-0.398,-2.1,1.746,0.083,-0.835,2.206,-3.175,0.22,-2.685
445,-0.061,-0.942,-1.668,-0.538,4.013,0.134,2.31,1.0,0.187,4.59,-0.092,1.007,-0.294,-1.794,1.765,0.333,-0.965,1.946,-3.071,0.261,-2.712
446,0.213,-0.992,-1.578,-0.459,3.421,0.36,1.73,1.0,0.517,3.887,-0.037,0.604,-0.165,-1.379,1.932,0.16,-0.88,2.012,-2.573,-0.088,-2.46
447,0.186,-0.801,-1.729,-0.909,3.935,0.227,2.207,1.0,0.245,4.581,0.142,0.824,-0.145,-1.888,1.763,0.052,-1.037,2.122,-3.114,0.155,-2.523
448,-0.065,-1.154,-1.618,-0.681,4.054,0.343,1.96,1.0,0.543,4.529,-0.009,0.98,-0.292,-1.906,1.579,0.167,-0.813,1.957,-2.796,0.264,-2.567
449,0.295,-0.857,-1.494,-0.121,3.89,0.141,2.332,1.0,0.367,4.614,-0.097,1.114,-0.369,-2.382,1.767,0.122,-0.753,2.157,-2.79,0.148,-2.298
450,0.145,-1.151,-1.651,-0.34,3.6,0.565,2.296,1.0,0.399,4.31,0.129,1.082,-0.034,-1.762,1.881,0.101,-0.835,1.76,-2.788,-0.004,-2.397
451,0.006,-1.074,-1.542,-0.095,3.445,0.298,2.34,1.0,0.117,4.412,-0.014,1.084,-0.114,-2.228,1.743,0.356,-0.961,1.572,-2.84,0.15,-2.028
452,0.124,-0.848,-1.451,-0.255,3.782,0.518,2.188,1.0,0.379,4.221,-0.035,0.906,-0.312,-1.861,1.648,0.05,-0.817,2.058,-2.566,0.076,-2.451
453,0.067,-0.932,-1.737,-0.433,4.066,0.337,2.577,1.0,0.48,4.85,-0.017,1.325,-0.156,-2.019,2.084,0.311,-0.833,1.967,-3.008,0.223,-2.691
454,0.194,-1.108,-1.567,-0.058,3.739,0.435,2.165,1.0,0.024,4.605,-0.053,0.705,-0.22,-2.423,1.671,0.026,-0.51,2.241,-2.914,0.253,-2.098
455,0.053,-1.086,-1.368,-0.21,3.443,0.203,2.073,1.0,0.171,4.596,-0.406,0.782,-0.159,-2.235,1.488,0.075,-0.984,1.919,-2.864,0.118,-1.781
456,0.211,-0.901,-1.609,-0.432,3.493,0.251,2.491,1.0,0.373,4.873,-0.31,1.029,-0.154,-2.173,2.016,0.342,-0.857,2.096,-2.99,0.02,-2.146
457,0.033,-1.153,-1.698,-0.731,4.077,0.296,2.159,1.0,0.446,4.603,0.046,1.265,-0.422,-1.806,1.865,0.232,-0.961,1.882,-2.74,0.192,-2.668
458,0.04,-0.992,-1.378,0.195,4.191,-0.019,2.668,1.0,0.383,4.975,-0.161,0.789,-0.192,-2.484,1.47,0.037,-0.867,2.262,-3.426,0.272,-2.384
459,0.341,-0.898,-1.51,-0.729,3.829,0.35,1.916,1.0,0.388,4.407,-0.076,0.831,-0.245,-1.495,1.839,0.226,-0.736,2.262,-2.828,0.157,-2.722
460,-0.002,-1.095,-1.479,-0.033,3.735,0.302,2.444,1.0,0.401,4.483,-0.067,1.08,-0.266,-2.246,1.724,0.074,-0.846,1.947,-2.843,0.16,-1.974
461,0.071,-1.223,-1.42,-0.411,2.967,0.142,1.631,1.0,0.398,4.019,0.011,0.35,-0.081,-1.636,1.888,0.094,-0.905,1.846,-2.924,0.054,-1.928
462,0.084,-0.939,-1.555,-0.298,3.751,-0.098,2.737,1.0,0.306,4.832,-0.185,1.211,-0.35,-2.286,1.733,0.243,-0.772,1.855,-3.053,0.187,-2.29
463,0.167,-1.006,-1.613,-0.565,3.844,0.359,2.252,1.0,0.376,4.583,-0.029,0.944,-0.45,-1.968,1.739,0.187,-0.741,2.133,-2.824,0.053,-2.527
464,0.051,-1.116,-1.642,-0.709,4.122,0.346,1.742,1.0,0.301,4.484,0.091,0.555,-0.116,-1.663,1.566,0.322,-0.948,2.063,-2.913,0.302,-2.803
465,-0.009,-0.887,-1.49,-0.926,3.991,0.241,2.502,1.0,0.302,5.01,-0.183,1.11,-0.064,-2.16,1.639,0.354,-0.717,2.054,-3.202,0.14,-2.462
466,0.075,-1.148,-1.446,-0.277,3.659,0.359,2.372,1.0,0.355,4.289,0.042,0.738,0.128,-1.802,1.584,0.212,-0.87,1.751,-3.174,0.186,-2.581
467,0.092,-0.917,-1.509,0.037,3.773,0.287,2.159,1.0,0.307,4.227,-0.166,0.919,-0.183,-2.237,1.674,0.183,-0.773,2.042,-2.708,0.203,-2.383
468,-0.155,-0.995,-1.334,-0.384,3.623,0.132,2.263,1.0,0.34,4.344,-0.153,1.004,0.044,-2.058,1.487,0.377,-0.946,1.723,-2.863,0.222,-2.034
469,-0.161,-0.991,-1.491,-0.678,3.672,0.167,1.876,1.0,0.4,4.351,0.001,1.025,-0.212,-1.837,1.231,-0.004,-0.903,1.632,-2.809,0.54,-2.517
470,0.05,-1.199,-1.49,0.332,3.766,0.233,2.002,1.0,0.214,4.397,-0.007,0.444,-0.282,-2.19,1.727,0.175,-0.693,2.013,-2.903,0.029,-2.132
471,0.105,-1.219,-1.605,-0.049,3.716,0.405,1.943,1.0,0.344,4.332,0.158,0.716,-0.233,-2.098,1.751,0.255,-0.735,1.895,-2.813,0.119,-2.381
472,0.132,-1.039,-1.386,-0.445,3.927,0.12,2.568,1.0,0.341,4.781,-0.153,1.231,-0.239,-2.058,1.654,0.071,-0.857,1.95,-2.886,0.209,-2.513
473,0.118,-0.897,-1.515,-1.1,3.998,0.248,2.272,1.0,0.329,4.516,-0.037,1.083,-0.285,-1.589,1.857,0.423,-0.738,2.054,-2.889,0.126,-2.856
474,0.06,-0.944,-1.481,-0.406,3.603,0.34,1.829,1.0,0.383,3.962,0.059,0.882,-0.251,-1.67,1.635,0.276,-0.736,1.926,-2.72,0.232,-2.582
475,0.089,-0.94,-1.272,-0.24,3.946,0.155,2.258,1.0,0.52,4.285,-0.165,0.932,-0.204,-2.11,1.575,0.134,-1.042,2.049,-2.787,0.271,-2.186
476,0.141,-1.116,-1.528,-0.293,3.964,0.269,2.036,1.0,0.273,4.443,-0.209,0.584,-0.213,-1.808,1.559,0.285,-0.752,2.166,-3.002,0.051,-2.744
477,0.304,-1.026,-1.49,0.182,3.56,0.166,2.814,1.0,0.175,4.682,-0.163,1.139,-0.166,-2.331,1.922,0.007,-0.789,2.022,-3.046,0.264,-2.13
478,0.185,-1.116,-1.47,-0.395,3.566,0.213,2.598,1.0,0.186,4.529,-0.306,0.825,0.015,-1.881,1.651,0.209,-0.62,1.959,-2.875,-0.005,-2.638
479,0.107,-1.102,-1.614,-0.487,3.535,0.36,2.425,1.0,0.325,4.811,-0.295,0.968,-0.013,-2.155,1.821,0.213,-0.707,1.788,-2.914,0.146,-2.212
480,-0.053,-1.058,-1.358,-0.902,3.88,0.175,1.702,1.0,0.213,4.169,0.102,0.754,-0.262,-1.561,1.59,0.162,-0.936,1.882,-2.948,-0.018,-2.377
481,0.2,-1.105,-1.451,0.047,3.898,0.271,2.232,1.0,0.481,4.595,-0.02,0.744,-0.345,-2.107,1.566,-0.115,-0.786,2.07,-3.038,0.232,-2.507
482,0.021,-1.074,-1.278,-0.482,4.027,0.204,2.489,1.0,0.091,4.558,-0.196,1.002,-0.095,-2.04,1.381,0.125,-0.944,1.92,-2.872,0.277,-2.389
483,-0.042,-1.035,-1.451,-0.238,3.895,0.205,2.35,1.0,0.415,4.696,-0.091,0.797,-0.095,-2.058,1.75,0.121,-0.903,1.917,-3.392,0.173,-2.481
484,0.146,-0.972,-1.348,-0.528,3.935,-0.171,2.277,1.0,0.366,4.674,-0.152,0.831,-0.236,-1.941,1.725,0.296,-0.982,1.969,-3.096,0.164,-2.293
485,0.116,-0.97,-1.35,0.551,3.355,0.164,2.498,1.0,0.4,4.208,-0.094,0.8,-0.227,-2.339,1.567,0.07,-0.94,2.001,-2.775,0.089,-1.571
486,0.048,-0.878,-1.512,-0.43,4.248,0.283,2.825,1.0,0.405,5.084,-0.123,1.447,-0.212,-2.279,1.789,0.096,-0.817,2.011,-3.268,0.008,-2.78
487,0.271,-1.079,-1.449,-0.592,3.93,0.275,1.606,1.0,0.354,4.354,0.005,0.692,-0.316,-1.745,1.82,0.182,-0.772,2.124,-2.92,0.174,-2.681
488,0.106,-1.135,-1.353,-0.626,3.646,0.012,1.787,1.0,0.139,4.504,-0.185,0.65,-0.153,-1.735,1.471,0.07,-0.607,1.815,-3.068,0.195,-2.51
489,0.084,-1.028,-1.455,-0.678,3.845,0.125,2.37,1.0,0.15,4.494,-0.102,0.847,-0.096,-1.657,1.703,0.294,-1.044,1.916,-3.029,0.105,-2.58
490,-0.113,-1.06,-1.514,-0.205,3.866,0.406,2.177,1.0,0.201,4.366,-0.134,0.964,-0.232,-1.985,1.521,0.111,-0.921,1.756,-2.873,0.248,-2.354
491,0.277,-0.989,-1.504,0.328,3.898,0.234,2.395,1.0,0.399,4.603,-0.076,0.733,-0.204,-2.541,1.952,0.093,-0.815,2.166,-3.053,0.112,-2.041
492,-0.206,-1.002,-1.482,0.282,3.599,0.467,2.302,1.0,0.374,4.255,-0.084,0.682,-0.22,-2.263,1.191,-0.015,-1.0,1.868,-2.726,0.109,-2.05
493,-0.068,-1.069,-1.494,-0.43,3.897,0.289,2.04,1.0,0.299,4.35,0.07,0.776,-0.198,-1.753,1.694,0.075,-0.988,1.853,-2.967,0.174,-2.432
494,-0.004,-1.065,-1.595,-0.398,4.205,0.343,2.723,1.0,0.325,4.67,0.081,1.014,-0.106,-2.141,1.733,0.076,-0.802,2.001,-3.184,0.07,-2.668
495,-0.042,-1.015,-1.511,-0.055,3.423,0.299,1.908,1.0,0.159,4.06,0.146,0.458,-0.213,-1.767,1.639,0.068,-0.807,1.764,-3.084,-0.163,-2.192
496,0.296,-0.938,-1.426,-0.35,3.048,0.11,1.974,1.0,0.133,3.878,-0.219,0.333,0.004,-1.557,1.473,0.129,-0.773,1.979,-2.831,-0.017,-2.181
497,-0.049,-0.988,-1.399,0.208,3.776,0.453,2.56,1.0,0.419,4.308,-0.398,1.211,-0.419,-2.261,1.439,-0.124,-0.712,1.75,-2.379,0.402,-1.994
498,-0.025,-1.06,-1.577,0.347,4.103,0.331,2.471,1.0,0.179,4.543,0.101,0.808,-0.1,-2.467,1.659,0.085,-1.1,2.006,-2.985,0.166,-2.112
499,0.141,-1.103,-1.472,0.245,4.066,0.163,2.887,1.0,0.343,5.176,-0.229,1.265,-0.232,-2.582,1.805,0.044,-1.025,1.941,-3.322,0.232,-2.318
500,0.267,-0.826,-1.387,-0.59,4.138,0.276,1.231,0.0,0.414,4.013,0.427,1.019,-0.212,-2.252,1.724,0.319,-0.904,2.024,-2.718,0.034,-2.323
501,0.328,-0.764,-1.611,-0.47,4.089,0.608,0.803,0.0,0.431,4.129,0.481,0.619,-0.567,-2.403,2.018,0.158,-0.671,2.369,-2.782,0.187,-2.495
502,0.266,-1.022,-1.378,-0.254,5.908,0.182,1.996,0.0,0.586,5.122,0.519,1.497,-0.345,-3.203,1.8,0.215,-0.684,2.728,-2.906,-0.038,-3.006
503,0.014,-1.04,-1.535,-0.31,4.341,0.202,1.498,0.0,0.321,4.681,0.344,0.883,-0.132,-2.896,1.633,0.157,-0.746,2.262,-2.934,0.341,-2.404
504,0.076,-0.879,-1.714,-1.265,4.427,0.424,0.971,0.0,0.365,4.465,0.403,0.898,-0.333,-2.193,1.955,0.363,-0.837,2.33,-2.857,0.014,-2.661
505,0.202,-1.039,-1.643,0.29,4.342,0.373,1.24,0.0,0.198,4.388,0.475,0.564,-0.409,-2.999,1.875,0.026,-0.419,2.504,-2.919,-0.098,-2.248
506,0.106,-1.033,-1.403,-0.538,4.554,0.305,1.079,0.0,0.156,4.445,0.445,0.621,-0.146,-2.381,1.496,0.44,-0.95,2.292,-3.276,0.123,-2.326
507,-0.017,-0.957,-1.599,-0.477,4.273,0.494,1.091,0.0,0.242,4.306,0.439,0.728,-0.326,-2.639,1.64,0.155,-0.919,2.067,-2.887,0.178,-2.358
508,0.067,-0.968,-1.579,-0.226,4.789,0.257,1.381,0.0,0.266,4.55,0.451,1.179,-0.52,-2.634,1.691,0.089,-0.586,2.185,-2.953,0.313,-2.729
509,0.191,-0.712,-1.396,-0.266,4.338,0.492,1.033,0.0,0.351,3.837,0.625,0.735,-0.465,-2.488,1.829,0.219,-0.586,2.259,-2.554,0.131,-2.547
510,0.228,-0.934,-1.597,-0.633,4.305,0.349,0.905,0.0,0.448,4.374,0.479,0.654,-0.402,-2.479,1.779,0.092,-0.648,2.155,-3.134,-0.207,-2.612
511,0.049,-0.908,-1.694,-0.838,4.222,0.477,0.875,0.0,0.338,4.337,0.574,0.796,-0.481,-2.481,1.777,0.173,-0.767,2.173,-2.94,0.274,-2.4
512,-0.023,-0.877,-1.531,-0.272,4.137,0.271,1.388,0.0,0.46,4.254,0.488,0.861,-0.046,-2.673,1.578,0.262,-0.776,2.118,-3.028,0.246,-2.205
513,0.191,-0.701,-1.434,0.144,4.531,0.424,1.406,0.0,0.015,4.113,0.586,0.82,-0.502,-2.789,1.504,-0.045,-0.801,2.476,-2.902,0.281,-2.501
514,-0.087,-0.884,-1.682,-0.74,4.502,0.075,1.566,0.0,0.303,4.658,0.414,1.141,-0.35,-2.6,1.77,0.172,-1.165,2.139,-3.274,0.18,-2.37
515,-0.065,-0.87,-1.483,-0.655,4.346,0.059,1.572,0.0,0.303,4.067,0.58,1.178,-0.355,-2.567,1.522,0.258,-0.932,1.784,-2.732,0.218,-2.249
516,0.007,-0.479,-1.456,-0.303,4.761,0.27,1.766,0.0,0.538,4.049,0.521,1.451,-0.427,-2.684,1.731,0.081,-0.909,2.158,-2.418,0.087,-2.709
517,0.139,-0.822,-1.365,-0.837,4.389,0.114,1.272,0.0,0.267,4.313,0.379,1.004,-0.35,-2.494,1.668,0.276,-0.777,2.304,-2.867,-0.085,-2.638
518,0.069,-1.01,-1.607,-0.78,4.308,0.486,0.867,0.0,0.247,4.173,0.632,0.786,-0.237,-2.262,1.856,0.17,-0.942,2.412,-2.749,0.127,-2.639
519,0.237,-0.976,-1.568,-0.462,4.176,0.294,0.967,0.0,-0.064,4.342,0.401,0.63,-0.305,-2.557,1.703,0.313,-0.696,2.146,-3.045,-0.059,-2.498
520,0.104,-0.863,-1.882,-0.307,4.488,0.579,1.307,0.0,0.35,4.394,0.624,1.023,-0.481,-2.689,1.955,0.335,-0.867,1.971,-2.911,0.018,-2.478
521,0.055,-0.975,-1.585,0.702,4.499,0.318,1.836,0.0,0.178,4.565,0.539,0.797,-0.155,-3.164,1.784,0.01,-1.175,2.292,-3.272,0.054,-2.061
522,0.017,-0.844,-1.601,-0.607,4.24,0.494,1.01,0.0,0.284,4.137,0.503,0.887,-0.481,-2.338,1.485,0.204,-1.101,2.044,-2.676,-0.194,-2.157
523,0.013,-0.6,-1.636,-0.508,4.247,0.108,1.913,0.0,0.278,4.47,0.308,1.114,-0.135,-2.556,1.847,0.32,-0.841,2.19,-3.167,0.082,-2.517
524,-0.064,-0.696,-1.674,-0.422,4.68,0.418,2.151,0.0,0.29,4.513,0.368,1.8,-0.415,-2.794,1.962,0.383,-1.058,1.9,-2.586,0.062,-2.35
525,0.049,-1.02,-1.434,-0.287,4.564,0.612,1.152,0.0,0.236,4.409,0.535,0.808,-0.352,-2.555,1.641,0.232,-0.877,2.255,-2.876,0.429,-2.469
526,-0.054,-0.828,-1.535,-0.33,4.254,0.497,1.045,0.0,0.363,3.956,0.598,0.661,-0.267,-2.4,1.576,0.037,-0.959,2.117,-2.964,0.072,-2.509
527,0.254,-1.027,-1.426,-0.818,4.363,0.15,0.691,0.0,0.525,4.439,0.412,0.526,-0.346,-2.421,1.615,0.032,-0.992,2.323,-3.208,-0.054,-2.284
528,0.206,-0.936,-1.389,-0.585,4.49,0.293,1.445,0.0,0.539,4.682,0.472,1.256,-0.192,-2.735,1.754,0.339,-0.88,2.243,-3.092,0.162,-2.435
529,-0.066,-0.963,-1.429,-0.103,4.71,0.215,1.462,0.0,0.346,4.645,0.483,0.961,-0.146,-2.9,1.555,0.24,-0.99,2.286,-3.263,0.203,-2.435
530,0.122,-1.141,-1.507,-0.469,4.474,0.287,1.013,0.0,0.202,4.385,0.454,0.684,-0.327,-2.72,1.865,0.214,-0.77,2.356,-2.995,0.108,-2.358
531,0.211,-0.964,-1.469,-0.862,4.441,0.277,1.164,0.0,0.157,4.603,0.549,0.974,-0.27,-2.338,1.645,0.329,-0.731,2.248,-3.188,0.141,-2.717
532,0.182,-1.058,-1.36,-0.645,4.669,0.339,0.854,0.0,0.334,4.155,0.582,0.698,-0.491,-2.23,1.631,0.191,-0.755,2.208,-2.88,0.335,-2.83
533,-0.073,-1.036,-1.571,-0.171,4.421,0.469,1.397,0.0,0.244,4.603,0.366,0.951,-0.342,-2.764,1.504,0.18,-0.955,2.136,-3.022,0.222,-2.231
534,0.02,-0.782,-1.574,-0.311,4.413,0.524,1.353,0.0,0.425,4.545,0.394,0.822,-0.468,-2.764,1.864,0.076,-1.148,2.368,-3.392,-0.036,-2.254
535,0.092,-0.951,-1.215,-0.278,4.075,0.405,1.276,0.0,0.345,3.812,0.415,0.857,-0.361,-2.265,1.544,0.016,-0.843,2.056,-2.849,0.125,-2.39
536,0.266,-0.966,-1.607,-0.732,4.772,0.392,0.885,0.0,0.202,4.55,0.633,0.765,-0.531,-2.67,1.91,0.099,-0.823,2.65,-3.197,0.049,-2.651
537,0.19,-1.089,-1.487,0.023,4.949,0.425,1.373,0.0,0.481,4.619,0.558,0.939,-0.292,-3.106,1.891,0.066,-1.013,2.391,-3.219,-0.138,-2.351
538,0.034,-0.9,-1.485,-0.861,4.274,0.268,0.857,0.0,0.344,4.328,0.516,0.584,-0.157,-2.178,1.694,0.312,-1.047,2.295,-3.204,0.026,-2.434
539,-0.055,-0.63,-1.63,0.078,4.039,0.604,1.516,0.0,0.134,3.955,0.539,1.029,-0.376,-2.86,1.768,0.242,-0.706,1.966,-2.547,0.142,-2.325
540,0.115,-0.691,-1.573,-1.044,3.941,0.489,0.753,0.0,0.468,4.008,0.313,0.685,-0.204,-2.15,1.599,0.44,-0.894,2.212,-2.636,0.067,-2.48
541,-0.059,-1.052,-1.561,0.277,4.821,0.351,1.531,0.0,0.337,4.68,0.689,0.872,-0.283,-3.188,1.625,0.107,-0.739,2.143,-3.312,0.174,-2.235
542,0.005,-0.937,-1.672,-0.975,4.238,0.339,0.867,0.0,0.214,4.428,0.452,0.707,-0.156,-2.244,1.748,0.312,-0.968,2.218,-3.052,0.179,-2.485
543,-0.004,-1.085,-1.396,-0.312,5.215,0.115,0.925,0.0,0.22,4.638,0.581,0.495,-0.393,-2.833,1.486,0.143,-1.032,2.818,-3.072,0.269,-2.707
544,0.105,-0.946,-1.328,-0.732,4.234,0.309,0.739,0.0,0.438,3.998,0.34,0.626,-0.384,-2.362,1.374,0.279,-0.892,2.346,-2.748,0.313,-2.302
545,0.241,-0.791,-1.659,-0.499,4.327,0.485,1.142,0.0,0.225,4.266,0.62,0.719,-0.277,-2.572,1.973,0.202,-0.725,2.447,-2.898,0.102,-2.4
546,0.112,-1.066,-1.744,-0.541,4.691,0.639,1.085,0.0,0.189,4.262,0.483,1.088,-0.475,-2.577,1.828,0.096,-0.816,2.284,-2.665,0.146,-2.544
547,0.159,-0.975,-1.562,-1.109,4.466,0.418,1.17,0.0,0.482,4.42,0.498,0.993,-0.28,-2.239,1.933,0.426,-0.847,2.288,-3.126,0.172,-2.692
548,0.194,-0.925,-1.353,-0.855,5.245,0.239,1.356,0.0,0.336,4.614,0.527,1.305,-0.614,-2.551,1.595,0.111,-0.791,2.633,-2.934,0.138,-3.088
549,0.04,-0.595,-1.542,-1.049,4.577,0.374,0.995,0.0,0.239,4.141,0.804,0.84,-0.332,-2.012,1.883,0.297,-0.8,2.292,-3.208,-0.033,-2.927
550,0.066,-1.087,-1.715,-0.046,4.029,0.698,1.111,0.0,0.159,4.03,0.485,0.395,-0.18,-2.721,1.875,0.171,-0.898,2.288,-2.846,0.228,-1.979
551,-0.097,-1.043,-1.595,-0.447,4.287,0.435,1.556,0.0,0.489,4.347,0.3,1.289,-0.311,-2.723,1.676,0.338,-0.796,2.029,-2.595,0.142,-2.196
552,0.085,-0.832,-1.705,0.153,4.131,0.701,1.604,0.0,0.123,4.239,0.533,0.798,-0.208,-2.95,1.791,0.155,-0.889,2.193,-2.925,0.092,-2.141
553,-0.007,-0.961,-1.608,0.041,4.662,0.685,1.497,0.0,0.071,4.561,0.553,1.137,-0.425,-3.008,1.738,0.228,-1.079,2.216,-3.085,0.224,-2.285
554,0.257,-0.732,-1.598,-0.621,4.338,0.369,1.66,0.0,0.454,4.208,0.56,1.08,-0.357,-2.314,1.798,0.1,-0.728,2.297,-2.703,0.142,-2.602
555,-0.067,-0.763,-1.395,-0.139,4.175,0.199,1.523,0.0,0.154,4.196,0.555,0.961,-0.19,-2.784,1.573,0.3,-0.973,2.005,-2.882,-0.057,-2.141
556,0.298,-1.263,-1.438,-0.602,4.317,0.521,0.506,0.0,0.358,4.172,0.331,0.67,-0.41,-2.231,1.803,0.146,-0.714,2.338,-2.943,0.21,-2.718
557,0.104,-0.813,-1.472,-0.611,4.364,0.147,1.018,0.0,0.154,4.395,0.554,1.013,-0.487,-2.446,1.507,0.181,-0.589,2.041,-2.994,0.436,-2.753
558,0.16,-1.116,-1.407,0.271,4.188,0.579,0.802,0.0,0.17,3.773,0.67,0.434,-0.385,-2.437,1.751,0.074,-0.832,2.092,-2.922,0.072,-2.262
559,-0.054,-0.675,-1.51,-0.096,4.162,0.411,1.666,0.0,0.462,3.929,0.515,1.076,-0.33,-2.367,1.692,0.03,-0.925,1.884,-2.736,0.08,-2.235
560,0.178,-0.929,-1.449,-0.245,5.077,0.549,1.117,0.0,0.3,4.406,0.577,0.661,-0.492,-2.804,1.652,0.216,-0.724,2.633,-2.767,-0.025,-2.616
561,0.092,-0.739,-1.617,-0.855,4.187,0.379,1.009,0.0,0.39,3.899,0.534,0.977,-0.193,-2.116,1.855,0.175,-0.691,2.212,-2.62,-0.104,-2.651
562,-0.161,-0.862,-1.449,-0.843,4.624,0.141,1.168,0.0,0.213,4.525,0.635,0.786,-0.266,-2.559,1.398,0.261,-1.037,2.056,-3.251,0.524,-2.553
563,0.08,-0.784,-1.598,-1.032,4.266,0.597,0.665,0.0,0.326,3.9,0.632,0.508,-0.436,-1.854,1.633,0.185,-0.684,2.395,-2.626,0.095,-2.856
564,0.294,-0.764,-1.373,-0.322,4.779,0.427,1.909,0.0,0.282,4.464,0.562,1.273,-0.207,-2.648,1.897,0.336,-0.789,2.588,-2.912,-0.049,-2.874
565,-0.014,-0.949,-1.454,-0.449,4.263,0.322,1.359,0.0,0.404,4.556,0.458,1.093,-0.383,-2.799,1.393,0.156,-1.013,1.893,-3.045,0.18,-2.159
566,-0.089,-0.81,-1.499,-0.37,4.164,0.339,1.353,0.0,0.253,4.29,0.139,0.923,-0.322,-2.633,1.537,0.101,-1.094,2.04,-2.921,0.179,-2.21
567,-0.05,-0.647,-1.453,-1.154,4.666,0.441,0.868,0.0,0.362,3.879,0.773,1.019,-0.603,-1.932,1.321,0.293,-0.74,2.159,-2.541,0.254,-3.111
568,0.11,-0.797,-1.309,-0.805,4.347,0.186,1.489,0.0,0.368,4.381,0.314,1.316,-0.377,-2.649,1.587,0.22,-0.712,2.025,-2.715,0.393,-2.531
569,0.127,-1.076,-1.677,-0.309,4.558,0.486,1.248,0.0,0.464,4.179,0.59,0.928,-0.403,-2.711,1.745,0.172,-0.741,2.235,-2.801,0.175,-2.527
570,-0.037,-0.921,-1.38,-0.278,4.806,0.185,1.657,0.0,0.217,4.73,0.375,1.214,-0.419,-2.835,1.539,0.309,-1.114,2.096,-3.122,0.354,-2.295
571,0.16,-0.879,-1.673,-0.139,4.416,0.455,1.373,0.0,0.34,4.315,0.692,0.663,-0.362,-2.845,1.936,-0.117,-0.807,2.431,-3.101,-0.103,-2.311
572,0.228,-0.718,-1.547,-0.297,4.438,0.65,1.063,0.0,0.26,3.714,0.519,0.669,-0.352,-2.317,1.97,0.287,-0.482,2.417,-2.357,-0.023,-2.963
573,-0.001,-0.65,-1.431,-0.121,5.011,0.433,2.07,0.0,0.253,4.677,0.477,1.323,-0.291,-2.857,1.653,0.135,-0.89,2.297,-3.029,0.059,-2.596
574,0.142,-0.729,-1.615,-0.305,5.028,0.462,1.362,0.0,0.472,4.554,0.497,1.152,-0.763,-2.872,1.75,0.022,-1.059,2.569,-2.811,0.16,-2.745
575,0.294,-0.672,-1.493,-0.024,4.441,0.533,1.306,0.0,0.076,4.144,0.543,0.781,-0.387,-2.774,1.76,0.199,-0.796,2.436,-2.731,0.159,-2.225
576,0.025,-0.894,-1.395,-0.097,4.762,0.308,1.134,0.0,0.125,4.347,0.626,0.737,-0.349,-2.839,1.287,0.263,-0.898,2.384,-3.066,0.167,-2.512
577,0.136,-0.917,-1.397,-0.648,4.22,0.252,0.995,0.0,0.165,4.097,0.504,0.7,-0.236,-2.137,1.73,0.26,-0.65,2.254,-2.802,0.134,-2.656
578,-0.009,-0.698,-1.597,-0.267,4.533,0.307,1.543,0.0,0.401,4.028,0.612,1.221,-0.262,-2.334,1.74,0.186,-1.082,1.975,-2.656,0.18,-2.551
579,0.119,-0.898,-1.414,-0.087,4.051,0.465,0.816,0.0,0.335,3.954,0.565,0.349,-0.385,-2.429,1.609,0.168,-0.845,2.356,-2.917,-0.05,-2.341
580,0.136,-0.818,-1.599,-0.822,4.888,0.494,1.139,0.0,0.447,3.996,0.592,0.972,-0.496,-2.24,1.75,0.359,-0.639,2.547,-2.522,-0.167,-3.183
581,-0.01,-1.005,-1.474,-0.715,4.396,0.094,1.167,0.0,0.387,4.354,0.491,0.976,-0.243,-2.406,1.499,0.363,-0.761,2.185,-3.006,0.2,-2.633
582,0.216,-0.915,-1.56,-0.591,4.281,0.352,1.168,0.0,0.264,4.274,0.428,0.912,-0.293,-2.522,1.761,0.44,-0.734,2.344,-2.617,-0.079,-2.51
583,-0.078,-0.761,-1.595,-1.104,4.329,0.506,1.038,0.0,0.456,4.167,0.387,1.009,-0.263,-2.008,1.714,0.628,-1.195,2.018,-2.891,0.278,-2.572
