Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
425,2.377,0.049,0.748,0.578,-0.058,-0.448,1.492,-2.072,-1.33,-0.17,-0.151,-0.446,0.04,2.954,-0.102,-0.031,-0.157,0.0,-0.616,-1.725,0.387
426,1.506,0.079,0.372,0.665,-0.529,-0.154,0.81,-0.893,-0.546,0.011,0.118,-0.234,0.275,2.335,-0.022,-0.009,-0.178,0.0,-0.802,-0.631,0.092
427,2.176,0.166,0.992,0.481,-0.613,-0.434,0.993,-1.193,-0.346,-0.373,-0.258,-0.389,0.394,2.652,0.069,0.183,0.008,0.0,-0.498,-0.686,1.12
428,2.807,0.063,1.1,0.5,-0.424,-1.104,0.666,-1.486,-0.304,-0.547,-0.214,-0.744,0.126,2.541,0.068,0.031,0.163,0.0,-0.686,-0.666,1.198
429,1.911,0.295,0.848,0.781,0.754,-0.149,1.716,-2.577,-1.859,-0.414,-0.097,-0.314,0.449,2.334,0.251,0.035,-0.58,0.0,-0.645,-2.425,0.285
430,1.824,-0.807,0.408,0.759,-1.013,-0.424,0.613,-1.024,-0.087,-0.225,-0.141,-0.354,-0.719,2.303,-0.046,-0.204,-0.132,0.0,-0.609,-0.213,0.236
431,2.923,-1.106,0.433,1.357,-1.356,-1.106,1.817,-2.913,-1.481,-0.426,-0.186,-0.686,-0.537,4.002,-0.044,-0.844,-0.391,0.0,-1.607,-2.073,0.074
432,3.139,-0.994,1.205,0.758,-1.026,-0.775,1.248,-1.966,-0.999,-0.658,-0.493,-0.614,-0.317,3.613,0.215,-0.444,-0.188,0.0,-1.163,-1.272,1.049
433,2.285,-0.35,0.549,0.346,-1.233,-0.744,1.003,-1.481,-0.512,0.209,-0.098,-0.468,-0.301,3.359,0.114,-0.467,-0.022,0.0,-1.151,-0.759,0.483
434,1.514,-0.127,0.774,0.604,0.431,0.098,1.941,-2.597,-1.969,-0.336,0.095,-0.36,0.003,1.993,-0.338,0.017,-0.682,0.0,-0.491,-2.147,0.514
435,2.095,-0.585,1.064,0.711,-0.073,-0.405,1.201,-2.273,-1.32,-0.618,-0.226,-0.409,-0.386,2.115,-0.232,-0.123,-0.379,0.0,-0.243,-1.36,0.37
436,2.005,-0.558,0.661,0.334,-0.501,-0.352,1.497,-2.114,-1.465,-0.401,-0.039,-0.41,-0.084,2.719,-0.015,-0.286,-0.389,0.0,-0.936,-1.499,0.373
437,3.124,0.16,0.853,0.198,-1.684,-1.55,0.723,-1.334,-0.025,0.102,-0.52,-0.701,0.066,4.142,0.006,-0.35,0.263,0.0,-1.282,-0.463,0.891
438,1.966,-0.144,0.278,0.979,0.231,-0.734,1.494,-2.611,-1.81,-0.137,-0.02,-0.587,-0.149,2.571,0.036,-0.201,-0.74,0.0,-0.882,-2.01,-0.178
439,2.089,-0.555,0.226,0.351,-0.592,-0.716,0.466,-1.433,0.062,-0.567,-0.406,-0.672,-0.233,2.027,0.26,0.233,0.386,0.0,-0.295,-0.361,0.264
440,2.171,0.016,0.573,0.39,-0.935,-0.956,0.631,-1.23,0.073,-0.202,-0.191,-0.612,0.154,2.468,-0.016,-0.089,0.225,0.0,-0.656,-0.285,0.533
441,2.976,-0.209,1.112,0.631,-1.884,-1.019,0.672,-1.013,0.224,0.235,-0.537,-0.578,-0.101,3.364,-0.241,-0.496,0.455,0.0,-0.912,-0.262,1.188
442,2.351,-0.616,0.948,0.164,-0.769,-0.506,1.129,-1.507,-0.492,-0.361,-0.179,-0.527,-0.335,2.406,0.23,-0.181,-0.062,0.0,-0.617,-0.859,0.898
443,2.005,-0.229,0.824,1.224,-0.423,-0.133,0.983,-1.229,-0.67,-0.523,-0.214,-0.211,-0.064,1.961,-0.196,0.172,0.081,0.0,-0.239,-0.691,0.964
444,1.852,-0.848,0.064,1.364,-0.646,-0.414,1.143,-1.5,-1.006,-0.149,0.168,-0.348,-0.494,2.362,0.052,-0.334,-0.41,0.0,-0.72,-1.004,-0.184
445,2.446,-0.605,1.021,0.46,-1.094,-0.759,0.737,-1.261,-0.202,-0.408,-0.332,-0.645,-0.427,2.43,-0.199,-0.086,0.081,0.0,-0.667,-0.225,0.875
446,2.527,-0.117,0.869,0.603,-0.251,-0.607,1.202,-1.894,-1.266,-0.401,-0.214,-0.5,-0.0,2.548,-0.003,-0.239,-0.563,0.0,-0.704,-1.421,0.558
447,2.098,-0.298,0.469,0.433,-0.047,-0.514,1.438,-2.06,-1.324,-0.411,-0.154,-0.543,-0.157,2.654,-0.004,-0.122,-0.277,0.0,-0.881,-1.57,0.449
448,0.86,-0.641,0.426,0.493,-0.267,0.603,0.892,-1.075,-0.627,-0.243,0.163,-0.067,-0.241,1.271,-0.291,0.333,-0.117,0.0,-0.031,-0.515,0.42
449,1.247,-0.297,0.369,0.252,-0.495,0.136,0.611,-0.666,0.054,-0.144,0.041,-0.252,-0.107,1.626,0.195,0.287,0.146,0.0,-0.143,-0.201,0.242
450,2.23,-0.379,0.278,0.39,-1.457,-0.871,0.871,-1.387,-0.463,0.166,-0.272,-0.411,-0.248,3.569,-0.204,-0.514,-0.037,0.0,-1.264,-0.776,0.167
451,2.709,-0.374,0.667,0.347,-1.274,-1.005,1.207,-1.751,-0.872,-0.124,-0.368,-0.559,-0.138,3.63,0.046,-0.547,-0.181,0.0,-1.38,-1.1,0.368
452,1.941,-0.891,1.218,0.697,-0.286,-0.062,1.139,-1.771,-1.079,-0.581,-0.084,-0.438,-0.522,1.833,-0.247,-0.242,-0.253,0.0,-0.354,-1.087,1.105
453,2.62,-0.315,1.207,0.732,-0.135,-0.525,1.679,-2.556,-1.738,-0.344,-0.08,-0.571,0.061,2.686,0.055,-0.355,-0.344,0.0,-1.009,-2.033,1.082
454,2.241,-0.535,0.913,0.494,-1.714,-0.259,0.446,-0.935,0.329,0.017,-0.221,-0.512,-0.289,2.859,0.037,-0.319,0.442,0.0,-0.896,-0.157,1.498
455,2.481,-0.28,1.142,1.257,-0.018,-0.26,1.499,-2.341,-1.789,-0.588,-0.296,-0.498,-0.288,3.299,-0.145,-0.416,-0.665,0.0,-1.213,-2.138,1.059
456,1.925,-0.406,0.926,0.823,0.786,0.154,1.835,-2.745,-1.86,-0.638,-0.232,-0.343,-0.164,2.113,0.033,0.215,-0.837,0.0,-0.496,-2.361,0.347
457,2.654,0.375,1.098,0.64,0.228,-1.013,1.585,-2.508,-1.661,-0.193,-0.208,-0.529,0.339,2.837,-0.109,-0.094,-0.509,0.0,-0.81,-1.931,0.637
458,2.3,-0.424,0.895,0.491,-0.364,-0.509,1.648,-2.322,-1.684,-0.5,-0.011,-0.342,-0.173,3.08,-0.098,-0.409,-0.555,0.0,-1.183,-1.874,0.481
459,2.317,-0.097,0.71,0.384,-0.934,-1.075,0.795,-1.385,-0.117,-0.225,-0.126,-0.613,0.034,2.698,0.066,-0.119,0.288,0.0,-0.758,-0.499,0.796
460,2.299,-0.829,1.079,0.675,-0.501,0.039,1.153,-1.82,-1.064,-0.693,-0.083,-0.34,-0.347,2.873,-0.051,-0.422,-0.415,0.0,-0.744,-1.328,1.055
461,2.041,-0.353,0.763,0.221,0.063,0.009,1.222,-1.593,-1.179,-0.73,-0.371,-0.254,0.098,2.01,-0.238,0.351,-0.109,0.0,-0.063,-1.143,0.785
462,2.671,-0.617,0.904,0.767,-1.265,-0.769,0.82,-1.459,-0.27,-0.376,-0.449,-0.629,-0.268,2.755,0.194,-0.439,0.193,0.0,-0.75,-0.591,0.977
463,2.788,-0.153,0.875,0.899,-0.791,-1.034,0.98,-1.78,-0.589,-0.042,-0.419,-0.71,0.063,3.264,0.334,-0.425,-0.012,0.0,-0.966,-1.047,0.776
464,2.474,0.299,0.522,0.376,-1.272,-1.068,1.101,-1.41,-0.552,0.508,-0.141,-0.552,0.123,2.583,-0.107,-0.215,0.151,0.0,-0.917,-0.715,0.444
465,2.576,-0.447,0.824,0.37,-1.07,-0.735,1.229,-1.798,-0.665,-0.331,-0.384,-0.623,-0.077,3.129,0.178,-0.382,-0.145,0.0,-0.948,-1.054,1.075
466,2.444,-0.258,0.888,0.439,-0.484,-0.624,0.879,-1.366,-0.626,-0.648,-0.401,-0.536,-0.129,2.358,-0.039,-0.005,0.102,0.0,-0.55,-0.731,0.677
467,2.384,-0.629,1.164,0.837,-0.279,-0.61,1.335,-2.108,-1.275,-0.448,-0.152,-0.374,-0.164,2.492,-0.001,-0.28,-0.56,0.0,-0.831,-1.432,0.74
468,2.135,-0.471,0.064,0.451,-1.15,-0.956,0.775,-1.522,-0.607,0.004,-0.023,-0.458,-0.256,3.23,-0.014,-0.281,-0.223,0.0,-0.777,-0.638,-0.062
469,2.365,-0.101,0.629,0.414,-1.552,-1.002,0.801,-1.072,0.284,0.091,-0.31,-0.544,0.042,3.288,0.006,-0.313,0.394,0.0,-1.061,-0.281,0.727
470,2.388,-0.378,0.217,0.266,-1.165,-1.135,0.783,-1.586,-0.148,-0.129,-0.155,-0.658,-0.266,2.903,-0.065,-0.364,0.108,0.0,-0.899,-0.552,0.331
471,2.342,-0.546,0.724,0.655,-0.521,-0.52,1.084,-1.774,-1.103,-0.367,-0.255,-0.463,-0.328,2.881,-0.015,-0.055,-0.385,0.0,-0.63,-1.109,0.598
472,2.453,0.29,0.41,0.929,-0.528,-1.007,1.173,-1.924,-0.962,-0.248,-0.017,-0.715,0.259,3.122,0.121,-0.465,-0.156,0.0,-1.097,-1.381,0.2
473,1.679,-0.618,0.342,0.401,-0.09,-0.592,1.164,-2.086,-1.4,-0.454,0.074,-0.535,-0.399,1.945,-0.152,-0.142,-0.522,0.0,-0.566,-1.275,-0.051
474,2.087,-0.608,0.424,0.387,-0.647,-0.665,0.488,-1.288,-0.584,-0.338,-0.188,-0.514,-0.229,2.369,-0.046,-0.056,-0.13,0.0,-0.544,-0.445,0.411
475,2.536,-0.53,1.347,0.694,0.103,-0.263,1.337,-2.288,-1.686,-0.711,-0.417,-0.441,-0.231,2.479,-0.1,0.219,-0.387,0.0,-0.392,-1.626,1.308
476,2.005,-0.221,1.181,0.797,0.666,0.103,1.047,-1.927,-1.43,-0.676,-0.172,-0.261,-0.184,1.737,-0.085,0.334,-0.316,0.0,-0.233,-1.445,1.186
477,2.143,-0.123,0.444,0.953,-1.399,-0.868,1.165,-1.616,-0.634,0.316,0.058,-0.492,0.075,3.337,-0.153,-0.545,-0.228,0.0,-1.243,-0.894,0.176
478,2.241,-0.5,1.023,0.714,-1.062,-0.297,0.353,-0.838,0.208,-0.342,-0.138,-0.542,-0.296,2.23,0.013,-0.008,0.336,0.0,-0.424,-0.03,1.224
479,2.44,-0.08,0.685,0.445,-0.396,-0.702,1.093,-1.717,-0.843,-0.388,-0.421,-0.706,-0.058,2.501,-0.064,0.035,0.084,0.0,-0.491,-1.159,0.522
480,2.033,-0.879,0.857,0.387,0.253,-0.11,1.353,-2.389,-1.458,-0.931,-0.28,-0.328,-0.481,2.559,-0.036,-0.053,-0.559,0.0,-0.412,-1.781,0.756
481,1.783,-0.919,-0.001,0.396,-0.503,-0.519,1.527,-2.521,-1.38,-0.531,0.279,-0.622,-0.468,3.021,-0.197,-0.486,-0.512,0.0,-1.285,-1.897,-0.376
482,2.019,-0.43,0.675,0.392,-0.503,-0.5,1.163,-1.866,-1.123,-0.428,-0.244,-0.37,-0.312,2.475,-0.206,-0.096,-0.203,0.0,-0.592,-1.074,0.394
483,1.572,-0.334,1.048,0.332,-0.027,0.181,0.919,-1.447,-1.389,-0.143,0.061,-0.225,0.075,1.784,-0.333,0.102,-0.567,0.0,-0.275,-0.932,0.765
484,2.233,-0.316,1.074,0.363,-0.198,-0.299,1.045,-1.677,-1.099,-0.276,-0.139,-0.485,-0.112,2.566,-0.324,0.121,-0.309,0.0,-0.524,-1.057,0.95
485,1.424,-0.228,0.248,0.265,-0.277,-0.123,0.654,-0.985,-0.223,-0.363,-0.215,-0.3,-0.054,1.334,-0.034,0.432,0.059,0.0,0.002,-0.27,0.126
486,2.321,-0.684,0.715,0.749,-1.097,-0.55,0.919,-1.35,-0.106,-0.439,-0.294,-0.632,-0.384,2.583,0.114,-0.17,0.086,0.0,-0.687,-0.504,0.655
487,2.173,-0.344,0.958,0.345,0.472,-0.348,2.027,-3.158,-1.745,-0.421,-0.19,-0.529,-0.078,2.568,0.045,0.018,-0.506,0.0,-0.681,-2.615,0.558
488,1.226,0.491,0.29,0.714,-0.062,-0.208,0.544,-0.676,-0.422,-0.004,-0.246,0.001,0.415,1.781,-0.02,0.594,-0.031,0.0,0.07,-0.142,0.292
489,1.956,-0.348,0.423,0.873,-0.704,-0.683,0.896,-1.387,-0.951,-0.06,-0.152,-0.371,-0.094,2.483,-0.13,-0.022,-0.249,0.0,-0.808,-0.689,0.184
490,1.967,0.093,0.628,0.591,0.112,-0.562,1.547,-2.397,-1.532,-0.249,-0.105,-0.366,-0.037,2.38,-0.08,-0.123,-0.369,0.0,-0.658,-1.956,0.367
491,2.363,-0.463,0.55,0.37,-0.682,-0.637,0.793,-1.305,-0.791,-0.296,-0.055,-0.395,-0.037,3.109,-0.132,-0.102,-0.069,0.0,-0.877,-0.613,0.392
492,1.82,-0.97,0.003,0.539,-0.509,-0.177,0.882,-1.906,-0.921,-0.521,-0.13,-0.475,-0.469,2.363,0.035,-0.282,-0.304,0.0,-0.7,-1.05,0.05
493,1.985,-0.43,0.591,0.53,-0.172,-0.473,1.181,-1.935,-1.231,-0.582,-0.278,-0.45,0.084,2.357,-0.104,0.086,-0.174,0.0,-0.49,-1.167,0.311
494,2.555,-0.553,1.004,0.574,-0.129,-0.894,1.411,-2.545,-1.335,-0.559,-0.207,-0.609,-0.334,3.136,-0.221,-0.09,-0.359,0.0,-0.838,-1.745,0.728
495,1.941,-0.523,0.137,1.018,-0.901,-0.529,0.901,-1.372,-0.453,-0.116,-0.036,-0.406,-0.291,2.549,-0.104,-0.15,0.012,0.0,-0.676,-0.577,0.151
496,2.206,-0.29,1.229,0.23,-0.686,-0.314,0.743,-1.324,-0.517,-0.282,-0.122,-0.407,0.03,2.41,0.038,0.021,0.004,0.0,-0.64,-0.638,1.03
497,1.501,-0.405,0.691,0.481,-0.905,-0.095,0.657,-0.844,-0.278,0.159,0.044,-0.125,-0.072,1.904,-0.144,0.066,0.075,0.0,-0.542,-0.169,0.672
498,2.425,-0.093,0.804,0.307,-0.958,-0.915,0.925,-1.689,-0.216,-0.269,-0.208,-0.597,0.057,3.243,0.251,-0.068,0.364,0.0,-1.037,-0.844,1.014
499,2.177,-0.77,0.02,0.896,-0.601,-0.766,1.264,-2.16,-1.241,-0.524,-0.14,-0.596,-0.568,2.875,-0.005,-0.53,-0.501,0.0,-0.945,-1.521,-0.199
500,2.671,-0.298,0.947,0.802,-1.176,-0.516,1.016,-1.505,-0.458,0.002,-0.256,-0.689,-0.221,3.206,-0.022,-0.194,0.14,0.0,-0.809,-0.757,1.158
501,1.837,-0.651,0.797,0.385,-0.77,0.014,0.817,-1.15,-0.38,-0.305,-0.005,-0.463,-0.29,2.453,-0.157,0.058,0.115,0.0,-0.597,-0.375,0.864
502,2.113,-0.301,1.215,0.821,-0.668,-0.401,1.316,-1.897,-1.333,-0.054,-0.18,-0.277,-0.095,2.833,-0.155,-0.407,-0.408,0.0,-0.808,-1.247,1.039
503,2.827,-0.179,0.744,0.973,-0.914,-1.139,1.245,-1.786,-0.662,-0.229,-0.401,-0.547,-0.057,3.387,0.105,-0.34,-0.089,0.0,-1.161,-1.093,0.7
504,2.158,-0.673,0.668,0.178,-1.516,-0.66,1.093,-1.319,-0.244,-0.274,-0.466,-0.3,-0.322,3.023,-0.189,-0.465,0.087,0.0,-0.98,-0.518,0.517
505,3.17,-0.55,1.272,-0.069,-0.661,-1.079,1.468,-2.191,-1.292,-0.494,-0.522,-0.756,-0.259,4.153,-0.015,-0.395,-0.462,0.0,-1.202,-1.541,1.184
506,1.709,-0.568,1.077,0.834,-0.044,0.134,0.992,-1.679,-1.363,-0.419,-0.079,-0.167,-0.2,1.826,-0.208,0.038,-0.441,0.0,-0.406,-1.069,0.911
507,1.747,-0.553,0.598,0.723,-0.308,-0.149,1.146,-1.934,-1.193,-0.358,0.055,-0.457,-0.137,1.994,-0.074,-0.114,-0.39,0.0,-0.519,-1.277,0.352
508,2.177,0.091,0.821,1.52,0.513,-0.508,1.252,-2.043,-1.299,-0.582,-0.081,-0.307,0.278,2.233,-0.122,0.429,-0.409,0.0,-0.355,-1.346,0.708
509,2.305,-1.054,0.747,0.435,-0.656,-0.223,1.317,-1.458,-0.855,-0.881,-0.342,-0.442,-0.501,2.365,-0.204,-0.087,-0.172,0.0,-0.491,-0.953,0.716
510,2.193,-0.412,0.865,0.712,-1.294,-0.212,0.513,-0.764,0.385,-0.378,-0.378,-0.512,-0.054,2.805,0.131,-0.225,0.213,0.0,-0.73,-0.182,1.117
511,2.237,-0.894,0.697,0.447,-1.378,-1.018,0.935,-1.941,-0.618,-0.064,-0.182,-0.529,-0.413,3.027,0.014,-0.646,-0.121,0.0,-1.134,-0.845,0.509
512,2.327,-1.037,1.131,0.612,-1.157,-0.222,0.744,-1.113,-0.502,-0.495,-0.339,-0.343,-0.549,2.49,-0.142,-0.21,-0.195,0.0,-0.735,-0.426,1.066
513,2.462,0.031,0.757,1.339,0.209,-0.775,1.643,-2.491,-1.545,-0.254,-0.215,-0.638,-0.107,2.653,-0.103,-0.225,-0.446,0.0,-0.748,-1.898,0.387
514,1.999,-0.554,0.555,0.512,-0.402,-0.427,1.046,-1.907,-1.027,-0.504,-0.255,-0.546,-0.246,2.202,0.09,0.002,-0.298,0.0,-0.666,-1.044,0.347
515,1.767,-0.31,0.707,0.084,0.23,0.087,1.316,-1.938,-1.16,-0.741,-0.214,-0.206,-0.086,1.981,-0.054,0.309,-0.257,0.0,-0.135,-1.367,0.557
516,2.38,-0.28,1.015,0.547,0.285,-0.478,1.46,-2.298,-1.637,-0.384,-0.043,-0.599,0.089,2.701,-0.209,0.069,-0.52,0.0,-0.799,-1.836,0.591
517,2.426,-0.745,1.077,0.662,-0.522,-0.456,1.207,-2.169,-1.081,-0.786,-0.334,-0.473,-0.359,2.904,0.24,-0.315,-0.521,0.0,-1.01,-1.288,1.041
518,2.461,-0.934,0.611,0.801,-1.2,-0.55,0.683,-1.261,-0.357,-0.428,-0.539,-0.543,-0.161,2.816,-0.131,-0.46,0.013,0.0,-0.894,-0.582,0.544
519,1.86,-0.665,0.304,1.021,-0.699,-0.22,0.961,-1.284,-0.608,-0.189,-0.066,-0.345,-0.335,2.177,-0.11,-0.106,0.004,0.0,-0.629,-0.709,0.195
520,1.815,-0.402,0.86,0.357,-0.834,-0.321,1.231,-1.576,-1.143,0.065,0.18,-0.316,-0.327,2.55,-0.279,-0.236,-0.362,0.0,-0.808,-0.96,0.587
521,2.118,-1.091,1.097,1.017,0.383,0.142,1.639,-2.447,-1.814,-0.981,-0.087,-0.547,-0.662,1.853,-0.142,0.142,-0.637,0.0,-0.192,-1.803,1.04
522,2.19,-0.085,0.969,0.532,-0.308,-0.486,0.611,-1.033,-0.26,-0.386,-0.177,-0.457,-0.037,2.214,-0.054,0.244,0.175,0.0,-0.475,-0.481,0.915
523,2.55,-0.322,0.945,0.081,-1.119,-0.563,1.138,-1.673,-0.623,-0.114,-0.368,-0.427,-0.162,3.577,0.203,-0.51,-0.088,0.0,-1.241,-1.064,1.206
524,1.726,-1.159,-0.043,0.692,-0.88,-0.519,1.021,-1.87,-0.938,-0.175,0.247,-0.575,-0.556,2.587,-0.022,-0.364,-0.359,0.0,-0.84,-1.068,-0.287
525,2.256,-0.32,0.903,1.031,0.313,-0.105,1.451,-2.306,-1.549,-0.712,-0.427,-0.321,-0.33,2.393,-0.01,-0.129,-0.561,0.0,-0.536,-1.98,0.632
526,2.387,-0.577,0.834,-0.097,-0.475,-0.618,1.37,-2.39,-1.335,-0.506,-0.39,-0.619,-0.291,3.094,0.257,-0.549,-0.303,0.0,-1.011,-1.728,0.643
527,2.579,0.008,1.031,-0.164,-0.355,-0.712,1.467,-2.37,-1.334,-0.097,-0.451,-0.468,-0.132,3.196,-0.017,-0.415,-0.357,0.0,-0.973,-1.846,0.84
528,2.103,0.22,0.665,0.78,-0.254,-0.843,1.383,-2.056,-1.357,-0.12,-0.047,-0.469,0.215,2.794,-0.221,-0.176,-0.538,0.0,-0.772,-1.444,0.288
529,1.599,0.151,0.902,0.573,-0.117,0.442,0.515,-0.55,-0.15,-0.18,-0.143,-0.093,0.287,1.446,-0.001,0.432,0.21,0.0,-0.076,-0.339,0.966
530,2.273,-0.754,0.826,0.898,-1.613,-0.546,1.03,-1.715,-0.506,0.187,-0.132,-0.329,-0.186,3.301,-0.075,-0.722,-0.166,0.0,-1.097,-0.928,0.837
531,1.558,-0.175,0.84,0.47,-0.286,0.102,0.953,-1.147,-0.868,0.037,-0.055,-0.092,-0.004,1.85,-0.336,0.272,-0.098,0.0,-0.251,-0.63,0.695
532,1.876,-0.1,0.072,-0.035,-0.891,-0.754,0.872,-1.368,-0.62,0.108,-0.121,-0.489,0.158,2.761,-0.301,-0.237,-0.035,0.0,-0.941,-0.695,0.056
533,2.192,-0.171,0.913,0.874,-0.39,-0.473,1.102,-1.453,-1.09,-0.408,-0.234,-0.299,0.066,2.975,0.184,-0.184,-0.315,0.0,-0.973,-1.11,0.721
534,2.025,-0.736,0.951,0.544,0.265,0.166,1.653,-2.242,-1.811,-0.645,-0.164,-0.273,-0.174,1.973,-0.216,-0.107,-0.574,0.0,-0.572,-1.912,0.676
535,3.048,-0.687,0.761,-0.004,-1.017,-1.326,1.305,-2.385,-1.101,-0.611,-0.333,-0.853,-0.244,3.941,0.452,-0.665,-0.297,0.0,-1.311,-1.628,0.666
536,2.376,-0.287,0.42,0.54,-0.495,-0.597,1.995,-2.666,-1.633,-0.189,0.118,-0.65,-0.154,3.646,0.069,-0.683,-0.674,0.0,-1.185,-2.301,0.03
537,3.169,-0.634,0.789,0.056,-1.071,-1.343,1.413,-2.671,-1.194,-0.212,-0.431,-0.785,-0.214,4.272,0.302,-0.575,-0.304,0.0,-1.405,-1.732,0.46
538,2.781,-0.851,0.728,0.426,-1.561,-0.803,0.625,-1.136,0.238,-0.363,-0.393,-0.718,-0.531,3.043,-0.058,-0.208,0.184,0.0,-0.955,-0.213,0.882
539,1.868,-0.003,0.297,1.149,-1.349,-0.434,0.859,-0.897,0.192,0.286,-0.166,-0.29,0.119,2.429,0.033,-0.109,0.293,0.0,-0.644,-0.309,0.5
540,1.821,0.131,0.179,0.539,-1.106,-0.788,0.873,-1.334,-0.318,0.47,-0.022,-0.498,0.086,2.975,-0.095,-0.382,0.016,0.0,-0.99,-0.654,0.092
541,2.222,-0.484,0.825,0.9,-1.003,-0.939,0.992,-1.614,-0.796,-0.155,-0.198,-0.53,-0.353,2.963,0.005,-0.564,-0.312,0.0,-0.894,-0.727,0.555
542,1.928,-0.495,0.57,0.508,-0.343,-0.487,0.737,-1.324,-0.809,-0.503,-0.156,-0.367,-0.195,2.103,0.004,0.065,-0.285,0.0,-0.446,-0.764,0.299
543,2.147,-0.88,0.321,0.867,-0.791,-1.102,0.885,-1.606,-0.633,-0.332,-0.18,-0.608,-0.461,2.408,-0.057,-0.07,-0.239,0.0,-0.607,-0.539,0.154
544,1.854,-0.495,1.169,0.69,0.605,0.212,1.336,-2.139,-1.747,-0.684,-0.366,-0.146,-0.392,1.838,-0.205,0.17,-0.689,0.0,-0.256,-1.798,0.739
545,2.51,-0.526,0.752,0.721,-1.173,-0.731,1.033,-1.644,-0.651,-0.305,-0.433,-0.457,-0.463,3.184,0.114,-0.472,-0.188,0.0,-0.879,-0.753,0.579
546,1.86,-0.955,0.711,0.846,-0.864,-0.076,0.978,-1.347,-0.809,-0.42,-0.232,-0.333,-0.521,2.13,-0.175,-0.141,-0.327,0.0,-0.595,-0.719,0.467
547,2.151,-1.087,0.68,1.194,-0.612,-0.181,0.931,-1.343,-0.695,-0.658,-0.289,-0.387,-0.379,2.271,0.109,0.105,-0.075,0.0,-0.469,-0.622,0.795
548,1.351,-0.616,1.051,0.298,-0.146,0.331,1.133,-1.57,-1.203,-0.477,-0.014,-0.116,-0.42,1.432,-0.125,-0.048,-0.504,0.0,-0.193,-1.083,0.752
549,2.021,-0.087,0.725,0.864,-0.794,-0.354,0.958,-0.893,-0.128,0.076,-0.166,-0.559,0.039,1.95,0.105,0.252,0.347,0.0,-0.29,-0.337,0.833
550,2.31,-0.233,0.845,1.105,-0.604,-0.279,1.504,-1.713,-1.23,-0.434,-0.365,-0.381,0.032,2.867,-0.063,-0.246,-0.257,0.0,-0.63,-1.348,1.016
551,1.409,-0.701,0.6,0.589,0.079,0.365,0.868,-1.413,-0.899,-0.493,-0.12,-0.111,-0.379,1.447,-0.052,0.32,-0.308,0.0,-0.031,-0.738,0.732
552,1.977,-0.625,0.648,0.265,-0.418,0.0,0.895,-1.557,-0.95,-0.679,-0.277,-0.311,-0.396,2.816,-0.289,-0.173,-0.219,0.0,-0.948,-1.093,0.756
553,1.811,-0.676,0.646,-0.314,-1.427,-0.424,0.594,-0.959,0.09,-0.089,-0.067,-0.339,-0.485,2.711,-0.156,-0.279,0.15,0.0,-0.647,-0.135,0.462
554,1.972,-0.712,0.659,0.171,-1.555,-0.377,0.676,-1.141,0.09,-0.268,-0.125,-0.496,-0.383,3.126,0.068,-0.566,0.024,0.0,-1.038,-0.417,0.71
555,2.431,-0.613,0.984,0.693,-0.815,-0.592,1.473,-1.917,-1.347,-0.326,-0.115,-0.515,-0.293,3.209,-0.313,-0.537,-0.512,0.0,-1.066,-1.349,0.549
556,2.366,-0.163,0.372,0.289,-1.157,-0.913,1.212,-1.628,-0.73,0.428,-0.186,-0.534,-0.173,3.545,0.149,-0.571,-0.202,0.0,-1.23,-1.11,0.16
557,2.358,-0.213,0.789,0.883,-0.984,-0.451,0.91,-1.268,-0.267,-0.082,-0.295,-0.483,0.089,2.476,0.02,-0.12,0.116,0.0,-0.775,-0.521,0.758
558,1.647,-1.281,0.554,0.724,-0.425,0.087,1.247,-1.955,-1.077,-0.527,0.116,-0.262,-0.776,2.243,-0.068,-0.291,-0.504,0.0,-0.545,-1.316,0.258
559,2.309,-0.552,0.575,0.088,-0.246,-0.639,1.6,-2.616,-1.53,-0.271,-0.113,-0.595,-0.392,2.984,-0.288,-0.284,-0.613,0.0,-0.87,-1.856,0.302
560,1.914,-0.743,0.892,1.125,0.246,-0.36,1.125,-2.061,-1.654,-0.859,-0.179,-0.363,-0.602,1.601,-0.257,0.441,-0.503,0.0,-0.089,-1.135,0.411
561,1.762,-0.538,0.793,0.398,-0.566,0.025,0.71,-1.002,-0.564,-0.268,-0.161,-0.177,-0.247,2.179,0.078,0.051,-0.174,0.0,-0.637,-0.615,0.637
562,2.443,-0.519,0.562,0.594,-1.131,-0.929,0.914,-1.51,-0.4,-0.334,-0.213,-0.653,-0.29,2.826,-0.164,-0.238,0.213,0.0,-0.893,-0.619,0.445
563,2.213,-0.615,0.543,0.336,-0.879,-0.556,0.576,-1.169,-0.359,-0.443,-0.201,-0.422,-0.373,2.633,0.077,0.136,0.035,0.0,-0.596,-0.355,0.395
564,2.151,-0.384,1.035,0.542,-0.714,-0.326,0.985,-1.488,-0.654,-0.306,-0.147,-0.491,-0.053,2.019,-0.17,0.234,0.006,0.0,-0.312,-0.627,1.085
565,1.771,-0.355,0.801,0.116,-0.277,-0.157,0.846,-1.373,-0.964,-0.826,-0.227,-0.305,-0.185,2.033,-0.1,0.087,-0.289,0.0,-0.282,-0.709,0.607
