x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,x13,x14,x15,x16,x17,x18,x19,x20
2.407,-0.358,5.518,-0.231,0.038,-4.605,2.357,0.808,5.239,-1.675,0.14,-1.556,1.0,2.039,-0.059,-7.914,0.675,-2.781,1.142,-2.835,-0.139
2.435,-0.059,4.37,-0.415,0.436,-3.479,0.763,0.714,5.601,-1.231,0.354,-1.409,1.0,3.393,0.56,-8.006,0.729,-2.81,1.142,-3.302,-0.356
2.18,-0.141,5.187,-0.449,-0.62,-4.414,2.187,0.519,5.52,-1.686,0.187,-1.566,1.0,2.944,-0.813,-8.279,0.85,-2.62,1.067,-4.022,-0.634
2.229,-0.357,5.376,-0.249,-0.609,-4.456,1.876,0.402,5.466,-1.619,0.204,-1.434,1.0,2.749,-0.7,-8.319,0.924,-2.738,0.988,-3.775,-0.469
2.217,-0.343,4.175,-0.403,-0.667,-3.357,1.576,0.333,5.523,-1.788,0.488,-1.41,1.0,3.362,-0.692,-8.041,0.754,-2.507,0.779,-4.067,-0.437
2.344,-0.337,4.709,-0.384,-0.448,-3.74,1.9,1.02,5.516,-1.656,0.342,-1.585,1.0,3.117,-0.475,-8.301,0.641,-2.713,1.13,-3.676,-0.183
2.07,-0.584,4.856,-0.47,-1.427,-4.011,3.296,0.829,5.889,-1.56,0.3,-1.21,1.0,1.756,-1.904,-7.26,0.9,-2.781,0.607,-3.739,-0.164
2.277,-0.43,5.977,-0.171,-1.079,-5.047,3.243,0.792,6.227,-1.954,0.16,-1.526,1.0,2.089,-1.663,-8.454,0.835,-2.992,0.779,-4.118,-0.181
2.404,-0.711,5.077,-0.549,-1.145,-4.106,3.032,0.483,5.822,-2.026,0.225,-1.52,1.0,2.223,-1.658,-7.976,0.872,-2.796,0.676,-4.024,-0.146
2.365,-0.483,4.508,-0.35,-0.959,-3.648,2.148,0.843,5.737,-1.816,0.172,-1.338,1.0,3.08,-0.971,-8.044,0.86,-2.51,0.587,-4.326,-0.339
2.366,-0.063,4.723,-0.554,0.04,-3.682,1.732,0.831,4.665,-1.471,0.09,-1.42,1.0,2.097,0.073,-7.041,0.751,-2.671,1.366,-2.371,-0.177
2.127,-0.317,4.693,-0.413,-0.636,-3.687,1.215,0.365,6.18,-1.466,0.387,-1.277,1.0,3.906,-0.163,-8.843,0.904,-2.71,0.825,-4.545,-0.218
2.307,-0.064,5.478,-0.364,-0.652,-4.698,2.022,0.471,5.849,-1.859,0.348,-1.518,1.0,3.127,-0.745,-8.711,0.894,-2.877,1.093,-4.15,-0.376
2.284,-0.362,4.633,-0.368,-0.893,-3.492,1.776,0.437,6.154,-1.832,0.25,-1.627,1.0,3.819,-1.276,-8.633,0.764,-2.506,0.817,-4.816,-0.613
2.189,-0.464,3.706,-0.411,-1.08,-3.111,2.57,0.563,5.241,-1.789,0.231,-1.509,1.0,2.517,-1.263,-6.852,0.826,-2.383,0.39,-3.752,-0.349
2.251,-0.543,5.168,-0.363,-1.056,-4.36,2.65,0.882,6.036,-1.948,0.087,-1.555,1.0,2.61,-1.555,-8.32,0.996,-2.672,0.732,-4.253,-0.255
2.124,-0.557,3.844,-0.426,-1.041,-2.766,2.315,0.452,5.211,-1.533,0.289,-1.235,1.0,2.556,-1.098,-7.047,0.811,-2.421,0.581,-3.729,-0.072
2.337,-0.016,6.241,-0.402,0.131,-5.358,2.086,0.268,5.269,-1.929,-0.077,-1.71,1.0,2.311,-0.47,-8.317,0.794,-2.81,1.632,-3.208,-0.121
2.318,-0.048,4.687,-0.504,0.055,-3.79,2.004,0.462,4.461,-1.375,0.157,-1.406,1.0,1.78,-0.004,-6.767,0.802,-2.598,1.165,-2.32,-0.223
2.183,-0.453,4.901,-0.468,-0.465,-3.943,2.056,0.719,5.814,-1.459,0.395,-1.348,1.0,2.917,-0.724,-8.488,0.64,-2.859,0.928,-3.815,-0.248
2.16,-0.427,4.482,-0.292,-0.656,-3.708,1.902,0.581,5.855,-1.581,0.31,-1.236,1.0,2.772,-0.562,-7.644,0.662,-2.725,0.793,-3.71,-0.462
2.017,-0.793,4.807,-0.243,-1.338,-3.856,2.602,0.594,6.42,-1.993,0.414,-1.413,1.0,3.173,-1.933,-8.636,0.847,-2.671,0.398,-5.221,-0.328
2.406,-0.792,4.25,-0.562,-1.394,-3.299,2.736,0.11,5.965,-1.891,0.485,-1.485,1.0,2.729,-1.753,-7.855,0.809,-2.784,0.52,-4.365,-0.573
2.472,-0.278,4.598,-0.25,-0.09,-3.675,2.312,1.329,4.991,-1.68,0.419,-1.479,1.0,1.718,0.062,-7.027,0.817,-2.875,1.128,-2.32,-0.189
2.24,-0.421,4.707,-0.522,-1.093,-3.751,1.763,0.429,6.646,-1.715,0.333,-1.364,1.0,3.94,-1.043,-9.082,0.754,-2.702,0.61,-5.13,-0.431
2.213,-0.456,4.697,-0.547,-1.013,-3.631,2.493,0.616,6.017,-1.918,0.34,-1.476,1.0,2.947,-1.633,-8.387,0.725,-2.688,0.681,-4.503,-0.378
2.179,-0.489,5.564,-0.317,-1.065,-4.741,2.746,0.778,5.697,-2.039,0.209,-1.634,1.0,2.469,-1.228,-8.572,0.767,-2.658,0.95,-4.003,-0.481
2.32,-0.482,4.722,-0.457,-0.63,-3.866,2.476,0.575,5.255,-1.815,0.649,-1.601,1.0,2.147,-0.581,-7.433,0.824,-2.802,0.951,-3.106,-0.443
2.299,-0.405,4.918,-0.434,-1.018,-4.019,1.761,0.536,6.407,-1.858,0.089,-1.579,1.0,3.975,-1.107,-9.222,1.0,-2.588,0.709,-5.133,-0.253
2.266,-0.442,4.324,-0.482,-1.18,-3.586,1.827,0.514,6.248,-1.687,0.449,-1.207,1.0,3.358,-1.254,-8.211,0.894,-2.685,0.524,-4.902,-0.452
2.208,-0.203,5.227,-0.553,-0.16,-3.976,1.941,1.065,5.828,-1.821,0.074,-1.648,1.0,2.971,-0.6,-8.503,1.033,-2.612,1.395,-3.843,-0.158
2.022,-0.587,5.382,-0.472,-0.979,-4.247,2.399,0.936,5.829,-1.711,-0.084,-1.356,1.0,2.607,-1.501,-8.305,0.817,-2.707,0.81,-4.163,-0.227
2.337,-0.7,4.874,-0.495,-1.301,-4.01,2.612,0.41,6.053,-1.675,0.205,-1.434,1.0,2.827,-1.917,-8.142,0.842,-2.55,0.716,-4.738,-0.27
2.329,-0.402,5.475,-0.141,-0.935,-4.484,2.793,0.872,5.761,-1.973,0.423,-1.647,1.0,2.285,-0.793,-8.299,1.027,-2.892,0.964,-3.589,-0.167
2.193,-0.48,4.68,-0.334,-1.285,-3.631,2.259,1.077,6.366,-1.798,0.171,-1.435,1.0,3.092,-1.736,-8.242,0.852,-2.499,0.525,-4.723,-0.004
2.19,-0.528,4.802,-0.319,-1.148,-4.016,2.666,0.569,5.919,-1.815,0.377,-1.384,1.0,2.46,-1.3,-7.86,0.783,-2.678,0.644,-4.013,-0.185
2.222,-0.286,4.544,-0.5,-0.765,-3.858,1.795,0.887,5.918,-1.58,0.082,-1.45,1.0,3.146,-1.088,-7.972,0.692,-2.627,0.735,-4.288,-0.448
2.328,0.12,5.309,-0.404,0.048,-4.454,1.686,0.664,5.447,-1.72,0.056,-1.703,1.0,3.051,-0.014,-8.276,1.016,-2.747,1.39,-3.44,-0.211
2.132,-0.303,4.864,-0.496,-0.685,-4.287,2.527,1.035,5.251,-1.647,0.261,-1.403,1.0,2.004,-0.689,-7.284,0.86,-2.622,1.08,-3.143,-0.153
2.223,-0.401,4.681,-0.347,-0.816,-3.799,2.248,0.559,5.704,-1.706,0.331,-1.298,1.0,2.738,-0.629,-7.782,0.815,-2.755,0.841,-3.743,-0.376
2.227,-0.174,5.351,-0.44,-0.114,-4.385,1.454,0.43,5.598,-1.617,0.319,-1.339,1.0,2.811,-0.331,-8.304,0.793,-2.824,1.132,-3.748,-0.346
2.299,-0.293,4.629,-0.486,-0.028,-3.71,1.185,0.021,5.344,-1.669,0.219,-1.39,1.0,2.886,-0.158,-8.115,0.733,-2.646,1.138,-3.437,-0.243
2.422,-0.233,5.05,-0.32,-0.822,-4.096,2.468,-0.543,5.754,-1.932,0.553,-1.44,1.0,2.583,-1.075,-8.025,0.731,-2.967,0.788,-4.114,-0.421
2.29,0.301,5.986,-0.431,0.27,-5.217,1.364,-0.064,5.302,-1.362,-0.058,-1.505,1.0,2.957,-0.019,-8.821,0.935,-2.849,1.544,-3.442,-0.308
2.279,-0.417,5.958,-0.316,-0.849,-5.27,2.807,0.863,6.17,-2.104,0.17,-1.507,1.0,2.5,-1.343,-8.573,0.807,-2.873,0.958,-4.205,-0.309
2.261,-0.223,4.593,-0.513,-0.216,-3.636,1.703,0.567,5.231,-1.821,0.082,-1.612,1.0,3.254,-0.481,-8.093,0.769,-2.438,1.003,-3.651,-0.234
2.093,-0.313,4.064,-0.456,-0.967,-3.036,2.542,0.473,5.478,-1.653,0.654,-1.409,1.0,2.403,-1.004,-7.3,0.774,-2.733,0.714,-3.546,-0.584
2.157,-0.238,5.695,-0.431,-0.589,-4.732,2.068,0.3,6.161,-1.899,0.083,-1.68,1.0,3.343,-1.239,-9.098,0.917,-2.758,1.255,-4.725,-0.199
2.202,-0.521,4.241,-0.547,-0.535,-3.319,2.58,0.816,5.015,-1.613,0.05,-1.508,1.0,1.904,-0.894,-6.826,0.875,-2.375,0.698,-3.052,-0.195
2.251,-0.259,5.752,-0.236,-0.609,-4.781,2.259,0.794,6.022,-1.696,0.33,-1.462,1.0,2.578,-1.03,-8.361,0.738,-2.971,1.037,-4.114,-0.32
2.159,-0.287,4.989,-0.275,-0.305,-4.185,1.476,0.348,5.512,-1.667,0.217,-1.298,1.0,3.064,-0.061,-8.288,0.711,-2.785,0.991,-3.632,-0.341
1.954,-0.525,3.469,-0.552,-1.256,-2.723,2.939,0.434,5.024,-1.469,0.494,-1.373,1.0,1.935,-1.255,-6.282,0.807,-2.343,0.225,-3.296,-0.352
2.07,-0.174,6.094,-0.403,-0.908,-5.223,2.595,0.751,6.492,-1.888,-0.018,-1.43,1.0,2.687,-1.419,-8.582,0.998,-2.864,1.084,-4.615,-0.122
2.162,-0.775,3.917,-0.459,-1.162,-2.867,2.6,0.941,5.372,-1.753,0.431,-1.172,1.0,1.881,-1.526,-6.732,0.918,-2.642,0.529,-3.456,-0.282
2.428,-0.383,5.628,-0.442,-1.213,-4.633,2.625,0.688,6.306,-1.825,0.045,-1.451,1.0,2.814,-1.694,-8.593,0.949,-2.701,0.72,-4.587,-0.317
2.346,-0.253,5.434,-0.459,-0.195,-4.579,1.86,-0.1,5.136,-1.616,0.114,-1.356,1.0,2.256,-0.369,-7.88,0.848,-2.798,1.364,-3.091,-0.377
2.249,0.009,5.43,-0.434,0.104,-4.544,1.035,1.2,5.691,-1.718,0.157,-1.397,1.0,3.073,-0.409,-8.461,0.642,-2.752,1.247,-3.649,-0.226
2.244,-0.294,4.422,-0.529,-0.176,-3.441,2.617,0.761,4.159,-1.73,0.248,-1.528,1.0,1.004,-0.367,-6.073,0.866,-2.515,1.108,-1.93,-0.179
2.257,-0.538,5.02,-0.467,-1.12,-4.25,2.543,0.868,6.644,-1.901,0.514,-1.689,1.0,3.537,-1.045,-9.22,0.89,-2.848,0.716,-4.941,-0.201
2.101,0.025,5.297,-0.4,-0.496,-4.512,1.743,0.247,5.284,-1.598,0.074,-1.258,1.0,2.526,-0.739,-7.69,0.954,-2.642,1.241,-3.643,-0.298
2.409,-0.798,4.735,-0.394,-1.494,-3.78,3.689,0.347,5.641,-1.893,0.409,-1.433,1.0,1.307,-2.735,-6.932,0.912,-2.663,0.405,-4.09,-0.259
2.079,-0.145,4.517,-0.428,-0.395,-3.48,2.003,0.599,5.385,-1.185,0.377,-1.363,1.0,2.42,-0.433,-7.388,0.866,-2.621,1.076,-3.178,-0.273
2.36,0.297,4.613,-0.577,0.17,-3.696,0.676,0.287,5.841,-1.212,0.406,-1.236,0.0,3.629,0.02,-8.124,0.969,-2.649,1.049,-4.11,-0.281
2.103,0.229,4.86,-0.581,-0.015,-4.119,2.395,0.479,4.823,-1.712,0.236,-1.504,0.0,1.585,-0.305,-6.472,1.062,-2.619,1.328,-2.523,-0.112
2.008,0.201,4.531,-0.59,-0.423,-3.713,1.552,1.004,6.493,-1.558,0.382,-1.21,0.0,3.297,-1.0,-7.601,0.892,-2.861,0.622,-4.524,-0.295
2.158,0.327,5.232,-0.735,0.325,-4.478,1.553,0.255,5.461,-1.602,0.22,-1.484,0.0,2.618,-0.482,-7.618,1.03,-2.784,1.16,-3.648,-0.307
2.15,0.083,5.191,-0.605,-0.778,-4.113,2.608,0.509,6.146,-1.655,0.261,-1.397,0.0,2.466,-1.609,-7.534,0.923,-2.778,0.653,-4.303,-0.252
2.312,-0.028,4.856,-0.671,-0.937,-4.134,3.266,1.157,6.463,-2.011,0.488,-1.612,0.0,2.126,-2.478,-7.344,0.936,-2.833,0.652,-4.513,-0.412
2.211,0.307,4.002,-0.61,0.474,-3.136,1.404,0.075,4.481,-1.35,0.305,-1.409,0.0,2.062,-0.079,-6.251,0.893,-2.506,1.151,-2.47,-0.357
2.099,-0.057,3.143,-0.736,-0.671,-2.091,1.248,0.534,5.67,-1.471,0.569,-1.248,0.0,3.633,-0.812,-7.107,1.009,-2.284,0.471,-4.445,-0.424
2.172,0.241,4.174,-0.694,-0.439,-3.428,2.63,0.889,5.112,-1.671,0.5,-1.428,0.0,1.802,-0.692,-6.485,0.934,-2.711,0.847,-2.771,-0.4
2.059,0.223,4.495,-0.645,-0.573,-3.787,1.392,0.74,6.327,-1.515,0.568,-1.27,0.0,3.768,-0.776,-8.558,1.101,-2.797,0.986,-4.587,-0.295
2.325,0.096,4.686,-0.594,0.081,-3.653,1.721,0.617,4.649,-1.865,0.019,-1.565,0.0,2.131,-0.497,-6.94,0.927,-2.457,1.172,-2.875,-0.246
2.381,0.256,4.373,-0.569,-0.396,-3.717,2.608,0.831,5.625,-1.581,0.461,-1.407,0.0,1.84,-1.103,-6.433,0.845,-2.824,0.915,-3.23,-0.432
2.269,0.118,4.882,-0.623,-0.679,-3.988,2.798,0.511,5.844,-1.689,0.335,-1.444,0.0,2.163,-1.174,-7.216,0.838,-2.833,0.966,-3.677,-0.231
2.084,-0.099,4.54,-0.64,-0.829,-3.576,2.566,0.044,5.388,-1.63,0.329,-1.487,0.0,2.416,-1.357,-7.118,1.046,-2.677,0.655,-3.83,-0.162
2.247,0.197,4.142,-0.611,-0.104,-3.317,1.851,0.294,5.25,-1.552,0.315,-1.517,0.0,2.553,-0.577,-7.161,0.834,-2.649,0.999,-3.282,-0.292
2.292,-0.126,3.919,-0.637,-1.145,-2.824,3.365,0.127,4.743,-1.887,0.385,-1.609,0.0,1.505,-1.676,-6.13,1.009,-2.547,0.666,-3.029,-0.167
2.344,0.633,4.405,-0.657,0.373,-3.579,1.344,0.563,4.864,-1.34,0.532,-1.283,0.0,2.108,0.209,-6.396,0.981,-2.811,1.333,-2.476,-0.282
2.11,0.158,4.469,-0.574,-0.003,-3.691,1.477,0.3,5.256,-1.586,0.199,-1.527,0.0,2.647,-0.6,-7.325,0.812,-2.704,0.75,-3.478,-0.439
2.223,0.619,4.825,-0.657,0.354,-4.089,1.726,0.838,5.071,-1.691,0.236,-1.616,0.0,2.014,-0.294,-6.831,0.752,-2.777,1.282,-2.774,-0.141
2.12,0.227,4.734,-0.611,-0.212,-3.865,1.497,0.226,6.002,-1.61,0.572,-1.308,0.0,3.02,-0.489,-7.839,0.952,-2.931,0.908,-4.227,-0.37
2.241,0.109,4.264,-0.638,-0.575,-3.3,2.02,0.368,5.323,-1.834,0.096,-1.5,0.0,2.476,-1.322,-6.787,0.843,-2.49,0.898,-3.731,-0.347
2.186,-0.052,5.647,-0.671,-0.759,-4.522,2.698,0.733,6.552,-1.952,0.266,-1.481,0.0,2.481,-2.258,-8.299,0.925,-2.816,1.023,-4.819,-0.159
2.029,0.031,3.776,-0.627,-0.526,-2.965,3.004,0.745,4.831,-1.685,0.403,-1.399,0.0,1.075,-1.152,-5.35,0.819,-2.543,0.474,-2.558,-0.18
2.115,0.267,5.995,-0.57,-0.147,-5.386,1.806,0.334,6.161,-1.525,0.132,-1.31,0.0,2.651,-1.004,-8.361,0.972,-2.819,1.279,-4.187,-0.159
2.175,0.257,4.811,-0.59,-0.474,-3.707,2.718,0.355,5.521,-1.631,0.427,-1.443,0.0,1.913,-1.239,-6.952,0.925,-2.871,1.128,-3.446,-0.33
2.383,-0.114,4.177,-0.632,-0.705,-3.394,2.137,0.607,5.869,-1.571,0.454,-1.31,0.0,2.664,-1.076,-7.357,1.1,-2.798,0.634,-3.968,-0.305
2.272,0.285,4.78,-0.745,-0.055,-3.824,1.811,0.512,5.225,-1.643,0.322,-1.606,0.0,2.598,-0.492,-7.187,0.942,-2.686,1.357,-3.261,-0.374
2.335,0.655,5.613,-0.574,0.307,-4.7,2.31,0.588,4.822,-1.467,0.28,-1.406,0.0,1.105,-0.297,-6.501,0.879,-2.986,1.418,-2.176,-0.255
1.986,-0.112,4.658,-0.602,-0.978,-3.527,2.55,0.965,6.363,-1.872,0.339,-1.424,0.0,2.824,-2.162,-7.536,0.943,-2.754,0.409,-4.798,0.001
2.423,-0.178,4.009,-0.585,-0.7,-2.95,1.965,0.012,5.177,-1.769,0.015,-1.425,0.0,2.648,-1.95,-7.06,1.158,-2.345,0.422,-3.977,-0.15
2.318,0.348,4.623,-0.732,-0.018,-3.823,1.849,0.978,5.221,-1.459,0.271,-1.328,0.0,2.395,-0.476,-6.926,0.903,-2.616,1.26,-3.235,-0.185
2.275,0.172,4.525,-0.592,-0.081,-3.486,1.463,0.845,5.642,-1.356,0.17,-1.359,0.0,3.155,-0.511,-7.776,0.916,-2.495,0.826,-3.845,-0.222
2.252,-0.221,3.745,-0.67,-1.078,-2.888,2.921,0.657,5.492,-1.699,0.401,-1.269,0.0,1.868,-1.995,-6.342,0.99,-2.397,0.298,-3.814,-0.37
2.299,-0.224,3.153,-0.59,-0.992,-2.295,2.218,0.847,5.369,-1.48,0.226,-1.317,0.0,2.775,-1.685,-6.385,0.898,-2.322,0.304,-4.194,-0.204
2.337,-0.01,4.635,-0.603,-0.679,-3.799,2.398,0.894,5.477,-1.671,0.316,-1.322,0.0,2.259,-1.068,-7.024,1.05,-2.642,0.755,-3.542,-0.286
2.126,-0.043,4.232,-0.612,-0.81,-3.297,2.809,0.533,5.027,-1.766,0.167,-1.337,0.0,1.669,-1.612,-6.289,1.075,-2.468,0.59,-3.462,-0.32
2.15,0.163,3.542,-0.61,-0.558,-2.686,2.45,1.421,4.425,-1.613,0.582,-1.249,0.0,1.448,-0.658,-5.414,0.911,-2.387,0.72,-2.187,-0.378
1.951,0.083,4.062,-0.639,-0.301,-3.221,1.658,1.199,5.756,-1.636,0.339,-1.461,0.0,3.583,-0.483,-7.706,0.858,-2.534,0.712,-4.189,-0.304
2.143,-0.215,4.807,-0.592,-1.215,-3.833,2.195,0.16,6.521,-1.897,0.127,-1.53,0.0,3.597,-2.156,-8.669,1.135,-2.624,0.647,-5.418,-0.116
2.189,0.101,3.001,-0.7,-0.362,-1.997,1.397,0.588,4.669,-1.177,0.011,-1.095,0.0,2.683,-0.764,-5.891,0.912,-2.007,0.565,-3.368,-0.204
2.12,0.098,4.727,-0.596,-0.482,-3.789,2.489,0.873,5.546,-2.013,0.19,-1.581,0.0,2.229,-1.088,-7.061,0.997,-2.683,0.794,-3.362,-0.366
2.239,-0.009,4.516,-0.597,-0.695,-3.702,1.839,0.321,5.786,-1.594,0.184,-1.219,0.0,2.97,-1.495,-7.4,0.843,-2.583,0.72,-4.479,-0.307
2.339,0.69,4.875,-0.655,0.577,-3.907,1.071,0.848,5.235,-1.722,0.127,-1.539,0.0,2.639,0.284,-7.4,0.89,-2.702,1.508,-2.968,-0.192
2.181,-0.276,3.521,-0.581,-1.119,-2.864,2.439,0.215,5.383,-1.564,0.387,-1.249,0.0,2.248,-1.644,-6.343,0.929,-2.552,0.29,-3.873,-0.279
2.231,0.09,3.331,-0.66,-0.485,-2.447,1.603,0.893,5.415,-1.416,0.163,-1.338,0.0,3.38,-1.159,-6.956,0.813,-2.182,0.447,-4.088,-0.365
2.204,0.754,4.767,-0.793,0.131,-3.791,2.073,0.456,4.274,-1.237,-0.127,-1.374,0.0,1.648,-0.518,-6.152,1.116,-2.372,1.453,-2.443,-0.103
2.377,0.236,4.736,-0.621,-0.043,-3.855,1.872,0.175,5.131,-1.355,0.408,-1.432,0.0,2.457,-0.438,-7.269,0.777,-2.689,0.827,-3.241,-0.482
2.183,0.099,4.867,-0.646,-0.538,-4.077,1.683,-0.058,5.957,-1.562,0.234,-1.402,0.0,3.155,-0.928,-8.008,1.166,-2.833,0.974,-4.409,-0.396
2.543,0.424,4.678,-0.613,0.16,-3.475,1.765,0.646,4.678,-1.469,0.192,-1.281,0.0,1.748,-0.316,-6.261,0.896,-2.576,1.211,-2.594,-0.254
2.26,0.079,4.597,-0.77,-0.318,-3.677,1.846,0.362,5.642,-1.51,0.132,-1.335,0.0,2.552,-0.864,-7.154,0.902,-2.579,0.836,-3.665,-0.263
1.956,0.084,3.33,-0.611,-0.618,-2.497,2.186,0.477,4.597,-1.787,0.204,-1.469,0.0,2.296,-0.81,-6.094,1.178,-2.139,0.634,-2.861,-0.306
2.167,0.099,4.595,-0.573,-0.883,-3.877,2.318,0.951,6.205,-1.704,0.44,-1.524,0.0,3.152,-1.464,-7.86,1.05,-2.703,0.687,-4.45,-0.333
2.015,0.513,5.858,-0.586,0.839,-4.937,1.175,0.652,5.634,-1.646,0.135,-1.697,0.0,2.59,0.208,-8.153,0.909,-2.919,1.63,-3.135,-0.454
2.247,-0.156,4.279,-0.664,-0.946,-3.528,3.048,0.695,5.875,-1.798,0.385,-1.538,0.0,2.06,-1.681,-6.909,1.018,-2.817,0.678,-3.706,-0.268
2.164,-0.291,4.618,-0.596,-0.777,-3.671,1.842,0.409,6.207,-2.113,0.358,-1.415,0.0,3.36,-1.278,-8.494,1.121,-2.682,0.68,-4.648,-0.25
2.286,0.19,3.908,-0.586,-0.429,-2.968,1.859,0.955,5.288,-1.347,0.472,-1.326,0.0,2.471,-0.665,-6.748,0.856,-2.489,0.635,-3.304,-0.267
2.24,-0.11,5.206,-0.587,-1.008,-4.6,3.009,0.219,6.697,-1.958,0.391,-1.369,0.0,2.525,-2.876,-7.989,1.194,-2.892,0.28,-5.404,-0.115
2.159,-0.171,3.702,-0.64,-0.696,-2.752,2.143,0.735,5.958,-1.784,0.364,-1.527,0.0,2.953,-1.491,-7.252,0.927,-2.417,0.532,-4.232,-0.341
2.075,0.145,4.273,-0.706,-0.231,-3.253,1.523,0.737,5.724,-1.507,0.468,-1.457,0.0,3.31,-0.341,-7.811,0.842,-2.599,0.749,-3.884,-0.339
2.167,0.088,3.751,-0.614,-0.246,-3.019,2.14,1.003,5.178,-1.353,0.348,-1.165,0.0,2.034,-0.849,-6.219,0.828,-2.381,0.738,-3.219,-0.202
2.201,-0.003,4.54,-0.653,-0.579,-3.557,2.546,0.375,5.342,-1.883,0.087,-1.397,0.0,1.964,-1.296,-6.794,0.98,-2.539,0.91,-3.381,-0.326
2.295,0.377,5.36,-0.616,0.15,-4.406,1.552,0.441,5.168,-1.374,0.22,-1.375,0.0,2.615,0.018,-7.723,1.227,-2.759,1.275,-3.386,-0.294
2.373,-0.004,3.52,-0.597,-0.891,-2.759,2.245,0.265,5.076,-1.728,0.193,-1.33,0.0,2.355,-1.246,-6.206,0.962,-2.399,0.552,-3.441,-0.242
2.181,0.068,3.874,-0.699,-0.621,-2.844,1.78,0.577,5.142,-1.355,0.349,-1.301,0.0,2.38,-1.212,-6.552,0.841,-2.286,0.579,-3.531,-0.156
2.232,0.298,5.484,-0.616,-0.428,-4.484,2.279,1.226,6.199,-1.963,0.336,-1.569,0.0,2.85,-0.921,-8.212,0.903,-2.891,0.916,-4.05,-0.486
1.926,0.034,4.35,-0.579,-0.817,-3.596,1.38,0.561,6.341,-1.493,0.535,-1.131,0.0,3.847,-0.863,-8.539,1.022,-2.75,0.75,-4.81,0.028
2.217,0.149,4.96,-0.569,-0.033,-4.099,1.413,0.541,5.717,-1.275,0.366,-1.26,0.0,2.786,-0.463,-7.829,0.849,-2.888,0.996,-3.576,-0.388
2.4,0.816,5.438,-0.589,0.636,-4.771,2.011,0.287,4.338,-1.631,-0.002,-1.531,0.0,1.137,0.029,-6.179,0.879,-2.707,1.553,-1.859,-0.19
2.372,0.155,5.194,-0.574,-0.393,-4.184,1.65,0.351,6.032,-1.58,0.225,-1.352,0.0,3.361,-0.652,-8.452,1.008,-2.566,0.971,-4.402,-0.15
2.18,-0.06,4.312,-0.61,-1.169,-3.424,2.293,0.328,6.193,-1.906,0.592,-1.391,0.0,3.204,-1.868,-7.864,0.845,-2.671,0.612,-4.672,-0.475
2.247,0.618,5.223,-0.613,0.657,-4.158,1.799,0.628,4.365,-1.566,0.182,-1.481,0.0,1.577,0.312,-6.513,0.906,-2.76,1.571,-2.051,-0.145
2.377,-0.068,4.853,-0.674,-0.753,-4.046,2.62,0.867,6.175,-1.688,0.288,-1.448,0.0,2.334,-1.478,-7.457,0.995,-2.879,0.752,-3.919,-0.288
2.119,-0.066,3.748,-0.657,-1.021,-2.852,2.681,0.569,5.332,-1.743,0.362,-1.313,0.0,2.101,-1.339,-6.301,0.912,-2.522,0.682,-3.446,-0.275
2.388,0.591,4.819,-0.669,0.18,-4.016,1.105,0.573,5.609,-1.142,0.259,-1.205,0.0,2.953,0.053,-7.543,1.092,-2.924,1.146,-3.383,-0.406
2.128,0.358,3.478,-0.582,-0.337,-2.484,1.709,1.116,4.647,-1.72,0.114,-1.407,0.0,2.479,-0.353,-6.281,0.804,-2.214,0.646,-2.865,-0.259
2.274,0.487,6.722,-0.599,0.261,-5.841,1.556,0.699,6.326,-1.919,-0.124,-1.848,0.0,3.474,-0.84,-9.529,1.222,-2.902,1.541,-4.744,-0.051
2.215,0.345,4.061,-0.776,-0.332,-3.209,1.262,0.721,5.139,-1.728,0.118,-1.406,0.0,3.237,-0.296,-7.267,1.197,-2.39,0.674,-3.69,-0.11
2.105,0.532,5.146,-0.778,-0.032,-4.344,1.657,0.546,5.653,-1.68,0.341,-1.458,0.0,2.816,-0.525,-7.817,0.593,-2.889,0.962,-3.829,-0.426
2.316,-0.075,4.116,-0.636,-0.5,-3.159,1.53,0.325,5.619,-1.584,0.427,-1.202,0.0,3.16,-0.892,-7.612,0.829,-2.687,0.689,-4.21,-0.383
2.292,-0.137,4.049,-0.632,-1.137,-3.367,3.056,0.197,5.867,-1.978,0.941,-1.487,0.0,2.295,-1.508,-7.132,0.924,-2.904,0.374,-3.971,-0.525
2.298,0.132,3.994,-0.659,-0.239,-3.059,1.445,0.739,5.623,-1.505,0.394,-1.409,0.0,3.099,-0.636,-7.214,0.864,-2.53,0.895,-3.885,-0.322
2.359,0.023,4.554,-0.608,-0.516,-3.695,1.714,0.269,6.183,-1.577,0.377,-1.447,0.0,3.284,-0.796,-8.034,0.899,-2.886,0.834,-4.22,-0.429
2.151,0.381,4.375,-0.603,-0.141,-3.665,2.4,0.851,5.259,-1.706,0.311,-1.326,0.0,2.025,-0.735,-6.61,0.937,-2.79,0.857,-3.109,-0.281
2.196,-0.231,4.551,-0.591,-1.036,-3.613,3.421,0.73,5.68,-1.824,0.665,-1.373,0.0,1.489,-1.777,-6.631,0.868,-2.846,0.459,-3.753,-0.419
2.356,0.464,4.513,-0.706,-0.508,-3.738,2.468,0.926,5.328,-1.481,0.107,-1.498,0.0,2.186,-1.248,-6.808,0.813,-2.467,0.957,-3.599,-0.178
