x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.672,-0.283,4.566,-1.605,0.53,-2.818,0.528,-3.794,-2.517,-1.149,0.0,-1.29,-0.74,-0.091,-3.314,0.053,0.556,-2.075,-0.291,0.064,0.09
1.436,-0.043,4.498,-1.146,0.28,-2.901,0.581,-3.428,-2.435,-1.403,0.0,-1.707,-0.296,0.037,-3.635,-0.121,1.364,-1.81,0.007,-0.012,1.042
1.257,0.198,3.836,-1.207,0.636,-2.938,0.314,-3.75,-2.368,-1.417,0.0,-1.527,-0.686,0.071,-3.391,0.112,0.919,-2.554,-0.613,-0.079,0.973
1.286,-0.282,3.993,-1.502,0.197,-3.087,0.413,-3.294,-1.275,-1.319,0.0,-1.438,-1.336,0.132,-2.873,-0.083,0.744,-2.302,-0.772,0.174,0.719
1.187,-0.087,3.292,-1.974,0.72,-2.922,0.433,-4.05,-2.805,-1.244,0.0,-1.083,-0.751,0.135,-2.522,0.213,0.55,-2.518,-0.46,0.067,0.358
1.451,-0.196,4.675,-1.529,0.547,-2.683,0.164,-4.333,-2.892,-1.416,0.0,-1.137,-0.681,0.017,-3.37,0.072,0.347,-2.032,-0.126,0.105,0.184
1.251,0.079,3.099,-2.017,0.522,-3.246,0.555,-3.815,-2.698,-1.596,0.0,-0.893,-1.15,0.061,-1.846,0.092,0.47,-2.831,-0.874,-0.02,0.286
1.472,-0.317,3.741,-1.911,0.326,-3.03,0.463,-3.861,-2.569,-1.548,0.0,-1.202,-0.926,-0.039,-2.542,-0.132,0.763,-2.298,-0.221,0.061,0.743
1.362,0.012,3.655,-1.417,0.44,-2.814,0.388,-3.997,-2.44,-1.16,0.0,-1.299,-0.597,0.077,-3.016,0.12,0.961,-2.349,-0.425,0.156,0.646
1.27,-0.118,4.374,-1.178,0.715,-2.997,0.335,-3.451,-0.356,-1.288,0.0,-1.665,-2.243,0.279,-3.786,0.125,0.3,-3.207,-1.066,0.047,0.338
1.685,-0.321,4.773,-1.414,0.145,-2.795,0.462,-4.199,-1.766,-1.274,0.0,-1.353,-1.633,-0.264,-3.769,-0.013,0.389,-2.81,-0.758,0.166,0.368
1.521,-0.262,3.664,-1.815,0.587,-2.544,0.454,-3.675,-1.463,-1.355,0.0,-1.279,-1.914,0.154,-2.775,0.143,0.298,-3.076,-0.955,0.09,0.218
1.416,-0.06,2.934,-1.568,0.516,-2.75,0.213,-3.965,-3.804,-1.276,0.0,-0.623,0.058,0.073,-1.707,0.169,0.653,-1.698,0.357,0.208,0.243
1.308,-0.219,3.133,-2.235,0.456,-2.825,0.206,-4.132,-2.117,-1.275,0.0,-0.849,-1.811,0.039,-1.894,-0.086,0.187,-2.896,-0.867,0.163,0.129
1.568,-0.192,3.653,-1.629,0.392,-2.977,0.394,-3.183,-1.923,-1.49,0.0,-1.14,-0.783,0.356,-2.531,-0.077,0.565,-1.884,-0.324,0.087,0.24
1.6,-0.279,4.222,-1.564,0.662,-2.705,0.408,-4.13,-2.445,-1.026,0.0,-1.256,-0.963,-0.012,-3.53,0.13,0.328,-2.358,-0.448,-0.063,0.251
1.377,-0.092,3.939,-1.74,0.695,-2.944,0.248,-3.939,-2.514,-1.255,0.0,-1.279,-0.703,0.263,-3.008,0.283,0.657,-2.404,-0.242,0.202,0.24
1.738,0.112,3.713,-1.393,0.512,-2.922,0.514,-3.928,-3.439,-1.49,0.0,-1.353,0.213,0.198,-2.88,-0.065,1.144,-1.754,0.227,0.082,0.707
1.434,-0.127,3.726,-1.705,0.213,-2.72,0.453,-4.544,-3.153,-1.278,0.0,-0.965,-0.846,0.092,-2.624,-0.012,1.007,-2.494,-0.49,0.169,0.83
1.558,0.351,3.807,-1.41,0.507,-2.553,0.235,-3.719,-1.804,-1.279,0.0,-1.255,-1.316,0.093,-3.068,0.111,0.187,-2.908,-1.216,0.444,0.261
1.616,-0.082,4.045,-1.302,0.444,-2.736,0.579,-3.258,-1.932,-1.324,0.0,-1.561,-1.126,0.277,-3.465,-0.054,0.855,-2.58,-0.717,0.171,0.829
1.184,-0.137,4.71,-1.072,0.133,-2.417,0.395,-4.086,-2.106,-1.04,0.0,-1.6,-0.878,0.098,-4.461,-0.059,1.463,-2.242,-0.545,0.065,1.569
1.642,-0.212,3.828,-1.476,0.556,-2.834,0.353,-3.942,-2.46,-1.217,0.0,-1.283,-0.64,-0.085,-3.126,0.011,0.583,-1.966,-0.495,-0.083,0.21
1.582,-0.251,4.084,-2.033,0.528,-3.449,0.482,-4.222,-2.176,-1.795,0.0,-1.227,-1.805,0.086,-2.699,-0.006,0.288,-3.215,-0.841,0.155,0.289
1.655,-0.137,4.214,-1.418,0.301,-3.106,0.148,-3.693,-1.856,-1.432,0.0,-1.393,-1.098,0.007,-3.11,-0.019,0.577,-2.173,-0.665,0.064,0.337
1.261,-0.039,3.911,-1.585,0.228,-2.888,0.412,-3.616,-1.36,-1.191,0.0,-1.409,-1.632,-0.025,-3.177,-0.098,1.119,-2.605,-1.064,0.045,1.277
1.187,-0.228,4.359,-1.503,0.703,-3.087,0.647,-4.014,-2.374,-1.471,0.0,-1.528,-0.783,0.27,-3.834,0.235,1.388,-2.206,-0.247,0.15,1.319
1.409,-0.111,4.686,-1.214,0.693,-2.519,0.56,-4.177,-2.483,-1.293,0.0,-1.698,-0.631,0.259,-4.682,0.241,1.229,-2.326,-0.305,0.175,1.234
1.363,-0.059,4.283,-1.541,0.568,-3.059,0.528,-4.178,-2.235,-1.426,0.0,-1.492,-1.139,0.034,-3.589,0.094,1.001,-2.913,-0.701,0.001,1.015
1.706,-0.294,3.865,-1.549,0.391,-2.855,0.596,-3.432,-1.673,-1.365,0.0,-1.486,-1.152,0.047,-3.17,-0.086,0.619,-2.285,-0.579,0.192,0.417
1.274,-0.062,3.191,-1.755,0.348,-2.598,0.35,-3.67,-2.253,-1.072,0.0,-1.063,-0.858,0.413,-2.279,0.127,0.763,-2.316,-0.392,0.27,0.608
1.211,-0.111,3.948,-1.613,0.536,-3.235,0.142,-4.264,-3.167,-1.597,0.0,-1.219,-0.699,-0.005,-2.987,0.257,1.259,-2.239,-0.247,0.089,0.874
1.332,0.029,3.551,-1.733,0.38,-3.268,0.431,-3.562,-0.733,-1.496,0.0,-1.612,-2.205,0.329,-2.942,0.16,0.915,-3.415,-1.333,0.122,0.928
1.411,-0.041,4.368,-1.209,0.565,-2.841,0.438,-3.435,-1.748,-1.323,0.0,-1.523,-1.074,0.274,-3.524,0.076,0.673,-2.301,-0.841,-0.024,0.42
1.691,0.166,4.462,-1.342,0.309,-3.072,0.468,-4.097,-1.44,-1.446,0.0,-1.557,-1.975,-0.002,-3.668,0.005,0.706,-3.56,-1.233,0.237,0.675
1.504,-0.055,4.652,-1.137,0.715,-2.973,0.311,-4.004,-1.933,-1.29,0.0,-1.613,-0.945,0.252,-3.986,0.091,1.528,-2.34,-0.621,0.042,1.217
1.547,-0.172,3.413,-1.707,0.469,-3.024,0.305,-3.81,-2.402,-1.394,0.0,-1.014,-0.856,0.308,-2.348,0.164,0.564,-2.159,-0.407,0.209,0.424
1.446,0.165,3.695,-1.607,0.554,-3.068,0.47,-3.861,-2.537,-1.387,0.0,-1.241,-0.975,-0.056,-2.399,0.186,0.598,-2.83,-0.857,-0.078,0.161
1.42,0.012,3.984,-1.108,0.471,-2.82,0.325,-3.776,-2.892,-1.534,0.0,-1.28,-0.511,0.047,-3.002,0.026,0.491,-2.034,-0.52,0.022,0.38
1.315,-0.218,3.716,-1.338,0.526,-2.662,0.518,-3.551,-2.778,-1.238,0.0,-1.273,-0.365,0.179,-3.034,0.034,1.011,-1.885,-0.003,0.271,0.837
1.541,0.456,3.448,-1.527,0.718,-2.961,0.484,-4.069,-2.362,-1.44,0.0,-0.981,-1.439,-0.009,-2.472,0.261,0.607,-3.201,-1.392,0.062,0.213
1.553,0.011,3.292,-1.701,0.37,-2.857,0.259,-3.527,-2.261,-1.452,0.0,-1.067,-0.941,0.158,-1.915,-0.016,0.761,-2.388,-0.507,-0.097,0.321
1.319,-0.21,4.018,-1.721,0.541,-2.87,0.309,-3.771,-3.723,-1.428,0.0,-1.095,0.487,0.336,-2.556,0.025,0.563,-0.892,0.581,0.141,-0.303
1.542,0.186,4.03,-1.362,0.739,-3.141,0.474,-3.853,-2.335,-1.391,0.0,-1.151,-1.097,0.158,-2.984,0.186,0.786,-2.853,-1.212,0.306,0.376
1.652,-0.238,4.406,-1.89,0.451,-3.023,0.292,-4.231,-3.143,-1.462,0.0,-0.966,-0.515,-0.056,-2.867,0.089,-0.038,-1.913,-0.103,0.056,-0.436
1.33,0.515,3.638,-1.469,0.325,-2.906,0.312,-4.218,-3.155,-1.457,0.0,-1.249,-0.725,-0.232,-2.601,0.018,0.501,-2.694,-0.745,0.082,0.262
1.566,-0.127,3.95,-1.721,0.198,-2.841,0.335,-4.171,-2.566,-1.431,0.0,-1.202,-0.728,-0.074,-2.753,-0.103,0.553,-2.213,-0.328,-0.133,0.049
1.346,-0.067,3.231,-1.753,0.7,-2.442,0.379,-4.09,-2.947,-1.28,0.0,-1.177,-0.546,0.039,-2.736,-0.027,0.926,-2.222,-0.217,0.302,0.64
1.782,0.428,5.137,-0.692,0.634,-2.83,0.454,-4.043,-2.409,-1.176,0.0,-1.73,-0.243,0.214,-4.394,0.186,1.196,-1.943,-0.366,0.181,0.813
1.366,-0.116,3.41,-1.898,0.498,-2.649,0.252,-4.086,-2.704,-1.247,0.0,-0.902,-1.045,0.18,-2.419,0.093,0.426,-2.395,-0.397,0.001,0.119
1.45,-0.17,4.936,-1.55,0.475,-3.1,0.458,-4.05,-2.776,-1.405,0.0,-1.328,-0.398,0.076,-3.116,-0.049,0.237,-1.958,-0.095,0.044,0.007
1.369,-0.047,3.843,-1.639,0.583,-2.975,0.336,-3.353,-1.886,-1.583,0.0,-1.222,-1.075,0.355,-2.83,0.079,0.529,-2.298,-0.551,-0.049,0.164
1.333,-0.199,3.919,-1.792,0.411,-2.986,0.397,-3.812,-1.859,-1.32,0.0,-1.12,-1.686,0.012,-2.444,0.141,0.26,-3.007,-0.845,0.134,0.135
1.401,-0.313,4.049,-1.716,0.576,-2.984,0.242,-4.006,-1.618,-1.343,0.0,-1.254,-1.93,0.127,-3.293,0.23,0.464,-3.151,-0.851,0.196,0.619
1.629,-0.111,3.652,-1.698,0.475,-3.123,0.311,-3.906,-3.328,-1.73,0.0,-1.097,-0.333,0.006,-2.65,-0.012,0.795,-1.692,0.013,0.146,0.518
1.245,-0.226,3.882,-1.755,0.419,-3.51,0.207,-4.291,-2.886,-1.659,0.0,-1.072,-1.033,0.103,-2.344,-0.006,0.858,-2.061,-0.629,0.232,0.665
1.607,-0.209,4.886,-1.403,0.64,-3.076,0.443,-3.57,-0.924,-1.364,0.0,-1.69,-2.017,0.216,-4.003,-0.02,0.422,-3.142,-0.939,0.167,0.475
1.555,-0.289,5.488,-1.212,0.393,-2.74,0.422,-3.931,-1.256,-1.28,0.0,-1.671,-1.549,-0.041,-4.622,0.052,0.229,-2.762,-0.78,-0.058,0.141
1.734,-0.268,4.328,-1.115,0.409,-2.724,0.44,-3.424,-2.193,-1.325,0.0,-1.487,-0.458,0.477,-3.807,0.124,0.854,-1.845,-0.142,0.165,0.507
1.564,0.168,3.756,-1.333,0.489,-2.902,0.539,-3.367,-1.681,-1.259,0.0,-1.422,-0.945,0.291,-2.929,0.014,0.682,-2.339,-0.68,0.011,0.397
1.643,-0.289,4.679,-1.281,0.617,-2.928,0.123,-3.796,-1.804,-1.382,0.0,-1.721,-0.591,0.06,-3.906,0.04,0.634,-1.816,-0.011,0.058,0.362
1.277,-0.093,3.198,-1.815,0.506,-2.781,0.312,-3.932,-2.993,-1.311,0.0,-0.728,-0.626,0.148,-1.781,0.068,0.398,-2.045,-0.383,0.137,-0.205
1.624,-0.007,4.83,-1.231,0.276,-2.673,0.365,-3.556,-2.581,-1.502,0.0,-1.696,0.021,0.029,-4.049,-0.008,1.18,-1.508,0.254,0.002,0.82
1.639,-0.087,4.382,-1.368,0.619,-2.765,0.421,-3.703,-1.393,-1.502,0.0,-1.527,-1.712,0.145,-3.82,0.073,0.65,-3.043,-1.057,0.018,0.596
1.617,0.337,4.171,-1.513,0.586,-2.884,0.331,-4.341,-1.911,-1.407,0.0,-1.225,-1.767,-0.005,-3.236,0.21,0.794,-3.499,-1.389,0.064,0.812
1.311,-0.269,3.763,-1.472,0.479,-2.82,0.605,-3.214,-2.206,-1.495,0.0,-1.258,-0.6,0.389,-3.231,0.103,1.196,-1.963,0.05,0.283,1.022
1.515,0.268,3.728,-1.473,0.524,-3.155,0.273,-4.149,-3.568,-1.403,0.0,-0.917,-0.283,0.039,-2.346,0.109,0.512,-2.187,-0.584,0.171,0.096
1.608,-0.316,4.463,-1.395,0.512,-3.064,0.479,-3.481,-1.421,-1.399,0.0,-1.571,-1.81,0.122,-3.719,-0.001,0.427,-3.027,-0.859,0.071,0.764
1.612,0.225,4.724,-0.878,0.462,-2.9,0.351,-3.789,-2.004,-1.442,0.0,-1.45,-1.094,0.39,-4.129,0.208,1.154,-2.757,-0.83,0.166,0.771
1.5,-0.302,4.39,-1.758,0.504,-2.988,0.515,-4.428,-2.554,-1.537,0.0,-1.413,-1.245,0.234,-3.72,0.128,1.115,-2.371,-0.435,0.272,0.997
1.7,-0.143,4.783,-1.277,0.455,-2.943,0.344,-4.03,-3.103,-1.393,0.0,-1.413,-0.319,0.253,-3.828,0.113,0.809,-1.842,-0.137,-0.051,0.532
1.502,-0.32,4.507,-1.575,0.519,-2.929,0.562,-4.114,-2.06,-1.452,0.0,-1.577,-1.02,0.031,-3.585,0.045,0.427,-2.173,-0.368,0.082,0.322
1.597,-0.268,4.317,-1.623,0.676,-3.16,0.573,-3.794,-2.617,-1.482,0.0,-1.434,-0.555,0.156,-3.279,0.043,0.789,-1.993,-0.277,0.084,0.357
1.432,0.213,4.238,-1.299,0.792,-2.695,0.377,-4.143,-1.313,-1.104,0.0,-1.451,-1.817,0.332,-3.729,0.395,0.818,-3.706,-1.174,0.227,1.013
1.592,-0.256,4.343,-1.793,0.445,-3.404,0.302,-4.335,-3.683,-1.585,0.0,-1.336,0.323,-0.188,-2.984,-0.027,1.16,-1.15,0.506,0.196,0.72
1.243,-0.131,3.943,-1.737,0.349,-2.678,0.414,-4.002,-2.513,-1.176,0.0,-1.176,-0.91,0.03,-3.18,0.032,0.751,-2.302,-0.632,0.204,0.55
1.505,0.165,4.386,-1.058,0.367,-2.734,0.385,-3.947,-3.377,-1.284,0.0,-1.505,0.469,0.202,-3.653,0.166,1.092,-1.569,0.333,0.084,0.545
1.466,0.138,4.129,-1.306,0.583,-2.828,0.286,-4.042,-2.962,-1.374,0.0,-1.479,-0.203,0.155,-3.576,0.145,1.03,-2.057,-0.224,0.209,0.8
1.761,0.353,4.289,-1.279,0.427,-2.906,0.455,-3.764,-2.241,-1.471,0.0,-1.386,-1.003,-0.075,-3.323,0.164,0.653,-3.066,-0.965,0.155,0.173
1.446,-0.227,5.45,-0.949,0.41,-2.557,0.562,-3.592,-0.924,-1.219,0.0,-1.816,-1.763,0.077,-4.638,-0.002,0.551,-2.922,-0.742,0.023,0.839
1.456,-0.178,4.676,-1.55,0.644,-2.893,0.48,-4.324,-2.282,-1.218,0.0,-1.57,-1.304,-0.073,-3.915,0.019,0.65,-2.675,-0.775,0.003,0.71
0.991,-0.266,4.085,-1.47,0.525,-2.361,0.359,-3.703,-1.045,-1.12,0.0,-1.509,-1.866,0.289,-3.81,0.025,1.169,-2.814,-1.103,-0.033,1.24
1.424,-0.291,3.165,-1.969,0.399,-2.849,0.358,-4.084,-2.519,-1.127,0.0,-0.955,-1.05,-0.014,-1.826,-0.079,0.956,-2.236,-0.315,-0.082,0.885
1.521,0.102,5.08,-0.897,0.599,-3.17,0.512,-3.822,-1.846,-1.369,0.0,-1.797,-0.91,0.093,-4.726,0.302,1.119,-2.695,-0.771,-0.027,0.744
1.566,0.351,4.348,-1.237,0.82,-2.995,0.169,-3.337,-1.037,-1.124,0.0,-1.381,-1.438,0.398,-3.561,0.312,0.937,-3.059,-1.171,-0.078,0.838
1.433,-0.144,4.284,-1.351,0.351,-3.066,0.532,-3.475,-1.467,-1.439,0.0,-1.625,-1.499,0.181,-3.619,0.017,0.997,-2.772,-1.019,-0.032,0.945
1.321,-0.048,3.441,-1.839,0.574,-2.762,0.269,-4.058,-2.352,-1.345,0.0,-0.882,-1.464,0.352,-2.57,0.222,0.335,-2.917,-0.788,0.227,0.141
1.514,0.363,4.514,-1.347,0.269,-2.764,0.455,-3.391,-1.425,-1.315,0.0,-1.429,-1.595,0.127,-3.201,-0.004,0.459,-3.156,-1.23,0.238,0.175
1.548,-0.243,3.641,-1.78,0.114,-2.91,0.318,-4.101,-3.312,-1.591,0.0,-1.062,-0.574,-0.232,-2.234,-0.13,0.9,-1.717,-0.132,0.176,0.803
1.634,-0.255,4.717,-1.649,0.4,-2.704,0.396,-4.083,-2.488,-1.264,0.0,-1.392,-1.068,-0.012,-3.785,0.049,0.621,-2.459,-0.231,0.071,0.447
1.506,-0.016,4.109,-1.712,0.136,-2.936,0.536,-4.416,-3.419,-1.379,0.0,-1.091,-0.621,-0.008,-2.67,-0.13,0.656,-2.274,-0.432,-0.027,0.498
1.599,-0.279,3.95,-1.786,0.358,-3.016,0.392,-3.956,-1.956,-1.599,0.0,-1.158,-1.943,-0.019,-2.805,-0.054,0.365,-2.786,-1.093,0.21,0.494
1.637,-0.188,3.869,-1.643,0.378,-2.755,0.375,-3.626,-2.374,-1.228,0.0,-1.358,-0.842,-0.067,-2.825,-0.028,0.582,-2.257,-0.309,-0.065,0.106
1.546,-0.179,4.772,-1.162,0.451,-2.92,0.659,-3.307,-0.913,-1.32,0.0,-1.783,-1.742,0.233,-4.01,0.041,0.914,-3.043,-0.863,-0.05,0.767
1.553,-0.113,4.855,-0.989,0.608,-3.007,0.247,-3.377,-0.869,-1.33,0.0,-1.701,-1.944,0.104,-4.038,0.184,0.295,-3.098,-1.243,-0.03,0.476
1.685,-0.052,5.16,-1.051,0.403,-2.999,0.528,-3.841,-1.529,-1.246,0.0,-1.778,-1.239,-0.031,-4.541,0.045,0.891,-2.768,-0.695,0.161,0.814
1.564,-0.322,3.835,-2.099,0.423,-2.783,0.467,-4.412,-3.509,-1.383,0.0,-0.968,-0.539,-0.01,-2.98,0.025,0.935,-2.139,0.011,0.102,0.738
1.364,-0.303,4.297,-1.265,0.364,-2.946,0.479,-3.632,-1.693,-1.522,0.0,-1.748,-0.803,0.246,-3.99,0.139,1.323,-2.05,-0.267,0.186,1.173
1.408,0.093,4.078,-0.852,0.693,-2.77,0.339,-3.305,-2.562,-1.012,0.0,-1.554,0.287,0.435,-3.646,0.352,1.1,-1.612,0.329,0.151,0.5
1.469,0.445,4.541,-0.688,0.529,-2.846,0.28,-3.159,-1.22,-1.302,0.0,-1.573,-1.321,0.171,-3.942,0.223,0.647,-3.05,-1.324,0.262,0.261
1.434,-0.156,4.607,-1.325,0.858,-3.045,0.507,-3.899,-2.493,-1.426,0.0,-1.587,-0.551,0.262,-4.039,0.212,1.09,-2.156,-0.507,0.139,0.86
1.341,-0.273,4.349,-1.448,0.159,-2.908,0.7,-3.651,-2.112,-1.289,0.0,-1.322,-0.835,0.326,-3.403,-0.017,0.564,-2.152,-0.274,0.182,0.562
1.54,-0.225,3.974,-1.608,0.412,-2.772,0.376,-3.931,-1.367,-1.346,0.0,-1.495,-1.673,0.0,-3.328,0.006,0.742,-2.794,-0.847,0.109,0.681
1.318,0.038,3.764,-1.288,0.608,-3.164,0.472,-3.778,-3.072,-1.417,0.0,-1.447,-0.103,0.2,-3.169,0.155,1.523,-2.002,0.198,0.199,1.21
1.594,0.108,3.675,-1.568,0.652,-2.588,0.413,-4.155,-2.728,-1.029,0.0,-0.954,-0.949,0.093,-2.887,0.17,0.575,-2.661,-0.672,0.178,0.179
1.515,0.082,5.217,-0.835,0.669,-3.305,0.604,-4.114,-2.396,-1.373,0.0,-1.78,-0.615,0.17,-4.48,0.096,1.266,-2.26,-0.54,0.051,1.454
1.537,0.251,3.596,-1.7,0.434,-3.016,0.354,-4.32,-3.276,-1.646,0.0,-0.936,-0.723,0.137,-2.468,0.191,0.903,-2.455,-0.798,-0.008,0.586
1.452,0.075,4.378,-1.527,0.619,-3.248,0.377,-4.488,-2.5,-1.438,0.0,-1.17,-1.497,0.059,-3.292,0.3,0.523,-3.434,-1.002,0.246,0.212
1.713,-0.28,5.162,-1.051,0.412,-3.128,0.584,-3.749,-2.367,-1.48,0.0,-1.475,-0.784,0.19,-4.072,0.102,0.422,-2.295,-0.277,0.263,0.144
1.587,-0.278,4.215,-1.493,0.337,-2.921,0.431,-3.33,-2.091,-1.544,0.0,-1.422,-0.764,0.166,-3.108,-0.038,1.01,-1.97,-0.26,0.013,0.674
1.812,-0.135,4.133,-1.071,0.531,-2.988,0.463,-3.218,-2.686,-1.41,0.0,-1.501,0.088,0.31,-3.468,0.292,1.169,-1.494,0.286,0.132,0.696
1.545,-0.027,3.948,-1.688,0.485,-3.158,0.249,-4.097,-2.802,-1.535,0.0,-1.071,-0.919,0.109,-2.655,0.103,0.561,-2.43,-0.504,0.171,0.389
1.459,0.017,3.586,-1.393,0.492,-2.528,0.267,-3.775,-2.092,-1.044,0.0,-1.159,-0.893,0.146,-3.094,0.204,0.628,-2.373,-0.622,0.13,0.471
1.379,-0.099,4.221,-1.462,0.44,-2.443,0.456,-4.067,-1.829,-1.212,0.0,-1.382,-1.519,-0.202,-3.521,0.003,1.128,-3.004,-0.891,0.126,1.251
1.641,-0.327,3.837,-1.69,0.33,-2.659,0.496,-4.086,-3.621,-1.189,0.0,-1.062,0.123,0.239,-2.761,0.089,0.854,-1.292,0.473,0.001,0.4
1.486,-0.12,4.196,-1.22,0.61,-2.886,0.557,-3.656,-0.767,-1.29,0.0,-1.612,-2.252,0.279,-3.765,0.162,0.831,-3.366,-1.172,0.15,1.013
1.464,-0.116,3.669,-1.752,0.434,-3.317,0.215,-4.695,-2.528,-1.677,0.0,-1.056,-1.649,-0.108,-2.263,-0.026,0.82,-3.001,-1.101,0.149,0.9
1.346,0.099,4.241,-1.151,0.47,-3.256,0.351,-3.832,-1.891,-1.263,0.0,-1.518,-0.926,0.08,-3.64,0.31,1.025,-2.519,-0.836,0.139,0.85
1.667,0.073,4.497,-0.888,0.396,-2.995,0.347,-3.571,-2.094,-1.522,0.0,-1.572,-0.661,0.064,-3.842,0.107,1.315,-2.174,-0.704,0.356,1.03
1.544,-0.029,3.954,-1.709,0.701,-2.934,0.448,-4.045,-1.601,-1.252,0.0,-1.583,-1.751,0.408,-3.178,0.132,0.519,-3.166,-1.052,0.187,0.525
1.608,-0.306,4.265,-1.555,0.51,-2.487,0.578,-3.923,-1.188,-0.987,0.0,-1.583,-1.646,0.198,-4.119,0.252,0.582,-2.932,-0.764,0.297,0.616
1.495,0.307,5.179,-0.666,0.656,-2.873,0.364,-4.012,-2.037,-1.26,0.0,-1.636,-1.007,0.06,-4.735,0.236,1.099,-2.949,-1.116,0.082,0.856
1.51,0.077,4.751,-0.682,0.346,-2.749,0.246,-3.571,-2.181,-1.053,0.0,-1.434,-0.56,0.199,-3.99,0.053,1.079,-2.168,-0.391,-0.146,0.608
1.585,-0.081,5.279,-1.204,0.537,-3.257,0.7,-4.128,-2.163,-1.423,0.0,-1.774,-1.092,-0.112,-4.237,-0.011,0.603,-2.63,-0.543,0.011,0.636
1.537,-0.013,3.83,-1.582,0.377,-3.284,0.274,-4.244,-3.365,-1.588,0.0,-1.293,-0.295,0.133,-2.982,0.115,1.533,-1.868,0.037,-0.007,1.318
1.331,0.095,4.321,-1.133,0.53,-2.775,0.577,-3.987,-2.241,-1.374,0.0,-1.503,-0.957,0.126,-3.845,0.116,1.487,-2.601,-0.774,0.081,1.28
1.527,0.262,4.583,-1.05,0.442,-2.95,0.37,-3.713,-1.225,-1.558,0.0,-1.766,-1.456,0.249,-3.765,0.027,0.992,-2.952,-0.973,0.165,1.101
1.501,-0.073,3.988,-1.448,0.471,-3.026,0.479,-3.106,-2.313,-1.471,0.0,-1.274,-0.246,0.365,-2.816,0.054,0.802,-1.686,-0.166,0.251,0.359
1.304,-0.056,4.382,-1.191,0.619,-2.537,0.427,-3.829,-2.379,-1.363,0.0,-1.665,-0.504,0.111,-4.114,0.054,1.163,-2.059,-0.275,0.188,0.919
1.478,-0.213,4.559,-1.307,0.528,-2.729,0.367,-3.868,-1.697,-1.497,0.0,-1.553,-1.355,0.261,-4.285,0.31,1.235,-2.579,-0.614,0.202,1.055
1.36,-0.042,3.921,-1.287,0.25,-2.971,0.216,-3.222,-1.99,-1.317,0.0,-1.291,-0.734,0.147,-2.917,0.033,0.727,-2.014,-0.524,0.074,0.529
1.418,-0.236,3.865,-1.695,0.429,-3.037,0.47,-4.357,-2.507,-1.523,0.0,-1.365,-1.399,-0.137,-3.196,-0.025,1.133,-2.754,-0.76,0.081,1.201
1.565,-0.307,4.409,-1.268,0.505,-2.878,0.31,-3.226,-1.594,-1.274,0.0,-1.766,-0.834,0.247,-3.92,0.001,0.921,-1.731,-0.31,0.127,0.922
1.476,0.076,3.647,-1.855,0.694,-2.633,0.326,-4.088,-2.616,-1.384,0.0,-1.144,-1.25,0.228,-2.948,0.447,0.655,-2.94,-0.767,0.03,0.394
1.602,-0.309,4.726,-1.271,0.439,-3.12,0.501,-3.795,-2.914,-1.617,0.0,-1.635,-0.056,0.325,-3.871,0.07,1.187,-1.493,0.363,0.092,0.608
1.45,0.254,3.976,-1.133,0.588,-2.905,0.735,-4.011,-2.049,-1.491,0.0,-1.503,-1.291,0.154,-3.704,0.272,1.0,-3.24,-1.271,0.155,0.842
1.496,-0.244,4.112,-1.84,0.376,-2.87,0.282,-4.543,-3.112,-1.4,0.0,-1.023,-0.928,0.07,-2.528,-0.041,0.536,-2.319,-0.311,0.123,0.104
1.496,-0.294,4.575,-1.627,0.214,-3.135,0.418,-3.831,-1.561,-1.485,0.0,-1.519,-1.684,0.24,-3.777,-0.069,0.748,-2.628,-0.929,0.061,0.81
1.552,0.344,4.444,-1.117,0.397,-2.965,0.453,-3.813,-2.292,-1.428,0.0,-1.537,-0.886,0.174,-3.539,0.066,0.608,-2.742,-0.998,0.222,0.411
1.711,-0.174,3.426,-1.732,0.333,-2.812,0.223,-4.467,-3.1,-1.46,0.0,-0.819,-0.909,0.054,-2.207,0.09,0.853,-2.132,-0.479,0.153,0.575
1.591,-0.232,4.674,-1.482,0.46,-2.904,0.257,-4.0,-2.168,-1.385,0.0,-1.576,-0.863,0.201,-3.621,-0.1,0.78,-2.137,-0.478,0.188,0.785
1.196,0.141,4.369,-1.117,0.476,-2.878,0.54,-3.453,-2.077,-1.421,0.0,-1.5,-0.905,0.064,-3.56,0.042,0.769,-2.717,-0.902,0.056,0.485
1.215,-0.168,3.881,-1.352,0.45,-3.215,0.498,-4.245,-3.942,-1.351,0.0,-1.516,0.799,0.238,-2.869,0.015,1.136,-0.906,0.777,-0.038,0.647
1.503,0.036,4.784,-1.119,0.588,-3.01,0.547,-4.055,-2.251,-1.395,0.0,-1.657,-0.973,0.107,-4.257,0.222,1.001,-2.576,-0.786,-0.113,0.827
1.62,0.181,4.76,-1.189,0.626,-3.017,0.424,-4.182,-3.013,-1.34,0.0,-1.391,-0.187,0.284,-3.975,0.241,1.139,-2.203,-0.143,0.046,0.731
1.258,-0.119,4.222,-1.164,0.24,-2.604,0.434,-3.546,-1.83,-1.138,0.0,-1.687,-0.468,0.118,-3.814,0.01,1.341,-1.902,-0.3,0.06,1.259
