Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
450,0.399,-0.567,1.535,-0.131,0.594,0.43,-0.282,0.958,3.685,-0.014,0.219,1.141,0.723,-0.554,0.696,2.38,0.0,0.682,-1.326,-1.097,0.463
451,0.443,-0.555,1.463,-0.108,0.599,0.41,-0.567,0.879,3.682,-0.305,0.248,0.93,0.759,-0.524,0.569,2.321,0.0,0.811,-1.125,-1.114,0.473
452,0.444,-0.476,1.107,-0.185,0.662,0.867,0.05,0.906,3.066,0.239,0.168,0.843,0.888,-0.495,0.732,1.703,0.0,0.479,-0.66,-0.89,0.044
453,0.198,-0.525,1.526,-0.146,0.765,0.78,0.151,0.995,4.311,0.122,0.241,1.071,0.901,-0.817,0.583,2.682,0.0,0.487,-0.394,-1.149,-0.065
454,0.312,-0.543,1.42,-0.208,0.589,0.743,0.113,1.092,3.95,0.115,0.107,0.91,0.917,-0.56,0.53,2.589,0.0,0.555,-0.833,-0.998,0.18
455,0.391,-0.503,1.337,-0.226,0.871,0.736,-0.088,1.03,4.038,0.032,0.329,0.831,0.728,-0.544,0.807,2.207,0.0,0.551,-0.723,-1.156,0.26
456,0.168,-0.579,1.336,-0.194,0.571,0.64,-0.226,0.965,3.854,0.015,0.335,0.82,0.776,-0.243,0.637,2.08,0.0,0.538,-0.794,-1.241,0.416
457,0.337,-0.474,1.107,-0.111,0.824,0.628,-0.741,1.069,3.351,-0.066,0.126,1.265,0.838,-0.242,0.857,1.945,0.0,0.454,-0.889,-0.815,0.689
458,0.22,-0.345,1.447,-0.111,0.29,0.708,-0.1,0.984,3.591,0.119,0.243,1.063,0.887,-0.289,0.635,2.727,0.0,0.595,-1.627,-0.941,0.428
459,0.016,-0.266,1.342,0.005,0.534,0.359,-0.074,0.698,3.618,0.114,0.319,0.564,0.784,-0.371,0.769,2.473,0.0,0.754,-0.952,-1.015,0.087
460,-0.138,-0.443,1.168,0.007,0.547,0.651,-0.052,0.8,3.656,0.094,0.37,0.785,0.819,-0.646,0.562,2.5,0.0,0.412,-0.99,-0.903,0.1
461,-0.046,-0.285,1.361,-0.116,0.541,0.714,-0.344,0.869,3.792,-0.035,0.321,0.845,0.665,-0.079,0.548,2.429,0.0,0.461,-0.978,-1.219,0.232
462,0.844,-0.591,1.477,-0.119,0.878,0.598,0.055,1.284,3.809,0.008,0.078,1.174,0.816,-1.095,0.744,2.18,0.0,0.549,-0.619,-1.079,0.033
463,0.295,-0.481,1.531,-0.016,0.81,0.616,0.012,0.889,3.979,0.031,0.362,0.799,0.758,-0.317,0.662,2.371,0.0,0.582,-0.703,-1.125,0.113
464,0.031,-0.646,1.409,0.062,0.647,0.664,-0.225,0.876,3.919,0.182,0.125,0.753,0.687,-0.339,0.673,2.46,0.0,0.584,-1.004,-1.193,0.263
465,0.628,-0.517,1.025,-0.09,0.465,0.538,-0.669,1.024,3.217,-0.016,0.295,1.254,0.516,-0.349,0.529,2.051,0.0,0.648,-1.191,-0.839,0.656
466,0.533,-0.481,1.222,0.034,0.757,0.987,-0.019,1.007,3.419,0.172,0.179,0.668,0.723,-0.566,0.795,1.896,0.0,0.484,-0.529,-1.067,0.026
467,0.405,-0.48,1.304,-0.081,0.862,0.776,-0.028,0.93,4.06,0.102,0.077,0.717,0.759,-0.471,0.755,2.328,0.0,0.53,-0.447,-1.082,0.117
468,0.436,-0.525,1.234,-0.19,0.386,0.359,-0.66,0.934,3.367,-0.273,0.356,1.294,0.662,-0.561,0.492,2.11,0.0,0.676,-1.168,-0.717,0.389
469,0.418,-0.588,1.207,-0.237,0.625,0.822,-0.561,1.061,3.508,0.07,0.155,1.344,0.756,-0.308,0.922,2.177,0.0,0.42,-1.454,-0.948,0.737
470,0.73,-0.354,1.119,-0.001,0.601,0.599,-0.061,1.177,3.174,0.151,0.129,0.72,0.875,-0.313,0.681,1.922,0.0,0.697,-0.87,-0.922,0.246
471,0.083,-0.397,1.171,-0.362,0.432,0.333,-0.555,0.761,3.507,-0.277,0.267,0.959,0.851,-0.219,0.538,2.358,0.0,0.716,-1.606,-0.818,0.693
472,0.729,-0.523,1.474,-0.056,0.741,0.539,-0.294,1.006,3.396,-0.199,-0.03,1.124,0.771,-1.053,0.725,1.922,0.0,0.609,-0.839,-0.994,0.055
473,0.325,-0.427,1.37,-0.157,0.615,0.341,0.407,0.942,3.705,0.069,0.628,0.895,0.723,-0.562,0.685,2.312,0.0,0.841,-0.677,-1.091,-0.252
474,0.381,-0.313,1.623,-0.064,0.457,0.579,0.051,0.877,3.633,0.009,0.174,0.7,0.903,-0.694,0.576,2.443,0.0,0.874,-1.249,-1.018,0.057
475,0.178,-0.318,1.173,-0.056,0.47,0.852,0.219,0.848,3.81,0.348,-0.14,0.76,0.937,-0.658,0.422,2.424,0.0,0.651,-0.913,-0.985,-0.093
476,-0.07,-0.39,1.375,-0.13,0.363,0.848,-0.54,0.94,3.555,0.048,0.19,1.186,0.69,-0.23,0.615,2.342,0.0,0.447,-1.19,-1.138,0.518
477,0.419,-0.763,1.372,-0.232,0.469,0.534,-0.638,0.856,3.289,-0.244,0.376,1.189,0.591,-0.598,0.5,2.101,0.0,0.395,-1.356,-0.822,0.706
478,0.203,-0.464,1.281,0.062,0.536,0.649,-0.182,0.833,3.181,0.172,0.067,0.711,0.627,-0.354,0.725,2.078,0.0,0.578,-1.041,-0.839,0.314
479,0.678,-0.557,1.321,-0.117,0.743,0.563,-0.058,1.145,3.639,0.11,-0.027,1.327,0.907,-0.914,0.612,2.111,0.0,0.623,-0.784,-0.988,0.041
480,0.595,-0.429,1.282,-0.048,0.563,0.419,-0.028,1.031,3.531,0.206,0.175,0.865,0.763,-0.247,0.69,1.988,0.0,0.807,-0.996,-1.187,0.229
481,0.144,-0.504,1.17,0.017,0.408,0.549,-0.386,1.05,3.519,0.009,-0.002,1.271,0.74,-0.552,0.393,2.401,0.0,0.54,-1.338,-0.896,0.578
482,0.752,-0.326,1.171,-0.225,0.596,0.643,0.172,0.871,2.323,0.166,0.629,0.937,0.527,-0.415,0.615,1.353,0.0,0.78,-0.73,-0.483,-0.108
483,0.342,-0.451,1.372,-0.128,0.515,0.521,-0.405,1.099,3.516,-0.124,0.124,1.435,0.721,-0.807,0.531,2.532,0.0,0.513,-1.609,-0.666,0.485
484,0.339,-0.437,1.553,-0.22,0.637,0.678,-0.285,0.987,3.457,-0.02,0.514,1.161,0.537,-0.419,0.646,2.036,0.0,0.358,-0.832,-0.857,0.26
485,0.29,-0.386,1.436,0.029,0.761,0.694,-0.087,0.94,4.095,0.216,0.156,0.64,0.559,-0.61,0.878,2.567,0.0,0.472,-0.621,-1.272,0.102
486,0.912,-0.585,1.099,-0.214,0.628,0.288,-0.522,1.193,3.344,-0.272,0.158,1.431,0.747,-0.454,0.727,1.792,0.0,0.845,-1.498,-0.986,0.714
487,0.288,-0.586,1.354,-0.166,0.732,0.752,-0.378,1.079,3.686,0.153,0.232,1.323,0.7,-0.578,0.683,2.407,0.0,0.51,-1.091,-0.896,0.4
488,0.464,-0.326,1.565,-0.361,0.63,0.581,-0.097,0.915,3.431,-0.058,0.501,1.013,0.582,-0.425,0.651,2.319,0.0,0.661,-0.766,-0.748,0.09
489,0.326,-0.551,1.532,-0.173,0.856,0.814,0.02,0.887,3.982,0.137,0.211,0.86,0.693,-0.58,0.858,2.29,0.0,0.561,-0.577,-1.066,0.03
490,0.493,-0.35,1.413,-0.124,0.707,0.7,-0.238,0.99,3.499,0.027,0.109,1.094,0.743,-0.341,0.609,2.014,0.0,0.575,-0.765,-1.03,0.24
491,0.359,-0.443,1.715,0.059,0.758,0.805,0.078,0.963,3.624,0.299,-0.158,0.916,0.754,-0.647,0.739,2.293,0.0,0.476,-0.697,-1.101,-0.045
492,0.547,-0.638,1.385,-0.05,0.829,0.611,-0.302,0.985,3.756,0.02,-0.129,0.967,0.807,-0.441,0.639,2.089,0.0,0.563,-0.739,-1.185,0.576
493,0.818,-0.448,1.092,-0.236,0.752,0.691,-0.047,0.995,3.151,0.097,0.237,1.023,0.462,-0.397,0.933,1.601,0.0,0.622,-0.345,-0.869,0.076
494,0.22,-0.507,1.449,0.141,0.606,0.955,-0.121,0.937,3.765,0.23,0.162,0.892,0.588,-0.567,0.659,2.302,0.0,0.418,-0.707,-0.972,0.063
495,0.774,-0.523,1.21,0.008,0.514,0.754,-0.559,1.032,3.18,-0.173,-0.078,1.047,0.879,-0.613,0.624,1.734,0.0,0.618,-1.046,-0.882,0.518
496,0.42,-0.601,1.273,-0.01,0.852,0.678,-0.236,0.926,3.722,0.126,0.028,0.982,0.749,-0.738,0.803,1.848,0.0,0.537,-0.137,-1.183,0.083
497,0.543,-0.411,1.119,-0.102,0.831,0.548,-0.333,1.185,3.585,0.133,0.173,0.872,0.761,-0.542,0.753,2.134,0.0,0.653,-0.511,-0.954,0.164
498,0.401,-0.559,1.331,-0.041,0.51,0.548,-0.351,1.037,3.509,-0.023,0.434,0.863,0.502,-0.411,0.494,2.282,0.0,0.653,-0.969,-1.095,0.35
499,0.269,-0.469,1.587,0.06,0.507,0.539,-0.21,0.919,3.622,-0.061,0.175,1.0,0.571,-0.779,0.523,2.478,0.0,0.76,-1.209,-0.916,0.4
500,-0.146,-0.531,1.508,-0.143,0.789,0.966,0.146,0.983,4.008,0.304,-0.01,0.834,1.033,-0.677,0.689,2.427,0.0,0.312,-0.448,-1.13,0.031
501,0.468,-0.439,1.443,-0.066,0.316,0.549,-0.465,1.045,3.573,-0.238,0.379,1.254,0.592,-0.493,0.555,2.32,0.0,0.506,-1.544,-1.024,0.665
502,0.594,-0.24,1.236,-0.34,0.364,0.361,-0.691,1.022,3.228,-0.234,0.877,1.134,0.494,-0.079,0.615,2.067,0.0,0.734,-1.43,-1.127,0.505
503,0.335,-0.313,1.21,0.092,0.564,0.452,-0.331,1.037,3.763,-0.131,0.227,0.899,0.625,-0.508,0.754,2.434,0.0,0.756,-1.056,-1.091,0.197
504,0.135,-0.432,1.515,-0.302,0.614,0.551,-0.384,0.936,3.775,0.097,0.604,1.077,0.625,-0.22,0.809,2.481,0.0,0.659,-1.139,-1.036,0.473
505,0.552,-0.597,1.232,-0.35,0.61,0.491,-0.375,0.976,3.223,-0.101,0.661,1.135,0.427,-0.116,0.587,1.91,0.0,0.788,-1.171,-0.864,0.589
506,0.443,-0.063,1.451,-0.288,0.405,0.358,-0.758,1.127,3.461,-0.293,0.242,1.079,0.915,-0.223,0.726,2.529,0.0,0.914,-1.669,-0.875,0.778
507,0.368,-0.462,1.374,0.07,0.889,0.83,0.384,0.992,3.876,0.223,-0.064,1.125,0.873,-1.06,0.56,2.17,0.0,0.377,-0.247,-1.172,-0.309
508,0.513,-0.497,1.53,-0.219,0.835,0.5,-0.181,1.008,4.011,0.064,0.084,1.112,0.873,-0.595,0.527,2.359,0.0,0.564,-0.632,-1.132,0.168
509,0.675,-0.174,1.316,-0.042,0.358,0.398,-0.571,1.201,3.002,-0.202,0.365,1.187,0.584,-0.443,0.696,2.186,0.0,0.537,-1.569,-0.864,0.511
510,0.192,-0.692,1.397,-0.045,0.434,0.809,-0.427,0.988,3.668,-0.045,-0.083,1.349,0.831,-1.105,0.548,2.205,0.0,0.326,-0.889,-1.069,0.282
511,0.281,-0.459,1.263,0.08,0.751,0.85,0.474,0.908,3.78,0.355,0.289,0.523,0.656,-0.424,0.434,2.112,0.0,0.615,-0.497,-1.23,-0.268
512,0.64,-0.416,1.311,-0.256,0.596,0.299,-0.515,1.167,3.126,-0.287,0.376,1.224,0.518,-0.423,0.75,2.026,0.0,0.797,-1.155,-0.86,0.569
513,0.013,-0.378,1.366,-0.082,0.341,0.71,-0.348,0.93,3.736,0.079,0.214,0.83,0.86,-0.322,0.574,2.633,0.0,0.61,-1.406,-1.018,0.526
514,0.233,-0.461,1.403,-0.047,0.659,0.594,-0.09,1.085,3.819,0.025,0.318,1.075,0.636,-0.522,0.591,2.343,0.0,0.579,-0.647,-1.159,-0.031
515,0.256,-0.484,1.302,-0.277,0.73,0.611,-0.278,1.113,3.435,0.067,0.541,0.967,0.51,-0.46,0.775,2.412,0.0,0.59,-1.274,-0.708,0.273
516,0.124,-0.567,1.694,-0.226,0.492,0.508,-0.241,1.116,3.554,0.019,0.088,1.381,0.788,-0.904,0.469,2.412,0.0,0.512,-1.063,-0.765,0.298
517,0.487,-0.45,1.275,-0.279,0.6,0.656,-0.333,1.018,2.847,0.18,0.344,0.994,0.584,-0.346,0.636,1.876,0.0,0.72,-1.179,-0.632,0.36
518,0.128,-0.267,1.077,-0.022,0.414,0.556,0.166,0.944,4.227,0.256,0.022,0.578,0.832,-0.364,0.686,2.937,0.0,0.808,-1.096,-1.216,0.108
519,0.186,-0.493,1.241,0.024,0.754,0.672,0.096,0.868,3.818,0.038,0.332,0.889,0.652,-0.522,0.777,2.159,0.0,0.534,-0.753,-1.073,0.231
520,-0.352,-0.402,1.281,-0.452,0.448,0.723,-0.11,0.594,3.966,0.12,0.363,0.984,0.757,-0.095,0.363,2.736,0.0,0.506,-1.288,-0.96,0.398
521,0.508,-0.508,1.474,0.085,0.657,0.692,-0.167,1.11,3.695,0.014,-0.061,1.011,0.808,-0.731,0.763,2.176,0.0,0.442,-1.019,-1.006,0.325
522,0.219,-0.498,1.219,-0.072,0.785,0.656,-0.197,0.778,3.34,0.041,0.24,0.772,0.979,-0.266,0.591,1.794,0.0,0.257,-0.518,-1.005,0.237
523,0.543,-0.579,1.343,0.008,0.849,0.584,-0.195,0.967,3.52,-0.031,0.132,0.915,0.564,-0.494,0.774,2.021,0.0,0.795,-0.827,-0.945,0.153
524,0.364,-0.413,1.53,-0.265,0.569,0.498,-0.112,0.828,3.475,0.008,0.257,0.881,0.74,-0.555,0.586,2.191,0.0,0.592,-0.653,-0.916,0.139
525,0.123,-0.426,1.348,-0.246,0.563,0.732,-0.435,0.943,3.592,0.068,0.292,1.148,0.7,-0.339,0.717,2.302,0.0,0.351,-1.185,-1.013,0.481
526,0.54,-0.563,1.234,-0.136,0.673,0.667,0.037,0.986,3.034,0.05,0.252,0.863,0.709,-0.554,0.569,1.796,0.0,0.702,-0.747,-0.797,0.038
527,0.483,-0.613,1.478,-0.114,0.748,0.703,0.005,0.88,3.878,0.146,0.155,0.808,0.598,-0.753,0.882,2.213,0.0,0.765,-0.793,-1.225,0.233
528,0.065,-0.304,1.37,-0.083,0.573,0.648,-0.213,0.975,3.687,0.105,0.301,1.009,0.73,-0.492,0.82,2.372,0.0,0.616,-0.993,-1.096,0.328
529,0.07,-0.358,1.589,-0.117,0.742,0.741,0.142,1.042,3.987,0.183,0.059,0.856,0.933,-0.617,0.793,2.599,0.0,0.509,-0.759,-1.109,-0.046
530,0.549,-0.457,0.998,-0.025,0.633,0.377,-0.517,0.906,3.136,-0.188,0.147,0.838,0.732,-0.415,0.682,2.106,0.0,0.632,-1.247,-0.944,0.457
531,0.359,-0.44,1.188,-0.201,0.488,0.428,-0.54,0.754,2.987,-0.172,0.41,0.905,0.588,-0.091,0.51,1.84,0.0,0.455,-0.994,-0.846,0.399
532,0.558,-0.45,1.436,-0.364,0.698,0.554,-0.731,1.091,3.425,-0.199,0.408,1.277,0.605,-0.289,0.788,2.005,0.0,0.438,-1.069,-0.958,0.698
533,0.243,-0.38,1.184,-0.099,0.772,0.491,-0.457,0.945,3.447,-0.006,0.494,0.866,0.786,-0.047,0.727,2.002,0.0,0.47,-0.814,-0.886,0.529
534,0.408,-0.65,1.323,-0.28,0.666,0.429,-0.395,1.007,3.466,0.114,0.212,1.166,0.65,-0.288,0.852,1.907,0.0,0.671,-1.011,-0.986,0.391
535,0.154,-0.661,1.368,0.067,0.585,0.665,-0.206,1.037,3.873,-0.037,-0.169,1.038,0.861,-0.879,0.723,2.485,0.0,0.485,-0.814,-1.104,0.191
536,0.36,-0.625,1.594,-0.13,0.771,0.669,-0.177,0.823,3.843,0.053,0.245,0.781,0.793,-0.397,0.57,2.223,0.0,0.486,-0.552,-0.911,0.169
537,-0.06,-0.238,1.421,-0.093,0.463,0.602,-0.12,0.883,4.044,-0.01,0.212,0.682,0.938,-0.365,0.53,2.829,0.0,0.583,-1.28,-1.017,0.183
538,0.743,-0.627,1.279,-0.145,0.77,0.4,-0.46,0.971,3.443,-0.265,0.378,0.98,0.61,-0.49,0.714,1.678,0.0,0.756,-0.774,-1.149,0.417
539,0.085,-0.413,1.406,-0.107,0.409,0.551,-0.56,0.886,3.544,-0.083,0.281,0.942,0.671,-0.209,0.881,2.369,0.0,0.668,-1.583,-1.09,0.609
540,0.543,-0.358,1.191,-0.105,0.73,0.269,-0.697,1.08,3.149,-0.239,0.394,0.955,0.505,-0.222,0.823,2.034,0.0,0.91,-1.145,-0.915,0.537
541,0.218,-0.564,1.33,0.175,0.793,0.618,0.134,0.979,4.22,0.31,0.231,0.619,0.683,-0.46,0.781,2.442,0.0,0.581,-0.594,-1.134,0.149
542,-0.014,-0.17,1.106,-0.275,0.269,0.766,-0.296,0.863,3.214,0.085,0.567,1.064,0.735,-0.034,0.627,2.719,0.0,0.553,-2.045,-0.818,0.643
543,0.215,-0.379,1.238,-0.368,0.565,0.454,-0.576,1.0,3.562,-0.184,0.622,1.068,0.682,-0.197,0.776,2.383,0.0,0.533,-1.358,-1.028,0.648
544,0.689,-0.323,1.571,-0.282,0.511,0.622,-0.364,1.191,3.426,-0.143,0.391,1.056,0.698,-0.352,0.674,2.325,0.0,0.57,-1.102,-0.681,0.438
545,0.386,-0.444,1.496,-0.333,0.943,0.66,-0.257,0.97,3.95,-0.069,0.308,0.955,0.943,-0.523,0.612,2.138,0.0,0.549,-0.338,-1.204,0.248
546,0.288,-0.258,1.407,-0.197,0.677,0.622,-0.423,1.127,3.702,-0.316,0.505,1.168,0.417,-0.615,0.745,2.45,0.0,0.616,-1.25,-1.224,0.375
547,0.573,-0.403,1.118,-0.166,0.848,0.616,-0.653,1.111,3.51,0.068,0.177,0.701,0.555,0.065,0.927,1.956,0.0,0.527,-1.032,-1.02,0.776
548,0.109,-0.592,1.543,-0.089,0.66,0.641,-0.305,0.977,3.74,-0.059,-0.17,1.112,0.898,-0.667,0.631,2.498,0.0,0.541,-0.971,-0.976,0.212
549,0.264,-0.236,1.439,-0.154,0.385,0.527,-0.442,0.888,3.344,-0.163,0.192,0.972,0.8,-0.371,0.586,2.61,0.0,0.61,-1.431,-0.852,0.465
550,0.497,-0.666,1.271,-0.268,0.548,0.538,-0.387,0.855,3.629,-0.066,0.378,0.906,0.709,-0.071,0.567,2.131,0.0,0.698,-1.324,-1.092,0.645
551,0.371,-0.566,1.248,0.033,0.74,0.929,0.363,1.17,3.934,0.381,0.189,0.809,0.395,-0.795,0.654,2.306,0.0,0.404,-0.528,-1.058,-0.131
552,0.321,-0.462,1.368,-0.186,0.7,0.534,-0.531,1.163,3.512,-0.121,0.032,1.318,0.597,-0.684,0.75,2.244,0.0,0.459,-0.991,-0.987,0.391
553,0.555,-0.419,1.475,-0.124,0.581,0.483,-0.593,1.191,3.267,-0.051,0.091,1.305,0.806,-0.676,0.671,2.335,0.0,0.65,-1.357,-0.846,0.467
554,0.315,-0.295,1.248,0.083,0.562,0.598,-0.434,0.991,3.622,-0.099,0.172,0.645,0.657,-0.253,0.74,2.507,0.0,0.616,-1.369,-1.11,0.554
555,0.438,-0.509,1.42,-0.001,0.656,0.533,-0.446,0.982,3.685,-0.091,-0.01,0.903,0.865,-0.395,0.616,2.072,0.0,0.621,-0.803,-1.353,0.353
556,0.523,-0.672,1.302,-0.126,0.643,0.567,0.251,0.995,3.895,0.182,0.149,0.924,0.751,-0.648,0.558,2.046,0.0,0.751,-0.496,-1.194,-0.086
557,-0.14,-0.387,1.356,-0.151,0.553,0.61,-0.234,0.788,3.893,0.214,0.344,0.961,0.638,-0.172,0.822,2.647,0.0,0.498,-1.36,-1.152,0.41
558,0.34,-0.507,1.28,-0.218,0.656,0.593,-0.651,1.045,3.517,-0.085,0.126,1.106,0.677,-0.373,0.771,1.96,0.0,0.482,-1.128,-1.126,0.641
559,0.424,-0.466,1.459,-0.272,0.533,0.43,-0.222,1.043,3.937,-0.018,0.042,0.998,0.688,-0.42,0.626,2.431,0.0,0.659,-1.083,-1.016,0.351
560,0.587,-0.342,1.323,0.009,0.667,0.685,0.166,0.781,3.48,0.261,0.262,0.587,0.712,-0.468,0.625,1.932,0.0,0.807,-0.598,-1.053,-0.175
561,0.549,-0.193,1.227,-0.09,0.337,0.521,-0.845,0.947,2.301,-0.201,0.084,1.17,0.621,-0.478,0.558,1.555,0.0,0.687,-1.351,-0.683,0.437
562,0.139,-0.753,1.373,-0.086,0.543,0.754,-0.36,1.03,3.833,0.143,-0.065,1.138,0.838,-0.453,0.672,2.428,0.0,0.491,-1.24,-1.002,0.347
563,0.262,-0.609,1.473,-0.332,0.231,0.508,-0.472,0.998,3.062,-0.115,0.073,1.127,0.825,-0.558,0.629,2.325,0.0,0.732,-1.452,-0.602,0.516
564,0.216,-0.28,1.22,-0.229,0.629,0.579,-0.741,1.097,3.129,-0.099,0.597,1.152,0.595,-0.265,0.897,2.349,0.0,0.486,-1.415,-0.679,0.632
565,0.449,-0.288,1.286,-0.324,0.349,0.29,-0.425,0.992,3.335,-0.264,0.571,1.371,0.655,-0.314,0.696,2.444,0.0,0.69,-1.573,-0.954,0.623
566,0.383,-0.331,1.401,-0.262,0.634,0.649,-0.586,1.048,3.158,0.111,0.37,0.997,0.641,-0.259,0.602,2.058,0.0,0.448,-0.925,-0.66,0.402
567,0.143,-0.332,1.327,-0.07,0.294,0.527,-0.159,0.944,3.859,-0.02,0.263,0.9,0.734,-0.169,0.678,2.63,0.0,0.712,-1.447,-1.325,0.454
568,0.583,-0.497,1.126,-0.024,0.876,0.507,-0.049,1.0,3.588,0.076,0.094,0.927,0.679,-0.569,0.738,1.986,0.0,0.649,-0.431,-1.061,0.012
569,0.441,-0.51,1.185,-0.085,0.775,0.776,-0.152,1.081,3.449,0.222,0.28,0.613,0.647,-0.291,0.946,1.81,0.0,0.625,-0.457,-1.102,0.233
570,0.621,-0.271,1.378,-0.051,0.488,0.459,-0.444,1.226,3.6,-0.181,0.257,1.081,0.765,-0.545,0.664,2.472,0.0,0.584,-1.455,-1.126,0.48
571,-0.015,-0.379,1.676,-0.268,0.689,0.326,-0.491,0.968,3.639,-0.02,0.231,1.074,0.756,-0.459,0.876,2.481,0.0,0.499,-0.911,-0.826,0.372
572,0.24,-0.453,1.432,-0.177,0.506,0.634,0.172,0.903,3.707,0.198,0.63,0.784,0.665,-0.57,0.611,2.443,0.0,0.707,-0.711,-0.948,-0.229
573,0.437,-0.481,1.603,-0.183,0.512,0.515,-0.556,1.113,3.576,-0.255,0.254,1.442,0.583,-0.84,0.794,2.457,0.0,0.446,-1.128,-0.961,0.302
574,0.004,-0.414,1.304,0.053,0.312,0.682,-0.042,0.847,3.87,0.164,0.392,0.945,0.667,-0.442,0.624,2.708,0.0,0.599,-1.312,-0.902,0.155
575,0.234,-0.377,1.431,-0.074,0.576,0.743,-0.424,0.94,3.417,-0.112,0.042,1.102,0.684,-0.682,0.738,2.214,0.0,0.321,-1.186,-1.031,0.312
576,0.262,-0.271,1.132,0.026,0.572,0.948,0.067,0.927,3.494,0.231,0.454,0.454,0.514,-0.235,0.591,1.912,0.0,0.579,-0.527,-1.204,-0.105
577,0.287,-0.347,1.375,0.013,0.596,0.597,0.027,1.162,3.603,0.171,0.031,0.878,0.778,-0.305,0.754,2.345,0.0,0.693,-1.137,-0.984,0.285
578,0.503,-0.47,1.387,-0.165,0.464,0.757,-0.284,1.038,3.334,0.058,0.403,1.117,0.626,-0.601,0.566,2.024,0.0,0.367,-0.975,-0.919,0.164
579,0.363,-0.337,1.328,-0.267,0.698,0.481,-0.192,1.082,3.432,-0.054,0.607,0.987,0.736,-0.289,0.77,2.068,0.0,0.578,-0.672,-1.094,0.239
580,-0.086,-0.387,1.26,-0.229,0.577,1.029,0.032,1.135,3.781,0.206,0.489,1.338,0.534,-0.631,0.63,2.544,0.0,0.235,-0.849,-1.02,0.015
581,0.49,-0.588,1.357,-0.105,0.665,0.487,-0.099,0.83,3.871,0.001,0.123,0.718,0.69,-0.642,0.387,2.333,0.0,0.681,-0.502,-1.226,-0.031
582,0.044,-0.511,1.519,-0.314,0.731,0.73,0.197,0.909,3.938,0.162,0.205,0.88,0.892,-0.728,0.73,2.547,0.0,0.392,-0.612,-0.997,-0.027
583,0.167,-0.095,1.353,-0.498,0.284,0.696,-0.897,1.005,2.956,-0.044,0.501,1.468,0.791,0.126,0.689,2.339,0.0,0.477,-2.015,-0.704,0.763
584,0.233,-0.15,1.558,-0.298,0.46,0.659,-0.149,1.088,3.977,-0.027,0.278,1.235,0.884,-0.304,0.864,2.661,0.0,0.446,-1.09,-1.204,0.293
585,0.411,-0.4,1.424,-0.04,0.637,0.386,-0.552,1.043,3.6,-0.187,0.097,0.946,0.768,-0.446,0.541,2.255,0.0,0.701,-1.187,-0.942,0.587
586,0.161,-0.396,1.411,-0.025,0.563,0.441,-0.244,0.826,3.898,0.008,0.374,0.843,0.709,-0.589,0.646,2.626,0.0,0.558,-0.934,-1.086,0.155
587,0.308,-0.402,1.353,-0.153,0.762,0.671,0.138,1.062,3.409,0.248,0.156,0.954,0.607,-0.567,0.758,2.158,0.0,0.475,-0.6,-0.752,-0.039
588,0.422,-0.462,1.39,-0.214,0.708,0.831,-0.082,0.962,3.256,0.008,0.156,0.929,0.817,-0.638,0.689,1.825,0.0,0.324,-0.543,-0.997,0.125
589,0.355,-0.487,1.217,-0.07,0.653,0.641,-0.544,0.926,3.343,-0.148,0.244,0.859,0.633,-0.393,0.808,2.162,0.0,0.55,-1.264,-0.864,0.544
590,0.325,-0.475,1.427,-0.349,0.813,0.34,0.119,0.888,3.507,0.017,0.515,0.885,0.7,-0.447,0.772,2.092,0.0,0.656,-0.513,-0.903,-0.055
591,0.256,-0.382,1.315,-0.176,0.712,0.825,0.002,0.954,3.561,0.272,0.184,1.067,0.719,-0.591,0.742,2.33,0.0,0.537,-0.982,-0.916,-0.039
592,0.42,-0.559,1.252,-0.002,0.604,0.589,0.036,0.98,3.894,0.108,0.288,1.13,0.566,-0.892,0.691,2.345,0.0,0.631,-0.715,-1.268,-0.005
593,0.357,-0.568,1.63,-0.228,0.89,0.688,0.095,0.857,3.734,0.141,0.238,0.629,0.69,-0.368,0.761,2.011,0.0,0.627,-0.316,-1.191,0.006
594,0.353,-0.606,1.248,-0.064,0.631,0.751,-0.487,0.981,3.543,-0.09,0.347,0.929,0.613,-0.398,0.76,2.2,0.0,0.552,-0.958,-0.985,0.421
595,0.421,-0.623,1.28,-0.136,0.562,0.51,-0.299,1.13,3.526,-0.118,-0.06,1.116,0.956,-0.946,0.609,2.38,0.0,0.599,-1.224,-0.991,0.544
596,0.173,-0.335,1.428,0.051,0.297,0.56,0.212,0.995,3.945,0.036,0.181,1.023,0.635,-0.752,0.608,2.726,0.0,0.496,-0.919,-1.332,-0.134
597,0.459,-0.557,0.921,-0.143,0.786,0.795,0.064,1.015,3.634,0.206,0.496,0.743,0.556,-0.365,0.58,2.13,0.0,0.538,-0.747,-1.068,0.216
598,0.56,-0.511,1.267,-0.104,0.646,0.22,0.128,1.002,3.671,0.063,0.159,0.951,0.514,-0.938,0.755,2.433,0.0,1.016,-0.856,-1.022,-0.08
599,0.306,-0.271,0.979,0.115,0.193,0.579,-0.675,0.966,3.327,-0.049,0.287,1.106,0.616,-0.29,0.566,2.399,0.0,0.66,-2.009,-0.974,0.643
