Unnamed: 0,x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
443,1.781,-0.675,-4.283,0.0,0.699,0.756,0.374,2.802,0.716,-3.859,-0.784,2.22,4.52,1.432,1.723,-1.884,-0.451,1.222,-3.9,1.202,0.031
444,1.509,-0.718,-3.398,0.0,0.693,0.725,0.69,2.459,0.846,-3.573,-0.575,2.123,4.652,1.303,1.692,-1.477,-0.658,1.258,-3.701,1.179,-0.068
445,1.757,-0.697,-5.209,0.0,0.891,0.919,0.904,2.872,-0.26,-4.089,-0.569,1.864,4.088,1.295,1.713,-1.416,0.19,1.214,-4.433,1.162,-0.155
446,1.511,-0.65,-3.241,0.0,0.496,0.692,0.623,2.802,0.997,-3.821,-0.795,2.066,4.792,1.398,1.855,-1.758,-0.512,1.409,-4.008,1.08,-0.026
447,1.676,-0.666,-3.376,0.0,0.53,0.716,0.581,2.399,0.923,-3.314,-0.675,1.937,4.422,1.018,1.913,-1.553,-0.61,1.244,-3.658,0.957,-0.168
448,1.696,-0.606,-4.103,0.0,0.667,1.228,0.494,3.04,0.148,-4.272,-0.958,2.181,4.622,1.447,1.56,-1.629,-0.227,0.988,-4.406,1.074,-0.02
449,1.32,-0.702,-3.313,0.0,0.623,0.947,0.645,2.723,0.719,-3.777,-0.807,2.087,4.527,1.41,1.604,-1.684,-0.449,0.999,-4.02,0.981,0.022
450,1.869,-0.653,-4.658,0.0,0.726,0.998,0.391,2.819,0.716,-3.778,-0.979,1.871,4.734,1.402,1.656,-1.46,-0.424,1.284,-4.143,0.979,-0.162
451,1.489,-0.738,-3.479,0.0,0.711,0.842,0.468,2.492,0.144,-3.543,-0.705,1.727,3.633,1.332,1.669,-1.51,-0.229,1.176,-3.719,0.913,0.062
452,1.879,-0.642,-4.36,0.0,0.626,0.846,0.544,2.817,0.911,-4.052,-0.814,2.279,4.979,1.362,1.703,-1.522,-0.551,1.237,-4.022,1.106,-0.025
453,1.704,-0.743,-3.481,0.0,0.791,0.786,0.568,2.455,-0.199,-3.642,-0.636,1.828,3.586,1.169,1.547,-1.489,0.174,1.142,-3.982,1.046,-0.131
454,1.909,-0.642,-4.175,0.0,0.858,0.815,0.735,2.887,0.93,-4.0,-0.729,2.241,4.799,1.378,1.714,-1.601,-0.471,1.362,-4.317,1.092,-0.088
455,2.001,-0.82,-4.829,0.0,0.778,0.628,0.531,2.58,0.767,-3.862,-1.18,2.269,4.637,1.195,1.601,-1.419,-0.558,1.346,-4.524,1.351,-0.219
456,1.87,-0.745,-4.295,0.0,0.777,0.829,0.64,2.537,0.955,-3.756,-1.067,1.998,4.752,1.301,1.457,-1.441,-0.555,1.337,-4.49,0.852,-0.322
457,1.821,-0.595,-4.069,0.0,0.75,0.899,0.533,2.678,0.231,-3.821,-0.787,1.788,4.166,1.171,1.85,-1.699,-0.179,1.488,-3.763,0.94,-0.071
458,1.846,-0.82,-4.745,0.0,0.638,0.888,0.695,2.849,0.141,-3.887,-0.91,1.985,4.262,1.081,1.867,-1.58,-0.241,1.37,-4.061,1.073,-0.119
459,1.818,-0.522,-5.155,0.0,0.81,0.623,0.546,2.902,0.346,-3.98,-0.626,2.13,4.26,1.305,1.883,-1.62,-0.159,1.348,-4.274,1.189,-0.198
460,1.434,-0.469,-3.242,0.0,0.555,0.553,0.565,3.27,0.73,-4.136,-0.876,2.746,4.755,1.219,1.618,-1.704,-0.549,1.386,-4.44,1.327,-0.204
461,1.538,-0.552,-4.022,0.0,0.848,0.961,0.802,2.613,0.354,-3.483,-0.671,1.588,3.913,1.369,1.627,-1.465,-0.133,0.971,-3.699,0.675,0.086
462,1.406,-0.814,-3.41,0.0,0.651,0.963,0.414,2.8,0.224,-4.098,-0.992,2.134,4.408,1.342,1.425,-1.592,-0.235,1.038,-4.337,1.155,-0.033
463,1.769,-0.667,-4.489,0.0,0.864,1.08,0.693,2.652,0.68,-3.708,-0.72,1.629,4.421,1.377,1.537,-1.707,-0.463,1.233,-3.945,0.585,-0.011
464,1.669,-0.645,-4.459,0.0,0.828,0.867,0.595,2.728,0.233,-3.772,-0.659,1.972,4.302,1.189,1.723,-1.718,-0.133,1.043,-3.811,0.892,-0.137
465,1.726,-0.834,-4.134,0.0,0.677,0.71,0.81,2.737,1.343,-4.054,-1.139,2.524,5.219,1.293,1.658,-1.456,-0.823,1.156,-4.402,1.091,-0.062
466,1.686,-0.498,-3.89,0.0,0.737,0.882,0.319,2.649,0.676,-3.627,-0.757,1.771,4.225,1.35,1.66,-1.513,-0.442,1.22,-3.796,0.913,-0.12
467,1.586,-0.689,-3.832,0.0,0.678,0.699,0.527,2.591,0.793,-3.423,-0.701,2.141,4.248,1.336,1.318,-1.526,-0.651,1.135,-3.572,1.114,-0.081
468,1.819,-0.644,-4.367,0.0,0.784,0.843,0.837,2.656,0.007,-3.631,-0.57,1.933,3.689,1.287,1.684,-1.554,0.097,1.103,-3.789,1.08,0.015
469,1.561,-0.618,-3.43,0.0,0.549,0.757,0.491,2.715,0.678,-3.865,-0.904,1.982,4.755,1.34,1.479,-1.501,-0.427,1.275,-4.148,1.089,-0.189
470,1.833,-0.812,-3.128,0.0,0.59,0.836,0.932,2.699,1.209,-4.125,-0.652,2.26,5.408,1.403,1.796,-1.416,-0.543,1.246,-4.061,1.145,0.034
471,1.702,-0.892,-4.177,0.0,0.952,0.837,0.91,2.284,0.848,-3.704,-0.674,1.913,4.555,1.311,1.804,-1.451,-0.375,1.133,-3.791,0.955,0.074
472,1.812,-0.654,-4.415,0.0,0.849,0.82,0.701,2.719,0.933,-3.759,-0.769,2.14,4.608,1.421,1.753,-1.415,-0.485,1.158,-4.036,0.805,-0.029
473,1.656,-0.529,-3.654,0.0,0.674,0.719,0.353,2.782,0.55,-3.773,-0.783,2.179,4.436,1.142,1.684,-1.452,-0.402,1.194,-4.075,1.048,-0.188
474,1.771,-0.65,-3.811,0.0,0.466,0.535,0.715,2.83,1.259,-4.118,-0.817,2.545,5.219,1.239,1.805,-1.517,-0.817,1.17,-4.206,1.401,0.024
475,1.638,-0.569,-3.861,0.0,0.781,1.014,0.562,3.073,0.965,-4.054,-0.611,2.454,5.157,1.346,1.667,-1.809,-0.566,1.248,-3.992,0.938,-0.044
476,1.845,-0.575,-4.693,0.0,0.762,0.648,0.478,3.05,0.788,-4.091,-0.899,2.51,4.721,1.305,1.811,-1.565,-0.593,1.134,-4.284,1.288,-0.065
477,1.553,-0.749,-3.191,0.0,0.556,0.851,0.718,3.03,0.435,-4.199,-0.901,2.556,4.68,1.136,1.619,-1.413,-0.037,1.141,-4.612,1.35,-0.081
478,1.687,-0.569,-3.635,0.0,0.802,0.769,0.535,2.612,0.491,-3.448,-0.631,1.702,4.159,1.161,1.614,-1.533,-0.157,1.172,-3.694,0.92,-0.179
479,1.345,-0.546,-3.324,0.0,0.578,0.956,0.609,3.09,0.34,-3.905,-0.72,2.148,4.22,1.438,1.595,-1.644,-0.264,1.259,-3.703,1.037,0.132
480,1.897,-0.598,-4.728,0.0,0.776,0.665,0.548,2.644,0.575,-3.426,-0.776,1.782,4.103,1.12,1.637,-1.619,-0.411,1.257,-3.724,0.853,-0.147
481,1.591,-0.569,-3.593,0.0,0.713,0.948,0.726,2.838,0.625,-3.68,-0.803,1.715,4.286,1.341,1.483,-1.417,-0.274,1.205,-3.792,0.757,0.041
482,1.613,-0.757,-3.789,0.0,0.638,0.849,0.672,3.061,0.677,-4.238,-0.853,2.404,4.728,1.481,1.827,-1.696,-0.512,1.073,-4.347,1.279,0.059
483,2.009,-0.843,-4.439,0.0,0.626,0.811,0.763,2.799,0.538,-4.25,-0.947,2.295,4.381,1.385,1.685,-1.46,-0.103,1.465,-4.316,1.376,0.143
484,1.448,-0.533,-3.287,0.0,0.546,0.95,0.694,3.126,0.752,-4.212,-0.882,2.445,4.939,1.253,1.793,-1.97,-0.677,0.979,-3.955,1.075,0.201
485,1.664,-0.614,-3.429,0.0,0.681,0.697,0.653,2.618,0.82,-3.661,-0.79,2.049,4.473,1.418,1.649,-1.278,-0.586,1.018,-3.931,1.237,0.063
486,1.772,-0.685,-3.624,0.0,0.471,0.769,0.598,2.52,0.78,-3.942,-0.998,1.954,4.821,1.345,1.765,-1.667,-0.849,1.088,-4.042,1.249,-0.113
487,1.803,-0.655,-5.174,0.0,1.068,0.783,0.725,3.068,0.955,-4.326,-0.576,2.508,5.15,1.363,1.696,-1.671,-0.361,1.176,-4.207,1.3,0.072
488,1.617,-0.666,-3.37,0.0,0.548,0.969,0.596,2.767,0.596,-4.154,-0.878,2.089,4.758,1.454,1.84,-1.593,-0.44,1.11,-3.924,1.046,-0.032
489,1.763,-0.761,-3.798,0.0,0.75,0.708,0.785,2.532,0.957,-3.922,-1.012,2.175,4.778,1.302,1.762,-1.142,-0.629,1.323,-4.234,1.073,-0.106
490,1.844,-0.712,-5.235,0.0,0.884,0.918,0.67,2.462,-0.061,-3.566,-0.649,1.504,3.678,1.008,1.665,-1.38,0.142,1.127,-4.004,0.687,-0.075
491,1.62,-0.565,-3.77,0.0,0.595,0.778,0.647,2.358,0.6,-3.506,-0.591,1.933,4.399,1.243,1.69,-1.282,-0.144,1.366,-3.848,1.027,-0.15
492,1.802,-0.667,-4.434,0.0,0.741,0.762,0.701,3.044,0.711,-4.191,-0.931,2.557,5.15,1.043,1.584,-1.551,-0.545,1.114,-4.353,1.377,-0.206
493,1.617,-0.686,-3.767,0.0,0.589,0.803,0.859,2.813,0.962,-4.027,-0.962,2.148,4.86,1.376,1.775,-1.251,-0.408,1.053,-4.546,1.229,-0.024
494,1.835,-0.557,-4.196,0.0,0.737,0.71,0.655,2.791,0.613,-3.809,-0.635,2.249,4.403,1.194,1.708,-1.649,-0.403,1.12,-3.795,1.137,0.018
495,1.853,-0.584,-4.512,0.0,0.717,0.932,0.655,2.396,0.574,-3.84,-0.803,1.754,4.609,1.308,1.874,-1.428,-0.232,1.177,-4.213,1.021,-0.077
496,1.484,-0.491,-3.315,0.0,0.622,0.758,0.325,3.343,0.112,-4.611,-0.957,2.735,4.756,1.263,1.726,-1.557,-0.293,1.247,-4.792,1.599,-0.225
497,1.69,-0.754,-3.296,0.0,0.529,0.918,0.595,2.673,0.301,-3.81,-0.595,1.952,4.378,1.246,1.781,-1.457,-0.24,1.148,-4.032,0.994,-0.15
498,1.675,-0.868,-3.75,0.0,0.577,0.719,0.747,2.685,1.123,-3.774,-0.659,2.42,4.707,1.28,1.84,-1.77,-0.534,1.322,-3.846,1.281,0.105
499,1.819,-0.675,-4.784,0.0,0.923,0.649,0.479,2.641,0.938,-3.682,-0.909,2.192,4.618,1.077,1.506,-1.472,-0.679,1.113,-4.038,1.055,-0.15
500,1.62,-0.719,-4.088,0.0,0.496,0.935,0.725,2.693,0.387,-3.824,-0.645,1.677,4.298,1.443,1.69,-1.589,-0.291,1.037,-3.839,0.791,0.043
501,1.775,-0.596,-4.866,0.0,0.744,0.667,0.806,2.896,0.997,-4.37,-0.91,2.629,5.089,1.535,1.779,-1.601,-0.379,1.16,-4.501,1.444,-0.0
502,1.535,-0.692,-3.322,0.0,0.515,0.746,0.417,2.646,0.313,-3.832,-0.745,2.298,4.357,1.316,1.665,-1.52,-0.22,1.209,-4.19,1.163,-0.096
503,1.725,-0.663,-4.253,0.0,0.706,0.898,0.607,3.115,0.574,-4.042,-0.852,2.264,4.716,1.449,1.736,-1.626,-0.349,1.318,-4.353,1.038,-0.164
504,1.566,-0.575,-4.105,0.0,0.779,1.019,0.646,2.996,0.323,-4.002,-0.836,2.372,4.645,1.421,1.648,-1.726,-0.435,1.278,-4.042,1.123,0.058
505,1.717,-0.625,-4.167,0.0,0.576,0.816,0.557,3.333,0.815,-4.537,-1.004,2.724,5.143,1.296,1.761,-1.826,-0.535,1.072,-4.675,1.422,-0.198
506,1.582,-0.696,-3.238,0.0,0.451,0.549,0.4,2.372,0.944,-3.324,-0.855,2.052,4.251,1.021,1.614,-1.446,-0.805,1.137,-3.82,1.132,-0.324
507,1.591,-0.663,-3.232,0.0,0.374,0.534,0.719,2.704,1.161,-3.773,-0.889,2.467,5.011,1.242,1.575,-1.505,-0.559,1.252,-4.246,1.285,-0.072
508,1.655,-0.583,-4.251,0.0,0.815,0.773,0.607,2.512,0.448,-3.213,-0.511,1.594,3.62,1.345,1.73,-1.403,-0.151,0.995,-3.41,0.732,-0.054
509,1.492,-0.539,-3.984,0.0,0.579,0.752,0.24,3.095,0.526,-4.112,-0.97,2.705,4.498,1.462,1.644,-1.7,-0.352,1.123,-4.19,1.478,-0.042
510,1.573,-0.75,-3.449,0.0,0.579,0.909,0.874,2.561,0.733,-3.614,-0.566,1.894,4.334,1.369,2.003,-1.44,-0.378,1.14,-3.883,0.89,0.027
511,1.749,-0.688,-4.722,0.0,0.82,0.766,0.6,2.625,0.256,-3.73,-0.779,2.226,4.192,1.241,1.818,-1.152,-0.099,1.253,-4.639,1.263,-0.404
512,1.638,-0.806,-3.623,0.0,0.644,0.848,0.576,2.84,0.174,-4.145,-0.882,2.246,4.587,1.191,1.647,-1.358,-0.043,1.267,-4.673,1.135,-0.196
513,1.643,-0.669,-3.896,0.0,0.793,0.767,0.762,2.939,1.016,-3.968,-0.631,2.419,4.929,1.362,1.782,-1.365,-0.459,1.096,-3.887,1.315,0.086
514,1.951,-0.395,-4.959,0.0,0.764,1.029,0.391,3.235,0.279,-3.967,-0.868,2.409,4.234,1.466,1.601,-1.994,-0.381,1.202,-4.198,1.005,0.004
515,1.538,-0.653,-3.59,0.0,0.555,0.774,0.601,2.657,0.875,-3.777,-0.87,2.024,4.839,1.26,1.778,-1.439,-0.3,1.119,-4.323,0.916,-0.146
516,1.561,-0.849,-3.383,0.0,0.549,0.891,0.78,2.65,0.613,-4.069,-0.527,2.409,4.608,1.255,1.86,-1.739,-0.509,1.18,-4.197,1.254,-0.16
517,1.932,-0.768,-4.963,0.0,0.734,0.797,0.659,2.309,0.403,-3.265,-0.655,1.68,3.911,1.17,1.795,-1.342,-0.434,1.464,-3.772,0.8,-0.266
518,1.816,-0.746,-3.733,0.0,0.371,0.643,0.765,2.57,1.356,-3.893,-0.92,2.383,5.327,1.317,1.703,-1.264,-0.657,1.134,-4.264,1.17,-0.195
519,1.936,-0.583,-4.637,0.0,0.749,0.573,0.543,2.863,0.683,-3.86,-0.679,2.446,4.217,1.234,1.884,-1.725,-0.612,0.988,-3.896,1.306,0.009
520,1.622,-0.73,-3.956,0.0,0.896,0.937,0.689,2.645,0.784,-3.926,-0.901,1.886,4.64,1.447,1.604,-1.584,-0.41,1.158,-3.98,0.848,-0.056
521,1.749,-0.5,-4.202,0.0,0.865,0.639,0.749,3.068,0.975,-3.643,-0.842,2.518,4.604,1.429,1.518,-1.8,-0.36,1.152,-4.553,1.275,-0.261
522,1.881,-0.554,-4.373,0.0,0.91,0.69,0.722,2.393,0.981,-3.262,-0.72,1.766,4.361,1.292,1.718,-1.441,-0.367,1.147,-3.576,0.88,-0.199
523,1.804,-0.8,-4.607,0.0,0.932,1.009,0.817,2.938,0.736,-4.13,-0.958,2.184,4.931,1.427,1.765,-1.615,-0.394,1.203,-4.414,1.031,-0.005
524,1.746,-0.79,-3.998,0.0,0.782,0.817,0.686,2.488,0.697,-3.552,-0.648,1.671,4.49,1.329,1.685,-1.184,-0.307,1.087,-3.792,0.743,0.015
525,1.467,-0.561,-3.745,0.0,0.729,0.944,0.703,2.984,0.343,-4.262,-0.814,2.298,4.668,1.385,1.67,-1.64,-0.084,1.078,-4.413,1.16,-0.086
526,1.852,-0.683,-4.764,0.0,0.579,0.856,0.734,2.893,0.002,-4.111,-0.684,2.225,3.85,1.395,1.756,-1.488,-0.033,1.029,-4.306,1.22,0.174
527,1.563,-0.644,-3.811,0.0,0.539,0.981,0.573,3.243,0.186,-4.003,-0.672,2.208,4.309,1.388,1.775,-1.934,-0.257,1.094,-3.946,0.951,0.184
528,1.616,-0.566,-3.533,0.0,0.604,0.679,0.631,2.351,0.907,-3.297,-0.665,1.989,4.232,1.27,1.546,-1.408,-0.357,1.373,-3.972,0.975,-0.29
529,1.581,-0.613,-3.618,0.0,0.466,0.353,0.664,2.97,1.291,-4.036,-0.966,2.542,5.133,1.31,1.603,-1.426,-0.571,1.192,-4.371,1.631,-0.358
530,1.564,-0.614,-4.035,0.0,0.848,0.807,0.657,3.281,0.81,-4.511,-1.064,2.725,5.097,1.408,1.675,-1.737,-0.571,1.294,-4.539,1.43,0.137
531,1.546,-0.67,-3.755,0.0,0.747,0.783,0.503,2.748,0.636,-3.875,-0.72,2.086,4.622,1.213,1.704,-1.409,-0.256,0.897,-4.121,1.037,-0.2
532,1.498,-0.523,-3.156,0.0,0.635,0.871,0.652,3.291,0.839,-4.334,-0.856,2.692,5.173,1.491,1.816,-1.807,-0.58,1.069,-4.42,1.556,-0.011
533,1.621,-0.468,-4.419,0.0,0.745,0.856,0.392,3.078,0.483,-4.075,-0.743,2.259,4.601,1.231,1.603,-1.765,-0.274,1.179,-4.009,1.04,-0.135
534,1.406,-0.748,-4.037,0.0,0.565,0.81,0.744,2.571,0.48,-3.772,-0.659,1.99,4.186,1.323,1.484,-1.576,-0.384,1.087,-3.828,1.136,0.198
535,1.391,-0.705,-3.521,0.0,0.751,0.906,0.795,3.112,0.608,-4.289,-0.81,2.658,4.995,1.407,1.714,-1.778,-0.264,1.287,-4.898,1.234,-0.233
536,1.669,-0.732,-3.976,0.0,0.557,0.6,0.848,3.14,1.264,-4.674,-0.886,2.857,5.554,1.395,1.621,-1.615,-0.651,1.286,-4.438,1.645,0.001
537,1.717,-0.577,-4.22,0.0,0.738,0.867,0.483,2.956,0.49,-4.028,-0.813,2.362,4.695,1.346,1.79,-1.701,-0.24,1.167,-4.189,1.174,-0.105
538,1.688,-0.722,-4.223,0.0,0.799,0.998,0.471,3.212,0.144,-4.411,-0.697,2.47,4.449,1.326,1.713,-2.051,-0.075,0.925,-4.152,1.265,0.021
539,1.566,-0.688,-3.807,0.0,0.909,0.612,0.69,2.637,0.763,-3.906,-0.692,2.2,4.821,1.087,1.685,-1.438,-0.399,1.173,-4.499,1.184,-0.201
540,1.631,-0.612,-4.446,0.0,0.683,0.827,0.741,2.249,0.515,-2.907,-0.607,1.528,3.73,1.364,1.628,-1.3,-0.399,1.152,-3.443,0.604,0.139
541,1.443,-0.535,-3.609,0.0,0.401,0.778,0.798,3.052,0.83,-3.896,-0.748,2.434,4.718,1.203,1.63,-1.641,-0.46,1.107,-4.102,1.136,-0.057
542,1.73,-0.689,-4.17,0.0,0.703,0.587,0.67,3.049,0.121,-4.205,-0.802,2.24,4.275,1.415,1.658,-1.662,-0.14,1.308,-4.375,1.32,-0.058
543,1.833,-0.653,-3.406,0.0,0.526,0.908,0.445,2.777,0.522,-3.638,-0.887,1.909,4.185,1.313,1.433,-1.756,-0.507,1.423,-3.768,0.941,-0.139
544,1.687,-0.752,-3.745,0.0,0.56,0.841,0.792,2.464,0.829,-3.665,-0.727,1.865,4.551,1.262,1.89,-1.389,-0.509,1.18,-4.056,0.944,-0.16
545,1.811,-0.618,-4.708,0.0,1.069,0.791,0.418,2.237,0.582,-3.317,-0.796,1.537,3.981,1.269,1.666,-1.417,-0.415,1.303,-3.901,0.675,-0.223
546,1.563,-0.701,-3.132,0.0,0.529,0.762,0.526,2.712,0.722,-3.788,-0.485,2.334,4.413,1.288,1.597,-1.788,-0.555,0.907,-3.469,1.184,0.104
547,1.665,-0.734,-5.145,0.0,0.672,0.785,0.792,2.488,0.566,-3.567,-0.601,1.757,4.238,1.121,1.673,-1.451,-0.223,1.129,-3.855,1.037,-0.04
548,1.652,-0.759,-3.896,0.0,0.855,0.96,0.853,2.719,0.395,-3.579,-0.796,1.87,3.821,1.451,1.604,-1.592,-0.01,1.06,-4.283,0.817,0.09
549,1.987,-0.821,-4.709,0.0,1.011,0.864,0.755,2.868,0.683,-4.201,-0.711,2.275,4.925,1.204,1.814,-1.561,-0.279,1.101,-4.322,1.368,-0.187
550,1.497,-0.625,-3.42,0.0,0.442,0.675,0.411,2.904,0.997,-4.179,-0.952,2.498,5.018,1.298,1.461,-1.633,-0.845,1.32,-4.417,1.288,-0.178
551,1.733,-0.722,-4.66,0.0,0.889,0.928,0.694,3.207,0.771,-4.534,-0.86,2.624,5.48,1.447,1.58,-1.509,-0.284,1.299,-4.772,1.363,-0.115
552,1.799,-0.577,-4.672,0.0,0.8,0.759,0.423,3.012,0.312,-4.02,-0.95,2.235,4.291,1.13,1.52,-1.604,-0.305,1.034,-4.37,1.059,-0.1
553,1.896,-0.809,-5.213,0.0,0.966,0.828,0.814,2.842,0.526,-3.988,-0.535,2.176,4.591,1.201,1.623,-1.632,-0.126,1.15,-3.856,1.139,0.019
554,1.9,-0.771,-4.147,0.0,0.753,0.656,0.803,3.055,0.817,-4.351,-0.727,2.536,4.957,1.186,1.723,-1.457,-0.426,1.307,-4.439,1.442,-0.032
555,1.775,-0.589,-3.457,0.0,0.483,0.892,0.848,3.086,0.667,-4.356,-0.551,2.503,4.716,1.512,1.787,-1.534,-0.158,1.196,-4.413,1.242,-0.109
556,1.451,-0.583,-3.68,0.0,0.475,0.838,0.598,2.853,0.748,-3.931,-0.928,2.303,4.999,1.159,1.521,-1.711,-0.594,1.301,-4.189,1.181,-0.137
557,1.715,-0.648,-4.114,0.0,0.585,0.839,0.36,3.269,0.089,-4.45,-0.606,2.333,4.596,1.281,1.773,-1.625,-0.16,1.171,-4.242,1.279,-0.005
558,1.431,-0.681,-3.094,0.0,0.444,0.462,0.611,2.623,1.598,-3.754,-0.785,2.359,5.144,1.198,1.591,-1.4,-0.849,1.211,-4.044,1.171,-0.169
559,1.777,-0.575,-4.556,0.0,0.583,0.66,0.623,2.628,0.411,-3.816,-0.775,1.909,4.074,1.384,1.854,-1.399,-0.162,1.127,-4.12,1.16,-0.144
560,1.669,-0.586,-4.291,0.0,0.891,0.741,0.589,2.682,0.478,-3.568,-0.807,2.068,4.201,1.102,1.645,-1.593,-0.32,1.111,-3.89,1.159,-0.067
561,1.628,-0.562,-3.758,0.0,0.539,0.71,0.416,2.704,0.692,-3.707,-0.997,2.19,4.516,1.23,1.615,-1.358,-0.581,1.255,-3.967,1.207,-0.126
562,1.92,-0.681,-4.656,0.0,0.921,0.64,0.544,2.508,0.644,-3.497,-0.565,1.798,4.105,1.22,1.715,-1.508,-0.36,1.023,-3.598,0.961,-0.005
563,1.736,-0.62,-4.272,0.0,0.623,0.865,0.495,2.44,0.493,-3.315,-0.87,1.575,4.058,1.303,1.552,-1.189,-0.298,1.199,-4.039,0.729,-0.305
564,1.64,-0.653,-3.485,0.0,0.528,0.783,0.737,2.439,0.925,-3.655,-0.817,2.007,4.715,1.096,1.618,-1.305,-0.301,1.376,-4.263,0.909,-0.199
565,1.668,-0.558,-4.126,0.0,0.699,0.465,0.503,2.868,0.924,-3.779,-0.845,2.57,4.587,1.16,1.764,-1.605,-0.579,1.146,-4.105,1.466,-0.291
566,1.767,-0.678,-4.85,0.0,0.862,0.647,0.52,2.402,0.095,-3.282,-1.077,1.447,3.549,1.195,1.615,-1.346,-0.15,1.376,-4.078,0.963,-0.232
567,1.742,-0.741,-3.203,0.0,0.44,0.716,0.788,2.894,1.151,-4.171,-0.81,2.372,5.486,1.294,1.832,-1.721,-0.677,1.238,-4.069,1.227,-0.061
568,1.622,-0.919,-4.009,0.0,0.913,0.895,0.815,2.657,0.611,-3.906,-0.515,2.098,4.664,1.382,1.74,-1.445,-0.225,1.207,-4.241,1.149,0.047
569,1.678,-0.737,-3.979,0.0,0.639,0.918,0.61,2.837,0.432,-3.908,-0.536,1.982,4.41,1.346,1.78,-1.768,-0.305,1.215,-3.891,1.011,-0.065
570,1.639,-0.782,-4.53,0.0,0.644,0.797,0.524,2.576,0.128,-3.642,-0.875,1.944,3.717,1.311,1.679,-1.728,-0.381,1.278,-4.154,1.039,-0.185
571,1.521,-0.673,-3.395,0.0,0.778,0.767,0.583,2.256,0.494,-3.235,-0.571,1.572,3.765,1.098,1.809,-1.628,-0.188,1.175,-3.615,0.873,-0.059
572,1.258,-0.417,-3.728,0.0,0.769,0.841,0.484,3.309,0.742,-4.333,-0.815,2.634,5.14,1.282,1.711,-1.715,-0.33,1.144,-4.367,1.257,-0.005
573,1.479,-0.343,-4.24,0.0,0.759,1.053,0.622,3.495,0.253,-4.645,-0.964,2.354,4.549,1.377,1.715,-1.809,-0.237,0.892,-4.411,1.204,0.277
574,1.936,-0.691,-4.395,0.0,0.551,0.668,0.573,2.572,1.264,-3.72,-0.697,2.359,4.734,1.385,1.699,-1.494,-0.822,1.257,-3.746,1.367,-0.102
575,1.614,-0.865,-4.033,0.0,0.599,0.521,0.891,2.788,1.046,-3.983,-0.87,2.244,4.984,1.191,1.705,-1.336,-0.555,1.247,-4.343,1.242,-0.129
576,1.576,-0.499,-4.287,0.0,0.638,0.895,0.599,3.212,0.883,-4.201,-0.721,2.771,5.007,1.486,1.611,-1.654,-0.636,1.163,-4.027,1.186,0.024
577,1.614,-0.789,-3.872,0.0,0.731,0.974,0.596,2.68,0.41,-3.878,-0.615,1.938,4.511,1.447,1.724,-1.487,-0.419,1.199,-3.791,1.1,0.028
578,1.556,-0.43,-3.432,0.0,0.532,0.897,0.703,3.316,0.735,-4.447,-1.11,2.825,5.046,1.609,1.575,-1.68,-0.417,1.258,-4.813,1.31,0.064
579,1.479,-0.646,-4.136,0.0,0.718,1.062,0.517,3.005,0.121,-4.427,-1.025,2.158,4.347,1.419,1.755,-1.647,-0.092,1.11,-4.436,1.156,0.195
580,1.819,-0.698,-5.829,0.0,0.761,0.877,0.631,2.581,0.448,-3.519,-0.422,1.987,3.932,1.454,1.646,-1.585,-0.132,1.061,-3.36,0.972,0.114
581,1.731,-0.396,-4.759,0.0,0.807,0.863,0.52,2.392,0.265,-3.075,-0.425,1.431,3.407,1.385,1.654,-1.658,-0.035,1.074,-3.237,0.625,-0.029
582,1.67,-0.802,-4.336,0.0,0.756,0.78,0.796,2.803,0.945,-3.887,-0.587,2.291,4.827,1.232,1.658,-1.421,-0.496,1.131,-3.988,1.01,-0.05
583,1.84,-0.543,-4.518,0.0,0.849,0.74,0.581,2.565,0.478,-3.542,-0.625,1.783,3.931,1.142,1.626,-1.335,-0.196,1.235,-3.957,1.023,-0.137
584,1.378,-0.581,-3.252,0.0,0.593,0.636,0.352,2.641,0.429,-3.592,-0.843,2.127,4.254,1.147,1.728,-1.526,-0.362,1.403,-4.094,1.17,-0.36
585,1.529,-0.399,-3.579,0.0,0.681,0.789,0.469,2.979,0.947,-3.856,-0.663,2.423,4.868,1.344,1.689,-1.69,-0.69,1.01,-3.824,1.123,-0.125
586,1.941,-0.721,-4.312,0.0,0.836,0.582,0.652,2.934,0.514,-3.978,-0.72,2.115,4.38,1.324,1.73,-1.221,-0.213,1.17,-4.127,1.164,-0.189
587,1.605,-0.723,-4.376,0.0,0.755,1.041,0.658,3.003,0.457,-4.332,-0.485,2.169,4.677,1.437,1.863,-1.812,-0.265,1.106,-3.776,1.125,0.13
588,1.508,-0.659,-3.387,0.0,0.737,0.91,0.594,2.743,0.577,-3.594,-1.083,2.058,4.286,1.419,1.554,-1.497,-0.353,1.117,-4.204,0.836,0.124
589,1.664,-0.753,-4.217,0.0,0.768,0.873,0.82,2.818,0.616,-3.986,-0.73,2.303,4.961,1.21,1.681,-1.532,-0.485,1.16,-4.083,1.183,-0.018
590,1.619,-0.584,-4.227,0.0,0.771,0.616,0.537,3.002,0.433,-3.992,-0.813,2.481,4.438,1.103,1.792,-1.472,-0.286,1.305,-4.242,1.321,-0.078
