Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
428,0.282,-1.298,0.944,-1.423,0.226,-0.609,0.002,0.285,2.149,-0.877,0.197,1.884,0.07,-1.108,3.619,1.0,0.416,-0.703,-0.421,-0.962,1.617
429,0.165,-1.94,1.066,-1.61,-0.182,-0.364,-0.359,0.701,2.323,-1.59,-0.04,1.336,-0.452,-0.981,3.576,1.0,0.608,-0.522,-0.531,-1.253,1.909
430,-0.146,-1.531,1.118,-1.632,-0.041,-0.015,-0.053,0.617,2.387,-1.24,-0.051,1.807,0.005,-1.414,3.629,1.0,0.381,-0.486,-0.399,-1.085,1.681
431,-0.031,-1.858,1.098,-1.314,-0.532,-0.092,-0.37,0.658,2.73,-1.653,-0.313,1.725,-0.317,-1.172,4.034,1.0,0.546,-0.417,-0.621,-1.327,1.89
432,0.203,-1.423,0.949,-1.32,-0.38,-0.465,-0.021,0.248,2.329,-1.039,0.178,1.665,-0.12,-1.028,3.618,1.0,0.275,-0.744,-0.286,-1.308,1.872
433,0.229,-1.647,0.947,-0.929,-0.987,0.537,-0.086,0.737,2.298,-2.343,-0.144,1.572,-0.061,-1.157,3.684,1.0,0.654,-0.378,-0.388,-1.009,1.992
434,0.297,-1.691,1.104,-1.461,0.033,-0.332,-0.161,0.633,2.365,-1.246,-0.313,1.694,-0.409,-1.225,3.508,1.0,0.424,-0.361,-0.392,-1.349,1.897
435,0.067,-1.602,1.241,-1.639,-0.056,-0.197,-0.355,0.578,2.482,-1.281,0.025,1.761,-0.217,-1.158,3.873,1.0,0.512,-0.602,-0.501,-1.54,1.973
436,0.13,-1.409,0.993,-1.38,-0.133,-0.388,-0.295,0.545,2.422,-1.418,-0.02,1.677,-0.217,-1.271,2.973,1.0,0.675,-0.682,-0.265,-0.976,1.705
437,0.433,-1.324,1.023,-1.229,-0.631,0.188,-0.207,0.75,2.203,-1.909,-0.187,1.549,-0.028,-0.889,2.605,1.0,0.548,-0.408,-0.289,-0.842,1.548
438,0.262,-1.367,1.071,-1.801,0.215,-0.304,-0.403,0.573,2.665,-1.324,-0.026,1.566,-0.224,-1.152,3.917,1.0,0.631,-0.451,-0.262,-1.247,1.841
439,-0.001,-1.595,1.004,-1.565,0.001,-0.107,-0.212,0.539,2.362,-1.28,-0.162,1.857,-0.303,-1.224,3.567,1.0,0.559,-0.473,-0.469,-1.09,1.715
440,0.093,-1.586,1.061,-1.617,-0.197,-0.628,-0.28,0.638,2.488,-1.489,0.038,1.782,-0.207,-1.216,3.917,1.0,0.458,-0.692,-0.466,-1.359,1.722
441,0.148,-1.607,1.196,-1.438,-0.156,-0.04,-0.526,0.672,2.315,-1.653,-0.174,1.495,-0.305,-1.234,2.836,1.0,0.74,-0.42,-0.384,-1.008,1.933
442,0.079,-1.597,1.035,-1.564,-0.225,-0.409,-0.371,0.705,2.525,-1.641,-0.048,1.843,-0.153,-1.253,3.864,1.0,0.659,-0.685,-0.397,-1.166,1.807
443,0.176,-1.602,1.068,-1.674,0.082,-0.022,-0.489,0.59,2.407,-1.161,-0.127,1.594,-0.187,-1.152,3.021,1.0,0.394,-0.388,-0.49,-0.952,1.816
444,0.341,-1.489,1.288,-1.122,-0.877,0.284,0.133,0.558,2.379,-2.144,-0.23,1.62,-0.371,-1.419,3.988,1.0,0.641,-0.542,-0.555,-1.263,1.896
445,0.199,-1.595,0.942,-1.531,0.108,-0.487,-0.256,0.416,2.293,-1.18,-0.177,1.927,-0.26,-1.168,3.718,1.0,0.604,-0.484,-0.436,-1.359,1.935
446,0.314,-1.896,0.984,-1.686,-0.018,-0.537,-0.303,0.638,2.308,-1.45,-0.149,1.709,-0.419,-1.212,3.904,1.0,0.668,-0.544,-0.715,-1.16,1.947
447,0.565,-1.588,0.95,-1.799,0.171,-0.554,-0.393,0.607,2.568,-1.047,-0.135,1.55,-0.1,-1.192,3.219,1.0,0.55,-0.472,-0.31,-1.202,1.73
448,0.265,-1.749,1.232,-1.246,-0.687,0.263,-0.179,0.696,2.471,-2.018,-0.206,1.858,-0.112,-1.227,3.288,1.0,0.64,-0.478,-0.777,-0.851,1.676
449,0.22,-1.499,1.22,-1.417,-0.506,-0.243,0.004,0.523,2.515,-1.523,-0.046,1.667,-0.107,-1.306,3.822,1.0,0.309,-0.695,-0.413,-1.381,1.714
450,0.283,-1.608,1.089,-1.16,-0.772,0.048,0.073,0.369,2.161,-2.078,-0.17,1.665,-0.279,-1.171,3.719,1.0,0.624,-0.759,-0.513,-1.204,1.788
451,0.312,-1.662,1.139,-1.386,-0.746,0.133,-0.077,0.678,2.561,-2.102,-0.254,1.68,-0.376,-1.327,3.954,1.0,0.669,-0.54,-0.292,-1.177,1.712
452,0.121,-1.409,0.952,-1.454,-0.12,-0.144,-0.163,0.582,2.426,-1.229,0.08,1.742,-0.014,-1.461,3.781,1.0,0.405,-0.601,-0.427,-1.158,1.86
453,0.153,-1.367,1.147,-1.241,0.126,-0.387,-0.265,0.458,2.24,-1.345,-0.025,1.684,-0.156,-1.193,3.13,1.0,0.606,-0.67,-0.417,-0.862,1.922
454,0.312,-1.931,1.122,-1.656,0.162,-0.411,-0.247,0.416,2.41,-1.071,0.03,1.653,-0.477,-1.146,3.554,1.0,0.681,-0.566,-0.508,-1.177,1.842
455,0.067,-1.425,1.022,-1.636,-0.382,-0.36,-0.314,0.488,2.492,-1.675,0.044,1.652,-0.356,-1.205,4.045,1.0,0.653,-0.471,-0.296,-1.277,1.721
456,0.07,-1.525,1.306,-1.409,0.032,-0.001,-0.244,0.616,2.193,-1.212,-0.134,1.736,-0.232,-1.231,3.763,1.0,0.447,-0.334,-0.462,-1.016,1.905
457,0.269,-1.592,1.198,-1.328,-0.582,-0.108,-0.078,0.656,2.483,-1.883,-0.127,1.585,-0.111,-1.134,3.849,1.0,0.574,-0.681,-0.313,-1.096,1.854
458,0.162,-1.529,0.995,-1.625,0.001,-0.196,-0.522,0.677,2.422,-1.439,-0.222,1.804,0.017,-1.137,3.749,1.0,0.394,-0.5,-0.351,-1.076,1.455
459,0.064,-1.653,0.933,-1.45,-0.593,0.111,-0.127,0.751,2.523,-1.998,-0.283,1.742,-0.249,-1.217,3.744,1.0,0.723,-0.479,-0.493,-1.272,2.034
460,0.257,-1.434,0.981,-1.317,-0.82,0.116,-0.093,0.704,2.502,-2.149,-0.268,1.693,-0.102,-1.262,3.626,1.0,0.401,-0.303,-0.412,-1.225,1.757
461,0.143,-1.467,1.193,-1.59,0.333,-0.565,-0.466,0.791,2.446,-1.186,0.045,1.743,-0.085,-1.172,3.524,1.0,0.48,-0.624,-0.383,-1.196,1.841
462,0.021,-1.566,1.2,-1.393,-0.781,0.237,-0.095,0.469,2.539,-1.849,-0.04,1.775,-0.023,-1.165,4.143,1.0,0.391,-0.384,-0.572,-1.124,1.735
463,0.154,-1.403,1.119,-1.684,-0.068,-0.169,-0.167,0.679,2.489,-1.433,-0.195,1.677,-0.389,-1.395,3.49,1.0,0.695,-0.525,-0.209,-1.124,1.835
464,0.091,-1.437,0.834,-1.622,0.132,-0.314,-0.224,0.518,2.315,-1.182,0.034,1.543,-0.065,-0.956,3.471,1.0,0.356,-0.61,-0.304,-1.124,1.734
465,0.256,-1.454,1.144,-1.421,0.126,-0.176,-0.274,0.699,2.354,-1.361,-0.281,1.778,-0.039,-1.301,2.988,1.0,0.593,-0.252,-0.443,-0.742,1.66
466,0.068,-1.373,1.147,-1.548,-0.158,-0.272,-0.299,0.724,2.457,-1.362,-0.304,1.627,-0.202,-1.032,3.531,1.0,0.494,-0.353,-0.32,-1.215,1.881
467,0.325,-1.689,1.079,-1.571,-0.21,-0.363,-0.355,0.493,2.568,-1.488,-0.209,1.562,-0.312,-1.271,3.901,1.0,0.703,-0.726,-0.187,-1.273,1.821
468,0.237,-1.375,1.062,-1.153,-0.65,0.34,-0.162,0.667,2.414,-2.013,-0.179,1.404,-0.382,-1.02,3.144,1.0,0.558,-0.292,-0.249,-0.989,1.705
469,-0.076,-1.434,0.991,-1.618,-0.227,-0.306,-0.253,0.632,2.536,-1.503,-0.075,1.553,-0.208,-1.056,4.032,1.0,0.518,-0.669,-0.281,-1.161,1.661
470,0.151,-1.522,0.912,-0.985,-1.009,0.365,-0.317,0.633,2.533,-2.321,-0.12,1.69,-0.107,-1.348,3.982,1.0,0.928,-0.564,-0.222,-1.033,1.767
471,0.195,-1.455,1.158,-1.485,0.106,-0.346,-0.354,0.714,2.32,-1.481,-0.07,1.54,-0.273,-1.231,3.758,1.0,0.712,-0.36,-0.56,-1.278,1.644
472,0.084,-1.606,1.007,-1.652,-0.147,-0.214,-0.352,0.823,2.291,-1.699,-0.198,1.642,-0.184,-1.213,3.99,1.0,0.661,-0.356,-0.347,-1.096,1.797
473,0.366,-1.66,1.09,-0.942,-1.286,0.505,0.278,0.621,2.538,-2.506,0.039,1.71,-0.017,-1.262,3.868,1.0,0.521,-0.532,-0.479,-1.15,1.713
474,0.211,-1.729,1.082,-1.179,-0.28,-0.18,-0.06,0.772,2.371,-1.791,-0.286,1.723,-0.255,-1.4,3.449,1.0,0.712,-0.622,-0.487,-1.082,1.722
475,0.015,-1.376,1.272,-1.005,-0.45,-0.103,-0.182,0.574,2.461,-1.614,-0.036,1.596,-0.092,-1.086,3.443,1.0,0.476,-0.399,-0.545,-1.164,1.78
476,0.198,-1.722,0.957,-1.589,0.2,-0.245,-0.456,0.669,2.393,-1.106,0.108,1.903,-0.144,-1.329,3.591,1.0,0.418,-0.61,-0.296,-0.893,1.892
477,0.181,-1.733,1.196,-0.783,-1.279,0.285,0.126,0.762,2.571,-2.617,-0.013,1.978,-0.279,-1.214,4.054,1.0,0.631,-0.469,-0.303,-1.266,1.897
478,0.036,-1.691,1.191,-1.2,-0.731,-0.182,-0.025,0.658,2.6,-2.085,-0.303,1.798,-0.413,-1.286,3.997,1.0,0.729,-0.643,-0.504,-1.204,1.903
479,0.251,-1.399,1.128,-1.223,-0.681,0.163,0.043,0.388,2.36,-1.687,0.015,1.595,-0.172,-1.078,3.879,1.0,0.673,-0.25,-0.437,-1.425,1.742
480,-0.006,-1.827,1.133,-1.664,-0.098,-0.358,-0.362,0.662,2.629,-1.428,-0.166,1.512,-0.177,-0.957,3.579,1.0,0.689,-0.36,-0.448,-1.145,1.603
481,0.271,-1.578,1.293,-1.387,-0.439,-0.215,-0.298,0.647,2.574,-1.701,-0.169,1.625,-0.273,-1.325,3.421,1.0,0.797,-0.551,-0.522,-1.138,1.856
482,0.032,-1.782,1.036,-1.626,-0.283,-0.133,-0.145,0.527,2.404,-1.627,-0.193,1.964,-0.178,-1.292,3.44,1.0,0.575,-0.577,-0.416,-1.116,1.856
483,0.022,-1.656,1.167,-1.461,-0.327,-0.431,-0.25,0.717,2.489,-1.781,-0.081,1.849,-0.324,-1.353,3.992,1.0,0.627,-0.348,-0.359,-1.395,1.779
484,0.059,-1.722,1.04,-1.58,-0.458,-0.285,-0.263,0.418,2.765,-1.842,-0.192,1.766,-0.102,-1.297,3.954,1.0,0.75,-0.624,-0.442,-1.294,1.873
485,0.241,-1.67,1.08,-1.385,-0.222,0.146,-0.403,0.865,2.424,-1.922,-0.259,1.515,-0.137,-1.302,3.612,1.0,0.663,-0.209,-0.49,-1.069,1.889
486,0.37,-1.715,1.026,-1.54,-0.224,-0.177,-0.352,0.661,2.482,-1.349,-0.219,1.662,-0.308,-1.154,3.408,1.0,0.653,-0.532,-0.498,-1.094,1.801
487,0.296,-1.439,1.15,-1.123,-0.833,0.025,0.001,0.372,2.308,-1.915,0.189,1.527,-0.349,-1.139,3.916,1.0,0.637,-0.572,-0.583,-1.12,1.85
488,0.112,-1.537,1.036,-1.495,-0.173,-0.219,-0.033,0.485,2.292,-1.332,0.116,1.597,-0.319,-1.2,3.144,1.0,0.381,-0.672,-0.307,-1.047,1.681
489,0.086,-1.62,1.179,-1.604,0.114,-0.221,-0.322,0.641,2.57,-1.071,0.019,1.746,-0.128,-1.392,3.813,1.0,0.521,-0.336,-0.457,-1.224,1.771
490,0.024,-1.65,1.322,-1.486,-0.837,0.288,-0.076,0.723,2.704,-2.197,-0.334,1.816,-0.393,-1.245,3.621,1.0,0.756,-0.521,-0.715,-1.038,1.953
491,0.105,-1.581,0.978,-1.267,-0.583,0.311,-0.06,0.685,2.516,-1.681,-0.044,1.685,-0.353,-1.138,2.826,1.0,0.416,-0.376,-0.569,-0.846,1.753
492,-0.115,-1.753,1.115,-1.172,-0.956,0.149,0.011,0.738,2.302,-2.194,-0.124,1.603,-0.232,-1.23,3.809,1.0,0.493,-0.652,-0.579,-1.271,1.824
493,0.163,-1.714,1.026,-1.365,-0.48,0.206,-0.07,0.523,2.421,-1.62,-0.055,1.975,-0.16,-1.317,3.693,1.0,0.542,-0.579,-0.496,-1.113,1.777
494,0.04,-1.553,1.182,-1.493,-0.301,0.037,-0.219,0.494,2.46,-1.452,-0.055,1.833,-0.113,-1.189,3.752,1.0,0.717,-0.406,-0.541,-1.047,1.889
495,0.282,-1.485,1.072,-1.419,-0.479,0.005,-0.235,0.685,2.392,-1.851,-0.178,1.499,-0.296,-1.029,3.404,1.0,0.426,-0.403,-0.525,-0.919,1.716
496,0.112,-1.641,0.933,-1.522,-0.275,-0.399,-0.082,0.599,2.682,-1.55,-0.281,1.526,-0.535,-1.225,3.739,1.0,0.558,-0.411,-0.591,-1.341,1.765
497,0.23,-1.894,0.902,-1.307,-0.435,0.094,-0.243,0.661,2.367,-1.905,-0.311,1.683,-0.285,-1.215,3.35,1.0,0.667,-0.466,-0.65,-0.947,1.76
498,0.082,-1.617,1.019,-1.391,-0.723,0.086,0.103,0.433,2.676,-1.849,0.001,1.9,-0.023,-1.288,4.009,1.0,0.523,-0.701,-0.45,-1.236,1.65
499,0.096,-1.576,1.017,-0.992,-1.054,0.451,-0.182,0.642,2.37,-2.185,-0.069,1.641,-0.283,-1.15,4.017,1.0,0.631,-0.625,-0.392,-1.319,1.752
500,0.035,-1.728,1.148,-1.775,-0.165,-0.43,-0.384,0.672,2.558,-1.512,-0.35,1.7,-0.217,-1.364,4.116,0.0,0.691,-0.547,-0.475,-1.347,1.302
501,0.243,-1.54,0.85,-1.808,0.101,-0.331,-0.366,0.6,2.534,-1.19,-0.653,1.805,-0.058,-1.368,4.046,0.0,0.481,-0.437,-0.382,-1.168,1.137
502,0.196,-1.612,1.11,-1.655,0.024,-0.307,-0.407,0.465,2.588,-1.365,-0.374,1.847,-0.127,-1.481,4.694,0.0,0.765,-0.542,-0.216,-1.229,1.479
503,0.347,-1.351,0.901,-1.681,0.065,-0.458,-0.347,0.535,2.513,-1.425,-0.254,1.82,-0.058,-1.33,4.531,0.0,0.619,-0.472,-0.307,-1.157,1.172
504,0.161,-1.531,1.076,-1.064,-0.714,-0.118,-0.132,0.749,2.377,-2.139,-0.405,1.805,-0.115,-1.243,4.259,0.0,0.545,-0.454,-0.5,-1.405,1.289
505,-0.002,-1.457,0.99,-1.584,0.104,-0.487,-0.286,0.583,2.455,-1.311,-0.455,1.844,-0.139,-1.32,4.816,0.0,0.54,-0.662,-0.216,-1.29,1.32
506,0.08,-1.419,0.998,-1.124,-0.797,0.132,-0.042,0.65,2.304,-1.927,-0.425,1.802,-0.252,-1.194,4.132,0.0,0.658,-0.213,-0.24,-1.337,1.015
507,0.016,-1.499,0.945,-1.427,-0.002,-0.562,-0.24,0.708,2.432,-1.426,-0.522,1.946,-0.226,-1.424,4.641,0.0,0.484,-0.464,-0.389,-1.417,1.242
508,0.143,-1.75,1.213,-1.764,-0.288,-0.468,-0.472,0.8,2.652,-1.786,-0.293,1.776,0.007,-1.371,4.501,0.0,0.747,-0.55,-0.598,-1.336,1.014
509,0.141,-1.775,0.804,-1.265,-0.819,0.149,-0.315,0.768,2.409,-2.127,-0.328,1.759,-0.131,-1.244,4.449,0.0,0.648,-0.445,-0.347,-1.364,1.568
510,0.192,-1.464,1.04,-1.353,-0.685,-0.154,0.106,0.515,2.5,-1.935,-0.394,1.794,-0.333,-1.563,4.774,0.0,0.681,-0.681,-0.346,-1.21,1.14
511,0.276,-1.582,0.991,-1.166,-0.75,0.195,-0.22,0.702,2.367,-2.024,-0.68,1.598,-0.128,-1.12,4.68,0.0,0.654,-0.502,-0.432,-1.149,1.091
512,-0.015,-1.522,1.301,-1.707,0.047,-0.2,-0.242,0.358,2.416,-1.212,-0.3,1.695,-0.177,-1.316,4.287,0.0,0.487,-0.421,-0.37,-1.262,1.216
513,0.247,-1.494,0.996,-1.678,-0.207,-0.497,0.03,0.314,2.457,-1.264,-0.277,1.843,-0.236,-1.446,4.841,0.0,0.429,-0.686,-0.483,-1.431,1.14
514,-0.004,-1.741,1.101,-1.575,-0.053,-0.198,-0.364,0.493,2.488,-1.297,-0.386,1.813,-0.13,-1.129,4.11,0.0,0.571,-0.45,-0.499,-1.079,1.181
515,-0.079,-1.468,1.157,-1.483,-0.42,-0.024,-0.154,0.417,2.495,-1.432,-0.184,1.772,-0.129,-1.226,5.062,0.0,0.43,-0.562,-0.598,-1.183,1.056
516,-0.09,-1.909,1.21,-1.189,-0.635,-0.15,0.03,0.515,2.601,-1.749,-0.395,1.932,-0.225,-1.356,5.235,0.0,0.586,-0.665,-0.924,-1.276,1.235
517,0.055,-1.54,1.04,-1.685,-0.176,-0.469,-0.349,0.707,2.391,-1.747,-0.428,1.817,-0.176,-1.328,4.143,0.0,0.852,-0.428,-0.219,-1.398,1.429
518,0.132,-1.624,1.123,-1.44,-0.514,-0.171,-0.223,0.84,2.484,-1.833,-0.22,1.685,-0.091,-1.286,4.167,0.0,0.59,-0.467,-0.515,-1.284,1.308
519,0.332,-1.642,0.927,-1.663,-0.303,-0.399,0.161,0.32,2.537,-1.684,-0.344,1.878,-0.184,-1.377,4.345,0.0,0.732,-0.679,-0.369,-1.46,1.345
520,0.198,-1.629,0.935,-1.586,-0.053,-0.254,-0.27,0.619,2.57,-1.25,-0.494,1.719,-0.207,-1.0,4.281,0.0,0.436,-0.388,-0.292,-1.218,1.239
521,0.126,-1.441,1.308,-1.576,0.141,-0.309,-0.421,0.598,2.383,-1.125,-0.586,1.562,-0.278,-1.389,3.995,0.0,0.658,-0.232,-0.402,-1.226,1.236
522,0.178,-1.599,1.057,-1.609,-0.45,-0.151,-0.196,0.74,2.578,-1.817,-0.43,1.919,-0.207,-1.646,4.437,0.0,0.619,-0.362,-0.354,-1.2,1.465
523,-0.089,-1.572,1.088,-1.305,-1.005,0.067,-0.094,0.536,2.541,-2.373,-0.623,1.578,-0.412,-1.228,4.987,0.0,0.929,-0.654,-0.469,-1.149,1.306
524,0.089,-1.531,0.975,-1.074,-0.899,0.17,0.01,0.456,2.262,-2.241,-0.228,1.744,-0.121,-1.149,4.433,0.0,0.483,-0.415,-0.129,-1.36,1.126
525,0.004,-1.6,0.902,-1.437,-0.586,-0.207,-0.022,0.664,2.621,-1.869,-0.469,1.938,-0.343,-1.476,5.419,0.0,0.72,-0.318,-0.431,-1.444,1.263
526,0.232,-1.592,0.984,-1.721,0.158,-0.584,-0.483,0.673,2.538,-1.306,-0.521,1.478,-0.323,-1.12,4.094,0.0,0.667,-0.561,-0.351,-1.107,1.108
527,0.003,-1.541,1.119,-1.088,-0.767,-0.04,-0.049,0.326,2.632,-1.775,-0.262,1.935,-0.262,-1.313,4.759,0.0,0.547,-0.646,-0.463,-1.266,1.262
528,0.025,-1.334,0.951,-0.883,-1.439,0.54,0.242,0.465,2.544,-2.369,-0.568,1.697,-0.234,-1.114,4.26,0.0,0.423,-0.543,-0.277,-1.425,1.23
529,0.039,-1.52,1.058,-1.358,-0.432,-0.292,0.025,0.408,2.409,-1.598,-0.268,1.876,-0.137,-1.113,4.609,0.0,0.556,-0.488,-0.458,-1.22,1.277
530,0.341,-1.637,0.914,-1.615,-0.111,-0.318,-0.227,0.584,2.308,-1.301,-0.332,1.601,-0.073,-1.182,4.08,0.0,0.682,-0.587,-0.551,-1.337,1.223
531,-0.047,-1.502,1.01,-1.644,-0.286,-0.21,-0.004,0.454,2.776,-1.671,-0.245,1.858,-0.3,-1.327,4.47,0.0,0.642,-0.401,-0.414,-1.35,1.127
532,-0.006,-1.523,0.991,-0.927,-0.966,0.182,0.383,0.406,2.431,-2.053,-0.214,1.728,-0.168,-1.248,4.41,0.0,0.425,-0.603,-0.579,-1.414,1.193
533,0.248,-1.605,1.063,-1.731,-0.205,-0.105,-0.312,0.742,2.552,-1.677,-0.634,1.787,-0.25,-1.27,4.032,0.0,0.88,-0.222,-0.347,-1.369,1.323
534,-0.121,-1.671,1.12,-1.082,-0.643,0.049,-0.242,0.479,2.521,-2.024,-0.545,1.621,-0.415,-1.17,4.576,0.0,0.729,-0.661,-0.459,-1.111,1.108
535,0.261,-1.625,1.172,-1.736,0.251,-0.368,-0.388,0.709,2.499,-0.993,-0.5,1.939,-0.293,-1.33,4.125,0.0,0.481,-0.493,-0.502,-1.479,1.388
536,-0.124,-1.494,1.04,-1.239,-0.499,-0.125,-0.123,0.664,2.474,-1.937,-0.462,1.941,-0.237,-1.184,4.198,0.0,0.739,-0.458,-0.442,-1.146,1.073
537,0.231,-1.485,0.949,-1.487,-0.091,-0.219,-0.399,0.618,2.418,-1.537,-0.268,1.594,-0.08,-1.348,4.244,0.0,0.689,-0.418,-0.305,-1.281,1.231
538,0.114,-1.69,1.095,-1.744,-0.311,-0.186,-0.468,0.556,2.557,-1.721,-0.312,1.876,-0.283,-1.318,4.685,0.0,0.734,-0.599,-0.377,-1.233,1.188
539,-0.028,-1.579,1.288,-1.605,-0.126,-0.243,-0.123,0.695,2.369,-1.562,-0.215,1.971,-0.014,-1.469,4.506,0.0,0.508,-0.631,-0.498,-1.259,1.184
540,0.146,-1.526,1.073,-1.596,-0.072,0.001,-0.295,0.492,2.687,-1.473,-0.488,1.702,-0.631,-1.241,4.416,0.0,0.687,-0.597,-0.405,-0.946,1.263
541,0.015,-1.419,1.29,-0.722,-1.296,0.379,0.178,0.466,2.344,-2.442,-0.383,1.525,-0.102,-1.284,5.054,0.0,0.775,-0.61,-0.352,-1.329,1.31
542,0.246,-1.644,1.096,-1.544,-0.538,0.031,-0.17,0.538,2.674,-1.71,-0.455,1.92,0.026,-1.244,4.19,0.0,0.509,-0.503,-0.372,-1.184,1.178
543,0.069,-1.467,0.767,-1.408,-0.702,-0.421,-0.13,0.434,2.618,-1.776,-0.393,1.864,-0.128,-1.415,4.9,0.0,0.561,-0.521,-0.259,-1.478,1.475
544,0.153,-1.774,1.383,-1.551,-0.019,-0.54,-0.431,0.48,2.521,-1.375,-0.097,1.729,-0.487,-1.43,4.467,0.0,0.689,-0.475,-0.607,-1.435,1.476
545,0.31,-1.575,1.018,-1.279,-0.815,0.153,0.11,0.567,2.387,-2.06,-0.349,1.822,-0.133,-1.44,4.427,0.0,0.563,-0.401,-0.525,-1.22,1.411
546,-0.011,-1.528,1.055,-1.276,-1.0,0.207,0.031,0.68,2.602,-2.349,-0.476,1.746,-0.317,-1.296,4.596,0.0,0.505,-0.388,-0.461,-1.165,1.179
547,0.117,-1.51,1.052,-1.35,-0.641,0.019,-0.342,0.727,2.6,-2.077,-0.395,1.82,-0.144,-1.401,5.692,0.0,0.652,-0.549,-0.399,-1.371,1.343
548,0.045,-1.701,1.043,-1.506,-0.137,-0.409,-0.018,0.679,2.713,-1.441,-0.129,1.786,-0.183,-1.362,4.556,0.0,0.441,-0.504,-0.463,-1.16,1.395
549,0.171,-1.418,0.965,-1.293,-0.498,-0.067,-0.118,0.41,2.593,-1.718,-0.517,1.837,-0.426,-1.182,4.138,0.0,0.571,-0.518,-0.354,-1.351,1.265
550,-0.136,-1.504,1.263,-1.592,0.245,-0.404,-0.256,0.579,2.585,-1.309,-0.098,2.101,-0.212,-1.546,4.556,0.0,0.811,-0.593,-0.49,-1.063,1.161
551,0.099,-1.52,1.093,-1.421,-0.809,0.097,0.043,0.514,2.356,-2.088,-0.424,1.745,-0.232,-1.4,4.207,0.0,0.624,-0.639,-0.187,-1.276,1.278
552,0.133,-1.615,0.854,-1.305,-0.399,-0.013,-0.27,0.724,2.341,-1.763,-0.372,1.865,-0.015,-1.426,4.405,0.0,0.725,-0.536,-0.272,-1.458,1.54
553,0.056,-1.485,1.136,-1.339,-0.455,0.145,-0.295,0.32,2.441,-1.651,-0.375,1.662,-0.386,-1.201,4.193,0.0,0.596,-0.686,-0.474,-0.991,1.08
554,0.288,-1.609,1.06,-1.333,-0.429,-0.088,-0.063,0.495,2.279,-1.686,-0.197,1.907,-0.049,-1.433,4.945,0.0,0.666,-0.5,-0.489,-1.209,1.332
555,0.275,-1.629,0.79,-1.448,-0.154,0.064,-0.288,0.475,2.452,-1.483,-0.359,1.735,-0.214,-1.227,4.54,0.0,0.638,-0.329,-0.266,-0.991,1.269
556,0.07,-1.637,1.265,-1.241,-0.478,-0.126,-0.22,0.614,2.47,-1.827,-0.289,1.8,-0.012,-1.169,4.521,0.0,0.608,-0.414,-0.621,-1.307,1.308
557,-0.03,-1.85,1.16,-1.458,-0.135,-0.506,-0.294,0.701,2.586,-1.435,-0.32,1.826,-0.245,-1.417,5.069,0.0,0.677,-0.803,-0.531,-1.338,1.306
558,0.103,-1.347,0.822,-1.646,-0.046,-0.457,-0.103,0.522,2.479,-1.2,-0.379,1.663,-0.168,-1.103,4.239,0.0,0.453,-0.819,-0.148,-1.271,1.054
559,0.089,-1.781,1.039,-1.394,-0.423,-0.235,-0.305,0.602,2.418,-1.802,-0.582,1.861,-0.445,-1.523,4.625,0.0,0.726,-0.382,-0.428,-1.214,1.071
560,0.057,-1.654,1.08,-1.247,-0.803,0.454,0.015,0.514,2.542,-2.08,-0.425,1.499,-0.02,-1.294,4.217,0.0,0.742,-0.388,-0.226,-1.193,1.297
561,-0.137,-1.525,1.102,-0.968,-0.742,0.113,-0.065,0.54,2.351,-1.984,-0.355,1.911,0.031,-1.459,4.647,0.0,0.7,-0.653,-0.408,-1.198,1.189
562,0.239,-1.626,1.112,-1.614,-0.339,-0.412,-0.27,0.623,2.801,-1.897,-0.118,1.827,-0.101,-1.139,4.571,0.0,0.733,-0.605,-0.583,-1.212,1.038
563,0.032,-1.612,1.079,-1.4,-0.792,-0.09,0.048,0.562,2.497,-2.031,-0.449,1.781,-0.188,-1.152,4.761,0.0,0.455,-0.539,-0.49,-1.421,1.378
564,0.09,-1.836,1.044,-1.558,-0.478,0.067,-0.376,0.735,2.471,-1.868,-0.598,1.594,-0.27,-1.388,4.066,0.0,0.768,-0.433,-0.56,-1.134,1.434
565,0.027,-1.433,1.13,-1.556,-0.304,0.048,-0.126,0.579,2.319,-1.318,-0.232,1.707,0.079,-1.259,4.162,0.0,0.382,-0.382,-0.228,-1.224,1.268
566,0.214,-1.801,1.218,-1.504,-0.329,-0.305,-0.285,0.798,2.646,-1.784,-0.209,1.588,-0.221,-1.07,4.147,0.0,0.517,-0.48,-0.62,-1.297,1.273
567,-0.022,-1.524,0.962,-1.343,-0.659,-0.282,-0.078,0.723,2.429,-1.999,-0.401,1.841,-0.111,-1.295,4.152,0.0,0.456,-0.671,-0.352,-1.276,1.192
568,0.051,-1.638,0.951,-1.211,-0.995,0.249,0.157,0.668,2.493,-2.276,-0.434,1.945,-0.033,-1.306,4.663,0.0,0.581,-0.552,-0.425,-1.181,1.419
569,0.086,-1.577,1.019,-1.682,0.033,-0.438,-0.239,0.352,2.634,-1.238,-0.177,1.682,-0.128,-1.199,4.704,0.0,0.711,-0.628,-0.442,-1.112,1.181
570,0.342,-1.671,1.029,-0.766,-1.357,0.626,0.044,0.692,2.588,-2.501,-0.28,1.926,-0.374,-1.147,4.237,0.0,0.673,-0.492,-0.344,-1.133,1.018
