x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-4.699,-0.466,-4.954,-13.185,2.1,-2.897,1.0,0.473,-7.355,1.681,1.645,0.05,0.887,0.572,2.089,1.367,-4.432,-4.052,-1.886,-2.185,8.57
-3.247,-0.467,-5.292,-12.726,1.044,-3.493,1.0,0.115,-7.944,1.75,1.37,-0.357,2.112,0.697,2.408,1.127,-4.51,-4.723,-1.134,-2.414,8.48
-2.976,-0.357,-5.145,-12.165,1.466,-3.416,1.0,0.158,-7.445,1.633,1.454,-0.169,2.789,0.398,2.333,1.038,-4.62,-4.581,-1.0,-2.31,7.842
-4.322,-0.63,-4.936,-13.002,1.912,-3.037,1.0,0.233,-7.693,1.555,1.669,-0.271,1.039,1.037,2.199,1.151,-4.48,-4.117,-1.763,-2.525,8.724
-3.52,-0.252,-4.268,-12.07,1.555,-3.529,1.0,-0.158,-8.056,1.631,1.791,-0.092,1.847,0.641,2.288,1.179,-4.78,-3.484,-0.901,-2.108,8.638
-3.656,-0.786,-4.698,-11.996,1.592,-3.285,1.0,-0.2,-7.477,1.484,1.731,-0.169,1.931,1.058,2.256,1.113,-4.286,-3.948,-1.179,-2.28,8.252
-4.737,-0.458,-4.856,-12.99,2.1,-2.967,1.0,0.216,-7.48,1.365,1.663,-0.041,0.855,0.858,2.216,1.279,-4.199,-3.934,-1.804,-2.182,8.775
-5.207,-0.552,-5.23,-13.105,2.14,-2.026,1.0,1.075,-6.115,1.603,1.487,-0.202,-0.21,0.776,1.987,1.365,-3.619,-4.241,-2.67,-2.326,7.938
-2.558,-0.395,-4.827,-12.144,0.939,-3.983,1.0,-0.418,-8.434,1.625,1.646,-0.335,2.885,0.724,2.098,1.507,-4.801,-4.385,-0.506,-2.021,8.476
-3.696,-0.35,-4.693,-12.803,1.575,-3.659,1.0,-0.112,-8.682,1.631,1.82,0.137,2.045,0.185,2.146,1.385,-5.316,-3.758,-0.818,-2.137,9.229
-4.353,-0.598,-5.119,-12.879,1.925,-3.019,1.0,0.34,-7.339,1.669,1.5,-0.326,0.92,1.227,2.243,1.39,-4.189,-4.118,-2.062,-2.329,8.418
-4.164,-0.519,-5.338,-13.031,1.844,-2.97,1.0,0.686,-7.596,1.792,1.739,0.137,1.502,0.122,2.157,1.161,-4.492,-4.536,-1.871,-2.268,8.534
-3.729,-0.45,-4.656,-12.124,1.63,-3.122,1.0,-0.005,-7.229,1.593,1.601,0.06,1.512,0.536,2.161,1.108,-4.294,-3.955,-1.223,-2.352,7.828
-3.73,-0.537,-4.866,-12.332,1.741,-2.827,1.0,0.616,-7.114,1.618,1.467,-0.065,1.817,0.94,2.113,1.169,-4.177,-4.322,-1.527,-2.229,7.936
-2.98,-0.459,-4.53,-11.992,1.468,-3.806,1.0,-0.3,-7.987,1.382,1.73,-0.192,2.958,1.017,1.978,1.273,-4.632,-3.826,-0.664,-2.092,8.219
-3.326,-0.538,-4.347,-11.888,1.345,-3.71,1.0,-0.455,-7.654,1.427,1.599,-0.445,1.924,1.072,2.161,0.973,-4.472,-3.682,-0.861,-2.31,8.234
-3.554,-0.67,-4.626,-12.435,1.614,-3.495,1.0,-0.173,-8.233,1.599,1.624,-0.198,2.072,0.497,2.227,1.37,-4.873,-3.76,-1.125,-2.313,8.684
-3.786,-0.52,-4.578,-12.25,1.581,-3.222,1.0,-0.086,-7.632,1.898,1.203,0.079,1.161,0.38,2.119,1.106,-4.487,-3.743,-1.343,-2.37,8.249
-3.307,-0.548,-4.814,-12.757,1.349,-3.627,1.0,-0.338,-8.537,1.542,1.474,-0.226,2.55,0.392,2.355,1.387,-5.101,-3.998,-0.841,-2.229,8.842
-3.42,-0.344,-4.14,-11.862,1.669,-3.521,1.0,-0.08,-8.033,1.797,1.439,-0.208,2.036,0.782,2.125,1.252,-4.577,-3.354,-0.848,-2.267,8.503
-4.491,-0.686,-4.859,-12.572,1.809,-2.588,1.0,0.556,-6.863,1.629,1.519,0.14,0.954,0.52,2.115,1.558,-4.106,-4.042,-1.606,-1.995,8.028
-3.943,-0.385,-4.625,-12.491,1.726,-2.966,1.0,0.225,-7.347,1.798,1.638,0.07,1.641,0.444,2.093,1.221,-4.664,-3.763,-1.181,-2.295,8.36
-3.575,-0.233,-4.486,-12.081,1.682,-3.129,1.0,0.223,-7.286,1.579,1.609,-0.25,1.673,0.847,2.014,1.21,-4.341,-3.808,-1.373,-2.321,7.916
-4.499,-0.603,-4.498,-12.395,1.895,-2.593,1.0,0.641,-6.87,1.748,1.371,0.013,0.756,0.743,2.256,1.509,-4.003,-3.779,-1.64,-2.082,8.044
-3.355,-0.685,-4.862,-12.898,1.578,-4.142,1.0,-0.579,-8.876,1.622,1.77,-0.188,2.69,0.72,2.356,1.484,-5.208,-4.038,-0.62,-2.091,9.173
-3.974,-0.296,-4.504,-12.669,1.629,-3.362,1.0,0.342,-7.974,1.906,1.535,0.271,1.421,0.152,2.294,1.346,-4.833,-3.596,-1.158,-2.226,8.752
-3.206,-0.401,-4.454,-12.119,1.253,-3.85,1.0,-0.58,-8.189,1.579,1.602,-0.132,2.322,0.506,2.223,1.175,-5.011,-3.46,-0.331,-2.19,8.605
-4.402,-0.514,-4.473,-12.196,2.003,-2.734,1.0,0.27,-7.071,1.417,1.455,-0.147,0.712,0.973,2.049,1.314,-3.931,-3.599,-1.851,-2.034,8.394
-3.852,-0.227,-4.936,-12.901,1.713,-3.247,1.0,0.291,-7.824,1.671,1.679,-0.029,1.813,0.409,1.868,1.355,-4.711,-4.148,-1.219,-2.308,8.623
-3.954,-0.273,-4.864,-12.951,1.639,-3.463,1.0,0.157,-8.071,1.809,1.392,0.086,1.614,0.015,2.152,1.206,-4.908,-3.976,-1.096,-2.248,8.78
-4.73,-0.666,-4.895,-13.088,2.162,-2.954,1.0,0.602,-7.686,1.755,1.649,0.222,0.955,0.256,2.198,1.19,-4.354,-4.057,-1.807,-2.302,8.705
-3.528,-0.31,-4.967,-12.474,1.637,-3.041,1.0,0.687,-7.025,1.663,1.596,-0.099,1.975,0.556,2.292,1.328,-4.489,-4.309,-1.158,-2.192,7.904
-4.225,-0.562,-4.503,-12.142,1.831,-2.544,1.0,0.563,-6.667,1.696,1.52,-0.004,0.738,0.815,2.247,1.081,-3.874,-3.755,-1.829,-2.348,7.922
-3.079,-0.262,-3.983,-11.36,1.501,-3.75,1.0,-0.38,-7.835,1.5,1.484,-0.342,2.297,1.155,2.071,1.083,-4.471,-3.2,-0.407,-2.048,8.134
-3.646,-0.516,-4.305,-11.506,1.788,-3.16,1.0,0.061,-7.584,1.672,1.67,-0.162,1.708,0.81,2.231,1.084,-4.218,-3.432,-1.054,-2.26,8.104
-4.294,-0.44,-4.948,-12.771,1.821,-3.16,1.0,0.094,-7.932,1.611,1.599,-0.25,1.331,0.988,2.114,1.164,-4.346,-3.945,-1.467,-2.401,8.669
-2.954,-0.626,-4.65,-12.167,1.339,-4.042,1.0,-0.564,-8.512,1.672,1.575,-0.561,2.892,1.498,2.259,1.151,-4.904,-3.921,-0.578,-2.391,8.658
-3.289,-0.312,-4.76,-12.416,1.404,-3.643,1.0,-0.302,-8.078,1.344,1.603,0.113,2.53,0.559,2.243,0.997,-4.791,-4.109,-0.692,-2.34,8.355
-3.736,-0.551,-4.525,-12.438,1.561,-3.266,1.0,0.156,-7.584,1.84,1.491,-0.139,1.604,0.826,2.319,1.237,-4.462,-4.1,-1.321,-2.295,8.298
-3.775,-0.359,-4.502,-11.707,1.54,-2.924,1.0,0.478,-6.773,1.446,1.308,-0.111,0.937,0.96,2.017,1.26,-3.822,-3.965,-1.551,-2.216,7.552
-4.21,-0.42,-5.025,-13.246,1.638,-3.374,1.0,0.143,-8.276,1.608,1.419,0.082,1.558,0.857,2.144,1.097,-4.83,-4.08,-1.29,-2.359,9.272
-4.028,-0.616,-5.126,-12.732,1.329,-2.867,1.0,0.4,-7.036,1.736,1.457,-0.072,1.109,0.758,2.128,1.286,-4.242,-4.439,-1.716,-2.407,8.041
-3.626,-0.231,-4.535,-12.127,1.555,-3.412,1.0,0.117,-7.69,1.758,1.596,0.08,1.763,0.591,2.233,1.001,-4.693,-3.787,-1.132,-2.361,8.433
-1.792,-0.432,-4.177,-11.07,0.86,-4.13,1.0,-0.741,-8.003,1.633,1.638,-0.487,3.592,0.828,2.052,1.056,-4.779,-4.092,0.13,-2.335,7.802
-3.636,-0.473,-4.977,-12.314,1.682,-3.128,1.0,0.229,-7.388,1.395,1.545,-0.611,2.089,1.323,2.135,1.197,-4.447,-4.282,-1.169,-2.208,8.178
-3.319,-0.687,-4.583,-12.214,1.18,-3.718,1.0,-0.534,-7.922,1.677,1.481,-0.128,1.75,0.435,2.113,1.136,-4.373,-4.105,-0.923,-2.237,8.422
-3.957,-0.496,-4.668,-12.683,1.914,-3.49,1.0,0.304,-8.345,1.821,1.617,-0.126,1.895,0.362,2.048,1.291,-4.627,-3.855,-0.987,-2.186,8.792
-3.512,-0.475,-5.123,-12.384,1.243,-3.102,1.0,0.195,-7.3,1.722,1.456,-0.237,1.61,0.926,2.191,1.319,-4.195,-4.416,-1.417,-2.158,7.928
-3.715,-0.433,-4.151,-11.638,1.654,-3.221,1.0,-0.042,-7.26,1.674,1.451,-0.39,1.54,1.067,2.088,1.145,-4.122,-3.422,-1.034,-2.091,8.063
-5.065,-0.471,-5.127,-13.299,2.038,-3.0,1.0,0.532,-8.06,1.712,1.548,0.051,1.044,0.475,2.173,1.488,-4.57,-3.9,-1.489,-2.132,9.502
-4.182,-0.634,-4.536,-12.844,1.774,-3.622,1.0,-0.261,-8.377,1.896,1.486,0.049,1.511,0.558,2.247,1.431,-4.723,-3.512,-0.966,-2.122,9.006
-3.027,-0.352,-4.871,-12.154,1.166,-3.507,1.0,-0.161,-7.898,1.477,1.599,-0.462,2.524,0.906,2.352,1.383,-4.94,-3.9,-0.649,-2.249,8.429
-3.232,-0.3,-5.105,-11.872,1.341,-3.207,1.0,0.361,-7.112,1.399,1.643,-0.433,2.37,1.451,2.175,1.297,-4.075,-4.526,-1.304,-2.301,7.819
-3.562,-0.482,-4.875,-12.292,1.382,-3.03,1.0,0.504,-6.935,1.731,1.578,-0.043,1.728,0.69,2.125,1.071,-4.129,-4.51,-1.527,-2.397,7.832
-4.051,-0.416,-4.885,-12.961,1.708,-3.167,1.0,0.546,-7.427,1.683,1.635,0.131,1.484,0.418,2.044,1.303,-4.633,-4.2,-1.426,-2.136,8.433
-3.799,-0.366,-4.662,-12.435,1.681,-3.189,1.0,0.383,-7.497,1.481,1.659,-0.067,1.618,0.582,2.085,1.387,-4.67,-3.989,-1.127,-2.367,8.364
-3.405,-0.451,-5.101,-12.51,1.397,-3.207,1.0,0.286,-7.636,1.654,1.733,-0.265,2.212,1.201,1.968,1.195,-4.384,-4.556,-1.158,-2.267,8.368
-4.197,-0.7,-4.965,-12.917,1.88,-3.029,1.0,0.415,-7.659,1.806,1.314,-0.03,1.409,0.376,2.206,1.381,-4.707,-4.215,-1.442,-2.14,8.655
-4.812,-0.591,-4.594,-12.917,2.281,-2.85,1.0,0.44,-7.512,1.705,1.52,-0.064,0.851,0.765,2.07,1.393,-4.068,-3.78,-1.63,-2.29,8.418
-4.23,-0.429,-4.998,-13.237,1.683,-3.24,1.0,0.384,-7.621,1.893,1.41,0.05,1.268,0.309,1.942,1.229,-4.397,-4.439,-1.507,-2.361,8.565
-3.804,-0.542,-4.671,-11.556,1.519,-2.666,1.0,0.435,-6.549,1.604,1.283,-0.382,1.176,1.011,2.172,1.304,-3.604,-4.057,-1.675,-2.26,7.541
-4.175,-0.356,-4.528,-12.024,1.785,-2.555,1.0,0.796,-6.737,1.766,1.37,-0.149,1.059,0.906,1.981,1.342,-3.84,-3.979,-1.682,-2.13,7.71
-3.657,-0.44,-5.2,-12.755,1.525,-3.436,1.0,0.131,-7.85,1.555,1.458,0.133,2.079,0.509,2.045,1.302,-4.678,-4.191,-1.136,-2.28,8.528
-4.01,-0.511,-5.05,-12.325,1.691,-2.521,0.0,1.445,-6.184,1.497,1.516,-0.004,0.979,0.595,2.098,1.356,-3.779,-4.509,-2.015,-2.21,7.435
-3.56,-0.37,-4.209,-11.754,1.584,-3.209,0.0,0.772,-7.592,1.553,1.549,0.211,1.764,-0.039,2.36,1.386,-4.646,-3.337,-0.779,-2.043,8.265
-6.069,-0.492,-5.196,-13.255,2.38,-1.314,0.0,2.547,-5.293,1.707,1.491,0.084,-1.114,0.458,2.253,1.275,-3.247,-4.204,-3.235,-2.422,7.744
-3.996,-0.487,-4.302,-11.32,1.695,-2.3,0.0,1.337,-5.866,1.635,1.52,0.051,0.686,0.264,2.109,1.171,-3.584,-3.72,-1.792,-2.168,7.091
-4.488,-0.413,-4.394,-11.89,2.109,-2.331,0.0,1.757,-6.218,1.683,1.509,0.331,0.542,0.494,2.161,1.095,-3.727,-3.755,-1.681,-2.261,7.525
-4.399,-0.465,-4.529,-11.718,1.834,-2.24,0.0,1.241,-6.156,1.408,1.315,0.079,0.488,0.684,1.994,1.202,-3.653,-3.72,-1.769,-2.286,7.702
-3.153,-0.611,-4.64,-11.936,1.588,-3.398,0.0,0.586,-7.638,1.596,1.532,0.164,2.298,0.048,2.157,1.251,-4.606,-3.81,-0.876,-2.247,7.922
-3.401,-0.473,-4.717,-11.925,1.422,-3.088,0.0,1.038,-6.916,1.588,1.44,0.205,1.711,0.25,2.122,1.245,-4.149,-4.037,-1.346,-2.159,7.484
-3.284,-0.405,-4.255,-11.539,1.314,-3.117,0.0,0.706,-7.01,1.487,1.578,-0.12,1.706,0.51,2.11,0.967,-4.269,-3.592,-1.171,-2.435,7.833
-4.512,-0.397,-4.214,-11.913,1.963,-2.357,0.0,1.416,-6.239,1.37,1.439,0.069,0.328,0.702,2.164,1.281,-3.87,-3.477,-1.979,-2.029,7.801
-5.478,-0.304,-4.207,-13.096,2.274,-2.235,0.0,1.668,-6.847,1.726,1.565,0.539,-0.382,0.049,2.186,1.412,-4.176,-3.339,-2.139,-2.137,8.474
-3.463,-0.321,-4.147,-11.191,1.667,-3.168,0.0,0.564,-6.905,1.508,1.527,0.06,1.562,0.588,2.309,1.248,-3.991,-3.325,-1.155,-2.02,7.596
-4.416,-0.459,-4.15,-11.553,1.97,-2.408,0.0,1.233,-6.172,1.495,1.395,0.235,0.65,0.277,2.049,1.056,-3.723,-3.276,-1.467,-2.149,7.492
-4.642,-0.454,-4.837,-12.629,1.896,-2.76,0.0,1.305,-7.003,1.694,1.548,0.267,1.001,0.353,2.102,1.33,-4.14,-3.82,-1.396,-2.223,8.309
-4.021,-0.411,-4.788,-11.908,1.631,-2.463,0.0,1.468,-6.057,1.54,1.506,0.036,1.109,0.783,2.056,1.184,-3.822,-3.978,-1.572,-2.281,7.322
-4.841,-0.394,-4.224,-11.69,2.002,-2.163,0.0,1.146,-6.307,1.464,1.515,0.185,0.392,0.422,2.245,1.165,-3.803,-2.887,-1.495,-2.273,8.03
-4.108,-0.387,-4.782,-11.943,1.743,-2.383,0.0,1.564,-5.975,1.581,1.207,0.352,0.773,0.562,2.065,1.044,-3.651,-4.237,-2.011,-2.34,7.243
-3.318,-0.457,-4.442,-11.09,1.311,-2.884,0.0,1.065,-6.42,1.361,1.476,0.164,1.438,0.379,2.229,1.174,-3.874,-3.857,-1.115,-1.992,7.293
-5.264,-0.585,-5.178,-13.425,2.21,-2.271,0.0,1.704,-6.701,1.546,1.473,0.165,0.081,-0.066,2.228,1.269,-4.191,-4.116,-2.201,-2.319,8.527
-5.3,-0.53,-5.491,-13.781,2.121,-2.154,0.0,1.771,-6.585,1.581,1.317,0.191,-0.001,0.036,2.202,1.544,-4.043,-4.581,-2.755,-2.425,8.16
-4.754,-0.523,-4.902,-11.737,1.986,-2.028,0.0,1.627,-5.618,1.299,1.562,0.191,0.141,0.465,2.112,1.116,-3.249,-3.929,-2.2,-2.181,7.185
-3.951,-0.666,-4.554,-12.241,1.918,-3.051,0.0,0.921,-7.283,1.618,1.559,0.148,1.523,0.131,2.088,1.135,-4.32,-3.714,-1.472,-2.401,8.092
-3.644,-0.595,-4.041,-11.39,1.448,-2.814,0.0,0.751,-6.926,1.652,1.577,0.219,1.229,-0.082,2.112,1.145,-4.273,-3.503,-1.106,-2.21,7.868
-4.519,-0.648,-4.931,-12.048,2.053,-2.203,0.0,1.245,-6.282,1.278,1.53,-0.022,0.532,0.778,2.128,1.06,-3.512,-3.886,-2.185,-2.515,7.647
-3.926,-0.558,-4.256,-11.456,1.714,-2.412,0.0,1.304,-6.434,1.498,1.437,0.124,1.05,0.418,2.149,1.336,-4.012,-3.47,-1.414,-2.081,7.74
-4.175,-0.564,-4.575,-12.3,1.798,-2.856,0.0,0.98,-7.002,1.752,1.418,0.439,0.715,-0.092,2.262,1.079,-3.95,-3.927,-1.868,-2.411,8.013
-3.772,-0.369,-4.04,-11.591,1.533,-3.088,0.0,0.778,-7.334,1.641,1.563,0.06,1.285,0.544,2.221,1.007,-4.302,-3.281,-0.963,-2.234,8.27
-5.484,-0.434,-4.245,-12.045,2.225,-1.671,0.0,1.841,-5.615,1.219,1.352,0.069,-0.765,1.093,2.121,1.366,-3.099,-3.287,-2.636,-2.106,7.623
-4.3,-0.53,-4.686,-11.946,1.735,-2.586,0.0,1.006,-6.36,1.401,1.328,-0.112,0.923,0.617,2.127,1.03,-4.012,-3.774,-1.488,-2.25,7.687
-3.343,-0.468,-4.987,-12.296,1.304,-3.418,0.0,0.4,-7.549,1.558,1.23,-0.182,2.12,0.205,2.1,1.054,-4.73,-4.347,-1.065,-2.33,8.313
-2.869,-0.519,-4.596,-11.511,1.084,-3.214,0.0,0.621,-7.207,1.416,1.327,-0.089,2.254,0.342,2.379,0.952,-4.592,-4.098,-0.814,-2.228,7.653
-4.015,-0.479,-4.635,-11.67,1.719,-2.498,0.0,1.276,-6.125,1.323,1.399,-0.185,0.987,1.035,2.245,1.325,-3.547,-4.052,-1.639,-2.17,7.376
-3.528,-0.368,-4.807,-11.677,1.612,-2.87,0.0,1.074,-6.907,1.43,1.461,0.019,1.81,0.295,2.125,1.087,-4.11,-3.883,-1.259,-2.191,7.618
-4.111,-0.511,-4.802,-12.472,1.533,-2.966,0.0,1.188,-7.291,1.724,1.467,0.341,1.046,-0.194,2.171,1.368,-4.369,-4.045,-1.639,-2.02,8.411
-4.671,-0.548,-4.59,-12.315,2.051,-2.099,0.0,1.521,-6.102,1.648,1.476,0.404,0.344,-0.182,2.122,0.887,-3.897,-3.798,-1.936,-2.267,7.514
-3.26,-0.408,-4.07,-10.96,1.681,-2.879,0.0,1.176,-6.543,1.536,1.416,-0.112,1.735,0.048,1.984,1.201,-3.966,-3.695,-1.167,-2.352,7.005
-4.168,-0.39,-4.85,-12.43,1.805,-2.821,0.0,1.386,-6.92,1.578,1.641,0.057,1.274,0.291,2.021,0.892,-4.248,-3.794,-1.434,-2.179,8.033
-5.184,-0.302,-4.738,-12.282,2.107,-2.009,0.0,1.507,-6.113,1.212,1.388,0.12,-0.117,0.552,2.265,1.348,-3.608,-3.499,-2.205,-2.338,7.787
-3.533,-0.489,-4.57,-12.139,1.547,-3.158,0.0,0.753,-7.541,1.564,1.625,-0.067,2.055,0.297,1.909,1.227,-4.561,-3.958,-1.008,-2.237,8.232
-4.334,-0.513,-4.979,-12.135,1.742,-2.69,0.0,1.221,-6.5,1.41,1.482,0.174,0.888,0.501,2.13,1.186,-3.768,-4.193,-1.953,-2.187,7.753
-4.173,-0.356,-4.573,-12.395,2.006,-2.944,0.0,1.152,-7.238,1.441,1.671,0.132,1.412,0.214,2.166,1.303,-4.431,-3.708,-1.521,-2.316,8.36
-4.899,-0.375,-4.773,-12.41,1.786,-1.838,0.0,2.067,-5.73,1.588,1.507,0.215,0.051,0.622,2.127,1.1,-3.561,-4.235,-2.259,-2.355,7.718
-4.229,-0.553,-4.497,-12.813,1.868,-3.165,0.0,1.022,-8.041,1.823,1.55,0.266,1.476,-0.346,2.063,1.552,-4.785,-3.564,-1.195,-2.245,8.851
-3.928,-0.616,-4.219,-11.162,1.898,-2.3,0.0,1.586,-5.925,1.536,1.597,0.145,1.047,0.166,2.211,1.03,-3.332,-3.779,-1.952,-2.217,6.981
-4.734,-0.219,-4.64,-12.474,1.833,-2.604,0.0,1.375,-7.045,1.698,1.327,0.279,0.358,-0.035,2.141,1.408,-4.025,-3.519,-1.686,-2.298,8.389
-3.763,-0.457,-4.647,-11.806,1.563,-2.805,0.0,1.081,-6.936,1.484,1.49,-0.081,1.322,0.646,2.02,1.091,-4.227,-3.943,-1.292,-2.17,7.842
-4.117,-0.389,-4.925,-12.787,1.694,-2.797,0.0,1.252,-6.933,1.426,1.537,-0.049,1.143,0.279,2.17,1.202,-4.268,-4.156,-1.557,-2.277,7.954
-3.689,-0.473,-4.341,-11.446,1.616,-2.416,0.0,1.309,-6.094,1.655,1.595,0.152,1.174,0.079,2.227,0.95,-3.905,-4.014,-1.546,-2.372,7.318
-4.471,-0.409,-4.817,-12.447,1.736,-2.237,0.0,1.593,-6.251,1.496,1.559,0.187,0.204,0.491,2.056,1.153,-3.872,-4.035,-2.041,-2.244,7.608
-3.867,-0.241,-5.257,-12.91,1.722,-3.19,0.0,1.122,-7.493,1.724,1.55,0.149,1.653,0.016,2.037,1.338,-4.686,-4.359,-1.401,-2.422,8.504
-2.56,-0.489,-4.371,-10.521,1.036,-3.049,0.0,0.615,-6.534,1.402,1.379,-0.176,2.81,1.03,2.148,1.269,-3.856,-4.063,-0.451,-2.038,7.204
-4.56,-0.346,-4.827,-12.685,1.946,-2.824,0.0,1.005,-7.203,1.644,1.552,0.222,0.954,0.205,1.841,1.185,-4.365,-3.774,-1.686,-2.349,8.299
-3.65,-0.344,-4.642,-11.631,1.512,-2.889,0.0,0.812,-7.17,1.443,1.449,0.019,1.57,0.611,2.014,1.254,-4.269,-3.58,-1.11,-2.297,7.999
-3.73,-0.258,-4.394,-11.828,1.607,-2.984,0.0,1.163,-6.825,1.54,1.545,0.24,1.429,0.301,2.038,1.041,-4.101,-3.662,-1.275,-2.264,7.814
-5.755,-0.562,-5.162,-12.689,2.221,-1.482,0.0,2.106,-5.422,1.461,1.337,0.193,-1.139,0.164,2.294,1.339,-3.072,-4.076,-3.15,-2.182,7.605
-3.654,-0.616,-4.143,-11.516,1.696,-2.662,0.0,0.992,-6.896,1.431,1.344,-0.015,1.373,0.612,2.167,1.019,-4.038,-3.516,-1.197,-2.322,7.568
-4.044,-0.721,-4.81,-12.211,1.877,-2.907,0.0,1.165,-7.081,1.687,1.538,0.023,1.214,0.397,2.31,1.276,-4.13,-4.114,-1.74,-2.115,8.027
-2.923,-0.48,-4.544,-11.506,1.307,-3.332,0.0,0.579,-7.196,1.564,1.347,-0.034,2.294,0.52,2.162,1.087,-4.343,-3.984,-0.818,-2.253,7.601
-4.814,-0.555,-4.753,-12.509,2.238,-2.535,0.0,1.28,-6.73,1.548,1.512,0.256,0.464,0.206,2.008,1.446,-3.989,-3.667,-2.143,-2.424,8.074
-2.692,-0.633,-4.468,-11.837,1.399,-3.739,0.0,0.323,-8.01,1.614,1.496,-0.148,2.695,0.094,2.307,0.971,-4.749,-3.934,-0.579,-2.381,8.105
-3.166,-0.53,-4.133,-10.815,1.596,-2.794,0.0,0.878,-6.563,1.393,1.647,0.114,1.887,0.315,2.154,1.168,-3.973,-3.567,-1.044,-2.231,7.263
-3.677,-0.775,-5.223,-12.331,1.599,-2.977,0.0,0.786,-7.248,1.428,1.653,0.089,1.721,-0.01,2.289,1.167,-4.38,-4.196,-1.412,-2.273,8.007
-3.628,-0.245,-4.466,-11.676,1.598,-2.729,0.0,1.062,-6.444,1.281,1.574,-0.182,1.308,0.875,2.203,1.223,-3.862,-4.09,-1.407,-2.465,7.372
-4.529,-0.547,-4.369,-11.692,1.807,-2.318,0.0,1.08,-6.368,1.368,1.378,0.04,0.264,0.639,2.017,1.105,-3.622,-3.514,-1.815,-2.354,7.674
-3.473,-0.237,-4.707,-12.319,1.32,-3.469,0.0,0.65,-7.594,1.371,1.509,0.177,2.028,-0.089,2.077,1.327,-4.731,-3.919,-0.839,-2.212,8.209
-5.488,-0.62,-4.895,-12.918,2.455,-1.956,0.0,1.753,-6.401,1.367,1.172,0.115,-0.077,0.508,2.308,1.39,-3.719,-3.689,-2.388,-2.275,8.12
-4.237,-0.437,-4.336,-11.745,1.935,-2.727,0.0,1.096,-6.929,1.606,1.644,-0.061,0.944,0.648,2.081,0.97,-4.056,-3.468,-1.499,-2.219,7.971
-5.047,-0.438,-4.712,-12.856,2.486,-2.554,0.0,1.735,-7.262,1.635,1.56,0.329,0.735,0.076,2.096,1.202,-3.918,-3.761,-1.93,-2.182,8.427
-3.036,-0.595,-4.014,-11.25,1.258,-3.667,0.0,0.037,-7.769,1.747,1.562,0.035,1.922,0.26,1.982,1.364,-4.535,-3.292,-0.412,-2.21,8.137
-2.069,-0.495,-4.124,-11.044,0.681,-3.625,0.0,-0.045,-7.643,1.537,1.413,-0.128,2.936,0.058,2.161,0.883,-4.894,-3.76,-0.102,-2.304,7.675
-3.852,-0.505,-4.758,-12.255,2.232,-3.147,0.0,0.9,-7.608,1.521,1.599,0.193,2.086,-0.142,2.119,1.323,-4.362,-3.712,-1.273,-2.153,7.935
-4.043,-0.423,-4.358,-12.122,1.707,-3.189,0.0,0.666,-7.659,1.535,1.426,0.074,1.18,0.164,2.133,1.212,-4.491,-3.31,-0.99,-2.202,8.321
-4.803,-0.381,-4.601,-12.3,1.833,-2.026,0.0,1.551,-6.001,1.394,1.599,0.338,0.144,0.378,2.154,1.418,-3.884,-3.785,-2.114,-2.135,7.847
-4.088,-0.47,-4.217,-11.863,1.652,-2.648,0.0,1.012,-6.66,1.492,1.524,-0.241,0.849,0.766,2.027,1.071,-4.133,-3.72,-1.579,-2.261,8.056
-3.547,-0.584,-4.347,-11.714,1.632,-3.083,0.0,0.681,-7.433,1.438,1.703,0.281,1.797,-0.048,2.144,1.107,-4.641,-3.368,-0.938,-2.246,8.054
-3.629,-0.421,-4.774,-12.653,1.618,-3.292,0.0,0.898,-7.807,1.819,1.511,0.274,1.846,-0.266,2.136,1.215,-4.613,-4.015,-1.277,-2.27,8.423
-4.381,-0.592,-4.862,-12.816,1.855,-2.763,0.0,0.956,-7.387,1.633,1.525,0.513,0.851,-0.12,2.167,1.302,-4.364,-3.995,-1.71,-2.311,8.318
-4.051,-0.696,-4.638,-11.96,2.097,-2.918,0.0,0.851,-7.343,1.489,1.599,0.248,1.905,0.052,2.148,1.104,-4.25,-3.66,-1.329,-2.309,8.036
-3.304,-0.421,-4.272,-10.948,1.385,-2.545,0.0,1.067,-5.985,1.343,1.367,0.042,1.119,0.579,2.003,0.961,-3.592,-3.882,-1.506,-2.268,6.989
-4.417,-0.733,-5.426,-13.088,1.791,-2.717,0.0,1.435,-6.771,1.524,1.564,0.219,1.024,0.326,2.064,1.391,-4.247,-4.536,-1.873,-2.265,8.093
-3.851,-0.322,-4.416,-11.798,1.947,-2.905,0.0,1.264,-7.087,1.515,1.67,-0.007,1.523,0.202,2.133,1.077,-4.067,-3.791,-1.357,-2.161,7.855
-5.414,-0.474,-4.707,-12.32,1.975,-1.607,0.0,1.872,-5.407,1.377,1.228,0.4,-0.71,0.515,2.018,1.405,-3.307,-3.691,-2.501,-2.226,7.623
-2.761,-0.552,-4.503,-11.141,0.908,-3.022,0.0,0.622,-6.888,1.434,1.369,-0.124,2.195,0.885,2.144,1.169,-4.047,-4.256,-0.925,-2.159,7.362
-4.139,-0.619,-4.509,-12.29,1.799,-2.743,0.0,1.05,-7.042,1.594,1.421,0.053,1.183,0.231,2.197,1.063,-4.372,-3.68,-1.397,-2.226,8.14
