Unnamed: 0,x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
425,0.242,1.724,-0.028,-1.592,0.0,1.032,-3.157,-0.815,-2.232,-0.719,0.851,-0.114,-0.261,-0.204,-1.354,-0.806,-3.503,-0.34,-0.841,1.135,2.634
426,-0.197,1.908,0.165,-1.124,0.0,0.851,-2.213,-0.279,-0.988,-0.235,-0.322,-0.102,-0.145,0.132,-0.413,-0.709,-3.5,-0.02,-0.416,0.893,2.971
427,-0.498,1.98,-0.004,-0.992,0.0,0.97,-1.756,0.068,-0.374,0.021,0.001,0.288,-0.281,0.613,-0.069,-0.751,-2.901,0.038,-0.077,0.508,4.146
428,-0.591,2.211,0.14,-1.281,0.0,1.057,-2.605,-0.316,-1.301,-0.363,1.464,0.128,-0.092,0.069,-0.921,-0.823,-3.697,-0.021,-0.502,0.615,5.119
429,0.072,1.739,-0.13,-1.592,0.0,1.104,-2.707,-0.617,-1.405,-0.613,0.902,0.076,-0.391,0.154,-1.024,-0.643,-3.245,-0.31,-0.614,1.091,3.238
430,-0.619,2.033,-0.085,-1.268,0.0,0.914,-2.244,-0.12,-0.918,-0.088,-0.049,0.062,-0.125,0.083,-0.503,-0.809,-3.364,0.026,-0.204,0.893,3.792
431,-0.722,2.299,0.074,-1.085,0.0,0.991,-2.493,-0.31,-0.956,-0.31,0.12,0.057,-0.071,0.177,-0.612,-0.903,-3.669,-0.114,-0.363,0.698,4.237
432,-1.067,1.92,0.143,-0.929,0.0,0.726,-1.842,0.27,-0.746,0.291,-1.123,0.214,-0.163,0.349,-0.222,-1.068,-3.602,0.455,0.021,0.562,3.836
433,-1.021,2.01,0.177,-0.986,0.0,1.045,-2.213,0.196,-0.762,0.36,-0.581,-0.13,-0.282,0.801,-0.025,-0.984,-3.64,0.635,0.179,0.739,4.393
434,-1.095,2.192,0.08,-1.219,0.0,0.793,-2.16,-0.045,-0.886,-0.155,0.554,0.217,0.133,0.479,-0.4,-0.626,-3.09,0.124,-0.285,0.353,4.593
435,-1.34,1.919,0.15,-0.914,0.0,0.649,-1.995,0.308,-0.951,0.435,-0.671,-0.02,0.097,0.599,-0.251,-1.088,-3.589,0.169,0.039,0.346,4.304
436,-0.64,1.896,0.055,-1.135,0.0,0.906,-2.231,-0.047,-0.897,-0.082,0.056,0.169,-0.245,0.233,-0.531,-1.012,-3.592,0.055,-0.21,0.762,4.051
437,-0.303,1.919,0.196,-1.476,0.0,0.865,-2.464,-0.284,-1.506,-0.365,0.377,-0.133,-0.177,0.186,-0.772,-0.707,-3.625,-0.019,-0.455,0.784,3.56
438,-0.54,1.944,0.122,-0.77,0.0,0.998,-2.304,-0.056,-0.336,0.022,-0.792,0.23,-0.335,0.579,0.08,-0.928,-3.529,0.392,-0.142,0.881,3.73
439,-0.532,2.221,-0.135,-1.267,0.0,1.054,-2.693,-0.386,-1.207,-0.375,0.277,-0.057,-0.035,0.208,-0.588,-0.805,-3.824,-0.068,-0.518,0.88,4.191
440,-0.319,2.004,0.012,-1.276,0.0,0.95,-2.772,-0.298,-1.565,-0.306,0.946,-0.324,-0.509,0.26,-0.738,-0.874,-3.643,-0.173,-0.543,0.835,4.229
441,-0.283,2.026,-0.059,-1.586,0.0,0.946,-2.91,-0.433,-1.279,-0.233,0.272,-0.144,-0.26,0.224,-0.774,-1.119,-3.906,-0.165,-0.57,0.919,3.858
442,-1.084,1.987,0.291,-0.647,0.0,0.702,-1.529,0.378,-0.004,0.252,-0.944,0.485,-0.273,0.768,0.055,-0.855,-3.257,0.362,0.29,0.416,4.376
443,-0.525,1.968,-0.023,-1.438,0.0,1.004,-2.661,-0.344,-1.282,-0.228,0.231,-0.098,-0.158,0.31,-0.864,-0.796,-3.432,0.061,-0.454,0.888,3.546
444,-0.75,1.805,0.043,-0.974,0.0,0.964,-1.846,0.082,-0.41,0.002,-0.28,0.376,-0.2,0.418,-0.444,-1.015,-3.227,0.169,0.139,0.79,3.923
445,-0.244,2.117,0.052,-1.576,0.0,0.912,-3.177,-0.513,-1.371,-0.586,0.531,0.006,-0.155,0.31,-1.023,-0.935,-4.207,-0.375,-0.693,0.881,4.044
446,-0.79,2.111,0.121,-1.491,0.0,1.08,-2.783,-0.215,-1.183,-0.231,0.509,0.009,-0.2,0.298,-0.651,-0.874,-3.785,-0.07,-0.394,0.727,4.343
447,-0.579,1.855,-0.089,-1.388,0.0,0.966,-3.062,-0.36,-1.82,-0.166,0.552,-0.398,-0.257,0.295,-0.937,-0.923,-3.573,-0.456,-0.589,0.928,3.943
448,-0.481,1.887,0.07,-1.276,0.0,1.029,-2.616,-0.331,-1.271,-0.068,-0.06,-0.138,-0.366,0.265,-0.531,-0.796,-3.497,-0.152,-0.561,0.731,3.641
449,-0.864,1.778,0.225,-1.34,0.0,0.8,-2.293,0.012,-0.853,0.174,-1.174,0.208,-0.18,0.629,-0.313,-1.122,-3.877,0.237,-0.059,0.838,3.62
450,-0.425,1.805,-0.157,-1.27,0.0,0.919,-2.224,-0.078,-1.059,-0.094,-0.112,0.042,-0.034,0.288,-0.565,-1.016,-3.428,-0.086,-0.28,0.868,3.858
451,-0.579,1.849,0.21,-1.379,0.0,0.859,-2.642,-0.22,-1.059,-0.088,-0.428,0.092,-0.333,0.3,-0.404,-0.937,-3.738,-0.101,-0.328,0.766,3.443
452,-0.601,2.12,0.14,-1.264,0.0,0.985,-3.109,-0.503,-1.849,-0.426,1.219,-0.245,-0.114,0.007,-1.13,-0.907,-4.096,-0.385,-0.827,0.772,4.295
453,-0.663,2.139,0.097,-1.124,0.0,0.8,-2.594,0.008,-1.156,-0.079,-0.006,-0.088,-0.28,0.424,-0.715,-0.819,-3.745,0.036,-0.243,0.702,4.056
454,-0.657,2.107,0.032,-1.289,0.0,0.737,-2.077,-0.072,-0.74,-0.191,0.449,0.165,0.036,0.407,-0.434,-0.699,-3.293,-0.188,-0.372,0.422,4.466
455,-1.095,1.904,0.317,-0.808,0.0,0.702,-1.998,0.092,-0.321,-0.037,-0.22,0.406,0.034,0.59,-0.068,-0.777,-3.321,0.147,-0.047,0.305,4.315
456,-0.642,1.907,0.019,-0.666,0.0,0.692,-1.912,0.0,-0.195,-0.089,-0.695,0.485,-0.13,0.408,-0.25,-0.89,-3.609,0.115,-0.038,0.677,3.809
457,-0.258,1.857,0.245,-0.937,0.0,0.829,-2.244,-0.303,-0.847,-0.457,-0.458,0.422,-0.239,0.12,-0.664,-0.628,-3.478,-0.041,-0.173,0.791,3.124
458,-0.846,1.91,-0.031,-0.961,0.0,0.709,-2.093,-0.009,-0.421,0.153,-0.432,0.235,0.019,0.56,-0.163,-0.805,-3.014,0.308,-0.043,0.523,3.572
459,-0.688,2.094,0.238,-1.165,0.0,0.862,-2.391,-0.144,-1.334,-0.23,0.444,-0.011,-0.196,0.375,-0.836,-0.887,-3.812,0.004,-0.23,0.654,4.263
460,-0.997,1.895,0.319,-0.546,0.0,0.927,-2.173,0.024,-0.218,0.13,-0.474,0.367,-0.206,0.528,-0.171,-0.552,-3.186,0.48,-0.021,0.565,3.873
461,-0.658,2.027,0.144,-1.335,0.0,0.765,-2.431,-0.074,-0.888,-0.029,-0.134,-0.01,-0.116,0.454,-0.301,-0.796,-3.762,0.161,-0.324,0.68,4.321
462,-0.756,1.802,0.085,-1.203,0.0,0.626,-2.18,-0.131,-0.744,-0.016,-0.612,0.083,-0.265,0.317,-0.353,-1.042,-3.761,0.243,-0.214,0.721,3.616
463,-0.491,1.742,-0.262,-1.14,0.0,0.853,-2.405,-0.145,-1.161,-0.133,0.123,-0.126,-0.229,0.273,-0.637,-0.735,-2.996,-0.014,-0.354,0.762,3.205
464,-0.417,2.267,0.105,-1.287,0.0,0.815,-2.71,-0.313,-1.17,-0.346,0.069,-0.058,-0.426,0.223,-0.855,-1.033,-4.064,-0.301,-0.545,0.757,3.887
465,-0.766,1.97,0.036,-1.303,0.0,0.81,-2.592,-0.234,-1.285,-0.085,0.51,-0.094,-0.163,0.428,-0.733,-0.895,-3.581,-0.233,-0.388,0.719,3.963
466,-0.525,1.934,-0.007,-1.556,0.0,1.097,-2.806,-0.376,-1.187,-0.419,0.728,0.136,-0.558,0.391,-0.663,-0.999,-3.581,-0.143,-0.515,0.832,4.251
467,-0.555,2.006,0.034,-1.39,0.0,0.915,-2.315,-0.063,-0.97,-0.036,-0.332,0.24,-0.174,0.319,-0.384,-0.899,-3.547,0.137,-0.084,0.806,3.992
468,-0.425,2.003,0.058,-1.086,0.0,0.997,-2.602,-0.271,-0.66,-0.15,0.036,0.373,-0.325,0.251,-0.352,-0.931,-3.553,0.214,-0.216,0.865,4.038
469,-0.913,2.026,0.26,-0.748,0.0,0.754,-1.643,0.262,-0.209,0.202,-1.484,0.492,-0.178,0.691,0.22,-1.028,-3.694,0.468,0.294,0.667,4.3
470,-0.63,1.868,0.102,-0.777,0.0,1.129,-1.634,0.275,-0.38,0.222,-0.766,0.318,-0.214,0.864,0.062,-0.895,-3.373,0.548,0.302,0.796,4.229
471,-0.573,1.951,0.035,-1.537,0.0,0.878,-2.7,-0.343,-1.763,-0.162,0.901,-0.359,-0.239,0.198,-0.825,-0.749,-3.06,-0.269,-0.644,0.61,3.594
472,-0.615,1.812,-0.025,-1.048,0.0,0.861,-2.012,-0.076,-1.204,0.01,-0.131,-0.123,-0.22,0.426,-0.567,-0.773,-3.191,0.216,-0.165,0.749,3.294
473,-1.248,2.128,0.3,-0.589,0.0,0.443,-1.696,0.283,0.005,0.337,-1.302,0.319,-0.155,0.556,0.233,-0.895,-3.536,0.121,0.056,0.123,4.197
474,-0.478,1.764,0.003,-1.21,0.0,0.855,-2.195,-0.321,-1.357,-0.165,0.136,-0.066,-0.153,0.046,-0.782,-0.967,-3.418,-0.063,-0.171,0.938,3.39
475,-0.7,2.041,0.179,-1.089,0.0,0.961,-2.23,-0.07,-0.636,-0.104,0.551,0.11,-0.239,0.696,-0.249,-0.795,-3.604,-0.036,-0.262,0.48,4.864
476,-0.851,2.133,-0.051,-1.465,0.0,1.075,-2.605,-0.146,-1.028,-0.066,0.171,0.082,-0.194,0.308,-0.352,-0.904,-3.752,-0.012,-0.385,0.736,4.695
477,-0.802,2.101,0.097,-1.013,0.0,0.935,-2.48,-0.115,-0.649,0.115,-0.239,0.121,-0.175,0.592,-0.087,-0.78,-3.419,0.419,-0.136,0.685,4.304
478,-0.383,1.744,0.098,-1.289,0.0,1.025,-2.806,-0.492,-1.386,-0.381,0.594,-0.202,-0.135,0.393,-0.707,-0.724,-3.365,-0.228,-0.688,0.852,3.628
479,-0.043,1.948,-0.041,-1.58,0.0,0.967,-2.888,-0.656,-1.788,-0.57,1.434,-0.291,-0.214,-0.063,-1.102,-0.743,-3.606,-0.511,-0.729,0.925,3.643
480,-0.496,1.897,0.194,-1.39,0.0,0.777,-2.372,-0.34,-1.477,-0.34,0.203,-0.083,-0.23,0.168,-0.942,-0.973,-3.953,-0.118,-0.53,0.874,3.487
481,-0.601,1.625,-0.086,-1.034,0.0,0.954,-2.732,-0.226,-1.064,-0.161,-0.021,-0.101,-0.371,0.222,-0.679,-0.823,-3.45,0.233,-0.403,1.059,3.16
482,-1.053,1.883,0.116,-0.967,0.0,1.057,-1.847,0.151,-0.586,0.359,-0.241,0.098,-0.222,0.574,-0.145,-0.905,-3.447,0.254,0.16,0.609,4.528
483,-1.201,2.059,0.041,-1.045,0.0,0.931,-2.106,0.184,-0.832,0.283,-0.007,-0.024,-0.038,0.544,-0.269,-0.847,-3.437,0.15,-0.06,0.488,4.646
484,-0.611,2.139,0.012,-1.457,0.0,1.003,-2.429,-0.228,-1.273,-0.396,0.818,0.157,-0.08,0.293,-0.711,-0.804,-3.554,-0.041,-0.344,0.786,4.582
485,-0.662,2.103,0.058,-1.034,0.0,0.79,-2.013,0.064,-0.838,0.094,-0.147,0.022,-0.255,0.61,-0.347,-0.716,-3.198,0.294,0.035,0.649,4.31
486,-0.088,1.871,-0.218,-1.241,0.0,1.022,-2.861,-0.644,-2.112,-0.74,1.342,-0.306,-0.265,0.053,-1.249,-0.698,-3.458,-0.289,-0.871,0.95,3.404
487,-1.147,2.01,0.137,-0.545,0.0,0.831,-1.885,0.27,0.237,0.168,-1.064,0.514,-0.119,0.74,0.296,-1.024,-3.607,0.666,0.199,0.506,4.564
488,-0.042,1.984,-0.064,-1.456,0.0,0.763,-3.067,-0.698,-1.697,-0.593,0.645,-0.267,-0.225,0.05,-1.123,-0.798,-3.837,-0.599,-0.993,0.987,3.206
489,-0.825,1.951,0.155,-0.841,0.0,0.494,-1.999,0.08,-0.733,0.161,-0.72,-0.104,-0.332,0.462,-0.271,-1.052,-3.359,0.23,0.028,0.564,3.537
490,-0.684,1.998,0.095,-1.358,0.0,1.102,-2.478,-0.195,-0.837,-0.197,0.371,0.212,-0.261,0.395,-0.423,-0.83,-3.372,0.033,-0.298,0.762,4.405
491,-0.177,1.907,-0.247,-1.663,0.0,0.986,-2.729,-0.532,-1.634,-0.421,0.706,-0.265,-0.302,-0.041,-0.964,-0.844,-3.749,-0.278,-0.676,1.106,3.507
492,0.084,2.062,-0.232,-1.417,0.0,0.966,-3.207,-0.748,-1.879,-0.66,0.673,-0.391,-0.277,-0.154,-1.076,-0.858,-3.915,-0.559,-0.87,1.132,3.113
493,-0.345,1.968,0.109,-1.162,0.0,0.946,-2.533,-0.22,-1.214,-0.269,0.322,-0.045,-0.347,0.239,-0.764,-0.911,-3.725,-0.073,-0.439,0.87,3.791
494,-0.519,1.688,-0.079,-1.506,0.0,0.979,-2.032,-0.056,-1.285,-0.034,0.395,-0.104,-0.209,0.215,-0.705,-0.728,-2.875,-0.128,-0.314,0.667,3.55
495,-0.239,1.937,-0.178,-1.756,0.0,1.038,-2.728,-0.45,-1.565,-0.515,0.424,-0.064,-0.29,0.144,-0.809,-0.794,-3.519,-0.058,-0.381,1.052,3.457
496,-0.467,1.972,-0.069,-1.523,0.0,1.023,-2.439,-0.399,-1.459,-0.174,0.434,-0.074,-0.123,0.418,-0.875,-0.836,-3.563,-0.233,-0.367,0.863,3.872
497,-0.931,1.751,0.091,-0.984,0.0,0.597,-1.65,0.253,-0.558,0.331,-0.982,0.038,-0.359,0.562,-0.16,-0.984,-3.192,0.235,0.013,0.469,3.586
498,-0.539,2.046,0.042,-1.294,0.0,0.95,-2.335,-0.231,-0.762,-0.25,0.472,0.158,-0.264,0.411,-0.427,-0.809,-3.499,-0.172,-0.288,0.558,4.257
499,-0.487,2.01,0.033,-1.325,0.0,1.034,-2.399,-0.216,-1.435,-0.189,0.917,-0.253,-0.374,0.19,-0.65,-0.899,-3.54,-0.201,-0.443,0.843,4.296
500,-0.458,1.913,-0.19,-1.248,0.0,0.77,-2.152,0.033,-0.901,-0.132,-0.448,0.194,-0.187,0.302,-0.557,-0.93,-3.427,0.111,-0.107,0.827,3.577
501,-0.345,1.862,0.132,-0.913,0.0,0.945,-1.808,0.09,-0.139,0.266,-0.915,0.421,-0.315,0.649,-0.028,-0.927,-3.295,0.019,0.219,0.83,3.773
502,-0.836,2.357,0.167,-1.493,0.0,0.885,-2.736,-0.153,-1.459,-0.114,0.518,-0.163,-0.11,0.299,-0.764,-0.981,-3.844,-0.132,-0.424,0.57,4.721
503,-0.92,2.034,0.276,-1.013,0.0,0.742,-2.388,-0.138,-0.935,0.013,-0.151,0.072,-0.29,0.327,-0.455,-0.893,-3.95,-0.017,-0.251,0.67,4.347
504,-0.565,1.99,0.214,-1.094,0.0,0.866,-2.247,-0.11,-1.181,-0.149,0.062,0.021,-0.042,0.265,-0.564,-0.991,-3.726,0.01,-0.254,0.731,4.099
505,-0.462,1.743,-0.033,-1.436,0.0,0.653,-2.285,-0.057,-1.171,0.084,-0.178,-0.168,-0.292,0.412,-0.489,-0.922,-3.468,-0.126,-0.363,0.745,3.408
506,-0.895,1.915,0.024,-0.901,0.0,0.709,-2.031,0.109,-0.742,0.38,-1.041,0.168,-0.109,0.609,-0.147,-0.94,-3.678,0.59,0.083,0.831,4.153
507,-0.773,2.037,-0.063,-1.294,0.0,1.037,-2.757,-0.236,-1.042,-0.179,0.599,0.108,-0.001,0.358,-0.503,-0.629,-3.495,0.113,-0.277,0.651,4.611
508,-0.997,1.817,0.089,-1.079,0.0,0.806,-1.808,0.217,-0.615,0.271,-0.723,0.106,-0.28,0.546,-0.183,-0.91,-3.217,0.256,0.021,0.592,3.726
509,-0.315,1.853,0.047,-1.531,0.0,0.925,-3.052,-0.583,-1.75,-0.609,1.167,-0.134,-0.215,-0.067,-1.104,-0.754,-3.868,-0.489,-0.754,0.912,3.851
510,-0.157,2.048,-0.34,-1.345,0.0,0.999,-2.283,-0.261,-1.853,-0.471,0.96,-0.17,-0.076,0.268,-0.99,-0.784,-3.335,-0.3,-0.55,0.887,3.875
511,-1.042,1.925,0.143,-0.74,0.0,0.823,-2.062,0.048,-0.766,0.077,0.464,0.098,-0.119,0.487,-0.272,-0.751,-3.103,0.094,-0.055,0.383,4.588
512,-0.552,1.819,-0.136,-0.923,0.0,0.755,-2.264,0.02,-0.413,0.158,-0.967,-0.084,-0.223,0.764,0.21,-0.926,-3.318,0.403,-0.223,0.812,3.578
513,-0.941,1.994,0.381,-0.865,0.0,0.727,-2.238,-0.163,-0.836,0.128,-0.122,-0.081,-0.374,0.383,-0.292,-0.865,-3.505,0.038,-0.104,0.512,4.07
514,-0.705,2.016,0.169,-1.291,0.0,0.619,-2.33,-0.076,-1.133,0.102,-0.395,-0.206,-0.095,0.332,-0.433,-1.038,-3.81,0.142,-0.36,0.544,3.887
515,-1.021,1.972,0.063,-1.032,0.0,0.924,-2.246,-0.053,-0.789,-0.019,0.094,0.204,-0.145,0.496,-0.341,-0.778,-3.553,0.134,-0.168,0.549,4.555
516,-0.2,1.962,-0.122,-1.553,0.0,1.039,-2.969,-0.512,-1.489,-0.532,0.885,-0.208,-0.207,0.294,-0.683,-0.914,-3.593,-0.159,-0.813,0.985,3.806
517,-0.831,2.161,-0.12,-0.899,0.0,1.119,-2.483,-0.091,-0.658,-0.147,0.179,0.208,-0.087,0.443,-0.445,-0.687,-3.207,0.106,-0.164,0.663,4.416
518,-1.187,2.06,0.202,-0.941,0.0,0.767,-2.343,0.144,-0.813,0.373,-0.349,-0.018,-0.175,0.39,-0.337,-0.998,-3.514,0.141,-0.035,0.503,4.494
519,-0.079,2.038,0.029,-1.471,0.0,1.059,-3.077,-0.746,-1.731,-0.818,1.607,0.219,-0.399,-0.187,-1.324,-0.645,-3.537,-0.395,-0.681,0.883,3.935
520,-0.64,2.357,0.051,-1.102,0.0,0.842,-2.397,-0.122,-0.983,-0.099,-0.627,0.015,-0.108,0.358,-0.37,-1.013,-4.0,0.418,-0.246,0.821,4.217
521,-1.132,1.97,0.167,-1.435,0.0,0.905,-2.501,0.007,-1.146,0.177,-0.4,-0.173,-0.093,0.259,-0.518,-1.005,-3.829,0.298,-0.21,0.777,3.888
522,-0.557,2.229,-0.263,-1.716,0.0,1.106,-3.224,-0.418,-1.655,-0.074,0.279,-0.402,-0.145,0.33,-0.67,-0.868,-3.768,-0.091,-0.641,0.971,3.934
523,-0.432,1.881,0.094,-1.057,0.0,0.707,-1.921,0.064,-0.844,-0.062,-0.333,0.109,-0.57,0.317,-0.427,-0.952,-3.413,0.149,-0.107,0.719,3.46
524,-0.652,2.262,-0.004,-1.247,0.0,0.674,-2.631,-0.296,-1.216,-0.451,0.714,-0.107,-0.203,0.209,-0.778,-0.915,-3.728,-0.215,-0.548,0.599,4.285
525,-0.502,1.967,0.115,-1.206,0.0,1.154,-2.577,-0.239,-1.131,-0.192,1.038,-0.181,0.029,0.335,-0.502,-0.663,-3.165,-0.152,-0.497,0.566,4.261
526,-0.287,1.856,-0.038,-1.401,0.0,0.813,-2.816,-0.429,-1.849,-0.38,0.575,-0.137,-0.166,-0.101,-1.189,-1.008,-3.838,-0.464,-0.732,0.933,3.414
527,-0.793,2.008,0.11,-1.389,0.0,0.881,-2.422,-0.107,-1.259,-0.039,0.1,-0.246,-0.253,0.391,-0.634,-0.929,-3.669,-0.226,-0.552,0.533,4.306
528,-0.252,1.935,0.131,-1.196,0.0,0.681,-2.294,-0.221,-1.167,-0.335,0.023,0.048,-0.139,0.036,-0.653,-0.687,-3.313,-0.274,-0.533,0.583,3.235
529,-0.875,1.934,0.047,-1.295,0.0,1.151,-2.479,-0.1,-1.316,-0.051,0.637,0.079,-0.218,0.462,-0.796,-0.881,-3.554,-0.102,-0.17,0.76,4.522
530,-0.257,2.115,-0.027,-1.693,0.0,0.804,-2.589,-0.408,-1.861,-0.43,0.356,-0.065,-0.167,0.09,-1.039,-0.859,-3.872,-0.405,-0.626,0.875,3.511
531,-0.436,1.718,0.275,-1.401,0.0,0.626,-1.905,-0.237,-0.763,-0.102,-0.298,0.337,-0.174,0.229,-0.467,-0.885,-3.27,-0.102,-0.296,0.544,3.254
532,-0.885,1.95,0.076,-0.965,0.0,1.03,-2.45,0.027,-0.787,0.098,-0.363,0.08,-0.245,0.587,-0.27,-0.908,-3.659,0.269,-0.064,0.751,4.431
533,-0.3,1.559,-0.039,-0.889,0.0,0.599,-1.867,-0.09,-0.295,-0.273,-0.09,0.217,-0.21,0.372,-0.179,-1.024,-3.264,0.35,-0.128,0.743,3.493
534,-0.904,2.106,0.083,-1.095,0.0,0.931,-2.309,-0.014,-1.005,0.008,0.02,-0.05,-0.289,0.488,-0.503,-0.793,-3.442,-0.008,-0.313,0.645,4.339
535,-0.919,1.953,0.229,-1.473,0.0,0.825,-2.525,-0.106,-1.158,-0.038,0.157,0.117,0.014,0.167,-0.573,-1.051,-3.767,0.045,-0.355,0.493,4.311
536,-0.49,2.139,-0.101,-1.377,0.0,1.141,-2.662,-0.201,-1.235,-0.17,-0.05,0.152,-0.289,0.408,-0.68,-0.943,-3.737,-0.005,-0.368,0.863,4.231
537,-0.836,2.033,0.082,-1.163,0.0,1.017,-2.563,-0.177,-0.717,-0.345,0.936,0.298,-0.082,0.346,-0.516,-0.771,-3.6,0.047,-0.269,0.63,5.059
538,-0.567,2.098,-0.082,-1.102,0.0,0.765,-2.833,-0.285,-1.097,-0.068,0.271,-0.009,-0.258,0.002,-0.727,-0.842,-3.74,-0.193,-0.489,0.748,4.131
539,-0.489,2.114,0.114,-1.737,0.0,0.88,-2.682,-0.358,-1.205,-0.401,0.115,0.2,-0.372,0.377,-0.649,-0.972,-3.906,-0.035,-0.559,0.803,4.01
540,-1.635,2.181,0.45,-0.762,0.0,0.947,-1.966,0.377,-0.36,0.415,-0.085,0.171,-0.16,0.589,0.103,-0.821,-3.411,0.416,0.16,0.254,5.507
541,-0.152,2.089,0.122,-1.141,0.0,0.771,-2.379,-0.252,-1.095,-0.283,-0.514,0.165,-0.384,0.132,-0.757,-0.837,-3.757,0.138,-0.403,0.934,3.307
542,-0.902,1.919,0.137,-0.829,0.0,0.831,-2.456,-0.038,-0.6,0.232,-0.087,0.065,-0.208,0.382,-0.104,-0.837,-3.605,0.365,-0.134,0.75,4.294
543,-0.801,2.359,0.191,-1.398,0.0,1.104,-2.51,-0.107,-0.868,-0.106,-0.041,0.083,-0.188,0.467,-0.462,-0.907,-3.794,0.044,-0.254,0.677,4.56
544,-1.664,1.958,0.405,-0.444,0.0,0.495,-1.482,0.526,-0.335,0.586,-1.208,0.114,0.083,0.934,0.103,-1.091,-3.442,0.248,0.396,0.133,4.302
545,-0.931,2.054,0.103,-1.275,0.0,0.842,-2.215,0.054,-0.682,0.086,-0.82,0.069,0.052,0.36,-0.248,-1.168,-4.074,0.195,-0.172,0.67,4.143
546,-0.847,1.806,0.171,-1.06,0.0,0.557,-2.095,-0.002,-0.951,0.002,-0.675,0.222,-0.117,0.663,-0.463,-0.914,-3.538,0.217,-0.142,0.549,3.393
547,-0.334,2.019,-0.089,-1.248,0.0,1.138,-2.544,-0.329,-1.26,-0.379,1.012,0.001,-0.162,0.176,-0.748,-0.71,-3.273,-0.107,-0.401,0.862,4.096
548,-0.754,2.234,0.031,-1.186,0.0,0.887,-2.226,-0.097,-0.83,0.023,-0.647,0.06,-0.295,0.283,-0.32,-0.931,-3.831,0.123,-0.275,0.709,4.123
549,-0.447,1.663,-0.086,-1.553,0.0,0.953,-2.762,-0.331,-1.218,-0.315,0.243,-0.041,-0.289,0.3,-0.803,-0.987,-3.865,-0.122,-0.528,0.974,3.672
550,-0.708,2.073,0.083,-1.181,0.0,0.923,-2.222,-0.097,-1.055,0.064,-0.004,-0.062,-0.312,0.485,-0.516,-0.943,-3.526,-0.024,-0.305,0.583,4.18
551,-0.774,1.722,-0.054,-1.21,0.0,0.843,-1.887,0.202,-0.74,0.202,-1.183,0.029,-0.017,0.631,-0.242,-0.892,-3.212,0.63,-0.006,0.787,3.12
552,-0.271,1.992,-0.034,-1.413,0.0,0.789,-2.51,-0.333,-1.16,-0.423,0.289,0.084,-0.228,0.37,-0.716,-0.702,-3.248,-0.269,-0.508,0.732,3.319
553,-0.695,2.056,0.14,-1.362,0.0,0.795,-2.485,-0.055,-0.917,-0.139,-0.354,0.23,-0.296,0.283,-0.69,-1.114,-3.999,-0.117,-0.223,0.806,4.125
554,-0.259,1.645,-0.033,-1.532,0.0,1.126,-2.468,-0.388,-1.585,-0.38,0.594,-0.154,-0.407,0.221,-0.68,-0.934,-3.268,-0.171,-0.39,1.052,3.153
555,-0.579,1.95,-0.016,-1.56,0.0,0.772,-2.57,-0.254,-1.934,-0.123,0.345,-0.457,-0.154,0.209,-0.844,-0.793,-3.537,-0.195,-0.633,0.701,3.563
556,-0.226,2.175,-0.026,-1.406,0.0,0.727,-2.498,-0.216,-1.168,-0.187,0.135,-0.203,-0.023,0.212,-0.577,-1.041,-4.035,-0.175,-0.55,0.807,4.183
557,-0.37,1.981,-0.296,-1.32,0.0,1.12,-2.998,-0.478,-2.002,-0.559,1.66,-0.182,-0.357,-0.09,-1.342,-0.644,-3.225,-0.395,-0.76,0.864,4.2
558,-1.108,2.242,0.086,-0.431,0.0,0.834,-1.937,0.152,0.05,0.235,-0.329,0.414,-0.165,0.605,0.091,-0.645,-3.177,0.703,0.215,0.51,4.907
559,-0.47,1.972,0.11,-1.401,0.0,0.82,-2.452,-0.149,-1.256,-0.313,0.353,-0.009,-0.318,0.213,-0.709,-0.865,-3.534,-0.023,-0.265,0.607,3.942
560,-0.673,1.84,0.173,-1.167,0.0,0.801,-2.168,0.042,-1.078,0.055,-0.47,0.193,-0.039,0.745,-0.268,-0.887,-3.525,0.22,-0.055,0.68,3.947
561,-1.0,1.763,0.116,-0.537,0.0,0.65,-1.773,0.22,0.019,0.421,-1.26,0.053,-0.207,0.767,0.37,-0.909,-3.307,0.381,0.006,0.489,3.803
562,-0.503,2.229,0.23,-1.759,0.0,1.066,-2.649,-0.335,-1.353,-0.364,0.244,0.089,-0.042,0.429,-0.548,-0.794,-4.078,-0.423,-0.623,0.734,4.342
563,-0.692,1.912,0.203,-0.825,0.0,0.801,-1.885,0.173,-0.354,0.094,-0.403,0.324,-0.322,0.623,-0.061,-0.932,-3.214,0.097,0.156,0.452,4.159
564,-0.572,1.972,0.252,-1.262,0.0,0.64,-2.659,-0.348,-0.922,-0.424,0.639,0.23,-0.2,0.414,-0.719,-0.928,-3.774,-0.424,-0.367,0.576,4.134
565,-0.439,1.98,0.128,-1.268,0.0,1.029,-2.614,-0.361,-1.368,-0.333,0.476,0.069,-0.161,0.09,-0.957,-0.935,-3.826,-0.016,-0.319,0.844,3.969
566,-1.076,1.731,0.274,-0.875,0.0,0.696,-1.676,0.265,-0.266,0.26,-0.553,0.274,-0.081,0.687,-0.019,-1.001,-3.397,0.225,0.139,0.51,4.137
