x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,x19,x20
0.222,0.604,0.528,0.472,-0.252,0.843,1.507,-1.585,-0.479,2.364,9.098,-0.042,1.277,-8.09,7.908,0.737,-0.123,0.946,1.0,0.078,-1.064
0.5,-0.622,0.638,0.616,-0.083,0.531,1.194,-0.805,-1.193,2.846,8.171,0.064,1.102,-6.191,7.144,0.495,0.339,0.796,1.0,-0.642,-0.736
0.818,-0.812,0.542,0.762,-0.047,0.766,0.867,-0.336,-1.26,2.717,9.213,-0.227,1.189,-7.013,7.673,0.278,0.502,0.788,1.0,-1.057,-1.333
1.002,-0.449,0.646,0.491,-0.12,0.59,1.127,-0.598,-1.134,1.8,8.056,-0.486,1.094,-6.811,7.447,0.441,0.225,0.894,1.0,-1.056,-1.161
0.478,-0.139,0.705,0.662,-0.153,0.738,1.166,-0.911,-0.794,2.574,9.05,-0.006,1.108,-7.087,7.689,0.456,0.387,0.827,1.0,-0.576,-0.984
0.431,-0.018,0.865,0.656,-0.261,1.228,1.307,-1.184,-0.689,2.518,9.818,-0.319,1.213,-8.367,7.924,0.487,0.201,0.787,1.0,-0.256,-1.627
0.523,-0.754,0.76,0.803,-0.368,1.096,0.874,-0.476,-1.233,1.913,9.018,-0.1,1.274,-7.445,7.561,-0.1,0.594,0.887,1.0,-0.74,-1.533
0.923,-0.245,0.383,0.518,-0.179,0.659,1.116,-0.759,-1.092,3.008,9.243,-0.217,1.143,-7.42,7.704,0.477,-0.028,0.832,1.0,-0.686,-1.246
0.788,-0.634,0.82,0.766,-0.159,0.994,0.822,-0.524,-1.184,2.57,9.374,0.053,1.389,-7.201,7.536,0.15,0.6,0.834,1.0,-0.764,-1.425
0.661,-0.724,0.511,0.685,-0.372,1.088,1.639,-0.565,-1.257,4.445,11.085,-0.296,1.281,-7.947,8.042,0.447,0.234,1.15,1.0,-0.861,-1.536
0.529,-0.199,0.754,0.806,-0.288,1.134,1.147,-0.878,-0.822,1.851,10.048,-0.288,1.232,-8.6,7.968,0.316,0.369,0.889,1.0,-0.471,-1.661
0.531,-0.672,0.817,0.8,-0.044,0.423,1.061,-0.678,-1.095,2.002,8.905,-0.087,1.177,-6.981,8.009,0.476,0.634,0.701,1.0,-0.919,-1.148
0.748,-0.383,0.717,0.595,0.084,0.401,1.169,-0.535,-1.094,2.178,8.12,0.014,1.135,-6.154,7.162,0.672,0.565,0.821,1.0,-1.067,-1.069
0.43,-0.32,0.592,0.797,-0.236,1.037,1.053,-1.0,-0.854,2.992,9.701,-0.073,1.322,-7.345,7.322,0.31,0.244,1.02,1.0,-0.457,-1.403
0.809,-1.154,0.926,0.777,-0.161,0.645,0.774,-0.258,-1.574,2.358,9.335,-0.193,1.164,-7.054,7.997,0.249,0.651,0.944,1.0,-1.248,-1.263
0.686,-0.403,0.598,0.725,-0.158,0.543,1.111,-0.758,-0.887,2.407,8.603,-0.179,1.249,-6.738,7.53,0.51,0.437,0.787,1.0,-0.766,-0.944
0.603,0.112,0.451,0.329,0.11,-0.251,1.046,-0.846,-0.734,2.214,7.622,-0.023,1.395,-6.324,7.675,0.51,0.006,0.896,1.0,-0.583,-0.306
0.975,-0.508,0.398,0.489,0.207,-0.003,1.056,-0.517,-1.095,1.801,7.997,-0.157,1.035,-6.33,7.997,0.543,0.377,0.706,1.0,-1.126,-0.664
0.778,-0.285,0.713,0.509,-0.217,0.638,1.071,-0.644,-1.128,2.774,8.781,-0.109,1.047,-6.826,7.735,0.317,0.337,0.702,1.0,-0.942,-1.03
0.423,-0.506,0.831,0.826,-0.182,0.789,1.047,-0.618,-1.059,2.937,9.965,-0.142,1.146,-7.586,7.708,0.389,0.463,0.845,1.0,-0.769,-1.477
1.043,-0.578,0.495,0.761,0.093,0.572,1.254,-0.228,-1.116,3.091,9.233,-0.112,1.25,-6.515,7.602,0.236,0.299,1.028,1.0,-1.218,-1.201
0.673,-0.436,0.692,0.826,-0.131,0.616,1.194,-0.766,-0.939,2.739,9.353,-0.1,1.199,-7.24,7.493,0.448,0.429,0.785,1.0,-0.629,-1.261
0.929,0.036,0.706,0.79,-0.069,0.508,1.662,-0.926,-0.798,3.55,9.719,-0.155,0.884,-7.183,8.045,0.559,0.216,0.89,1.0,-0.674,-1.064
0.703,-0.186,0.372,0.764,-0.044,-0.075,1.776,-0.82,-0.819,3.432,9.137,-0.039,1.135,-6.62,7.84,0.874,0.266,0.931,1.0,-0.808,-0.553
0.892,-1.035,1.176,0.678,-0.232,0.709,1.003,-0.278,-1.548,2.525,8.793,-0.051,0.969,-6.574,7.598,0.009,0.793,0.696,1.0,-1.307,-1.334
0.9,-0.549,0.575,0.4,-0.043,0.232,1.223,-0.486,-1.215,2.893,8.956,-0.077,1.207,-6.954,7.93,0.378,0.326,1.012,1.0,-1.055,-0.983
0.874,-0.643,0.546,0.875,-0.129,0.175,1.016,-0.377,-1.08,2.193,8.439,-0.293,1.117,-6.595,7.837,0.414,0.327,0.79,1.0,-1.056,-0.807
0.908,-0.629,0.62,0.717,-0.206,0.788,1.206,-0.423,-1.148,2.902,8.925,-0.247,0.973,-6.741,7.219,0.515,0.351,0.954,1.0,-1.083,-1.262
0.379,0.02,0.357,0.461,-0.242,0.48,0.784,-0.868,-1.021,2.19,8.527,-0.301,1.071,-7.394,7.688,0.599,-0.038,1.032,1.0,-0.615,-1.168
0.66,-0.557,0.768,0.781,-0.191,0.524,1.402,-0.591,-0.923,3.404,9.68,-0.274,1.424,-7.086,7.734,0.571,0.496,0.901,1.0,-0.781,-0.916
0.718,-0.672,0.66,0.973,-0.098,0.72,1.0,-0.436,-0.99,2.522,9.453,-0.042,1.16,-7.123,7.796,0.383,0.54,0.696,1.0,-0.841,-1.189
0.789,-0.1,0.574,0.497,-0.191,0.575,1.214,-0.876,-1.069,2.721,8.447,-0.198,1.163,-6.312,6.94,0.479,0.249,0.93,1.0,-1.038,-1.096
0.649,0.199,0.62,0.396,-0.409,1.185,1.401,-1.057,-0.782,2.335,9.319,-0.23,0.843,-8.308,8.033,0.299,0.072,0.733,1.0,-0.489,-1.627
0.777,-0.712,0.772,0.728,-0.078,0.234,0.848,-0.603,-1.236,1.873,8.198,-0.037,1.292,-6.593,8.052,0.309,0.451,0.746,1.0,-1.058,-0.783
0.745,-0.142,0.503,0.396,-0.215,0.536,1.367,-0.697,-1.03,3.19,9.197,-0.242,1.018,-7.055,7.609,0.476,0.184,1.092,1.0,-0.901,-1.279
0.792,0.027,0.271,0.264,-0.109,-0.224,1.258,-0.908,-0.986,2.39,7.605,-0.252,0.973,-6.448,7.876,0.784,-0.065,1.014,1.0,-1.026,-0.518
0.575,0.05,0.675,0.447,-0.144,0.588,1.628,-0.967,-0.77,3.29,9.844,-0.024,1.235,-7.621,7.957,0.605,0.202,0.793,1.0,-0.622,-1.408
0.839,-0.411,0.488,0.718,-0.29,0.397,1.286,-0.597,-1.101,2.712,8.993,-0.238,1.203,-6.927,7.394,0.397,0.335,0.916,1.0,-0.858,-1.138
0.583,-0.432,0.782,1.012,-0.218,0.395,1.199,-0.829,-0.973,2.418,9.149,-0.104,1.072,-6.953,7.85,0.567,0.546,0.734,1.0,-0.764,-0.911
0.825,-0.522,0.64,0.577,-0.063,0.323,1.578,-0.534,-1.138,3.254,9.057,-0.172,1.229,-6.388,7.882,0.626,0.471,0.889,1.0,-1.093,-0.87
0.893,-0.681,0.785,0.668,-0.023,0.28,1.156,-0.294,-1.201,2.583,8.769,0.021,1.264,-6.248,7.725,0.308,0.51,0.861,1.0,-0.975,-0.629
0.704,-0.529,0.763,0.758,0.065,0.532,0.901,-0.413,-1.097,1.821,8.913,-0.148,1.227,-7.083,8.022,0.272,0.452,0.835,1.0,-0.854,-1.189
0.763,-0.374,0.543,0.597,0.072,-0.007,1.451,-0.771,-1.117,3.331,8.526,0.068,1.036,-6.037,7.593,0.619,0.186,1.139,1.0,-0.96,-0.487
0.57,-0.157,0.311,0.841,-0.402,0.636,1.124,-1.039,-0.953,2.438,9.23,0.018,1.133,-7.365,7.64,0.271,0.099,0.763,1.0,-0.573,-1.161
0.922,-0.198,0.824,0.609,-0.452,1.072,1.457,-0.833,-1.0,3.759,10.294,-0.378,1.139,-7.936,7.723,0.58,0.307,1.076,1.0,-0.759,-1.426
1.011,-0.095,0.272,0.627,-0.218,0.125,1.183,-0.693,-0.777,2.697,8.894,-0.405,1.077,-6.978,7.973,0.576,-0.058,0.984,1.0,-1.02,-0.914
0.526,-0.347,0.515,-0.014,-0.051,0.767,1.394,-0.397,-0.853,2.928,9.652,-0.127,1.1,-7.992,9.01,0.484,0.404,0.552,0.0,-0.69,-0.941
0.845,-0.712,0.42,0.059,-0.033,0.523,1.391,0.144,-1.225,3.473,8.728,-0.246,1.212,-6.659,8.218,0.222,0.341,0.475,0.0,-1.147,-0.701
0.682,-0.217,0.126,-0.13,-0.186,0.278,1.401,-0.375,-0.933,2.37,7.417,0.142,1.157,-6.457,8.083,0.681,0.003,0.787,0.0,-0.726,-0.326
0.787,-0.752,0.445,0.34,0.029,0.213,1.365,0.268,-1.177,2.817,8.583,0.027,1.297,-6.147,8.187,0.542,0.712,0.488,0.0,-1.178,-0.373
0.835,-0.827,0.514,-0.322,-0.01,-0.01,1.438,0.269,-1.477,3.17,7.789,0.012,0.998,-5.731,8.151,0.534,0.59,0.726,0.0,-1.546,-0.277
0.905,-0.592,0.283,0.049,0.069,0.403,0.945,0.035,-1.233,2.127,7.959,0.148,1.177,-6.619,8.436,0.433,0.35,0.626,0.0,-1.033,-0.442
0.705,-0.389,0.418,-0.094,-0.296,0.73,1.417,-0.467,-0.991,2.559,8.407,-0.037,1.074,-7.427,8.185,0.525,0.27,0.869,0.0,-0.643,-0.913
0.518,-0.506,0.477,-0.164,-0.051,0.816,1.475,-0.392,-0.993,3.25,9.552,-0.255,1.081,-7.974,8.811,0.551,0.312,0.592,0.0,-0.685,-0.916
0.717,-0.383,0.373,0.178,-0.049,0.517,1.409,-0.224,-0.857,3.136,9.143,0.054,1.023,-7.517,8.577,0.761,0.143,0.738,0.0,-0.465,-0.702
0.607,-0.373,0.563,-0.226,-0.114,0.831,1.44,-0.165,-1.163,2.395,8.266,-0.077,1.047,-7.199,8.28,0.542,0.357,0.775,0.0,-0.876,-0.863
0.717,-1.156,0.688,0.273,-0.109,0.631,1.319,0.004,-1.274,3.094,9.362,0.064,1.297,-7.325,8.876,0.301,0.764,0.842,0.0,-1.044,-0.856
0.816,-0.114,0.498,-0.101,-0.021,0.315,1.043,-0.364,-0.876,1.72,7.967,-0.276,1.342,-7.605,8.769,0.564,0.078,0.773,0.0,-0.726,-0.571
0.833,-0.778,0.424,0.12,-0.389,0.936,0.865,0.213,-1.243,2.162,8.646,-0.055,1.222,-7.518,8.51,0.164,0.589,0.869,0.0,-1.024,-1.013
0.5,-0.213,0.329,0.034,-0.041,0.589,1.302,-0.214,-0.849,2.603,8.64,-0.119,1.219,-7.197,8.159,0.579,0.207,0.953,0.0,-0.766,-0.644
0.479,-0.92,0.78,0.13,-0.03,0.782,1.087,-0.19,-0.971,2.081,8.678,0.0,1.485,-7.668,8.439,0.385,0.63,0.669,0.0,-0.391,-0.889
0.385,-0.218,0.311,-0.185,-0.159,1.328,1.339,-0.395,-0.846,3.797,9.966,-0.008,1.17,-8.436,8.438,0.284,0.105,1.089,0.0,-0.229,-1.268
0.431,0.168,0.216,-0.399,-0.216,1.097,1.261,-0.564,-0.826,1.829,8.457,-0.273,1.365,-8.177,8.278,0.444,0.07,0.731,0.0,-0.543,-1.429
0.585,-0.33,0.667,0.065,-0.235,0.755,1.589,-0.409,-0.919,3.38,9.726,-0.191,1.191,-7.892,8.312,0.762,0.392,0.8,0.0,-0.736,-1.094
0.473,-0.53,0.674,0.07,-0.09,1.275,0.996,-0.376,-0.987,1.79,9.11,-0.144,1.236,-8.193,8.27,0.289,0.611,0.72,0.0,-0.499,-1.376
0.685,-0.418,0.4,0.284,-0.259,0.472,1.22,-0.116,-0.925,1.802,7.852,0.013,1.222,-6.906,8.478,0.508,0.304,0.987,0.0,-0.856,-0.591
0.552,0.073,0.414,-0.304,-0.155,0.559,1.081,-0.783,-0.827,1.619,8.075,-0.21,1.208,-7.872,8.759,0.46,0.103,0.771,0.0,-0.629,-0.807
0.735,-0.473,0.25,0.048,-0.032,0.545,1.14,-0.205,-1.06,2.24,8.344,-0.062,1.244,-7.0,8.433,0.305,0.427,0.757,0.0,-0.903,-0.689
0.437,-0.461,0.925,-0.083,0.007,0.536,1.766,-0.186,-1.076,3.967,9.345,0.079,1.109,-6.685,8.069,0.808,0.65,0.739,0.0,-0.976,-0.77
0.7,-0.192,0.63,-0.217,-0.239,1.057,1.221,-0.627,-1.003,1.839,8.303,-0.079,1.279,-8.015,8.259,0.275,0.274,1.016,0.0,-0.557,-1.333
0.519,0.294,0.58,-0.37,0.041,0.102,1.619,-0.557,-0.68,3.014,7.98,-0.106,1.413,-6.567,8.126,0.823,0.145,1.061,0.0,-0.684,-0.274
0.59,-0.251,0.558,-0.207,-0.144,0.484,1.224,-0.598,-0.922,2.587,8.06,-0.151,1.378,-7.128,8.232,0.507,0.247,0.543,0.0,-0.698,-0.638
0.58,-0.284,0.546,-0.266,-0.238,0.602,1.249,-0.232,-0.974,2.066,7.959,-0.163,1.204,-7.195,8.213,0.623,0.368,0.709,0.0,-0.854,-0.685
0.697,-0.232,0.255,-0.156,-0.05,0.244,1.248,-0.297,-1.009,2.441,7.633,-0.113,1.269,-6.497,8.411,0.439,0.111,0.748,0.0,-0.992,-0.363
0.781,-0.528,0.444,0.146,-0.028,0.485,1.266,-0.344,-0.976,1.917,8.274,-0.035,1.095,-6.985,8.477,0.619,0.444,0.914,0.0,-0.941,-0.709
0.336,0.276,0.265,-0.107,-0.086,0.639,1.291,-0.813,-0.624,1.674,8.491,-0.134,1.019,-8.428,9.155,0.44,-0.11,0.856,0.0,-0.364,-0.713
0.6,0.053,0.172,-0.335,-0.143,0.976,1.147,-0.409,-0.957,2.291,8.108,-0.028,1.386,-7.566,8.462,0.349,-0.018,1.22,0.0,-0.71,-1.022
0.88,-0.716,0.514,-0.001,-0.07,0.42,1.615,-0.154,-1.166,3.904,9.135,-0.105,1.273,-6.758,8.233,0.518,0.505,0.671,0.0,-0.988,-0.509
0.661,-0.452,0.519,-0.272,-0.206,0.313,1.05,-0.308,-1.119,2.514,7.749,-0.018,0.953,-6.605,8.369,0.405,0.482,0.479,0.0,-1.165,-0.51
0.586,-0.63,0.628,-0.046,0.132,0.088,1.091,-0.261,-0.944,2.265,7.663,-0.062,1.12,-6.338,8.081,0.292,0.469,0.497,0.0,-1.09,-0.487
0.428,-0.389,0.718,0.026,-0.129,1.12,1.336,-0.575,-1.016,2.373,9.406,-0.028,1.097,-8.399,8.651,0.422,0.382,0.627,0.0,-0.424,-1.235
0.776,-0.25,0.627,0.282,-0.339,0.873,1.187,-0.495,-0.784,2.913,9.566,-0.43,1.279,-8.07,8.554,0.161,0.259,0.706,0.0,-0.684,-1.029
0.752,-0.464,0.267,0.058,0.019,0.461,1.28,-0.113,-0.933,2.499,8.552,0.037,1.172,-7.07,8.343,0.629,0.15,0.858,0.0,-0.911,-0.722
0.872,0.396,0.038,-0.293,-0.522,1.062,1.261,-0.474,-1.049,3.017,8.199,-0.34,1.049,-7.533,8.21,0.211,-0.426,0.785,0.0,-0.974,-1.199
0.714,-0.896,0.322,0.09,-0.315,1.299,1.378,-0.144,-1.251,3.499,9.917,-0.171,1.207,-8.083,8.416,0.117,0.598,0.956,0.0,-0.898,-1.474
0.836,-0.411,0.69,-0.23,0.001,0.665,1.233,-0.243,-1.121,1.826,8.141,-0.109,1.123,-7.469,8.349,0.482,0.491,0.857,0.0,-0.757,-0.891
0.818,-0.637,0.459,0.125,-0.135,0.705,1.311,-0.149,-1.08,3.167,8.968,-0.243,1.352,-7.345,8.115,0.385,0.272,0.814,0.0,-0.841,-0.848
0.615,-0.47,0.633,-0.265,0.043,0.744,1.215,-0.249,-1.114,2.241,8.382,-0.227,1.192,-7.374,8.491,0.512,0.314,0.794,0.0,-0.863,-0.905
0.816,0.194,-0.016,-0.41,0.002,0.415,1.602,-0.478,-0.873,3.574,8.226,-0.213,1.389,-6.858,8.249,0.549,-0.175,0.742,0.0,-0.934,-0.489
0.835,-0.577,0.454,0.058,-0.234,1.069,1.058,-0.299,-1.165,2.21,9.251,-0.201,1.097,-8.045,8.361,0.072,0.43,0.95,0.0,-0.74,-1.312
0.702,-0.202,0.516,-0.125,0.015,0.517,0.981,-0.529,-0.855,1.877,7.837,0.178,1.164,-7.128,8.503,0.484,0.153,0.862,0.0,-0.608,-0.583
0.277,0.334,0.322,-0.521,-0.014,0.521,1.332,-0.842,-0.707,3.033,8.049,-0.148,1.279,-6.986,8.262,0.731,-0.182,0.791,0.0,-0.636,-0.705
0.582,-1.043,0.722,0.096,0.016,0.339,1.233,0.182,-1.248,2.716,8.7,0.069,0.982,-6.711,8.541,0.711,0.759,0.825,0.0,-1.19,-0.634
0.69,-0.055,0.564,-0.346,0.073,-0.152,1.583,-0.416,-0.794,3.083,7.611,0.011,1.264,-6.103,8.222,0.677,0.217,0.96,0.0,-0.975,-0.149
0.572,-0.922,0.639,0.361,-0.052,0.72,1.017,-0.134,-1.051,2.386,9.35,0.06,1.363,-7.359,8.109,0.145,0.674,0.841,0.0,-0.647,-0.835
0.58,-0.355,0.787,-0.08,-0.068,0.494,1.06,-0.182,-0.919,0.738,6.764,-0.057,0.983,-6.707,8.131,0.281,0.439,0.677,0.0,-0.842,-0.624
0.795,-0.704,0.677,0.136,-0.194,0.922,1.591,-0.017,-1.128,3.513,9.278,-0.042,1.299,-7.239,8.195,0.519,0.498,0.665,0.0,-0.873,-0.901
0.54,0.181,0.119,-0.161,-0.274,1.019,1.231,-0.742,-0.591,2.649,9.238,-0.321,1.083,-8.429,8.624,0.334,-0.257,0.89,0.0,-0.544,-1.268
0.493,-1.11,0.41,0.215,-0.213,0.882,1.011,0.428,-1.162,2.201,8.562,-0.007,1.253,-7.155,8.461,0.315,0.851,0.707,0.0,-1.078,-0.984
0.727,0.258,0.493,-0.59,-0.187,0.749,1.287,-0.712,-0.987,1.982,8.08,-0.221,1.012,-8.049,8.801,0.453,-0.149,0.871,0.0,-0.83,-1.101
0.626,0.174,0.521,-0.212,0.012,0.566,1.245,-0.66,-0.685,2.99,8.878,0.0,1.339,-7.542,8.64,0.506,0.056,0.775,0.0,-0.66,-0.635
0.609,-0.471,0.646,0.354,-0.186,0.881,1.341,-0.367,-1.024,2.909,9.461,-0.083,1.194,-7.878,8.59,0.397,0.255,0.883,0.0,-0.689,-1.109
0.885,-1.115,0.731,0.282,-0.229,0.543,0.859,0.218,-1.495,2.031,8.434,0.005,1.156,-6.836,8.213,0.249,0.778,0.624,0.0,-1.068,-1.007
0.676,0.109,0.459,-0.627,-0.051,0.387,1.105,-0.785,-0.85,1.822,7.188,-0.364,1.068,-7.019,8.089,0.44,-0.018,0.873,0.0,-0.919,-0.617
0.535,-0.779,0.558,0.233,-0.358,1.059,1.499,-0.16,-1.244,3.922,10.636,-0.142,1.025,-8.197,8.901,0.4,0.456,0.666,0.0,-0.738,-1.101
0.874,-0.513,0.671,-0.181,0.092,0.188,0.898,-0.419,-1.052,0.647,6.445,-0.047,1.319,-6.57,8.129,0.189,0.296,0.85,0.0,-1.029,-0.468
0.386,-0.462,0.614,0.071,-0.375,1.551,1.155,-0.538,-0.864,1.966,9.616,0.061,1.255,-9.037,8.873,0.185,0.425,0.922,0.0,-0.29,-1.598
0.509,-0.605,0.655,-0.254,0.044,0.354,1.537,0.004,-1.108,3.245,8.794,0.099,1.319,-6.779,8.451,0.598,0.469,0.723,0.0,-0.773,-0.622
0.646,-0.222,0.245,-0.462,-0.12,0.177,1.57,-0.296,-1.086,3.238,8.541,-0.155,1.043,-7.071,8.589,0.838,0.398,0.918,0.0,-1.005,-0.577
0.52,0.113,0.114,-0.346,-0.348,1.249,1.255,-0.706,-0.9,1.84,8.143,-0.275,1.235,-8.118,8.16,0.342,-0.008,0.812,0.0,-0.408,-1.09
0.735,-0.496,0.619,0.018,-0.144,0.606,1.06,-0.378,-1.028,1.853,8.451,-0.08,1.3,-7.677,8.724,0.456,0.422,0.639,0.0,-0.942,-0.943
0.83,-0.565,0.73,0.021,-0.023,0.582,1.303,-0.012,-1.13,2.485,8.112,-0.277,1.288,-6.772,8.419,0.494,0.469,0.871,0.0,-1.154,-0.61
0.55,-0.142,0.361,0.105,-0.2,0.911,1.303,-0.561,-0.727,1.957,8.472,-0.184,1.065,-7.888,8.24,0.358,0.022,0.733,0.0,-0.436,-0.967
0.736,-0.616,0.68,0.209,-0.343,0.725,1.561,-0.101,-1.04,3.574,9.816,-0.033,1.33,-7.714,8.907,0.486,0.677,0.819,0.0,-0.95,-0.812
0.763,-0.412,0.398,0.175,-0.022,0.624,1.114,-0.337,-0.995,1.429,7.659,-0.189,1.241,-6.945,8.223,0.221,0.254,0.705,0.0,-0.89,-0.593
0.877,-0.407,0.421,-0.007,-0.102,0.398,1.376,-0.129,-1.082,2.616,8.404,-0.036,1.341,-6.934,8.686,0.475,0.248,0.854,0.0,-1.106,-0.643
0.736,-0.1,0.187,-0.438,0.106,0.513,1.077,-0.248,-0.953,1.672,7.042,-0.135,1.161,-6.821,8.104,0.347,-0.085,0.842,0.0,-0.75,-0.613
0.777,-0.412,0.609,0.038,-0.086,0.614,1.224,-0.538,-0.847,2.41,8.718,0.019,1.131,-7.553,8.683,0.613,0.229,0.814,0.0,-0.765,-0.81
0.716,-0.758,0.274,0.233,-0.256,1.585,1.354,-0.028,-1.145,2.376,9.39,-0.231,1.285,-8.253,8.286,0.322,0.448,0.802,0.0,-0.739,-1.657
0.721,-0.32,0.256,-0.179,0.02,0.814,1.091,-0.365,-0.992,1.696,7.676,-0.096,1.046,-7.26,8.096,0.074,0.091,0.711,0.0,-0.628,-0.903
0.684,-1.113,0.449,0.183,0.152,0.254,1.07,0.518,-1.271,2.882,9.115,-0.014,0.978,-6.894,8.753,0.477,0.759,0.92,0.0,-1.136,-0.685
0.517,-0.276,0.831,-0.31,0.029,0.377,1.531,-0.416,-1.141,3.217,8.658,-0.045,1.136,-7.128,8.555,0.758,0.547,0.902,0.0,-0.882,-0.581
0.353,-0.482,0.625,0.096,-0.163,0.748,1.365,-0.292,-0.918,2.817,8.916,-0.165,1.227,-7.55,8.372,0.705,0.244,0.694,0.0,-0.514,-0.861
0.6,-0.585,0.714,-0.366,-0.042,0.818,1.313,-0.036,-1.149,2.357,8.222,-0.125,1.131,-7.418,8.551,0.518,0.364,1.005,0.0,-0.987,-0.955
0.958,-0.681,0.544,-0.027,-0.065,0.513,1.296,-0.072,-1.153,1.998,8.018,0.001,1.135,-7.015,8.699,0.389,0.426,0.767,0.0,-1.251,-0.741
0.829,-0.83,0.635,-0.242,0.299,-0.099,1.432,0.09,-1.18,3.035,8.121,0.07,1.143,-6.281,8.313,0.583,0.597,0.821,0.0,-1.155,-0.194
0.423,-0.318,0.665,-0.01,-0.103,0.731,1.591,-0.358,-1.051,3.236,9.305,-0.129,1.056,-7.402,8.294,0.691,0.4,0.659,0.0,-0.682,-0.931
0.638,-0.72,0.711,-0.008,0.024,0.522,1.395,-0.123,-1.235,2.968,8.594,0.078,1.073,-6.794,8.333,0.442,0.608,0.865,0.0,-0.854,-0.736
0.714,-0.595,0.44,0.155,-0.02,1.038,0.908,-0.121,-1.124,1.711,8.243,-0.261,1.199,-7.375,8.506,0.212,0.435,0.854,0.0,-0.903,-0.846
0.637,-0.726,0.753,0.145,0.036,1.127,1.507,-0.245,-1.098,3.554,10.426,-0.127,1.133,-8.047,8.75,0.455,0.566,0.788,0.0,-0.733,-1.199
0.705,-0.36,0.529,-0.079,-0.112,0.838,1.386,-0.377,-1.079,3.118,9.541,-0.287,1.174,-7.99,8.563,0.468,0.338,0.735,0.0,-0.713,-0.983
0.447,-0.451,0.634,0.012,-0.057,0.683,0.92,-0.422,-0.956,1.473,8.096,0.089,1.214,-7.327,8.409,0.392,0.435,0.802,0.0,-0.594,-0.865
0.717,-0.634,0.39,-0.101,0.027,0.272,1.195,0.002,-1.045,2.042,7.332,0.041,1.207,-6.308,8.16,0.51,0.268,0.657,0.0,-1.03,-0.683
0.4,-0.796,0.459,-0.126,-0.166,1.27,1.285,-0.115,-1.268,3.102,10.159,0.051,1.091,-8.45,8.874,0.267,0.63,0.922,0.0,-0.614,-1.4
0.587,-1.077,0.57,-0.15,0.103,0.928,0.736,0.18,-1.438,1.815,8.415,-0.154,1.166,-7.497,8.537,0.12,0.741,0.98,0.0,-1.071,-1.091
0.651,-0.939,0.945,0.177,0.074,0.227,1.236,-0.075,-1.293,2.291,8.465,0.073,1.242,-6.666,9.065,0.472,0.727,0.684,0.0,-1.14,-0.275
0.861,-0.694,0.548,-0.36,0.081,0.273,0.981,0.206,-1.25,1.682,7.004,-0.025,0.999,-6.431,8.448,0.526,0.536,0.972,0.0,-1.225,-0.342
0.702,-0.123,0.482,-0.44,-0.134,0.464,1.255,-0.33,-1.009,2.109,7.643,0.007,1.103,-6.806,8.085,0.476,0.225,0.919,0.0,-0.926,-0.645
0.639,-0.194,0.523,-0.043,0.001,0.52,1.364,-0.594,-0.838,2.234,8.77,-0.268,1.197,-7.92,8.837,0.455,0.175,0.824,0.0,-0.606,-0.63
0.618,-0.594,0.359,0.065,-0.205,0.796,1.065,-0.283,-1.07,2.259,8.286,-0.003,1.066,-7.164,8.09,0.312,0.342,0.706,0.0,-0.693,-0.614
0.576,-0.273,0.491,-0.159,-0.053,0.172,1.565,-0.196,-0.736,3.183,8.788,-0.15,1.141,-7.265,8.827,0.873,0.397,0.77,0.0,-0.884,-0.467
0.583,-1.074,0.842,0.137,-0.132,0.709,1.126,0.103,-1.346,3.219,9.264,0.044,1.305,-7.159,8.559,0.062,0.858,0.716,0.0,-1.077,-0.878
0.319,-0.823,0.68,0.092,-0.023,0.717,1.025,-0.028,-1.075,1.943,8.695,0.048,1.224,-7.73,9.164,0.335,0.617,0.967,0.0,-1.011,-0.922
0.844,-0.956,0.531,0.086,0.12,0.237,1.063,0.332,-1.408,2.449,8.429,-0.1,1.125,-6.826,8.421,0.317,0.569,0.633,0.0,-1.215,-0.545
0.129,-0.212,0.453,-0.201,-0.149,1.322,1.441,-0.522,-0.815,2.785,9.688,0.001,1.089,-8.399,8.492,0.467,0.432,0.817,0.0,-0.29,-1.419
0.672,-0.481,0.429,0.086,0.153,0.382,1.636,-0.124,-1.004,3.359,8.917,-0.326,1.058,-6.675,8.423,0.564,0.479,0.616,0.0,-0.973,-0.279
0.65,-0.272,0.406,-0.063,-0.209,0.552,1.553,-0.343,-1.062,3.431,8.543,-0.205,0.914,-6.836,8.202,0.565,0.078,0.747,0.0,-0.904,-0.514
0.624,-0.696,0.753,0.157,-0.083,0.371,1.218,-0.101,-1.152,2.829,8.769,-0.025,1.264,-6.96,8.704,0.432,0.555,0.865,0.0,-1.021,-0.531
0.632,-0.133,0.525,-0.022,-0.058,0.538,1.229,-0.655,-0.928,1.896,8.357,-0.099,1.153,-7.664,8.974,0.527,0.187,0.713,0.0,-0.777,-0.619
0.601,-0.245,0.495,0.119,-0.12,0.728,1.302,-0.396,-0.86,2.403,8.361,-0.042,1.097,-7.096,8.114,0.357,0.241,0.749,0.0,-0.74,-0.859
0.826,-0.62,0.343,0.165,-0.2,0.702,1.066,-0.031,-1.064,1.209,7.915,-0.003,1.1,-7.474,8.761,0.24,0.259,0.943,0.0,-0.886,-0.86
