Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
444,0.443,1.558,3.631,-0.244,0.616,1.415,6.487,3.788,0.12,-3.751,0.0,0.415,-4.44,8.053,0.53,-6.735,-9.315,5.728,-0.03,-1.751,-0.082
445,0.539,1.938,3.225,-0.215,0.734,1.195,7.711,2.003,0.023,-4.037,0.0,0.084,-3.414,7.924,0.578,-7.674,-10.761,5.441,0.001,-1.35,-0.152
446,0.064,1.633,3.478,-0.075,0.314,1.572,6.56,3.137,0.097,-3.836,0.0,0.343,-3.101,7.802,-0.112,-6.985,-9.481,5.833,0.095,-1.966,-0.093
447,0.35,1.671,2.927,-0.083,1.17,1.426,6.789,3.271,-0.003,-3.645,0.0,0.469,-4.091,7.671,0.654,-6.603,-9.517,5.092,0.063,-1.697,-0.116
448,0.266,1.621,3.014,-0.046,0.983,1.378,6.981,2.031,-0.172,-3.68,0.0,-0.145,-2.917,8.503,0.541,-6.939,-9.582,5.684,-0.009,-1.483,-0.131
449,0.364,1.871,3.02,0.252,0.652,1.426,6.74,3.42,0.138,-3.613,0.0,0.3,-4.207,7.999,0.815,-6.894,-9.438,5.058,-0.013,-1.669,-0.184
450,0.152,1.49,3.493,-0.656,0.194,1.329,7.014,2.542,0.229,-3.815,0.0,0.049,-2.977,8.288,0.16,-6.952,-10.02,6.459,-0.144,-1.826,0.176
451,0.25,1.924,3.249,-0.185,0.386,1.512,7.522,2.858,0.114,-4.005,0.0,0.297,-3.676,8.138,0.74,-7.327,-10.325,5.411,-0.041,-1.706,0.049
452,0.095,0.959,3.158,-0.941,0.119,1.44,6.65,2.733,0.14,-3.603,0.0,0.202,-3.518,7.689,0.334,-6.494,-9.622,6.032,-0.124,-1.729,0.17
453,0.204,1.327,3.315,-0.701,0.446,1.27,7.298,1.813,-0.162,-3.923,0.0,-0.089,-3.233,8.368,0.662,-6.907,-9.784,6.069,-0.074,-1.123,-0.129
454,0.227,1.517,3.409,-0.425,0.954,1.493,7.192,2.285,-0.007,-3.867,0.0,0.053,-3.372,7.877,0.726,-7.243,-10.013,5.618,-0.124,-1.344,0.054
455,0.398,1.506,3.643,0.11,0.406,1.48,6.54,2.269,0.093,-3.524,0.0,0.038,-3.484,8.361,1.071,-6.634,-9.005,5.498,0.008,-1.441,0.249
456,0.446,1.612,3.273,-0.413,0.65,1.407,6.988,2.235,-0.09,-3.85,0.0,0.036,-3.268,8.057,0.147,-6.881,-9.925,5.85,-0.046,-1.359,0.044
457,0.473,2.082,3.496,-0.358,0.745,1.364,8.365,2.294,-0.012,-4.531,0.0,0.084,-3.469,8.592,0.595,-8.355,-11.574,6.128,0.006,-1.229,-0.149
458,0.298,1.249,3.248,-0.383,0.691,1.559,6.431,3.45,0.119,-3.487,0.0,0.214,-4.317,8.011,0.727,-6.455,-9.053,5.607,-0.169,-1.702,0.042
459,0.381,1.518,3.464,-0.85,1.197,1.754,8.484,1.996,0.118,-4.316,0.0,0.292,-3.226,8.26,0.261,-8.54,-11.827,6.496,0.046,-1.339,-0.113
460,0.439,1.13,3.44,-0.816,0.404,1.393,6.408,1.973,0.11,-3.367,0.0,0.016,-3.578,7.527,0.686,-6.133,-8.972,5.751,0.029,-1.289,0.044
461,0.113,2.162,3.426,-0.29,0.031,1.468,8.016,3.699,0.085,-4.482,0.0,0.484,-4.393,7.899,0.769,-8.311,-11.249,5.257,-0.263,-1.677,0.005
462,0.374,1.325,3.287,-0.562,0.785,1.367,6.24,2.505,0.201,-3.446,0.0,0.093,-3.229,7.944,0.233,-6.292,-9.316,6.163,-0.132,-1.556,-0.098
463,0.217,1.803,3.325,-0.649,0.616,1.644,7.665,3.167,0.165,-3.917,0.0,0.537,-3.719,8.315,0.256,-7.792,-10.969,6.183,-0.138,-1.966,-0.119
464,0.337,1.347,2.967,-0.331,0.404,1.373,6.291,3.67,-0.213,-3.325,0.0,0.617,-4.815,6.961,0.958,-6.198,-8.685,4.667,-0.094,-1.706,-0.139
465,0.624,1.563,2.983,-0.111,0.748,1.46,6.512,2.307,0.196,-3.47,0.0,0.106,-3.754,7.988,0.702,-6.419,-9.333,5.58,0.069,-1.48,-0.105
466,0.41,1.236,2.784,-0.864,0.327,1.448,7.73,2.297,-0.084,-3.908,0.0,0.168,-4.298,7.428,1.184,-7.358,-10.255,5.304,0.0,-1.359,-0.277
467,0.41,1.29,3.415,-0.411,0.298,1.453,6.916,3.126,0.207,-3.972,0.0,0.232,-4.422,8.09,1.112,-6.973,-10.105,5.606,-0.168,-1.731,0.168
468,0.61,1.437,3.063,-0.193,0.439,1.613,7.028,2.962,0.174,-3.686,0.0,-0.061,-4.532,7.615,1.355,-6.77,-9.688,4.825,0.068,-1.342,0.022
469,0.437,1.826,3.486,-0.53,0.386,1.357,8.028,3.315,0.013,-4.315,0.0,0.445,-4.595,8.341,0.805,-7.929,-11.304,5.919,-0.142,-1.58,-0.09
470,0.126,2.349,3.407,-0.268,0.766,1.202,8.162,2.797,-0.109,-4.546,0.0,0.099,-3.078,8.129,0.195,-8.376,-11.372,5.58,-0.194,-1.533,-0.056
471,0.563,1.444,3.335,-0.617,1.114,1.473,6.857,3.853,0.096,-3.65,0.0,0.356,-4.716,8.249,0.378,-7.02,-9.786,6.215,0.05,-1.985,-0.252
472,0.192,1.09,3.43,-1.038,0.648,1.194,7.287,2.074,-0.102,-3.437,0.0,0.115,-3.462,8.821,0.682,-6.659,-9.311,6.903,0.068,-1.3,-0.004
473,0.086,1.84,3.487,0.161,0.093,1.441,6.221,2.305,0.225,-3.741,0.0,-0.026,-2.622,7.855,0.124,-6.718,-9.084,5.451,0.175,-1.453,0.184
474,0.326,1.242,2.802,-0.707,0.483,1.456,7.015,2.612,-0.029,-3.42,0.0,0.277,-4.044,7.662,0.975,-6.447,-9.195,5.241,0.034,-1.612,-0.059
475,0.06,1.799,3.333,-0.409,0.122,1.219,6.779,3.228,-0.08,-3.649,0.0,0.326,-3.271,7.672,-0.083,-6.928,-9.677,5.706,-0.017,-1.695,-0.045
476,0.518,2.146,3.186,-0.245,1.139,1.388,8.187,2.555,0.301,-4.487,0.0,0.615,-3.956,6.875,0.975,-8.367,-11.699,4.562,0.178,-1.678,-0.136
477,0.433,1.639,3.057,-0.29,0.611,1.48,7.145,2.695,-0.137,-3.684,0.0,0.056,-3.802,8.668,0.73,-6.719,-9.532,5.989,0.129,-1.552,-0.236
478,0.4,1.435,3.287,-0.276,1.086,1.312,6.359,1.873,0.097,-3.305,0.0,0.162,-2.647,8.713,0.054,-6.434,-9.177,6.542,-0.13,-1.313,-0.165
479,0.684,1.4,3.245,-0.487,0.687,1.294,6.213,2.523,0.074,-3.529,0.0,-0.079,-3.977,8.365,0.693,-6.273,-9.246,6.218,-0.035,-1.453,-0.387
480,0.522,1.361,2.838,-0.5,0.727,1.55,7.472,3.107,0.155,-3.957,0.0,0.271,-4.862,8.043,1.239,-7.135,-10.301,5.478,-0.101,-1.839,-0.2
481,0.367,2.026,3.553,-0.139,0.335,1.325,6.752,4.011,0.068,-3.994,0.0,0.272,-4.353,8.303,0.352,-7.081,-10.242,5.922,-0.225,-1.883,0.054
482,0.585,1.671,3.152,-0.184,0.344,1.614,7.21,2.766,0.024,-3.98,0.0,0.282,-4.184,7.959,0.921,-7.154,-10.364,5.389,0.01,-1.518,-0.082
483,0.402,0.865,3.256,-0.926,0.336,1.322,6.588,2.805,0.009,-3.245,0.0,0.033,-4.296,8.305,0.625,-6.138,-8.764,6.3,-0.016,-1.645,0.178
484,0.384,1.613,3.239,-0.153,0.599,1.534,6.507,3.773,0.003,-3.579,0.0,0.298,-4.569,7.91,0.656,-6.658,-9.206,5.436,-0.127,-1.687,-0.053
485,0.496,1.388,3.358,-0.552,0.066,1.374,6.543,3.407,0.036,-3.643,0.0,0.334,-4.76,8.009,0.885,-6.458,-9.515,5.742,-0.302,-1.742,0.046
486,0.55,1.878,3.065,-0.032,0.919,1.311,6.63,3.564,0.004,-3.738,0.0,0.617,-4.533,7.291,0.848,-6.868,-9.683,4.688,-0.24,-1.639,-0.141
487,0.352,1.487,3.181,-0.375,0.994,1.413,7.238,2.257,-0.172,-3.537,0.0,0.061,-3.474,7.858,0.887,-6.833,-9.32,5.285,0.083,-1.444,-0.035
488,0.273,1.692,3.457,-0.128,0.509,1.338,6.984,2.309,-0.012,-3.8,0.0,-0.081,-3.047,8.229,0.309,-7.298,-9.85,6.053,-0.062,-1.338,-0.052
489,0.137,1.488,3.06,-0.896,0.06,1.43,7.653,2.444,0.038,-4.114,0.0,0.481,-3.407,6.664,0.434,-7.429,-10.496,4.912,-0.012,-1.454,0.083
490,0.123,1.075,3.116,-0.672,0.391,1.454,6.312,2.04,0.081,-3.297,0.0,0.117,-2.736,7.338,0.109,-6.215,-8.891,5.601,-0.142,-1.405,0.118
491,0.119,2.171,3.357,0.166,0.342,1.21,7.253,2.821,0.059,-3.747,0.0,0.515,-3.389,7.295,0.813,-7.456,-9.493,4.641,-0.007,-1.502,0.105
492,0.218,1.329,3.538,-0.336,1.203,1.511,6.697,1.935,-0.071,-3.547,0.0,0.124,-2.746,9.323,0.417,-6.599,-9.114,6.806,0.0,-1.246,-0.163
493,0.564,1.444,2.868,-0.094,0.757,1.673,6.507,2.326,-0.02,-3.591,0.0,0.223,-3.54,7.145,0.789,-6.458,-9.116,4.675,0.003,-1.526,-0.253
494,0.203,1.41,3.427,-0.688,0.79,1.487,6.569,2.687,0.06,-3.495,0.0,0.098,-3.342,7.733,0.003,-6.722,-9.432,6.104,-0.067,-1.521,-0.001
495,0.392,1.635,3.281,-0.412,0.117,1.382,7.288,2.875,0.136,-3.954,0.0,0.287,-4.022,8.177,1.004,-7.166,-10.278,5.626,-0.02,-1.727,0.168
496,0.464,1.131,3.786,-1.518,0.952,1.341,8.163,2.898,0.229,-3.933,0.0,0.134,-4.336,8.609,0.319,-7.746,-11.123,7.384,-0.076,-1.748,-0.113
497,0.328,1.619,3.261,-0.632,0.201,1.358,7.268,2.956,0.104,-3.851,0.0,0.331,-3.803,7.665,0.416,-7.306,-10.261,5.902,-0.03,-1.947,0.121
498,0.484,1.796,3.37,-0.562,0.85,1.456,8.568,1.698,-0.124,-4.202,0.0,-0.15,-3.399,9.124,0.701,-8.065,-11.309,6.611,0.286,-1.196,-0.344
499,0.431,1.569,2.989,-0.318,1.175,1.294,7.024,2.671,-0.018,-3.261,0.0,0.104,-4.062,8.463,0.952,-6.442,-8.962,5.868,0.235,-1.348,-0.303
500,0.159,1.637,3.457,-0.333,0.602,1.236,6.7,2.448,-0.04,-3.592,0.0,0.041,-2.906,8.592,-0.007,-6.713,-9.183,6.557,0.087,-1.396,-0.162
501,0.438,1.812,3.479,-0.524,0.541,1.316,7.771,3.023,0.098,-4.094,0.0,0.216,-4.065,8.379,0.561,-7.637,-10.832,6.101,-0.017,-1.663,0.091
502,0.122,1.894,3.688,-0.415,0.488,1.339,7.558,1.655,0.137,-4.034,0.0,-0.144,-2.287,8.452,-0.075,-7.74,-10.7,6.513,0.098,-1.302,0.018
503,0.555,1.951,3.095,-0.27,1.049,1.232,7.293,3.181,-0.026,-4.034,0.0,0.537,-4.585,7.782,1.086,-7.24,-10.077,5.097,-0.103,-1.659,-0.083
504,0.572,1.738,3.338,0.1,0.94,1.401,6.112,3.298,-0.023,-3.536,0.0,0.215,-3.735,8.177,0.296,-6.649,-9.341,5.73,-0.273,-1.711,-0.173
505,0.561,1.225,3.021,-0.784,1.027,1.372,7.213,2.607,0.419,-3.51,0.0,-0.164,-4.156,8.091,1.181,-6.565,-10.01,5.874,0.094,-1.667,0.063
506,0.346,1.725,3.417,-0.258,0.556,1.293,7.333,2.099,0.259,-3.874,0.0,0.074,-3.035,8.573,0.384,-7.128,-10.132,6.256,0.135,-1.458,-0.042
507,0.337,1.81,3.755,-0.679,0.079,1.313,7.858,3.301,0.073,-4.583,0.0,0.342,-4.605,7.972,0.91,-7.948,-11.263,5.778,-0.093,-1.534,0.169
508,0.217,1.429,3.17,-0.371,0.306,1.379,7.202,2.096,0.115,-3.721,0.0,0.118,-2.925,7.436,0.276,-7.145,-9.697,5.408,0.079,-1.615,0.083
509,0.407,1.343,3.072,-0.674,0.788,1.401,6.747,2.786,-0.123,-3.703,0.0,0.567,-3.88,7.016,0.237,-7.065,-9.707,5.104,-0.171,-1.601,-0.281
510,0.146,1.752,3.46,-0.085,0.429,1.415,6.566,2.51,0.243,-3.502,0.0,-0.109,-2.821,8.023,0.264,-6.779,-9.344,5.882,-0.059,-1.652,-0.035
511,0.263,1.112,2.893,-0.402,0.216,1.419,6.253,2.646,0.031,-3.344,0.0,0.097,-3.752,7.748,0.653,-6.247,-8.756,5.481,-0.128,-1.548,-0.201
512,0.494,1.169,3.261,-0.925,0.302,1.314,6.935,2.605,0.25,-3.784,0.0,0.263,-4.028,7.262,0.778,-6.928,-10.211,5.444,-0.316,-1.736,0.099
513,0.424,1.566,3.05,-0.333,0.084,1.405,6.62,1.741,0.079,-3.662,0.0,-0.154,-2.678,7.685,0.314,-6.414,-9.507,5.438,0.167,-1.245,-0.089
514,0.542,1.766,3.519,-0.038,1.249,1.338,5.95,1.999,0.119,-3.497,0.0,-0.074,-2.744,7.768,0.216,-6.299,-8.933,5.603,-0.16,-1.569,-0.025
515,0.328,1.184,3.285,-1.1,0.946,1.48,6.843,2.081,-0.066,-3.595,0.0,0.215,-3.031,7.51,-0.158,-7.049,-9.824,6.265,-0.152,-1.216,-0.274
516,0.362,1.206,3.369,-0.591,0.856,1.379,6.948,2.393,-0.142,-3.637,0.0,0.295,-3.471,7.837,0.167,-7.016,-9.682,5.882,-0.158,-1.411,-0.176
517,0.384,1.58,3.416,-0.662,1.027,1.519,7.758,2.365,0.096,-3.989,0.0,0.108,-3.659,8.137,0.53,-7.71,-10.9,6.147,-0.128,-1.369,-0.026
518,0.082,1.607,3.719,-0.609,-0.348,1.496,7.386,3.157,0.197,-4.377,0.0,0.402,-4.007,8.062,0.888,-7.829,-10.752,6.013,-0.107,-1.614,0.078
519,0.297,1.365,3.243,-0.095,0.413,1.57,6.454,3.216,0.068,-3.495,0.0,0.316,-3.843,7.893,0.644,-6.701,-9.175,5.35,-0.076,-1.654,-0.096
520,0.311,1.441,3.701,-0.407,0.723,1.379,6.889,1.911,0.01,-3.714,0.0,-0.011,-2.933,8.94,0.287,-6.875,-9.655,6.521,-0.087,-1.279,-0.153
521,0.689,1.706,3.124,-0.372,0.953,1.318,6.877,2.911,0.203,-3.712,0.0,0.189,-4.53,7.792,0.943,-6.733,-9.733,5.541,0.083,-1.592,-0.179
522,0.113,1.621,3.127,-0.574,0.585,1.14,6.919,2.14,0.013,-3.439,0.0,0.231,-2.756,8.342,0.103,-6.533,-9.119,6.236,0.007,-1.421,-0.001
523,0.559,1.333,3.369,-0.248,0.343,1.355,6.478,3.391,0.161,-3.773,0.0,0.164,-4.7,8.064,1.081,-6.581,-9.619,5.378,-0.23,-1.62,0.004
524,0.372,1.659,2.767,-0.119,0.254,1.626,7.145,2.083,-0.096,-3.898,0.0,0.328,-3.777,7.238,1.274,-7.016,-9.494,4.443,0.05,-1.236,-0.128
525,0.189,1.763,3.596,-0.43,-0.182,1.662,8.055,1.931,0.204,-4.365,0.0,0.25,-2.914,7.627,0.487,-8.36,-11.171,5.69,0.142,-1.517,0.265
526,0.277,1.539,3.496,-0.644,0.663,1.297,7.199,3.121,0.156,-3.826,0.0,0.349,-4.061,8.025,0.57,-7.352,-10.027,6.058,-0.097,-1.443,-0.013
527,0.638,1.967,3.366,0.082,0.673,1.508,6.876,2.861,0.103,-3.879,0.0,0.283,-4.086,8.192,0.741,-7.063,-9.949,5.37,-0.04,-1.61,-0.123
528,0.293,2.131,3.608,-0.084,0.14,1.379,7.736,2.871,0.271,-4.374,0.0,-0.137,-3.89,8.951,0.903,-8.068,-11.079,6.147,-0.156,-1.718,0.007
529,0.391,1.915,3.402,-0.204,0.521,1.545,7.408,1.955,0.171,-3.966,0.0,0.1,-3.086,8.419,0.595,-7.584,-10.32,5.933,-0.01,-1.433,0.059
530,0.208,1.453,3.139,-0.453,0.358,1.455,6.808,2.494,-0.165,-3.389,0.0,0.233,-3.17,7.989,0.083,-6.787,-9.051,5.858,0.045,-1.443,-0.164
531,0.439,2.092,3.436,-0.12,0.862,1.525,8.322,2.307,-0.038,-4.392,0.0,0.086,-3.628,9.008,0.922,-8.343,-11.431,6.084,-0.08,-1.342,-0.165
532,0.149,1.6,3.772,-0.335,0.464,1.54,6.68,2.473,0.268,-3.893,0.0,0.154,-2.574,8.319,-0.387,-7.207,-9.913,6.405,-0.005,-1.736,0.067
533,0.323,1.083,2.962,-0.576,0.537,1.391,6.733,2.975,-0.079,-3.405,0.0,0.166,-3.837,7.667,0.537,-6.425,-9.057,5.531,0.054,-1.759,-0.092
534,0.192,1.126,3.313,-0.865,0.597,1.445,6.425,3.224,0.18,-3.131,0.0,0.208,-4.192,7.429,0.286,-6.361,-8.835,5.952,0.185,-2.014,-0.001
535,0.331,1.434,3.31,-0.761,0.455,1.188,7.357,3.049,0.132,-3.895,0.0,0.007,-4.464,8.078,0.851,-7.183,-10.496,6.152,-0.152,-1.639,0.074
536,0.391,1.87,3.519,-0.021,0.772,1.291,6.842,3.134,0.039,-3.885,0.0,0.381,-4.136,8.404,0.862,-6.971,-9.565,5.655,-0.135,-1.671,-0.157
537,0.29,1.839,3.008,-0.066,1.008,1.443,7.353,0.942,0.135,-3.581,0.0,0.0,-2.055,7.916,0.423,-7.141,-9.935,5.456,0.197,-1.129,-0.067
538,0.099,1.62,3.158,-0.154,0.075,1.39,6.7,3.549,-0.066,-3.584,0.0,0.207,-4.19,8.152,0.709,-6.721,-9.16,5.369,-0.118,-1.654,0.1
539,0.222,1.934,3.584,-0.213,0.249,1.448,6.977,3.144,0.093,-4.08,0.0,0.328,-3.784,7.213,0.639,-7.512,-10.027,4.908,-0.329,-1.616,-0.019
540,0.232,1.366,3.19,-0.679,0.643,1.412,6.753,2.48,0.085,-3.44,0.0,0.131,-3.239,7.663,0.25,-6.562,-9.26,5.874,0.06,-1.543,-0.064
541,0.317,1.804,3.404,-0.475,0.421,1.353,8.002,3.006,-0.007,-4.052,0.0,0.364,-3.883,8.468,0.608,-7.629,-10.967,5.995,0.011,-1.559,0.094
542,0.589,2.209,3.068,-0.115,1.787,1.334,7.429,2.571,0.059,-3.647,0.0,0.347,-3.838,8.173,0.724,-7.4,-10.219,5.615,-0.03,-1.403,-0.32
543,0.457,1.456,3.292,-0.43,1.263,1.45,7.213,3.312,-0.007,-3.726,0.0,0.319,-4.455,7.43,0.835,-7.264,-9.843,5.345,-0.083,-1.616,-0.095
544,-0.192,1.925,3.715,0.165,0.1,1.576,6.502,3.049,0.221,-3.681,0.0,-0.144,-2.843,8.559,-0.386,-6.915,-9.222,6.083,-0.115,-1.986,0.155
545,0.444,1.249,3.104,-0.539,0.816,1.553,6.78,2.439,0.04,-3.385,0.0,-0.108,-3.803,7.569,0.608,-6.648,-9.361,5.434,0.125,-1.632,-0.115
546,-0.131,1.708,3.351,-0.002,0.458,1.527,6.445,3.343,0.009,-3.71,0.0,0.239,-2.912,7.927,-0.284,-6.931,-9.424,5.826,-0.221,-1.633,-0.107
547,0.144,1.009,3.136,-1.105,0.475,1.63,6.714,3.608,-0.226,-3.265,0.0,0.338,-4.576,7.693,0.527,-6.441,-8.75,5.949,-0.258,-1.643,-0.11
548,0.326,1.88,3.226,-0.567,0.652,1.297,7.4,1.866,-0.167,-3.709,0.0,0.06,-3.159,7.839,0.626,-7.324,-9.93,5.501,-0.06,-1.356,0.079
549,0.325,1.442,3.348,-0.633,0.53,1.436,6.673,3.213,-0.039,-3.702,0.0,0.185,-4.435,8.33,0.734,-6.687,-9.428,6.2,-0.174,-1.592,-0.232
550,0.366,1.651,3.155,0.06,0.899,1.384,6.777,2.497,0.04,-3.633,0.0,0.06,-3.223,7.807,0.235,-6.849,-9.777,5.182,-0.116,-1.6,-0.101
551,0.289,1.319,3.081,-0.826,1.134,1.334,6.956,2.314,-0.097,-3.467,0.0,-0.147,-3.522,7.92,0.405,-6.609,-9.407,5.979,0.051,-1.29,-0.223
552,0.507,1.431,3.092,-0.1,-0.321,1.442,6.476,1.929,0.171,-3.731,0.0,-0.012,-3.143,7.263,0.861,-6.555,-9.333,4.726,-0.141,-1.31,0.191
553,0.195,1.756,3.33,-0.436,0.469,1.452,7.399,2.4,0.155,-3.945,0.0,0.089,-3.403,7.883,0.341,-7.491,-10.355,5.695,0.062,-1.556,-0.074
554,0.709,1.247,3.243,-0.662,1.13,1.317,7.111,1.559,0.118,-3.452,0.0,-0.175,-3.436,8.344,0.819,-6.632,-9.636,6.179,0.286,-1.093,-0.074
555,0.331,1.23,3.629,-1.315,0.455,1.49,7.715,3.769,0.172,-3.86,0.0,0.612,-4.75,8.243,0.387,-7.481,-10.78,6.784,-0.149,-2.082,0.053
556,0.325,1.235,3.424,-0.57,0.544,1.323,6.533,2.481,0.191,-3.526,0.0,0.179,-3.219,7.52,0.245,-6.577,-9.36,5.828,0.047,-1.624,0.162
557,0.327,1.332,2.913,-0.565,0.838,1.513,7.328,1.645,0.066,-3.373,0.0,0.021,-2.759,7.737,0.44,-6.813,-9.646,5.715,0.424,-1.355,0.034
558,0.367,1.155,3.54,-1.007,0.415,1.546,7.422,2.753,0.121,-3.828,0.0,-0.198,-4.402,8.227,0.785,-7.031,-10.234,6.298,-0.093,-1.425,0.071
559,0.656,1.943,3.241,-0.106,0.789,1.434,7.521,2.459,0.155,-3.893,0.0,0.035,-3.886,8.134,0.836,-7.367,-10.506,5.373,-0.026,-1.615,-0.023
560,0.257,1.014,3.614,-1.309,0.348,1.575,7.124,3.864,0.167,-3.731,0.0,0.075,-4.935,8.658,0.439,-6.995,-10.008,7.18,-0.381,-2.037,0.119
561,0.424,1.543,3.134,-0.555,0.438,1.256,7.55,1.977,0.118,-3.57,0.0,-0.1,-3.649,7.956,1.035,-7.025,-9.953,5.568,0.132,-1.303,-0.04
562,0.45,1.46,3.511,-0.306,1.202,1.445,6.104,3.216,0.083,-3.512,0.0,-0.059,-4.117,8.436,0.413,-6.344,-8.955,6.255,-0.156,-1.828,-0.049
563,0.314,1.402,3.712,-0.601,0.302,1.641,6.748,4.063,0.001,-3.924,0.0,0.32,-4.731,8.241,0.652,-7.14,-9.886,6.297,-0.363,-1.765,0.186
564,0.493,1.742,3.618,-0.425,0.92,1.277,7.722,3.2,0.119,-4.075,0.0,0.226,-3.893,8.406,0.367,-7.803,-11.093,6.186,-0.051,-1.824,-0.084
565,0.301,1.635,3.208,-0.606,0.576,1.3,7.586,2.512,-0.179,-4.075,0.0,0.322,-3.871,8.082,0.972,-7.386,-10.191,5.471,-0.191,-1.249,-0.034
566,0.455,1.168,3.137,-0.924,1.604,1.5,7.084,2.437,0.032,-3.465,0.0,-0.1,-4.024,8.792,0.89,-6.61,-9.51,6.53,-0.071,-1.643,-0.065
567,0.044,1.378,3.338,-0.751,0.394,1.407,8.297,2.688,0.034,-4.031,0.0,0.321,-3.494,7.927,0.406,-7.95,-10.854,5.822,0.151,-1.506,0.054
568,0.364,1.145,3.093,-0.043,0.519,1.694,5.9,2.265,0.135,-3.542,0.0,0.077,-2.97,7.191,0.323,-6.394,-9.064,5.052,0.051,-1.421,-0.041
569,0.483,1.343,3.506,-0.445,0.764,1.494,6.598,2.988,-0.055,-3.662,0.0,-0.075,-4.359,8.59,1.113,-6.363,-9.25,5.786,-0.21,-1.529,0.112
570,0.342,1.594,3.519,-0.253,0.55,1.196,6.752,1.533,0.029,-3.626,0.0,0.064,-2.667,8.569,0.538,-6.656,-9.342,6.251,0.11,-1.154,-0.024
571,0.256,1.119,3.483,-1.056,0.697,1.458,7.074,2.303,0.167,-3.509,0.0,-0.068,-3.633,8.314,0.644,-6.645,-9.643,6.687,0.034,-1.414,-0.072
572,0.165,1.949,3.121,-0.035,0.533,1.366,7.958,2.021,0.057,-4.023,0.0,-0.067,-2.871,8.866,0.897,-7.836,-10.562,5.851,-0.017,-1.249,-0.139
573,0.07,1.423,3.238,-0.272,1.117,1.62,6.301,2.226,-0.28,-3.574,0.0,0.366,-2.634,7.155,-0.172,-6.595,-8.875,5.218,-0.155,-1.463,-0.276
574,0.207,2.062,3.307,-0.154,0.088,1.387,7.379,2.203,-0.029,-3.814,0.0,-0.051,-3.254,9.076,1.059,-7.098,-9.865,6.028,0.046,-1.276,0.099
575,0.179,1.736,3.336,-0.441,0.3,1.424,7.141,1.521,0.176,-3.76,0.0,0.109,-2.652,7.389,0.558,-7.145,-9.941,5.381,0.054,-1.02,0.26
576,0.237,1.428,3.418,-0.482,1.183,1.337,7.319,2.952,0.044,-3.782,0.0,0.125,-3.918,8.827,0.444,-7.014,-10.097,6.385,-0.188,-1.692,0.064
577,0.047,1.863,3.444,-0.144,-0.209,1.624,7.027,3.456,0.016,-3.712,0.0,0.659,-3.685,7.71,0.557,-7.175,-9.415,5.33,0.118,-1.75,0.292
578,0.209,1.167,2.856,-0.649,0.577,1.389,7.121,2.189,-0.227,-3.589,0.0,0.155,-3.326,8.242,0.718,-6.525,-9.307,5.452,-0.069,-1.362,-0.225
579,0.108,1.733,3.048,0.033,0.328,1.436,6.566,1.89,0.01,-3.475,0.0,-0.064,-2.937,7.467,0.627,-6.527,-8.845,4.789,0.022,-1.58,-0.064
580,0.292,1.884,3.232,-0.09,0.973,1.381,7.165,3.07,0.214,-3.695,0.0,0.268,-4.129,7.968,0.913,-7.099,-9.683,5.253,-0.013,-1.755,-0.066
581,0.461,1.351,3.027,-0.725,0.601,1.463,7.342,2.514,0.029,-3.742,0.0,0.338,-4.536,7.948,1.517,-6.965,-9.602,5.573,0.047,-1.297,-0.18
582,0.214,2.217,3.421,-0.111,0.667,1.34,7.972,3.513,0.216,-4.372,0.0,0.634,-3.808,8.067,0.555,-8.176,-11.344,5.497,0.036,-1.964,-0.059
583,0.216,1.549,3.069,-0.501,0.466,1.651,7.74,1.998,-0.028,-4.152,0.0,0.175,-3.131,7.759,0.743,-7.603,-10.454,5.403,0.066,-1.437,-0.037
584,0.412,1.438,2.974,-0.233,0.534,1.385,6.26,2.404,0.008,-3.31,0.0,0.217,-3.858,8.053,0.662,-6.178,-8.644,5.646,0.089,-1.382,-0.114
585,0.402,1.355,3.235,-0.883,0.58,1.338,7.453,2.443,-0.188,-3.586,0.0,0.028,-3.881,8.109,0.764,-6.981,-9.797,5.924,0.035,-1.197,-0.234
586,0.462,2.095,3.593,-0.169,0.389,1.336,8.398,1.834,0.212,-4.07,0.0,-0.01,-3.554,9.129,1.304,-7.994,-11.165,6.205,0.072,-1.25,0.055
587,0.554,1.631,3.414,-0.762,1.485,1.387,7.86,2.171,-0.033,-3.924,0.0,-0.164,-3.687,9.306,0.679,-7.387,-10.708,7.002,0.07,-1.369,-0.285
588,0.222,1.698,3.271,-0.448,0.729,1.206,7.566,2.187,-0.013,-3.775,0.0,0.005,-2.784,8.44,0.132,-7.307,-10.173,6.16,0.183,-1.445,-0.122
589,0.096,1.649,3.051,-0.136,0.854,1.585,6.524,1.985,0.041,-3.444,0.0,0.086,-2.652,7.618,0.371,-6.515,-9.148,5.158,-0.092,-1.334,-0.122
590,0.353,1.453,3.62,-0.705,0.621,1.302,7.244,2.888,0.109,-3.58,0.0,-0.057,-3.701,8.721,0.142,-7.105,-10.002,6.993,0.002,-1.757,-0.254
591,0.53,1.118,3.219,-0.528,0.884,1.534,6.636,2.171,0.252,-3.476,0.0,0.108,-3.204,7.386,0.286,-6.507,-9.61,5.422,-0.006,-1.806,-0.19
