x0,x1,y,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.176,0.283,0.0,-0.317,1.511,-1.13,0.13,-2.218,0.6,-0.121,0.117,2.419,-0.258,-0.298,0.514,-4.531,-1.113,0.125,2.809,0.447,-1.557
0.53,0.005,0.0,0.004,1.347,-0.332,0.423,-2.355,0.779,-0.193,0.622,3.087,-0.163,0.297,0.784,-4.47,-1.653,0.238,2.707,0.285,-1.519
0.315,0.15,0.0,-0.295,1.177,-0.281,0.23,-2.463,0.509,0.128,0.802,2.897,0.108,0.031,0.28,-4.561,-1.51,0.221,2.746,0.239,-1.635
0.463,-0.011,0.0,-0.269,1.759,-0.5,-0.104,-2.419,1.129,0.046,0.725,2.644,-0.013,-0.037,0.509,-4.049,-1.464,-0.068,3.122,0.344,-1.506
0.502,-0.124,0.0,-0.258,1.648,-0.656,0.02,-2.582,0.962,0.086,0.347,2.298,-0.033,-0.033,0.186,-4.116,-0.835,-0.014,3.0,0.059,-1.475
0.113,0.135,0.0,-0.102,1.39,-0.912,0.347,-2.159,0.452,-0.006,0.264,2.594,-0.009,0.103,0.515,-4.461,-1.36,0.093,2.354,0.297,-1.512
0.327,0.086,0.0,-0.502,1.139,-0.393,0.084,-2.109,0.158,0.112,0.208,2.564,0.147,-0.06,0.563,-4.171,-1.121,0.37,2.52,0.427,-1.535
0.309,0.111,0.0,-0.247,1.458,-0.398,0.411,-2.239,0.363,-0.024,0.257,2.61,-0.111,-0.045,0.672,-4.194,-1.178,0.24,2.468,0.249,-1.465
0.278,0.053,0.0,-0.002,0.827,-0.159,0.121,-1.726,0.877,0.109,0.572,2.738,-0.106,0.112,0.534,-4.722,-1.292,0.479,2.434,0.099,-1.271
0.529,-0.027,0.0,-0.229,1.807,-0.392,0.285,-2.863,0.556,-0.011,0.315,2.916,-0.022,0.05,0.57,-4.432,-1.2,0.017,2.889,0.289,-1.61
0.017,0.067,0.0,-0.452,0.981,-0.428,-0.045,-1.953,0.399,0.143,0.23,2.354,0.111,-0.224,0.0,-4.066,-1.024,0.183,2.574,0.245,-1.44
0.422,-0.009,0.0,-0.21,0.774,-0.465,0.016,-1.552,0.498,-0.2,0.068,2.546,-0.123,-0.089,0.39,-4.188,-1.063,0.352,2.372,0.526,-1.539
0.092,0.1,0.0,-0.155,0.882,-0.457,0.353,-1.755,0.163,-0.171,-0.08,2.609,-0.302,0.097,0.716,-4.413,-1.126,0.451,2.068,0.321,-1.468
0.397,-0.034,0.0,0.025,1.562,0.078,0.326,-2.507,0.818,-0.036,0.287,2.416,-0.094,0.093,0.648,-4.036,-1.133,0.169,2.292,0.119,-1.172
0.425,0.218,0.0,-0.055,1.227,-0.099,0.346,-2.189,-0.046,-0.028,0.416,2.311,-0.01,0.107,0.637,-4.461,-1.202,0.215,2.079,0.268,-1.53
0.166,0.061,0.0,-0.314,1.252,-0.388,0.316,-1.893,-0.082,0.221,0.244,2.313,-0.114,-0.195,0.395,-4.162,-1.081,0.108,1.768,0.16,-1.223
0.409,0.171,0.0,0.026,1.199,-0.139,0.338,-2.254,0.897,0.05,0.751,2.634,-0.169,0.041,0.442,-4.274,-1.347,0.296,2.369,0.159,-1.319
0.129,0.073,0.0,-0.372,1.343,-0.754,0.213,-2.266,0.24,-0.119,0.182,2.793,-0.068,-0.164,0.508,-4.491,-1.508,0.223,2.815,0.518,-1.712
0.3,-0.011,0.0,-0.517,1.036,-0.497,-0.163,-1.849,0.616,0.044,0.136,2.564,-0.103,-0.25,0.358,-4.17,-1.3,0.191,3.018,0.45,-1.6
-0.136,0.145,0.0,-0.388,0.961,-0.869,-0.009,-1.99,0.652,0.094,0.628,2.823,0.213,0.09,0.586,-4.249,-1.469,0.408,2.918,0.559,-1.578
0.495,0.163,0.0,-0.114,1.335,-0.071,0.166,-2.327,1.083,0.168,0.916,2.639,0.342,0.15,0.638,-4.226,-1.541,0.13,2.546,-0.039,-1.269
0.702,-0.001,0.0,0.352,1.665,-0.095,0.341,-2.764,1.623,0.252,1.638,2.9,0.483,0.497,0.646,-4.292,-1.482,-0.099,2.956,-0.176,-1.131
0.606,-0.273,0.0,-0.252,1.312,-0.269,0.303,-2.078,0.235,0.123,-0.098,2.321,-0.161,-0.178,0.457,-3.926,-0.87,0.184,2.15,0.203,-1.221
-0.135,0.091,0.0,-0.438,0.983,-1.079,0.129,-1.785,0.735,-0.279,0.106,2.537,-0.311,-0.232,0.488,-4.393,-1.173,0.355,2.878,0.721,-1.635
0.155,0.208,0.0,-0.436,1.388,-0.583,-0.121,-2.351,0.624,0.084,0.431,2.727,0.059,-0.101,0.535,-4.245,-1.364,0.126,2.845,0.365,-1.614
0.32,-0.078,0.0,-0.075,1.372,0.125,0.316,-2.378,0.3,0.195,0.174,2.195,-0.21,-0.136,0.421,-3.897,-0.816,0.231,1.912,-0.044,-1.261
0.638,0.242,0.0,-0.001,1.235,0.161,0.071,-2.624,0.564,0.012,0.645,2.637,-0.239,0.268,0.389,-4.173,-1.456,0.117,2.529,-0.003,-1.38
0.167,0.117,0.0,-0.231,1.431,-0.297,0.164,-2.078,0.714,0.066,0.533,2.404,-0.019,-0.258,0.198,-4.248,-1.085,0.119,2.714,0.206,-1.473
0.615,0.096,0.0,0.106,1.612,0.339,0.134,-2.372,0.871,-0.066,0.536,2.396,-0.293,-0.01,0.309,-4.346,-1.349,-0.034,2.56,-0.018,-1.423
0.224,0.317,0.0,-0.1,1.302,-0.153,0.385,-2.432,0.693,-0.036,0.611,2.451,0.061,0.047,0.355,-4.324,-1.228,0.301,2.515,0.208,-1.49
0.328,0.116,0.0,-0.378,1.377,-0.035,0.056,-2.334,0.667,0.137,0.398,2.598,-0.141,-0.304,-0.066,-4.126,-1.274,0.163,2.651,0.093,-1.316
0.395,0.085,0.0,0.004,1.257,-0.201,0.267,-2.058,0.42,0.039,0.454,2.528,-0.096,-0.036,0.516,-4.341,-1.288,0.238,2.453,0.13,-1.498
0.123,0.235,0.0,-0.33,1.668,-0.628,0.063,-2.474,0.329,-0.094,0.194,2.594,-0.162,-0.256,0.314,-4.381,-1.411,0.073,3.103,0.451,-1.75
0.364,0.095,0.0,-0.53,1.159,-0.595,-0.253,-2.289,0.868,-0.04,0.005,2.465,0.014,-0.2,0.522,-4.213,-1.272,0.219,3.048,0.497,-1.624
0.298,0.128,0.0,-0.336,1.435,-0.586,0.288,-2.296,0.207,-0.061,0.44,2.789,-0.09,-0.056,0.394,-4.579,-1.501,0.112,2.587,0.356,-1.764
0.668,0.175,0.0,0.088,1.37,0.094,0.666,-2.428,0.198,0.027,-0.076,2.372,-0.257,0.101,0.638,-4.215,-0.944,0.165,2.066,0.024,-1.501
0.334,0.18,0.0,-0.129,1.231,-0.365,0.137,-2.141,0.744,-0.097,0.479,2.333,-0.183,0.037,0.527,-4.164,-1.152,0.17,2.529,0.184,-1.426
0.523,-0.017,0.0,-0.131,1.303,-0.092,0.13,-2.415,1.201,0.368,0.797,2.609,0.142,0.094,0.411,-4.365,-1.308,0.358,2.707,-0.059,-1.249
0.368,0.05,0.0,-0.322,1.28,-0.075,-0.043,-2.296,0.401,0.348,0.626,2.468,0.149,-0.041,0.192,-4.057,-1.062,0.208,2.792,0.059,-1.466
0.453,0.113,0.0,0.054,1.167,-0.069,0.241,-2.107,0.724,0.053,0.67,2.489,-0.192,0.21,0.762,-4.073,-1.242,0.343,2.183,0.078,-1.229
0.471,0.135,0.0,-0.039,1.148,0.019,0.155,-1.957,0.531,0.1,0.909,2.731,0.069,0.129,0.585,-4.497,-1.517,0.137,2.459,0.205,-1.438
0.622,0.18,0.0,0.052,1.582,0.384,0.355,-2.528,0.174,0.157,0.545,2.456,-0.073,-0.053,0.373,-4.41,-1.476,-0.049,2.175,-0.008,-1.362
0.486,-0.048,0.0,-0.276,1.504,-0.41,0.054,-2.511,0.861,0.142,0.782,2.758,0.045,-0.114,0.46,-4.27,-1.393,0.207,3.133,0.325,-1.701
0.766,-0.014,0.0,0.216,1.447,-0.031,0.325,-2.385,1.049,-0.001,0.706,2.386,-0.182,0.236,0.419,-3.996,-1.252,-0.012,2.591,-0.08,-1.287
0.164,0.146,0.0,-0.279,1.058,-0.639,-0.023,-1.674,0.657,-0.063,0.168,2.579,-0.142,-0.119,0.468,-4.175,-1.42,0.338,2.486,0.361,-1.515
0.244,0.308,0.0,-0.263,1.583,-0.299,0.149,-2.575,0.702,-0.109,0.611,2.825,-0.27,-0.144,0.315,-4.901,-1.677,0.088,2.785,0.313,-1.656
0.306,0.185,0.0,-0.21,1.575,-0.396,0.216,-2.547,1.27,0.05,0.493,2.543,-0.195,-0.023,0.584,-4.343,-1.2,0.206,3.182,0.346,-1.514
0.683,0.033,0.0,0.004,1.744,-0.157,0.376,-2.5,0.722,0.204,0.917,2.836,0.08,0.212,0.46,-4.667,-1.422,0.054,2.689,0.044,-1.539
0.708,0.146,0.0,-0.093,1.265,-0.098,0.174,-2.278,0.843,0.064,0.61,2.572,-0.119,0.148,0.663,-4.182,-1.277,0.128,2.637,0.317,-1.619
0.435,0.118,0.0,-0.199,1.309,-0.457,0.396,-2.193,0.682,0.086,0.635,2.85,0.058,0.015,0.433,-4.661,-1.28,0.091,2.656,0.227,-1.63
0.767,-0.12,0.0,0.044,1.219,0.237,0.286,-2.284,0.576,0.191,0.346,2.414,-0.16,0.221,0.634,-4.146,-1.076,0.152,2.172,0.011,-1.263
-0.022,0.069,0.0,-0.425,1.141,-0.708,-0.028,-2.071,0.544,0.255,0.603,2.533,-0.09,-0.277,0.288,-4.6,-1.325,0.255,2.78,0.281,-1.594
0.341,0.099,0.0,0.198,1.029,-0.669,0.362,-1.679,0.802,-0.262,0.695,2.952,-0.392,0.314,0.325,-4.821,-1.664,0.233,2.191,0.213,-1.518
0.576,0.086,0.0,-0.014,1.142,-0.334,0.201,-1.84,0.335,0.088,0.176,2.332,0.051,0.055,0.436,-4.091,-0.938,0.264,2.182,0.191,-1.419
0.221,-0.117,0.0,-0.178,1.142,-0.635,0.229,-2.126,0.294,-0.164,-0.143,2.283,-0.209,-0.144,0.47,-3.99,-1.039,0.344,2.501,0.508,-1.508
0.176,0.038,0.0,0.064,1.476,-0.416,0.109,-2.1,0.978,0.045,0.586,2.663,-0.299,0.018,0.493,-4.359,-1.329,0.142,2.864,0.259,-1.533
0.305,0.174,0.0,-0.107,1.381,-0.421,0.269,-2.368,0.372,-0.099,0.217,2.567,-0.15,0.02,0.39,-4.314,-1.325,0.033,2.23,0.337,-1.471
0.896,-0.006,0.0,0.031,2.031,0.287,0.286,-2.988,0.822,0.112,0.635,2.606,0.179,0.143,0.575,-4.271,-1.342,-0.072,2.635,0.027,-1.203
0.586,-0.011,0.0,-0.062,1.265,-0.477,0.429,-2.135,0.47,-0.044,0.437,2.586,-0.18,0.154,0.548,-4.286,-1.048,0.117,2.477,0.215,-1.479
0.378,0.112,0.0,-0.334,1.13,-0.557,0.139,-2.082,0.386,-0.099,0.103,2.644,-0.256,0.044,0.636,-4.404,-1.212,0.256,2.656,0.369,-1.566
0.179,0.152,0.0,-0.2,1.517,-0.566,0.231,-2.288,1.061,-0.057,0.563,2.584,-0.158,-0.149,0.615,-4.279,-1.298,0.257,3.039,0.414,-1.484
0.601,0.026,0.0,0.002,1.383,-0.035,0.377,-2.383,0.575,0.029,0.496,2.664,0.1,0.147,0.468,-4.245,-1.216,0.258,2.27,-0.022,-1.365
0.295,0.212,0.0,-0.099,1.685,-0.095,0.145,-2.844,1.108,0.194,0.899,2.713,0.028,0.028,0.496,-4.55,-1.655,0.093,3.083,0.112,-1.483
0.397,0.009,0.0,-0.389,1.478,-0.622,0.018,-2.479,1.294,-0.085,0.795,2.836,0.242,0.048,0.465,-4.413,-1.404,0.315,3.514,0.502,-1.621
0.621,0.235,0.0,-0.078,1.155,-0.367,0.415,-2.13,0.133,-0.25,0.005,2.69,-0.21,0.165,0.664,-4.459,-1.198,0.225,2.407,0.364,-1.582
-0.047,0.141,0.0,-0.488,1.308,-0.972,0.09,-2.179,0.471,0.079,0.14,2.782,-0.061,-0.195,0.554,-4.367,-1.412,0.23,2.934,0.683,-1.618
0.207,0.06,0.0,-0.466,1.556,-0.464,-0.01,-2.582,0.889,0.105,0.482,2.697,-0.217,-0.129,0.413,-4.293,-1.226,0.229,3.244,0.272,-1.491
-0.095,0.119,0.0,-0.334,1.573,-0.73,0.371,-2.271,0.527,0.2,0.279,2.685,-0.306,-0.168,0.417,-4.513,-1.268,0.208,2.613,0.394,-1.692
0.117,-0.131,0.0,-0.253,1.146,-0.892,0.202,-1.979,0.273,-0.334,-0.407,2.426,-0.528,-0.171,0.305,-4.263,-1.137,0.161,2.526,0.581,-1.787
0.117,0.041,0.0,-0.4,1.162,-0.688,-0.081,-2.043,0.449,-0.28,0.212,2.739,0.036,-0.209,0.277,-4.611,-1.45,0.224,2.815,0.411,-1.68
0.381,0.161,0.0,-0.211,1.364,-0.663,0.349,-2.254,0.624,-0.167,0.617,2.984,-0.172,0.075,0.575,-4.585,-1.772,0.152,2.628,0.499,-1.731
0.056,0.149,0.0,-0.425,1.233,-1.046,0.186,-2.117,0.431,-0.004,0.426,2.685,-0.131,-0.072,0.479,-4.657,-1.353,0.37,2.975,0.492,-1.835
0.815,0.127,0.0,0.031,1.197,0.014,0.284,-1.983,0.279,0.189,0.644,2.621,0.02,0.146,0.43,-4.077,-1.188,0.01,1.917,-0.058,-1.163
0.29,0.049,0.0,-0.28,1.714,-0.082,0.207,-2.841,0.338,0.28,0.187,2.429,0.007,-0.071,0.401,-4.165,-1.02,0.111,2.534,0.154,-1.598
0.144,0.33,0.0,-0.401,1.665,-0.107,0.355,-2.761,0.064,0.168,0.158,2.52,-0.225,-0.211,0.362,-4.437,-1.391,0.05,2.565,0.249,-1.601
0.211,0.121,0.0,0.031,0.933,-0.775,0.115,-1.881,1.184,-0.392,0.518,2.621,0.051,0.162,0.679,-4.301,-1.508,0.266,2.89,0.592,-1.434
0.104,0.175,0.0,-0.405,1.197,-0.206,-0.186,-2.21,0.834,-0.173,0.268,2.732,-0.333,-0.223,0.377,-4.458,-1.393,0.251,2.794,0.269,-1.296
0.508,-0.075,0.0,-0.06,1.395,-0.037,0.188,-2.42,0.524,-0.019,0.154,2.55,-0.141,-0.098,0.284,-4.149,-1.116,0.225,2.502,0.195,-1.398
0.4,0.067,0.0,-0.266,1.418,-0.235,0.36,-2.505,0.659,0.257,0.532,2.576,-0.029,0.003,0.438,-4.214,-1.264,0.414,2.718,0.341,-1.656
-0.002,0.063,0.0,-0.384,1.257,-0.599,0.139,-2.064,0.426,-0.007,0.174,2.737,-0.255,-0.136,0.51,-4.501,-1.28,0.161,2.616,0.371,-1.612
0.188,0.193,0.0,-0.432,1.718,-0.449,0.276,-2.704,0.272,-0.169,-0.057,2.774,-0.092,-0.309,0.479,-4.619,-1.247,0.288,2.557,0.642,-1.855
0.085,0.248,0.0,-0.364,1.397,-0.509,0.254,-2.357,0.547,0.148,0.35,2.706,0.096,-0.228,0.299,-4.596,-1.24,0.141,2.781,0.351,-1.704
0.536,0.189,0.0,-0.041,1.55,0.099,0.096,-2.495,0.996,0.143,0.616,2.292,-0.046,-0.045,0.523,-4.237,-1.076,0.146,2.571,0.084,-1.405
0.481,0.069,0.0,0.25,1.599,0.201,0.514,-2.413,0.401,0.1,0.36,2.509,-0.343,0.082,0.514,-4.486,-1.279,0.173,2.219,-0.179,-1.394
-0.026,0.19,0.0,-0.246,1.154,-0.292,-0.063,-2.036,1.228,0.043,0.372,2.348,-0.088,-0.156,0.401,-4.33,-1.243,0.423,3.188,0.218,-1.597
0.372,-0.061,0.0,0.045,1.219,-0.251,0.495,-2.035,0.068,0.173,0.471,2.398,-0.249,-0.02,0.368,-4.058,-1.228,0.19,1.974,0.024,-1.282
0.571,0.034,0.0,0.227,1.179,-0.092,0.315,-2.016,0.117,0.128,0.658,2.654,-0.362,0.425,0.788,-4.087,-1.249,0.144,1.759,0.009,-1.146
0.647,0.068,0.0,0.1,0.888,-0.268,0.227,-1.843,0.731,0.049,0.754,2.521,-0.228,0.159,0.46,-4.194,-1.271,0.039,2.317,0.055,-1.386
0.258,0.223,0.0,-0.322,1.112,-0.719,0.286,-1.814,0.554,0.026,0.54,2.862,0.123,0.09,0.418,-4.662,-1.579,0.28,2.569,0.325,-1.499
0.573,-0.02,0.0,-0.325,1.309,-0.361,0.001,-2.242,0.172,-0.006,-0.109,2.345,0.159,-0.151,0.471,-4.117,-0.876,0.026,2.412,0.376,-1.404
0.268,0.0,0.0,-0.505,1.609,-0.963,0.484,-2.569,0.387,-0.139,-0.015,2.755,-0.08,-0.097,0.703,-4.256,-1.37,0.187,2.657,0.705,-1.655
0.154,0.277,0.0,0.019,0.966,-0.38,0.321,-2.061,0.294,-0.206,0.455,2.8,-0.182,0.26,0.7,-4.3,-1.734,0.264,2.261,0.235,-1.621
0.422,-0.019,0.0,-0.419,1.385,-0.377,0.112,-2.27,0.356,0.043,-0.073,2.231,-0.145,-0.225,0.397,-4.076,-0.785,0.071,2.333,0.341,-1.421
-0.108,0.248,0.0,-0.484,1.524,-0.732,0.255,-2.46,0.7,0.073,0.44,2.74,-0.049,-0.186,0.65,-4.362,-1.614,0.238,3.008,0.552,-1.62
0.259,0.234,0.0,-0.064,1.921,-0.514,0.266,-2.727,0.894,-0.055,0.563,2.8,-0.067,-0.085,0.586,-4.482,-1.469,0.02,3.135,0.398,-1.831
0.654,0.063,0.0,0.194,1.533,-0.249,0.256,-2.477,0.953,0.015,0.844,2.72,0.21,0.319,0.608,-4.346,-1.332,-0.0,2.676,0.14,-1.384
-0.117,0.389,0.0,-0.306,1.676,-0.829,0.332,-2.508,0.456,-0.13,0.388,2.959,-0.229,-0.227,0.156,-4.896,-1.803,0.109,2.999,0.54,-1.852
0.486,-0.067,0.0,0.026,1.483,-0.304,0.351,-2.345,0.622,0.09,0.278,2.406,-0.177,0.064,0.706,-3.937,-0.979,0.056,2.321,0.09,-1.399
0.426,0.07,0.0,-0.111,1.958,-0.265,0.373,-2.749,0.883,-0.077,0.281,2.644,-0.135,-0.193,0.199,-4.145,-1.296,0.062,2.935,0.309,-1.505
0.921,-0.096,0.0,-0.01,1.954,0.355,0.414,-2.962,0.485,-0.008,0.313,2.478,0.113,-0.012,0.294,-4.391,-1.229,-0.203,2.374,-0.075,-1.396
0.777,0.074,0.0,0.115,1.191,0.104,0.265,-2.356,-0.215,-0.014,0.336,2.663,-0.161,0.326,0.87,-4.356,-1.397,0.009,1.766,0.047,-1.257
0.221,0.17,0.0,-0.255,1.553,-0.492,0.306,-2.327,0.314,0.023,0.081,2.778,-0.379,-0.236,0.27,-4.766,-1.14,0.189,2.581,0.419,-1.932
0.713,0.063,0.0,0.168,0.898,0.537,0.419,-2.068,-0.178,0.128,0.319,2.711,-0.23,0.299,0.582,-4.334,-1.218,0.131,1.634,-0.31,-1.281
0.527,-0.087,0.0,-0.115,1.585,-0.086,0.095,-2.482,0.449,0.089,0.222,2.412,-0.105,-0.028,0.371,-4.278,-0.918,-0.099,2.383,0.005,-1.373
0.101,0.25,0.0,-0.265,1.498,-0.448,0.581,-2.293,-0.018,0.036,-0.078,2.488,-0.514,-0.221,0.34,-4.419,-1.149,0.108,1.975,0.224,-1.439
0.814,0.124,0.0,0.14,1.699,0.385,0.266,-2.795,0.667,0.019,0.55,2.669,-0.101,0.217,0.696,-4.041,-1.466,-0.105,2.592,0.074,-1.557
0.129,0.117,0.0,-0.39,1.748,-0.736,0.192,-2.559,0.993,0.009,0.653,2.704,-0.029,-0.059,0.663,-4.295,-1.409,0.253,3.228,0.677,-1.88
0.373,-0.006,0.0,-0.017,1.18,-0.129,0.356,-2.056,0.654,-0.029,0.502,2.227,0.013,0.083,0.368,-3.983,-0.987,0.229,2.243,0.158,-1.303
0.165,0.031,0.0,-0.468,1.562,-0.566,0.181,-2.515,0.049,0.143,0.198,2.642,-0.068,-0.176,0.309,-4.263,-1.17,0.073,2.52,0.375,-1.849
0.35,0.098,0.0,-0.051,1.616,-0.099,0.296,-2.464,0.492,-0.217,-0.023,2.518,-0.22,-0.053,0.566,-4.143,-1.316,0.125,2.36,0.253,-1.599
0.522,-0.172,0.0,-0.129,1.381,-0.421,0.155,-2.28,0.825,0.08,0.244,2.477,-0.204,-0.086,0.237,-4.063,-0.937,0.004,2.539,0.232,-1.295
0.063,0.188,0.0,-0.365,1.542,-1.147,-0.099,-2.183,1.23,0.021,0.656,2.702,0.081,-0.188,0.393,-4.383,-1.454,0.019,3.365,0.463,-1.711
0.165,0.034,0.0,-0.536,1.142,-0.801,-0.058,-2.206,0.384,-0.108,0.035,2.456,-0.151,-0.288,0.471,-4.306,-1.205,0.348,2.766,0.606,-1.634
0.417,0.264,0.0,-0.374,1.41,-0.065,0.018,-2.342,0.384,0.141,0.388,2.466,-0.013,-0.071,0.501,-4.335,-1.143,-0.048,2.927,0.227,-1.463
0.32,0.112,0.0,-0.342,1.373,-0.397,0.002,-2.329,0.909,0.031,0.412,2.412,0.064,-0.232,0.407,-4.187,-1.154,0.254,2.973,0.364,-1.549
0.774,0.017,0.0,0.434,1.284,0.829,0.498,-2.333,0.395,0.193,0.512,2.148,-0.114,0.179,0.555,-3.936,-1.032,0.048,1.264,-0.412,-0.762
0.7,0.04,0.0,-0.042,1.157,0.112,0.283,-2.255,0.46,0.001,0.607,2.6,0.087,0.051,0.382,-4.171,-1.214,0.043,2.05,0.121,-1.317
0.568,0.028,0.0,0.277,1.292,0.017,0.315,-2.276,0.393,-0.105,0.274,2.676,-0.44,0.252,0.677,-4.218,-1.251,0.026,2.148,0.133,-1.532
0.629,-0.059,0.0,-0.068,1.478,-0.355,0.273,-2.358,0.781,0.11,0.692,2.726,0.152,0.002,0.513,-4.457,-1.49,0.097,2.621,0.103,-1.33
-0.107,0.163,0.0,-0.45,1.465,-0.617,-0.015,-2.396,1.122,0.119,0.646,2.641,-0.08,-0.151,0.501,-4.539,-1.429,0.307,3.28,0.37,-1.717
0.79,-0.067,0.0,-0.08,1.067,-0.227,0.323,-1.911,0.229,0.133,0.876,2.551,0.262,0.209,0.567,-4.144,-1.4,0.11,2.192,0.158,-1.361
0.22,0.108,0.0,-0.077,0.997,-0.62,0.332,-1.944,0.585,0.027,0.323,2.337,-0.351,-0.008,0.385,-4.058,-1.142,0.198,2.214,0.087,-1.295
0.291,0.27,0.0,-0.244,0.923,-0.373,0.344,-2.073,0.129,-0.122,0.117,2.766,-0.111,0.025,0.586,-4.419,-1.42,0.359,1.987,0.381,-1.472
0.246,0.12,0.0,-0.247,1.215,-0.54,0.4,-2.103,0.382,-0.278,0.266,2.881,-0.242,-0.013,0.644,-4.491,-1.465,0.245,2.496,0.479,-1.477
0.823,-0.031,0.0,0.192,1.48,-0.087,0.526,-2.46,0.891,-0.166,1.111,3.132,0.016,0.509,0.911,-4.445,-1.657,0.13,2.628,0.101,-1.495
0.089,0.16,0.0,-0.174,1.146,-0.827,0.295,-1.948,0.332,-0.318,0.215,2.67,-0.382,0.034,0.492,-4.348,-1.388,0.225,2.48,0.433,-1.554
0.108,0.272,0.0,-0.259,1.531,-0.834,0.245,-2.276,0.512,-0.083,0.583,2.85,-0.04,-0.062,0.481,-4.478,-1.705,-0.044,2.75,0.404,-1.767
0.773,-0.011,0.0,-0.033,1.545,0.09,0.287,-2.428,0.612,0.147,0.426,2.258,0.156,0.098,0.511,-3.887,-0.9,0.054,2.318,-0.013,-1.279
0.223,0.121,0.0,-0.35,1.297,-0.646,0.248,-2.31,0.004,-0.142,0.058,2.597,-0.133,0.066,0.56,-4.187,-1.461,-0.035,2.243,0.465,-1.554
-0.121,0.245,0.0,-0.311,1.382,-0.985,0.044,-2.227,0.912,0.128,0.659,2.783,-0.279,-0.019,0.6,-4.604,-1.507,0.286,3.056,0.448,-1.707
0.278,0.108,0.0,-0.145,1.633,-0.45,0.282,-2.443,0.702,-0.045,0.917,3.061,0.003,0.105,0.524,-4.442,-1.591,0.207,2.959,0.315,-1.723
0.184,0.161,0.0,-0.16,1.475,-0.39,0.164,-2.165,0.316,-0.05,0.217,2.53,-0.479,-0.041,0.441,-4.466,-1.409,0.105,2.441,0.184,-1.424
0.501,0.229,0.0,0.012,0.995,-0.253,0.048,-2.179,0.688,-0.079,0.618,2.89,-0.079,0.154,0.605,-4.381,-1.602,0.308,2.51,0.29,-1.411
0.438,0.031,0.0,-0.176,1.823,0.064,-0.027,-2.843,1.267,0.263,0.766,2.514,0.191,-0.18,0.374,-4.137,-1.082,0.044,2.962,-0.069,-1.267
0.059,0.007,0.0,-0.428,1.44,-0.551,0.005,-2.487,0.583,-0.053,-0.159,2.194,-0.195,-0.307,0.355,-4.162,-0.768,0.243,2.862,0.531,-1.528
0.366,-0.006,0.0,-0.323,1.478,-0.303,0.061,-2.59,0.956,-0.038,0.101,2.428,-0.048,-0.196,0.277,-4.18,-1.096,0.294,2.95,0.452,-1.497
0.649,-0.043,0.0,0.269,1.472,0.547,0.216,-2.449,0.88,0.208,0.81,2.512,-0.087,0.233,0.627,-4.139,-1.076,-0.037,2.27,-0.139,-1.249
0.534,-0.061,0.0,-0.262,1.483,-0.369,0.31,-2.22,0.041,-0.136,-0.292,2.33,-0.275,-0.084,0.504,-4.356,-0.977,0.161,2.191,0.288,-1.496
0.14,0.212,0.0,-0.268,1.353,-0.1,0.071,-2.551,0.455,0.004,0.312,2.44,-0.321,-0.194,0.448,-4.372,-1.236,0.312,2.601,0.302,-1.65
0.284,0.156,0.0,-0.148,0.999,-0.581,0.378,-1.886,0.325,0.162,0.367,2.505,-0.097,-0.016,0.568,-4.369,-1.352,0.283,1.876,0.187,-1.266
0.557,-0.122,0.0,-0.036,1.295,0.149,-0.002,-2.374,1.01,0.428,0.509,2.198,0.117,-0.087,0.204,-4.054,-0.716,0.183,2.73,-0.113,-1.383
0.18,0.186,0.0,-0.262,1.378,-0.737,0.264,-2.137,0.534,-0.256,-0.018,2.577,-0.273,-0.229,0.238,-4.468,-1.268,0.259,2.537,0.482,-1.633
0.394,0.114,0.0,-0.301,1.23,-0.103,-0.142,-2.135,1.178,-0.008,0.559,2.536,-0.031,-0.118,0.364,-4.175,-1.264,0.258,2.97,0.277,-1.281
0.597,0.107,0.0,0.026,1.679,0.263,0.344,-2.444,0.373,-0.059,0.222,2.518,-0.156,-0.091,0.453,-4.159,-1.289,0.082,2.404,0.115,-1.575
0.082,0.166,0.0,-0.359,0.905,-0.831,0.407,-1.738,-0.299,-0.039,0.015,2.897,-0.231,-0.166,0.438,-4.555,-1.384,0.219,1.64,0.516,-1.411
0.663,0.0,0.0,0.126,1.033,-0.293,0.117,-1.919,0.759,-0.026,0.649,2.718,-0.106,0.233,0.633,-4.076,-1.259,-0.031,2.151,0.02,-1.1
-0.087,0.251,0.0,-0.632,1.427,-0.922,-0.221,-2.263,0.575,-0.153,0.146,2.803,-0.131,-0.443,0.31,-4.615,-1.42,0.019,3.193,0.75,-1.808
0.093,0.159,0.0,-0.02,1.737,-0.251,0.527,-2.532,0.425,0.021,0.478,2.647,-0.366,-0.025,0.269,-4.475,-1.378,0.202,2.255,0.157,-1.467
0.292,-0.018,0.0,-0.314,1.374,-0.264,0.032,-2.268,0.592,0.027,0.148,2.328,-0.211,-0.188,0.37,-4.146,-1.07,0.232,2.497,0.469,-1.463
-0.107,0.235,0.0,-0.484,1.442,-0.978,0.191,-2.31,0.384,-0.009,0.501,2.742,-0.101,-0.171,0.275,-4.506,-1.542,0.117,2.898,0.326,-1.658
0.112,0.108,0.0,-0.643,1.508,-0.62,-0.128,-2.74,0.965,0.124,0.672,2.561,0.134,-0.351,0.346,-4.681,-1.147,0.136,3.267,0.484,-1.514
