Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
428,0.091,0.101,-0.234,0.324,-0.749,0.027,0.294,-0.424,0.294,0.128,-0.296,0.693,0.153,-0.574,-0.726,-0.108,-0.338,0.164,-0.233,-0.233,0.0
429,0.227,0.434,-0.242,0.553,-0.546,0.189,0.277,-0.808,0.336,0.17,-0.14,0.869,-0.296,-0.285,-1.345,-0.194,-0.306,0.475,-0.474,-0.742,0.0
430,0.628,0.35,0.103,0.546,-0.574,-0.076,0.086,-0.861,0.27,0.196,-0.09,1.162,-0.237,-0.431,-1.291,-0.61,-0.268,0.903,-0.537,-0.753,0.0
431,0.183,0.202,0.307,0.4,-0.505,0.229,-0.019,-0.501,0.182,0.283,0.03,0.978,-0.019,-0.258,-1.118,-0.133,-0.361,0.269,-0.275,-0.459,0.0
432,0.834,0.542,0.066,0.692,-0.392,-0.056,0.334,-1.098,0.013,0.175,0.016,0.794,-0.319,-0.197,-1.63,-0.676,-0.441,1.111,-0.999,-0.936,0.0
433,0.536,0.471,-0.318,0.43,-0.708,0.007,0.35,-0.353,0.2,0.087,-0.26,0.639,-0.228,-0.42,-0.75,-0.136,-0.286,0.662,-0.022,-0.144,0.0
434,1.003,0.715,-0.166,0.713,-0.473,-0.2,0.556,-0.595,0.247,-0.005,-0.195,0.476,-0.561,-0.307,-0.834,-0.686,-0.422,1.08,-0.248,-0.451,0.0
435,1.34,0.728,-0.094,0.728,-0.359,-0.331,0.493,-0.809,0.495,0.442,-0.201,0.428,-0.541,-0.092,-1.146,-0.859,-0.347,1.478,-0.443,-0.63,0.0
436,-0.281,0.132,-0.488,0.405,-1.107,0.111,0.116,-0.06,0.254,0.031,-0.38,0.97,0.14,-0.87,-0.613,0.122,-0.079,0.255,0.077,-0.128,0.0
437,0.559,0.291,0.095,0.346,-0.421,-0.16,0.294,-0.391,0.013,0.001,0.03,0.754,-0.422,-0.341,-0.722,-0.584,-0.376,0.588,-0.021,-0.094,0.0
438,0.391,0.492,-0.316,0.5,-0.562,-0.025,0.386,-0.618,0.373,0.118,-0.274,0.737,-0.163,-0.451,-0.823,-0.208,-0.143,0.551,-0.369,-0.552,0.0
439,0.316,0.271,-0.224,0.632,-0.905,-0.138,0.19,-0.37,0.085,0.122,-0.179,0.684,-0.164,-0.538,-1.304,-0.235,-0.223,0.561,-0.696,-0.534,0.0
440,-0.321,0.088,0.08,0.518,-0.603,0.18,-0.035,-0.231,0.225,0.134,-0.053,0.88,0.057,-0.251,-0.717,-0.025,-0.469,-0.077,-0.009,-0.194,0.0
441,-0.255,0.377,-0.345,0.318,-0.819,-0.177,0.073,-0.405,0.358,0.104,-0.376,0.766,-0.087,-0.658,-0.647,0.023,-0.059,0.192,0.236,0.016,0.0
442,0.493,0.428,-0.439,0.577,-0.983,0.053,0.291,-0.365,0.717,0.133,-0.337,0.681,-0.199,-0.686,-1.0,-0.23,-0.259,0.752,-0.479,-0.621,0.0
443,0.224,0.076,-0.19,0.59,-0.579,0.04,0.203,-0.577,0.239,-0.067,-0.267,0.743,0.05,-0.529,-0.975,-0.068,-0.322,0.369,-0.474,-0.447,0.0
444,0.069,0.64,-0.6,0.101,-0.96,-0.207,0.01,-0.443,0.581,0.085,-0.445,1.084,-0.602,-0.889,-0.535,-0.044,0.158,0.75,0.103,-0.094,0.0
445,0.257,0.255,-0.333,0.593,-0.774,-0.032,0.521,-0.613,0.347,0.02,-0.415,0.452,0.068,-0.572,-0.65,-0.443,-0.343,0.643,-0.106,-0.31,0.0
446,-0.029,-0.016,-0.076,0.492,-0.741,-0.14,0.027,-0.453,0.076,-0.108,-0.272,0.972,0.3,-0.679,-0.883,-0.305,-0.415,0.326,-0.257,-0.294,0.0
447,0.287,0.053,-0.268,0.632,-0.402,-0.042,0.033,-0.527,-0.189,0.085,-0.218,0.814,0.001,-0.313,-0.823,-0.319,-0.354,0.36,-0.232,-0.362,0.0
448,-0.516,0.402,-0.548,0.104,-1.441,0.001,0.014,0.348,0.812,0.19,-0.463,0.827,-0.346,-1.13,-0.224,0.06,0.181,0.302,0.331,0.145,0.0
449,0.408,0.437,-0.314,0.632,-0.735,-0.19,0.179,-0.841,0.432,0.105,-0.391,0.679,-0.103,-0.646,-1.075,-0.178,-0.287,0.81,-0.376,-0.435,0.0
450,0.283,0.33,-0.443,0.55,-0.419,0.006,0.294,-0.724,0.398,0.229,-0.327,0.7,-0.412,-0.318,-1.0,0.13,-0.43,0.304,-0.402,-0.45,0.0
451,-0.631,-0.003,-0.274,0.264,-0.955,0.349,-0.061,-0.491,0.392,0.038,-0.291,0.943,-0.032,-0.861,-1.134,0.596,-0.231,-0.123,-0.179,-0.259,0.0
452,-0.105,0.144,0.271,0.21,-0.525,0.183,0.008,-0.298,-0.002,0.071,0.038,0.931,-0.032,-0.298,-1.033,0.189,-0.441,-0.052,0.057,-0.104,0.0
453,0.075,0.457,-0.221,0.411,-1.031,-0.121,0.186,-0.167,0.674,0.227,-0.415,0.679,-0.087,-0.805,-0.619,-0.165,0.109,0.617,-0.098,-0.151,0.0
454,0.313,0.465,-0.56,0.096,-1.215,-0.167,0.264,-0.004,0.857,0.378,-0.537,0.696,-0.345,-1.066,-0.306,-0.399,0.479,0.973,0.222,0.034,0.0
455,-0.41,0.384,-0.319,0.277,-0.801,-0.132,0.009,-0.4,0.675,0.185,-0.286,1.063,-0.26,-0.827,-0.643,0.145,-0.111,0.194,0.116,-0.12,0.0
456,0.987,0.41,-0.138,0.613,-0.225,-0.4,0.377,-0.925,0.17,0.228,-0.146,0.778,-0.303,-0.322,-0.918,-0.642,-0.4,1.056,-0.356,-0.303,0.0
457,0.683,0.364,-0.218,0.352,-0.436,-0.141,0.223,-0.571,-0.066,0.205,-0.224,0.619,-0.225,-0.231,-0.642,-0.522,-0.323,0.695,-0.134,-0.232,0.0
458,0.083,0.311,-0.304,0.518,-0.901,-0.226,0.254,-0.331,0.413,0.055,-0.34,0.772,-0.151,-0.529,-0.755,-0.153,-0.227,0.363,-0.221,-0.282,0.0
459,0.124,0.323,0.059,0.416,-0.587,0.015,0.146,-0.25,0.281,0.09,-0.04,0.833,-0.235,-0.418,-0.729,-0.374,-0.332,0.379,-0.046,-0.306,0.0
460,0.042,0.313,-0.165,0.387,-0.515,-0.17,0.186,-0.401,0.373,0.164,-0.109,0.98,-0.08,-0.572,-0.888,-0.383,-0.14,0.342,-0.142,-0.353,0.0
461,0.472,0.278,-0.731,0.679,-1.017,-0.256,0.194,-0.233,0.446,-0.126,-0.562,0.76,-0.153,-1.026,-0.781,-0.083,-0.148,0.842,-0.177,-0.459,0.0
462,0.479,0.408,-0.445,0.498,-1.111,-0.069,0.41,-0.42,0.565,0.041,-0.559,0.574,-0.196,-0.813,-0.792,-0.05,-0.052,0.693,-0.117,-0.353,0.0
463,-0.371,0.126,-0.427,0.45,-0.994,0.118,0.061,-0.277,0.456,-0.064,-0.467,0.752,0.126,-0.816,-0.792,0.296,-0.323,0.195,0.05,-0.203,0.0
464,0.477,0.574,-0.677,0.345,-0.943,-0.664,0.332,-0.554,0.769,0.303,-0.621,0.678,-0.233,-1.028,-0.549,-0.392,0.343,1.237,0.063,-0.238,0.0
465,-0.066,0.182,0.193,0.457,-0.599,0.021,0.121,-0.198,0.264,0.166,-0.05,0.943,-0.064,-0.591,-0.911,-0.033,-0.251,0.154,-0.061,-0.348,0.0
466,0.481,0.476,-0.282,0.534,-0.894,-0.084,0.263,-0.625,0.259,-0.0,-0.351,0.767,-0.435,-0.45,-1.349,-0.127,-0.457,0.746,-0.445,-0.53,0.0
467,1.139,0.682,0.143,0.668,-0.263,-0.455,0.279,-0.542,0.007,0.295,-0.122,0.721,-0.49,-0.074,-0.39,-1.457,-0.417,1.359,0.076,-0.098,0.0
468,-0.47,-0.005,-0.067,0.541,-1.018,0.128,0.28,0.117,0.284,-0.101,-0.198,0.599,0.127,-0.795,-0.79,-0.082,-0.349,0.06,-0.206,-0.322,0.0
469,0.116,0.14,-0.574,0.628,-0.895,-0.272,0.416,-0.563,0.59,0.154,-0.602,0.75,0.003,-0.746,-0.676,-0.156,-0.087,0.506,-0.401,-0.371,0.0
470,0.19,0.112,-0.398,0.496,-0.783,-0.05,0.349,-0.661,0.416,0.113,-0.569,0.913,0.093,-0.699,-0.878,0.019,-0.324,0.554,-0.148,-0.336,0.0
471,0.896,0.361,0.022,0.647,-0.391,-0.307,0.251,-0.66,0.345,0.199,-0.15,0.734,-0.39,-0.322,-1.021,-0.661,-0.396,0.947,-0.233,-0.464,0.0
472,0.229,0.19,-0.036,0.448,-0.72,-0.089,0.309,-0.306,0.296,0.107,-0.24,0.731,-0.214,-0.526,-0.686,-0.216,-0.158,0.48,0.059,-0.14,0.0
473,0.401,0.526,-0.427,0.77,-0.619,-0.153,0.336,-1.02,0.434,-0.022,-0.47,0.892,-0.456,-0.748,-1.005,-0.191,-0.258,0.809,-0.468,-0.562,0.0
474,0.484,0.573,-0.345,0.253,-0.733,-0.171,0.282,-0.495,0.488,0.149,-0.247,0.769,-0.578,-0.631,-0.708,-0.485,-0.138,0.807,0.037,-0.217,0.0
475,0.614,0.568,-0.191,0.558,-0.984,-0.211,0.045,-0.295,0.72,0.203,-0.297,0.912,-0.288,-0.832,-0.614,-0.553,0.013,1.072,-0.085,-0.24,0.0
476,-0.03,0.488,-0.776,0.644,-0.822,0.074,0.414,-0.666,0.279,0.162,-0.672,0.654,-0.323,-0.657,-0.777,0.295,-0.328,0.406,-0.309,-0.309,0.0
477,-0.33,0.026,-0.72,0.119,-1.352,0.093,0.044,-0.007,0.843,0.034,-0.563,0.787,0.382,-1.109,-0.24,0.521,0.341,0.171,0.485,0.162,0.0
478,0.629,0.334,-0.517,0.587,-0.465,-0.425,0.232,-0.715,0.422,0.223,-0.342,0.917,0.29,-0.434,-0.699,-0.482,-0.245,0.851,-0.055,-0.21,0.0
479,0.5,0.486,-0.75,0.468,-0.931,-0.377,0.438,-0.829,0.623,0.177,-0.704,0.687,-0.168,-0.82,-0.861,-0.034,-0.064,1.021,-0.139,-0.314,0.0
480,1.254,0.634,-0.176,0.765,-0.452,-0.12,0.546,-0.852,0.252,0.131,-0.257,0.579,-0.517,-0.289,-1.053,-0.974,-0.416,1.34,-0.542,-0.533,0.0
481,0.397,0.434,-0.078,0.395,-0.494,0.057,0.085,-0.264,-0.001,0.211,0.002,0.773,-0.368,-0.283,-0.836,-0.626,-0.213,0.53,-0.14,-0.236,0.0
482,0.151,0.163,0.302,0.282,-0.642,-0.035,0.266,-0.213,0.089,0.311,-0.104,0.591,-0.018,-0.183,-0.562,-0.282,-0.268,0.184,0.18,0.015,0.0
483,-0.003,0.226,-0.542,0.478,-0.835,-0.171,0.309,-0.754,0.324,-0.036,-0.384,0.821,-0.222,-0.705,-1.193,0.028,-0.262,0.429,-0.375,-0.514,0.0
484,-0.402,0.279,0.165,0.451,-0.815,0.113,0.225,-0.09,0.395,0.157,0.006,0.886,-0.225,-0.518,-0.891,-0.047,-0.249,0.099,-0.093,-0.265,0.0
485,0.477,0.184,0.017,0.551,-0.453,-0.121,0.33,-0.39,0.314,-0.023,-0.066,0.867,-0.074,-0.366,-0.993,-0.328,-0.346,0.594,-0.25,-0.42,0.0
486,0.038,0.224,-0.499,0.473,-0.783,0.009,0.386,-0.606,0.198,0.042,-0.459,0.687,0.05,-0.387,-0.85,0.268,-0.337,0.139,-0.156,-0.306,0.0
487,0.3,0.268,-0.203,0.311,-0.417,-0.094,0.164,-0.375,-0.071,0.039,-0.096,0.693,-0.141,-0.323,-0.874,-0.22,-0.427,0.101,-0.121,-0.217,0.0
488,1.043,0.667,-0.441,0.657,-0.44,-0.358,0.445,-0.991,0.671,0.335,-0.382,0.599,-0.371,-0.461,-0.863,-0.928,-0.349,1.319,-0.109,-0.481,0.0
489,0.13,0.352,-0.773,0.359,-1.12,-0.145,0.34,-0.9,0.885,0.276,-0.782,0.702,-0.053,-0.937,-0.815,0.379,0.258,0.622,-0.094,-0.236,0.0
490,0.22,-0.005,0.027,0.378,-0.68,0.117,0.18,-0.318,0.114,0.098,-0.177,0.75,-0.068,-0.362,-0.811,-0.086,-0.344,0.246,-0.155,-0.239,0.0
491,0.778,0.65,0.08,0.573,-0.17,-0.267,0.416,-0.981,0.43,0.402,-0.099,0.751,-0.692,-0.233,-0.844,-0.806,-0.291,1.053,-0.312,-0.57,0.0
492,0.09,0.334,-0.448,0.676,-0.779,-0.098,0.064,-0.813,0.279,0.053,-0.516,0.895,0.035,-0.696,-1.001,-0.02,-0.282,0.529,-0.433,-0.47,0.0
493,0.04,0.088,-0.01,0.723,-0.847,0.023,0.062,-0.334,0.181,-0.149,-0.123,1.076,0.027,-0.619,-1.158,-0.049,-0.361,0.353,-0.687,-0.734,0.0
494,0.015,0.337,-0.04,0.479,-0.103,0.192,0.213,-0.718,0.176,0.256,-0.027,0.791,-0.098,-0.092,-1.22,-0.044,-0.367,0.106,-0.369,-0.376,0.0
495,0.544,0.406,-0.461,0.284,-0.611,-0.198,0.445,-0.468,0.182,0.194,-0.33,0.623,-0.192,-0.389,-0.701,-0.258,-0.313,0.748,-0.056,-0.028,0.0
496,0.773,0.409,0.361,0.408,-0.15,0.12,0.224,-0.476,-0.265,0.246,0.144,0.797,-0.381,0.112,-0.797,-0.749,-0.383,0.628,-0.096,-0.371,0.0
497,0.573,0.425,-0.425,0.667,-0.529,0.05,0.335,-0.57,0.062,0.097,-0.408,0.704,-0.258,-0.361,-0.977,-0.148,-0.4,0.472,-0.204,-0.281,0.0
498,0.162,0.402,-0.095,0.261,-1.201,0.016,-0.036,-0.37,0.607,0.147,-0.3,1.006,-0.467,-0.883,-0.76,-0.173,0.233,0.683,-0.033,-0.166,0.0
499,-0.132,0.321,-0.775,0.362,-0.996,0.098,0.182,-0.501,0.517,0.228,-0.693,0.803,-0.169,-0.73,-0.625,0.252,-0.035,0.332,-0.006,-0.167,0.0
500,0.411,0.454,-0.232,0.56,-0.658,-0.238,0.213,-0.894,0.148,0.067,-0.441,0.797,-0.076,-0.489,-0.956,-0.03,-0.437,0.615,-0.179,-0.277,0.0
501,0.172,0.366,-0.416,0.398,-0.928,-0.072,0.038,-0.144,0.524,0.057,-0.372,1.058,-0.093,-0.747,-0.529,-0.016,-0.143,0.368,0.021,-0.101,0.0
502,0.323,0.496,-0.007,0.706,-0.528,-0.231,0.253,-0.723,0.277,0.186,-0.174,0.899,-0.331,-0.425,-0.935,-0.351,-0.453,0.728,-0.094,-0.325,0.0
503,0.185,0.29,-0.412,0.205,-0.92,0.079,-0.027,-0.256,0.372,0.226,-0.45,1.075,-0.325,-0.674,-0.474,-0.075,0.118,0.368,0.148,0.033,0.0
504,0.832,0.591,-0.576,0.58,-0.908,-0.244,0.352,-0.675,0.775,0.203,-0.581,0.773,-0.156,-0.737,-1.045,-0.188,-0.152,1.052,-0.346,-0.501,0.0
505,0.089,0.484,-0.436,0.519,-0.821,-0.196,0.384,-0.483,0.499,0.269,-0.299,0.694,-0.245,-0.677,-0.981,0.123,-0.182,0.556,-0.23,-0.192,0.0
506,0.665,0.506,-0.376,0.882,-0.721,-0.151,0.264,-0.86,0.319,-0.013,-0.246,0.784,-0.478,-0.452,-1.007,-0.814,-0.385,1.087,-0.638,-0.539,0.0
507,0.156,0.241,-0.249,0.428,-0.476,-0.027,0.028,-0.505,0.2,0.263,-0.297,0.857,0.062,-0.378,-0.744,-0.205,-0.355,0.315,0.053,-0.166,0.0
508,1.157,0.756,0.246,0.492,0.121,0.167,0.382,-0.894,0.28,0.603,0.163,0.727,-0.611,0.181,-1.086,-1.31,-0.226,1.135,-0.389,-0.437,0.0
509,0.157,0.529,-1.036,0.617,-1.32,-0.014,0.329,-0.713,0.895,0.164,-1.052,0.693,-0.378,-1.132,-0.637,0.22,0.181,0.999,-0.073,-0.408,0.0
510,0.302,0.251,-0.69,0.606,-0.769,-0.191,0.415,-0.663,0.691,0.262,-0.657,0.645,0.033,-0.783,-0.582,-0.09,0.064,0.527,-0.226,-0.272,0.0
511,-0.456,0.241,-0.494,0.377,-0.92,0.06,0.21,-0.342,0.595,0.093,-0.527,0.809,0.183,-0.908,-0.531,0.192,-0.058,0.363,0.019,-0.104,0.0
512,-0.296,0.215,-0.318,0.432,-0.821,0.184,0.25,-0.138,-0.103,-0.135,-0.236,0.78,-0.184,-0.45,-0.614,0.243,-0.42,-0.21,0.02,-0.137,0.0
513,0.787,0.187,-0.786,0.709,-0.897,0.026,0.465,-0.385,0.189,0.058,-0.518,0.608,0.242,-0.437,-0.84,-0.481,-0.292,0.833,-0.22,-0.395,0.0
514,0.389,0.266,-0.457,0.388,-0.516,-0.09,0.218,-0.834,0.362,0.172,-0.351,0.723,-0.214,-0.582,-0.865,-0.281,-0.209,0.918,0.162,-0.291,0.0
515,0.454,0.48,-0.459,0.729,-1.011,0.035,0.372,-0.444,0.388,0.153,-0.474,0.541,-0.123,-0.641,-1.131,-0.352,-0.295,0.827,-0.666,-0.792,0.0
516,0.407,0.569,-0.647,0.425,-0.733,-0.361,0.263,-0.516,0.353,0.307,-0.463,0.761,-0.495,-0.65,-0.776,-0.456,0.057,0.749,-0.364,-0.209,0.0
517,-0.465,0.148,-0.152,0.108,-1.058,0.208,0.064,0.14,0.314,0.053,-0.26,0.949,-0.023,-0.729,-0.477,0.043,-0.037,0.139,0.277,0.094,0.0
518,0.336,0.313,0.097,0.662,-0.342,0.273,0.219,-0.775,0.056,0.321,-0.099,0.622,-0.184,-0.002,-1.094,-0.351,-0.37,0.217,-0.402,-0.63,0.0
519,0.942,0.682,-0.219,0.401,-0.551,-0.325,0.456,-0.678,0.297,0.324,-0.243,0.41,-0.359,-0.263,-0.753,-0.591,-0.192,0.932,-0.111,-0.207,0.0
520,0.446,0.443,-0.37,0.598,-0.527,-0.039,0.314,-0.296,0.191,0.044,-0.269,0.596,-0.172,-0.405,-0.921,-0.383,-0.352,0.621,-0.211,-0.497,0.0
521,-0.52,0.183,-0.629,0.409,-1.183,0.103,0.227,-0.339,0.545,0.118,-0.588,0.745,0.024,-0.911,-0.83,0.844,-0.189,-0.073,-0.245,-0.206,0.0
522,-0.189,0.291,-0.257,0.503,-0.732,0.108,0.13,-0.522,0.313,-0.162,-0.14,1.135,-0.096,-0.543,-1.074,-0.083,-0.374,0.226,-0.271,-0.441,0.0
523,-0.635,-0.167,-0.363,0.356,-0.732,0.327,-0.003,-0.286,0.165,-0.09,-0.355,0.914,0.407,-0.539,-0.839,0.57,-0.37,-0.418,-0.159,-0.288,0.0
524,0.091,0.324,-0.057,0.434,-0.761,0.27,0.019,-0.429,0.099,0.048,-0.155,0.837,-0.152,-0.351,-1.057,-0.243,-0.409,0.352,-0.224,-0.475,0.0
525,0.15,0.54,-0.654,0.304,-1.069,-0.162,0.169,-0.336,0.703,0.155,-0.661,0.718,-0.456,-0.976,-0.379,0.077,0.057,0.597,0.211,-0.077,0.0
526,0.542,0.554,-0.512,0.513,-0.789,-0.226,0.292,-0.796,0.393,0.074,-0.539,0.662,-0.29,-0.668,-0.916,-0.275,-0.049,0.965,-0.245,-0.286,0.0
527,-0.669,-0.041,-0.533,0.322,-1.032,0.066,0.22,-0.484,0.808,0.191,-0.704,0.818,0.376,-0.849,-0.923,0.998,-0.047,-0.089,0.014,-0.157,0.0
528,0.17,0.6,-0.518,0.356,-1.254,-0.284,0.172,-0.269,0.801,0.257,-0.536,0.784,-0.25,-1.178,-0.386,-0.095,0.241,0.906,0.374,0.015,0.0
529,0.344,0.335,-0.128,0.67,-0.743,-0.14,0.184,-0.699,0.189,0.04,-0.333,0.907,-0.356,-0.524,-1.115,0.107,-0.418,0.599,-0.502,-0.558,0.0
530,0.269,0.187,-0.262,0.534,-0.412,0.072,0.301,-0.563,0.46,0.262,-0.216,0.782,0.013,-0.215,-0.89,-0.136,-0.464,0.354,-0.018,-0.327,0.0
531,0.154,0.434,-0.051,0.382,-0.659,0.036,0.133,0.003,0.127,0.25,-0.13,0.658,-0.299,-0.435,-0.598,-0.375,-0.262,0.495,0.272,-0.026,0.0
532,0.335,0.372,-0.599,0.518,-0.835,-0.198,0.295,-0.796,0.51,0.182,-0.575,0.924,-0.059,-0.594,-0.939,0.056,-0.357,0.721,-0.228,-0.42,0.0
533,-0.09,0.483,-0.47,0.174,-1.331,0.27,0.171,0.074,0.59,0.2,-0.464,0.791,-0.299,-0.801,-0.267,-0.317,-0.015,0.45,0.171,-0.107,0.0
534,0.209,0.483,-0.017,0.278,-0.583,0.057,0.424,-0.511,0.373,0.057,-0.174,0.652,-0.352,-0.531,-0.856,-0.333,-0.216,0.586,-0.079,-0.329,0.0
535,0.918,0.384,-0.446,0.752,-0.593,-0.524,0.401,-0.872,0.377,0.156,-0.52,0.566,-0.292,-0.316,-0.769,-0.744,-0.184,1.228,-0.348,-0.371,0.0
536,0.742,0.648,-0.647,0.385,-0.786,-0.243,0.386,-0.556,0.304,0.167,-0.394,0.938,-0.381,-0.706,-0.793,-0.436,-0.066,1.125,-0.152,-0.227,0.0
537,0.748,0.293,0.378,0.358,-0.031,-0.172,0.132,-0.799,-0.151,0.193,0.139,0.829,-0.151,0.035,-1.04,-0.856,-0.388,0.666,-0.426,-0.287,0.0
538,-0.502,0.377,-0.747,0.182,-1.439,-0.221,0.46,0.154,0.865,0.169,-0.863,0.607,-0.007,-1.189,0.084,-0.018,0.523,0.427,0.507,0.133,0.0
539,0.235,0.34,-0.357,0.446,-0.908,-0.242,0.38,-0.649,0.45,0.11,-0.352,0.644,-0.163,-0.7,-0.783,-0.222,-0.331,0.749,-0.088,-0.13,0.0
540,1.01,0.486,-0.33,0.71,-0.179,-0.272,0.323,-1.124,0.117,0.178,-0.303,0.924,-0.224,-0.19,-0.87,-0.743,-0.36,0.966,-0.304,-0.511,0.0
541,0.645,0.357,-0.162,0.667,-0.345,-0.247,0.399,-0.778,0.014,0.183,-0.165,0.538,-0.181,-0.243,-1.442,-0.169,-0.461,0.734,-0.56,-0.568,0.0
542,0.414,0.514,-0.248,0.64,-0.682,-0.046,0.417,-0.922,0.467,-0.033,-0.465,0.843,-0.348,-0.776,-1.054,-0.096,-0.315,0.82,-0.325,-0.502,0.0
543,-0.102,0.344,-0.317,0.468,-0.962,-0.166,0.149,-0.452,0.493,0.202,-0.515,0.836,-0.264,-0.789,-0.924,-0.071,-0.048,0.469,-0.274,-0.339,0.0
544,0.035,0.407,-0.098,0.513,-0.676,-0.196,0.287,-0.814,0.475,0.002,-0.325,0.793,-0.342,-0.748,-0.967,-0.063,-0.159,0.525,-0.116,-0.424,0.0
545,0.114,0.26,-0.482,0.477,-0.906,-0.201,0.146,-0.527,0.176,0.196,-0.454,1.055,0.009,-0.556,-0.853,0.057,-0.164,0.354,-0.055,-0.254,0.0
546,-0.115,0.192,0.403,0.425,-0.486,-0.051,-0.029,-0.435,0.33,0.031,0.119,1.154,-0.123,-0.555,-1.146,0.015,-0.438,0.306,-0.323,-0.285,0.0
547,0.511,0.751,-0.514,0.497,-0.682,-0.312,0.447,-0.747,0.679,0.389,-0.689,0.717,-0.698,-0.755,-0.521,-0.235,0.051,0.971,-0.005,-0.22,0.0
548,0.034,0.251,-0.388,0.266,-0.892,-0.059,0.281,-0.34,0.469,0.163,-0.394,0.764,-0.005,-0.694,-0.495,-0.172,-0.131,0.543,0.211,0.119,0.0
549,0.494,0.465,-0.587,0.707,-1.023,-0.121,0.289,-0.417,0.187,0.054,-0.652,0.712,-0.395,-0.841,-0.667,-0.242,-0.185,0.953,-0.158,-0.246,0.0
550,0.369,0.387,-0.117,0.792,-0.876,0.063,0.342,-0.605,0.594,0.239,-0.282,0.807,-0.258,-0.489,-0.976,-0.106,-0.27,0.55,-0.358,-0.508,0.0
551,0.231,0.374,-0.219,0.571,-0.776,-0.132,0.11,-0.606,0.681,0.382,-0.371,1.016,-0.137,-0.568,-1.109,-0.135,-0.276,0.674,-0.419,-0.602,0.0
552,-0.114,0.414,-0.078,0.647,-0.938,-0.382,0.315,-0.395,0.648,0.07,-0.358,0.793,-0.365,-0.886,-0.623,-0.328,-0.15,0.706,-0.116,-0.311,0.0
553,0.354,0.466,-0.639,0.618,-1.074,-0.315,0.295,-0.602,0.577,-0.012,-0.623,0.721,-0.29,-0.889,-0.782,-0.324,-0.126,0.987,-0.176,-0.447,0.0
554,0.549,0.702,-0.335,0.506,-0.573,-0.142,0.381,-0.595,0.549,0.321,-0.384,0.639,-0.378,-0.413,-0.66,-0.291,-0.098,0.733,0.097,-0.29,0.0
555,-0.099,0.103,-0.271,0.6,-0.684,-0.231,0.256,-0.526,0.319,-0.063,-0.505,0.766,0.1,-0.693,-0.811,0.043,-0.232,0.406,-0.338,-0.378,0.0
556,0.793,0.494,-0.419,0.61,-0.695,-0.331,0.48,-0.821,0.448,0.026,-0.291,0.709,-0.407,-0.597,-0.794,-0.445,-0.396,1.088,-0.106,-0.294,0.0
557,0.343,0.22,-0.404,0.38,-0.836,-0.31,0.345,-0.42,0.65,0.118,-0.554,0.642,-0.043,-0.761,-0.612,0.002,-0.059,0.738,-0.092,-0.293,0.0
558,0.955,0.609,0.111,0.298,-0.303,-0.213,0.439,-0.671,0.14,0.107,0.053,0.522,-0.421,-0.242,-1.029,-0.565,-0.405,0.824,-0.421,-0.291,0.0
559,0.038,0.476,-0.504,0.36,-1.049,-0.234,0.143,-0.384,1.068,0.214,-0.523,0.74,-0.213,-1.119,-0.532,0.145,0.117,0.926,0.063,-0.144,0.0
560,0.317,0.412,-0.11,0.441,-0.459,0.027,0.082,-1.144,0.298,0.255,-0.134,0.99,-0.015,-0.352,-1.476,0.134,-0.366,0.569,-0.508,-0.545,0.0
561,-0.311,0.224,-0.619,0.267,-1.179,-0.062,0.239,-0.372,0.578,0.162,-0.648,0.757,-0.117,-0.893,-0.598,0.503,0.056,0.216,-0.062,-0.099,0.0
562,0.412,0.198,-0.066,0.36,-0.503,-0.026,0.082,-0.272,-0.008,0.128,-0.157,0.843,-0.109,-0.248,-0.537,-0.612,-0.419,0.344,0.07,-0.174,0.0
563,0.309,0.347,-0.308,0.463,-0.643,-0.172,0.312,-0.4,0.117,-0.023,-0.361,0.7,-0.151,-0.553,-0.537,-0.31,-0.278,0.587,-0.187,-0.141,0.0
564,0.462,0.428,-0.24,0.452,-0.742,0.046,0.159,-0.551,0.487,0.266,-0.25,0.867,-0.374,-0.433,-1.063,-0.113,-0.199,0.627,-0.328,-0.41,0.0
565,0.201,0.308,-0.099,0.663,-0.595,-0.194,0.139,-0.6,0.087,0.259,-0.208,0.786,-0.295,-0.434,-1.072,-0.25,-0.359,0.644,-0.427,-0.589,0.0
566,0.336,0.522,-0.5,0.641,-1.035,-0.128,0.438,-0.293,0.832,0.395,-0.57,0.623,-0.466,-0.728,-0.656,-0.079,-0.115,0.789,-0.062,-0.206,0.0
567,0.201,0.524,-0.548,0.581,-1.289,-0.22,0.247,-0.264,0.749,-0.044,-0.648,0.857,-0.279,-1.119,-0.752,0.234,-0.001,0.873,-0.049,-0.266,0.0
568,0.45,0.414,-0.899,0.618,-0.963,-0.15,0.353,-0.601,0.685,0.056,-0.684,0.666,-0.087,-0.979,-0.634,-0.152,-0.23,0.92,-0.108,-0.433,0.0
569,-0.105,0.283,-0.745,0.401,-0.928,0.028,0.313,-0.598,0.737,0.116,-0.625,0.808,-0.019,-0.986,-0.687,0.227,-0.011,0.472,-0.158,-0.131,0.0
570,-0.268,0.284,-0.672,0.746,-1.34,0.019,0.352,-0.218,0.521,0.068,-0.678,0.788,-0.029,-1.012,-0.79,0.347,-0.089,0.392,-0.202,-0.416,0.0
